Time Remaining,SEWANE~1,Away Team Score,Play Team Indicator,Home Team Score,LCM,Game Score,Team Indicator,Play,Period
16:41,,,,,"SUB IN by JOHNSON,JORDAN",,,"SUB IN by JOHNSON,JORDAN",2
16:41,,,,,"SUB OUT by WHITE,MIKE",,,"SUB OUT by WHITE,MIKE",2
16:28,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
16:11,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
16:11,,,,,"MISS FT by DUGGER,PATRICK",,,"MISS FT by DUGGER,PATRICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:11,,,,,"MISS FT by DUGGER,PATRICK",,,"MISS FT by DUGGER,PATRICK",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
15:51,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
15:51,,,,,"SUB IN by CORE,ISAIAH",,,"SUB IN by CORE,ISAIAH",2
15:51,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",2
15:37,,32,,39 (+7),"GOOD JUMPER by DUGGER,PATRICK",LCM 32-39 (-7),,"GOOD JUMPER by DUGGER,PATRICK",2
14:57,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
14:57,,,,,"FOUL  by JOHNSON,JORDAN",,,"FOUL  by JOHNSON,JORDAN",2
14:56,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
14:48,,,,,"TURNOVER  by BAXTER,DUSTIN",,,"TURNOVER  by BAXTER,DUSTIN",2
14:48,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",2
14:48,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
14:48,,,,,"SUB IN by MITCHELL,NICK",,,"SUB IN by MITCHELL,NICK",2
14:48,,,,,"SUB OUT by ROBINSON,DENZEL",,,"SUB OUT by ROBINSON,DENZEL",2
14:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:23,,,,,"MISS 3PTR by CORE,ISAIAH",,,"MISS 3PTR by CORE,ISAIAH",2
--,,,,,"REBOUND OFF by DUGGER,PATRICK",,,"REBOUND OFF by DUGGER,PATRICK",2
14:15,,,,,"MISS JUMPER by DUGGER,PATRICK",,,"MISS JUMPER by DUGGER,PATRICK",2
--,,,,,"REBOUND OFF by DUGGER,PATRICK",,,"REBOUND OFF by DUGGER,PATRICK",2
14:15,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",2
14:15,,32,,40 (+8),"GOOD FT by DUGGER,PATRICK",LCM 32-40 (-8),,"GOOD FT by DUGGER,PATRICK",2
14:15,,32,,41 (+9),"GOOD FT by DUGGER,PATRICK",LCM 32-41 (-9),,"GOOD FT by DUGGER,PATRICK",2
14:04,,,,,"FOUL  by CORE,ISAIAH",,,"FOUL  by CORE,ISAIAH",2
13:46,"GOOD 3PTR by BORN,LEO",35,,41 (+6),,SEWANE~1 35-41 (-6),,"GOOD 3PTR by BORN,LEO",2
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",2
13:29,,35,,43 (+8),"GOOD JUMPER by DUGGER,PATRICK(in the paint)",LCM 35-43 (-8),,"GOOD JUMPER by DUGGER,PATRICK(in the paint)",2
12:57,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
12:56,,,,,"STEAL  by MITCHELL,NICK",,,"STEAL  by MITCHELL,NICK",2
12:50,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",2
12:50,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
12:50,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
12:44,,35,,45 (+10),"GOOD JUMPER by DUGGER,PATRICK(in the paint)",LCM 35-45 (-10),,"GOOD JUMPER by DUGGER,PATRICK(in the paint)",2
12:23,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by BAXTER,DUSTIN",,,"REBOUND DEF by BAXTER,DUSTIN",2
12:23,,,,,"TURNOVER  by BAXTER,DUSTIN",,,"TURNOVER  by BAXTER,DUSTIN",2
12:11,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
12:09,,,,,"STEAL  by DUGGER,PATRICK",,,"STEAL  by DUGGER,PATRICK",2
12:06,,35,,48 (+13),"GOOD 3PTR by CORE,ISAIAH",LCM 35-48 (-13),,"GOOD 3PTR by CORE,ISAIAH",2
--,,,,,"ASSIST  by DUGGER,PATRICK",,,"ASSIST  by DUGGER,PATRICK",2
11:46,"GOOD 3PTR by BORN,LEO",38,,48 (+10),,SEWANE~1 38-48 (-10),,"GOOD 3PTR by BORN,LEO",2
11:46,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:46,,,,,"SUB IN by WHITE,MIKE",,,"SUB IN by WHITE,MIKE",2
11:46,,,,,"SUB IN by ROBINSON,DENZEL",,,"SUB IN by ROBINSON,DENZEL",2
11:46,,,,,"SUB IN by WAGNER,MARK",,,"SUB IN by WAGNER,MARK",2
11:46,,,,,"SUB OUT by MITCHELL,NICK",,,"SUB OUT by MITCHELL,NICK",2
11:46,,,,,"SUB OUT by BAXTER,DUSTIN",,,"SUB OUT by BAXTER,DUSTIN",2
11:46,,,,,"SUB OUT by DUGGER,PATRICK",,,"SUB OUT by DUGGER,PATRICK",2
11:18,,,,,"MISS 3PTR by CORE,ISAIAH",,,"MISS 3PTR by CORE,ISAIAH",2
--,"REBOUND DEF by CARDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",2
11:07,"GOOD 3PTR by WILLIAMS,JORDEN",41,,48 (+7),,SEWANE~1 41-48 (-7),,"GOOD 3PTR by WILLIAMS,JORDEN",2
11:00,,,,,"TURNOVER  by CORE,ISAIAH",,,"TURNOVER  by CORE,ISAIAH",2
10:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:35,"GOOD LAYUP by CARTER,KESHONN(in the paint)",43,,48 (+5),,SEWANE~1 43-48 (-5),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
10:35,,,,,"FOUL  by JOHNSON,JORDAN",,,"FOUL  by JOHNSON,JORDAN",2
10:35,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
10:24,"GOOD 3PTR by BORN,LEO",46,,48 (+2),,SEWANE~1 46-48 (-2),,"GOOD 3PTR by BORN,LEO",2
10:07,,,,,"MISS 3PTR by ROBINSON,DENZEL",,,"MISS 3PTR by ROBINSON,DENZEL",2
--,,,,,"REBOUND OFF by WAGNER,MARK",,,"REBOUND OFF by WAGNER,MARK",2
09:58,,,,,"TURNOVER  by CORE,ISAIAH",,,"TURNOVER  by CORE,ISAIAH",2
09:58,,,,,"SUB IN by MITCHELL,NICK",,,"SUB IN by MITCHELL,NICK",2
09:58,,,,,"SUB IN by BAXTER,DUSTIN",,,"SUB IN by BAXTER,DUSTIN",2
09:58,,,,,"SUB IN by DUGGER,PATRICK",,,"SUB IN by DUGGER,PATRICK",2
09:58,,,,,"SUB OUT by WAGNER,MARK",,,"SUB OUT by WAGNER,MARK",2
09:58,,,,,"SUB OUT by WHITE,MIKE",,,"SUB OUT by WHITE,MIKE",2
09:58,,,,,"SUB OUT by ROBINSON,DENZEL",,,"SUB OUT by ROBINSON,DENZEL",2
09:43,,,,,"FOUL  by BAXTER,DUSTIN",,,"FOUL  by BAXTER,DUSTIN",2
09:43,"MISS FT by CARDWELL,MARCELLUS",,,,,,,"MISS FT by CARDWELL,MARCELLUS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:31,,,,,"TURNOVER  by JOHNSON,JORDAN",,,"TURNOVER  by JOHNSON,JORDAN",2
09:31,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",2
09:31,,,,,"FOUL  by JOHNSON,JORDAN",,,"FOUL  by JOHNSON,JORDAN",2
09:31,"GOOD FT by CARTER,KESHONN",47,,48 (+1),,SEWANE~1 47-48 (-1),,"GOOD FT by CARTER,KESHONN",2
09:31,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by DUGGER,PATRICK",,,"REBOUND DEF by DUGGER,PATRICK",2
09:11,,,,,"TURNOVER  by JOHNSON,JORDAN",,,"TURNOVER  by JOHNSON,JORDAN",2
09:10,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",2
08:59,"GOOD JUMPER by CARTER,KESHONN(in the paint)",49 (+1),,48,,SEWANE~1 49-48 (+1),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
08:44,,,,,"TURNOVER  by DUGGER,PATRICK",,,"TURNOVER  by DUGGER,PATRICK",2
08:42,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",2
08:09,"TURNOVER  by CARDWELL,MARCELLUS",,,,,,,"TURNOVER  by CARDWELL,MARCELLUS",2
08:09,"SUB IN by HEATHERLY,GARRETT",,,,,,,"SUB IN by HEATHERLY,GARRETT",2
08:09,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
08:09,,,,,"SUB IN by WHITE,MIKE",,,"SUB IN by WHITE,MIKE",2
08:09,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",2
08:09,,,,,"SUB OUT by JOHNSON,JORDAN",,,"SUB OUT by JOHNSON,JORDAN",2
08:09,,,,,"SUB OUT by CORE,ISAIAH",,,"SUB OUT by CORE,ISAIAH",2
08:04,,,,,"MISS 3PTR by BAXTER,DUSTIN",,,"MISS 3PTR by BAXTER,DUSTIN",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
07:44,"MISS LAYUP by BORN,LEO",,,,,,,"MISS LAYUP by BORN,LEO",2
--,,,,,"REBOUND DEF by DUGGER,PATRICK",,,"REBOUND DEF by DUGGER,PATRICK",2
07:29,,,,,"TURNOVER  by DUGGER,PATRICK",,,"TURNOVER  by DUGGER,PATRICK",2
07:28,"STEAL  by CARDWELL,MARCELLUS",,,,,,,"STEAL  by CARDWELL,MARCELLUS",2
07:25,"GOOD LAYUP by CARDWELL,MARCELLUS(in the paint)",51 (+3),,48,,SEWANE~1 51-48 (+3),,"GOOD LAYUP by CARDWELL,MARCELLUS(in the paint)",2
07:11,,,,,"MISS 3PTR by FORD,BRAXTON",,,"MISS 3PTR by FORD,BRAXTON",2
--,,,,,"REBOUND OFF by DUGGER,PATRICK",,,"REBOUND OFF by DUGGER,PATRICK",2
07:11,,51 (+1),,50,"GOOD LAYUP by DUGGER,PATRICK(in the paint)",LCM 51-50 (+1),,"GOOD LAYUP by DUGGER,PATRICK(in the paint)",2
07:11,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
07:11,,51,,51,"GOOD FT by DUGGER,PATRICK",LCM 51-51 (0),,"GOOD FT by DUGGER,PATRICK",2
07:11,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
07:11,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
07:11,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
07:11,"SUB OUT by CARDWELL,MARCELLUS",,,,,,,"SUB OUT by CARDWELL,MARCELLUS",2
07:11,,,,,"SUB IN by CORE,ISAIAH",,,"SUB IN by CORE,ISAIAH",2
07:11,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",2
06:43,"GOOD 3PTR by BORN,LEO",54 (+3),,51,,SEWANE~1 54-51 (+3),,"GOOD 3PTR by BORN,LEO",2
--,"ASSIST  by HEATHERLY,GARRETT",,,,,,,"ASSIST  by HEATHERLY,GARRETT",2
06:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:26,,,,,"MISS 3PTR by BAXTER,DUSTIN",,,"MISS 3PTR by BAXTER,DUSTIN",2
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",2
06:13,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",2
--,,,,,"REBOUND DEF by BAXTER,DUSTIN",,,"REBOUND DEF by BAXTER,DUSTIN",2
06:01,,54,,54,"GOOD 3PTR by CORE,ISAIAH",LCM 54-54 (0),,"GOOD 3PTR by CORE,ISAIAH",2
--,,,,,"ASSIST  by BAXTER,DUSTIN",,,"ASSIST  by BAXTER,DUSTIN",2
05:35,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:31,"SUB IN by CARDWELL,MARCELLUS",,,,,,,"SUB IN by CARDWELL,MARCELLUS",2
05:31,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
05:31,"SUB OUT by HEATHERLY,GARRETT",,,,,,,"SUB OUT by HEATHERLY,GARRETT",2
05:31,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
05:31,,,,,"SUB IN by ROBINSON,DENZEL",,,"SUB IN by ROBINSON,DENZEL",2
05:31,,,,,"SUB OUT by MITCHELL,NICK",,,"SUB OUT by MITCHELL,NICK",2
05:29,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
05:27,,,,,"STEAL  by BAXTER,DUSTIN",,,"STEAL  by BAXTER,DUSTIN",2
05:24,,54,,56 (+2),"GOOD LAYUP by CORE,ISAIAH(in the paint)",LCM 54-56 (-2),,"GOOD LAYUP by CORE,ISAIAH(in the paint)",2
--,,,,,"ASSIST  by BAXTER,DUSTIN",,,"ASSIST  by BAXTER,DUSTIN",2
04:56,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
04:55,,,,,"STEAL  by WHITE,MIKE",,,"STEAL  by WHITE,MIKE",2
04:53,,54,,58 (+4),"GOOD LAYUP by ROBINSON,DENZEL(in the paint)",LCM 54-58 (-4),,"GOOD LAYUP by ROBINSON,DENZEL(in the paint)",2
04:53,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
04:53,,54,,59 (+5),"GOOD FT by ROBINSON,DENZEL",LCM 54-59 (-5),,"GOOD FT by ROBINSON,DENZEL",2
04:53,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
04:53,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
04:29,,,,,"FOUL  by BAXTER,DUSTIN",,,"FOUL  by BAXTER,DUSTIN",2
04:29,"MISS FT by BORN,LEO",,,,,,,"MISS FT by BORN,LEO",2
--,,,,,"REBOUND DEF by DUGGER,PATRICK",,,"REBOUND DEF by DUGGER,PATRICK",2
04:16,,,,,"MISS LAYUP by DUGGER,PATRICK",,,"MISS LAYUP by DUGGER,PATRICK",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
03:59,"GOOD 3PTR by BORN,LEO",57,,59 (+2),,SEWANE~1 57-59 (-2),,"GOOD 3PTR by BORN,LEO",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
03:36,,57,,61 (+4),"GOOD LAYUP by ROBINSON,DENZEL(in the paint)",LCM 57-61 (-4),,"GOOD LAYUP by ROBINSON,DENZEL(in the paint)",2
03:36,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
03:36,,,,,"MISS FT by ROBINSON,DENZEL",,,"MISS FT by ROBINSON,DENZEL",2
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",2
03:36,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
03:36,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
03:36,,,,,"SUB IN by JOHNSON,JORDAN",,,"SUB IN by JOHNSON,JORDAN",2
03:36,,,,,"SUB IN by WAGNER,MARK",,,"SUB IN by WAGNER,MARK",2
03:36,,,,,"SUB OUT by WHITE,MIKE",,,"SUB OUT by WHITE,MIKE",2
03:36,,,,,"SUB OUT by BAXTER,DUSTIN",,,"SUB OUT by BAXTER,DUSTIN",2
03:24,,,,,"FOUL  by DUGGER,PATRICK",,,"FOUL  by DUGGER,PATRICK",2
03:24,"GOOD FT by CARTER,KESHONN",58,,61 (+3),,SEWANE~1 58-61 (-3),,"GOOD FT by CARTER,KESHONN",2
03:24,"GOOD FT by CARTER,KESHONN",59,,61 (+2),,SEWANE~1 59-61 (-2),,"GOOD FT by CARTER,KESHONN",2
03:17,"FOUL  by CARDWELL,MARCELLUS",,,,,,,"FOUL  by CARDWELL,MARCELLUS",2
03:17,,59,,62 (+3),"GOOD FT by JOHNSON,JORDAN",LCM 59-62 (-3),,"GOOD FT by JOHNSON,JORDAN",2
03:17,,59,,63 (+4),"GOOD FT by JOHNSON,JORDAN",LCM 59-63 (-4),,"GOOD FT by JOHNSON,JORDAN",2
03:17,,,,,"SUB IN by MITCHELL,NICK",,,"SUB IN by MITCHELL,NICK",2
03:17,,,,,"SUB OUT by JOHNSON,JORDAN",,,"SUB OUT by JOHNSON,JORDAN",2
02:45,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
02:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:10,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by DUGGER,PATRICK",,,"REBOUND DEF by DUGGER,PATRICK",2
01:37,,59,,65 (+6),"GOOD LAYUP by MITCHELL,NICK(in the paint)",LCM 59-65 (-6),,"GOOD LAYUP by MITCHELL,NICK(in the paint)",2
01:17,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
01:16,,,,,"STEAL  by WAGNER,MARK",,,"STEAL  by WAGNER,MARK",2
01:12,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
01:12,,,,,"MISS FT by WAGNER,MARK",,,"MISS FT by WAGNER,MARK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:12,,59,,66 (+7),"GOOD FT by WAGNER,MARK",LCM 59-66 (-7),,"GOOD FT by WAGNER,MARK",2
01:12,,,,,"SUB IN by BAXTER,DUSTIN",,,"SUB IN by BAXTER,DUSTIN",2
01:12,,,,,"SUB OUT by WAGNER,MARK",,,"SUB OUT by WAGNER,MARK",2
00:56,,,,,"FOUL  by BAXTER,DUSTIN",,,"FOUL  by BAXTER,DUSTIN",2
00:56,"GOOD FT by BORN,LEO",60,,66 (+6),,SEWANE~1 60-66 (-6),,"GOOD FT by BORN,LEO",2
00:56,"GOOD FT by BORN,LEO",61,,66 (+5),,SEWANE~1 61-66 (-5),,"GOOD FT by BORN,LEO",2
00:56,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",2
00:56,,,,,"SUB OUT by BAXTER,DUSTIN",,,"SUB OUT by BAXTER,DUSTIN",2
00:50,,,,,"TURNOVER  by CORE,ISAIAH",,,"TURNOVER  by CORE,ISAIAH",2
00:37,"GOOD JUMPER by WILLIAMS,JORDEN",63,,66 (+3),,SEWANE~1 63-66 (-3),,"GOOD JUMPER by WILLIAMS,JORDEN",2
00:29,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
00:29,,,,,"MISS FT by FORD,BRAXTON",,,"MISS FT by FORD,BRAXTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:29,,63,,67 (+4),"GOOD FT by FORD,BRAXTON",LCM 63-67 (-4),,"GOOD FT by FORD,BRAXTON",2
00:19,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
00:19,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
00:19,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:18,"FOUL  by CARDWELL,MARCELLUS",,,,,,,"FOUL  by CARDWELL,MARCELLUS",2
00:18,,63,,68 (+5),"GOOD FT by CORE,ISAIAH",LCM 63-68 (-5),,"GOOD FT by CORE,ISAIAH",2
00:18,,,,,"MISS FT by CORE,ISAIAH",,,"MISS FT by CORE,ISAIAH",2
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",2
00:13,,,,,"FOUL  by CORE,ISAIAH",,,"FOUL  by CORE,ISAIAH",2
00:13,"GOOD FT by CARDWELL,MARCELLUS",64,,68 (+4),,SEWANE~1 64-68 (-4),,"GOOD FT by CARDWELL,MARCELLUS",2
00:13,"GOOD FT by CARDWELL,MARCELLUS",65,,68 (+3),,SEWANE~1 65-68 (-3),,"GOOD FT by CARDWELL,MARCELLUS",2
00:11,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
00:11,,,,,"MISS FT by ROBINSON,DENZEL",,,"MISS FT by ROBINSON,DENZEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:11,,65,,69 (+4),"GOOD FT by ROBINSON,DENZEL",LCM 65-69 (-4),,"GOOD FT by ROBINSON,DENZEL",2
00:01,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by CORE,ISAIAH",,,"REBOUND DEF by CORE,ISAIAH",2
