Time Remaining,SEWM,Away Team Score,Play Team Indicator,Home Team Score,PCM,Game Score,Team Indicator,Play,Period
14:46,,,,,"MISS JUMPER by ENGLAND,CHASE",,,"MISS JUMPER by ENGLAND,CHASE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:41,,,,,"MISS JUMPER by ENGLAND,CHASE",,,"MISS JUMPER by ENGLAND,CHASE",2
14:41,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
14:17,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by GAINES,TRAE",,,"REBOUND DEF by GAINES,TRAE",2
14:07,,35 (+3),,32,"GOOD JUMPER by II,ALTON HONORS(in the paint)",PCM 35-32 (+3),,"GOOD JUMPER by II,ALTON HONORS(in the paint)",2
--,,,,,"ASSIST  by GAINES,TRAE",,,"ASSIST  by GAINES,TRAE",2
14:00,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by JENKINS,JESSIE",,,"REBOUND DEF by JENKINS,JESSIE",2
13:49,,35 (+1),,34,"GOOD JUMPER by II,ALTON HONORS(in the paint)",PCM 35-34 (+1),,"GOOD JUMPER by II,ALTON HONORS(in the paint)",2
13:16,,,,,"FOUL  by GAINES,TRAE",,,"FOUL  by GAINES,TRAE",2
13:16,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:16,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
13:16,"SUB IN by CARDWELL,MARCELLUS",,,,,,,"SUB IN by CARDWELL,MARCELLUS",2
13:16,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
13:16,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
13:16,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
13:16,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
13:16,,,,,"SUB IN by LUKEN,PEYTON",,,"SUB IN by LUKEN,PEYTON",2
13:16,,,,,"SUB IN by EDWARDS,BRIAN",,,"SUB IN by EDWARDS,BRIAN",2
13:16,,,,,"SUB OUT by II,ALTON HONORS",,,"SUB OUT by II,ALTON HONORS",2
13:16,,,,,"SUB OUT by SMITH,SAFARI",,,"SUB OUT by SMITH,SAFARI",2
13:06,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
13:02,,,,,"FOUL  by LUKEN,PEYTON",,,"FOUL  by LUKEN,PEYTON",2
13:02,"GOOD FT by BORN,LEO",36 (+2),,34,,SEWM 36-34 (+2),,"GOOD FT by BORN,LEO",2
13:02,"GOOD FT by BORN,LEO",37 (+3),,34,,SEWM 37-34 (+3),,"GOOD FT by BORN,LEO",2
12:43,,37 (+1),,36,"GOOD JUMPER by ENGLAND,CHASE(in the paint)",PCM 37-36 (+1),,"GOOD JUMPER by ENGLAND,CHASE(in the paint)",2
12:11,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",2
11:43,,37,,39 (+2),"GOOD 3PTR by LUKEN,PEYTON",PCM 37-39 (-2),,"GOOD 3PTR by LUKEN,PEYTON",2
--,,,,,"ASSIST  by EDWARDS,BRIAN",,,"ASSIST  by EDWARDS,BRIAN",2
11:22,,,,,"FOUL  by GAINES,TRAE",,,"FOUL  by GAINES,TRAE",2
11:22,"MISS FT by BORN,LEO",,,,,,,"MISS FT by BORN,LEO",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:22,"GOOD FT by BORN,LEO",38,,39 (+1),,SEWM 38-39 (-1),,"GOOD FT by BORN,LEO",2
11:22,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",2
11:22,"SUB IN by HEATHERLY,GARRETT",,,,,,,"SUB IN by HEATHERLY,GARRETT",2
11:22,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
11:22,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
11:11,,,,,"MISS 3PTR by LUKEN,PEYTON",,,"MISS 3PTR by LUKEN,PEYTON",2
--,,,,,"REBOUND OFF by ENGLAND,CHASE",,,"REBOUND OFF by ENGLAND,CHASE",2
11:02,,38,,41 (+3),"GOOD JUMPER by EDWARDS,BRIAN(in the paint)",PCM 38-41 (-3),,"GOOD JUMPER by EDWARDS,BRIAN(in the paint)",2
10:34,"GOOD JUMPER by TURNER,BYRON(in the paint)",40,,41 (+1),,SEWM 40-41 (-1),,"GOOD JUMPER by TURNER,BYRON(in the paint)",2
--,"ASSIST  by HEATHERLY,GARRETT",,,,,,,"ASSIST  by HEATHERLY,GARRETT",2
10:27,,,,,"MISS JUMPER by JENKINS,JESSIE",,,"MISS JUMPER by JENKINS,JESSIE",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
10:14,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
10:13,,,,,"STEAL  by GAINES,TRAE",,,"STEAL  by GAINES,TRAE",2
10:12,,40,,43 (+3),"GOOD LAYUP by GAINES,TRAE(fastbreak)(in the paint)",PCM 40-43 (-3),,"GOOD LAYUP by GAINES,TRAE(fastbreak)(in the paint)",2
09:58,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
09:58,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
09:58,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
09:58,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
09:58,"SUB OUT by CARDWELL,MARCELLUS",,,,,,,"SUB OUT by CARDWELL,MARCELLUS",2
09:58,,,,,"SUB IN by PROPST,JORDYN",,,"SUB IN by PROPST,JORDYN",2
09:58,,,,,"SUB OUT by JENKINS,JESSIE",,,"SUB OUT by JENKINS,JESSIE",2
09:45,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:09,,,,,"MISS LAYUP by EDWARDS,BRIAN",,,"MISS LAYUP by EDWARDS,BRIAN",2
--,"REBOUND DEF by TURNER,BYRON",,,,,,,"REBOUND DEF by TURNER,BYRON",2
08:59,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by GAINES,TRAE",,,"REBOUND DEF by GAINES,TRAE",2
08:51,,40,,45 (+5),"GOOD LAYUP by EDWARDS,BRIAN(fastbreak)(in the paint)",PCM 40-45 (-5),,"GOOD LAYUP by EDWARDS,BRIAN(fastbreak)(in the paint)",2
08:30,"MISS 3PTR by TURNER,BYRON",,,,,,,"MISS 3PTR by TURNER,BYRON",2
--,,,,,"REBOUND DEF by LUKEN,PEYTON",,,"REBOUND DEF by LUKEN,PEYTON",2
08:23,,40,,47 (+7),"GOOD LAYUP by EDWARDS,BRIAN(fastbreak)(in the paint)",PCM 40-47 (-7),,"GOOD LAYUP by EDWARDS,BRIAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by LUKEN,PEYTON",,,"ASSIST  by LUKEN,PEYTON",2
08:23,"FOUL  by TURNER,BYRON",,,,,,,"FOUL  by TURNER,BYRON",2
08:23,,40,,48 (+8),"GOOD FT by EDWARDS,BRIAN",PCM 40-48 (-8),,"GOOD FT by EDWARDS,BRIAN",2
08:23,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:23,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
08:23,"SUB IN by CARDWELL,MARCELLUS",,,,,,,"SUB IN by CARDWELL,MARCELLUS",2
08:23,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
08:23,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",2
08:23,"SUB OUT by HEATHERLY,GARRETT",,,,,,,"SUB OUT by HEATHERLY,GARRETT",2
08:23,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
08:23,,,,,"SUB IN by II,ALTON HONORS",,,"SUB IN by II,ALTON HONORS",2
08:23,,,,,"SUB OUT by EDWARDS,BRIAN",,,"SUB OUT by EDWARDS,BRIAN",2
08:02,"GOOD JUMPER by CARTER,KESHONN(in the paint)",42,,48 (+6),,SEWM 42-48 (-6),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
07:53,,,,,"MISS JUMPER by GAINES,TRAE",,,"MISS JUMPER by GAINES,TRAE",2
07:53,"BLOCK  by BORN,LEO",,,,,,,"BLOCK  by BORN,LEO",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
07:38,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
07:38,,,,,"STEAL  by LUKEN,PEYTON",,,"STEAL  by LUKEN,PEYTON",2
07:36,,,,,"TURNOVER  by LUKEN,PEYTON",,,"TURNOVER  by LUKEN,PEYTON",2
07:34,"STEAL  by BEVIACQUA,BRYAN",,,,,,,"STEAL  by BEVIACQUA,BRYAN",2
07:29,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND OFF by CARDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CARDWELL,MARCELLUS",2
07:22,"GOOD JUMPER by BROWN,SETH(in the paint)",44,,48 (+4),,SEWM 44-48 (-4),,"GOOD JUMPER by BROWN,SETH(in the paint)",2
07:00,,,,,"FOUL  by II,ALTON HONORS",,,"FOUL  by II,ALTON HONORS",2
07:00,,,,,"SUB IN by EDWARDS,BRIAN",,,"SUB IN by EDWARDS,BRIAN",2
07:00,,,,,"SUB OUT by GAINES,TRAE",,,"SUB OUT by GAINES,TRAE",2
06:43,,,,,"FOUL  by PROPST,JORDYN",,,"FOUL  by PROPST,JORDYN",2
06:43,"GOOD FT by BROWN,SETH",45,,48 (+3),,SEWM 45-48 (-3),,"GOOD FT by BROWN,SETH",2
06:43,"GOOD FT by BROWN,SETH",46,,48 (+2),,SEWM 46-48 (-2),,"GOOD FT by BROWN,SETH",2
06:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:35,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
06:26,,,,,"FOUL  by ENGLAND,CHASE",,,"FOUL  by ENGLAND,CHASE",2
06:15,,,,,"FOUL  by EDWARDS,BRIAN",,,"FOUL  by EDWARDS,BRIAN",2
06:15,"MISS FT by WILLIAMS,JORDEN",,,,,,,"MISS FT by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
06:11,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",2
06:07,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",2
--,,,,,"REBOUND DEF by EDWARDS,BRIAN",,,"REBOUND DEF by EDWARDS,BRIAN",2
05:51,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
05:39,,46,,51 (+5),"GOOD 3PTR by ENGLAND,CHASE",PCM 46-51 (-5),,"GOOD 3PTR by ENGLAND,CHASE",2
--,,,,,"ASSIST  by EDWARDS,BRIAN",,,"ASSIST  by EDWARDS,BRIAN",2
05:19,"GOOD JUMPER by CARTER,KESHONN(in the paint)",48,,51 (+3),,SEWM 48-51 (-3),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
04:58,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
04:58,,48,,52 (+4),"GOOD FT by II,ALTON HONORS",PCM 48-52 (-4),,"GOOD FT by II,ALTON HONORS",2
04:58,,48,,53 (+5),"GOOD FT by II,ALTON HONORS",PCM 48-53 (-5),,"GOOD FT by II,ALTON HONORS",2
04:58,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
04:58,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
04:58,,,,,"SUB IN by JENKINS,JESSIE",,,"SUB IN by JENKINS,JESSIE",2
04:58,,,,,"SUB OUT by PROPST,JORDYN",,,"SUB OUT by PROPST,JORDYN",2
04:42,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
04:37,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by LUKEN,PEYTON",,,"REBOUND DEF by LUKEN,PEYTON",2
04:28,,,,,"MISS 3PTR by II,ALTON HONORS",,,"MISS 3PTR by II,ALTON HONORS",2
--,,,,,"REBOUND OFF by LUKEN,PEYTON",,,"REBOUND OFF by LUKEN,PEYTON",2
04:22,,,,,"TURNOVER  by LUKEN,PEYTON",,,"TURNOVER  by LUKEN,PEYTON",2
04:22,,,,,"FOUL  by LUKEN,PEYTON",,,"FOUL  by LUKEN,PEYTON",2
04:22,"MISS FT by TOME,MATT",,,,,,,"MISS FT by TOME,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:22,"MISS FT by TOME,MATT",,,,,,,"MISS FT by TOME,MATT",2
--,,,,,"REBOUND DEF by LUKEN,PEYTON",,,"REBOUND DEF by LUKEN,PEYTON",2
04:22,,,,,"SUB IN by MEEKS,CHRIS",,,"SUB IN by MEEKS,CHRIS",2
04:22,,,,,"SUB OUT by II,ALTON HONORS",,,"SUB OUT by II,ALTON HONORS",2
03:54,,48,,55 (+7),"GOOD LAYUP by JENKINS,JESSIE(in the paint)",PCM 48-55 (-7),,"GOOD LAYUP by JENKINS,JESSIE(in the paint)",2
03:36,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
03:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:27,,,,,"TURNOVER  by LUKEN,PEYTON",,,"TURNOVER  by LUKEN,PEYTON",2
03:25,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",2
03:12,"GOOD JUMPER by TOME,MATT(in the paint)",50,,55 (+5),,SEWM 50-55 (-5),,"GOOD JUMPER by TOME,MATT(in the paint)",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
02:37,,,,,"MISS JUMPER by EDWARDS,BRIAN",,,"MISS JUMPER by EDWARDS,BRIAN",2
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",2
02:13,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",52,,55 (+3),,SEWM 52-55 (-3),,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",2
02:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:02,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
02:02,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
02:02,,,,,"SUB IN by SMITH,SAFARI",,,"SUB IN by SMITH,SAFARI",2
02:02,,,,,"SUB OUT by LUKEN,PEYTON",,,"SUB OUT by LUKEN,PEYTON",2
01:51,,,,,"MISS 3PTR by ENGLAND,CHASE",,,"MISS 3PTR by ENGLAND,CHASE",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
01:27,,,,,"FOUL  by ENGLAND,CHASE",,,"FOUL  by ENGLAND,CHASE",2
01:27,"GOOD FT by CARTER,KESHONN",53,,55 (+2),,SEWM 53-55 (-2),,"GOOD FT by CARTER,KESHONN",2
01:27,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by JENKINS,JESSIE",,,"REBOUND DEF by JENKINS,JESSIE",2
01:19,,,,,"MISS 3PTR by JENKINS,JESSIE",,,"MISS 3PTR by JENKINS,JESSIE",2
--,"REBOUND DEF by CARDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",2
01:07,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by SMITH,SAFARI",,,"REBOUND DEF by SMITH,SAFARI",2
00:37,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
00:36,,53,,56 (+3),"GOOD FT by EDWARDS,BRIAN",PCM 53-56 (-3),,"GOOD FT by EDWARDS,BRIAN",2
00:36,,,,,"MISS FT by EDWARDS,BRIAN",,,"MISS FT by EDWARDS,BRIAN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
00:28,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",2
00:28,,,,,"BLOCK  by JENKINS,JESSIE",,,"BLOCK  by JENKINS,JESSIE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:23,,,,,"FOUL  by MEEKS,CHRIS",,,"FOUL  by MEEKS,CHRIS",2
00:23,"GOOD FT by WILLIAMS,JORDEN",54,,56 (+2),,SEWM 54-56 (-2),,"GOOD FT by WILLIAMS,JORDEN",2
00:23,"GOOD FT by WILLIAMS,JORDEN",55,,56 (+1),,SEWM 55-56 (-1),,"GOOD FT by WILLIAMS,JORDEN",2
00:23,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:23,,,,,"SUB IN by PEARSON,AUSTIN",,,"SUB IN by PEARSON,AUSTIN",2
00:23,,,,,"SUB OUT by MEEKS,CHRIS",,,"SUB OUT by MEEKS,CHRIS",2
00:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:17,,55,,58 (+3),"GOOD LAYUP by SMITH,SAFARI(fastbreak)(in the paint)",PCM 55-58 (-3),,"GOOD LAYUP by SMITH,SAFARI(fastbreak)(in the paint)",2
00:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:13,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
00:13,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
00:13,,,,,"SUB IN by MEEKS,CHRIS",,,"SUB IN by MEEKS,CHRIS",2
00:13,,,,,"SUB OUT by PEARSON,AUSTIN",,,"SUB OUT by PEARSON,AUSTIN",2
00:02,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
