Time Remaining,SEWANEEM,Away Team Score,Play Team Indicator,Home Team Score,RHODESMB,Game Score,Team Indicator,Play,Period
15:31,"GOOD FT by WILLIAMS,JORDEN",35,,48 (+13),,SEWANEEM 35-48 (-13),,"GOOD FT by WILLIAMS,JORDEN",2
15:31,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
15:31,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
15:31,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
15:31,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
15:23,,35,,51 (+16),"GOOD 3PTR by DUNAVANT,JOHNNY",RHODESMB 35-51 (-16),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"ASSIST  by WATSON,SHANE",,,"ASSIST  by WATSON,SHANE",2
15:04,"MISS JUMPER by BORN,LEO",,,,,,,"MISS JUMPER by BORN,LEO",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
14:48,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
14:34,"GOOD LAYUP by STONE,BRODY(in the paint)",37,,51 (+14),,SEWANEEM 37-51 (-14),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,"ASSIST  by VEAL,ROBERT",,,,,,,"ASSIST  by VEAL,ROBERT",2
13:58,,,,,"MISS JUMPER by WAGNER,MATT",,,"MISS JUMPER by WAGNER,MATT",2
13:58,"BLOCK  by VEAL,ROBERT",,,,,,,"BLOCK  by VEAL,ROBERT",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
13:54,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
13:54,,37,,52 (+15),"GOOD FT by WAGNER,MATT",RHODESMB 37-52 (-15),,"GOOD FT by WAGNER,MATT",2
13:54,,37,,53 (+16),"GOOD FT by WAGNER,MATT",RHODESMB 37-53 (-16),,"GOOD FT by WAGNER,MATT",2
13:54,"SUB IN by CARDWELL,MARCELLUS",,,,,,,"SUB IN by CARDWELL,MARCELLUS",2
13:54,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
13:54,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
13:54,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
13:54,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
13:54,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
13:44,,,,,"FOUL  by WATSON,SHANE",,,"FOUL  by WATSON,SHANE",2
13:44,"GOOD FT by STONE,BRODY",38,,53 (+15),,SEWANEEM 38-53 (-15),,"GOOD FT by STONE,BRODY",2
13:44,"GOOD FT by STONE,BRODY",39,,53 (+14),,SEWANEEM 39-53 (-14),,"GOOD FT by STONE,BRODY",2
13:23,,39,,55 (+16),"GOOD JUMPER by MCGRAIL,PATRICK",RHODESMB 39-55 (-16),,"GOOD JUMPER by MCGRAIL,PATRICK",2
13:08,"GOOD JUMPER by VEAL,ROBERT",41,,55 (+14),,SEWANEEM 41-55 (-14),,"GOOD JUMPER by VEAL,ROBERT",2
12:48,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
12:48,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
12:48,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
12:48,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
12:48,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
12:48,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
12:48,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
12:48,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
12:48,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
12:48,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
12:48,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
12:48,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
12:48,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
12:42,"GOOD 3PTR by TOME,MATT",44,,55 (+11),,SEWANEEM 44-55 (-11),,"GOOD 3PTR by TOME,MATT",2
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",2
12:20,,,,,"MISS JUMPER by MCGRAIL,PATRICK",,,"MISS JUMPER by MCGRAIL,PATRICK",2
--,"REBOUND DEF by CARDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",2
12:09,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",2
12:06,,,,,"STEAL  by LIVSEY,GEOFF",,,"STEAL  by LIVSEY,GEOFF",2
11:57,,44,,58 (+14),"GOOD 3PTR by LIVSEY,GEOFF",RHODESMB 44-58 (-14),,"GOOD 3PTR by LIVSEY,GEOFF",2
--,,,,,"ASSIST  by MCGRAIL,PATRICK",,,"ASSIST  by MCGRAIL,PATRICK",2
11:53,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:53,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
11:53,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
11:53,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
11:53,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
11:34,"GOOD 3PTR by WILLIAMS,JORDEN",47,,58 (+11),,SEWANEEM 47-58 (-11),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,"ASSIST  by CARDWELL,MARCELLUS",,,,,,,"ASSIST  by CARDWELL,MARCELLUS",2
11:20,,47,,60 (+13),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODESMB 47-60 (-13),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
11:06,"MISS JUMPER by TOME,MATT",,,,,,,"MISS JUMPER by TOME,MATT",2
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",2
10:56,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
10:28,,47,,62 (+15),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODESMB 47-62 (-15),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
10:08,,,,,"FOUL  by MCGRAIL,PATRICK",,,"FOUL  by MCGRAIL,PATRICK",2
10:08,"MISS FT by CARDWELL,MARCELLUS",,,,,,,"MISS FT by CARDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
10:08,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
10:08,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
10:08,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",2
10:08,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
09:58,,,,,"MISS JUMPER by HOECK,RYAN VAN",,,"MISS JUMPER by HOECK,RYAN VAN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
09:49,"GOOD 3PTR by WILLIAMS,JORDEN",50,,62 (+12),,SEWANEEM 50-62 (-12),,"GOOD 3PTR by WILLIAMS,JORDEN",2
09:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:00,,50,,64 (+14),"GOOD JUMPER by LIVSEY,GEOFF",RHODESMB 50-64 (-14),,"GOOD JUMPER by LIVSEY,GEOFF",2
08:40,"GOOD JUMPER by WILLIAMS,JORDEN",52,,64 (+12),,SEWANEEM 52-64 (-12),,"GOOD JUMPER by WILLIAMS,JORDEN",2
08:12,,,,,"MISS JUMPER by MILLER,DREW",,,"MISS JUMPER by MILLER,DREW",2
08:12,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
07:54,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
07:54,,,,,"BLOCK  by LIVSEY,GEOFF",,,"BLOCK  by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
07:36,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
07:36,,,,,"MISS FT by MILLER,DREW",,,"MISS FT by MILLER,DREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:36,,52,,65 (+13),"GOOD FT by MILLER,DREW",RHODESMB 52-65 (-13),,"GOOD FT by MILLER,DREW",2
07:36,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
07:36,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
07:36,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
07:36,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
07:36,"SUB OUT by CARDWELL,MARCELLUS",,,,,,,"SUB OUT by CARDWELL,MARCELLUS",2
07:36,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
07:36,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
07:36,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
07:36,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
07:36,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
07:23,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
07:11,,,,,"TURNOVER  by MCGRAIL,PATRICK",,,"TURNOVER  by MCGRAIL,PATRICK",2
07:11,"SUB IN by CARDWELL,MARCELLUS",,,,,,,"SUB IN by CARDWELL,MARCELLUS",2
07:11,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
06:59,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
06:59,"GOOD FT by CARDWELL,MARCELLUS",53,,65 (+12),,SEWANEEM 53-65 (-12),,"GOOD FT by CARDWELL,MARCELLUS",2
06:59,"GOOD FT by CARDWELL,MARCELLUS",54,,65 (+11),,SEWANEEM 54-65 (-11),,"GOOD FT by CARDWELL,MARCELLUS",2
06:59,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
06:59,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
06:42,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:37,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
06:37,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
06:37,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
06:37,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
06:20,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
06:20,"MISS FT by WILLIAMS,JORDEN",,,,,,,"MISS FT by WILLIAMS,JORDEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:20,"GOOD FT by WILLIAMS,JORDEN",55,,65 (+10),,SEWANEEM 55-65 (-10),,"GOOD FT by WILLIAMS,JORDEN",2
06:20,"GOOD FT by WILLIAMS,JORDEN",56,,65 (+9),,SEWANEEM 56-65 (-9),,"GOOD FT by WILLIAMS,JORDEN",2
06:20,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
06:20,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
06:10,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:05,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
06:05,"GOOD FT by BORN,LEO",57,,65 (+8),,SEWANEEM 57-65 (-8),,"GOOD FT by BORN,LEO",2
06:05,"GOOD FT by BORN,LEO",58,,65 (+7),,SEWANEEM 58-65 (-7),,"GOOD FT by BORN,LEO",2
06:05,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
06:05,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
05:44,,,,,"MISS JUMPER by MILLER,DREW",,,"MISS JUMPER by MILLER,DREW",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
05:36,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
05:36,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
05:36,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
05:14,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
05:14,,58,,66 (+8),"GOOD FT by WATSON,SHANE",RHODESMB 58-66 (-8),,"GOOD FT by WATSON,SHANE",2
05:14,,,,,"MISS FT by WATSON,SHANE",,,"MISS FT by WATSON,SHANE",2
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",2
05:14,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
05:14,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
04:57,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
04:55,,,,,"STEAL  by WATSON,SHANE",,,"STEAL  by WATSON,SHANE",2
04:39,,,,,"MISS JUMPER by WATSON,SHANE",,,"MISS JUMPER by WATSON,SHANE",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
04:27,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
04:27,,58,,67 (+9),"GOOD FT by MCGRAIL,PATRICK",RHODESMB 58-67 (-9),,"GOOD FT by MCGRAIL,PATRICK",2
04:27,,58,,68 (+10),"GOOD FT by MCGRAIL,PATRICK",RHODESMB 58-68 (-10),,"GOOD FT by MCGRAIL,PATRICK",2
04:15,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
04:15,,,,,"BLOCK  by HOECK,RYAN VAN",,,"BLOCK  by HOECK,RYAN VAN",2
--,,,,,"REBOUND DEF by WATSON,SHANE",,,"REBOUND DEF by WATSON,SHANE",2
04:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:08,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
04:08,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
04:08,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
04:08,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
03:43,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",2
03:41,"STEAL  by CARDWELL,MARCELLUS",,,,,,,"STEAL  by CARDWELL,MARCELLUS",2
03:31,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
03:31,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
03:31,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
03:31,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
03:31,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
02:58,,58,,70 (+12),"GOOD LAYUP by WATSON,SHANE(in the paint)",RHODESMB 58-70 (-12),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
02:51,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:51,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
02:51,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
02:36,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
02:35,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
02:35,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
02:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:05,,58,,72 (+14),"GOOD JUMPER by DUNAVANT,JOHNNY",RHODESMB 58-72 (-14),,"GOOD JUMPER by DUNAVANT,JOHNNY",2
01:52,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
01:47,"GOOD LAYUP by BORN,LEO(in the paint)",60,,72 (+12),,SEWANEEM 60-72 (-12),,"GOOD LAYUP by BORN,LEO(in the paint)",2
01:45,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:45,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
01:45,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
01:27,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
01:27,,,,,"MISS FT by COLLINS,LUKE",,,"MISS FT by COLLINS,LUKE",2
--,"REBOUND DEF by CARDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",2
01:27,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",2
01:27,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
01:18,"GOOD JUMPER by CARDWELL,MARCELLUS(in the paint)",62,,72 (+10),,SEWANEEM 62-72 (-10),,"GOOD JUMPER by CARDWELL,MARCELLUS(in the paint)",2
01:05,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
01:05,,62,,73 (+11),"GOOD FT by COLLINS,LUKE",RHODESMB 62-73 (-11),,"GOOD FT by COLLINS,LUKE",2
01:05,,62,,74 (+12),"GOOD FT by COLLINS,LUKE",RHODESMB 62-74 (-12),,"GOOD FT by COLLINS,LUKE",2
00:54,"GOOD LAYUP by CARDWELL,MARCELLUS(in the paint)",64,,74 (+10),,SEWANEEM 64-74 (-10),,"GOOD LAYUP by CARDWELL,MARCELLUS(in the paint)",2
00:52,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:43,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
00:43,,64,,75 (+11),"GOOD FT by COLLINS,LUKE",RHODESMB 64-75 (-11),,"GOOD FT by COLLINS,LUKE",2
00:43,,64,,76 (+12),"GOOD FT by COLLINS,LUKE",RHODESMB 64-76 (-12),,"GOOD FT by COLLINS,LUKE",2
00:36,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
00:30,"FOUL  by CARDWELL,MARCELLUS",,,,,,,"FOUL  by CARDWELL,MARCELLUS",2
00:30,,64,,77 (+13),"GOOD FT by COLLINS,LUKE",RHODESMB 64-77 (-13),,"GOOD FT by COLLINS,LUKE",2
00:30,,64,,78 (+14),"GOOD FT by COLLINS,LUKE",RHODESMB 64-78 (-14),,"GOOD FT by COLLINS,LUKE",2
00:30,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
00:30,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
00:30,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",2
00:30,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
00:30,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
00:30,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
00:30,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
00:30,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
00:30,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
00:30,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
00:29,"MISS 3PTR by CARDWELL,MARCELLUS",,,,,,,"MISS 3PTR by CARDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
