Time Remaining,SEWANEEM,Away Team Score,Play Team Indicator,Home Team Score,RHODESMB,Game Score,Team Indicator,Play,Period
16:25,,4,,9 (+5),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODESMB 4-9 (-5),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",1
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",1
16:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
15:57,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
15:52,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",1
15:52,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",1
15:37,,,,,"MISS JUMPER by HOECK,RYAN VAN",,,"MISS JUMPER by HOECK,RYAN VAN",1
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",1
15:34,,4,,11 (+7),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODESMB 4-11 (-7),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",1
15:13,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",1
15:13,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
15:13,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
15:13,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
15:13,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
15:13,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
15:13,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
15:13,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",1
15:13,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",1
15:13,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",1
15:13,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",1
15:13,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",1
15:13,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",1
15:10,"MISS JUMPER by BORN,LEO",,,,,,,"MISS JUMPER by BORN,LEO",1
--,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",,,"REBOUND DEF by GALLAGHER,MICHAEL",1
14:57,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",1
14:57,,4,,12 (+8),"GOOD FT by WATSON,SHANE",RHODESMB 4-12 (-8),,"GOOD FT by WATSON,SHANE",1
14:57,,4,,13 (+9),"GOOD FT by WATSON,SHANE",RHODESMB 4-13 (-9),,"GOOD FT by WATSON,SHANE",1
14:51,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",,,"REBOUND DEF by GALLAGHER,MICHAEL",1
14:17,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
14:03,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",6,,13 (+7),,SEWANEEM 6-13 (-7),,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",1
13:44,,,,,"FOUL  by WATSON,SHANE",,,"FOUL  by WATSON,SHANE",1
13:44,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
13:44,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
13:44,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",1
13:44,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",1
13:25,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",1
13:22,,,,,"STEAL  by SLEDGE,TATE",,,"STEAL  by SLEDGE,TATE",1
13:08,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
13:08,,6,,14 (+8),"GOOD FT by COLLINS,LUKE",RHODESMB 6-14 (-8),,"GOOD FT by COLLINS,LUKE",1
13:08,,6,,15 (+9),"GOOD FT by COLLINS,LUKE",RHODESMB 6-15 (-9),,"GOOD FT by COLLINS,LUKE",1
13:08,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
13:08,"SUB OUT by CARDWELL,MARCELLUS",,,,,,,"SUB OUT by CARDWELL,MARCELLUS",1
12:57,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",1
12:57,"GOOD FT by STONE,BRODY",7,,15 (+8),,SEWANEEM 7-15 (-8),,"GOOD FT by STONE,BRODY",1
12:57,"GOOD FT by STONE,BRODY",8,,15 (+7),,SEWANEEM 8-15 (-7),,"GOOD FT by STONE,BRODY",1
12:33,,8,,18 (+10),"GOOD 3PTR by MCGRAIL,PATRICK",RHODESMB 8-18 (-10),,"GOOD 3PTR by MCGRAIL,PATRICK",1
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",1
12:16,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
12:16,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
12:16,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
12:16,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
12:16,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",1
12:16,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",1
12:16,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",1
12:16,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",1
12:16,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",1
12:16,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",1
12:16,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",1
12:16,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",1
12:11,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",1
12:11,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
11:49,,8,,20 (+12),"GOOD JUMPER by WAGNER,MATT",RHODESMB 8-20 (-12),,"GOOD JUMPER by WAGNER,MATT",1
11:47,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",1
11:47,,,,,"MISS FT by WAGNER,MATT",,,"MISS FT by WAGNER,MATT",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
11:32,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",1
11:05,,,,,"MISS JUMPER by HOECK,RYAN VAN",,,"MISS JUMPER by HOECK,RYAN VAN",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
10:46,"GOOD 3PTR by TOME,MATT",11,,20 (+9),,SEWANEEM 11-20 (-9),,"GOOD 3PTR by TOME,MATT",1
10:25,,11,,22 (+11),"GOOD JUMPER by DUNAVANT,JOHNNY",RHODESMB 11-22 (-11),,"GOOD JUMPER by DUNAVANT,JOHNNY",1
10:02,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",1
10:02,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
10:02,"SUB IN by CARDWELL,MARCELLUS",,,,,,,"SUB IN by CARDWELL,MARCELLUS",1
10:02,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
10:02,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
09:48,"GOOD 3PTR by TOME,MATT",14,,22 (+8),,SEWANEEM 14-22 (-8),,"GOOD 3PTR by TOME,MATT",1
--,"ASSIST  by BROWN,SETH",,,,,,,"ASSIST  by BROWN,SETH",1
09:33,,,,,"MISS 3PTR by MCGRAIL,PATRICK",,,"MISS 3PTR by MCGRAIL,PATRICK",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
09:27,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",1
09:17,"FOUL  by CARDWELL,MARCELLUS",,,,,,,"FOUL  by CARDWELL,MARCELLUS",1
09:17,,14,,23 (+9),"GOOD FT by HOECK,RYAN VAN",RHODESMB 14-23 (-9),,"GOOD FT by HOECK,RYAN VAN",1
09:17,,14,,24 (+10),"GOOD FT by HOECK,RYAN VAN",RHODESMB 14-24 (-10),,"GOOD FT by HOECK,RYAN VAN",1
08:55,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
08:53,,,,,"STEAL  by HOECK,RYAN VAN",,,"STEAL  by HOECK,RYAN VAN",1
08:46,,,,,"MISS LAYUP by MILLER,DREW",,,"MISS LAYUP by MILLER,DREW",1
08:46,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",1
--,"REBOUND DEF by CARDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",1
08:32,"TURNOVER  by CARDWELL,MARCELLUS",,,,,,,"TURNOVER  by CARDWELL,MARCELLUS",1
08:30,,,,,"STEAL  by HOECK,RYAN VAN",,,"STEAL  by HOECK,RYAN VAN",1
08:08,,14,,27 (+13),"GOOD 3PTR by MILLER,DREW",RHODESMB 14-27 (-13),,"GOOD 3PTR by MILLER,DREW",1
07:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
07:58,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",1
07:58,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
07:58,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",1
07:58,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",1
07:41,"GOOD LAYUP by BROWN,SETH(in the paint)",16,,27 (+11),,SEWANEEM 16-27 (-11),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
07:12,,16,,30 (+14),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODESMB 16-30 (-14),,"GOOD 3PTR by SULLIVAN,BRENNAN",1
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",1
06:56,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",1
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",1
06:32,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",1
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",1
06:15,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",1
06:15,"MISS FT by CARDWELL,MARCELLUS",,,,,,,"MISS FT by CARDWELL,MARCELLUS",1
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",1
06:15,"GOOD LAYUP by CARTER,KESHONN(in the paint)",18,,30 (+12),,SEWANEEM 18-30 (-12),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
06:15,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
06:15,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
06:15,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
06:15,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
06:15,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
06:15,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
06:15,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",1
06:15,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",1
06:15,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",1
06:15,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",1
06:15,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",1
06:15,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",1
06:07,,18,,32 (+14),"GOOD LAYUP by WATSON,SHANE(in the paint)",RHODESMB 18-32 (-14),,"GOOD LAYUP by WATSON,SHANE(in the paint)",1
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",1
05:28,"GOOD JUMPER by CARTER,KESHONN(in the paint)",20,,32 (+12),,SEWANEEM 20-32 (-12),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",1
05:05,,20,,34 (+14),"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",RHODESMB 20-34 (-14),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",1
04:47,"GOOD 3PTR by CARDWELL,MARCELLUS",23,,34 (+11),,SEWANEEM 23-34 (-11),,"GOOD 3PTR by CARDWELL,MARCELLUS",1
--,"ASSIST  by BORN,LEO",,,,,,,"ASSIST  by BORN,LEO",1
04:08,,,,,"MISS JUMPER by COLLINS,LUKE",,,"MISS JUMPER by COLLINS,LUKE",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
03:46,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",1
--,"REBOUND OFF by CARDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CARDWELL,MARCELLUS",1
03:43,,,,,"FOUL  by DUNAVANT,JOHNNY",,,"FOUL  by DUNAVANT,JOHNNY",1
03:43,"GOOD FT by CARDWELL,MARCELLUS",24,,34 (+10),,SEWANEEM 24-34 (-10),,"GOOD FT by CARDWELL,MARCELLUS",1
03:43,"MISS FT by CARDWELL,MARCELLUS",,,,,,,"MISS FT by CARDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by WATSON,SHANE",,,"REBOUND DEF by WATSON,SHANE",1
03:43,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
03:43,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
03:43,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",1
03:43,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",1
03:21,,,,,"MISS JUMPER by WATSON,SHANE",,,"MISS JUMPER by WATSON,SHANE",1
--,,,,,"REBOUND OFF by WATSON,SHANE",,,"REBOUND OFF by WATSON,SHANE",1
03:17,,,,,"MISS LAYUP by WATSON,SHANE",,,"MISS LAYUP by WATSON,SHANE",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
03:06,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",1
03:06,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
03:06,"SUB OUT by CARDWELL,MARCELLUS",,,,,,,"SUB OUT by CARDWELL,MARCELLUS",1
02:47,,,,,"TURNOVER  by WATSON,SHANE",,,"TURNOVER  by WATSON,SHANE",1
02:35,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",1
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",1
02:22,,24,,36 (+12),"GOOD JUMPER by WATSON,SHANE",RHODESMB 24-36 (-12),,"GOOD JUMPER by WATSON,SHANE",1
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",1
01:45,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",1
01:45,"GOOD FT by WILLIAMS,JORDEN",25,,36 (+11),,SEWANEEM 25-36 (-11),,"GOOD FT by WILLIAMS,JORDEN",1
01:45,"GOOD FT by WILLIAMS,JORDEN",26,,36 (+10),,SEWANEEM 26-36 (-10),,"GOOD FT by WILLIAMS,JORDEN",1
01:45,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
01:45,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
01:45,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",1
01:45,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",1
01:45,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
01:45,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",1
01:20,,,,,"TURNOVER  by DUNAVANT,JOHNNY",,,"TURNOVER  by DUNAVANT,JOHNNY",1
01:18,"STEAL  by BORN,LEO",,,,,,,"STEAL  by BORN,LEO",1
01:17,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",1
01:17,"MISS FT by TOME,MATT",,,,,,,"MISS FT by TOME,MATT",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:17,"MISS FT by TOME,MATT",,,,,,,"MISS FT by TOME,MATT",1
--,,,,,"REBOUND DEF by WATSON,SHANE",,,"REBOUND DEF by WATSON,SHANE",1
01:17,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",1
01:17,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",1
01:07,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",,,"MISS 3PTR by DUNAVANT,JOHNNY",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
00:51,"TURNOVER  by TOME,MATT",,,,,,,"TURNOVER  by TOME,MATT",1
00:50,,,,,"STEAL  by COLLINS,LUKE",,,"STEAL  by COLLINS,LUKE",1
00:48,,26,,38 (+12),"GOOD LAYUP by COLLINS,LUKE(fastbreak)(in the paint)",RHODESMB 26-38 (-12),,"GOOD LAYUP by COLLINS,LUKE(fastbreak)(in the paint)",1
00:26,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
00:24,,,,,"STEAL  by DUNAVANT,JOHNNY",,,"STEAL  by DUNAVANT,JOHNNY",1
00:02,,26,,40 (+14),"GOOD JUMPER by WATSON,SHANE",RHODESMB 26-40 (-14),,"GOOD JUMPER by WATSON,SHANE",1
19:51,"GOOD 3PTR by WILLIAMS,JORDEN",29,,40 (+11),,SEWANEEM 29-40 (-11),,"GOOD 3PTR by WILLIAMS,JORDEN",2
19:19,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
19:19,,29,,41 (+12),"GOOD FT by LIVSEY,GEOFF",RHODESMB 29-41 (-12),,"GOOD FT by LIVSEY,GEOFF",2
19:19,,29,,42 (+13),"GOOD FT by LIVSEY,GEOFF",RHODESMB 29-42 (-13),,"GOOD FT by LIVSEY,GEOFF",2
18:58,"GOOD JUMPER by CARDWELL,MARCELLUS",31,,42 (+11),,SEWANEEM 31-42 (-11),,"GOOD JUMPER by CARDWELL,MARCELLUS",2
18:29,,,,,"MISS JUMPER by LIVSEY,GEOFF",,,"MISS JUMPER by LIVSEY,GEOFF",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
18:14,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND OFF by CARDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CARDWELL,MARCELLUS",2
18:10,"GOOD LAYUP by CARDWELL,MARCELLUS(in the paint)",33,,42 (+9),,SEWANEEM 33-42 (-9),,"GOOD LAYUP by CARDWELL,MARCELLUS(in the paint)",2
17:54,,,,,"MISS JUMPER by MILLER,DREW",,,"MISS JUMPER by MILLER,DREW",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
17:40,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
17:19,,33,,44 (+11),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODESMB 33-44 (-11),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
17:19,"FOUL  by CARDWELL,MARCELLUS",,,,,,,"FOUL  by CARDWELL,MARCELLUS",2
17:19,,,,,"MISS FT by LIVSEY,GEOFF",,,"MISS FT by LIVSEY,GEOFF",2
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",2
17:19,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
17:19,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
17:10,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
16:58,,,,,"MISS 3PTR by LIVSEY,GEOFF",,,"MISS 3PTR by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
16:52,"FOUL  by CARDWELL,MARCELLUS",,,,,,,"FOUL  by CARDWELL,MARCELLUS",2
16:52,,33,,45 (+12),"GOOD FT by LIVSEY,GEOFF",RHODESMB 33-45 (-12),,"GOOD FT by LIVSEY,GEOFF",2
16:51,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
16:51,"SUB OUT by CARDWELL,MARCELLUS",,,,,,,"SUB OUT by CARDWELL,MARCELLUS",2
16:42,,,,,"MISS FT by LIVSEY,GEOFF",,,"MISS FT by LIVSEY,GEOFF",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
16:35,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
16:24,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
16:22,"STEAL  by BORN,LEO",,,,,,,"STEAL  by BORN,LEO",2
16:19,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
15:52,,33,,48 (+15),"GOOD 3PTR by MILLER,DREW",RHODESMB 33-48 (-15),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
15:35,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
15:35,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
15:35,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
15:35,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
15:35,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
15:33,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
15:33,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
15:31,,,,,"FOUL  by DUNAVANT,JOHNNY",,,"FOUL  by DUNAVANT,JOHNNY",2
15:31,"GOOD FT by WILLIAMS,JORDEN",34,,48 (+14),,SEWANEEM 34-48 (-14),,"GOOD FT by WILLIAMS,JORDEN",2
