Time Remaining,BERRY,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:47,"GOOD LAYUP by JACOBS,OWEN(in the paint)",4 (+3),,1,,BERRY 4-1 (-3),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
16:22,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
16:17,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",1
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",1
16:11,,,,,"MISS LAYUP by BROWN,SETH",,,"MISS LAYUP by BROWN,SETH",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
15:57,"TURNOVER  by JONES,RON",,,,,,,"TURNOVER  by JONES,RON",1
15:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
15:31,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",1
15:31,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
15:31,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
14:58,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
14:56,,,,,"STEAL  by CALDWELL,MARCELLUS",,,"STEAL  by CALDWELL,MARCELLUS",1
14:54,,4 (+1),,3,"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",SEWANEE 4-3 (-1),,"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",1
14:47,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",6 (+3),,3,,BERRY 6-3 (-3),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",1
--,"ASSIST  by JONES,RON",,,,,,,"ASSIST  by JONES,RON",1
14:18,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",1
14:18,"BLOCK  by JACOBS,OWEN",,,,,,,"BLOCK  by JACOBS,OWEN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
14:13,,6 (+1),,5,"GOOD JUMPER by VEAL,ROBERT",SEWANEE 6-5 (-1),,"GOOD JUMPER by VEAL,ROBERT",1
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",1
14:13,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
14:13,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
14:13,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
14:13,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
13:41,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",1
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",1
13:33,,6,,7 (+1),"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",SEWANEE 6-7 (+1),,"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",1
13:25,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",1
13:25,"SUB IN by COTTER,DOUGLAS",,,,,,,"SUB IN by COTTER,DOUGLAS",1
13:25,"SUB OUT by JONES,RON",,,,,,,"SUB OUT by JONES,RON",1
13:25,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
13:25,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
13:17,"TURNOVER  by COTTER,DOUGLAS",,,,,,,"TURNOVER  by COTTER,DOUGLAS",1
13:08,"SUB IN by WEBBER,CONNOR",,,,,,,"SUB IN by WEBBER,CONNOR",1
13:08,"SUB OUT by COTTER,DOUGLAS",,,,,,,"SUB OUT by COTTER,DOUGLAS",1
13:08,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
13:08,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
12:50,,6,,9 (+3),"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 6-9 (+3),,"GOOD JUMPER by WILLIAMS,JORDEN",1
12:30,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",1
12:25,"GOOD LAYUP by JACOBS,OWEN(in the paint)",8,,9 (+1),,BERRY 8-9 (+1),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
--,"ASSIST  by WEBBER,CONNOR",,,,,,,"ASSIST  by WEBBER,CONNOR",1
12:01,,8,,11 (+3),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 8-11 (+3),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
11:53,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
11:45,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",1
11:42,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
11:42,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
11:36,"TURNOVER  by GRAHAM,LAKE",,,,,,,"TURNOVER  by GRAHAM,LAKE",1
11:34,,,,,"STEAL  by VEAL,ROBERT",,,"STEAL  by VEAL,ROBERT",1
11:30,"FOUL  by WEBBER,CONNOR",,,,,,,"FOUL  by WEBBER,CONNOR",1
11:30,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
11:30,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
11:30,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
11:30,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
11:16,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",1
11:15,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",1
11:05,"SUB IN by JONES,RON",,,,,,,"SUB IN by JONES,RON",1
11:05,"SUB OUT by WEBBER,CONNOR",,,,,,,"SUB OUT by WEBBER,CONNOR",1
11:03,,8,,13 (+5),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 8-13 (+5),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
10:43,"GOOD JUMPER by JONES,RON",10,,13 (+3),,BERRY 10-13 (+3),,"GOOD JUMPER by JONES,RON",1
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",1
10:22,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",1
10:20,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",1
10:12,,10,,15 (+5),"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",SEWANEE 10-15 (+5),,"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BORN,LEO",,,"ASSIST  by BORN,LEO",1
10:06,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
09:57,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",1
09:57,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
09:57,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
09:53,,10,,18 (+8),"GOOD 3PTR by BORN,LEO",SEWANEE 10-18 (+8),,"GOOD 3PTR by BORN,LEO",1
09:37,"MISS LAYUP by GRAHAM,LAKE",,,,,,,"MISS LAYUP by GRAHAM,LAKE",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
09:23,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",1
09:18,,10,,20 (+10),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 10-20 (+10),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
08:48,"TURNOVER  by GRAHAM,LAKE",,,,,,,"TURNOVER  by GRAHAM,LAKE",1
08:48,"SUB IN by COTTER,DOUGLAS",,,,,,,"SUB IN by COTTER,DOUGLAS",1
08:48,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",1
08:48,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
08:48,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
08:34,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",1
08:27,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",1
08:11,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",1
08:07,,,,,"STEAL  by WILLIAMS,JORDEN",,,"STEAL  by WILLIAMS,JORDEN",1
07:58,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",1
07:56,"STEAL  by WHALEN,MAC",,,,,,,"STEAL  by WHALEN,MAC",1
07:51,"GOOD LAYUP by WHALEN,MAC(in the paint)",12,,20 (+8),,BERRY 12-20 (+8),,"GOOD LAYUP by WHALEN,MAC(in the paint)",1
07:40,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
07:39,,12,,22 (+10),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 12-22 (+10),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",1
07:15,"MISS JUMPER by JACOBS,OWEN",,,,,,,"MISS JUMPER by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",1
07:06,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",1
07:03,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
07:03,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
06:53,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
06:42,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",1
06:39,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",1
06:39,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
06:33,"FOUL  by COTTER,DOUGLAS",,,,,,,"FOUL  by COTTER,DOUGLAS",1
06:02,,,,,"MISS LAYUP by TOME,MATT",,,"MISS LAYUP by TOME,MATT",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
05:55,"MISS JUMPER by COTTER,DOUGLAS",,,,,,,"MISS JUMPER by COTTER,DOUGLAS",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
05:49,,12,,24 (+12),"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",SEWANEE 12-24 (+12),,"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BORN,LEO",,,"ASSIST  by BORN,LEO",1
05:40,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",1
05:40,"GOOD FT by WHALEN,MAC",13,,24 (+11),,BERRY 13-24 (+11),,"GOOD FT by WHALEN,MAC",1
05:40,"GOOD FT by WHALEN,MAC",14,,24 (+10),,BERRY 14-24 (+10),,"GOOD FT by WHALEN,MAC",1
05:40,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
05:40,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",1
05:40,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
05:40,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
05:12,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
05:05,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
04:55,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
04:53,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",1
04:50,,,,,"TURNOVER  by TURNER,BYRON",,,"TURNOVER  by TURNER,BYRON",1
04:50,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
04:50,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
04:50,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
04:50,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
04:44,"MISS JUMPER by JACOBS,OWEN",,,,,,,"MISS JUMPER by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",1
04:33,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",1
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",1
04:02,"TURNOVER  by COTTER,DOUGLAS",,,,,,,"TURNOVER  by COTTER,DOUGLAS",1
03:55,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
03:55,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
03:55,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
03:55,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",1
03:51,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",1
03:51,"SUB OUT by COTTER,DOUGLAS",,,,,,,"SUB OUT by COTTER,DOUGLAS",1
03:29,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
03:29,"BLOCK  by GRAHAM,LAKE",,,,,,,"BLOCK  by GRAHAM,LAKE",1
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",1
03:17,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
03:10,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,1
03:10,"SUB IN by WEBBER,CONNOR",,,,,,,"SUB IN by WEBBER,CONNOR",1
03:10,"SUB OUT by JONES,RON",,,,,,,"SUB OUT by JONES,RON",1
02:59,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",1
02:59,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
02:59,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
02:54,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
02:47,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
02:43,"MISS JUMPER by WHALEN,MAC",,,,,,,"MISS JUMPER by WHALEN,MAC",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
02:39,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",1
02:38,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",1
02:34,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",1
02:34,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",1
--,"REBOUND OFF by WHALEN,MAC",,,,,,,"REBOUND OFF by WHALEN,MAC",1
02:05,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",16,,24 (+8),,BERRY 16-24 (+8),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",1
02:00,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND DEF by GRAHAM,LAKE",,,,,,,"REBOUND DEF by GRAHAM,LAKE",1
01:51,"MISS LAYUP by GRAHAM,LAKE",,,,,,,"MISS LAYUP by GRAHAM,LAKE",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
01:44,,16,,26 (+10),"GOOD LAYUP by BORN,CLAY(in the paint)",SEWANEE 16-26 (+10),,"GOOD LAYUP by BORN,CLAY(in the paint)",1
01:36,"GOOD JUMPER by MCCLOUD,LEE",18,,26 (+8),,BERRY 18-26 (+8),,"GOOD JUMPER by MCCLOUD,LEE",1
01:11,,18,,28 (+10),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 18-28 (+10),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",1
00:48,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
00:45,"SUB IN by JONES,RON",,,,,,,"SUB IN by JONES,RON",1
00:45,"SUB OUT by WEBBER,CONNOR",,,,,,,"SUB OUT by WEBBER,CONNOR",1
00:45,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
00:45,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
00:45,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
00:45,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
00:45,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
00:45,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
00:29,,18,,30 (+12),"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEWANEE 18-30 (+12),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",1
00:01,"GOOD 3PTR by WHALEN,MAC",21,,30 (+9),,BERRY 21-30 (+9),,"GOOD 3PTR by WHALEN,MAC",1
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",1
19:46,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
19:46,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
19:46,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
19:14,"MISS JUMPER by GRAHAM,LAKE",,,,,,,"MISS JUMPER by GRAHAM,LAKE",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
18:52,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",2
18:50,"STEAL  by GRAHAM,LAKE",,,,,,,"STEAL  by GRAHAM,LAKE",2
18:47,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
18:47,"GOOD FT by GRAHAM,LAKE",22,,30 (+8),,BERRY 22-30 (+8),,"GOOD FT by GRAHAM,LAKE",2
18:47,"MISS FT by GRAHAM,LAKE",,,,,,,"MISS FT by GRAHAM,LAKE",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
18:24,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
18:18,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
18:05,,22,,33 (+11),"GOOD 3PTR by BORN,LEO",SEWANEE 22-33 (+11),,"GOOD 3PTR by BORN,LEO",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
17:48,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
17:48,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
17:48,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
17:48,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
17:48,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
17:45,"MISS JUMPER by JONES,RON",,,,,,,"MISS JUMPER by JONES,RON",2
--,"REBOUND OFF by JONES,RON",,,,,,,"REBOUND OFF by JONES,RON",2
17:41,"GOOD LAYUP by JONES,RON(in the paint)",24,,33 (+9),,BERRY 24-33 (+9),,"GOOD LAYUP by JONES,RON(in the paint)",2
17:20,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
17:11,"GOOD JUMPER by MCCLOUD,LEE",26,,33 (+7),,BERRY 26-33 (+7),,"GOOD JUMPER by MCCLOUD,LEE",2
16:46,,26,,35 (+9),"GOOD JUMPER by VEAL,ROBERT",SEWANEE 26-35 (+9),,"GOOD JUMPER by VEAL,ROBERT",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
16:18,"GOOD LAYUP by JACOBS,OWEN(in the paint)",28,,35 (+7),,BERRY 28-35 (+7),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
16:05,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
16:05,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
16:05,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
16:05,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
16:05,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
15:53,,28,,38 (+10),"GOOD 3PTR by BROWN,SETH",SEWANEE 28-38 (+10),,"GOOD 3PTR by BROWN,SETH",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
15:36,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:35,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
15:28,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
15:08,,,,,"MISS LAYUP by VEAL,ROBERT",,,"MISS LAYUP by VEAL,ROBERT",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
15:04,,28,,40 (+12),"GOOD JUMPER by BROWN,SETH(in the paint)",SEWANEE 28-40 (+12),,"GOOD JUMPER by BROWN,SETH(in the paint)",2
14:42,"MISS LAYUP by JONES,RON",,,,,,,"MISS LAYUP by JONES,RON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:38,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
14:38,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
14:38,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
14:38,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
14:27,"GOOD 3PTR by MCCLOUD,LEE",31,,40 (+9),,BERRY 31-40 (+9),,"GOOD 3PTR by MCCLOUD,LEE",2
