Time Remaining,BERRY,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
--,"ASSIST  by JACOBS,OWEN",,,,,,,"ASSIST  by JACOBS,OWEN",2
13:52,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
13:37,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
13:37,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:37,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
13:37,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
13:37,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
13:37,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
13:37,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
13:37,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
13:37,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
13:27,,31,,43 (+12),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 31-43 (+12),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",2
12:53,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
12:28,,31,,45 (+14),"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",SEWANEE 31-45 (+14),,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
12:28,"FOUL  by JONES,RON",,,,,,,"FOUL  by JONES,RON",2
12:28,,,,,"MISS FT by CALDWELL,MARCELLUS",,,"MISS FT by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by GRAHAM,LAKE",,,,,,,"REBOUND DEF by GRAHAM,LAKE",2
12:07,"MISS JUMPER by GRAHAM,LAKE",,,,,,,"MISS JUMPER by GRAHAM,LAKE",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
12:01,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
12:01,"GOOD FT by JACOBS,OWEN",32,,45 (+13),,BERRY 32-45 (+13),,"GOOD FT by JACOBS,OWEN",2
12:01,"GOOD FT by JACOBS,OWEN",33,,45 (+12),,BERRY 33-45 (+12),,"GOOD FT by JACOBS,OWEN",2
12:01,"SUB IN by COTTER,DOUGLAS",,,,,,,"SUB IN by COTTER,DOUGLAS",2
12:01,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
11:46,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",2
11:26,"GOOD LAYUP by COTTER,DOUGLAS(in the paint)",35,,45 (+10),,BERRY 35-45 (+10),,"GOOD LAYUP by COTTER,DOUGLAS(in the paint)",2
11:13,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",2
11:09,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
11:09,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
11:09,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
10:43,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
10:36,"MISS JUMPER by MCCLOUD,LEE",,,,,,,"MISS JUMPER by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
10:16,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,"REBOUND DEF by COTTER,DOUGLAS",,,,,,,"REBOUND DEF by COTTER,DOUGLAS",2
10:01,"MISS LAYUP by COTTER,DOUGLAS",,,,,,,"MISS LAYUP by COTTER,DOUGLAS",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
09:57,"GOOD LAYUP by JACOBS,OWEN(in the paint)",37,,45 (+8),,BERRY 37-45 (+8),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
09:51,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
09:47,,37,,47 (+10),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 37-47 (+10),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
09:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:34,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
09:29,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
09:26,"GOOD LAYUP by JACOBS,OWEN(in the paint)",39,,47 (+8),,BERRY 39-47 (+8),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
09:11,"FOUL  by COTTER,DOUGLAS",,,,,,,"FOUL  by COTTER,DOUGLAS",2
09:10,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
08:52,"FOUL  by WHALEN,MAC",,,,,,,"FOUL  by WHALEN,MAC",2
08:52,,,,,"MISS FT by CALDWELL,MARCELLUS",,,"MISS FT by CALDWELL,MARCELLUS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:52,,,,,"MISS FT by CALDWELL,MARCELLUS",,,"MISS FT by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
08:40,"GOOD LAYUP by JACOBS,OWEN(in the paint)",41,,47 (+6),,BERRY 41-47 (+6),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
08:37,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
08:37,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
08:37,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
08:14,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
07:52,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
07:39,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
07:39,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
07:39,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
07:39,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
07:36,"MISS 3PTR by COTTER,DOUGLAS",,,,,,,"MISS 3PTR by COTTER,DOUGLAS",2
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",2
07:26,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND DEF by COTTER,DOUGLAS",,,,,,,"REBOUND DEF by COTTER,DOUGLAS",2
07:11,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
07:11,"GOOD FT by MCCLOUD,LEE",42,,47 (+5),,BERRY 42-47 (+5),,"GOOD FT by MCCLOUD,LEE",2
07:11,"GOOD FT by MCCLOUD,LEE",43,,47 (+4),,BERRY 43-47 (+4),,"GOOD FT by MCCLOUD,LEE",2
07:11,"SUB IN by WEBBER,CONNOR",,,,,,,"SUB IN by WEBBER,CONNOR",2
07:11,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
07:11,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
07:11,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
06:53,,43,,49 (+6),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 43-49 (+6),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
06:39,"TURNOVER  by JONES,RON",,,,,,,"TURNOVER  by JONES,RON",2
06:37,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
06:33,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",2
06:30,"STEAL  by WEBBER,CONNOR",,,,,,,"STEAL  by WEBBER,CONNOR",2
06:20,"MISS LAYUP by COTTER,DOUGLAS",,,,,,,"MISS LAYUP by COTTER,DOUGLAS",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
06:15,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
06:06,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
06:06,"GOOD FT by JACOBS,OWEN",44,,49 (+5),,BERRY 44-49 (+5),,"GOOD FT by JACOBS,OWEN",2
06:06,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:06,"GOOD FT by JACOBS,OWEN",45,,49 (+4),,BERRY 45-49 (+4),,"GOOD FT by JACOBS,OWEN",2
06:06,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
06:06,"SUB OUT by WEBBER,CONNOR",,,,,,,"SUB OUT by WEBBER,CONNOR",2
06:06,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
06:06,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
06:06,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
06:06,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
05:50,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",2
05:22,"GOOD 3PTR by MCCLOUD,LEE",48,,49 (+1),,BERRY 48-49 (+1),,"GOOD 3PTR by MCCLOUD,LEE",2
--,"ASSIST  by JACOBS,OWEN",,,,,,,"ASSIST  by JACOBS,OWEN",2
04:58,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
04:52,"STEAL  by JACOBS,OWEN",,,,,,,"STEAL  by JACOBS,OWEN",2
04:50,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",50 (+1),,49,,BERRY 50-49 (-1),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
--,"ASSIST  by JACOBS,OWEN",,,,,,,"ASSIST  by JACOBS,OWEN",2
04:50,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
04:50,"MISS FT by MCCLOUD,LEE",,,,,,,"MISS FT by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
04:50,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
04:50,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
04:50,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
04:50,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
04:50,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
04:50,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
04:14,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
04:08,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND DEF by COTTER,DOUGLAS",,,,,,,"REBOUND DEF by COTTER,DOUGLAS",2
03:55,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",52 (+3),,49,,BERRY 52-49 (-3),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
03:46,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
03:38,,52,,52,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 52-52 (0),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",2
03:04,"MISS JUMPER by JONES,RON",,,,,,,"MISS JUMPER by JONES,RON",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
02:41,"MISS JUMPER by MCCLOUD,LEE",,,,,,,"MISS JUMPER by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
02:24,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by JONES,RON",,,,,,,"REBOUND DEF by JONES,RON",2
02:06,"GOOD LAYUP by JACOBS,OWEN(in the paint)",54 (+2),,52,,BERRY 54-52 (-2),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
01:48,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
01:39,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
01:39,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
01:23,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
01:14,"GOOD FT by MCCLOUD,LEE",55 (+3),,52,,BERRY 55-52 (-3),,"GOOD FT by MCCLOUD,LEE",2
01:14,"GOOD FT by MCCLOUD,LEE",56 (+4),,52,,BERRY 56-52 (-4),,"GOOD FT by MCCLOUD,LEE",2
01:14,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:14,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
01:14,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
01:14,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
01:14,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
01:04,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:51,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
00:51,"MISS FT by MCCLOUD,LEE",,,,,,,"MISS FT by MCCLOUD,LEE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:51,"GOOD FT by MCCLOUD,LEE",57 (+5),,52,,BERRY 57-52 (-5),,"GOOD FT by MCCLOUD,LEE",2
00:51,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
00:51,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
00:51,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
00:34,,57 (+3),,54,"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 57-54 (-3),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
00:32,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
00:32,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
00:32,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
00:28,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",59 (+5),,54,,BERRY 59-54 (-5),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
--,"ASSIST  by WHALEN,MAC",,,,,,,"ASSIST  by WHALEN,MAC",2
00:20,,59 (+2),,57,"GOOD 3PTR by BROWN,SETH",SEWANEE 59-57 (-2),,"GOOD 3PTR by BROWN,SETH",2
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",2
00:16,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
00:16,"GOOD FT by MCCLOUD,LEE",60 (+3),,57,,BERRY 60-57 (-3),,"GOOD FT by MCCLOUD,LEE",2
00:16,"GOOD FT by MCCLOUD,LEE",61 (+4),,57,,BERRY 61-57 (-4),,"GOOD FT by MCCLOUD,LEE",2
00:16,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",2
00:16,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
00:16,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
00:11,"GOOD DUNK by COTTER,DOUGLAS(in the paint)",63 (+6),,57,,BERRY 63-57 (-6),,"GOOD DUNK by COTTER,DOUGLAS(in the paint)",2
--,"ASSIST  by WHALEN,MAC",,,,,,,"ASSIST  by WHALEN,MAC",2
00:06,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",2
