Time Remaining,COVENANT,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:40,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
16:40,"MISS FT by FRIERSON,NATE",,,,,,,"MISS FT by FRIERSON,NATE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:40,"GOOD FT by FRIERSON,NATE",21,,29 (+8),,COVENANT 21-29 (+8),,"GOOD FT by FRIERSON,NATE",2
16:40,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
16:40,"SUB IN by BELL,ROBBY",,,,,,,"SUB IN by BELL,ROBBY",2
16:40,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
16:40,"SUB OUT by GARRETT,DANIEL",,,,,,,"SUB OUT by GARRETT,DANIEL",2
16:05,"FOUL  by BOYD,CHRIS",,,,,,,"FOUL  by BOYD,CHRIS",2
16:05,,21,,30 (+9),"GOOD FT by BROWN,SETH",SEWANEE 21-30 (+9),,"GOOD FT by BROWN,SETH",2
16:05,,21,,31 (+10),"GOOD FT by BROWN,SETH",SEWANEE 21-31 (+10),,"GOOD FT by BROWN,SETH",2
16:05,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
16:05,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
15:58,"MISS LAYUP by ARIMA,Z",,,,,,,"MISS LAYUP by ARIMA,Z",2
--,"REBOUND OFF by ARIMA,Z",,,,,,,"REBOUND OFF by ARIMA,Z",2
15:53,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
15:53,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
15:53,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
15:50,"GOOD JUMPER by MCGRIFF,COLTON",23,,31 (+8),,COVENANT 23-31 (+8),,"GOOD JUMPER by MCGRIFF,COLTON",2
--,"ASSIST  by TURNER,MICAH",,,,,,,"ASSIST  by TURNER,MICAH",2
15:27,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:25,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",2
15:25,"SUB IN by FERGUSON,TERON",,,,,,,"SUB IN by FERGUSON,TERON",2
15:25,"SUB OUT by TURNER,MICAH",,,,,,,"SUB OUT by TURNER,MICAH",2
15:25,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
15:25,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
15:25,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
15:11,"MISS JUMPER by FERGUSON,TERON",,,,,,,"MISS JUMPER by FERGUSON,TERON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:36,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",2
--,"REBOUND DEF by BELL,ROBBY",,,,,,,"REBOUND DEF by BELL,ROBBY",2
14:19,"MISS 3PTR by PHELPS,BEN",,,,,,,"MISS 3PTR by PHELPS,BEN",2
--,"REBOUND OFF by ENGBERS,BRYANT",,,,,,,"REBOUND OFF by ENGBERS,BRYANT",2
14:14,"MISS JUMPER by ENGBERS,BRYANT",,,,,,,"MISS JUMPER by ENGBERS,BRYANT",2
--,"REBOUND OFF by ENGBERS,BRYANT",,,,,,,"REBOUND OFF by ENGBERS,BRYANT",2
14:09,"GOOD JUMPER by ENGBERS,BRYANT(in the paint)",25,,31 (+6),,COVENANT 25-31 (+6),,"GOOD JUMPER by ENGBERS,BRYANT(in the paint)",2
14:06,"FOUL  by ARIMA,Z",,,,,,,"FOUL  by ARIMA,Z",2
14:06,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
14:06,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
13:51,,25,,33 (+8),"GOOD LAYUP by BORN,CLAY(in the paint)",SEWANEE 25-33 (+8),,"GOOD LAYUP by BORN,CLAY(in the paint)",2
--,,,,,"ASSIST  by VEAL,ROBERT",,,"ASSIST  by VEAL,ROBERT",2
13:28,"TURNOVER  by FERGUSON,TERON",,,,,,,"TURNOVER  by FERGUSON,TERON",2
13:28,,,,,"STEAL  by WILLIAMS,JORDEN",,,"STEAL  by WILLIAMS,JORDEN",2
13:08,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by FERGUSON,TERON",,,,,,,"REBOUND DEF by FERGUSON,TERON",2
13:03,"TURNOVER  by ARIMA,Z",,,,,,,"TURNOVER  by ARIMA,Z",2
13:02,,,,,"STEAL  by WILLIAMS,JORDEN",,,"STEAL  by WILLIAMS,JORDEN",2
12:58,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",2
12:58,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
12:58,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
12:58,"SUB OUT by FERGUSON,TERON",,,,,,,"SUB OUT by FERGUSON,TERON",2
12:58,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",2
12:58,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
12:58,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
12:58,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
12:58,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
12:42,,25,,36 (+11),"GOOD 3PTR by BORN,CLAY",SEWANEE 25-36 (+11),,"GOOD 3PTR by BORN,CLAY",2
--,,,,,"ASSIST  by TURNER,BYRON",,,"ASSIST  by TURNER,BYRON",2
12:30,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",27,,36 (+9),,COVENANT 27-36 (+9),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
--,"ASSIST  by ENGBERS,BRYANT",,,,,,,"ASSIST  by ENGBERS,BRYANT",2
12:30,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
12:30,"GOOD FT by MCGRIFF,COLTON",28,,36 (+8),,COVENANT 28-36 (+8),,"GOOD FT by MCGRIFF,COLTON",2
12:30,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",2
12:30,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",2
12:10,,,,,"MISS LAYUP by VEAL,ROBERT",,,"MISS LAYUP by VEAL,ROBERT",2
--,"REBOUND DEF by MCGRIFF,COLTON",,,,,,,"REBOUND DEF by MCGRIFF,COLTON",2
12:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:03,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
12:03,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
11:53,"GOOD JUMPER by MCGRIFF,COLTON",30,,36 (+6),,COVENANT 30-36 (+6),,"GOOD JUMPER by MCGRIFF,COLTON",2
11:38,,30,,38 (+8),"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEWANEE 30-38 (+8),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
--,,,,,"ASSIST  by VEAL,ROBERT",,,"ASSIST  by VEAL,ROBERT",2
11:04,"MISS JUMPER by MCGRIFF,COLTON",,,,,,,"MISS JUMPER by MCGRIFF,COLTON",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
10:54,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",2
10:51,"STEAL  by DELANEY,JAKE",,,,,,,"STEAL  by DELANEY,JAKE",2
10:49,"GOOD LAYUP by FRIERSON,NATE(fastbreak)(in the paint)",32,,38 (+6),,COVENANT 32-38 (+6),,"GOOD LAYUP by FRIERSON,NATE(fastbreak)(in the paint)",2
--,"ASSIST  by DELANEY,JAKE",,,,,,,"ASSIST  by DELANEY,JAKE",2
10:42,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
10:42,"SUB IN by TURNER,MICAH",,,,,,,"SUB IN by TURNER,MICAH",2
10:42,"SUB OUT by BELL,ROBBY",,,,,,,"SUB OUT by BELL,ROBBY",2
10:42,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
10:42,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
10:42,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
10:42,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
10:42,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",2
10:42,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
10:42,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
10:42,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
10:37,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
10:05,,32,,41 (+9),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 32-41 (+9),,"GOOD 3PTR by WILLIAMS,JORDEN",2
09:54,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",34,,41 (+7),,COVENANT 34-41 (+7),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
09:21,,34,,43 (+9),"GOOD JUMPER by BORN,LEO(in the paint)",SEWANEE 34-43 (+9),,"GOOD JUMPER by BORN,LEO(in the paint)",2
09:02,"MISS LAYUP by MCGRIFF,COLTON",,,,,,,"MISS LAYUP by MCGRIFF,COLTON",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
08:55,,34,,45 (+11),"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 34-45 (+11),,"GOOD JUMPER by WILLIAMS,JORDEN",2
08:47,"SUB IN by FERGUSON,TERON",,,,,,,"SUB IN by FERGUSON,TERON",2
08:47,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",2
08:47,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
08:47,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
08:42,"GOOD JUMPER by FRIERSON,NATE",36,,45 (+9),,COVENANT 36-45 (+9),,"GOOD JUMPER by FRIERSON,NATE",2
08:15,,36,,47 (+11),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 36-47 (+11),,"GOOD JUMPER by CARTER,KESHONN",2
08:09,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
08:09,"MISS LAYUP by FERGUSON,TERON",,,,,,,"MISS LAYUP by FERGUSON,TERON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:09,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
08:09,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
07:57,"MISS JUMPER by ARIMA,Z",,,,,,,"MISS JUMPER by ARIMA,Z",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
07:33,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",2
--,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",,,"REBOUND OFF by CALDWELL,MARCELLUS",2
07:27,"FOUL  by ARIMA,Z",,,,,,,"FOUL  by ARIMA,Z",2
07:23,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
07:23,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
06:51,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",2
06:43,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
06:39,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
06:39,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
06:22,"GOOD JUMPER by ENGBERS,BRYANT",38,,47 (+9),,COVENANT 38-47 (+9),,"GOOD JUMPER by ENGBERS,BRYANT",2
06:04,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",2
06:02,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",2
06:02,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",2
06:02,"SUB OUT by FERGUSON,TERON",,,,,,,"SUB OUT by FERGUSON,TERON",2
06:02,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",2
05:56,"GOOD 3PTR by ENGBERS,BRYANT",41,,47 (+6),,COVENANT 41-47 (+6),,"GOOD 3PTR by ENGBERS,BRYANT",2
05:33,,41,,50 (+9),"GOOD 3PTR by BORN,LEO",SEWANEE 41-50 (+9),,"GOOD 3PTR by BORN,LEO",2
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",2
05:16,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
05:16,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
05:16,"SUB IN by BELL,ROBBY",,,,,,,"SUB IN by BELL,ROBBY",2
05:16,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",2
05:16,"SUB OUT by TURNER,MICAH",,,,,,,"SUB OUT by TURNER,MICAH",2
05:16,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
05:16,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
05:16,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
05:16,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
05:16,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
05:16,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
04:54,"MISS 3PTR by PHELPS,BEN",,,,,,,"MISS 3PTR by PHELPS,BEN",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
04:42,"FOUL  by MCGRIFF,COLTON",,,,,,,"FOUL  by MCGRIFF,COLTON",2
04:42,,,,,"MISS FT by CALDWELL,MARCELLUS",,,"MISS FT by CALDWELL,MARCELLUS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:42,,41,,51 (+10),"GOOD FT by CALDWELL,MARCELLUS",SEWANEE 41-51 (+10),,"GOOD FT by CALDWELL,MARCELLUS",2
04:42,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
04:42,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
04:31,"MISS JUMPER by MCGRIFF,COLTON",,,,,,,"MISS JUMPER by MCGRIFF,COLTON",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
03:57,,41,,54 (+13),"GOOD 3PTR by BROWN,SETH",SEWANEE 41-54 (+13),,"GOOD 3PTR by BROWN,SETH",2
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",2
03:45,"MISS 3PTR by PHELPS,BEN",,,,,,,"MISS 3PTR by PHELPS,BEN",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
03:16,"FOUL  by FRIERSON,NATE",,,,,,,"FOUL  by FRIERSON,NATE",2
03:16,,41,,55 (+14),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 41-55 (+14),,"GOOD FT by WILLIAMS,JORDEN",2
03:16,,41,,56 (+15),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 41-56 (+15),,"GOOD FT by WILLIAMS,JORDEN",2
03:11,"MISS 3PTR by MCGRIFF,COLTON",,,,,,,"MISS 3PTR by MCGRIFF,COLTON",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
03:07,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",2
03:04,"STEAL  by FRIERSON,NATE",,,,,,,"STEAL  by FRIERSON,NATE",2
02:52,"MISS FT by MCGRIFF,COLTON",,,,,,,"MISS FT by MCGRIFF,COLTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:38,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
02:38,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
02:38,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
02:38,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
02:23,"SUB IN by TURNER,MICAH",,,,,,,"SUB IN by TURNER,MICAH",2
02:23,"SUB IN by GARRETT,DANIEL",,,,,,,"SUB IN by GARRETT,DANIEL",2
02:23,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
02:23,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
02:23,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
02:23,"SUB OUT by BELL,ROBBY",,,,,,,"SUB OUT by BELL,ROBBY",2
02:23,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",2
02:23,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
02:11,"SUB IN by FERGUSON,TERON",,,,,,,"SUB IN by FERGUSON,TERON",2
02:11,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
02:05,"FOUL  by ARIMA,Z",,,,,,,"FOUL  by ARIMA,Z",2
02:05,,41,,57 (+16),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 41-57 (+16),,"GOOD FT by WILLIAMS,JORDEN",2
02:05,,41,,58 (+17),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 41-58 (+17),,"GOOD FT by WILLIAMS,JORDEN",2
02:05,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
02:05,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
02:05,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
02:04,"MISS JUMPER by MCGRIFF,COLTON",,,,,,,"MISS JUMPER by MCGRIFF,COLTON",2
--,"REBOUND OFF by FERGUSON,TERON",,,,,,,"REBOUND OFF by FERGUSON,TERON",2
02:04,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
02:04,"MISS FT by FERGUSON,TERON",,,,,,,"MISS FT by FERGUSON,TERON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:04,"MISS FT by FERGUSON,TERON",,,,,,,"MISS FT by FERGUSON,TERON",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
02:04,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
02:04,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
02:00,"FOUL  by GARRETT,DANIEL",,,,,,,"FOUL  by GARRETT,DANIEL",2
02:00,,41,,59 (+18),"GOOD FT by CARTER,KESHONN",SEWANEE 41-59 (+18),,"GOOD FT by CARTER,KESHONN",2
02:00,,41,,60 (+19),"GOOD FT by CARTER,KESHONN",SEWANEE 41-60 (+19),,"GOOD FT by CARTER,KESHONN",2
02:00,"MISS LAYUP by BOYD,CHRIS",,,,,,,"MISS LAYUP by BOYD,CHRIS",2
--,"REBOUND OFF by BOYD,CHRIS",,,,,,,"REBOUND OFF by BOYD,CHRIS",2
02:00,"GOOD LAYUP by BOYD,CHRIS(in the paint)",43,,60 (+17),,COVENANT 43-60 (+17),,"GOOD LAYUP by BOYD,CHRIS(in the paint)",2
02:00,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
02:00,"SUB IN by PEARLMAN,JARED",,,,,,,"SUB IN by PEARLMAN,JARED",2
02:00,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",2
02:00,"SUB IN by ARNOLD,BRANDON",,,,,,,"SUB IN by ARNOLD,BRANDON",2
02:00,"SUB IN by DULK,MATT DEN",,,,,,,"SUB IN by DULK,MATT DEN",2
02:00,"SUB IN by BURNS,RYAN",,,,,,,"SUB IN by BURNS,RYAN",2
02:00,"SUB OUT by GARRETT,DANIEL",,,,,,,"SUB OUT by GARRETT,DANIEL",2
02:00,"SUB OUT by FERGUSON,TERON",,,,,,,"SUB OUT by FERGUSON,TERON",2
02:00,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
02:00,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",2
02:00,"SUB OUT by TURNER,MICAH",,,,,,,"SUB OUT by TURNER,MICAH",2
01:26,,43,,63 (+20),"GOOD 3PTR by BROWN,SETH",SEWANEE 43-63 (+20),,"GOOD 3PTR by BROWN,SETH",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
01:15,"GOOD JUMPER by PEARLMAN,JARED",45,,63 (+18),,COVENANT 45-63 (+18),,"GOOD JUMPER by PEARLMAN,JARED",2
--,"ASSIST  by DULK,MATT DEN",,,,,,,"ASSIST  by DULK,MATT DEN",2
01:10,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
01:10,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
01:01,"FOUL  by BURNS,RYAN",,,,,,,"FOUL  by BURNS,RYAN",2
01:01,,,,,"MISS FT by TOME,MATT",,,"MISS FT by TOME,MATT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:01,,45,,64 (+19),"GOOD FT by TOME,MATT",SEWANEE 45-64 (+19),,"GOOD FT by TOME,MATT",2
01:01,,,,,"FOUL  by BEVIACQUA,BRYAN",,,"FOUL  by BEVIACQUA,BRYAN",2
01:01,"MISS FT by DULK,MATT DEN",,,,,,,"MISS FT by DULK,MATT DEN",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
01:01,,,,,"SUB IN by BEVIACQUA,BRYAN",,,"SUB IN by BEVIACQUA,BRYAN",2
01:01,,,,,"SUB IN by NELSON,ANVIL",,,"SUB IN by NELSON,ANVIL",2
01:01,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",2
01:01,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
01:01,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
01:01,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
00:59,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
00:51,,,,,"FOUL  by BEVIACQUA,BRYAN",,,"FOUL  by BEVIACQUA,BRYAN",2
00:51,"MISS FT by DULK,MATT DEN",,,,,,,"MISS FT by DULK,MATT DEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:51,"GOOD FT by DULK,MATT DEN",46,,64 (+18),,COVENANT 46-64 (+18),,"GOOD FT by DULK,MATT DEN",2
00:51,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
00:51,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
00:36,,46,,66 (+20),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 46-66 (+20),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,,,,,"ASSIST  by BEVIACQUA,BRYAN",,,"ASSIST  by BEVIACQUA,BRYAN",2
00:27,"MISS JUMPER by PORTLOCK,WILL",,,,,,,"MISS JUMPER by PORTLOCK,WILL",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
00:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:05,,46,,68 (+22),"GOOD LAYUP by TURNER,BYRON(in the paint)",SEWANEE 46-68 (+22),,"GOOD LAYUP by TURNER,BYRON(in the paint)",2
00:02,"GOOD LAYUP by BURNS,RYAN(in the paint)",48,,68 (+20),,COVENANT 48-68 (+20),,"GOOD LAYUP by BURNS,RYAN(in the paint)",2
00:02,,,,,"FOUL  by NELSON,ANVIL",,,"FOUL  by NELSON,ANVIL",2
00:02,"GOOD FT by BURNS,RYAN",49,,68 (+19),,COVENANT 49-68 (+19),,"GOOD FT by BURNS,RYAN",2
00:02,,,,,"TURNOVER  by BEVIACQUA,BRYAN",,,"TURNOVER  by BEVIACQUA,BRYAN",2
00:02,"STEAL  by PORTLOCK,WILL",,,,,,,"STEAL  by PORTLOCK,WILL",2
00:02,"GOOD LAYUP by PORTLOCK,WILL(in the paint)",51,,68 (+17),,COVENANT 51-68 (+17),,"GOOD LAYUP by PORTLOCK,WILL(in the paint)",2
