Time Remaining,USM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
16:52,,,,,"BLOCK  by KINNEY,JORDAN",,,"BLOCK  by KINNEY,JORDAN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
16:47,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
16:32,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
16:32,,,,,"MISS FT by SMITH,CONNOR",,,"MISS FT by SMITH,CONNOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:32,,,,,"MISS FT by SMITH,CONNOR",,,"MISS FT by SMITH,CONNOR",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
16:32,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
16:32,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
16:32,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
16:32,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
16:32,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",2
16:32,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
16:09,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",2
15:54,,,,,"MISS LAYUP by BATES,ROMELLO",,,"MISS LAYUP by BATES,ROMELLO",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:46,,,,,"FOUL  by SMITH,CONNOR",,,"FOUL  by SMITH,CONNOR",2
15:32,"GOOD JUMPER by CARTER,KESHONN(in the paint)",40,,40,,USM 40-40 (0),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
15:10,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
15:10,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
15:10,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
15:10,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
14:58,,40,,43 (+3),"GOOD 3PTR by BATES,ROMELLO",OUM 40-43 (-3),,"GOOD 3PTR by BATES,ROMELLO",2
--,,,,,"ASSIST  by COURSON,TYLER",,,"ASSIST  by COURSON,TYLER",2
14:15,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",2
14:14,,,,,"STEAL  by COURSON,TYLER",,,"STEAL  by COURSON,TYLER",2
14:12,,,,,"MISS LAYUP by ROHLFS,VICTOR",,,"MISS LAYUP by ROHLFS,VICTOR",2
--,,,,,"REBOUND OFF by KINNEY,JORDAN",,,"REBOUND OFF by KINNEY,JORDAN",2
14:08,,,,,"MISS LAYUP by KINNEY,JORDAN",,,"MISS LAYUP by KINNEY,JORDAN",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
14:06,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",2
14:06,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
14:06,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
14:06,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
14:06,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
14:06,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
14:06,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
13:52,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
13:47,"GOOD LAYUP by CARTER,KESHONN(in the paint)",42,,43 (+1),,USM 42-43 (-1),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
13:37,,,,,"MISS 3PTR by ROHLFS,VICTOR",,,"MISS 3PTR by ROHLFS,VICTOR",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
13:19,,,,,"FOUL  by COURSON,TYLER",,,"FOUL  by COURSON,TYLER",2
13:19,"MISS FT by CALDWELL,MARCELLUS",,,,,,,"MISS FT by CALDWELL,MARCELLUS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:19,"GOOD FT by CALDWELL,MARCELLUS",43,,43,,USM 43-43 (0),,"GOOD FT by CALDWELL,MARCELLUS",2
13:19,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
13:19,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",2
13:06,,43,,45 (+2),"GOOD JUMPER by DAVIS,ALEX(in the paint)",OUM 43-45 (-2),,"GOOD JUMPER by DAVIS,ALEX(in the paint)",2
12:30,"MISS JUMPER by CALDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
12:24,,43,,47 (+4),"GOOD LAYUP by PERRY,WILL(in the paint)",OUM 43-47 (-4),,"GOOD LAYUP by PERRY,WILL(in the paint)",2
12:08,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:06,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
12:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:06,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
12:06,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
11:57,,43,,49 (+6),"GOOD LAYUP by ROHLFS,VICTOR(in the paint)",OUM 43-49 (-6),,"GOOD LAYUP by ROHLFS,VICTOR(in the paint)",2
11:35,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
11:22,"GOOD 3PTR by WILLIAMS,JORDEN",46,,49 (+3),,USM 46-49 (-3),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
11:08,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",2
11:08,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
11:08,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
11:08,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
11:08,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
11:08,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
11:08,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
11:04,,46,,51 (+5),"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 46-51 (-5),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
10:43,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",2
--,,,,,"REBOUND DEF by BATES,ROMELLO",,,"REBOUND DEF by BATES,ROMELLO",2
10:36,,,,,"MISS JUMPER by BATES,ROMELLO",,,"MISS JUMPER by BATES,ROMELLO",2
--,,,,,"REBOUND OFF by PERRY,WILL",,,"REBOUND OFF by PERRY,WILL",2
10:34,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
10:33,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
10:33,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
10:33,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
10:33,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
10:33,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
10:33,,,,,"SUB OUT by ROHLFS,VICTOR",,,"SUB OUT by ROHLFS,VICTOR",2
10:28,,,,,"MISS JUMPER by DAVIS,ALEX",,,"MISS JUMPER by DAVIS,ALEX",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
10:01,"GOOD 3PTR by CALDWELL,MARCELLUS",49,,51 (+2),,USM 49-51 (-2),,"GOOD 3PTR by CALDWELL,MARCELLUS",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
09:48,,49,,53 (+4),"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 49-53 (-4),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
--,,,,,"ASSIST  by SMITH,CONNOR",,,"ASSIST  by SMITH,CONNOR",2
09:20,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",51,,53 (+2),,USM 51-53 (-2),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
--,"ASSIST  by TOME,MATT",,,,,,,"ASSIST  by TOME,MATT",2
08:57,,51,,55 (+4),"GOOD JUMPER by KINNEY,JORDAN(in the paint)",OUM 51-55 (-4),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
08:43,,,,,"FOUL  by SMITH,CONNOR",,,"FOUL  by SMITH,CONNOR",2
08:43,,,,,"SUB IN by ROHLFS,VICTOR",,,"SUB IN by ROHLFS,VICTOR",2
08:43,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
08:42,"TURNOVER  by TOME,MATT",,,,,,,"TURNOVER  by TOME,MATT",2
08:41,,,,,"STEAL  by BATES,ROMELLO",,,"STEAL  by BATES,ROMELLO",2
08:37,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
08:37,,,,,"MISS FT by DAVIS,ALEX",,,"MISS FT by DAVIS,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:37,,,,,"MISS FT by DAVIS,ALEX",,,"MISS FT by DAVIS,ALEX",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
08:21,"MISS LAYUP by BROWN,SETH",,,,,,,"MISS LAYUP by BROWN,SETH",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
08:18,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
07:58,,,,,"MISS LAYUP by KINNEY,JORDAN",,,"MISS LAYUP by KINNEY,JORDAN",2
--,,,,,"REBOUND OFF by ROHLFS,VICTOR",,,"REBOUND OFF by ROHLFS,VICTOR",2
07:53,,51,,57 (+6),"GOOD JUMPER by COURSON,TYLER",OUM 51-57 (-6),,"GOOD JUMPER by COURSON,TYLER",2
07:38,"MISS JUMPER by TOME,MATT",,,,,,,"MISS JUMPER by TOME,MATT",2
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",2
07:12,,51,,59 (+8),"GOOD JUMPER by KINNEY,JORDAN(in the paint)",OUM 51-59 (-8),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
07:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:03,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
07:03,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
07:03,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
07:03,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
06:45,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",53,,59 (+6),,USM 53-59 (-6),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",2
06:40,,53,,61 (+8),"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",OUM 53-61 (-8),,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BATES,ROMELLO",,,"ASSIST  by BATES,ROMELLO",2
06:05,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",2
05:36,,53,,63 (+10),"GOOD LAYUP by KINNEY,JORDAN(in the paint)",OUM 53-63 (-10),,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",2
--,,,,,"ASSIST  by BATES,ROMELLO",,,"ASSIST  by BATES,ROMELLO",2
05:16,"MISS JUMPER by BROWN,SETH",,,,,,,"MISS JUMPER by BROWN,SETH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:14,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
05:14,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
04:49,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
04:49,,,,,"MISS FT by ROHLFS,VICTOR",,,"MISS FT by ROHLFS,VICTOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:49,,,,,"MISS FT by ROHLFS,VICTOR",,,"MISS FT by ROHLFS,VICTOR",2
--,,,,,"REBOUND OFF by COURSON,TYLER",,,"REBOUND OFF by COURSON,TYLER",2
04:49,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
04:49,,,,,"SUB OUT by BATES,ROMELLO",,,"SUB OUT by BATES,ROMELLO",2
04:47,,,,,"FOUL  by COURSON,TYLER",,,"FOUL  by COURSON,TYLER",2
04:47,,,,,"TURNOVER  by COURSON,TYLER",,,"TURNOVER  by COURSON,TYLER",2
04:47,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:18,"MISS LAYUP by BORN,LEO",,,,,,,"MISS LAYUP by BORN,LEO",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:14,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
04:14,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",2
04:14,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",2
04:14,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
04:02,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
04:02,,,,,"MISS FT by ROHLFS,VICTOR",,,"MISS FT by ROHLFS,VICTOR",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
04:02,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
04:02,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
04:02,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
04:02,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
03:45,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",2
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",2
03:38,,53,,65 (+12),"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",OUM 53-65 (-12),,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BATES,ROMELLO",,,"ASSIST  by BATES,ROMELLO",2
03:25,"GOOD 3PTR by BROWN,SETH",56,,65 (+9),,USM 56-65 (-9),,"GOOD 3PTR by BROWN,SETH",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
03:13,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
03:13,,56,,66 (+10),"GOOD FT by ROHLFS,VICTOR",OUM 56-66 (-10),,"GOOD FT by ROHLFS,VICTOR",2
03:13,,56,,67 (+11),"GOOD FT by ROHLFS,VICTOR",OUM 56-67 (-11),,"GOOD FT by ROHLFS,VICTOR",2
03:01,"GOOD 3PTR by WILLIAMS,JORDEN",59,,67 (+8),,USM 59-67 (-8),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
02:47,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
02:47,,59,,68 (+9),"GOOD FT by ROHLFS,VICTOR",OUM 59-68 (-9),,"GOOD FT by ROHLFS,VICTOR",2
02:47,,,,,"MISS FT by ROHLFS,VICTOR",,,"MISS FT by ROHLFS,VICTOR",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
02:33,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
02:27,,59,,70 (+11),"GOOD DUNK by KINNEY,JORDAN(fastbreak)(in the paint)",OUM 59-70 (-11),,"GOOD DUNK by KINNEY,JORDAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by COURSON,TYLER",,,"ASSIST  by COURSON,TYLER",2
02:07,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
01:43,,59,,72 (+13),"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 59-72 (-13),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
01:36,,,,,"FOUL  by BATES,ROMELLO",,,"FOUL  by BATES,ROMELLO",2
01:36,"MISS FT by BORN,CLAY",,,,,,,"MISS FT by BORN,CLAY",2
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",2
01:23,,59,,74 (+15),"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",OUM 59-74 (-15),,"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ROHLFS,VICTOR",,,"ASSIST  by ROHLFS,VICTOR",2
01:11,,,,,"FOUL  by BATES,ROMELLO",,,"FOUL  by BATES,ROMELLO",2
01:11,"GOOD FT by BORN,CLAY",60,,74 (+14),,USM 60-74 (-14),,"GOOD FT by BORN,CLAY",2
01:11,"GOOD FT by BORN,CLAY",61,,74 (+13),,USM 61-74 (-13),,"GOOD FT by BORN,CLAY",2
01:11,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
01:11,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
01:11,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
01:11,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
01:10,,,,,"TURNOVER  by ROHLFS,VICTOR",,,"TURNOVER  by ROHLFS,VICTOR",2
01:09,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
01:09,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
01:07,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by ROHLFS,VICTOR",,,"REBOUND DEF by ROHLFS,VICTOR",2
00:52,,61,,76 (+15),"GOOD LAYUP by KINNEY,JORDAN(in the paint)",OUM 61-76 (-15),,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",2
--,,,,,"ASSIST  by COURSON,TYLER",,,"ASSIST  by COURSON,TYLER",2
00:50,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
00:49,,,,,"MISS FT by KINNEY,JORDAN",,,"MISS FT by KINNEY,JORDAN",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
00:43,"GOOD 3PTR by WILLIAMS,JORDEN(fastbreak)",64,,76 (+12),,USM 64-76 (-12),,"GOOD 3PTR by WILLIAMS,JORDEN(fastbreak)",2
00:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:41,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
00:41,"SUB IN by DOWNEY,WILL",,,,,,,"SUB IN by DOWNEY,WILL",2
00:41,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
00:41,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
00:41,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
00:41,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
00:38,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
00:38,,64,,77 (+13),"GOOD FT by COURSON,TYLER",OUM 64-77 (-13),,"GOOD FT by COURSON,TYLER",2
00:38,,64,,78 (+14),"GOOD FT by COURSON,TYLER",OUM 64-78 (-14),,"GOOD FT by COURSON,TYLER",2
00:38,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
00:38,"SUB OUT by DOWNEY,WILL",,,,,,,"SUB OUT by DOWNEY,WILL",2
00:33,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",2
00:30,,,,,"FOUL  by ROHLFS,VICTOR",,,"FOUL  by ROHLFS,VICTOR",2
00:30,"GOOD FT by BROWN,SETH",65,,78 (+13),,USM 65-78 (-13),,"GOOD FT by BROWN,SETH",2
00:30,"GOOD FT by BROWN,SETH",66,,78 (+12),,USM 66-78 (-12),,"GOOD FT by BROWN,SETH",2
00:30,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
00:30,"SUB IN by DOWNEY,WILL",,,,,,,"SUB IN by DOWNEY,WILL",2
00:30,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
00:30,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
00:27,"FOUL  by DOWNEY,WILL",,,,,,,"FOUL  by DOWNEY,WILL",2
00:27,,66,,79 (+13),"GOOD FT by SMITH,CONNOR",OUM 66-79 (-13),,"GOOD FT by SMITH,CONNOR",2
00:27,,66,,80 (+14),"GOOD FT by SMITH,CONNOR",OUM 66-80 (-14),,"GOOD FT by SMITH,CONNOR",2
00:27,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
00:27,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",2
00:27,"SUB OUT by DOWNEY,WILL",,,,,,,"SUB OUT by DOWNEY,WILL",2
00:27,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
00:19,"GOOD 3PTR by BORN,LEO",69,,80 (+11),,USM 69-80 (-11),,"GOOD 3PTR by BORN,LEO",2
00:16,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
00:16,,69,,81 (+12),"GOOD FT by COURSON,TYLER",OUM 69-81 (-12),,"GOOD FT by COURSON,TYLER",2
00:16,,69,,82 (+13),"GOOD FT by COURSON,TYLER",OUM 69-82 (-13),,"GOOD FT by COURSON,TYLER",2
00:16,"SUB IN by DOWNEY,WILL",,,,,,,"SUB IN by DOWNEY,WILL",2
00:16,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
00:10,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
