Time Remaining,COLUMBIA INTERNATIONAL (S.C.),Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
15:53,,8,,11 (+3),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 8-11 (+3),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
--,,,,,"ASSIST  by BORN,LEO",,,"ASSIST  by BORN,LEO",1
15:27,"TURNOVER  by JOHNSON,BEN",,,,,,,"TURNOVER  by JOHNSON,BEN",1
15:27,"SUB IN by ISENHOUR,JOE",,,,,,,"SUB IN by ISENHOUR,JOE",1
15:27,"SUB OUT by GIBSON,RYAN",,,,,,,"SUB OUT by GIBSON,RYAN",1
15:27,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
15:27,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
15:24,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",1
--,,,,,"REBOUND OFF by CARDWELL,MARCELLUS",,,"REBOUND OFF by CARDWELL,MARCELLUS",1
15:06,,8,,14 (+6),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 8-14 (+6),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",1
14:55,,,,,"FOUL  by CARDWELL,MARCELLUS",,,"FOUL  by CARDWELL,MARCELLUS",1
14:55,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
14:55,,,,,"SUB OUT by CARDWELL,MARCELLUS",,,"SUB OUT by CARDWELL,MARCELLUS",1
14:46,"MISS JUMPER by JOHNSON,BEN",,,,,,,"MISS JUMPER by JOHNSON,BEN",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
14:31,"FOUL  by ISENHOUR,JOE",,,,,,,"FOUL  by ISENHOUR,JOE",1
14:31,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
14:31,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",1
--,"REBOUND DEF by REEVES,ISAIAH",,,,,,,"REBOUND DEF by REEVES,ISAIAH",1
14:28,"TURNOVER  by REEVES,ISAIAH",,,,,,,"TURNOVER  by REEVES,ISAIAH",1
14:26,,,,,"STEAL  by WILLIAMS,JORDEN",,,"STEAL  by WILLIAMS,JORDEN",1
14:20,"FOUL  by COLLINS,JARED",,,,,,,"FOUL  by COLLINS,JARED",1
14:20,,8,,15 (+7),"GOOD FT by VEAL,ROBERT",SEWANEE 8-15 (+7),,"GOOD FT by VEAL,ROBERT",1
14:20,,8,,16 (+8),"GOOD FT by VEAL,ROBERT",SEWANEE 8-16 (+8),,"GOOD FT by VEAL,ROBERT",1
14:20,"SUB IN by GIBSON,RYAN",,,,,,,"SUB IN by GIBSON,RYAN",1
14:20,"SUB IN by MOHAMED,STEFAN",,,,,,,"SUB IN by MOHAMED,STEFAN",1
14:20,"SUB OUT by COLLINS,JARED",,,,,,,"SUB OUT by COLLINS,JARED",1
14:20,"SUB OUT by JOHNSON,BEN",,,,,,,"SUB OUT by JOHNSON,BEN",1
14:20,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",1
14:20,,,,,"SUB IN by ARNOLD,ALEX",,,"SUB IN by ARNOLD,ALEX",1
14:20,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
14:20,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
14:15,"MISS 3PTR by MOHAMED,STEFAN",,,,,,,"MISS 3PTR by MOHAMED,STEFAN",1
--,,,,,"REBOUND DEF by ARNOLD,ALEX",,,"REBOUND DEF by ARNOLD,ALEX",1
14:02,,,,,"TURNOVER  by HEATHERLY,GARRETT",,,"TURNOVER  by HEATHERLY,GARRETT",1
13:41,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",1
13:35,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",1
13:35,"GOOD FT by GIBSON,RYAN",9,,16 (+7),,COLUMBIA INTERNATIONAL (S.C.) 9-16 (+7),,"GOOD FT by GIBSON,RYAN",1
13:35,"GOOD FT by GIBSON,RYAN",10,,16 (+6),,COLUMBIA INTERNATIONAL (S.C.) 10-16 (+6),,"GOOD FT by GIBSON,RYAN",1
13:35,"SUB IN by JOHNSON,BEN",,,,,,,"SUB IN by JOHNSON,BEN",1
13:35,"SUB OUT by DURKEE,ZACH",,,,,,,"SUB OUT by DURKEE,ZACH",1
13:35,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",1
13:35,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
13:28,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",1
--,,,,,"REBOUND OFF by HEATHERLY,GARRETT",,,"REBOUND OFF by HEATHERLY,GARRETT",1
13:23,,10,,18 (+8),"GOOD JUMPER by TOME,MATT",SEWANEE 10-18 (+8),,"GOOD JUMPER by TOME,MATT",1
--,,,,,"ASSIST  by VEAL,ROBERT",,,"ASSIST  by VEAL,ROBERT",1
13:12,"GOOD 3PTR by JOHNSON,BEN",13,,18 (+5),,COLUMBIA INTERNATIONAL (S.C.) 13-18 (+5),,"GOOD 3PTR by JOHNSON,BEN",1
12:53,,,,,"MISS JUMPER by HEATHERLY,GARRETT",,,"MISS JUMPER by HEATHERLY,GARRETT",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
12:49,"SUB IN by SPURLOCK,AARON",,,,,,,"SUB IN by SPURLOCK,AARON",1
12:49,"SUB OUT by ISENHOUR,JOE",,,,,,,"SUB OUT by ISENHOUR,JOE",1
12:22,,,,,"TURNOVER  by ARNOLD,ALEX",,,"TURNOVER  by ARNOLD,ALEX",1
12:20,"STEAL  by SPURLOCK,AARON",,,,,,,"STEAL  by SPURLOCK,AARON",1
12:13,"MISS LAYUP by JOHNSON,BEN",,,,,,,"MISS LAYUP by JOHNSON,BEN",1
--,,,,,"REBOUND DEF by DOWNEY,WILL",,,"REBOUND DEF by DOWNEY,WILL",1
12:02,,13,,20 (+7),"GOOD JUMPER by HEATHERLY,GARRETT(in the paint)",SEWANEE 13-20 (+7),,"GOOD JUMPER by HEATHERLY,GARRETT(in the paint)",1
--,,,,,"ASSIST  by ARNOLD,ALEX",,,"ASSIST  by ARNOLD,ALEX",1
12:02,"FOUL  by JOHNSON,BEN",,,,,,,"FOUL  by JOHNSON,BEN",1
12:02,,,,,"MISS FT by HEATHERLY,GARRETT",,,"MISS FT by HEATHERLY,GARRETT",1
--,"REBOUND DEF by GIBSON,RYAN",,,,,,,"REBOUND DEF by GIBSON,RYAN",1
12:02,"SUB IN by DURKEE,ZACH",,,,,,,"SUB IN by DURKEE,ZACH",1
12:02,"SUB IN by GREEN,ALONZO",,,,,,,"SUB IN by GREEN,ALONZO",1
12:02,"SUB OUT by MOHAMED,STEFAN",,,,,,,"SUB OUT by MOHAMED,STEFAN",1
12:02,"SUB OUT by REEVES,ISAIAH",,,,,,,"SUB OUT by REEVES,ISAIAH",1
12:02,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
12:02,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
12:02,,,,,"SUB IN by CARDWELL,MARCELLUS",,,"SUB IN by CARDWELL,MARCELLUS",1
12:02,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
12:02,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
12:02,,,,,"SUB OUT by ARNOLD,ALEX",,,"SUB OUT by ARNOLD,ALEX",1
12:02,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",1
12:02,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
11:59,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",1
11:59,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
11:59,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",1
11:42,"MISS 3PTR by JOHNSON,BEN",,,,,,,"MISS 3PTR by JOHNSON,BEN",1
--,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",,,"REBOUND DEF by CARDWELL,MARCELLUS",1
11:20,,13,,22 (+9),"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",SEWANEE 13-22 (+9),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",1
11:12,"MISS JUMPER by GIBSON,RYAN",,,,,,,"MISS JUMPER by GIBSON,RYAN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
11:08,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
11:08,,,,,"SUB IN by NELSON,ANVIL",,,"SUB IN by NELSON,ANVIL",1
11:08,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
11:08,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
10:57,,,,,"TURNOVER  by NELSON,ANVIL",,,"TURNOVER  by NELSON,ANVIL",1
10:46,"TURNOVER  by DURKEE,ZACH",,,,,,,"TURNOVER  by DURKEE,ZACH",1
10:29,,13,,24 (+11),"GOOD JUMPER by NELSON,ANVIL(in the paint)",SEWANEE 13-24 (+11),,"GOOD JUMPER by NELSON,ANVIL(in the paint)",1
10:12,"MISS JUMPER by DURKEE,ZACH",,,,,,,"MISS JUMPER by DURKEE,ZACH",1
--,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",,,"REBOUND DEF by CARDWELL,MARCELLUS",1
10:01,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
09:51,"SUB IN by REEVES,ISAIAH",,,,,,,"SUB IN by REEVES,ISAIAH",1
09:51,"SUB OUT by GREEN,ALONZO",,,,,,,"SUB OUT by GREEN,ALONZO",1
09:48,,,,,"MISS JUMPER by TOME,MATT",,,"MISS JUMPER by TOME,MATT",1
--,"REBOUND DEF by JOHNSON,BEN",,,,,,,"REBOUND DEF by JOHNSON,BEN",1
09:37,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",1
09:37,"GOOD FT by JOHNSON,BEN",14,,24 (+10),,COLUMBIA INTERNATIONAL (S.C.) 14-24 (+10),,"GOOD FT by JOHNSON,BEN",1
09:37,"MISS FT by JOHNSON,BEN",,,,,,,"MISS FT by JOHNSON,BEN",1
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",1
09:16,,14,,26 (+12),"GOOD JUMPER by NELSON,ANVIL(in the paint)",SEWANEE 14-26 (+12),,"GOOD JUMPER by NELSON,ANVIL(in the paint)",1
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",1
09:08,"TURNOVER  by DURKEE,ZACH",,,,,,,"TURNOVER  by DURKEE,ZACH",1
09:07,,,,,"STEAL  by BROWN,SETH",,,"STEAL  by BROWN,SETH",1
08:55,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",1
--,"REBOUND DEF by GIBSON,RYAN",,,,,,,"REBOUND DEF by GIBSON,RYAN",1
08:32,,,,,"FOUL  by CARDWELL,MARCELLUS",,,"FOUL  by CARDWELL,MARCELLUS",1
08:32,"GOOD FT by DURKEE,ZACH",15,,26 (+11),,COLUMBIA INTERNATIONAL (S.C.) 15-26 (+11),,"GOOD FT by DURKEE,ZACH",1
08:32,"GOOD FT by DURKEE,ZACH",16,,26 (+10),,COLUMBIA INTERNATIONAL (S.C.) 16-26 (+10),,"GOOD FT by DURKEE,ZACH",1
08:32,"SUB IN by ISENHOUR,JOE",,,,,,,"SUB IN by ISENHOUR,JOE",1
08:32,"SUB OUT by GIBSON,RYAN",,,,,,,"SUB OUT by GIBSON,RYAN",1
08:32,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
08:32,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
08:32,,,,,"SUB OUT by NELSON,ANVIL",,,"SUB OUT by NELSON,ANVIL",1
08:32,,,,,"SUB OUT by CARDWELL,MARCELLUS",,,"SUB OUT by CARDWELL,MARCELLUS",1
08:29,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
08:18,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND DEF by ISENHOUR,JOE",,,,,,,"REBOUND DEF by ISENHOUR,JOE",1
08:06,"MISS 3PTR by JOHNSON,BEN",,,,,,,"MISS 3PTR by JOHNSON,BEN",1
--,"REBOUND OFF by ISENHOUR,JOE",,,,,,,"REBOUND OFF by ISENHOUR,JOE",1
08:06,"TURNOVER  by ISENHOUR,JOE",,,,,,,"TURNOVER  by ISENHOUR,JOE",1
08:06,"SUB IN by BELL,CHASE",,,,,,,"SUB IN by BELL,CHASE",1
08:06,"SUB OUT by JOHNSON,BEN",,,,,,,"SUB OUT by JOHNSON,BEN",1
07:56,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",1
--,"REBOUND DEF by GIBSON,RYAN",,,,,,,"REBOUND DEF by GIBSON,RYAN",1
07:48,"GOOD JUMPER by DURKEE,ZACH(in the paint)",18,,26 (+8),,COLUMBIA INTERNATIONAL (S.C.) 18-26 (+8),,"GOOD JUMPER by DURKEE,ZACH(in the paint)",1
07:48,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",1
07:48,"GOOD FT by DURKEE,ZACH",19,,26 (+7),,COLUMBIA INTERNATIONAL (S.C.) 19-26 (+7),,"GOOD FT by DURKEE,ZACH",1
07:48,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:48,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",1
07:48,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
07:37,,19,,28 (+9),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 19-28 (+9),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",1
07:21,"MISS JUMPER by REEVES,ISAIAH",,,,,,,"MISS JUMPER by REEVES,ISAIAH",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
07:11,"FOUL  by ISENHOUR,JOE",,,,,,,"FOUL  by ISENHOUR,JOE",1
07:11,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:11,,19,,29 (+10),"GOOD FT by CARTER,KESHONN",SEWANEE 19-29 (+10),,"GOOD FT by CARTER,KESHONN",1
06:56,"MISS 3PTR by DURKEE,ZACH",,,,,,,"MISS 3PTR by DURKEE,ZACH",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
06:51,"SUB IN by JOHNSON,BEN",,,,,,,"SUB IN by JOHNSON,BEN",1
06:51,"SUB OUT by DURKEE,ZACH",,,,,,,"SUB OUT by DURKEE,ZACH",1
06:51,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
06:51,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
06:26,,19,,31 (+12),"GOOD JUMPER by BORN,LEO",SEWANEE 19-31 (+12),,"GOOD JUMPER by BORN,LEO",1
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",1
06:12,"MISS JUMPER by ISENHOUR,JOE",,,,,,,"MISS JUMPER by ISENHOUR,JOE",1
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",1
06:01,,19,,34 (+15),"GOOD 3PTR by DOWNEY,WILL",SEWANEE 19-34 (+15),,"GOOD 3PTR by DOWNEY,WILL",1
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",1
05:34,,,,,"FOUL  by DOWNEY,WILL",,,"FOUL  by DOWNEY,WILL",1
05:34,"GOOD FT by GIBSON,RYAN",20,,34 (+14),,COLUMBIA INTERNATIONAL (S.C.) 20-34 (+14),,"GOOD FT by GIBSON,RYAN",1
05:34,"GOOD FT by GIBSON,RYAN",21,,34 (+13),,COLUMBIA INTERNATIONAL (S.C.) 21-34 (+13),,"GOOD FT by GIBSON,RYAN",1
05:34,"SUB IN by GIBSON,RYAN",,,,,,,"SUB IN by GIBSON,RYAN",1
05:34,"SUB IN by SPURLOCK,AARON",,,,,,,"SUB IN by SPURLOCK,AARON",1
05:34,"SUB OUT by ISENHOUR,JOE",,,,,,,"SUB OUT by ISENHOUR,JOE",1
05:34,"SUB OUT by SPURLOCK,AARON",,,,,,,"SUB OUT by SPURLOCK,AARON",1
05:34,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",1
05:34,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
05:07,,21,,36 (+15),"GOOD JUMPER by BORN,LEO(in the paint)",SEWANEE 21-36 (+15),,"GOOD JUMPER by BORN,LEO(in the paint)",1
05:07,"FOUL  by BELL,CHASE",,,,,,,"FOUL  by BELL,CHASE",1
05:07,,21,,37 (+16),"GOOD FT by BORN,LEO",SEWANEE 21-37 (+16),,"GOOD FT by BORN,LEO",1
05:07,"SUB IN by DURKEE,ZACH",,,,,,,"SUB IN by DURKEE,ZACH",1
05:07,"SUB OUT by BELL,CHASE",,,,,,,"SUB OUT by BELL,CHASE",1
05:07,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",1
05:07,,,,,"SUB IN by ARNOLD,ALEX",,,"SUB IN by ARNOLD,ALEX",1
05:07,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
05:07,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
04:51,"GOOD 3PTR by REEVES,ISAIAH",24,,37 (+13),,COLUMBIA INTERNATIONAL (S.C.) 24-37 (+13),,"GOOD 3PTR by REEVES,ISAIAH",1
--,"ASSIST  by JOHNSON,BEN",,,,,,,"ASSIST  by JOHNSON,BEN",1
04:31,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",1
--,"REBOUND DEF by REEVES,ISAIAH",,,,,,,"REBOUND DEF by REEVES,ISAIAH",1
04:23,"MISS LAYUP by JOHNSON,BEN",,,,,,,"MISS LAYUP by JOHNSON,BEN",1
04:23,,,,,"BLOCK  by VEAL,ROBERT",,,"BLOCK  by VEAL,ROBERT",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
04:08,,,,,"FOUL  by ARNOLD,ALEX",,,"FOUL  by ARNOLD,ALEX",1
04:08,"GOOD FT by DURKEE,ZACH",25,,37 (+12),,COLUMBIA INTERNATIONAL (S.C.) 25-37 (+12),,"GOOD FT by DURKEE,ZACH",1
04:08,"GOOD FT by DURKEE,ZACH",26,,37 (+11),,COLUMBIA INTERNATIONAL (S.C.) 26-37 (+11),,"GOOD FT by DURKEE,ZACH",1
03:55,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",1
03:37,"MISS JUMPER by SPURLOCK,AARON",,,,,,,"MISS JUMPER by SPURLOCK,AARON",1
--,"REBOUND OFF by GIBSON,RYAN",,,,,,,"REBOUND OFF by GIBSON,RYAN",1
03:35,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",1
03:35,"GOOD FT by GIBSON,RYAN",27,,37 (+10),,COLUMBIA INTERNATIONAL (S.C.) 27-37 (+10),,"GOOD FT by GIBSON,RYAN",1
03:35,"GOOD FT by GIBSON,RYAN",28,,37 (+9),,COLUMBIA INTERNATIONAL (S.C.) 28-37 (+9),,"GOOD FT by GIBSON,RYAN",1
03:21,,28,,40 (+12),"GOOD 3PTR by ARNOLD,ALEX",SEWANEE 28-40 (+12),,"GOOD 3PTR by ARNOLD,ALEX",1
--,,,,,"ASSIST  by HEATHERLY,GARRETT",,,"ASSIST  by HEATHERLY,GARRETT",1
03:14,"MISS 3PTR by REEVES,ISAIAH",,,,,,,"MISS 3PTR by REEVES,ISAIAH",1
--,,,,,"REBOUND DEF by ARNOLD,ALEX",,,"REBOUND DEF by ARNOLD,ALEX",1
03:04,,,,,"TURNOVER  by ARNOLD,ALEX",,,"TURNOVER  by ARNOLD,ALEX",1
03:01,"STEAL  by DURKEE,ZACH",,,,,,,"STEAL  by DURKEE,ZACH",1
02:59,"MISS LAYUP by DURKEE,ZACH",,,,,,,"MISS LAYUP by DURKEE,ZACH",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
02:49,"FOUL  by SPURLOCK,AARON",,,,,,,"FOUL  by SPURLOCK,AARON",1
02:49,,28,,41 (+13),"GOOD FT by ARNOLD,ALEX",SEWANEE 28-41 (+13),,"GOOD FT by ARNOLD,ALEX",1
02:49,,28,,42 (+14),"GOOD FT by ARNOLD,ALEX",SEWANEE 28-42 (+14),,"GOOD FT by ARNOLD,ALEX",1
02:49,"SUB IN by GREEN,ALONZO",,,,,,,"SUB IN by GREEN,ALONZO",1
02:49,"SUB OUT by REEVES,ISAIAH",,,,,,,"SUB OUT by REEVES,ISAIAH",1
02:49,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
02:49,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
02:49,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",1
02:49,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",1
02:48,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
02:48,,,,,"SUB OUT by ARNOLD,ALEX",,,"SUB OUT by ARNOLD,ALEX",1
02:38,"MISS JUMPER by DURKEE,ZACH",,,,,,,"MISS JUMPER by DURKEE,ZACH",1
02:38,,,,,"BLOCK  by BROWN,SETH",,,"BLOCK  by BROWN,SETH",1
--,"REBOUND OFF by DURKEE,ZACH",,,,,,,"REBOUND OFF by DURKEE,ZACH",1
02:27,"MISS JUMPER by DURKEE,ZACH",,,,,,,"MISS JUMPER by DURKEE,ZACH",1
02:27,,,,,"BLOCK  by BROWN,SETH",,,"BLOCK  by BROWN,SETH",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
02:22,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",1
--,"REBOUND DEF by JOHNSON,BEN",,,,,,,"REBOUND DEF by JOHNSON,BEN",1
02:15,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",1
02:15,"MISS FT by DURKEE,ZACH",,,,,,,"MISS FT by DURKEE,ZACH",1
