Time Remaining,COLUMBIA INTERNATIONAL (S.C.),Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:15,"GOOD FT by DURKEE,ZACH",29,,42 (+13),,COLUMBIA INTERNATIONAL (S.C.) 29-42 (+13),,"GOOD FT by DURKEE,ZACH",1
02:15,,,,,"TURNOVER  by TURNER,BYRON",,,"TURNOVER  by TURNER,BYRON",1
02:15,"SUB IN by SPURLOCK,AARON",,,,,,,"SUB IN by SPURLOCK,AARON",1
02:15,"SUB IN by REEVES,ISAIAH",,,,,,,"SUB IN by REEVES,ISAIAH",1
02:15,"SUB OUT by DURKEE,ZACH",,,,,,,"SUB OUT by DURKEE,ZACH",1
02:13,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
02:13,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",1
01:57,"GOOD 3PTR by REEVES,ISAIAH",32,,42 (+10),,COLUMBIA INTERNATIONAL (S.C.) 32-42 (+10),,"GOOD 3PTR by REEVES,ISAIAH",1
--,"ASSIST  by JOHNSON,BEN",,,,,,,"ASSIST  by JOHNSON,BEN",1
01:35,,32,,45 (+13),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 32-45 (+13),,"GOOD 3PTR by WILLIAMS,JORDEN",1
01:21,"MISS JUMPER by JOHNSON,BEN",,,,,,,"MISS JUMPER by JOHNSON,BEN",1
--,"REBOUND OFF by JOHNSON,BEN",,,,,,,"REBOUND OFF by JOHNSON,BEN",1
01:15,"MISS 3PTR by REEVES,ISAIAH",,,,,,,"MISS 3PTR by REEVES,ISAIAH",1
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",1
01:08,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
00:54,"FOUL  by SPURLOCK,AARON",,,,,,,"FOUL  by SPURLOCK,AARON",1
00:54,,32,,46 (+14),"GOOD FT by CARTER,KESHONN",SEWANEE 32-46 (+14),,"GOOD FT by CARTER,KESHONN",1
00:54,,32,,47 (+15),"GOOD FT by CARTER,KESHONN",SEWANEE 32-47 (+15),,"GOOD FT by CARTER,KESHONN",1
00:54,"SUB IN by ISENHOUR,JOE",,,,,,,"SUB IN by ISENHOUR,JOE",1
00:54,"SUB IN by DURKEE,ZACH",,,,,,,"SUB IN by DURKEE,ZACH",1
00:54,"SUB OUT by SPURLOCK,AARON",,,,,,,"SUB OUT by SPURLOCK,AARON",1
00:54,"SUB OUT by GIBSON,RYAN",,,,,,,"SUB OUT by GIBSON,RYAN",1
00:40,"MISS 3PTR by GREEN,ALONZO",,,,,,,"MISS 3PTR by GREEN,ALONZO",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
00:03,,32,,50 (+18),"GOOD 3PTR by TOME,MATT",SEWANEE 32-50 (+18),,"GOOD 3PTR by TOME,MATT",1
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",1
19:47,"MISS 3PTR by JOHNSON,BEN",,,,,,,"MISS 3PTR by JOHNSON,BEN",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
19:40,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
19:39,"STEAL  by JOHNSON,BEN",,,,,,,"STEAL  by JOHNSON,BEN",2
19:35,"GOOD LAYUP by JOHNSON,BEN(in the paint)",34,,50 (+16),,COLUMBIA INTERNATIONAL (S.C.) 34-50 (+16),,"GOOD LAYUP by JOHNSON,BEN(in the paint)",2
19:16,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by REEVES,ISAIAH",,,,,,,"REBOUND DEF by REEVES,ISAIAH",2
19:09,"MISS 3PTR by DURKEE,ZACH",,,,,,,"MISS 3PTR by DURKEE,ZACH",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
18:57,,34,,52 (+18),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 34-52 (+18),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
18:53,"FOUL  by DURKEE,ZACH",,,,,,,"FOUL  by DURKEE,ZACH",2
18:53,,34,,53 (+19),"GOOD FT by CARTER,KESHONN",SEWANEE 34-53 (+19),,"GOOD FT by CARTER,KESHONN",2
18:36,,,,,"FOUL  by CARDWELL,MARCELLUS",,,"FOUL  by CARDWELL,MARCELLUS",2
18:36,"GOOD FT by JOHNSON,BEN",35,,53 (+18),,COLUMBIA INTERNATIONAL (S.C.) 35-53 (+18),,"GOOD FT by JOHNSON,BEN",2
18:36,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
18:36,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
18:35,"GOOD FT by JOHNSON,BEN",36,,53 (+17),,COLUMBIA INTERNATIONAL (S.C.) 36-53 (+17),,"GOOD FT by JOHNSON,BEN",2
18:27,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
18:24,"STEAL  by SPURLOCK,AARON",,,,,,,"STEAL  by SPURLOCK,AARON",2
18:21,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
18:14,"TURNOVER  by DURKEE,ZACH",,,,,,,"TURNOVER  by DURKEE,ZACH",2
18:12,,,,,"STEAL  by BROWN,SETH",,,"STEAL  by BROWN,SETH",2
18:07,,36,,56 (+20),"GOOD 3PTR by TOME,MATT",SEWANEE 36-56 (+20),,"GOOD 3PTR by TOME,MATT",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
17:58,"MISS 3PTR by JOHNSON,BEN",,,,,,,"MISS 3PTR by JOHNSON,BEN",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
17:49,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by REEVES,ISAIAH",,,,,,,"REBOUND DEF by REEVES,ISAIAH",2
17:28,"TURNOVER  by REEVES,ISAIAH",,,,,,,"TURNOVER  by REEVES,ISAIAH",2
17:26,,,,,"STEAL  by BROWN,SETH",,,"STEAL  by BROWN,SETH",2
17:18,,36,,59 (+23),"GOOD 3PTR by BORN,LEO",SEWANEE 36-59 (+23),,"GOOD 3PTR by BORN,LEO",2
17:06,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
16:52,"TURNOVER  by JOHNSON,BEN",,,,,,,"TURNOVER  by JOHNSON,BEN",2
16:50,,,,,"STEAL  by WILLIAMS,JORDEN",,,"STEAL  by WILLIAMS,JORDEN",2
16:43,"FOUL  by DURKEE,ZACH",,,,,,,"FOUL  by DURKEE,ZACH",2
16:43,,36,,60 (+24),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 36-60 (+24),,"GOOD FT by WILLIAMS,JORDEN",2
16:43,,36,,61 (+25),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 36-61 (+25),,"GOOD FT by WILLIAMS,JORDEN",2
16:43,"SUB IN by BELL,CHASE",,,,,,,"SUB IN by BELL,CHASE",2
16:43,"SUB OUT by JOHNSON,BEN",,,,,,,"SUB OUT by JOHNSON,BEN",2
16:31,"MISS 3PTR by BELL,CHASE",,,,,,,"MISS 3PTR by BELL,CHASE",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
16:24,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
16:19,,36,,63 (+27),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 36-63 (+27),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
16:04,"GOOD 3PTR by BELL,CHASE",39,,63 (+24),,COLUMBIA INTERNATIONAL (S.C.) 39-63 (+24),,"GOOD 3PTR by BELL,CHASE",2
--,"ASSIST  by REEVES,ISAIAH",,,,,,,"ASSIST  by REEVES,ISAIAH",2
16:00,,39,,66 (+27),"GOOD 3PTR by BORN,LEO",SEWANEE 39-66 (+27),,"GOOD 3PTR by BORN,LEO",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
15:49,"SUB IN by SPURLOCK,AARON",,,,,,,"SUB IN by SPURLOCK,AARON",2
15:49,"SUB OUT by GREEN,ALONZO",,,,,,,"SUB OUT by GREEN,ALONZO",2
15:37,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
15:37,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
15:25,"MISS 3PTR by ISENHOUR,JOE",,,,,,,"MISS 3PTR by ISENHOUR,JOE",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
15:00,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
15:00,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
15:00,"SUB IN by GIBSON,RYAN",,,,,,,"SUB IN by GIBSON,RYAN",2
15:00,"SUB OUT by SPURLOCK,AARON",,,,,,,"SUB OUT by SPURLOCK,AARON",2
15:00,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
15:00,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
14:57,"GOOD 3PTR by BELL,CHASE",42,,66 (+24),,COLUMBIA INTERNATIONAL (S.C.) 42-66 (+24),,"GOOD 3PTR by BELL,CHASE",2
--,"ASSIST  by REEVES,ISAIAH",,,,,,,"ASSIST  by REEVES,ISAIAH",2
14:27,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by GIBSON,RYAN",,,,,,,"REBOUND DEF by GIBSON,RYAN",2
14:15,,,,,"SUB IN by ARNOLD,ALEX",,,"SUB IN by ARNOLD,ALEX",2
14:15,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
14:08,"MISS 3PTR by BELL,CHASE",,,,,,,"MISS 3PTR by BELL,CHASE",2
--,,,,,"REBOUND DEF by ARNOLD,ALEX",,,"REBOUND DEF by ARNOLD,ALEX",2
13:57,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
--,"REBOUND DEF by REEVES,ISAIAH",,,,,,,"REBOUND DEF by REEVES,ISAIAH",2
13:49,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
13:49,"GOOD FT by BELL,CHASE",43,,66 (+23),,COLUMBIA INTERNATIONAL (S.C.) 43-66 (+23),,"GOOD FT by BELL,CHASE",2
13:49,"GOOD FT by BELL,CHASE",44,,66 (+22),,COLUMBIA INTERNATIONAL (S.C.) 44-66 (+22),,"GOOD FT by BELL,CHASE",2
13:49,"SUB IN by JOHNSON,BEN",,,,,,,"SUB IN by JOHNSON,BEN",2
13:49,"SUB OUT by DURKEE,ZACH",,,,,,,"SUB OUT by DURKEE,ZACH",2
13:49,,,,,"SUB IN by CARDWELL,MARCELLUS",,,"SUB IN by CARDWELL,MARCELLUS",2
13:49,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
13:22,,,,,"TURNOVER  by CARDWELL,MARCELLUS",,,"TURNOVER  by CARDWELL,MARCELLUS",2
13:22,"STEAL  by GIBSON,RYAN",,,,,,,"STEAL  by GIBSON,RYAN",2
13:19,"MISS 3PTR by JOHNSON,BEN",,,,,,,"MISS 3PTR by JOHNSON,BEN",2
--,,,,,"REBOUND DEF by HEATHERLY,GARRETT",,,"REBOUND DEF by HEATHERLY,GARRETT",2
13:05,,44,,68 (+24),"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",SEWANEE 44-68 (+24),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",2
--,,,,,"ASSIST  by ARNOLD,ALEX",,,"ASSIST  by ARNOLD,ALEX",2
12:42,"MISS 3PTR by ISENHOUR,JOE",,,,,,,"MISS 3PTR by ISENHOUR,JOE",2
--,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",,,"REBOUND DEF by CARDWELL,MARCELLUS",2
12:28,,,,,"MISS 3PTR by CARDWELL,MARCELLUS",,,"MISS 3PTR by CARDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by TOME,MATT",,,"REBOUND OFF by TOME,MATT",2
12:22,,44,,70 (+26),"GOOD LAYUP by ARNOLD,ALEX(in the paint)",SEWANEE 44-70 (+26),,"GOOD LAYUP by ARNOLD,ALEX(in the paint)",2
12:18,"FOUL  by ISENHOUR,JOE",,,,,,,"FOUL  by ISENHOUR,JOE",2
12:18,,44,,71 (+27),"GOOD FT by ARNOLD,ALEX",SEWANEE 44-71 (+27),,"GOOD FT by ARNOLD,ALEX",2
12:18,"SUB IN by JOHNSON,BEN",,,,,,,"SUB IN by JOHNSON,BEN",2
12:18,"SUB IN by DURKEE,ZACH",,,,,,,"SUB IN by DURKEE,ZACH",2
12:18,"SUB IN by SPURLOCK,AARON",,,,,,,"SUB IN by SPURLOCK,AARON",2
12:18,"SUB IN by GREEN,ALONZO",,,,,,,"SUB IN by GREEN,ALONZO",2
12:18,"SUB IN by MOHAMED,STEFAN",,,,,,,"SUB IN by MOHAMED,STEFAN",2
12:18,"SUB OUT by GIBSON,RYAN",,,,,,,"SUB OUT by GIBSON,RYAN",2
12:18,"SUB OUT by ISENHOUR,JOE",,,,,,,"SUB OUT by ISENHOUR,JOE",2
12:18,"SUB OUT by JOHNSON,BEN",,,,,,,"SUB OUT by JOHNSON,BEN",2
12:18,"SUB OUT by BELL,CHASE",,,,,,,"SUB OUT by BELL,CHASE",2
12:18,"SUB OUT by REEVES,ISAIAH",,,,,,,"SUB OUT by REEVES,ISAIAH",2
11:54,,,,,"FOUL  by ARNOLD,ALEX",,,"FOUL  by ARNOLD,ALEX",2
11:36,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
11:36,"GOOD FT by MOHAMED,STEFAN",45,,71 (+26),,COLUMBIA INTERNATIONAL (S.C.) 45-71 (+26),,"GOOD FT by MOHAMED,STEFAN",2
11:36,"MISS FT by MOHAMED,STEFAN",,,,,,,"MISS FT by MOHAMED,STEFAN",2
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",2
11:36,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
11:36,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
11:36,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
11:36,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
11:36,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
11:36,,,,,"SUB OUT by CARDWELL,MARCELLUS",,,"SUB OUT by CARDWELL,MARCELLUS",2
11:18,,45,,74 (+29),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 45-74 (+29),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by ARNOLD,ALEX",,,"ASSIST  by ARNOLD,ALEX",2
11:07,"GOOD 3PTR by GREEN,ALONZO",48,,74 (+26),,COLUMBIA INTERNATIONAL (S.C.) 48-74 (+26),,"GOOD 3PTR by GREEN,ALONZO",2
--,"ASSIST  by MOHAMED,STEFAN",,,,,,,"ASSIST  by MOHAMED,STEFAN",2
10:44,"FOUL  by SPURLOCK,AARON",,,,,,,"FOUL  by SPURLOCK,AARON",2
10:44,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",2
10:44,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
10:41,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by DOWNEY,WILL",,,"REBOUND OFF by DOWNEY,WILL",2
10:25,"FOUL  by SPURLOCK,AARON",,,,,,,"FOUL  by SPURLOCK,AARON",2
10:25,"SUB IN by REEVES,ISAIAH",,,,,,,"SUB IN by REEVES,ISAIAH",2
10:07,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",2
10:07,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
10:07,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
10:01,"TURNOVER  by DURKEE,ZACH",,,,,,,"TURNOVER  by DURKEE,ZACH",2
09:58,,,,,"STEAL  by WILLIAMS,JORDEN",,,"STEAL  by WILLIAMS,JORDEN",2
09:52,,48,,76 (+28),"GOOD JUMPER by BROWN,SETH(in the paint)",SEWANEE 48-76 (+28),,"GOOD JUMPER by BROWN,SETH(in the paint)",2
09:40,"GOOD 3PTR by REEVES,ISAIAH",51,,76 (+25),,COLUMBIA INTERNATIONAL (S.C.) 51-76 (+25),,"GOOD 3PTR by REEVES,ISAIAH",2
--,"ASSIST  by GREEN,ALONZO",,,,,,,"ASSIST  by GREEN,ALONZO",2
09:00,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,"REBOUND DEF by REEVES,ISAIAH",,,,,,,"REBOUND DEF by REEVES,ISAIAH",2
08:55,"TURNOVER  by MOHAMED,STEFAN",,,,,,,"TURNOVER  by MOHAMED,STEFAN",2
08:34,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by REEVES,ISAIAH",,,,,,,"REBOUND DEF by REEVES,ISAIAH",2
08:27,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
08:27,"SUB IN by WILSON,NAYQUAN",,,,,,,"SUB IN by WILSON,NAYQUAN",2
08:27,"SUB OUT by MOHAMED,STEFAN",,,,,,,"SUB OUT by MOHAMED,STEFAN",2
08:27,,,,,"SUB IN by CARDWELL,MARCELLUS",,,"SUB IN by CARDWELL,MARCELLUS",2
08:27,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
08:27,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",2
08:27,,,,,"SUB OUT by ARNOLD,ALEX",,,"SUB OUT by ARNOLD,ALEX",2
08:21,"MISS FT by SPURLOCK,AARON",,,,,,,"MISS FT by SPURLOCK,AARON",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
08:12,,51,,78 (+27),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 51-78 (+27),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
07:54,"TURNOVER  by GREEN,ALONZO",,,,,,,"TURNOVER  by GREEN,ALONZO",2
07:54,"SUB IN by BELL,CHASE",,,,,,,"SUB IN by BELL,CHASE",2
07:54,"SUB OUT by GREEN,ALONZO",,,,,,,"SUB OUT by GREEN,ALONZO",2
07:37,,51,,80 (+29),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 51-80 (+29),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
07:19,"GOOD LAYUP by DURKEE,ZACH(in the paint)",53,,80 (+27),,COLUMBIA INTERNATIONAL (S.C.) 53-80 (+27),,"GOOD LAYUP by DURKEE,ZACH(in the paint)",2
06:50,,53,,82 (+29),"GOOD JUMPER by BORN,LEO",SEWANEE 53-82 (+29),,"GOOD JUMPER by BORN,LEO",2
06:29,"MISS 3PTR by REEVES,ISAIAH",,,,,,,"MISS 3PTR by REEVES,ISAIAH",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
06:08,"FOUL  by BELL,CHASE",,,,,,,"FOUL  by BELL,CHASE",2
06:06,,,,,"SUB IN by NELSON,ANVIL",,,"SUB IN by NELSON,ANVIL",2
06:06,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
06:01,,53,,85 (+32),"GOOD 3PTR by BORN,LEO",SEWANEE 53-85 (+32),,"GOOD 3PTR by BORN,LEO",2
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",2
06:01,"SUB IN by COLLINS,JARED",,,,,,,"SUB IN by COLLINS,JARED",2
06:01,"SUB IN by JOHNSON,BEN",,,,,,,"SUB IN by JOHNSON,BEN",2
06:01,"SUB IN by GIBSON,RYAN",,,,,,,"SUB IN by GIBSON,RYAN",2
06:01,"SUB OUT by DURKEE,ZACH",,,,,,,"SUB OUT by DURKEE,ZACH",2
06:01,"SUB OUT by SPURLOCK,AARON",,,,,,,"SUB OUT by SPURLOCK,AARON",2
06:01,"SUB OUT by REEVES,ISAIAH",,,,,,,"SUB OUT by REEVES,ISAIAH",2
05:33,"MISS 3PTR by JOHNSON,BEN",,,,,,,"MISS 3PTR by JOHNSON,BEN",2
--,"REBOUND OFF by COLLINS,JARED",,,,,,,"REBOUND OFF by COLLINS,JARED",2
05:29,"MISS JUMPER by COLLINS,JARED",,,,,,,"MISS JUMPER by COLLINS,JARED",2
--,,,,,"REBOUND DEF by NELSON,ANVIL",,,"REBOUND DEF by NELSON,ANVIL",2
05:24,,,,,"TURNOVER  by NELSON,ANVIL",,,"TURNOVER  by NELSON,ANVIL",2
05:21,"STEAL  by WILSON,NAYQUAN",,,,,,,"STEAL  by WILSON,NAYQUAN",2
05:19,"GOOD JUMPER by JOHNSON,BEN",55,,85 (+30),,COLUMBIA INTERNATIONAL (S.C.) 55-85 (+30),,"GOOD JUMPER by JOHNSON,BEN",2
05:19,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
05:19,"GOOD FT by JOHNSON,BEN",56,,85 (+29),,COLUMBIA INTERNATIONAL (S.C.) 56-85 (+29),,"GOOD FT by JOHNSON,BEN",2
05:19,,,,,"MISS 3PTR by HERMANN,ADAM",,,"MISS 3PTR by HERMANN,ADAM",2
--,"REBOUND DEF by COLLINS,JARED",,,,,,,"REBOUND DEF by COLLINS,JARED",2
05:19,"SUB IN by JONES,PAUL",,,,,,,"SUB IN by JONES,PAUL",2
05:19,"SUB IN by REEVES,ISAIAH",,,,,,,"SUB IN by REEVES,ISAIAH",2
05:19,"SUB OUT by WILSON,NAYQUAN",,,,,,,"SUB OUT by WILSON,NAYQUAN",2
05:19,"SUB OUT by BELL,CHASE",,,,,,,"SUB OUT by BELL,CHASE",2
05:19,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
05:19,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
05:19,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
05:19,,,,,"SUB IN by HERMANN,ADAM",,,"SUB IN by HERMANN,ADAM",2
05:19,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
05:19,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
05:19,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
05:19,,,,,"SUB OUT by CARDWELL,MARCELLUS",,,"SUB OUT by CARDWELL,MARCELLUS",2
05:05,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
05:05,"MISS FT by GIBSON,RYAN",,,,,,,"MISS FT by GIBSON,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:03,"GOOD FT by GIBSON,RYAN",57,,85 (+28),,COLUMBIA INTERNATIONAL (S.C.) 57-85 (+28),,"GOOD FT by GIBSON,RYAN",2
04:52,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
04:33,"FOUL  by JOHNSON,BEN",,,,,,,"FOUL  by JOHNSON,BEN",2
04:33,,57,,86 (+29),"GOOD FT by NELSON,ANVIL",SEWANEE 57-86 (+29),,"GOOD FT by NELSON,ANVIL",2
04:33,,,,,"MISS FT by NELSON,ANVIL",,,"MISS FT by NELSON,ANVIL",2
--,,,,,"REBOUND OFF by TURNER,BYRON",,,"REBOUND OFF by TURNER,BYRON",2
04:33,"SUB IN by NEELEY,NATHAN",,,,,,,"SUB IN by NEELEY,NATHAN",2
04:33,"SUB OUT by JONES,PAUL",,,,,,,"SUB OUT by JONES,PAUL",2
04:18,"FOUL  by GIBSON,RYAN",,,,,,,"FOUL  by GIBSON,RYAN",2
04:18,,57,,87 (+30),"GOOD FT by TURNER,BYRON",SEWANEE 57-87 (+30),,"GOOD FT by TURNER,BYRON",2
04:18,,57,,88 (+31),"GOOD FT by TURNER,BYRON",SEWANEE 57-88 (+31),,"GOOD FT by TURNER,BYRON",2
04:01,,,,,"FOUL  by NELSON,ANVIL",,,"FOUL  by NELSON,ANVIL",2
04:01,"MISS FT by GIBSON,RYAN",,,,,,,"MISS FT by GIBSON,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:01,"GOOD FT by GIBSON,RYAN",58,,88 (+30),,COLUMBIA INTERNATIONAL (S.C.) 58-88 (+30),,"GOOD FT by GIBSON,RYAN",2
04:01,"SUB IN by GREEN,ALONZO",,,,,,,"SUB IN by GREEN,ALONZO",2
04:01,"SUB OUT by REEVES,ISAIAH",,,,,,,"SUB OUT by REEVES,ISAIAH",2
03:31,,,,,"MISS JUMPER by TURNER,BYRON",,,"MISS JUMPER by TURNER,BYRON",2
--,,,,,"REBOUND OFF by TURNER,BYRON",,,"REBOUND OFF by TURNER,BYRON",2
03:24,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",2
03:24,,,,,"SUB OUT by NELSON,ANVIL",,,"SUB OUT by NELSON,ANVIL",2
03:19,"SUB IN by MOHAMED,STEFAN",,,,,,,"SUB IN by MOHAMED,STEFAN",2
03:19,"SUB OUT by JOHNSON,BEN",,,,,,,"SUB OUT by JOHNSON,BEN",2
03:11,,,,,"MISS JUMPER by HERMANN,ADAM",,,"MISS JUMPER by HERMANN,ADAM",2
--,"REBOUND DEF by GREEN,ALONZO",,,,,,,"REBOUND DEF by GREEN,ALONZO",2
03:06,"MISS 3PTR by GREEN,ALONZO",,,,,,,"MISS 3PTR by GREEN,ALONZO",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:06,,58,,90 (+32),"GOOD LAYUP by TURNER,BYRON(in the paint)",SEWANEE 58-90 (+32),,"GOOD LAYUP by TURNER,BYRON(in the paint)",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
02:51,,,,,"FOUL  by HERMANN,ADAM",,,"FOUL  by HERMANN,ADAM",2
02:51,"GOOD FT by MOHAMED,STEFAN",59,,90 (+31),,COLUMBIA INTERNATIONAL (S.C.) 59-90 (+31),,"GOOD FT by MOHAMED,STEFAN",2
