Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
18:20,"GOOD JUMPER by DENEKA,HARRISON",35,,37 (+2),,17BSC-M 35-37 (+2),,"GOOD JUMPER by DENEKA,HARRISON",2
18:00,,35,,39 (+4),"GOOD JUMPER by GRIFFIN,JAROD",CENTRE-M 35-39 (+4),,"GOOD JUMPER by GRIFFIN,JAROD",2
17:50,"GOOD LAYUP by ALLISON,ZACH(in the paint)",37,,39 (+2),,17BSC-M 37-39 (+2),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
16:42,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
16:42,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
16:42,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",2
16:42,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
16:42,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
16:42,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
16:42,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
16:42,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
16:42,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
16:42,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
16:38,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
16:35,,,,,"FOUL  by SCHMUCKER,ZACH",,,"FOUL  by SCHMUCKER,ZACH",2
16:29,"GOOD FT by DENEKA,HARRISON",38,,39 (+1),,17BSC-M 38-39 (+1),,"GOOD FT by DENEKA,HARRISON",2
16:25,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
16:25,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
16:25,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
16:23,"GOOD FT by DENEKA,HARRISON",39,,39,,17BSC-M 39-39 (0),,"GOOD FT by DENEKA,HARRISON",2
16:12,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
16:02,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
16:00,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
16:00,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
15:59,,39,,41 (+2),"GOOD JUMPER by GRIFFIN,JAROD",CENTRE-M 39-41 (+2),,"GOOD JUMPER by GRIFFIN,JAROD",2
15:59,"GOOD LAYUP by YANCEY,RICH(in the paint)",41,,41,,17BSC-M 41-41 (0),,"GOOD LAYUP by YANCEY,RICH(in the paint)",2
15:59,,41,,43 (+2),"GOOD JUMPER by SINE,TUCKER",CENTRE-M 41-43 (+2),,"GOOD JUMPER by SINE,TUCKER",2
15:50,,41,,45 (+4),"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 41-45 (+4),,"GOOD LAYUP by WALKER,ART(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
15:31,"GOOD 3PTR by GONDA,MATT",44,,45 (+1),,17BSC-M 44-45 (+1),,"GOOD 3PTR by GONDA,MATT",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
15:06,"FOUL  by MURPHY,JUWAN",,,,,,,"FOUL  by MURPHY,JUWAN",2
15:05,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
15:05,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
14:59,,44,,47 (+3),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 44-47 (+3),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
14:49,"MISS LAYUP by MURPHY,JUWAN",,,,,,,"MISS LAYUP by MURPHY,JUWAN",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
14:44,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
14:44,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
14:44,"SUB OUT by MURPHY,JUWAN",,,,,,,"SUB OUT by MURPHY,JUWAN",2
14:44,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
14:44,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
14:32,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
14:30,"STEAL  by STEWART,CHRISTIAN",,,,,,,"STEAL  by STEWART,CHRISTIAN",2
14:09,"MISS LAYUP by GONDA,MATT",,,,,,,"MISS LAYUP by GONDA,MATT",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
14:03,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:54,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",46,,47 (+1),,17BSC-M 46-47 (+1),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
13:27,,46,,49 (+3),"GOOD JUMPER by AYERS,PERRY",CENTRE-M 46-49 (+3),,"GOOD JUMPER by AYERS,PERRY",2
13:04,"GOOD LAYUP by GONDA,MATT(in the paint)",48,,49 (+1),,17BSC-M 48-49 (+1),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
12:41,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
12:41,"BLOCK  by STEWART,CHRISTIAN",,,,,,,"BLOCK  by STEWART,CHRISTIAN",2
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",2
12:24,"GOOD LAYUP by SPENCE,BEN(in the paint)",50 (+1),,49,,17BSC-M 50-49 (-1),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
12:06,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
12:06,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
12:06,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
12:06,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
12:06,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
12:06,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
12:06,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
12:06,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
11:45,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
11:19,,50,,51 (+1),"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 50-51 (+1),,"GOOD LAYUP by WALKER,ART(in the paint)",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
11:05,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
11:05,"MISS FT by ALLISON,ZACH",,,,,,,"MISS FT by ALLISON,ZACH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:05,"MISS FT by ALLISON,ZACH",,,,,,,"MISS FT by ALLISON,ZACH",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
11:05,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
11:05,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
11:05,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
11:05,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
11:05,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
11:05,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
10:52,,50,,54 (+4),"GOOD 3PTR by CRUMP,DAWSON",CENTRE-M 50-54 (+4),,"GOOD 3PTR by CRUMP,DAWSON",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
10:34,"MISS LAYUP by ALLISON,ZACH",,,,,,,"MISS LAYUP by ALLISON,ZACH",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
10:29,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
10:29,"BLOCK  by RUDAK,MATEUSZ",,,,,,,"BLOCK  by RUDAK,MATEUSZ",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:15,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
10:15,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
10:00,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",2
10:00,,,,,"BLOCK  by PURVIS,KC",,,"BLOCK  by PURVIS,KC",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
09:46,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by ALLISON,ZACH",,,,,,,"REBOUND DEF by ALLISON,ZACH",2
09:36,"GOOD LAYUP by ALLISON,ZACH(in the paint)",52,,54 (+2),,17BSC-M 52-54 (+2),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
09:10,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
09:10,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
09:10,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
09:10,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
09:03,,,,,"MISS LAYUP by GRIFFIN,JAROD",,,"MISS LAYUP by GRIFFIN,JAROD",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
08:53,"GOOD FT by DENEKA,HARRISON",53,,54 (+1),,17BSC-M 53-54 (+1),,"GOOD FT by DENEKA,HARRISON",2
08:53,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
08:53,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
08:53,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",2
08:53,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
08:48,,53,,56 (+3),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 53-56 (+3),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
08:29,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",2
08:29,"TURNOVER  by YANCEY,RICH",,,,,,,"TURNOVER  by YANCEY,RICH",2
08:29,,,,,"MISS JUMPER by BATES,JACOB",,,"MISS JUMPER by BATES,JACOB",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
08:29,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
08:29,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
08:29,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
08:29,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
08:29,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
08:29,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
07:23,"MISS LAYUP by RUDAK,MATEUSZ",,,,,,,"MISS LAYUP by RUDAK,MATEUSZ",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
07:10,,53,,59 (+6),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 53-59 (+6),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
06:57,"MISS 3PTR by YANCEY,RICH",,,,,,,"MISS 3PTR by YANCEY,RICH",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
06:34,,53,,61 (+8),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 53-61 (+8),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
06:34,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
06:34,,,,,"MISS FT by AYERS,PERRY",,,"MISS FT by AYERS,PERRY",2
--,"REBOUND DEF by DENBESTEN,COLE",,,,,,,"REBOUND DEF by DENBESTEN,COLE",2
06:34,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
06:34,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
06:34,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
06:34,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
06:34,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
06:34,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
06:34,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
06:34,"SUB OUT by MURPHY,JUWAN",,,,,,,"SUB OUT by MURPHY,JUWAN",2
06:34,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
06:34,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
06:26,"MISS 3PTR by ALLISON,ZACH",,,,,,,"MISS 3PTR by ALLISON,ZACH",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
06:22,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",2
06:22,,,,,"BLOCK  by GRIFFIN,JAROD",,,"BLOCK  by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
05:52,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",2
05:28,"GOOD JUMPER by DENEKA,HARRISON",55,,61 (+6),,17BSC-M 55-61 (+6),,"GOOD JUMPER by DENEKA,HARRISON",2
04:58,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND OFF by SINE,TUCKER",,,"REBOUND OFF by SINE,TUCKER",2
04:51,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND OFF by AYERS,PERRY",,,"REBOUND OFF by AYERS,PERRY",2
04:46,,55,,63 (+8),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 55-63 (+8),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
04:41,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
04:41,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
04:41,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
04:41,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
04:29,"MISS JUMPER by DENEKA,HARRISON",,,,,,,"MISS JUMPER by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
04:23,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
04:20,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
04:17,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
03:46,,55,,65 (+10),"GOOD JUMPER by SINE,TUCKER",CENTRE-M 55-65 (+10),,"GOOD JUMPER by SINE,TUCKER",2
03:22,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
03:22,"GOOD FT by DENBESTEN,COLE",56,,65 (+9),,17BSC-M 56-65 (+9),,"GOOD FT by DENBESTEN,COLE",2
03:22,"MISS FT by DENBESTEN,COLE",,,,,,,"MISS FT by DENBESTEN,COLE",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
02:56,,56,,67 (+11),"GOOD JUMPER by GRIFFIN,JAROD",CENTRE-M 56-67 (+11),,"GOOD JUMPER by GRIFFIN,JAROD",2
02:47,"GOOD LAYUP by SPENCE,BEN(in the paint)",58,,67 (+9),,17BSC-M 58-67 (+9),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
--,"ASSIST  by DENBESTEN,COLE",,,,,,,"ASSIST  by DENBESTEN,COLE",2
02:42,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:35,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
02:35,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
02:19,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
01:56,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
01:56,"GOOD FT by DENEKA,HARRISON",59,,67 (+8),,17BSC-M 59-67 (+8),,"GOOD FT by DENEKA,HARRISON",2
01:56,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
01:56,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
01:56,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
01:33,,,,,"MISS JUMPER by BATES,JACOB",,,"MISS JUMPER by BATES,JACOB",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
01:27,,59,,69 (+10),"GOOD LAYUP by RAKES,BAILEY(in the paint)",CENTRE-M 59-69 (+10),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
01:18,"GOOD 3PTR by BAK,CALVIN",62,,69 (+7),,17BSC-M 62-69 (+7),,"GOOD 3PTR by BAK,CALVIN",2
01:05,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
01:05,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
01:05,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
00:48,,62,,71 (+9),"GOOD JUMPER by WALKER,ART",CENTRE-M 62-71 (+9),,"GOOD JUMPER by WALKER,ART",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
00:39,"MISS LAYUP by ALLISON,ZACH",,,,,,,"MISS LAYUP by ALLISON,ZACH",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
00:35,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",64,,71 (+7),,17BSC-M 64-71 (+7),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
00:29,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
00:29,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
00:29,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
00:29,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
00:27,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
00:25,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
00:23,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
00:23,"GOOD FT by DENEKA,HARRISON",65,,71 (+6),,17BSC-M 65-71 (+6),,"GOOD FT by DENEKA,HARRISON",2
00:23,"GOOD FT by DENEKA,HARRISON",66,,71 (+5),,17BSC-M 66-71 (+5),,"GOOD FT by DENEKA,HARRISON",2
00:23,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
00:23,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
00:23,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
00:23,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
00:18,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
00:18,,66,,72 (+6),"GOOD FT by BATES,JACOB",CENTRE-M 66-72 (+6),,"GOOD FT by BATES,JACOB",2
00:18,,66,,73 (+7),"GOOD FT by BATES,JACOB",CENTRE-M 66-73 (+7),,"GOOD FT by BATES,JACOB",2
00:18,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
00:18,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
00:18,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
00:18,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
00:12,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
00:12,"GOOD FT by BAK,CALVIN",67,,73 (+6),,17BSC-M 67-73 (+6),,"GOOD FT by BAK,CALVIN",2
00:12,"GOOD FT by BAK,CALVIN",68,,73 (+5),,17BSC-M 68-73 (+5),,"GOOD FT by BAK,CALVIN",2
00:12,"GOOD FT by BAK,CALVIN",69,,73 (+4),,17BSC-M 69-73 (+4),,"GOOD FT by BAK,CALVIN",2
00:12,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
00:12,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
00:12,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
00:12,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
00:11,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
00:11,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by BAK,CALVIN",,,,,,,"REBOUND DEF by BAK,CALVIN",2
00:11,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
00:11,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
00:06,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",71,,73 (+2),,17BSC-M 71-73 (+2),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
00:05,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
00:05,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
00:04,,71,,74 (+3),"GOOD FT by WALKER,ART",CENTRE-M 71-74 (+3),,"GOOD FT by WALKER,ART",2
00:03,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
00:03,,71,,75 (+4),"GOOD FT by WALKER,ART",CENTRE-M 71-75 (+4),,"GOOD FT by WALKER,ART",2
00:03,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
00:03,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
00:03,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
00:03,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
00:00,"TURNOVER  by YANCEY,RICH",,,,,,,"TURNOVER  by YANCEY,RICH",2
00:00,,,,,"STEAL  by WALKER,ART",,,"STEAL  by WALKER,ART",2
