Time Remaining,CENM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
16:22,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
16:22,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
16:18,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
16:05,,25,,48 (+23),"GOOD 3PTR by HUGHES,JUSTIN",OUM 25-48 (-23),,"GOOD 3PTR by HUGHES,JUSTIN",2
--,,,,,"ASSIST  by SMITH,CONNOR",,,"ASSIST  by SMITH,CONNOR",2
15:49,"GOOD 3PTR by WALKER,ART",28,,48 (+20),,CENM 28-48 (-20),,"GOOD 3PTR by WALKER,ART",2
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",2
15:21,,,,,"MISS 3PTR by HUGHES,JUSTIN",,,"MISS 3PTR by HUGHES,JUSTIN",2
--,,,,,"REBOUND OFF by PERRY,WILL",,,"REBOUND OFF by PERRY,WILL",2
15:16,,,,,"MISS LAYUP by PERRY,WILL",,,"MISS LAYUP by PERRY,WILL",2
--,,,,,"REBOUND OFF by PERRY,WILL",,,"REBOUND OFF by PERRY,WILL",2
15:14,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:14,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
15:14,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
15:14,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
15:14,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
15:14,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
15:14,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
15:03,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
14:32,"MISS 3PTR by AYERS,PERRY",,,,,,,"MISS 3PTR by AYERS,PERRY",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
14:23,,28,,51 (+23),"GOOD 3PTR by SMITH,CONNOR(fastbreak)",OUM 28-51 (-23),,"GOOD 3PTR by SMITH,CONNOR(fastbreak)",2
--,,,,,"ASSIST  by PERRY,WILL",,,"ASSIST  by PERRY,WILL",2
13:58,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:44,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
13:44,"GOOD FT by AYERS,PERRY",29,,51 (+22),,CENM 29-51 (-22),,"GOOD FT by AYERS,PERRY",2
13:44,"GOOD FT by AYERS,PERRY",30,,51 (+21),,CENM 30-51 (-21),,"GOOD FT by AYERS,PERRY",2
13:44,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
13:44,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
13:44,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
13:44,,,,,"SUB OUT by HUGHES,JUSTIN",,,"SUB OUT by HUGHES,JUSTIN",2
13:30,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
13:30,"STEAL  by CRUMP,DAWSON",,,,,,,"STEAL  by CRUMP,DAWSON",2
13:11,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",2
13:08,"GOOD LAYUP by BATES,JACOB(in the paint)",32,,51 (+19),,CENM 32-51 (-19),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
13:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:06,,,,,"SUB IN by HUGHES,JUSTIN",,,"SUB IN by HUGHES,JUSTIN",2
13:06,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
12:50,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
12:31,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",2
12:31,"GOOD FT by AYERS,PERRY",33,,51 (+18),,CENM 33-51 (-18),,"GOOD FT by AYERS,PERRY",2
12:31,"MISS FT by AYERS,PERRY",,,,,,,"MISS FT by AYERS,PERRY",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
12:31,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
12:31,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
12:17,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
12:05,"MISS JUMPER by AYERS,PERRY",,,,,,,"MISS JUMPER by AYERS,PERRY",2
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",2
11:59,"GOOD LAYUP by BATES,JACOB(in the paint)",35,,51 (+16),,CENM 35-51 (-16),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
11:45,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
11:45,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:45,,35,,52 (+17),"GOOD FT by PERRY,WILL",OUM 35-52 (-17),,"GOOD FT by PERRY,WILL",2
11:45,,35,,53 (+18),"GOOD FT by PERRY,WILL",OUM 35-53 (-18),,"GOOD FT by PERRY,WILL",2
11:45,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
11:45,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
11:32,"GOOD 3PTR by WALKER,ART",38,,53 (+15),,CENM 38-53 (-15),,"GOOD 3PTR by WALKER,ART",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
11:17,,38,,56 (+18),"GOOD 3PTR by PERRY,WILL",OUM 38-56 (-18),,"GOOD 3PTR by PERRY,WILL",2
--,,,,,"ASSIST  by HUGHES,JUSTIN",,,"ASSIST  by HUGHES,JUSTIN",2
10:57,"GOOD LAYUP by BATES,JACOB(in the paint)",40,,56 (+16),,CENM 40-56 (-16),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",2
10:44,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
10:27,"GOOD 3PTR by CRUMP,DAWSON",43,,56 (+13),,CENM 43-56 (-13),,"GOOD 3PTR by CRUMP,DAWSON",2
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",2
10:05,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",2
10:05,,,,,"TURNOVER  by PERRY,WILL",,,"TURNOVER  by PERRY,WILL",2
10:05,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
10:05,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
09:49,"GOOD 3PTR by GRIFFIN,JAROD",46,,56 (+10),,CENM 46-56 (-10),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
09:31,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
09:06,"MISS LAYUP by BATES,JACOB",,,,,,,"MISS LAYUP by BATES,JACOB",2
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",2
09:04,"MISS LAYUP by BATES,JACOB",,,,,,,"MISS LAYUP by BATES,JACOB",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
08:53,,,,,"MISS 3PTR by HUGHES,JUSTIN",,,"MISS 3PTR by HUGHES,JUSTIN",2
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",2
08:53,,46,,58 (+12),"GOOD LAYUP by FOSTER,LANE(in the paint)",OUM 46-58 (-12),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
08:53,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
08:53,,46,,59 (+13),"GOOD FT by FOSTER,LANE",OUM 46-59 (-13),,"GOOD FT by FOSTER,LANE",2
08:53,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
08:53,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
08:53,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
08:53,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
08:53,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
08:53,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
08:53,,,,,"SUB IN by BOURDAGE,TAYLOR",,,"SUB IN by BOURDAGE,TAYLOR",2
08:53,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
08:39,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
08:24,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",2
08:24,,46,,60 (+14),"GOOD FT by INUNGU,TOM",OUM 46-60 (-14),,"GOOD FT by INUNGU,TOM",2
08:24,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:24,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
08:24,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
08:19,,,,,"MISS 3PTR by BOURDAGE,TAYLOR",,,"MISS 3PTR by BOURDAGE,TAYLOR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:16,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
07:56,"GOOD 3PTR by CRUMP,DAWSON",49,,60 (+11),,CENM 49-60 (-11),,"GOOD 3PTR by CRUMP,DAWSON",2
--,"ASSIST  by SINE,TUCKER",,,,,,,"ASSIST  by SINE,TUCKER",2
07:33,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",2
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",2
07:27,,49,,63 (+14),"GOOD 3PTR by PERRY,WILL",OUM 49-63 (-14),,"GOOD 3PTR by PERRY,WILL",2
--,,,,,"ASSIST  by BOURDAGE,TAYLOR",,,"ASSIST  by BOURDAGE,TAYLOR",2
07:04,"GOOD 3PTR by CRUMP,DAWSON",52,,63 (+11),,CENM 52-63 (-11),,"GOOD 3PTR by CRUMP,DAWSON",2
07:04,,,,,"FOUL  by BOURDAGE,TAYLOR",,,"FOUL  by BOURDAGE,TAYLOR",2
07:04,,,,,"TURNOVER  by BOURDAGE,TAYLOR",,,"TURNOVER  by BOURDAGE,TAYLOR",2
07:04,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:04,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
07:04,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
06:43,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
06:43,"GOOD FT by WALKER,ART",53,,63 (+10),,CENM 53-63 (-10),,"GOOD FT by WALKER,ART",2
06:43,"GOOD FT by WALKER,ART",54,,63 (+9),,CENM 54-63 (-9),,"GOOD FT by WALKER,ART",2
06:43,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
06:43,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
06:43,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
06:43,,,,,"SUB OUT by BOURDAGE,TAYLOR",,,"SUB OUT by BOURDAGE,TAYLOR",2
06:19,,,,,"FOUL  by HUGHES,JUSTIN",,,"FOUL  by HUGHES,JUSTIN",2
06:19,,,,,"TURNOVER  by HUGHES,JUSTIN",,,"TURNOVER  by HUGHES,JUSTIN",2
06:19,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
06:19,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
06:06,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",2
06:06,"GOOD FT by BATES,JACOB",55,,63 (+8),,CENM 55-63 (-8),,"GOOD FT by BATES,JACOB",2
06:06,"GOOD FT by BATES,JACOB",56,,63 (+7),,CENM 56-63 (-7),,"GOOD FT by BATES,JACOB",2
05:53,,56,,66 (+10),"GOOD 3PTR by PERRY,WILL",OUM 56-66 (-10),,"GOOD 3PTR by PERRY,WILL",2
--,,,,,"ASSIST  by HUGHES,JUSTIN",,,"ASSIST  by HUGHES,JUSTIN",2
05:23,"GOOD JUMPER by RAKES,BAILEY(in the paint)",58,,66 (+8),,CENM 58-66 (-8),,"GOOD JUMPER by RAKES,BAILEY(in the paint)",2
05:10,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
05:10,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
05:10,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
05:10,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
05:10,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
04:59,,58,,69 (+11),"GOOD 3PTR by SMITH,CONNOR",OUM 58-69 (-11),,"GOOD 3PTR by SMITH,CONNOR",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
04:44,,,,,"FOUL  by SMITH,CONNOR",,,"FOUL  by SMITH,CONNOR",2
04:44,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:44,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
04:31,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",2
04:27,,,,,"MISS 3PTR by HUGHES,JUSTIN",,,"MISS 3PTR by HUGHES,JUSTIN",2
--,,,,,"REBOUND OFF by SMITH,CONNOR",,,"REBOUND OFF by SMITH,CONNOR",2
04:22,,,,,"MISS 3PTR by HUGHES,JUSTIN",,,"MISS 3PTR by HUGHES,JUSTIN",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
04:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:02,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:58,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by HUGHES,JUSTIN",,,"REBOUND DEF by HUGHES,JUSTIN",2
03:27,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
03:27,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:27,,58,,70 (+12),"GOOD FT by INUNGU,TOM",OUM 58-70 (-12),,"GOOD FT by INUNGU,TOM",2
03:18,"GOOD LAYUP by BATES,JACOB(fastbreak)(in the paint)",60,,70 (+10),,CENM 60-70 (-10),,"GOOD LAYUP by BATES,JACOB(fastbreak)(in the paint)",2
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",2
03:10,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
02:59,,60,,73 (+13),"GOOD 3PTR by SMITH,CONNOR",OUM 60-73 (-13),,"GOOD 3PTR by SMITH,CONNOR",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
02:38,"GOOD 3PTR by WALKER,ART",63,,73 (+10),,CENM 63-73 (-10),,"GOOD 3PTR by WALKER,ART",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
02:14,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
01:49,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",2
01:49,"GOOD FT by WALKER,ART",64,,73 (+9),,CENM 64-73 (-9),,"GOOD FT by WALKER,ART",2
01:49,"GOOD FT by WALKER,ART",65,,73 (+8),,CENM 65-73 (-8),,"GOOD FT by WALKER,ART",2
01:49,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
01:49,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
01:44,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
01:44,,65,,74 (+9),"GOOD FT by FOSTER,LANE",OUM 65-74 (-9),,"GOOD FT by FOSTER,LANE",2
01:44,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
01:31,"MISS LAYUP by WALKER,ART",,,,,,,"MISS LAYUP by WALKER,ART",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
01:18,,,,,"TURNOVER  by HUGHES,JUSTIN",,,"TURNOVER  by HUGHES,JUSTIN",2
01:03,"MISS LAYUP by GRIFFIN,JAROD",,,,,,,"MISS LAYUP by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
01:01,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
01:01,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
00:58,,,,,"TURNOVER  by KOCH,WILL",,,"TURNOVER  by KOCH,WILL",2
00:56,"STEAL  by CRUMP,DAWSON",,,,,,,"STEAL  by CRUMP,DAWSON",2
00:54,"MISS LAYUP by CRUMP,DAWSON",,,,,,,"MISS LAYUP by CRUMP,DAWSON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:54,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
00:54,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
00:51,"GOOD LAYUP by BATES,JACOB(in the paint)",67,,74 (+7),,CENM 67-74 (-7),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
00:49,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
00:49,,67,,75 (+8),"GOOD FT by FOSTER,LANE",OUM 67-75 (-8),,"GOOD FT by FOSTER,LANE",2
00:49,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
00:49,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
00:49,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
00:35,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND OFF by AYERS,PERRY",,,,,,,"REBOUND OFF by AYERS,PERRY",2
00:31,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",2
00:31,"GOOD FT by AYERS,PERRY",68,,75 (+7),,CENM 68-75 (-7),,"GOOD FT by AYERS,PERRY",2
00:31,"GOOD FT by AYERS,PERRY",69,,75 (+6),,CENM 69-75 (-6),,"GOOD FT by AYERS,PERRY",2
00:31,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
00:31,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
00:31,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
00:31,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
00:26,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
00:26,,,,,"MISS FT by HUGHES,JUSTIN",,,"MISS FT by HUGHES,JUSTIN",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
00:26,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
00:26,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
00:26,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
00:26,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
00:17,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",2
00:17,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:17,"MISS FT by CRUMP,DAWSON",,,,,,,"MISS FT by CRUMP,DAWSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:17,"MISS FT by CRUMP,DAWSON",,,,,,,"MISS FT by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by BOURDAGE,TAYLOR",,,"REBOUND DEF by BOURDAGE,TAYLOR",2
00:17,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
00:17,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
00:17,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
00:17,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
00:17,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
00:17,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
00:17,,,,,"SUB IN by BOURDAGE,TAYLOR",,,"SUB IN by BOURDAGE,TAYLOR",2
00:17,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
00:14,"FOUL  by SCHMUCKER,ZACH",,,,,,,"FOUL  by SCHMUCKER,ZACH",2
00:14,,,,,"MISS FT by BOURDAGE,TAYLOR",,,"MISS FT by BOURDAGE,TAYLOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:14,,69,,76 (+7),"GOOD FT by BOURDAGE,TAYLOR",OUM 69-76 (-7),,"GOOD FT by BOURDAGE,TAYLOR",2
00:14,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
00:14,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
00:14,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
00:14,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
00:14,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
00:14,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
00:06,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
00:01,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
00:01,,,,,"MISS FT by SMITH,CONNOR",,,"MISS FT by SMITH,CONNOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:01,,,,,"MISS FT by SMITH,CONNOR",,,"MISS FT by SMITH,CONNOR",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
