Time Remaining,BOYCE,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
18:21,"FOUL  by MINNICK-TUCKER,D",,,,,,,"FOUL  by MINNICK-TUCKER,D",2
18:21,,32,,51 (+19),"GOOD FT by SPITZER,JAKOB",CENTRE-M 32-51 (+19),,"GOOD FT by SPITZER,JAKOB",2
18:21,,32,,52 (+20),"GOOD FT by SPITZER,JAKOB",CENTRE-M 32-52 (+20),,"GOOD FT by SPITZER,JAKOB",2
18:03,"GOOD 3PTR by RABKE,ADAM",35,,52 (+17),,BOYCE 35-52 (+17),,"GOOD 3PTR by RABKE,ADAM",2
--,"ASSIST  by MINNICK-TUCKER,D",,,,,,,"ASSIST  by MINNICK-TUCKER,D",2
17:45,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND OFF by SCHMUCKER,ZACH",,,"REBOUND OFF by SCHMUCKER,ZACH",2
17:23,,,,,"TURNOVER  by SCHMUCKER,ZACH",,,"TURNOVER  by SCHMUCKER,ZACH",2
17:21,"STEAL  by MCKAY,DREW",,,,,,,"STEAL  by MCKAY,DREW",2
17:13,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
17:10,"GOOD FT by MCKAY,DREW",36,,52 (+16),,BOYCE 36-52 (+16),,"GOOD FT by MCKAY,DREW",2
17:07,"GOOD FT by MCKAY,DREW",37,,52 (+15),,BOYCE 37-52 (+15),,"GOOD FT by MCKAY,DREW",2
17:07,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",2
17:07,"STEAL  by TURNER,NICKOLAS",,,,,,,"STEAL  by TURNER,NICKOLAS",2
17:05,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
17:05,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
17:05,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
17:05,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
17:05,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
17:05,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
16:54,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
16:43,,,,,"TURNOVER  by GRIFFIN,JAROD",,,"TURNOVER  by GRIFFIN,JAROD",2
16:41,"STEAL  by TURNER,NICKOLAS",,,,,,,"STEAL  by TURNER,NICKOLAS",2
16:33,"FOUL  by WHITE,SPENCER",,,,,,,"FOUL  by WHITE,SPENCER",2
16:33,"TURNOVER  by WHITE,SPENCER",,,,,,,"TURNOVER  by WHITE,SPENCER",2
16:33,"SUB IN by ALEXAKOS,LEONIDAS",,,,,,,"SUB IN by ALEXAKOS,LEONIDAS",2
16:33,"SUB OUT by WHITE,SPENCER",,,,,,,"SUB OUT by WHITE,SPENCER",2
16:27,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
16:27,,37,,53 (+16),"GOOD FT by RAKES,BAILEY",CENTRE-M 37-53 (+16),,"GOOD FT by RAKES,BAILEY",2
16:27,,37,,54 (+17),"GOOD FT by RAKES,BAILEY",CENTRE-M 37-54 (+17),,"GOOD FT by RAKES,BAILEY",2
16:15,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
16:15,,,,,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",2
16:15,"SUB IN by CALDWELL,AJ",,,,,,,"SUB IN by CALDWELL,AJ",2
16:15,"SUB OUT by MINNICK-TUCKER,D",,,,,,,"SUB OUT by MINNICK-TUCKER,D",2
15:58,"TURNOVER  by MCKAY,DREW",,,,,,,"TURNOVER  by MCKAY,DREW",2
15:58,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:46,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by MCKAY,DREW",,,,,,,"REBOUND DEF by MCKAY,DREW",2
15:27,"MISS 3PTR by MCKAY,DREW",,,,,,,"MISS 3PTR by MCKAY,DREW",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
15:14,,,,,"MISS JUMPER by GRIFFIN,JAROD",,,"MISS JUMPER by GRIFFIN,JAROD",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
15:07,"FOUL  by TURNER,NICKOLAS",,,,,,,"FOUL  by TURNER,NICKOLAS",2
15:07,,37,,55 (+18),"GOOD FT by BATES,JACOB",CENTRE-M 37-55 (+18),,"GOOD FT by BATES,JACOB",2
15:07,,37,,56 (+19),"GOOD FT by BATES,JACOB",CENTRE-M 37-56 (+19),,"GOOD FT by BATES,JACOB",2
14:48,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
14:48,"MISS FT by ALEXAKOS,LEONIDAS",,,,,,,"MISS FT by ALEXAKOS,LEONIDAS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:48,"MISS FT by ALEXAKOS,LEONIDAS",,,,,,,"MISS FT by ALEXAKOS,LEONIDAS",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
14:48,"SUB IN by MINNICK-TUCKER,D",,,,,,,"SUB IN by MINNICK-TUCKER,D",2
14:48,"SUB OUT by TURNER,NICKOLAS",,,,,,,"SUB OUT by TURNER,NICKOLAS",2
14:48,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
14:48,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
14:33,"SUB IN by WILLIAMS,MALACHI",,,,,,,"SUB IN by WILLIAMS,MALACHI",2
14:33,"SUB OUT by ALEXAKOS,LEONIDAS",,,,,,,"SUB OUT by ALEXAKOS,LEONIDAS",2
14:23,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
14:18,,37,,59 (+22),"GOOD 3PTR by RAKES,BAILEY",CENTRE-M 37-59 (+22),,"GOOD 3PTR by RAKES,BAILEY",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
13:57,"MISS JUMPER by MCKAY,DREW",,,,,,,"MISS JUMPER by MCKAY,DREW",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
13:51,,37,,62 (+25),"GOOD 3PTR by WALKER,ART",CENTRE-M 37-62 (+25),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
13:30,"MISS 3PTR by RABKE,ADAM",,,,,,,"MISS 3PTR by RABKE,ADAM",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
13:19,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,"REBOUND DEF by MINNICK-TUCKER,D",,,,,,,"REBOUND DEF by MINNICK-TUCKER,D",2
13:10,"FOUL  by RABKE,ADAM",,,,,,,"FOUL  by RABKE,ADAM",2
13:10,"TURNOVER  by RABKE,ADAM",,,,,,,"TURNOVER  by RABKE,ADAM",2
13:10,"SUB IN by ABWOCH,MOSES",,,,,,,"SUB IN by ABWOCH,MOSES",2
13:10,"SUB OUT by MCKAY,DREW",,,,,,,"SUB OUT by MCKAY,DREW",2
13:10,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
13:10,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
12:53,"FOUL  by WILLIAMS,MALACHI",,,,,,,"FOUL  by WILLIAMS,MALACHI",2
12:53,,37,,63 (+26),"GOOD FT by BATES,JACOB",CENTRE-M 37-63 (+26),,"GOOD FT by BATES,JACOB",2
12:53,,37,,64 (+27),"GOOD FT by BATES,JACOB",CENTRE-M 37-64 (+27),,"GOOD FT by BATES,JACOB",2
12:38,"MISS LAYUP by RABKE,ADAM",,,,,,,"MISS LAYUP by RABKE,ADAM",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
12:30,"FOUL  by MINNICK-TUCKER,D",,,,,,,"FOUL  by MINNICK-TUCKER,D",2
12:30,,37,,65 (+28),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 37-65 (+28),,"GOOD FT by GRIFFIN,JAROD",2
12:30,,37,,66 (+29),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 37-66 (+29),,"GOOD FT by GRIFFIN,JAROD",2
12:30,"SUB IN by GIBSON,ISAAC",,,,,,,"SUB IN by GIBSON,ISAAC",2
12:30,"SUB OUT by CALDWELL,AJ",,,,,,,"SUB OUT by CALDWELL,AJ",2
12:30,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
12:30,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
12:27,"TURNOVER  by MINNICK-TUCKER,D",,,,,,,"TURNOVER  by MINNICK-TUCKER,D",2
12:23,,,,,"STEAL  by GRIFFIN,JAROD",,,"STEAL  by GRIFFIN,JAROD",2
12:20,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:20,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
12:00,"MISS 3PTR by ABWOCH,MOSES",,,,,,,"MISS 3PTR by ABWOCH,MOSES",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
11:49,,37,,69 (+32),"GOOD 3PTR by SINE,TUCKER",CENTRE-M 37-69 (+32),,"GOOD 3PTR by SINE,TUCKER",2
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",2
11:35,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
11:35,"SUB IN by MCKAY,DREW",,,,,,,"SUB IN by MCKAY,DREW",2
11:35,"SUB IN by WHITE,SPENCER",,,,,,,"SUB IN by WHITE,SPENCER",2
11:35,"SUB IN by TURNER,NICKOLAS",,,,,,,"SUB IN by TURNER,NICKOLAS",2
11:35,"SUB OUT by RABKE,ADAM",,,,,,,"SUB OUT by RABKE,ADAM",2
11:35,"SUB OUT by WILLIAMS,MALACHI",,,,,,,"SUB OUT by WILLIAMS,MALACHI",2
11:35,"SUB OUT by MINNICK-TUCKER,D",,,,,,,"SUB OUT by MINNICK-TUCKER,D",2
11:27,"GOOD JUMPER by MCKAY,DREW(in the paint)",39,,69 (+30),,BOYCE 39-69 (+30),,"GOOD JUMPER by MCKAY,DREW(in the paint)",2
--,"ASSIST  by ABWOCH,MOSES",,,,,,,"ASSIST  by ABWOCH,MOSES",2
11:05,,39,,72 (+33),"GOOD 3PTR by WALKER,ART",CENTRE-M 39-72 (+33),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",2
10:52,"GOOD JUMPER by GIBSON,ISAAC",41,,72 (+31),,BOYCE 41-72 (+31),,"GOOD JUMPER by GIBSON,ISAAC",2
--,"ASSIST  by WHITE,SPENCER",,,,,,,"ASSIST  by WHITE,SPENCER",2
10:32,,41,,75 (+34),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 41-75 (+34),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
10:24,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:24,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
10:24,,,,,"SUB IN by WEST,CHRIS",,,"SUB IN by WEST,CHRIS",2
10:24,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
10:24,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
10:14,"GOOD 3PTR by GIBSON,ISAAC",44,,75 (+31),,BOYCE 44-75 (+31),,"GOOD 3PTR by GIBSON,ISAAC",2
--,"ASSIST  by ABWOCH,MOSES",,,,,,,"ASSIST  by ABWOCH,MOSES",2
09:56,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND OFF by CRUMP,DAWSON",,,"REBOUND OFF by CRUMP,DAWSON",2
09:51,"FOUL  by TURNER,NICKOLAS",,,,,,,"FOUL  by TURNER,NICKOLAS",2
09:51,,44,,76 (+32),"GOOD FT by SINE,TUCKER",CENTRE-M 44-76 (+32),,"GOOD FT by SINE,TUCKER",2
09:51,,44,,77 (+33),"GOOD FT by SINE,TUCKER",CENTRE-M 44-77 (+33),,"GOOD FT by SINE,TUCKER",2
09:51,"SUB IN by ALEXAKOS,LEONIDAS",,,,,,,"SUB IN by ALEXAKOS,LEONIDAS",2
09:51,"SUB IN by CALDWELL,AJ",,,,,,,"SUB IN by CALDWELL,AJ",2
09:51,"SUB OUT by WHITE,SPENCER",,,,,,,"SUB OUT by WHITE,SPENCER",2
09:51,"SUB OUT by TURNER,NICKOLAS",,,,,,,"SUB OUT by TURNER,NICKOLAS",2
09:37,"GOOD 3PTR by CALDWELL,AJ",47,,77 (+30),,BOYCE 47-77 (+30),,"GOOD 3PTR by CALDWELL,AJ",2
--,"ASSIST  by GIBSON,ISAAC",,,,,,,"ASSIST  by GIBSON,ISAAC",2
09:06,,,,,"MISS 3PTR by SCHMUCKER,ZACH",,,"MISS 3PTR by SCHMUCKER,ZACH",2
--,"REBOUND DEF by GIBSON,ISAAC",,,,,,,"REBOUND DEF by GIBSON,ISAAC",2
08:39,"MISS LAYUP by ALEXAKOS,LEONIDAS",,,,,,,"MISS LAYUP by ALEXAKOS,LEONIDAS",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
08:30,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND DEF by GIBSON,ISAAC",,,,,,,"REBOUND DEF by GIBSON,ISAAC",2
08:18,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
08:18,"MISS FT by CALDWELL,AJ",,,,,,,"MISS FT by CALDWELL,AJ",2
--,,,,,"REBOUND DEF by SCHMUCKER,ZACH",,,"REBOUND DEF by SCHMUCKER,ZACH",2
08:18,"SUB IN by WILLIAMS,MALACHI",,,,,,,"SUB IN by WILLIAMS,MALACHI",2
08:18,"SUB OUT by ALEXAKOS,LEONIDAS",,,,,,,"SUB OUT by ALEXAKOS,LEONIDAS",2
08:18,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
08:18,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
08:18,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
08:18,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
08:13,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND OFF by WEST,CHRIS",,,"REBOUND OFF by WEST,CHRIS",2
08:06,,,,,"MISS JUMPER by SPITZER,JAKOB",,,"MISS JUMPER by SPITZER,JAKOB",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
07:58,,47,,80 (+33),"GOOD 3PTR by WALKER,ART",CENTRE-M 47-80 (+33),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by SPITZER,JAKOB",,,"ASSIST  by SPITZER,JAKOB",2
07:36,"FOUL  by MCKAY,DREW",,,,,,,"FOUL  by MCKAY,DREW",2
07:36,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:36,"SUB IN by RABKE,ADAM",,,,,,,"SUB IN by RABKE,ADAM",2
07:36,"SUB OUT by ABWOCH,MOSES",,,,,,,"SUB OUT by ABWOCH,MOSES",2
07:36,,,,,"SUB IN by JACKSON,BRAYDEN",,,"SUB IN by JACKSON,BRAYDEN",2
07:36,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
07:10,,47,,83 (+36),"GOOD 3PTR by WALKER,ART",CENTRE-M 47-83 (+36),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by WEST,CHRIS",,,"ASSIST  by WEST,CHRIS",2
06:46,"TURNOVER  by MCKAY,DREW",,,,,,,"TURNOVER  by MCKAY,DREW",2
06:43,,,,,"STEAL  by WEST,CHRIS",,,"STEAL  by WEST,CHRIS",2
06:40,,47,,85 (+38),"GOOD LAYUP by WALKER,ART(fastbreak)(in the paint)",CENTRE-M 47-85 (+38),,"GOOD LAYUP by WALKER,ART(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WEST,CHRIS",,,"ASSIST  by WEST,CHRIS",2
06:26,"MISS 3PTR by RABKE,ADAM",,,,,,,"MISS 3PTR by RABKE,ADAM",2
--,,,,,"REBOUND DEF by JACKSON,BRAYDEN",,,"REBOUND DEF by JACKSON,BRAYDEN",2
06:18,,47,,87 (+40),"GOOD LAYUP by SPITZER,JAKOB(fastbreak)(in the paint)",CENTRE-M 47-87 (+40),,"GOOD LAYUP by SPITZER,JAKOB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WEST,CHRIS",,,"ASSIST  by WEST,CHRIS",2
06:10,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
06:10,"MISS 3PTR by RABKE,ADAM",,,,,,,"MISS 3PTR by RABKE,ADAM",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
06:10,,,,,"MISS 3PTR by JACKSON,BRAYDEN",,,"MISS 3PTR by JACKSON,BRAYDEN",2
--,"REBOUND DEF by GIBSON,ISAAC",,,,,,,"REBOUND DEF by GIBSON,ISAAC",2
06:10,,,,,"SUB IN by BROWNLEY,HOGAN",,,"SUB IN by BROWNLEY,HOGAN",2
06:10,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
06:07,"MISS 3PTR by MCKAY,DREW",,,,,,,"MISS 3PTR by MCKAY,DREW",2
--,,,,,"REBOUND DEF by BROWNLEY,HOGAN",,,"REBOUND DEF by BROWNLEY,HOGAN",2
05:16,"FOUL  by MCKAY,DREW",,,,,,,"FOUL  by MCKAY,DREW",2
05:16,,47,,88 (+41),"GOOD FT by BROWNLEY,HOGAN",CENTRE-M 47-88 (+41),,"GOOD FT by BROWNLEY,HOGAN",2
05:16,,47,,89 (+42),"GOOD FT by BROWNLEY,HOGAN",CENTRE-M 47-89 (+42),,"GOOD FT by BROWNLEY,HOGAN",2
05:16,"SUB IN by MINNICK-TUCKER,D",,,,,,,"SUB IN by MINNICK-TUCKER,D",2
05:16,"SUB OUT by MCKAY,DREW",,,,,,,"SUB OUT by MCKAY,DREW",2
05:16,,,,,"SUB IN by TERRY,CHRISTIAN",,,"SUB IN by TERRY,CHRISTIAN",2
05:16,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
05:05,"GOOD 3PTR by GIBSON,ISAAC",50,,89 (+39),,BOYCE 50-89 (+39),,"GOOD 3PTR by GIBSON,ISAAC",2
--,"ASSIST  by WHITE,SPENCER",,,,,,,"ASSIST  by WHITE,SPENCER",2
04:40,,,,,"MISS JUMPER by BROWNLEY,HOGAN",,,"MISS JUMPER by BROWNLEY,HOGAN",2
--,"REBOUND DEF by WHITE,SPENCER",,,,,,,"REBOUND DEF by WHITE,SPENCER",2
04:24,,,,,"FOUL  by WEST,CHRIS",,,"FOUL  by WEST,CHRIS",2
04:24,"GOOD FT by MINNICK-TUCKER,D",51,,89 (+38),,BOYCE 51-89 (+38),,"GOOD FT by MINNICK-TUCKER,D",2
04:24,"MISS FT by MINNICK-TUCKER,D",,,,,,,"MISS FT by MINNICK-TUCKER,D",2
--,"REBOUND OFF by WHITE,SPENCER",,,,,,,"REBOUND OFF by WHITE,SPENCER",2
04:24,"SUB IN by WHITE,SPENCER",,,,,,,"SUB IN by WHITE,SPENCER",2
04:24,"SUB IN by CASTILLON,SEBASTIAN",,,,,,,"SUB IN by CASTILLON,SEBASTIAN",2
04:24,"SUB OUT by WILLIAMS,MALACHI",,,,,,,"SUB OUT by WILLIAMS,MALACHI",2
04:24,"SUB OUT by CALDWELL,AJ",,,,,,,"SUB OUT by CALDWELL,AJ",2
04:20,"TURNOVER  by WHITE,SPENCER",,,,,,,"TURNOVER  by WHITE,SPENCER",2
04:16,,,,,"STEAL  by JACKSON,BRAYDEN",,,"STEAL  by JACKSON,BRAYDEN",2
04:00,,,,,"MISS JUMPER by BROWNLEY,HOGAN",,,"MISS JUMPER by BROWNLEY,HOGAN",2
--,"REBOUND DEF by RABKE,ADAM",,,,,,,"REBOUND DEF by RABKE,ADAM",2
03:33,,,,,"FOUL  by WEST,CHRIS",,,"FOUL  by WEST,CHRIS",2
03:33,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:33,"MISS FT by RABKE,ADAM",,,,,,,"MISS FT by RABKE,ADAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:33,"GOOD FT by RABKE,ADAM",52,,89 (+37),,BOYCE 52-89 (+37),,"GOOD FT by RABKE,ADAM",2
03:33,"SUB IN by TURNER,NICKOLAS",,,,,,,"SUB IN by TURNER,NICKOLAS",2
03:33,"SUB IN by WILLIAMS,MALACHI",,,,,,,"SUB IN by WILLIAMS,MALACHI",2
03:33,"SUB OUT by RABKE,ADAM",,,,,,,"SUB OUT by RABKE,ADAM",2
03:33,"SUB OUT by WHITE,SPENCER",,,,,,,"SUB OUT by WHITE,SPENCER",2
03:33,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
03:33,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
03:28,,,,,"TURNOVER  by JACKSON,BRAYDEN",,,"TURNOVER  by JACKSON,BRAYDEN",2
02:54,"MISS 3PTR by CASTILLON,SEBASTIAN",,,,,,,"MISS 3PTR by CASTILLON,SEBASTIAN",2
--,,,,,"REBOUND DEF by WEST,CHRIS",,,"REBOUND DEF by WEST,CHRIS",2
02:43,,,,,"MISS 3PTR by WEST,CHRIS",,,"MISS 3PTR by WEST,CHRIS",2
--,,,,,"REBOUND OFF by JACKSON,BRAYDEN",,,"REBOUND OFF by JACKSON,BRAYDEN",2
02:37,,,,,"MISS JUMPER by JACKSON,BRAYDEN",,,"MISS JUMPER by JACKSON,BRAYDEN",2
--,"REBOUND DEF by TURNER,NICKOLAS",,,,,,,"REBOUND DEF by TURNER,NICKOLAS",2
02:25,"MISS 3PTR by MINNICK-TUCKER,D",,,,,,,"MISS 3PTR by MINNICK-TUCKER,D",2
--,"REBOUND OFF by WILLIAMS,MALACHI",,,,,,,"REBOUND OFF by WILLIAMS,MALACHI",2
02:20,"GOOD LAYUP by WILLIAMS,MALACHI(in the paint)",54,,89 (+35),,BOYCE 54-89 (+35),,"GOOD LAYUP by WILLIAMS,MALACHI(in the paint)",2
01:57,,54,,91 (+37),"GOOD LAYUP by BROWNLEY,HOGAN(in the paint)",CENTRE-M 54-91 (+37),,"GOOD LAYUP by BROWNLEY,HOGAN(in the paint)",2
--,,,,,"ASSIST  by JACKSON,BRAYDEN",,,"ASSIST  by JACKSON,BRAYDEN",2
01:46,"MISS 3PTR by WILLIAMS,MALACHI",,,,,,,"MISS 3PTR by WILLIAMS,MALACHI",2
--,,,,,"REBOUND DEF by JACKSON,BRAYDEN",,,"REBOUND DEF by JACKSON,BRAYDEN",2
01:30,,54,,94 (+40),"GOOD 3PTR by TERRY,CHRISTIAN",CENTRE-M 54-94 (+40),,"GOOD 3PTR by TERRY,CHRISTIAN",2
--,,,,,"ASSIST  by WEST,CHRIS",,,"ASSIST  by WEST,CHRIS",2
01:21,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
01:21,"SUB IN by ABWOCH,MOSES",,,,,,,"SUB IN by ABWOCH,MOSES",2
01:21,"SUB OUT by TURNER,NICKOLAS",,,,,,,"SUB OUT by TURNER,NICKOLAS",2
01:11,"MISS 3PTR by GIBSON,ISAAC",,,,,,,"MISS 3PTR by GIBSON,ISAAC",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
01:01,,,,,"MISS 3PTR by JACKSON,BRAYDEN",,,"MISS 3PTR by JACKSON,BRAYDEN",2
--,"REBOUND DEF by MINNICK-TUCKER,D",,,,,,,"REBOUND DEF by MINNICK-TUCKER,D",2
00:55,,,,,"FOUL  by WEST,CHRIS",,,"FOUL  by WEST,CHRIS",2
00:55,"GOOD FT by MINNICK-TUCKER,D",55,,94 (+39),,BOYCE 55-94 (+39),,"GOOD FT by MINNICK-TUCKER,D",2
00:55,"GOOD FT by MINNICK-TUCKER,D",56,,94 (+38),,BOYCE 56-94 (+38),,"GOOD FT by MINNICK-TUCKER,D",2
00:40,,56,,97 (+41),"GOOD 3PTR by JACKSON,BRAYDEN",CENTRE-M 56-97 (+41),,"GOOD 3PTR by JACKSON,BRAYDEN",2
--,,,,,"ASSIST  by BROWNLEY,HOGAN",,,"ASSIST  by BROWNLEY,HOGAN",2
00:10,"MISS 3PTR by GIBSON,ISAAC",,,,,,,"MISS 3PTR by GIBSON,ISAAC",2
--,,,,,"REBOUND DEF by TERRY,CHRISTIAN",,,"REBOUND DEF by TERRY,CHRISTIAN",2
