Time Remaining,CENTRE-M,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
16:51,"GOOD LAYUP by RAKES,BAILEY(in the paint)",52 (+8),,44,,CENTRE-M 52-44 (+8),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",2
16:40,,,,,"MISS 3PTR by YANCEY,RICH",,,"MISS 3PTR by YANCEY,RICH",2
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",2
16:32,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND OFF by AYERS,PERRY",,,,,,,"REBOUND OFF by AYERS,PERRY",2
16:27,"GOOD 3PTR by SINE,TUCKER",55 (+11),,44,,CENTRE-M 55-44 (+11),,"GOOD 3PTR by SINE,TUCKER",2
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",2
16:14,,,,,"MISS LAYUP by RUDAK,MATEUSZ",,,"MISS LAYUP by RUDAK,MATEUSZ",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
15:57,"GOOD 3PTR by RAKES,BAILEY",58 (+14),,44,,CENTRE-M 58-44 (+14),,"GOOD 3PTR by RAKES,BAILEY",2
15:29,,58 (+12),,46,"GOOD LAYUP by YANCEY,RICH(in the paint)",BSC 58-46 (+12),,"GOOD LAYUP by YANCEY,RICH(in the paint)",2
15:08,"GOOD LAYUP by SINE,TUCKER(in the paint)",60 (+14),,46,,CENTRE-M 60-46 (+14),,"GOOD LAYUP by SINE,TUCKER(in the paint)",2
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",2
14:56,,,,,"MISS 3PTR by YANCEY,RICH",,,"MISS 3PTR by YANCEY,RICH",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
14:46,"MISS JUMPER by RAKES,BAILEY",,,,,,,"MISS JUMPER by RAKES,BAILEY",2
14:46,,,,,"BLOCK  by BAK,CALVIN",,,"BLOCK  by BAK,CALVIN",2
--,,,,,"REBOUND DEF by RUDAK,MATEUSZ",,,"REBOUND DEF by RUDAK,MATEUSZ",2
14:38,,,,,"MISS JUMPER by GONDA,MATT",,,"MISS JUMPER by GONDA,MATT",2
--,,,,,"REBOUND OFF by RUDAK,MATEUSZ",,,"REBOUND OFF by RUDAK,MATEUSZ",2
14:37,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",2
14:37,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:37,,60 (+13),,47,"GOOD FT by RUDAK,MATEUSZ",BSC 60-47 (+13),,"GOOD FT by RUDAK,MATEUSZ",2
14:37,,,,,"MISS FT by RUDAK,MATEUSZ",,,"MISS FT by RUDAK,MATEUSZ",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
14:37,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
14:37,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
14:37,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
14:37,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
14:37,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
14:37,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
14:37,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",2
14:37,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
14:37,,,,,"SUB IN by ALLISON,ZACH",,,"SUB IN by ALLISON,ZACH",2
14:37,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
14:37,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
14:37,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
14:27,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
14:27,,,,,"MISS FT by MOORE,KADEN",,,"MISS FT by MOORE,KADEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:27,,60 (+12),,48,"GOOD FT by MOORE,KADEN",BSC 60-48 (+12),,"GOOD FT by MOORE,KADEN",2
14:27,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",2
14:27,,,,,"SUB OUT by RUDAK,MATEUSZ",,,"SUB OUT by RUDAK,MATEUSZ",2
14:10,"GOOD 3PTR by CRUMP,DAWSON",63 (+15),,48,,CENTRE-M 63-48 (+15),,"GOOD 3PTR by CRUMP,DAWSON",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
13:40,,,,,"MISS JUMPER by LOVING,JIBRI",,,"MISS JUMPER by LOVING,JIBRI",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
13:31,,,,,"MISS JUMPER by DENEKA,HARRISON",,,"MISS JUMPER by DENEKA,HARRISON",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
13:26,"GOOD 3PTR by SINE,TUCKER",66 (+18),,48,,CENTRE-M 66-48 (+18),,"GOOD 3PTR by SINE,TUCKER",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
13:17,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:17,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
13:17,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
12:55,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
12:55,,,,,"MISS FT by MOORE,KADEN",,,"MISS FT by MOORE,KADEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:55,,66 (+17),,49,"GOOD FT by MOORE,KADEN",BSC 66-49 (+17),,"GOOD FT by MOORE,KADEN",2
12:55,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
12:55,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
12:39,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",68 (+19),,49,,CENTRE-M 68-49 (+19),,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",2
12:29,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",2
12:29,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
12:29,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
12:29,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
12:29,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
12:29,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
12:29,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
12:29,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
12:29,,,,,"SUB OUT by LOVING,JIBRI",,,"SUB OUT by LOVING,JIBRI",2
12:29,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",2
12:29,,,,,"SUB OUT by ALLISON,ZACH",,,"SUB OUT by ALLISON,ZACH",2
12:27,,68 (+17),,51,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 68-51 (+17),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by MURPHY,JUWAN",,,"ASSIST  by MURPHY,JUWAN",2
12:27,"FOUL  by WALKER,ART",,,,,,,"FOUL  by WALKER,ART",2
12:27,,68 (+16),,52,"GOOD FT by STEWART,CHRISTIAN",BSC 68-52 (+16),,"GOOD FT by STEWART,CHRISTIAN",2
12:16,"GOOD 3PTR by SINE,TUCKER",71 (+19),,52,,CENTRE-M 71-52 (+19),,"GOOD 3PTR by SINE,TUCKER",2
11:50,,,,,"MISS 3PTR by MURPHY,JUWAN",,,"MISS 3PTR by MURPHY,JUWAN",2
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",2
11:16,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
10:50,,,,,"MISS 3PTR by SPENCE,BEN",,,"MISS 3PTR by SPENCE,BEN",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
10:28,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
10:24,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
10:00,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by DENBESTEN,COLE",,,"REBOUND DEF by DENBESTEN,COLE",2
09:35,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
09:35,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
09:35,,,,,"MISS FT by MURPHY,JUWAN",,,"MISS FT by MURPHY,JUWAN",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
09:35,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
09:35,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
09:35,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
09:35,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
09:35,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
09:35,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
09:35,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
09:35,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
09:34,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
09:34,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
09:34,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
09:10,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",2
--,"REBOUND OFF by WALKER,ART",,,,,,,"REBOUND OFF by WALKER,ART",2
08:53,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
08:47,"GOOD JUMPER by BATES,JACOB(in the paint)",73 (+21),,52,,CENTRE-M 73-52 (+21),,"GOOD JUMPER by BATES,JACOB(in the paint)",2
08:31,,,,,"MISS JUMPER by GONDA,MATT",,,"MISS JUMPER by GONDA,MATT",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
08:08,"GOOD 3PTR by GRIFFIN,JAROD",76 (+24),,52,,CENTRE-M 76-52 (+24),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,"ASSIST  by BATES,JACOB",,,,,,,"ASSIST  by BATES,JACOB",2
07:56,,,,,"MISS JUMPER by BAK,CALVIN",,,"MISS JUMPER by BAK,CALVIN",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
07:31,"GOOD JUMPER by BATES,JACOB(in the paint)",78 (+26),,52,,CENTRE-M 78-52 (+26),,"GOOD JUMPER by BATES,JACOB(in the paint)",2
07:29,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:29,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
07:29,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
07:29,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",2
07:29,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
07:16,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
07:16,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:16,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
07:16,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",2
07:16,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
07:11,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",80 (+28),,52,,CENTRE-M 80-52 (+28),,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",2
--,"ASSIST  by BATES,JACOB",,,,,,,"ASSIST  by BATES,JACOB",2
07:01,,,,,"MISS JUMPER by GONDA,MATT",,,"MISS JUMPER by GONDA,MATT",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
06:32,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
06:14,,,,,"MISS 3PTR by JR,BRUCE BRIGHT",,,"MISS 3PTR by JR,BRUCE BRIGHT",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
05:44,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
05:37,,80 (+26),,54,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",BSC 80-54 (+26),,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",2
05:23,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
05:23,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
05:23,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
05:23,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
05:23,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
05:23,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
05:23,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
05:23,,,,,"SUB OUT by LOVING,JIBRI",,,"SUB OUT by LOVING,JIBRI",2
05:23,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
05:23,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
05:01,"TURNOVER  by GRIFFIN,JAROD",,,,,,,"TURNOVER  by GRIFFIN,JAROD",2
04:47,,80 (+24),,56,"GOOD JUMPER by SPENCE,BEN",BSC 80-56 (+24),,"GOOD JUMPER by SPENCE,BEN",2
04:38,"GOOD LAYUP by BATES,JACOB(in the paint)",82 (+26),,56,,CENTRE-M 82-56 (+26),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
04:38,,,,,"FOUL  by DENBESTEN,COLE",,,"FOUL  by DENBESTEN,COLE",2
04:38,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
04:30,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
04:23,,,,,"FOUL  by MURPHY,JUWAN",,,"FOUL  by MURPHY,JUWAN",2
04:23,,,,,"SUB IN by HARTER,J MORGAN",,,"SUB IN by HARTER,J MORGAN",2
04:23,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
04:02,"MISS 3PTR by AYERS,PERRY",,,,,,,"MISS 3PTR by AYERS,PERRY",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
03:49,,,,,"MISS 3PTR by STEWART,CHRISTIAN",,,"MISS 3PTR by STEWART,CHRISTIAN",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
03:31,"GOOD LAYUP by RAKES,BAILEY(in the paint)",84 (+28),,56,,CENTRE-M 84-56 (+28),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",2
03:10,,,,,"MISS JUMPER by DENEKA,HARRISON",,,"MISS JUMPER by DENEKA,HARRISON",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
03:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:02,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:02,"SUB IN by JACKSON,BRAYDEN",,,,,,,"SUB IN by JACKSON,BRAYDEN",2
03:02,"SUB IN by BROWNLEY,HOGAN",,,,,,,"SUB IN by BROWNLEY,HOGAN",2
03:02,"SUB IN by WEST,CHRIS",,,,,,,"SUB IN by WEST,CHRIS",2
03:02,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
03:02,"SUB IN by MORETTE,MATT",,,,,,,"SUB IN by MORETTE,MATT",2
03:02,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
03:02,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
03:02,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
03:02,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
03:02,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
03:02,,,,,"SUB IN by LOVING,JIBRI",,,"SUB IN by LOVING,JIBRI",2
03:02,,,,,"SUB IN by LOVING,TAU",,,"SUB IN by LOVING,TAU",2
03:02,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
03:02,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
02:44,"MISS JUMPER by JACKSON,BRAYDEN",,,,,,,"MISS JUMPER by JACKSON,BRAYDEN",2
--,"REBOUND OFF by PURVIS,KC",,,,,,,"REBOUND OFF by PURVIS,KC",2
02:25,"MISS JUMPER by MORETTE,MATT",,,,,,,"MISS JUMPER by MORETTE,MATT",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:24,,,,,"SUB IN by MCCURRY,CONAL",,,"SUB IN by MCCURRY,CONAL",2
02:24,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
02:20,"MISS JUMPER by WEST,CHRIS",,,,,,,"MISS JUMPER by WEST,CHRIS",2
--,,,,,"REBOUND DEF by JR,BRUCE BRIGHT",,,"REBOUND DEF by JR,BRUCE BRIGHT",2
01:59,"FOUL  by PURVIS,KC",,,,,,,"FOUL  by PURVIS,KC",2
01:59,,,,,"MISS FT by LOVING,JIBRI",,,"MISS FT by LOVING,JIBRI",2
--,"REBOUND DEF by PURVIS,KC",,,,,,,"REBOUND DEF by PURVIS,KC",2
01:38,"GOOD 3PTR by JACKSON,BRAYDEN",87 (+31),,56,,CENTRE-M 87-56 (+31),,"GOOD 3PTR by JACKSON,BRAYDEN",2
--,"ASSIST  by MORETTE,MATT",,,,,,,"ASSIST  by MORETTE,MATT",2
01:26,,,,,"TURNOVER  by LOVING,TAU",,,"TURNOVER  by LOVING,TAU",2
01:26,"SUB IN by TERRY,CHRISTIAN",,,,,,,"SUB IN by TERRY,CHRISTIAN",2
01:26,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
01:15,"MISS 3PTR by JACKSON,BRAYDEN",,,,,,,"MISS 3PTR by JACKSON,BRAYDEN",2
--,,,,,"REBOUND DEF by HARTER,J MORGAN",,,"REBOUND DEF by HARTER,J MORGAN",2
01:14,"FOUL  by MORETTE,MATT",,,,,,,"FOUL  by MORETTE,MATT",2
01:14,,,,,"MISS FT by HARTER,J MORGAN",,,"MISS FT by HARTER,J MORGAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:14,,87 (+30),,57,"GOOD FT by HARTER,J MORGAN",BSC 87-57 (+30),,"GOOD FT by HARTER,J MORGAN",2
01:08,,,,,"FOUL  by HARTER,J MORGAN",,,"FOUL  by HARTER,J MORGAN",2
00:53,"GOOD LAYUP by JACKSON,BRAYDEN(in the paint)",89 (+32),,57,,CENTRE-M 89-57 (+32),,"GOOD LAYUP by JACKSON,BRAYDEN(in the paint)",2
--,"ASSIST  by MORETTE,MATT",,,,,,,"ASSIST  by MORETTE,MATT",2
00:43,,,,,"MISS 3PTR by JR,BRUCE BRIGHT",,,"MISS 3PTR by JR,BRUCE BRIGHT",2
--,"REBOUND DEF by BROWNLEY,HOGAN",,,,,,,"REBOUND DEF by BROWNLEY,HOGAN",2
00:35,,,,,"FOUL  by LOVING,TAU",,,"FOUL  by LOVING,TAU",2
00:31,"GOOD FT by WEST,CHRIS",90 (+33),,57,,CENTRE-M 90-57 (+33),,"GOOD FT by WEST,CHRIS",2
00:31,"GOOD FT by WEST,CHRIS",91 (+34),,57,,CENTRE-M 91-57 (+34),,"GOOD FT by WEST,CHRIS",2
00:23,,,,,"TURNOVER  by MCCURRY,CONAL",,,"TURNOVER  by MCCURRY,CONAL",2
00:21,"STEAL  by MORETTE,MATT",,,,,,,"STEAL  by MORETTE,MATT",2
