Time Remaining,CENTRE-M,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
15:59,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
15:58,,,,,"MISS LAYUP by MCCLOUD,ALTON",,,"MISS LAYUP by MCCLOUD,ALTON",2
15:58,"BLOCK  by PURVIS,KC",,,,,,,"BLOCK  by PURVIS,KC",2
--,,,,,"REBOUND OFF by MCCLOUD,ALTON",,,"REBOUND OFF by MCCLOUD,ALTON",2
15:58,,,,,"MISS 3PTR by JOHNSON,CORY",,,"MISS 3PTR by JOHNSON,CORY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:58,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
15:58,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
15:53,"GOOD LAYUP by PURVIS,KC(fastbreak)(in the paint)",55 (+21),,34,,CENTRE-M 55-34 (+21),,"GOOD LAYUP by PURVIS,KC(fastbreak)(in the paint)",2
15:42,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
15:42,,,,,"SUB OUT by HIRSH,ELIJAH",,,"SUB OUT by HIRSH,ELIJAH",2
15:35,,55 (+19),,36,"GOOD LAYUP by MOORE,MILES(in the paint)",BCM 55-36 (+19),,"GOOD LAYUP by MOORE,MILES(in the paint)",2
15:35,"FOUL  by PURVIS,KC",,,,,,,"FOUL  by PURVIS,KC",2
15:35,,55 (+18),,37,"GOOD FT by MOORE,MILES",BCM 55-37 (+18),,"GOOD FT by MOORE,MILES",2
15:20,"TURNOVER  by GRIFFIN,JAROD",,,,,,,"TURNOVER  by GRIFFIN,JAROD",2
15:18,,,,,"STEAL  by JOHNSON,CORY",,,"STEAL  by JOHNSON,CORY",2
15:13,,,,,"MISS LAYUP by MOORE,MILES",,,"MISS LAYUP by MOORE,MILES",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
14:53,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:48,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
14:48,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
14:39,,55 (+16),,39,"GOOD LAYUP by MOORE,MILES(in the paint)",BCM 55-39 (+16),,"GOOD LAYUP by MOORE,MILES(in the paint)",2
14:23,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by JOHNSON,CORY",,,"REBOUND DEF by JOHNSON,CORY",2
14:15,,,,,"MISS 3PTR by MOORE,MILES",,,"MISS 3PTR by MOORE,MILES",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
13:51,,,,,"FOUL  by JOHNSON,CALEB",,,"FOUL  by JOHNSON,CALEB",2
13:51,"GOOD FT by AYERS,PERRY",56 (+17),,39,,CENTRE-M 56-39 (+17),,"GOOD FT by AYERS,PERRY",2
13:51,"GOOD FT by AYERS,PERRY",57 (+18),,39,,CENTRE-M 57-39 (+18),,"GOOD FT by AYERS,PERRY",2
13:51,,,,,"SUB IN by HIRSH,ELIJAH",,,"SUB IN by HIRSH,ELIJAH",2
13:51,,,,,"SUB OUT by MOORE,MILES",,,"SUB OUT by MOORE,MILES",2
13:42,,57 (+16),,41,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",BCM 57-41 (+16),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
13:33,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",2
13:33,,,,,"SUB OUT by JOHNSON,CALEB",,,"SUB OUT by JOHNSON,CALEB",2
13:10,"MISS LAYUP by GRIFFIN,JAROD",,,,,,,"MISS LAYUP by GRIFFIN,JAROD",2
13:10,,,,,"BLOCK  by HIRSH,ELIJAH",,,"BLOCK  by HIRSH,ELIJAH",2
--,"REBOUND OFF by SINE,TUCKER",,,,,,,"REBOUND OFF by SINE,TUCKER",2
13:02,"GOOD JUMPER by AYERS,PERRY",59 (+18),,41,,CENTRE-M 59-41 (+18),,"GOOD JUMPER by AYERS,PERRY",2
12:55,,,,,"TURNOVER  by MARDER,NICK",,,"TURNOVER  by MARDER,NICK",2
12:51,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
12:51,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
12:30,"GOOD LAYUP by BATES,JACOB(in the paint)",61 (+20),,41,,CENTRE-M 61-41 (+20),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
12:15,,61 (+18),,43,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",BCM 61-43 (+18),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
11:43,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by MCCLOUD,ALTON",,,"REBOUND DEF by MCCLOUD,ALTON",2
11:34,,,,,"MISS LAYUP by HIRSH,ELIJAH",,,"MISS LAYUP by HIRSH,ELIJAH",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
11:20,"MISS LAYUP by AYERS,PERRY",,,,,,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND DEF by CLARK,ETHAN",,,"REBOUND DEF by CLARK,ETHAN",2
11:10,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
10:45,"GOOD 3PTR by CRUMP,DAWSON",64 (+21),,43,,CENTRE-M 64-43 (+21),,"GOOD 3PTR by CRUMP,DAWSON",2
--,"ASSIST  by BATES,JACOB",,,,,,,"ASSIST  by BATES,JACOB",2
10:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:42,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
10:42,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
10:42,,,,,"SUB IN by HIRSH,ELIJAH",,,"SUB IN by HIRSH,ELIJAH",2
10:42,,,,,"SUB IN by JOHNSON,CALEB",,,"SUB IN by JOHNSON,CALEB",2
10:42,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
10:42,,,,,"SUB OUT by HIRSH,ELIJAH",,,"SUB OUT by HIRSH,ELIJAH",2
10:42,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",2
10:42,,,,,"SUB OUT by JOHNSON,CORY",,,"SUB OUT by JOHNSON,CORY",2
10:34,,,,,"MISS JUMPER by MCCLOUD,ALTON",,,"MISS JUMPER by MCCLOUD,ALTON",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
10:21,,,,,"FOUL  by HIRSH,ELIJAH",,,"FOUL  by HIRSH,ELIJAH",2
10:21,,,,,"SUB IN by FORTE,MCCARTY",,,"SUB IN by FORTE,MCCARTY",2
10:21,,,,,"SUB OUT by MCCLOUD,ALTON",,,"SUB OUT by MCCLOUD,ALTON",2
10:13,"MISS JUMPER by CRUMP,DAWSON",,,,,,,"MISS JUMPER by CRUMP,DAWSON",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
10:04,,,,,"MISS JUMPER by ATKINSON,QUINN",,,"MISS JUMPER by ATKINSON,QUINN",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
09:56,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
09:43,,,,,"TURNOVER  by MARDER,NICK",,,"TURNOVER  by MARDER,NICK",2
09:42,"STEAL  by WALKER,ART",,,,,,,"STEAL  by WALKER,ART",2
09:18,"GOOD LAYUP by WALKER,ART(in the paint)",66 (+23),,43,,CENTRE-M 66-43 (+23),,"GOOD LAYUP by WALKER,ART(in the paint)",2
08:54,,,,,"MISS LAYUP by HIRSH,ELIJAH",,,"MISS LAYUP by HIRSH,ELIJAH",2
--,,,,,"REBOUND OFF by MARDER,NICK",,,"REBOUND OFF by MARDER,NICK",2
08:49,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
--,,,,,"REBOUND OFF by HIRSH,ELIJAH",,,"REBOUND OFF by HIRSH,ELIJAH",2
08:40,,,,,"MISS LAYUP by JOHNSON,CALEB",,,"MISS LAYUP by JOHNSON,CALEB",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
08:34,"GOOD LAYUP by RAKES,BAILEY(fastbreak)(in the paint)",68 (+25),,43,,CENTRE-M 68-43 (+25),,"GOOD LAYUP by RAKES,BAILEY(fastbreak)(in the paint)",2
08:29,,,,,"TURNOVER  by JOHNSON,CALEB",,,"TURNOVER  by JOHNSON,CALEB",2
08:26,"STEAL  by RAKES,BAILEY",,,,,,,"STEAL  by RAKES,BAILEY",2
08:05,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
08:05,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
08:05,"SUB IN by BROWNLEY,HOGAN",,,,,,,"SUB IN by BROWNLEY,HOGAN",2
08:05,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
08:05,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
08:05,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
08:05,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
08:05,,,,,"SUB IN by MOORE,MILES",,,"SUB IN by MOORE,MILES",2
08:05,,,,,"SUB IN by MCCLOUD,ALTON",,,"SUB IN by MCCLOUD,ALTON",2
08:05,,,,,"SUB IN by JOHNSON,CORY",,,"SUB IN by JOHNSON,CORY",2
08:05,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
08:05,,,,,"SUB OUT by HIRSH,ELIJAH",,,"SUB OUT by HIRSH,ELIJAH",2
08:05,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
08:00,"GOOD LAYUP by RAKES,BAILEY(in the paint)",70 (+27),,43,,CENTRE-M 70-43 (+27),,"GOOD LAYUP by RAKES,BAILEY(in the paint)",2
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",2
07:52,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:52,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
07:52,"SUB OUT by BROWNLEY,HOGAN",,,,,,,"SUB OUT by BROWNLEY,HOGAN",2
07:50,,70 (+25),,45,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",BCM 70-45 (+25),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
07:04,"GOOD LAYUP by AYERS,PERRY(in the paint)",72 (+27),,45,,CENTRE-M 72-45 (+27),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
--,"ASSIST  by BATES,JACOB",,,,,,,"ASSIST  by BATES,JACOB",2
06:54,,,,,"TURNOVER  by JOHNSON,CALEB",,,"TURNOVER  by JOHNSON,CALEB",2
06:53,"STEAL  by AYERS,PERRY",,,,,,,"STEAL  by AYERS,PERRY",2
06:51,,,,,"FOUL  by FORTE,MCCARTY",,,"FOUL  by FORTE,MCCARTY",2
06:40,"GOOD LAYUP by WALKER,ART(in the paint)",74 (+29),,45,,CENTRE-M 74-45 (+29),,"GOOD LAYUP by WALKER,ART(in the paint)",2
--,"ASSIST  by BATES,JACOB",,,,,,,"ASSIST  by BATES,JACOB",2
06:29,,74 (+27),,47,"GOOD LAYUP by MOORE,MILES(in the paint)",BCM 74-47 (+27),,"GOOD LAYUP by MOORE,MILES(in the paint)",2
05:58,"MISS LAYUP by BATES,JACOB",,,,,,,"MISS LAYUP by BATES,JACOB",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:44,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",2
05:44,,74 (+26),,48,"GOOD FT by JOHNSON,CALEB",BCM 74-48 (+26),,"GOOD FT by JOHNSON,CALEB",2
05:44,,74 (+25),,49,"GOOD FT by JOHNSON,CALEB",BCM 74-49 (+25),,"GOOD FT by JOHNSON,CALEB",2
05:44,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
05:44,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
05:44,,,,,"SUB IN by MOORE,MILES",,,"SUB IN by MOORE,MILES",2
05:44,,,,,"SUB IN by SOMMERVILLE,MARK",,,"SUB IN by SOMMERVILLE,MARK",2
05:44,,,,,"SUB OUT by MCCLOUD,ALTON",,,"SUB OUT by MCCLOUD,ALTON",2
05:44,,,,,"SUB OUT by MOORE,MILES",,,"SUB OUT by MOORE,MILES",2
05:43,,,,,"FOUL  by MOORE,MILES",,,"FOUL  by MOORE,MILES",2
05:26,"TURNOVER  by GRIFFIN,JAROD",,,,,,,"TURNOVER  by GRIFFIN,JAROD",2
05:22,,,,,"STEAL  by MOORE,MILES",,,"STEAL  by MOORE,MILES",2
05:15,,74 (+23),,51,"GOOD LAYUP by MOORE,MILES(in the paint)",BCM 74-51 (+23),,"GOOD LAYUP by MOORE,MILES(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,CORY",,,"ASSIST  by JOHNSON,CORY",2
05:09,"GOOD LAYUP by SINE,TUCKER(in the paint)",76 (+25),,51,,CENTRE-M 76-51 (+25),,"GOOD LAYUP by SINE,TUCKER(in the paint)",2
--,"ASSIST  by BATES,JACOB",,,,,,,"ASSIST  by BATES,JACOB",2
04:55,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
04:55,,76 (+24),,52,"GOOD FT by HIRSH,ELIJAH",BCM 76-52 (+24),,"GOOD FT by HIRSH,ELIJAH",2
04:55,,76 (+23),,53,"GOOD FT by HIRSH,ELIJAH",BCM 76-53 (+23),,"GOOD FT by HIRSH,ELIJAH",2
04:55,,,,,"FOUL  by JOHNSON,CALEB",,,"FOUL  by JOHNSON,CALEB",2
04:55,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
04:55,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
04:55,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
04:55,,,,,"SUB OUT by FORTE,MCCARTY",,,"SUB OUT by FORTE,MCCARTY",2
04:50,"GOOD FT by SINE,TUCKER",77 (+24),,53,,CENTRE-M 77-53 (+24),,"GOOD FT by SINE,TUCKER",2
04:44,"GOOD FT by SINE,TUCKER",78 (+25),,53,,CENTRE-M 78-53 (+25),,"GOOD FT by SINE,TUCKER",2
04:44,,,,,"SUB IN by HIRSH,ELIJAH",,,"SUB IN by HIRSH,ELIJAH",2
04:44,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
04:38,,78 (+22),,56,"GOOD 3PTR by JOHNSON,CORY",BCM 78-56 (+22),,"GOOD 3PTR by JOHNSON,CORY",2
--,,,,,"ASSIST  by JOHNSON,CALEB",,,"ASSIST  by JOHNSON,CALEB",2
04:05,"GOOD JUMPER by RAKES,BAILEY",80 (+24),,56,,CENTRE-M 80-56 (+24),,"GOOD JUMPER by RAKES,BAILEY",2
03:47,,,,,"MISS JUMPER by MOORE,MILES",,,"MISS JUMPER by MOORE,MILES",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
03:40,,,,,"FOUL  by JOHNSON,CORY",,,"FOUL  by JOHNSON,CORY",2
03:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:38,"GOOD FT by SINE,TUCKER",81 (+25),,56,,CENTRE-M 81-56 (+25),,"GOOD FT by SINE,TUCKER",2
03:38,"GOOD FT by SINE,TUCKER",82 (+26),,56,,CENTRE-M 82-56 (+26),,"GOOD FT by SINE,TUCKER",2
03:38,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
03:38,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
03:27,,,,,"MISS 3PTR by MCCLOUD,ALTON",,,"MISS 3PTR by MCCLOUD,ALTON",2
--,,,,,"REBOUND OFF by HIRSH,ELIJAH",,,"REBOUND OFF by HIRSH,ELIJAH",2
03:23,,82 (+24),,58,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",BCM 82-58 (+24),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
02:51,,,,,"FOUL  by HIRSH,ELIJAH",,,"FOUL  by HIRSH,ELIJAH",2
02:51,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:51,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
02:51,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
02:51,,,,,"SUB OUT by HIRSH,ELIJAH",,,"SUB OUT by HIRSH,ELIJAH",2
02:41,,82 (+21),,61,"GOOD 3PTR by JOHNSON,CALEB",BCM 82-61 (+21),,"GOOD 3PTR by JOHNSON,CALEB",2
02:14,"MISS LAYUP by GRIFFIN,JAROD",,,,,,,"MISS LAYUP by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
01:59,,,,,"MISS LAYUP by MCCLOUD,ALTON",,,"MISS LAYUP by MCCLOUD,ALTON",2
--,,,,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",2
01:57,,,,,"MISS LAYUP by ELLINGSWORTH,COLEMAN",,,"MISS LAYUP by ELLINGSWORTH,COLEMAN",2
--,,,,,"REBOUND OFF by MCCLOUD,ALTON",,,"REBOUND OFF by MCCLOUD,ALTON",2
01:54,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
01:54,,,,,"MISS FT by MCCLOUD,ALTON",,,"MISS FT by MCCLOUD,ALTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:54,,,,,"MISS FT by MCCLOUD,ALTON",,,"MISS FT by MCCLOUD,ALTON",2
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",2
01:54,"GOOD DUNK by BATES,JACOB(in the paint)",84 (+23),,61,,CENTRE-M 84-61 (+23),,"GOOD DUNK by BATES,JACOB(in the paint)",2
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",2
01:54,,,,,"MISS 3PTR by JOHNSON,CORY",,,"MISS 3PTR by JOHNSON,CORY",2
--,,,,,"REBOUND OFF by MCCLOUD,ALTON",,,"REBOUND OFF by MCCLOUD,ALTON",2
01:51,,,,,"MISS LAYUP by ELLINGSWORTH,COLEMAN",,,"MISS LAYUP by ELLINGSWORTH,COLEMAN",2
--,"REBOUND DEF by TERRY,CHRISTIAN",,,,,,,"REBOUND DEF by TERRY,CHRISTIAN",2
01:51,"TURNOVER  by MORETTE,MATT",,,,,,,"TURNOVER  by MORETTE,MATT",2
01:51,"SUB IN by TERRY,CHRISTIAN",,,,,,,"SUB IN by TERRY,CHRISTIAN",2
01:51,"SUB IN by JACKSON,BRAYDEN",,,,,,,"SUB IN by JACKSON,BRAYDEN",2
01:51,"SUB IN by BROWNLEY,HOGAN",,,,,,,"SUB IN by BROWNLEY,HOGAN",2
01:51,"SUB IN by WEST,CHRIS",,,,,,,"SUB IN by WEST,CHRIS",2
01:51,"SUB IN by MORETTE,MATT",,,,,,,"SUB IN by MORETTE,MATT",2
01:51,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
01:51,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
01:51,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
01:51,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
01:51,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
01:51,,,,,"SUB IN by DELF-MONTGOMERY,JOHN",,,"SUB IN by DELF-MONTGOMERY,JOHN",2
01:51,,,,,"SUB IN by FALCONER,TREY",,,"SUB IN by FALCONER,TREY",2
01:51,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
01:51,,,,,"SUB IN by FORTE,MCCARTY",,,"SUB IN by FORTE,MCCARTY",2
01:51,,,,,"SUB IN by MCCLOUD,ALTON",,,"SUB IN by MCCLOUD,ALTON",2
01:51,,,,,"SUB OUT by MOORE,MILES",,,"SUB OUT by MOORE,MILES",2
01:51,,,,,"SUB OUT by SOMMERVILLE,MARK",,,"SUB OUT by SOMMERVILLE,MARK",2
01:51,,,,,"SUB OUT by MCCLOUD,ALTON",,,"SUB OUT by MCCLOUD,ALTON",2
01:51,,,,,"SUB OUT by JOHNSON,CORY",,,"SUB OUT by JOHNSON,CORY",2
01:51,,,,,"SUB OUT by JOHNSON,CALEB",,,"SUB OUT by JOHNSON,CALEB",2
01:41,,,,,"MISS 3PTR by FORTE,MCCARTY",,,"MISS 3PTR by FORTE,MCCARTY",2
--,"REBOUND DEF by BROWNLEY,HOGAN",,,,,,,"REBOUND DEF by BROWNLEY,HOGAN",2
01:20,"MISS 3PTR by TERRY,CHRISTIAN",,,,,,,"MISS 3PTR by TERRY,CHRISTIAN",2
--,"REBOUND OFF by JACKSON,BRAYDEN",,,,,,,"REBOUND OFF by JACKSON,BRAYDEN",2
01:14,,,,,"BLOCK  by ELLINGSWORTH,COLEMAN",,,"BLOCK  by ELLINGSWORTH,COLEMAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:54,,,,,"TURNOVER  by ELLINGSWORTH,COLEMAN",,,"TURNOVER  by ELLINGSWORTH,COLEMAN",2
00:51,"STEAL  by TERRY,CHRISTIAN",,,,,,,"STEAL  by TERRY,CHRISTIAN",2
