Time Remaining,MVCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
15:40,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",1
15:40,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",1
15:34,,,,,"TURNOVER  by GRIFFIN,JAROD",,,"TURNOVER  by GRIFFIN,JAROD",1
15:32,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",1
15:18,"GOOD JUMPER by SPALDING,TANNER",10,,12 (+2),,MVCM 10-12 (+2),,"GOOD JUMPER by SPALDING,TANNER",1
15:00,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",1
14:53,"MISS 3PTR by GARCIA,EMANUELLE",,,,,,,"MISS 3PTR by GARCIA,EMANUELLE",1
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",1
14:41,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",1
14:41,"SUB IN by WATSON,CHRIS",,,,,,,"SUB IN by WATSON,CHRIS",1
14:41,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",1
14:35,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",1
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",1
14:17,"MISS 3PTR by WATSON,CHRIS",,,,,,,"MISS 3PTR by WATSON,CHRIS",1
--,"REBOUND OFF by BRAY,DANTERRIUS",,,,,,,"REBOUND OFF by BRAY,DANTERRIUS",1
14:04,"MISS 3PTR by BRAY,DANTERRIUS",,,,,,,"MISS 3PTR by BRAY,DANTERRIUS",1
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",1
13:47,"GOOD 3PTR by GARCIA,EMANUELLE",13 (+1),,12,,MVCM 13-12 (-1),,"GOOD 3PTR by GARCIA,EMANUELLE",1
--,"ASSIST  by WATSON,CHRIS",,,,,,,"ASSIST  by WATSON,CHRIS",1
13:16,,,,,"MISS JUMPER by RAKES,BAILEY",,,"MISS JUMPER by RAKES,BAILEY",1
--,"REBOUND DEF by HOPPA,DANTE",,,,,,,"REBOUND DEF by HOPPA,DANTE",1
13:05,"MISS 3PTR by GARCIA,EMANUELLE",,,,,,,"MISS 3PTR by GARCIA,EMANUELLE",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
12:53,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",1
12:49,"SUB IN by NOKES,COLT",,,,,,,"SUB IN by NOKES,COLT",1
12:49,"SUB IN by BRAY,DANTERRIUS",,,,,,,"SUB IN by BRAY,DANTERRIUS",1
12:49,"SUB IN by SUMMERS,DAQUAN",,,,,,,"SUB IN by SUMMERS,DAQUAN",1
12:49,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",1
12:49,"SUB OUT by HOPPA,DANTE",,,,,,,"SUB OUT by HOPPA,DANTE",1
12:49,"SUB OUT by ESTES,KALEB",,,,,,,"SUB OUT by ESTES,KALEB",1
12:49,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
12:49,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",1
12:49,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",1
12:49,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
12:49,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",1
12:49,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",1
12:46,,13,,14 (+1),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 13-14 (+1),,"GOOD LAYUP by AYERS,PERRY(in the paint)",1
12:24,"MISS 3PTR by GARCIA,EMANUELLE",,,,,,,"MISS 3PTR by GARCIA,EMANUELLE",1
--,"REBOUND OFF by NOKES,COLT",,,,,,,"REBOUND OFF by NOKES,COLT",1
12:16,"GOOD LAYUP by NOKES,COLT(in the paint)",15 (+1),,14,,MVCM 15-14 (-1),,"GOOD LAYUP by NOKES,COLT(in the paint)",1
12:03,"FOUL  by GARCIA,EMANUELLE",,,,,,,"FOUL  by GARCIA,EMANUELLE",1
12:03,,15,,15,"GOOD FT by GRIFFIN,JAROD",CENTRE-M 15-15 (0),,"GOOD FT by GRIFFIN,JAROD",1
12:03,,,,,"MISS FT by GRIFFIN,JAROD",,,"MISS FT by GRIFFIN,JAROD",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
12:03,,,,,"TURNOVER  by SCHMUCKER,ZACH",,,"TURNOVER  by SCHMUCKER,ZACH",1
12:03,"SUB IN by SONGSTER,CALVIN",,,,,,,"SUB IN by SONGSTER,CALVIN",1
12:03,"SUB OUT by GARCIA,EMANUELLE",,,,,,,"SUB OUT by GARCIA,EMANUELLE",1
11:50,,,,,"SUB IN by BROWNLEY,HOGAN",,,"SUB IN by BROWNLEY,HOGAN",1
11:50,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",1
11:37,,15,,18 (+3),"GOOD 3PTR by SCHMUCKER,ZACH",CENTRE-M 15-18 (+3),,"GOOD 3PTR by SCHMUCKER,ZACH",1
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",1
11:21,"GOOD 3PTR by SUMMERS,DAQUAN",18,,18,,MVCM 18-18 (0),,"GOOD 3PTR by SUMMERS,DAQUAN",1
--,"ASSIST  by BRAY,DANTERRIUS",,,,,,,"ASSIST  by BRAY,DANTERRIUS",1
11:00,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",1
--,"REBOUND DEF by SONGSTER,CALVIN",,,,,,,"REBOUND DEF by SONGSTER,CALVIN",1
10:43,"MISS 3PTR by WATSON,CHRIS",,,,,,,"MISS 3PTR by WATSON,CHRIS",1
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",1
10:33,,18,,20 (+2),"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",CENTRE-M 18-20 (+2),,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",1
10:20,"TURNOVER  by SUMMERS,DAQUAN",,,,,,,"TURNOVER  by SUMMERS,DAQUAN",1
10:14,,,,,"STEAL  by SCHMUCKER,ZACH",,,"STEAL  by SCHMUCKER,ZACH",1
10:09,"FOUL  by WATSON,CHRIS",,,,,,,"FOUL  by WATSON,CHRIS",1
10:05,,18,,21 (+3),"GOOD FT by WALKER,ART",CENTRE-M 18-21 (+3),,"GOOD FT by WALKER,ART",1
10:05,,18,,22 (+4),"GOOD FT by WALKER,ART",CENTRE-M 18-22 (+4),,"GOOD FT by WALKER,ART",1
10:05,"SUB IN by BOWMAN,EMIER",,,,,,,"SUB IN by BOWMAN,EMIER",1
10:05,"SUB IN by HOPPA,DANTE",,,,,,,"SUB IN by HOPPA,DANTE",1
10:05,"SUB OUT by WATSON,CHRIS",,,,,,,"SUB OUT by WATSON,CHRIS",1
10:05,"SUB OUT by SUMMERS,DAQUAN",,,,,,,"SUB OUT by SUMMERS,DAQUAN",1
10:05,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",1
10:05,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",1
10:05,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",1
10:05,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",1
09:59,"GOOD 3PTR by BOWMAN,EMIER",21,,22 (+1),,MVCM 21-22 (+1),,"GOOD 3PTR by BOWMAN,EMIER",1
--,"ASSIST  by NOKES,COLT",,,,,,,"ASSIST  by NOKES,COLT",1
09:41,,,,,"MISS 3PTR by AYERS,PERRY",,,"MISS 3PTR by AYERS,PERRY",1
--,"REBOUND DEF by BOWMAN,EMIER",,,,,,,"REBOUND DEF by BOWMAN,EMIER",1
09:30,,,,,"FOUL  by BROWNLEY,HOGAN",,,"FOUL  by BROWNLEY,HOGAN",1
09:09,"GOOD FT by NOKES,COLT",22,,22,,MVCM 22-22 (0),,"GOOD FT by NOKES,COLT",1
09:09,"GOOD FT by NOKES,COLT",23 (+1),,22,,MVCM 23-22 (-1),,"GOOD FT by NOKES,COLT",1
09:09,"SUB IN by ESTES,KALEB",,,,,,,"SUB IN by ESTES,KALEB",1
09:09,"SUB OUT by BRAY,DANTERRIUS",,,,,,,"SUB OUT by BRAY,DANTERRIUS",1
09:09,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
09:09,,,,,"SUB OUT by BROWNLEY,HOGAN",,,"SUB OUT by BROWNLEY,HOGAN",1
08:58,"FOUL  by NOKES,COLT",,,,,,,"FOUL  by NOKES,COLT",1
08:58,,23,,23,"GOOD FT by RAKES,BAILEY",CENTRE-M 23-23 (0),,"GOOD FT by RAKES,BAILEY",1
08:58,,23,,24 (+1),"GOOD FT by RAKES,BAILEY",CENTRE-M 23-24 (+1),,"GOOD FT by RAKES,BAILEY",1
08:58,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",1
08:58,"SUB OUT by NOKES,COLT",,,,,,,"SUB OUT by NOKES,COLT",1
08:58,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",1
08:58,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
08:47,"GOOD 3PTR by SONGSTER,CALVIN",26 (+2),,24,,MVCM 26-24 (-2),,"GOOD 3PTR by SONGSTER,CALVIN",1
08:24,,,,,"MISS LAYUP by RAKES,BAILEY",,,"MISS LAYUP by RAKES,BAILEY",1
08:24,"BLOCK  by SONGSTER,CALVIN",,,,,,,"BLOCK  by SONGSTER,CALVIN",1
--,,,,,"REBOUND OFF by GRIFFIN,JAROD",,,"REBOUND OFF by GRIFFIN,JAROD",1
08:23,,26,,26,"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 26-26 (0),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",1
08:05,"MISS 3PTR by BOWMAN,EMIER",,,,,,,"MISS 3PTR by BOWMAN,EMIER",1
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",1
07:54,,26,,28 (+2),"GOOD JUMPER by SPITZER,JAKOB",CENTRE-M 26-28 (+2),,"GOOD JUMPER by SPITZER,JAKOB",1
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",1
07:41,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",1
07:39,,,,,"FOUL  by SCHMUCKER,ZACH",,,"FOUL  by SCHMUCKER,ZACH",1
07:39,"GOOD LAYUP by ESTES,KALEB(in the paint)",28,,28,,MVCM 28-28 (0),,"GOOD LAYUP by ESTES,KALEB(in the paint)",1
07:39,"SUB IN by WATSON,CHRIS",,,,,,,"SUB IN by WATSON,CHRIS",1
07:39,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",1
07:33,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",1
07:33,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",1
07:30,,28,,30 (+2),"GOOD JUMPER by SPITZER,JAKOB(fastbreak)(in the paint)",CENTRE-M 28-30 (+2),,"GOOD JUMPER by SPITZER,JAKOB(fastbreak)(in the paint)",1
07:11,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",1
07:11,"SUB IN by GARCIA,EMANUELLE",,,,,,,"SUB IN by GARCIA,EMANUELLE",1
07:11,"SUB OUT by SONGSTER,CALVIN",,,,,,,"SUB OUT by SONGSTER,CALVIN",1
07:03,"TURNOVER  by HOPPA,DANTE",,,,,,,"TURNOVER  by HOPPA,DANTE",1
06:43,,,,,"MISS JUMPER by SPITZER,JAKOB",,,"MISS JUMPER by SPITZER,JAKOB",1
--,"REBOUND DEF by WATSON,CHRIS",,,,,,,"REBOUND DEF by WATSON,CHRIS",1
06:36,"TURNOVER  by WATSON,CHRIS",,,,,,,"TURNOVER  by WATSON,CHRIS",1
06:23,,28,,32 (+4),"GOOD LAYUP by SPITZER,JAKOB(in the paint)",CENTRE-M 28-32 (+4),,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",1
06:06,"GOOD JUMPER by SPALDING,TANNER(fastbreak)(in the paint)",30,,32 (+2),,MVCM 30-32 (+2),,"GOOD JUMPER by SPALDING,TANNER(fastbreak)(in the paint)",1
05:53,,30,,35 (+5),"GOOD 3PTR by SINE,TUCKER",CENTRE-M 30-35 (+5),,"GOOD 3PTR by SINE,TUCKER",1
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",1
05:38,"GOOD LAYUP by HOPPA,DANTE(in the paint)",32,,35 (+3),,MVCM 32-35 (+3),,"GOOD LAYUP by HOPPA,DANTE(in the paint)",1
--,"ASSIST  by SPALDING,TANNER",,,,,,,"ASSIST  by SPALDING,TANNER",1
05:24,,32,,37 (+5),"GOOD JUMPER by RAKES,BAILEY",CENTRE-M 32-37 (+5),,"GOOD JUMPER by RAKES,BAILEY",1
05:00,"MISS 3PTR by ESTES,KALEB",,,,,,,"MISS 3PTR by ESTES,KALEB",1
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",1
04:50,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
04:50,"SUB IN by NOKES,COLT",,,,,,,"SUB IN by NOKES,COLT",1
04:50,"SUB IN by SONGSTER,CALVIN",,,,,,,"SUB IN by SONGSTER,CALVIN",1
04:50,"SUB IN by BRAY,DANTERRIUS",,,,,,,"SUB IN by BRAY,DANTERRIUS",1
04:50,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",1
04:50,"SUB OUT by ESTES,KALEB",,,,,,,"SUB OUT by ESTES,KALEB",1
04:50,"SUB OUT by GARCIA,EMANUELLE",,,,,,,"SUB OUT by GARCIA,EMANUELLE",1
04:50,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",1
04:50,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",1
04:50,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",1
04:50,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",1
04:39,,32,,40 (+8),"GOOD 3PTR by SINE,TUCKER",CENTRE-M 32-40 (+8),,"GOOD 3PTR by SINE,TUCKER",1
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",1
04:27,"MISS 3PTR by BRAY,DANTERRIUS",,,,,,,"MISS 3PTR by BRAY,DANTERRIUS",1
--,"REBOUND OFF by HOPPA,DANTE",,,,,,,"REBOUND OFF by HOPPA,DANTE",1
04:20,"GOOD LAYUP by HOPPA,DANTE(in the paint)",34,,40 (+6),,MVCM 34-40 (+6),,"GOOD LAYUP by HOPPA,DANTE(in the paint)",1
03:52,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",1
--,"REBOUND DEF by NOKES,COLT",,,,,,,"REBOUND DEF by NOKES,COLT",1
03:44,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",1
03:44,"GOOD FT by NOKES,COLT",35,,40 (+5),,MVCM 35-40 (+5),,"GOOD FT by NOKES,COLT",1
03:44,"GOOD FT by NOKES,COLT",36,,40 (+4),,MVCM 36-40 (+4),,"GOOD FT by NOKES,COLT",1
03:44,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
03:44,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",1
03:44,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
03:44,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",1
03:42,"SUB IN by SUMMERS,DAQUAN",,,,,,,"SUB IN by SUMMERS,DAQUAN",1
03:42,"SUB OUT by WATSON,CHRIS",,,,,,,"SUB OUT by WATSON,CHRIS",1
03:34,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",1
--,"REBOUND DEF by SUMMERS,DAQUAN",,,,,,,"REBOUND DEF by SUMMERS,DAQUAN",1
03:26,"TURNOVER  by SONGSTER,CALVIN",,,,,,,"TURNOVER  by SONGSTER,CALVIN",1
03:23,,,,,"STEAL  by SINE,TUCKER",,,"STEAL  by SINE,TUCKER",1
03:05,,36,,43 (+7),"GOOD 3PTR by WALKER,ART",CENTRE-M 36-43 (+7),,"GOOD 3PTR by WALKER,ART",1
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",1
02:45,"GOOD JUMPER by NOKES,COLT(fastbreak)(in the paint)",38,,43 (+5),,MVCM 38-43 (+5),,"GOOD JUMPER by NOKES,COLT(fastbreak)(in the paint)",1
02:45,,,,,"FOUL  by SCHMUCKER,ZACH",,,"FOUL  by SCHMUCKER,ZACH",1
02:45,"GOOD FT by NOKES,COLT",39,,43 (+4),,MVCM 39-43 (+4),,"GOOD FT by NOKES,COLT",1
02:45,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",1
02:45,"SUB OUT by NOKES,COLT",,,,,,,"SUB OUT by NOKES,COLT",1
02:45,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",1
02:45,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
02:25,,39,,46 (+7),"GOOD 3PTR by WALKER,ART",CENTRE-M 39-46 (+7),,"GOOD 3PTR by WALKER,ART",1
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",1
02:01,"TURNOVER  by HOPPA,DANTE",,,,,,,"TURNOVER  by HOPPA,DANTE",1
02:01,"SUB IN by ESTES,KALEB",,,,,,,"SUB IN by ESTES,KALEB",1
02:01,"SUB OUT by BRAY,DANTERRIUS",,,,,,,"SUB OUT by BRAY,DANTERRIUS",1
01:49,,,,,"TURNOVER  by GRIFFIN,JAROD",,,"TURNOVER  by GRIFFIN,JAROD",1
01:44,"STEAL  by SUMMERS,DAQUAN",,,,,,,"STEAL  by SUMMERS,DAQUAN",1
01:42,"GOOD LAYUP by SUMMERS,DAQUAN(fastbreak)(in the paint)",41,,46 (+5),,MVCM 41-46 (+5),,"GOOD LAYUP by SUMMERS,DAQUAN(fastbreak)(in the paint)",1
01:29,,,,,"TURNOVER  by GRIFFIN,JAROD",,,"TURNOVER  by GRIFFIN,JAROD",1
01:29,"STEAL  by SUMMERS,DAQUAN",,,,,,,"STEAL  by SUMMERS,DAQUAN",1
01:29,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",1
01:29,"MISS FT by SUMMERS,DAQUAN",,,,,,,"MISS FT by SUMMERS,DAQUAN",1
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",1
01:27,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",1
01:08,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
01:08,,41,,47 (+6),"GOOD FT by AYERS,PERRY",CENTRE-M 41-47 (+6),,"GOOD FT by AYERS,PERRY",1
01:08,,41,,48 (+7),"GOOD FT by AYERS,PERRY",CENTRE-M 41-48 (+7),,"GOOD FT by AYERS,PERRY",1
01:08,"SUB IN by WATSON,CHRIS",,,,,,,"SUB IN by WATSON,CHRIS",1
01:08,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",1
01:08,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",1
01:08,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",1
01:08,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",1
01:08,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",1
00:55,"MISS JUMPER by WATSON,CHRIS",,,,,,,"MISS JUMPER by WATSON,CHRIS",1
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",1
00:42,,41,,50 (+9),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 41-50 (+9),,"GOOD LAYUP by AYERS,PERRY(in the paint)",1
00:30,"GOOD LAYUP by ESTES,KALEB(in the paint)",43,,50 (+7),,MVCM 43-50 (+7),,"GOOD LAYUP by ESTES,KALEB(in the paint)",1
00:01,,43,,52 (+9),"GOOD JUMPER by AYERS,PERRY",CENTRE-M 43-52 (+9),,"GOOD JUMPER by AYERS,PERRY",1
19:54,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
19:52,"STEAL  by BOWMAN,EMIER",,,,,,,"STEAL  by BOWMAN,EMIER",2
19:50,"GOOD LAYUP by BOWMAN,EMIER(fastbreak)(in the paint)",45,,52 (+7),,MVCM 45-52 (+7),,"GOOD LAYUP by BOWMAN,EMIER(fastbreak)(in the paint)",2
19:44,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
19:43,"MISS FT by BOWMAN,EMIER",,,,,,,"MISS FT by BOWMAN,EMIER",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
19:25,,,,,"MISS LAYUP by RAKES,BAILEY",,,"MISS LAYUP by RAKES,BAILEY",2
19:25,"BLOCK  by SONGSTER,CALVIN",,,,,,,"BLOCK  by SONGSTER,CALVIN",2
--,"REBOUND DEF by BOWMAN,EMIER",,,,,,,"REBOUND DEF by BOWMAN,EMIER",2
19:05,"TURNOVER  by HOPPA,DANTE",,,,,,,"TURNOVER  by HOPPA,DANTE",2
19:03,,,,,"STEAL  by AYERS,PERRY",,,"STEAL  by AYERS,PERRY",2
18:58,,45,,54 (+9),"GOOD JUMPER by RAKES,BAILEY(fastbreak)(in the paint)",CENTRE-M 45-54 (+9),,"GOOD JUMPER by RAKES,BAILEY(fastbreak)(in the paint)",2
