Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
01:26,"GOOD FT by CLARK,ETHAN",61,,91 (+30),,BCM 61-91 (+30),,"GOOD FT by CLARK,ETHAN",2
01:11,,,,,"MISS JUMPER by TERRY,CHRISTIAN",,,"MISS JUMPER by TERRY,CHRISTIAN",2
--,,,,,"REBOUND OFF by JACKSON,BRAYDEN",,,"REBOUND OFF by JACKSON,BRAYDEN",2
01:05,,,,,"MISS LAYUP by JACKSON,BRAYDEN",,,"MISS LAYUP by JACKSON,BRAYDEN",2
--,,,,,"REBOUND OFF by TERRY,CHRISTIAN",,,"REBOUND OFF by TERRY,CHRISTIAN",2
00:59,,61,,93 (+32),"GOOD LAYUP by TERRY,CHRISTIAN(in the paint)",CENTRE-M 61-93 (+32),,"GOOD LAYUP by TERRY,CHRISTIAN(in the paint)",2
00:51,"GOOD 3PTR by FALCONER,TREY",64,,93 (+29),,BCM 64-93 (+29),,"GOOD 3PTR by FALCONER,TREY",2
--,"ASSIST  by JOHNSON,CORY",,,,,,,"ASSIST  by JOHNSON,CORY",2
00:39,,,,,"MISS JUMPER by TERRY,CHRISTIAN",,,"MISS JUMPER by TERRY,CHRISTIAN",2
--,"REBOUND DEF by JOHNSON,CORY",,,,,,,"REBOUND DEF by JOHNSON,CORY",2
00:34,"TURNOVER  by JOHNSON,CORY",,,,,,,"TURNOVER  by JOHNSON,CORY",2
00:33,,,,,"STEAL  by MORETTE,MATT",,,"STEAL  by MORETTE,MATT",2
00:29,,,,,"FOUL  by MORETTE,MATT",,,"FOUL  by MORETTE,MATT",2
00:17,,,,,"FOUL  by WEST,CHRIS",,,"FOUL  by WEST,CHRIS",2
00:17,"MISS FT by BIRDSONG,JAKE",,,,,,,"MISS FT by BIRDSONG,JAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:17,"GOOD FT by BIRDSONG,JAKE",65,,93 (+28),,BCM 65-93 (+28),,"GOOD FT by BIRDSONG,JAKE",2
00:17,"GOOD FT by BIRDSONG,JAKE",66,,93 (+27),,BCM 66-93 (+27),,"GOOD FT by BIRDSONG,JAKE",2
00:10,,,,,"MISS LAYUP by BROWNLEY,HOGAN",,,"MISS LAYUP by BROWNLEY,HOGAN",2
--,"REBOUND DEF by JOHNSON,CORY",,,,,,,"REBOUND DEF by JOHNSON,CORY",2
00:04,"MISS 3PTR by FALCONER,TREY",,,,,,,"MISS 3PTR by FALCONER,TREY",2
--,"REBOUND OFF by CLARK,ETHAN",,,,,,,"REBOUND OFF by CLARK,ETHAN",2
00:00,"MISS JUMPER by CLARK,ETHAN",,,,,,,"MISS JUMPER by CLARK,ETHAN",2
--,,,,,"REBOUND DEF by TERRY,CHRISTIAN",,,"REBOUND DEF by TERRY,CHRISTIAN",2
00:00,"FOUL  by BIRDSONG,JAKE",,,,,,,"FOUL  by BIRDSONG,JAKE",2
00:00,,66,,94 (+28),"GOOD FT by TERRY,CHRISTIAN",CENTRE-M 66-94 (+28),,"GOOD FT by TERRY,CHRISTIAN",2
00:00,,66,,95 (+29),"GOOD FT by TERRY,CHRISTIAN",CENTRE-M 66-95 (+29),,"GOOD FT by TERRY,CHRISTIAN",2
00:00,,,,,"MISS 3PTR by JACKSON,BRAYDEN",,,"MISS 3PTR by JACKSON,BRAYDEN",2
00:00,"MISS 3PTR by FALCONER,TREY",,,,,,,"MISS 3PTR by FALCONER,TREY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
