Time Remaining,Hunt,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
01:25,"SUB OUT by CHAMPION,JACOB",,,,,,,"SUB OUT by CHAMPION,JACOB",1
01:19,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",1
--,"REBOUND DEF by HOBSON,CHARVEZ'",,,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",1
01:18,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",1
01:18,"GOOD FT by SCHMITT,LUCAS",29,,41 (+12),,Hunt 29-41 (+12),,"GOOD FT by SCHMITT,LUCAS",1
01:18,"GOOD FT by SCHMITT,LUCAS",30,,41 (+11),,Hunt 30-41 (+11),,"GOOD FT by SCHMITT,LUCAS",1
01:18,"SUB IN by TONEY,CALEB",,,,,,,"SUB IN by TONEY,CALEB",1
01:18,"SUB OUT by SCHMITT,LUCAS",,,,,,,"SUB OUT by SCHMITT,LUCAS",1
01:18,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",1
01:18,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",1
01:18,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
01:18,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",1
01:14,,30,,43 (+13),"GOOD LAYUP by CHILDERS,JOSH(fastbreak)(in the paint)",BSC 30-43 (+13),,"GOOD LAYUP by CHILDERS,JOSH(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",1
00:43,"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",32,,43 (+11),,Hunt 32-43 (+11),,"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",1
--,"ASSIST  by GREEN,THOMAS",,,,,,,"ASSIST  by GREEN,THOMAS",1
00:25,,,,,"TURNOVER  by BAK,CALVIN",,,"TURNOVER  by BAK,CALVIN",1
00:25,"STEAL  by WASHINGTON,AARON",,,,,,,"STEAL  by WASHINGTON,AARON",1
00:18,"GOOD 3PTR by HOBSON,CHARVEZ'(fastbreak)",35,,43 (+8),,Hunt 35-43 (+8),,"GOOD 3PTR by HOBSON,CHARVEZ'(fastbreak)",1
--,"ASSIST  by WASHINGTON,AARON",,,,,,,"ASSIST  by WASHINGTON,AARON",1
00:17,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:11,,,,,"TURNOVER  by O'SULLIVAN,CONOR",,,"TURNOVER  by O'SULLIVAN,CONOR",1
00:11,"SUB IN by CHAMPION,JACOB",,,,,,,"SUB IN by CHAMPION,JACOB",1
00:11,"SUB OUT by TONEY,CALEB",,,,,,,"SUB OUT by TONEY,CALEB",1
19:59,"SUB IN by WOODS,MYKEL",,,,,,,"SUB IN by WOODS,MYKEL",2
19:59,"SUB IN by HARRIS,JAMES",,,,,,,"SUB IN by HARRIS,JAMES",2
19:59,"SUB OUT by WASHINGTON,AARON",,,,,,,"SUB OUT by WASHINGTON,AARON",2
19:59,"SUB OUT by GREEN,THOMAS",,,,,,,"SUB OUT by GREEN,THOMAS",2
19:59,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
19:59,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
19:59,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
19:59,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
19:45,,,,,"FOUL  by O'SULLIVAN,CONOR",,,"FOUL  by O'SULLIVAN,CONOR",2
19:45,"GOOD FT by MADISON,DAMIEN",36,,43 (+7),,Hunt 36-43 (+7),,"GOOD FT by MADISON,DAMIEN",2
19:45,"GOOD FT by MADISON,DAMIEN",37,,43 (+6),,Hunt 37-43 (+6),,"GOOD FT by MADISON,DAMIEN",2
19:41,,,,,"TURNOVER  by O'SULLIVAN,CONOR",,,"TURNOVER  by O'SULLIVAN,CONOR",2
19:41,"STEAL  by MADISON,DAMIEN",,,,,,,"STEAL  by MADISON,DAMIEN",2
19:35,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",39,,43 (+4),,Hunt 39-43 (+4),,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",2
19:13,,,,,"MISS LAYUP by SPENCE,BEN",,,"MISS LAYUP by SPENCE,BEN",2
19:13,"BLOCK  by HARRIS,JAMES",,,,,,,"BLOCK  by HARRIS,JAMES",2
--,"REBOUND DEF by HARRIS,JAMES",,,,,,,"REBOUND DEF by HARRIS,JAMES",2
19:08,"TURNOVER  by WOODS,MYKEL",,,,,,,"TURNOVER  by WOODS,MYKEL",2
18:49,"FOUL  by HARRIS,JAMES",,,,,,,"FOUL  by HARRIS,JAMES",2
18:49,,39,,44 (+5),"GOOD FT by FITZGERALD,PAUL",BSC 39-44 (+5),,"GOOD FT by FITZGERALD,PAUL",2
18:49,,,,,"MISS FT by FITZGERALD,PAUL",,,"MISS FT by FITZGERALD,PAUL",2
--,,,,,"REBOUND OFF by FITZGERALD,PAUL",,,"REBOUND OFF by FITZGERALD,PAUL",2
18:47,,,,,"MISS LAYUP by FITZGERALD,PAUL",,,"MISS LAYUP by FITZGERALD,PAUL",2
--,"REBOUND DEF by HARRIS,JAMES",,,,,,,"REBOUND DEF by HARRIS,JAMES",2
18:37,"GOOD LAYUP by HARRIS,JAMES(in the paint)",41,,44 (+3),,Hunt 41-44 (+3),,"GOOD LAYUP by HARRIS,JAMES(in the paint)",2
18:25,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by MADISON,DAMIEN",,,,,,,"REBOUND DEF by MADISON,DAMIEN",2
18:12,"MISS 3PTR by CHAMPION,JACOB",,,,,,,"MISS 3PTR by CHAMPION,JACOB",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
17:50,,,,,"MISS LAYUP by STEWART,CHRISTIAN",,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,,,,,"REBOUND OFF by SPENCE,BEN",,,"REBOUND OFF by SPENCE,BEN",2
17:48,"FOUL  by WOODS,MYKEL",,,,,,,"FOUL  by WOODS,MYKEL",2
17:48,,41,,45 (+4),"GOOD FT by SPENCE,BEN",BSC 41-45 (+4),,"GOOD FT by SPENCE,BEN",2
17:48,"SUB IN by BOHLING,DYLAN",,,,,,,"SUB IN by BOHLING,DYLAN",2
17:48,"SUB IN by ZACHERY,CEAUNTE",,,,,,,"SUB IN by ZACHERY,CEAUNTE",2
17:48,"SUB OUT by WOODS,MYKEL",,,,,,,"SUB OUT by WOODS,MYKEL",2
17:48,"SUB OUT by HARRIS,JAMES",,,,,,,"SUB OUT by HARRIS,JAMES",2
17:45,,,,,"MISS FT by SPENCE,BEN",,,"MISS FT by SPENCE,BEN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:27,"MISS LAYUP by HOBSON,CHARVEZ'",,,,,,,"MISS LAYUP by HOBSON,CHARVEZ'",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:24,"MISS LAYUP by ZACHERY,CEAUNTE",,,,,,,"MISS LAYUP by ZACHERY,CEAUNTE",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
17:19,"FOUL  by CHAMPION,JACOB",,,,,,,"FOUL  by CHAMPION,JACOB",2
17:19,"SUB IN by WASHINGTON,AARON",,,,,,,"SUB IN by WASHINGTON,AARON",2
17:19,"SUB OUT by CHAMPION,JACOB",,,,,,,"SUB OUT by CHAMPION,JACOB",2
17:07,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",2
--,"REBOUND DEF by BOHLING,DYLAN",,,,,,,"REBOUND DEF by BOHLING,DYLAN",2
16:49,"GOOD JUMPER by ZACHERY,CEAUNTE",43,,45 (+2),,Hunt 43-45 (+2),,"GOOD JUMPER by ZACHERY,CEAUNTE",2
16:42,"FOUL  by WASHINGTON,AARON",,,,,,,"FOUL  by WASHINGTON,AARON",2
16:42,"SUB IN by SCHMITT,LUCAS",,,,,,,"SUB IN by SCHMITT,LUCAS",2
16:42,"SUB IN by TONEY,CALEB",,,,,,,"SUB IN by TONEY,CALEB",2
16:42,"SUB OUT by HOBSON,CHARVEZ'",,,,,,,"SUB OUT by HOBSON,CHARVEZ'",2
16:42,"SUB OUT by MADISON,DAMIEN",,,,,,,"SUB OUT by MADISON,DAMIEN",2
16:42,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
16:42,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
16:37,,,,,"TURNOVER  by GONDA,MATT",,,"TURNOVER  by GONDA,MATT",2
16:37,"STEAL  by WASHINGTON,AARON",,,,,,,"STEAL  by WASHINGTON,AARON",2
16:32,"GOOD LAYUP by WASHINGTON,AARON(fastbreak)(in the paint)",45,,45,,Hunt 45-45 (0),,"GOOD LAYUP by WASHINGTON,AARON(fastbreak)(in the paint)",2
16:21,,45,,48 (+3),"GOOD 3PTR by BAK,CALVIN",BSC 45-48 (+3),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",2
15:59,"MISS LAYUP by ZACHERY,CEAUNTE",,,,,,,"MISS LAYUP by ZACHERY,CEAUNTE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:53,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
15:46,"MISS JUMPER by ZACHERY,CEAUNTE",,,,,,,"MISS JUMPER by ZACHERY,CEAUNTE",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
15:29,,45,,51 (+6),"GOOD 3PTR by BAK,CALVIN",BSC 45-51 (+6),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",2
15:05,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
15:05,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:05,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
15:05,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
15:05,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
15:05,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
15:04,"GOOD FT by WASHINGTON,AARON",46,,51 (+5),,Hunt 46-51 (+5),,"GOOD FT by WASHINGTON,AARON",2
15:04,"GOOD FT by WASHINGTON,AARON",47,,51 (+4),,Hunt 47-51 (+4),,"GOOD FT by WASHINGTON,AARON",2
15:04,"SUB IN by CHAMPION,JACOB",,,,,,,"SUB IN by CHAMPION,JACOB",2
15:04,"SUB OUT by WASHINGTON,AARON",,,,,,,"SUB OUT by WASHINGTON,AARON",2
14:56,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,"REBOUND OFF by BAK,CALVIN",,,"REBOUND OFF by BAK,CALVIN",2
14:48,,,,,"MISS LAYUP by CHILDERS,JOSH",,,"MISS LAYUP by CHILDERS,JOSH",2
--,,,,,"REBOUND OFF by SIGLER,EVAN",,,"REBOUND OFF by SIGLER,EVAN",2
14:42,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by BOHLING,DYLAN",,,,,,,"REBOUND DEF by BOHLING,DYLAN",2
14:14,"GOOD LAYUP by ZACHERY,CEAUNTE(in the paint)",49,,51 (+2),,Hunt 49-51 (+2),,"GOOD LAYUP by ZACHERY,CEAUNTE(in the paint)",2
13:56,,,,,"TURNOVER  by SPENCE,BEN",,,"TURNOVER  by SPENCE,BEN",2
13:56,"STEAL  by ZACHERY,CEAUNTE",,,,,,,"STEAL  by ZACHERY,CEAUNTE",2
13:35,"MISS JUMPER by ZACHERY,CEAUNTE",,,,,,,"MISS JUMPER by ZACHERY,CEAUNTE",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
13:21,,,,,"MISS LAYUP by CHILDERS,JOSH",,,"MISS LAYUP by CHILDERS,JOSH",2
--,"REBOUND DEF by BOHLING,DYLAN",,,,,,,"REBOUND DEF by BOHLING,DYLAN",2
13:17,"TURNOVER  by BOHLING,DYLAN",,,,,,,"TURNOVER  by BOHLING,DYLAN",2
13:17,,,,,"STEAL  by BAK,CALVIN",,,"STEAL  by BAK,CALVIN",2
13:17,"SUB IN by WOODS,MYKEL",,,,,,,"SUB IN by WOODS,MYKEL",2
13:17,"SUB IN by BOYD,CAM",,,,,,,"SUB IN by BOYD,CAM",2
13:17,"SUB IN by HARRIS,JAMES",,,,,,,"SUB IN by HARRIS,JAMES",2
13:17,"SUB IN by GREEN,THOMAS",,,,,,,"SUB IN by GREEN,THOMAS",2
13:17,"SUB IN by HOBSON,CHARVEZ'",,,,,,,"SUB IN by HOBSON,CHARVEZ'",2
13:17,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",2
13:17,"SUB OUT by SCHMITT,LUCAS",,,,,,,"SUB OUT by SCHMITT,LUCAS",2
13:17,"SUB OUT by ZACHERY,CEAUNTE",,,,,,,"SUB OUT by ZACHERY,CEAUNTE",2
13:17,"SUB OUT by TONEY,CALEB",,,,,,,"SUB OUT by TONEY,CALEB",2
13:17,"SUB OUT by CHAMPION,JACOB",,,,,,,"SUB OUT by CHAMPION,JACOB",2
13:12,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
13:06,,49,,53 (+4),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 49-53 (+4),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
12:53,,,,,"FOUL  by SIGLER,EVAN",,,"FOUL  by SIGLER,EVAN",2
12:53,"GOOD FT by WOODS,MYKEL",50,,53 (+3),,Hunt 50-53 (+3),,"GOOD FT by WOODS,MYKEL",2
12:53,"MISS FT by WOODS,MYKEL",,,,,,,"MISS FT by WOODS,MYKEL",2
--,,,,,"REBOUND DEF by GONDA,MATT",,,"REBOUND DEF by GONDA,MATT",2
12:53,,,,,"SUB IN by MORRISON,JASON",,,"SUB IN by MORRISON,JASON",2
12:53,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
12:41,,,,,"MISS JUMPER by GONDA,MATT",,,"MISS JUMPER by GONDA,MATT",2
--,"REBOUND DEF by HOBSON,CHARVEZ'",,,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",2
12:21,"MISS LAYUP by HARRIS,JAMES",,,,,,,"MISS LAYUP by HARRIS,JAMES",2
--,,,,,"REBOUND DEF by MORRISON,JASON",,,"REBOUND DEF by MORRISON,JASON",2
12:15,,,,,"TURNOVER  by MORRISON,JASON",,,"TURNOVER  by MORRISON,JASON",2
12:15,"STEAL  by GREEN,THOMAS",,,,,,,"STEAL  by GREEN,THOMAS",2
12:10,"MISS 3PTR by BOYD,CAM",,,,,,,"MISS 3PTR by BOYD,CAM",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
12:01,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by BOYD,CAM",,,,,,,"REBOUND DEF by BOYD,CAM",2
11:33,"GOOD JUMPER by GREEN,THOMAS(in the paint)",52,,53 (+1),,Hunt 52-53 (+1),,"GOOD JUMPER by GREEN,THOMAS(in the paint)",2
11:15,,52,,55 (+3),"GOOD LAYUP by GONDA,MATT(in the paint)",BSC 52-55 (+3),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
10:55,"MISS 3PTR by HOBSON,CHARVEZ'",,,,,,,"MISS 3PTR by HOBSON,CHARVEZ'",2
--,,,,,"REBOUND DEF by SIGLER,EVAN",,,"REBOUND DEF by SIGLER,EVAN",2
10:42,,,,,"MISS 3PTR by MORRISON,JASON",,,"MISS 3PTR by MORRISON,JASON",2
--,"REBOUND DEF by HOBSON,CHARVEZ'",,,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",2
10:31,"GOOD LAYUP by HARRIS,JAMES(in the paint)",54,,55 (+1),,Hunt 54-55 (+1),,"GOOD LAYUP by HARRIS,JAMES(in the paint)",2
10:18,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND OFF by MORRISON,JASON",,,"REBOUND OFF by MORRISON,JASON",2
10:14,"FOUL  by HOBSON,CHARVEZ'",,,,,,,"FOUL  by HOBSON,CHARVEZ'",2
10:12,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
10:12,"SUB IN by BOHLING,DYLAN",,,,,,,"SUB IN by BOHLING,DYLAN",2
10:12,"SUB IN by ZACHERY,CEAUNTE",,,,,,,"SUB IN by ZACHERY,CEAUNTE",2
10:12,"SUB IN by TONEY,CALEB",,,,,,,"SUB IN by TONEY,CALEB",2
10:12,"SUB IN by CHAMPION,JACOB",,,,,,,"SUB IN by CHAMPION,JACOB",2
10:12,"SUB IN by MADISON,DAMIEN",,,,,,,"SUB IN by MADISON,DAMIEN",2
10:12,"SUB OUT by WOODS,MYKEL",,,,,,,"SUB OUT by WOODS,MYKEL",2
10:12,"SUB OUT by BOYD,CAM",,,,,,,"SUB OUT by BOYD,CAM",2
10:12,"SUB OUT by HARRIS,JAMES",,,,,,,"SUB OUT by HARRIS,JAMES",2
10:12,"SUB OUT by GREEN,THOMAS",,,,,,,"SUB OUT by GREEN,THOMAS",2
10:12,"SUB OUT by HOBSON,CHARVEZ'",,,,,,,"SUB OUT by HOBSON,CHARVEZ'",2
10:12,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
10:12,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",2
10:12,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
10:12,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
10:12,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
10:12,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
10:12,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
10:12,,,,,"SUB OUT by MORRISON,JASON",,,"SUB OUT by MORRISON,JASON",2
10:12,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
10:12,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
10:09,,54,,57 (+3),"GOOD LAYUP by SPENCE,BEN(in the paint)",BSC 54-57 (+3),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
09:45,"MISS LAYUP by ZACHERY,CEAUNTE",,,,,,,"MISS LAYUP by ZACHERY,CEAUNTE",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
09:38,,,,,"MISS JUMPER by FITZGERALD,PAUL",,,"MISS JUMPER by FITZGERALD,PAUL",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
09:32,,54,,59 (+5),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 54-59 (+5),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
09:32,"SUB IN by WASHINGTON,AARON",,,,,,,"SUB IN by WASHINGTON,AARON",2
09:32,"SUB OUT by MADISON,DAMIEN",,,,,,,"SUB OUT by MADISON,DAMIEN",2
09:18,"GOOD LAYUP by ZACHERY,CEAUNTE(in the paint)",56,,59 (+3),,Hunt 56-59 (+3),,"GOOD LAYUP by ZACHERY,CEAUNTE(in the paint)",2
09:04,"FOUL  by TONEY,CALEB",,,,,,,"FOUL  by TONEY,CALEB",2
08:45,,,,,"MISS LAYUP by SPENCE,BEN",,,"MISS LAYUP by SPENCE,BEN",2
--,"REBOUND DEF by ZACHERY,CEAUNTE",,,,,,,"REBOUND DEF by ZACHERY,CEAUNTE",2
08:21,"GOOD JUMPER by ZACHERY,CEAUNTE(in the paint)",58,,59 (+1),,Hunt 58-59 (+1),,"GOOD JUMPER by ZACHERY,CEAUNTE(in the paint)",2
08:17,"FOUL  by TONEY,CALEB",,,,,,,"FOUL  by TONEY,CALEB",2
08:17,,58,,60 (+2),"GOOD FT by O'SULLIVAN,CONOR",BSC 58-60 (+2),,"GOOD FT by O'SULLIVAN,CONOR",2
08:17,,,,,"MISS FT by O'SULLIVAN,CONOR",,,"MISS FT by O'SULLIVAN,CONOR",2
--,"REBOUND DEF by ZACHERY,CEAUNTE",,,,,,,"REBOUND DEF by ZACHERY,CEAUNTE",2
08:17,"SUB IN by WOODS,MYKEL",,,,,,,"SUB IN by WOODS,MYKEL",2
08:17,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",2
08:03,"GOOD LAYUP by ZACHERY,CEAUNTE(in the paint)",60,,60,,Hunt 60-60 (0),,"GOOD LAYUP by ZACHERY,CEAUNTE(in the paint)",2
07:41,,60,,63 (+3),"GOOD 3PTR by SPENCE,BEN",BSC 60-63 (+3),,"GOOD 3PTR by SPENCE,BEN",2
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",2
07:19,"MISS 3PTR by WASHINGTON,AARON",,,,,,,"MISS 3PTR by WASHINGTON,AARON",2
--,,,,,"REBOUND DEF by JR,BRUCE BRIGHT",,,"REBOUND DEF by JR,BRUCE BRIGHT",2
07:08,"FOUL  by TONEY,CALEB",,,,,,,"FOUL  by TONEY,CALEB",2
07:08,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:08,,,,,"MISS FT by SPENCE,BEN",,,"MISS FT by SPENCE,BEN",2
07:08,,60,,64 (+4),"GOOD FT by SPENCE,BEN",BSC 60-64 (+4),,"GOOD FT by SPENCE,BEN",2
07:08,"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",62,,64 (+2),,Hunt 62-64 (+2),,"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:08,"SUB IN by HARRIS,JAMES",,,,,,,"SUB IN by HARRIS,JAMES",2
07:08,"SUB IN by HOBSON,CHARVEZ'",,,,,,,"SUB IN by HOBSON,CHARVEZ'",2
07:08,"SUB OUT by ZACHERY,CEAUNTE",,,,,,,"SUB OUT by ZACHERY,CEAUNTE",2
07:08,"SUB OUT by TONEY,CALEB",,,,,,,"SUB OUT by TONEY,CALEB",2
06:54,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
06:54,,,,,"TURNOVER  by FITZGERALD,PAUL",,,"TURNOVER  by FITZGERALD,PAUL",2
06:32,"MISS JUMPER by WOODS,MYKEL",,,,,,,"MISS JUMPER by WOODS,MYKEL",2
06:32,,,,,"BLOCK  by STEWART,CHRISTIAN",,,"BLOCK  by STEWART,CHRISTIAN",2
--,"REBOUND OFF by WOODS,MYKEL",,,,,,,"REBOUND OFF by WOODS,MYKEL",2
06:31,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
06:31,"MISS FT by WOODS,MYKEL",,,,,,,"MISS FT by WOODS,MYKEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:31,"MISS FT by WOODS,MYKEL",,,,,,,"MISS FT by WOODS,MYKEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:31,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
06:31,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
06:12,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
06:08,"FOUL  by HARRIS,JAMES",,,,,,,"FOUL  by HARRIS,JAMES",2
06:08,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",2
--,"REBOUND DEF by WOODS,MYKEL",,,,,,,"REBOUND DEF by WOODS,MYKEL",2
06:07,"MISS LAYUP by HARRIS,JAMES",,,,,,,"MISS LAYUP by HARRIS,JAMES",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
05:56,"SUB IN by ZACHERY,CEAUNTE",,,,,,,"SUB IN by ZACHERY,CEAUNTE",2
05:56,"SUB OUT by WASHINGTON,AARON",,,,,,,"SUB OUT by WASHINGTON,AARON",2
05:53,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",2
--,"REBOUND DEF by HOBSON,CHARVEZ'",,,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",2
05:40,"GOOD LAYUP by HARRIS,JAMES(in the paint)",64,,64,,Hunt 64-64 (0),,"GOOD LAYUP by HARRIS,JAMES(in the paint)",2
05:26,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:25,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
05:25,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
05:25,,,,,"SUB OUT by JR,BRUCE BRIGHT",,,"SUB OUT by JR,BRUCE BRIGHT",2
05:25,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
05:21,,64,,66 (+2),"GOOD JUMPER by O'SULLIVAN,CONOR",BSC 64-66 (+2),,"GOOD JUMPER by O'SULLIVAN,CONOR",2
04:59,"MISS JUMPER by HOBSON,CHARVEZ'",,,,,,,"MISS JUMPER by HOBSON,CHARVEZ'",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
04:55,,64,,69 (+5),"GOOD 3PTR by BAK,CALVIN",BSC 64-69 (+5),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",2
04:37,"TURNOVER  by HARRIS,JAMES",,,,,,,"TURNOVER  by HARRIS,JAMES",2
04:37,,,,,"STEAL  by O'SULLIVAN,CONOR",,,"STEAL  by O'SULLIVAN,CONOR",2
04:32,,,,,"MISS LAYUP by FITZGERALD,PAUL",,,"MISS LAYUP by FITZGERALD,PAUL",2
04:32,"BLOCK  by ZACHERY,CEAUNTE",,,,,,,"BLOCK  by ZACHERY,CEAUNTE",2
