Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
01:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:47,,67,,67,"GOOD JUMPER by HARRIS,JAMES(in the paint)",HCM 67-67 (0),,"GOOD JUMPER by HARRIS,JAMES(in the paint)",2
00:29,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,"REBOUND OFF by O'SULLIVAN,CONOR",,,,,,,"REBOUND OFF by O'SULLIVAN,CONOR",2
00:27,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
00:27,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
00:25,,,,,"FOUL  by MADISON,DAMIEN",,,"FOUL  by MADISON,DAMIEN",2
00:27,"MISS FT by O'SULLIVAN,CONOR",,,,,,,"MISS FT by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND DEF by WOODS,MYKEL",,,"REBOUND DEF by WOODS,MYKEL",2
00:01,,,,,"MISS 3PTR by HOBSON,CHARVEZ'",,,"MISS 3PTR by HOBSON,CHARVEZ'",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
05:00,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",3
05:00,,,,,"SUB IN by WASHINGTON,AARON",,,"SUB IN by WASHINGTON,AARON",3
05:00,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",3
05:00,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",3
04:57,,67,,69 (+2),"GOOD LAYUP by HARRIS,JAMES(in the paint)",HCM 67-69 (-2),,"GOOD LAYUP by HARRIS,JAMES(in the paint)",3
04:47,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",69,,69,,BSC-M 69-69 (0),,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",3
04:35,,,,,"TURNOVER  by WASHINGTON,AARON",,,"TURNOVER  by WASHINGTON,AARON",3
04:17,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",3
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",3
04:13,"GOOD 3PTR by BAK,CALVIN",72 (+3),,69,,BSC-M 72-69 (+3),,"GOOD 3PTR by BAK,CALVIN",3
--,"ASSIST  by FITZGERALD,PAUL",,,,,,,"ASSIST  by FITZGERALD,PAUL",3
03:49,,72,,72,"GOOD 3PTR by WASHINGTON,AARON",HCM 72-72 (0),,"GOOD 3PTR by WASHINGTON,AARON",3
--,,,,,"ASSIST  by HARRIS,JAMES",,,"ASSIST  by HARRIS,JAMES",3
03:25,"GOOD JUMPER by O'SULLIVAN,CONOR",74 (+2),,72,,BSC-M 74-72 (+2),,"GOOD JUMPER by O'SULLIVAN,CONOR",3
02:56,,,,,"MISS 3PTR by WASHINGTON,AARON",,,"MISS 3PTR by WASHINGTON,AARON",3
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",3
02:29,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",76 (+4),,72,,BSC-M 76-72 (+4),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",3
02:13,,,,,"MISS LAYUP by HARRIS,JAMES",,,"MISS LAYUP by HARRIS,JAMES",3
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",3
01:58,"GOOD 3PTR by O'SULLIVAN,CONOR",79 (+7),,72,,BSC-M 79-72 (+7),,"GOOD 3PTR by O'SULLIVAN,CONOR",3
--,"ASSIST  by STEWART,CHRISTIAN",,,,,,,"ASSIST  by STEWART,CHRISTIAN",3
01:38,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",3
01:38,,,,,"MISS FT by WASHINGTON,AARON",,,"MISS FT by WASHINGTON,AARON",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
01:38,,79 (+6),,73,"GOOD FT by WASHINGTON,AARON",HCM 79-73 (+6),,"GOOD FT by WASHINGTON,AARON",3
01:38,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",3
01:38,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",3
01:38,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",3
01:38,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",3
01:36,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",3
01:32,,,,,"SUB IN by MADISON,DAMIEN",,,"SUB IN by MADISON,DAMIEN",3
01:32,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",3
01:19,,79 (+3),,76,"GOOD 3PTR by MADISON,DAMIEN",HCM 79-76 (+3),,"GOOD 3PTR by MADISON,DAMIEN",3
01:14,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,3
01:14,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",3
01:14,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",3
00:56,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",81 (+5),,76,,BSC-M 81-76 (+5),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",3
00:56,,,,,"FOUL  by HARRIS,JAMES",,,"FOUL  by HARRIS,JAMES",3
00:56,"GOOD FT by STEWART,CHRISTIAN",82 (+6),,76,,BSC-M 82-76 (+6),,"GOOD FT by STEWART,CHRISTIAN",3
00:56,,,,,"SUB IN by MADISON,DAMIEN",,,"SUB IN by MADISON,DAMIEN",3
00:56,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",3
00:42,,82 (+3),,79,"GOOD 3PTR by WASHINGTON,AARON",HCM 82-79 (+3),,"GOOD 3PTR by WASHINGTON,AARON",3
00:36,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",3
00:33,,,,,"STEAL  by HOBSON,CHARVEZ'",,,"STEAL  by HOBSON,CHARVEZ'",3
00:32,,82 (+1),,81,"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",HCM 82-81 (+1),,"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",3
00:35,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,3
00:26,,,,,"FOUL  by TONEY,CALEB",,,"FOUL  by TONEY,CALEB",3
00:26,"MISS FT by SPENCE,BEN",,,,,,,"MISS FT by SPENCE,BEN",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:26,"MISS FT by SPENCE,BEN",,,,,,,"MISS FT by SPENCE,BEN",3
--,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",,,"REBOUND DEF by HOBSON,CHARVEZ'",3
00:26,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",3
00:26,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",3
00:14,,82,,83 (+1),"GOOD LAYUP by HARRIS,JAMES(in the paint)",HCM 82-83 (-1),,"GOOD LAYUP by HARRIS,JAMES(in the paint)",3
00:09,"MISS LAYUP by O'SULLIVAN,CONOR",,,,,,,"MISS LAYUP by O'SULLIVAN,CONOR",3
--,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",,,"REBOUND DEF by HOBSON,CHARVEZ'",3
00:04,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",3
00:04,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,3
00:04,,,,,"MISS FT by HOBSON,CHARVEZ'",,,"MISS FT by HOBSON,CHARVEZ'",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
00:04,,82,,84 (+2),"GOOD FT by HOBSON,CHARVEZ'",HCM 82-84 (-2),,"GOOD FT by HOBSON,CHARVEZ'",3
00:04,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",3
00:04,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",3
00:04,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",3
00:04,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",3
00:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:01,,,,,"FOUL  by WOODS,MYKEL",,,"FOUL  by WOODS,MYKEL",3
00:01,"GOOD FT by STEWART,CHRISTIAN",83,,84 (+1),,BSC-M 83-84 (-1),,"GOOD FT by STEWART,CHRISTIAN",3
00:01,"GOOD FT by STEWART,CHRISTIAN",84,,84,,BSC-M 84-84 (0),,"GOOD FT by STEWART,CHRISTIAN",3
00:01,,,,,"SUB IN by BOYD,CAM",,,"SUB IN by BOYD,CAM",3
00:01,,,,,"SUB OUT by WASHINGTON,AARON",,,"SUB OUT by WASHINGTON,AARON",3
05:00,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",4
05:00,,,,,"SUB IN by WASHINGTON,AARON",,,"SUB IN by WASHINGTON,AARON",4
05:00,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",4
05:00,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",4
04:33,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",4
04:16,,,,,"MISS LAYUP by MADISON,DAMIEN",,,"MISS LAYUP by MADISON,DAMIEN",4
04:16,"BLOCK  by STEWART,CHRISTIAN",,,,,,,"BLOCK  by STEWART,CHRISTIAN",4
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,4
04:15,,,,,"MISS 3PTR by WASHINGTON,AARON",,,"MISS 3PTR by WASHINGTON,AARON",4
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",4
03:52,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",4
03:51,,,,,"STEAL  by WASHINGTON,AARON",,,"STEAL  by WASHINGTON,AARON",4
03:47,,84,,86 (+2),"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",HCM 84-86 (-2),,"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",4
--,,,,,"ASSIST  by WASHINGTON,AARON",,,"ASSIST  by WASHINGTON,AARON",4
03:37,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",4
--,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",,,"REBOUND DEF by HOBSON,CHARVEZ'",4
03:09,,,,,"MISS LAYUP by HOBSON,CHARVEZ'",,,"MISS LAYUP by HOBSON,CHARVEZ'",4
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",4
03:01,"MISS LAYUP by SPENCE,BEN",,,,,,,"MISS LAYUP by SPENCE,BEN",4
--,,,,,"REBOUND DEF by HARRIS,JAMES",,,"REBOUND DEF by HARRIS,JAMES",4
02:36,,,,,"TURNOVER  by HARRIS,JAMES",,,"TURNOVER  by HARRIS,JAMES",4
02:17,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",86,,86,,BSC-M 86-86 (0),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",4
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",4
01:54,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",4
01:54,,,,,"MISS FT by HARRIS,JAMES",,,"MISS FT by HARRIS,JAMES",4
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4
01:54,,,,,"MISS FT by HARRIS,JAMES",,,"MISS FT by HARRIS,JAMES",4
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",4
01:54,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",4
01:54,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",4
01:39,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",4
01:39,,,,,"SUB IN by MADISON,DAMIEN",,,"SUB IN by MADISON,DAMIEN",4
01:39,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",4
01:24,,,,,"MISS JUMPER by MADISON,DAMIEN",,,"MISS JUMPER by MADISON,DAMIEN",4
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",4
01:06,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",4
--,,,,,"REBOUND DEF by MADISON,DAMIEN",,,"REBOUND DEF by MADISON,DAMIEN",4
00:59,,,,,"MISS LAYUP by MADISON,DAMIEN",,,"MISS LAYUP by MADISON,DAMIEN",4
--,,,,,"REBOUND OFF by HOBSON,CHARVEZ'",,,"REBOUND OFF by HOBSON,CHARVEZ'",4
00:58,,,,,"MISS LAYUP by HOBSON,CHARVEZ'",,,"MISS LAYUP by HOBSON,CHARVEZ'",4
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,4
00:59,,,,,"TURNOVER  by WASHINGTON,AARON",,,"TURNOVER  by WASHINGTON,AARON",4
00:39,"MISS LAYUP by SPENCE,BEN",,,,,,,"MISS LAYUP by SPENCE,BEN",4
--,"REBOUND OFF by SIGLER,EVAN",,,,,,,"REBOUND OFF by SIGLER,EVAN",4
00:31,,,,,"FOUL  by HARRIS,JAMES",,,"FOUL  by HARRIS,JAMES",4
00:31,"GOOD FT by O'SULLIVAN,CONOR",87 (+1),,86,,BSC-M 87-86 (+1),,"GOOD FT by O'SULLIVAN,CONOR",4
00:31,"GOOD FT by O'SULLIVAN,CONOR",88 (+2),,86,,BSC-M 88-86 (+2),,"GOOD FT by O'SULLIVAN,CONOR",4
00:19,,88,,88,"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",HCM 88-88 (0),,"GOOD LAYUP by HOBSON,CHARVEZ'(in the paint)",4
--,,,,,"ASSIST  by HARRIS,JAMES",,,"ASSIST  by HARRIS,JAMES",4
00:19,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",4
00:19,,88,,89 (+1),"GOOD FT by HOBSON,CHARVEZ'",HCM 88-89 (-1),,"GOOD FT by HOBSON,CHARVEZ'",4
00:19,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",4
00:19,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",4
00:19,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",4
00:19,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",4
00:19,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",4
00:19,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",4
00:09,"TURNOVER  by O'SULLIVAN,CONOR",,,,,,,"TURNOVER  by O'SULLIVAN,CONOR",4
00:09,,,,,"SUB IN by CHAMPION,JACOB",,,"SUB IN by CHAMPION,JACOB",4
00:09,,,,,"SUB IN by MADISON,DAMIEN",,,"SUB IN by MADISON,DAMIEN",4
00:09,,,,,"SUB OUT by WOODS,MYKEL",,,"SUB OUT by WOODS,MYKEL",4
00:09,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",4
00:07,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",4
00:07,,88,,90 (+2),"GOOD FT by WASHINGTON,AARON",HCM 88-90 (-2),,"GOOD FT by WASHINGTON,AARON",4
00:07,,88,,91 (+3),"GOOD FT by WASHINGTON,AARON",HCM 88-91 (-3),,"GOOD FT by WASHINGTON,AARON",4
00:07,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",4
00:07,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",4
00:07,,,,,"SUB OUT by CHAMPION,JACOB",,,"SUB OUT by CHAMPION,JACOB",4
00:07,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",4
00:06,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,4
