Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
19:06,,,,,"STEAL  by FITZGERALD,PAUL",,,"STEAL  by FITZGERALD,PAUL",2
19:02,,,,,"MISS LAYUP by FITZGERALD,PAUL",,,"MISS LAYUP by FITZGERALD,PAUL",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
18:56,"GOOD JUMPER by II,ROD CUMMINGS",37,,55 (+18),,Hend 37-55 (+18),,"GOOD JUMPER by II,ROD CUMMINGS",2
18:45,,37,,57 (+20),"GOOD LAYUP by BAK,CALVIN(in the paint)",BSC 37-57 (+20),,"GOOD LAYUP by BAK,CALVIN(in the paint)",2
--,,,,,"ASSIST  by FITZGERALD,PAUL",,,"ASSIST  by FITZGERALD,PAUL",2
18:33,"MISS LAYUP by STANLEY,SETH",,,,,,,"MISS LAYUP by STANLEY,SETH",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
18:27,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
18:21,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",2
18:03,,37,,59 (+22),"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 37-59 (+22),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
17:52,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
17:51,"GOOD LAYUP by LINK,JACOB(in the paint)",39,,59 (+20),,Hend 39-59 (+20),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
17:51,"GOOD FT by LINK,JACOB",40,,59 (+19),,Hend 40-59 (+19),,"GOOD FT by LINK,JACOB",2
17:51,,,,,"MISS LAYUP by BAK,CALVIN",,,"MISS LAYUP by BAK,CALVIN",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
17:51,"MISS JUMPER by II,ROD CUMMINGS",,,,,,,"MISS JUMPER by II,ROD CUMMINGS",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
17:51,,40,,62 (+22),"GOOD 3PTR by BAK,CALVIN",BSC 40-62 (+22),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by FITZGERALD,PAUL",,,"ASSIST  by FITZGERALD,PAUL",2
17:51,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
17:51,"GOOD FT by CONRAD,ALEX",41,,62 (+21),,Hend 41-62 (+21),,"GOOD FT by CONRAD,ALEX",2
17:51,,41,,64 (+23),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 41-64 (+23),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
17:51,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
17:51,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
16:48,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
16:36,,41,,67 (+26),"GOOD 3PTR by BAK,CALVIN",BSC 41-67 (+26),,"GOOD 3PTR by BAK,CALVIN",2
16:04,"GOOD JUMPER by LINK,JACOB",43,,67 (+24),,Hend 43-67 (+24),,"GOOD JUMPER by LINK,JACOB",2
15:45,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:42,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:42,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",2
15:42,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
15:42,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
15:42,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
15:39,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",2
15:39,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",2
15:39,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",2
15:34,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
15:34,,,,,"TURNOVER  by BAK,CALVIN",,,"TURNOVER  by BAK,CALVIN",2
15:25,"GOOD 3PTR by COMAN,SEAN",46,,67 (+21),,Hend 46-67 (+21),,"GOOD 3PTR by COMAN,SEAN",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
15:05,,,,,"MISS JUMPER by O'SULLIVAN,CONOR",,,"MISS JUMPER by O'SULLIVAN,CONOR",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
15:00,"GOOD 3PTR by CARTWRIGHT,BROOKS",49,,67 (+18),,Hend 49-67 (+18),,"GOOD 3PTR by CARTWRIGHT,BROOKS",2
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",2
14:35,,,,,"MISS JUMPER by GONDA,MATT",,,"MISS JUMPER by GONDA,MATT",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
14:21,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
14:12,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
14:11,"GOOD FT by CONRAD,ALEX",50,,67 (+17),,Hend 50-67 (+17),,"GOOD FT by CONRAD,ALEX",2
14:11,"GOOD FT by CONRAD,ALEX",51,,67 (+16),,Hend 51-67 (+16),,"GOOD FT by CONRAD,ALEX",2
14:11,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
14:11,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
14:11,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
14:11,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
14:11,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
14:11,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
14:11,,,,,"SUB OUT by JR,BRUCE BRIGHT",,,"SUB OUT by JR,BRUCE BRIGHT",2
14:11,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
13:52,,51,,69 (+18),"GOOD LAYUP by GONDA,MATT(in the paint)",BSC 51-69 (+18),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
13:35,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
13:30,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
13:30,,,,,"BLOCK  by SPENCE,BEN",,,"BLOCK  by SPENCE,BEN",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
13:25,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
13:24,,51,,70 (+19),"GOOD FT by GONDA,MATT",BSC 51-70 (+19),,"GOOD FT by GONDA,MATT",2
13:24,,51,,71 (+20),"GOOD FT by GONDA,MATT",BSC 51-71 (+20),,"GOOD FT by GONDA,MATT",2
13:10,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by GONDA,MATT",,,"REBOUND DEF by GONDA,MATT",2
13:07,,,,,"TURNOVER  by GONDA,MATT",,,"TURNOVER  by GONDA,MATT",2
13:07,"STEAL  by EATON,JACK",,,,,,,"STEAL  by EATON,JACK",2
13:07,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",2
13:07,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
13:05,"MISS JUMPER by EATON,JACK",,,,,,,"MISS JUMPER by EATON,JACK",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
12:53,,51,,74 (+23),"GOOD 3PTR by SIGLER,EVAN",BSC 51-74 (+23),,"GOOD 3PTR by SIGLER,EVAN",2
--,,,,,"ASSIST  by KANE,DENMAN",,,"ASSIST  by KANE,DENMAN",2
12:51,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
12:51,,,,,"MISS FT by SIGLER,EVAN",,,"MISS FT by SIGLER,EVAN",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
12:41,"MISS 3PTR by EATON,JACK",,,,,,,"MISS 3PTR by EATON,JACK",2
--,,,,,"REBOUND DEF by KANE,DENMAN",,,"REBOUND DEF by KANE,DENMAN",2
12:18,,51,,77 (+26),"GOOD 3PTR by KANE,DENMAN",BSC 51-77 (+26),,"GOOD 3PTR by KANE,DENMAN",2
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",2
11:58,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
11:58,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",2
11:50,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
11:35,,,,,"FOUL  by GONDA,MATT",,,"FOUL  by GONDA,MATT",2
11:35,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:35,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
11:35,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
11:22,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
11:17,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
11:17,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",2
10:50,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
10:39,"MISS 3PTR by CARTWRIGHT,BROOKS",,,,,,,"MISS 3PTR by CARTWRIGHT,BROOKS",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
10:31,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
10:31,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
10:31,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
10:31,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
10:31,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",2
10:31,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
10:23,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
10:12,,51,,80 (+29),"GOOD 3PTR by O'SULLIVAN,CONOR",BSC 51-80 (+29),,"GOOD 3PTR by O'SULLIVAN,CONOR",2
09:58,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
09:47,"MISS JUMPER by LINK,JACOB",,,,,,,"MISS JUMPER by LINK,JACOB",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
09:37,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
09:27,"GOOD LAYUP by COMAN,SEAN(in the paint)",53,,80 (+27),,Hend 53-80 (+27),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
--,"ASSIST  by CONRAD,ALEX",,,,,,,"ASSIST  by CONRAD,ALEX",2
09:26,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:26,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
09:26,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",2
09:26,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
09:26,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
09:26,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
09:25,,53,,83 (+30),"GOOD 3PTR by O'SULLIVAN,CONOR",BSC 53-83 (+30),,"GOOD 3PTR by O'SULLIVAN,CONOR",2
08:47,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
08:38,"FOUL  by PHILLIP,ADAM",,,,,,,"FOUL  by PHILLIP,ADAM",2
08:37,,,,,"MISS FT by FITZGERALD,PAUL",,,"MISS FT by FITZGERALD,PAUL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:37,,53,,84 (+31),"GOOD FT by FITZGERALD,PAUL",BSC 53-84 (+31),,"GOOD FT by FITZGERALD,PAUL",2
08:16,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
08:15,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
08:15,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
08:06,"GOOD 3PTR by STANLEY,SETH",56,,84 (+28),,Hend 56-84 (+28),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
07:41,,56,,86 (+30),"GOOD LAYUP by BAK,CALVIN(in the paint)",BSC 56-86 (+30),,"GOOD LAYUP by BAK,CALVIN(in the paint)",2
07:33,"MISS 3PTR by PHILLIP,ADAM",,,,,,,"MISS 3PTR by PHILLIP,ADAM",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
07:22,,,,,"MISS 3PTR by SPENCE,BEN",,,"MISS 3PTR by SPENCE,BEN",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
07:13,"MISS LAYUP by CARTWRIGHT,BROOKS",,,,,,,"MISS LAYUP by CARTWRIGHT,BROOKS",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
07:08,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
07:00,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:00,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
07:00,"SUB OUT by PHILLIP,ADAM",,,,,,,"SUB OUT by PHILLIP,ADAM",2
07:00,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",2
07:00,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
06:49,,56,,88 (+32),"GOOD JUMPER by BAK,CALVIN",BSC 56-88 (+32),,"GOOD JUMPER by BAK,CALVIN",2
06:34,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
06:34,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by JR,BRUCE BRIGHT",,,"REBOUND DEF by JR,BRUCE BRIGHT",2
06:19,,,,,"MISS JUMPER by FITZGERALD,PAUL",,,"MISS JUMPER by FITZGERALD,PAUL",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
06:13,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
06:12,"GOOD FT by COMAN,SEAN",57,,88 (+31),,Hend 57-88 (+31),,"GOOD FT by COMAN,SEAN",2
06:12,"GOOD FT by COMAN,SEAN",58,,88 (+30),,Hend 58-88 (+30),,"GOOD FT by COMAN,SEAN",2
06:12,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",2
06:12,"SUB IN by II,ROD CUMMINGS",,,,,,,"SUB IN by II,ROD CUMMINGS",2
06:12,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
06:12,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
06:12,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
06:12,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",2
06:12,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
06:12,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
06:12,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
06:12,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
06:12,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
06:12,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
06:12,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
06:12,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
06:06,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
05:53,,,,,"FOUL  by GONDA,MATT",,,"FOUL  by GONDA,MATT",2
05:53,"GOOD FT by STANLEY,SETH",59,,88 (+29),,Hend 59-88 (+29),,"GOOD FT by STANLEY,SETH",2
05:53,"GOOD FT by STANLEY,SETH",60,,88 (+28),,Hend 60-88 (+28),,"GOOD FT by STANLEY,SETH",2
05:53,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",2
05:53,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
05:34,,60,,90 (+30),"GOOD LAYUP by GONDA,MATT(in the paint)",BSC 60-90 (+30),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
05:18,"GOOD 3PTR by JOHNSON,DAMECKO",63,,90 (+27),,Hend 63-90 (+27),,"GOOD 3PTR by JOHNSON,DAMECKO",2
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",2
05:04,,,,,"TURNOVER  by GONDA,MATT",,,"TURNOVER  by GONDA,MATT",2
05:04,"STEAL  by JOHNSON,DAMECKO",,,,,,,"STEAL  by JOHNSON,DAMECKO",2
05:00,"TURNOVER  by JOHNSON,DAMECKO",,,,,,,"TURNOVER  by JOHNSON,DAMECKO",2
05:00,,,,,"STEAL  by JR,BRUCE BRIGHT",,,"STEAL  by JR,BRUCE BRIGHT",2
04:52,"FOUL  by PHILLIP,ADAM",,,,,,,"FOUL  by PHILLIP,ADAM",2
04:52,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
04:52,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
04:52,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",2
04:52,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
04:50,,,,,"TURNOVER  by JR,BRUCE BRIGHT",,,"TURNOVER  by JR,BRUCE BRIGHT",2
04:50,"STEAL  by II,ROD CUMMINGS",,,,,,,"STEAL  by II,ROD CUMMINGS",2
04:44,"MISS LAYUP by II,ROD CUMMINGS",,,,,,,"MISS LAYUP by II,ROD CUMMINGS",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
04:35,,63,,92 (+29),"GOOD LAYUP by GONDA,MATT(in the paint)",BSC 63-92 (+29),,"GOOD LAYUP by GONDA,MATT(in the paint)",2
04:20,"MISS JUMPER by II,ROD CUMMINGS",,,,,,,"MISS JUMPER by II,ROD CUMMINGS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:18,"SUB IN by PRINS,ZACHARY",,,,,,,"SUB IN by PRINS,ZACHARY",2
04:18,"SUB OUT by PHILLIP,ADAM",,,,,,,"SUB OUT by PHILLIP,ADAM",2
04:18,,,,,"SUB IN by BARNETT,CHARLIE",,,"SUB IN by BARNETT,CHARLIE",2
04:18,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
04:14,"GOOD JUMPER by EATON,JACK(in the paint)",65,,92 (+27),,Hend 65-92 (+27),,"GOOD JUMPER by EATON,JACK(in the paint)",2
03:55,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:47,"FOUL  by CRAWFORD,TRACE",,,,,,,"FOUL  by CRAWFORD,TRACE",2
03:46,,65,,93 (+28),"GOOD FT by STEPHENS,TROY",BSC 65-93 (+28),,"GOOD FT by STEPHENS,TROY",2
03:46,,,,,"MISS FT by STEPHENS,TROY",,,"MISS FT by STEPHENS,TROY",2
--,"REBOUND DEF by PRINS,ZACHARY",,,,,,,"REBOUND DEF by PRINS,ZACHARY",2
03:36,,,,,"FOUL  by JR,BRUCE BRIGHT",,,"FOUL  by JR,BRUCE BRIGHT",2
03:36,"MISS FT by CRAWFORD,TRACE",,,,,,,"MISS FT by CRAWFORD,TRACE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:36,"GOOD FT by CRAWFORD,TRACE",66,,93 (+27),,Hend 66-93 (+27),,"GOOD FT by CRAWFORD,TRACE",2
03:23,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
03:22,"FOUL  by PRINS,ZACHARY",,,,,,,"FOUL  by PRINS,ZACHARY",2
03:19,,66,,94 (+28),"GOOD FT by CHILDERS,JOSH",BSC 66-94 (+28),,"GOOD FT by CHILDERS,JOSH",2
03:19,,66,,95 (+29),"GOOD FT by CHILDERS,JOSH",BSC 66-95 (+29),,"GOOD FT by CHILDERS,JOSH",2
03:08,"MISS 3PTR by JOHNSON,DAMECKO",,,,,,,"MISS 3PTR by JOHNSON,DAMECKO",2
--,,,,,"REBOUND DEF by STEPHENS,TROY",,,"REBOUND DEF by STEPHENS,TROY",2
02:58,,66,,97 (+31),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 66-97 (+31),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
02:50,,,,,"FOUL  by JR,BRUCE BRIGHT",,,"FOUL  by JR,BRUCE BRIGHT",2
02:50,"MISS FT by EATON,JACK",,,,,,,"MISS FT by EATON,JACK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:50,"GOOD FT by EATON,JACK",67,,97 (+30),,Hend 67-97 (+30),,"GOOD FT by EATON,JACK",2
02:50,,,,,"SUB IN by BYRON,TREVOR",,,"SUB IN by BYRON,TREVOR",2
02:50,,,,,"SUB OUT by JR,BRUCE BRIGHT",,,"SUB OUT by JR,BRUCE BRIGHT",2
02:37,,67,,99 (+32),"GOOD LAYUP by STEPHENS,TROY(in the paint)",BSC 67-99 (+32),,"GOOD LAYUP by STEPHENS,TROY(in the paint)",2
02:27,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
02:27,,,,,"STEAL  by CHILDERS,JOSH",,,"STEAL  by CHILDERS,JOSH",2
02:26,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",2
02:26,"STEAL  by JOHNSON,DAMECKO",,,,,,,"STEAL  by JOHNSON,DAMECKO",2
02:26,,,,,"FOUL  by KANE,DENMAN",,,"FOUL  by KANE,DENMAN",2
02:26,"GOOD FT by JOHNSON,DAMECKO",68,,99 (+31),,Hend 68-99 (+31),,"GOOD FT by JOHNSON,DAMECKO",2
02:26,"GOOD FT by JOHNSON,DAMECKO",69,,99 (+30),,Hend 69-99 (+30),,"GOOD FT by JOHNSON,DAMECKO",2
02:05,,69,,102 (+33),"GOOD 3PTR by KANE,DENMAN",BSC 69-102 (+33),,"GOOD 3PTR by KANE,DENMAN",2
--,,,,,"ASSIST  by BYRON,TREVOR",,,"ASSIST  by BYRON,TREVOR",2
01:48,"GOOD 3PTR by II,ROD CUMMINGS",72,,102 (+30),,Hend 72-102 (+30),,"GOOD 3PTR by II,ROD CUMMINGS",2
01:39,,,,,"TURNOVER  by BARNETT,CHARLIE",,,"TURNOVER  by BARNETT,CHARLIE",2
01:39,"STEAL  by II,ROD CUMMINGS",,,,,,,"STEAL  by II,ROD CUMMINGS",2
01:34,"GOOD JUMPER by II,ROD CUMMINGS(fastbreak)(in the paint)",74,,102 (+28),,Hend 74-102 (+28),,"GOOD JUMPER by II,ROD CUMMINGS(fastbreak)(in the paint)",2
01:24,,,,,"TURNOVER  by STEPHENS,TROY",,,"TURNOVER  by STEPHENS,TROY",2
01:24,"STEAL  by CRAWFORD,TRACE",,,,,,,"STEAL  by CRAWFORD,TRACE",2
01:20,,,,,"FOUL  by BARNETT,CHARLIE",,,"FOUL  by BARNETT,CHARLIE",2
01:19,"MISS FT by CRAWFORD,TRACE",,,,,,,"MISS FT by CRAWFORD,TRACE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
