Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,JOHNSON,Game Score,Team Indicator,Play,Period
05:13,,32,,33 (+1),"GOOD LAYUP by MASHBURN,ORION(in the paint)",JOHNSON 32-33 (-1),,"GOOD LAYUP by MASHBURN,ORION(in the paint)",1
04:50,"MISS JUMPER by GONDA,MATT",,,,,,,"MISS JUMPER by GONDA,MATT",1
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",1
04:47,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",34 (+1),,33,,BSC-M 34-33 (+1),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
04:40,,,,,"TURNOVER  by MASHBURN,ORION",,,"TURNOVER  by MASHBURN,ORION",1
04:40,,,,,"SUB IN by LAWS,KALEB",,,"SUB IN by LAWS,KALEB",1
04:40,,,,,"SUB IN by BANNIS,BRANDON",,,"SUB IN by BANNIS,BRANDON",1
04:40,,,,,"SUB IN by JONES,NICK",,,"SUB IN by JONES,NICK",1
04:40,,,,,"SUB OUT by CRESSWELL,TAYLOR",,,"SUB OUT by CRESSWELL,TAYLOR",1
04:40,,,,,"SUB OUT by JONES,COBY",,,"SUB OUT by JONES,COBY",1
04:40,,,,,"SUB OUT by MASHBURN,ORION",,,"SUB OUT by MASHBURN,ORION",1
04:26,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",1
--,,,,,"REBOUND DEF by JONES,NICK",,,"REBOUND DEF by JONES,NICK",1
04:24,"FOUL  by MORRISON,JASON",,,,,,,"FOUL  by MORRISON,JASON",1
04:24,,34,,34,"GOOD FT by JONES,NICK",JOHNSON 34-34 (0),,"GOOD FT by JONES,NICK",1
04:24,,,,,"MISS FT by JONES,NICK",,,"MISS FT by JONES,NICK",1
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",1
04:09,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",1
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",1
03:42,"GOOD 3PTR by JR,BRUCE BRIGHT",37 (+3),,34,,BSC-M 37-34 (+3),,"GOOD 3PTR by JR,BRUCE BRIGHT",1
--,"ASSIST  by SIGLER,EVAN",,,,,,,"ASSIST  by SIGLER,EVAN",1
03:30,"FOUL  by GONDA,MATT",,,,,,,"FOUL  by GONDA,MATT",1
03:30,,37 (+2),,35,"GOOD FT by GRUBB,GAVIN",JOHNSON 37-35 (+2),,"GOOD FT by GRUBB,GAVIN",1
03:30,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",1
03:30,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
03:22,"TURNOVER  by SIGLER,EVAN",,,,,,,"TURNOVER  by SIGLER,EVAN",1
03:20,,,,,"TURNOVER  by GRUBB,GAVIN",,,"TURNOVER  by GRUBB,GAVIN",1
03:11,,,,,"MISS 3PTR by BANNIS,BRANDON",,,"MISS 3PTR by BANNIS,BRANDON",1
--,,,,,"REBOUND OFF by LAWS,KALEB",,,"REBOUND OFF by LAWS,KALEB",1
03:06,"FOUL  by MORRISON,JASON",,,,,,,"FOUL  by MORRISON,JASON",1
03:06,,37 (+1),,36,"GOOD FT by LAWS,KALEB",JOHNSON 37-36 (+1),,"GOOD FT by LAWS,KALEB",1
03:06,,37,,37,"GOOD FT by LAWS,KALEB",JOHNSON 37-37 (0),,"GOOD FT by LAWS,KALEB",1
03:06,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
03:06,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
03:06,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",1
03:06,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",1
03:06,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
03:06,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
03:06,"SUB OUT by JR,BRUCE BRIGHT",,,,,,,"SUB OUT by JR,BRUCE BRIGHT",1
03:06,"SUB OUT by MORRISON,JASON",,,,,,,"SUB OUT by MORRISON,JASON",1
03:06,,,,,"SUB IN by CRESSWELL,TAYLOR",,,"SUB IN by CRESSWELL,TAYLOR",1
03:06,,,,,"SUB IN by JONES,COBY",,,"SUB IN by JONES,COBY",1
03:06,,,,,"SUB IN by MASHBURN,ORION",,,"SUB IN by MASHBURN,ORION",1
03:06,,,,,"SUB OUT by LAWS,KALEB",,,"SUB OUT by LAWS,KALEB",1
03:06,,,,,"SUB OUT by GRUBB,GAVIN",,,"SUB OUT by GRUBB,GAVIN",1
03:06,,,,,"SUB OUT by FUDGE,TOURE",,,"SUB OUT by FUDGE,TOURE",1
02:47,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",39 (+2),,37,,BSC-M 39-37 (+2),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",1
02:33,,,,,"MISS JUMPER by JONES,COBY",,,"MISS JUMPER by JONES,COBY",1
--,,,,,"REBOUND OFF by MASHBURN,ORION",,,"REBOUND OFF by MASHBURN,ORION",1
02:27,,,,,"MISS 3PTR by JONES,COBY",,,"MISS 3PTR by JONES,COBY",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
02:19,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",1
02:14,"FOUL  by O'SULLIVAN,CONOR",,,,,,,"FOUL  by O'SULLIVAN,CONOR",1
02:09,,39 (+1),,38,"GOOD FT by JONES,COBY",JOHNSON 39-38 (+1),,"GOOD FT by JONES,COBY",1
02:09,,,,,"MISS FT by JONES,COBY",,,"MISS FT by JONES,COBY",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
02:02,,,,,"FOUL  by GRUBB,GAVIN",,,"FOUL  by GRUBB,GAVIN",1
01:58,"GOOD FT by O'SULLIVAN,CONOR",40 (+2),,38,,BSC-M 40-38 (+2),,"GOOD FT by O'SULLIVAN,CONOR",1
01:58,"MISS FT by O'SULLIVAN,CONOR",,,,,,,"MISS FT by O'SULLIVAN,CONOR",1
--,,,,,"REBOUND DEF by MASHBURN,ORION",,,"REBOUND DEF by MASHBURN,ORION",1
01:58,,,,,"SUB IN by BANNIS,BRANDON",,,"SUB IN by BANNIS,BRANDON",1
01:58,,,,,"SUB IN by LOVEDAY,ETHAN",,,"SUB IN by LOVEDAY,ETHAN",1
01:58,,,,,"SUB IN by GRUBB,GAVIN",,,"SUB IN by GRUBB,GAVIN",1
01:58,,,,,"SUB OUT by GRUBB,GAVIN",,,"SUB OUT by GRUBB,GAVIN",1
01:58,,,,,"SUB OUT by BANNIS,BRANDON",,,"SUB OUT by BANNIS,BRANDON",1
01:58,,,,,"SUB OUT by JONES,NICK",,,"SUB OUT by JONES,NICK",1
01:48,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",1
01:42,,,,,"MISS FT by MASHBURN,ORION",,,"MISS FT by MASHBURN,ORION",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:42,,40 (+1),,39,"GOOD FT by MASHBURN,ORION",JOHNSON 40-39 (+1),,"GOOD FT by MASHBURN,ORION",1
01:42,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",1
01:42,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",1
01:32,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",42 (+3),,39,,BSC-M 42-39 (+3),,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",1
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",1
01:16,,42 (+1),,41,"GOOD LAYUP by MASHBURN,ORION(in the paint)",JOHNSON 42-41 (+1),,"GOOD LAYUP by MASHBURN,ORION(in the paint)",1
01:10,"GOOD JUMPER by KANE,DENMAN",44 (+3),,41,,BSC-M 44-41 (+3),,"GOOD JUMPER by KANE,DENMAN",1
01:01,,44 (+1),,43,"GOOD LAYUP by CRESSWELL,TAYLOR(in the paint)",JOHNSON 44-43 (+1),,"GOOD LAYUP by CRESSWELL,TAYLOR(in the paint)",1
--,,,,,"ASSIST  by JONES,COBY",,,"ASSIST  by JONES,COBY",1
00:53,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",46 (+3),,43,,BSC-M 46-43 (+3),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",1
00:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:42,,46 (+1),,45,"GOOD JUMPER by JONES,COBY",JOHNSON 46-45 (+1),,"GOOD JUMPER by JONES,COBY",1
00:17,"MISS JUMPER by STEWART,CHRISTIAN",,,,,,,"MISS JUMPER by STEWART,CHRISTIAN",1
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",1
00:15,,,,,"FOUL  by CRESSWELL,TAYLOR",,,"FOUL  by CRESSWELL,TAYLOR",1
00:15,"GOOD FT by STEWART,CHRISTIAN",47 (+2),,45,,BSC-M 47-45 (+2),,"GOOD FT by STEWART,CHRISTIAN",1
00:15,"GOOD FT by STEWART,CHRISTIAN",48 (+3),,45,,BSC-M 48-45 (+3),,"GOOD FT by STEWART,CHRISTIAN",1
00:15,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
00:15,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",1
00:05,,,,,"MISS JUMPER by JONES,COBY",,,"MISS JUMPER by JONES,COBY",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
19:47,"GOOD 3PTR by SPENCE,BEN",51 (+6),,45,,BSC-M 51-45 (+6),,"GOOD 3PTR by SPENCE,BEN",2
--,"ASSIST  by BAK,CALVIN",,,,,,,"ASSIST  by BAK,CALVIN",2
19:21,,,,,"MISS 3PTR by JONES,NICK",,,"MISS 3PTR by JONES,NICK",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
19:02,"MISS JUMPER by FITZGERALD,PAUL",,,,,,,"MISS JUMPER by FITZGERALD,PAUL",2
--,,,,,"REBOUND DEF by JONES,NICK",,,"REBOUND DEF by JONES,NICK",2
18:56,,51 (+4),,47,"GOOD LAYUP by JONES,COBY(in the paint)",JOHNSON 51-47 (+4),,"GOOD LAYUP by JONES,COBY(in the paint)",2
18:39,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",53 (+6),,47,,BSC-M 53-47 (+6),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
18:22,,,,,"MISS JUMPER by JONES,COBY",,,"MISS JUMPER by JONES,COBY",2
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",2
18:16,"MISS LAYUP by O'SULLIVAN,CONOR",,,,,,,"MISS LAYUP by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND DEF by ESTACIO,ESTIVEN",,,"REBOUND DEF by ESTACIO,ESTIVEN",2
18:03,,53 (+4),,49,"GOOD JUMPER by JONES,NICK",JOHNSON 53-49 (+4),,"GOOD JUMPER by JONES,NICK",2
17:53,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",2
17:38,,,,,"MISS LAYUP by GRUBB,GAVIN",,,"MISS LAYUP by GRUBB,GAVIN",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
17:32,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by JONES,NICK",,,"REBOUND DEF by JONES,NICK",2
17:22,,53 (+2),,51,"GOOD LAYUP by GRUBB,GAVIN(in the paint)",JOHNSON 53-51 (+2),,"GOOD LAYUP by GRUBB,GAVIN(in the paint)",2
17:16,"GOOD 3PTR by BAK,CALVIN",56 (+5),,51,,BSC-M 56-51 (+5),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",2
17:02,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
17:02,,,,,"SUB IN by LAWS,KALEB",,,"SUB IN by LAWS,KALEB",2
17:02,,,,,"SUB IN by BANNIS,BRANDON",,,"SUB IN by BANNIS,BRANDON",2
17:02,,,,,"SUB IN by FUDGE,TOURE",,,"SUB IN by FUDGE,TOURE",2
17:02,,,,,"SUB OUT by ESTACIO,ESTIVEN",,,"SUB OUT by ESTACIO,ESTIVEN",2
17:02,,,,,"SUB OUT by CRESSWELL,TAYLOR",,,"SUB OUT by CRESSWELL,TAYLOR",2
17:02,,,,,"SUB OUT by GRUBB,GAVIN",,,"SUB OUT by GRUBB,GAVIN",2
16:57,,56 (+2),,54,"GOOD 3PTR by JONES,COBY",JOHNSON 56-54 (+2),,"GOOD 3PTR by JONES,COBY",2
16:35,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
--,,,,,"REBOUND DEF by JONES,NICK",,,"REBOUND DEF by JONES,NICK",2
16:27,,,,,"MISS LAYUP by BANNIS,BRANDON",,,"MISS LAYUP by BANNIS,BRANDON",2
--,,,,,"REBOUND OFF by LAWS,KALEB",,,"REBOUND OFF by LAWS,KALEB",2
16:25,,56,,56,"GOOD LAYUP by LAWS,KALEB(in the paint)",JOHNSON 56-56 (0),,"GOOD LAYUP by LAWS,KALEB(in the paint)",2
16:17,,,,,"SUB IN by MASHBURN,ORION",,,"SUB IN by MASHBURN,ORION",2
16:17,,,,,"SUB OUT by JONES,NICK",,,"SUB OUT by JONES,NICK",2
16:04,,,,,"FOUL  by JONES,COBY",,,"FOUL  by JONES,COBY",2
16:04,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:59,,,,,"SUB IN by ESTACIO,ESTIVEN",,,"SUB IN by ESTACIO,ESTIVEN",2
15:59,,,,,"SUB IN by CRESSWELL,TAYLOR",,,"SUB IN by CRESSWELL,TAYLOR",2
15:59,,,,,"SUB OUT by LAWS,KALEB",,,"SUB OUT by LAWS,KALEB",2
15:59,,,,,"SUB OUT by JONES,COBY",,,"SUB OUT by JONES,COBY",2
15:53,,,,,"FOUL  by CRESSWELL,TAYLOR",,,"FOUL  by CRESSWELL,TAYLOR",2
15:53,"GOOD FT by SPENCE,BEN",57 (+1),,56,,BSC-M 57-56 (+1),,"GOOD FT by SPENCE,BEN",2
15:53,"GOOD FT by SPENCE,BEN",58 (+2),,56,,BSC-M 58-56 (+2),,"GOOD FT by SPENCE,BEN",2
15:53,,,,,"SUB IN by LOVEDAY,ETHAN",,,"SUB IN by LOVEDAY,ETHAN",2
15:53,,,,,"SUB OUT by CRESSWELL,TAYLOR",,,"SUB OUT by CRESSWELL,TAYLOR",2
15:46,,,,,"MISS 3PTR by FUDGE,TOURE",,,"MISS 3PTR by FUDGE,TOURE",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
15:34,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",60 (+4),,56,,BSC-M 60-56 (+4),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
15:07,,,,,"MISS JUMPER by MASHBURN,ORION",,,"MISS JUMPER by MASHBURN,ORION",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
14:59,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",62 (+6),,56,,BSC-M 62-56 (+6),,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",2
14:48,,,,,"MISS 3PTR by BANNIS,BRANDON",,,"MISS 3PTR by BANNIS,BRANDON",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
14:39,"GOOD LAYUP by BAK,CALVIN(in the paint)",64 (+8),,56,,BSC-M 64-56 (+8),,"GOOD LAYUP by BAK,CALVIN(in the paint)",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
14:36,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:36,,,,,"SUB IN by JONES,COBY",,,"SUB IN by JONES,COBY",2
14:36,,,,,"SUB IN by JONES,NICK",,,"SUB IN by JONES,NICK",2
14:36,,,,,"SUB IN by GRUBB,GAVIN",,,"SUB IN by GRUBB,GAVIN",2
14:36,,,,,"SUB OUT by LOVEDAY,ETHAN",,,"SUB OUT by LOVEDAY,ETHAN",2
14:36,,,,,"SUB OUT by BANNIS,BRANDON",,,"SUB OUT by BANNIS,BRANDON",2
14:36,,,,,"SUB OUT by FUDGE,TOURE",,,"SUB OUT by FUDGE,TOURE",2
14:16,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
14:16,,,,,"MISS JUMPER by JONES,COBY",,,"MISS JUMPER by JONES,COBY",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
14:13,"GOOD 3PTR by BAK,CALVIN",67 (+11),,56,,BSC-M 67-56 (+11),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by STEWART,CHRISTIAN",,,,,,,"ASSIST  by STEWART,CHRISTIAN",2
14:00,,,,,"MISS JUMPER by ESTACIO,ESTIVEN",,,"MISS JUMPER by ESTACIO,ESTIVEN",2
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",2
13:42,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by MASHBURN,ORION",,,"REBOUND DEF by MASHBURN,ORION",2
13:31,,,,,"MISS JUMPER by ESTACIO,ESTIVEN",,,"MISS JUMPER by ESTACIO,ESTIVEN",2
--,,,,,"REBOUND OFF by MASHBURN,ORION",,,"REBOUND OFF by MASHBURN,ORION",2
13:25,,,,,"MISS 3PTR by JONES,NICK",,,"MISS 3PTR by JONES,NICK",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
13:13,"GOOD LAYUP by SPENCE,BEN(in the paint)",69 (+13),,56,,BSC-M 69-56 (+13),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
12:59,,,,,"MISS JUMPER by JONES,NICK",,,"MISS JUMPER by JONES,NICK",2
--,,,,,"REBOUND OFF by ESTACIO,ESTIVEN",,,"REBOUND OFF by ESTACIO,ESTIVEN",2
12:55,,69 (+11),,58,"GOOD LAYUP by ESTACIO,ESTIVEN(in the paint)",JOHNSON 69-58 (+11),,"GOOD LAYUP by ESTACIO,ESTIVEN(in the paint)",2
12:52,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
12:48,,,,,"MISS FT by ESTACIO,ESTIVEN",,,"MISS FT by ESTACIO,ESTIVEN",2
--,"REBOUND DEF by MORRISON,JASON",,,,,,,"REBOUND DEF by MORRISON,JASON",2
12:48,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
12:48,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
12:48,"SUB IN by JR,BRUCE BRIGHT",,,,,,,"SUB IN by JR,BRUCE BRIGHT",2
12:48,"SUB IN by MORRISON,JASON",,,,,,,"SUB IN by MORRISON,JASON",2
12:48,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
12:48,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
12:48,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
12:48,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
12:48,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
12:48,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
12:48,,,,,"SUB IN by LOVEDAY,ETHAN",,,"SUB IN by LOVEDAY,ETHAN",2
12:48,,,,,"SUB IN by BANNIS,BRANDON",,,"SUB IN by BANNIS,BRANDON",2
12:48,,,,,"SUB IN by FUDGE,TOURE",,,"SUB IN by FUDGE,TOURE",2
12:48,,,,,"SUB OUT by JONES,COBY",,,"SUB OUT by JONES,COBY",2
12:48,,,,,"SUB OUT by GRUBB,GAVIN",,,"SUB OUT by GRUBB,GAVIN",2
12:48,,,,,"SUB OUT by MASHBURN,ORION",,,"SUB OUT by MASHBURN,ORION",2
12:40,,,,,"SUB IN by CRESSWELL,TAYLOR",,,"SUB IN by CRESSWELL,TAYLOR",2
12:40,,,,,"SUB OUT by ESTACIO,ESTIVEN",,,"SUB OUT by ESTACIO,ESTIVEN",2
12:34,"MISS JUMPER by MORRISON,JASON",,,,,,,"MISS JUMPER by MORRISON,JASON",2
--,,,,,"REBOUND DEF by JONES,NICK",,,"REBOUND DEF by JONES,NICK",2
12:29,,69 (+9),,60,"GOOD LAYUP by BANNIS,BRANDON(in the paint)",JOHNSON 69-60 (+9),,"GOOD LAYUP by BANNIS,BRANDON(in the paint)",2
--,,,,,"ASSIST  by FUDGE,TOURE",,,"ASSIST  by FUDGE,TOURE",2
12:06,"GOOD LAYUP by JR,BRUCE BRIGHT(in the paint)",71 (+11),,60,,BSC-M 71-60 (+11),,"GOOD LAYUP by JR,BRUCE BRIGHT(in the paint)",2
--,"ASSIST  by CHILDERS,JOSH",,,,,,,"ASSIST  by CHILDERS,JOSH",2
11:55,,,,,"MISS LAYUP by FUDGE,TOURE",,,"MISS LAYUP by FUDGE,TOURE",2
--,,,,,"REBOUND OFF by BANNIS,BRANDON",,,"REBOUND OFF by BANNIS,BRANDON",2
11:52,,71 (+9),,62,"GOOD LAYUP by BANNIS,BRANDON(in the paint)",JOHNSON 71-62 (+9),,"GOOD LAYUP by BANNIS,BRANDON(in the paint)",2
11:34,"TURNOVER  by MORRISON,JASON",,,,,,,"TURNOVER  by MORRISON,JASON",2
11:33,,,,,"STEAL  by FUDGE,TOURE",,,"STEAL  by FUDGE,TOURE",2
11:24,,,,,"MISS 3PTR by FUDGE,TOURE",,,"MISS 3PTR by FUDGE,TOURE",2
--,,,,,"REBOUND OFF by BANNIS,BRANDON",,,"REBOUND OFF by BANNIS,BRANDON",2
11:10,,,,,"MISS LAYUP by BANNIS,BRANDON",,,"MISS LAYUP by BANNIS,BRANDON",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
11:05,"MISS 3PTR by JR,BRUCE BRIGHT",,,,,,,"MISS 3PTR by JR,BRUCE BRIGHT",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
11:01,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
11:01,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:01,,,,,"SUB IN by JONES,COBY",,,"SUB IN by JONES,COBY",2
11:01,,,,,"SUB OUT by JONES,NICK",,,"SUB OUT by JONES,NICK",2
10:53,,,,,"FOUL  by ESTACIO,ESTIVEN",,,"FOUL  by ESTACIO,ESTIVEN",2
10:53,,,,,"TURNOVER  by ESTACIO,ESTIVEN",,,"TURNOVER  by ESTACIO,ESTIVEN",2
10:40,"MISS LAYUP by GONDA,MATT",,,,,,,"MISS LAYUP by GONDA,MATT",2
10:40,,,,,"BLOCK  by ESTACIO,ESTIVEN",,,"BLOCK  by ESTACIO,ESTIVEN",2
--,,,,,"REBOUND DEF by ESTACIO,ESTIVEN",,,"REBOUND DEF by ESTACIO,ESTIVEN",2
10:25,,,,,"TURNOVER  by JONES,COBY",,,"TURNOVER  by JONES,COBY",2
10:25,,,,,"SUB IN by GRUBB,GAVIN",,,"SUB IN by GRUBB,GAVIN",2
10:25,,,,,"SUB IN by MASHBURN,ORION",,,"SUB IN by MASHBURN,ORION",2
10:25,,,,,"SUB OUT by LOVEDAY,ETHAN",,,"SUB OUT by LOVEDAY,ETHAN",2
10:25,,,,,"SUB OUT by BANNIS,BRANDON",,,"SUB OUT by BANNIS,BRANDON",2
10:10,"MISS LAYUP by GONDA,MATT",,,,,,,"MISS LAYUP by GONDA,MATT",2
--,,,,,"REBOUND DEF by CRESSWELL,TAYLOR",,,"REBOUND DEF by CRESSWELL,TAYLOR",2
10:02,,71 (+6),,65,"GOOD 3PTR by CRESSWELL,TAYLOR",JOHNSON 71-65 (+6),,"GOOD 3PTR by CRESSWELL,TAYLOR",2
--,,,,,"ASSIST  by GRUBB,GAVIN",,,"ASSIST  by GRUBB,GAVIN",2
09:44,"TURNOVER  by SIGLER,EVAN",,,,,,,"TURNOVER  by SIGLER,EVAN",2
09:43,,,,,"STEAL  by FUDGE,TOURE",,,"STEAL  by FUDGE,TOURE",2
09:40,,71 (+4),,67,"GOOD LAYUP by GRUBB,GAVIN(in the paint)",JOHNSON 71-67 (+4),,"GOOD LAYUP by GRUBB,GAVIN(in the paint)",2
--,,,,,"ASSIST  by FUDGE,TOURE",,,"ASSIST  by FUDGE,TOURE",2
09:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:37,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
09:37,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
09:37,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
09:37,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
09:37,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
09:37,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
09:37,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
09:37,"SUB OUT by JR,BRUCE BRIGHT",,,,,,,"SUB OUT by JR,BRUCE BRIGHT",2
09:37,"SUB OUT by MORRISON,JASON",,,,,,,"SUB OUT by MORRISON,JASON",2
09:37,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
09:24,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",73 (+6),,67,,BSC-M 73-67 (+6),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
09:09,,73 (+4),,69,"GOOD JUMPER by CRESSWELL,TAYLOR",JOHNSON 73-69 (+4),,"GOOD JUMPER by CRESSWELL,TAYLOR",2
