Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
16:20,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",1
16:20,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",1
16:00,"GOOD 3PTR by JONES,DREW",10 (+6),,4,,Berry 10-4 (-6),,"GOOD 3PTR by JONES,DREW",1
--,"ASSIST  by JOHNSON,MICAH",,,,,,,"ASSIST  by JOHNSON,MICAH",1
15:36,,,,,"MISS 3PTR by SPENCE,BEN",,,"MISS 3PTR by SPENCE,BEN",1
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",1
15:15,"GOOD JUMPER by BROOKS,AUSTIN(in the paint)",12 (+8),,4,,Berry 12-4 (-8),,"GOOD JUMPER by BROOKS,AUSTIN(in the paint)",1
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",1
14:54,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",1
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",1
14:32,"GOOD 3PTR by JONES,DREW",15 (+11),,4,,Berry 15-4 (-11),,"GOOD 3PTR by JONES,DREW",1
14:06,,15 (+8),,7,"GOOD 3PTR by SIGLER,EVAN",BSC 15-7 (-8),,"GOOD 3PTR by SIGLER,EVAN",1
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",1
13:55,"TURNOVER  by BROOKS,AUSTIN",,,,,,,"TURNOVER  by BROOKS,AUSTIN",1
13:55,,,,,"STEAL  by SPENCE,BEN",,,"STEAL  by SPENCE,BEN",1
13:48,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
13:43,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",1
13:43,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
13:43,"GOOD FT by BROOKS,AUSTIN",16 (+9),,7,,Berry 16-7 (-9),,"GOOD FT by BROOKS,AUSTIN",1
13:43,"GOOD FT by BROOKS,AUSTIN",17 (+10),,7,,Berry 17-7 (-10),,"GOOD FT by BROOKS,AUSTIN",1
13:43,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",1
13:43,"SUB IN by ESTES,DJ",,,,,,,"SUB IN by ESTES,DJ",1
13:43,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",1
13:43,"SUB IN by SOWADA,COLLIN",,,,,,,"SUB IN by SOWADA,COLLIN",1
13:43,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",1
13:43,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",1
13:43,"SUB OUT by WEHUNT,DAWSON",,,,,,,"SUB OUT by WEHUNT,DAWSON",1
13:43,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",1
13:43,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",1
13:43,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
13:25,,,,,"MISS 3PTR by JR,BRUCE BRIGHT",,,"MISS 3PTR by JR,BRUCE BRIGHT",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
12:57,"GOOD 3PTR by CLARK,ETHAN",20 (+13),,7,,Berry 20-7 (-13),,"GOOD 3PTR by CLARK,ETHAN",1
--,"ASSIST  by SOWADA,COLLIN",,,,,,,"ASSIST  by SOWADA,COLLIN",1
12:36,,20 (+10),,10,"GOOD 3PTR by JR,BRUCE BRIGHT",BSC 20-10 (-10),,"GOOD 3PTR by JR,BRUCE BRIGHT",1
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",1
12:01,"MISS JUMPER by HAYNES,CALEB",,,,,,,"MISS JUMPER by HAYNES,CALEB",1
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",1
11:54,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",1
--,"REBOUND DEF by SOWADA,COLLIN",,,,,,,"REBOUND DEF by SOWADA,COLLIN",1
11:40,"GOOD LAYUP by HAYNES,CALEB(in the paint)",22 (+12),,10,,Berry 22-10 (-12),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",1
11:13,,,,,"FOUL  by O'SULLIVAN,CONOR",,,"FOUL  by O'SULLIVAN,CONOR",1
11:13,,,,,"TURNOVER  by O'SULLIVAN,CONOR",,,"TURNOVER  by O'SULLIVAN,CONOR",1
11:13,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
11:13,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
11:13,,,,,"SUB IN by MORRISON,JASON",,,"SUB IN by MORRISON,JASON",1
11:13,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",1
11:13,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",1
11:13,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",1
11:13,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
11:13,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",1
11:13,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",1
10:58,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",1
10:58,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
10:53,"TURNOVER  by HAYNES,CALEB",,,,,,,"TURNOVER  by HAYNES,CALEB",1
10:53,,,,,"STEAL  by GONDA,MATT",,,"STEAL  by GONDA,MATT",1
10:28,,22 (+10),,12,"GOOD JUMPER by MORRISON,JASON",BSC 22-12 (-10),,"GOOD JUMPER by MORRISON,JASON",1
10:09,"GOOD LAYUP by HAYNES,CALEB(in the paint)",24 (+12),,12,,Berry 24-12 (-12),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",1
09:31,,,,,"MISS 3PTR by MORRISON,JASON",,,"MISS 3PTR by MORRISON,JASON",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
09:23,,,,,"MISS LAYUP by STEWART,CHRISTIAN",,,"MISS LAYUP by STEWART,CHRISTIAN",1
--,,,,,"REBOUND OFF by GONDA,MATT",,,"REBOUND OFF by GONDA,MATT",1
09:18,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",1
09:11,,24 (+10),,14,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 24-14 (-10),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
08:53,"TURNOVER  by ESTES,DJ",,,,,,,"TURNOVER  by ESTES,DJ",1
08:53,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",1
08:50,"FOUL  by ESTES,DJ",,,,,,,"FOUL  by ESTES,DJ",1
08:50,"SUB IN by WEHUNT,DAWSON",,,,,,,"SUB IN by WEHUNT,DAWSON",1
08:50,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",1
08:50,"SUB OUT by ESTES,DJ",,,,,,,"SUB OUT by ESTES,DJ",1
08:50,"SUB OUT by SOWADA,COLLIN",,,,,,,"SUB OUT by SOWADA,COLLIN",1
08:46,,24 (+7),,17,"GOOD 3PTR by GONDA,MATT",BSC 24-17 (-7),,"GOOD 3PTR by GONDA,MATT",1
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",1
08:24,"MISS JUMPER by JONES,DREW",,,,,,,"MISS JUMPER by JONES,DREW",1
--,,,,,"REBOUND DEF by MORRISON,JASON",,,"REBOUND DEF by MORRISON,JASON",1
08:09,,,,,"MISS JUMPER by FITZGERALD,PAUL",,,"MISS JUMPER by FITZGERALD,PAUL",1
--,"REBOUND DEF by WEHUNT,DAWSON",,,,,,,"REBOUND DEF by WEHUNT,DAWSON",1
07:53,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:53,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",1
07:53,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",1
07:53,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",1
07:53,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",1
07:53,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",1
07:53,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",1
07:53,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",1
07:53,,,,,"SUB OUT by JR,BRUCE BRIGHT",,,"SUB OUT by JR,BRUCE BRIGHT",1
07:53,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",1
07:53,,,,,"SUB OUT by MORRISON,JASON",,,"SUB OUT by MORRISON,JASON",1
07:53,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",1
07:53,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",1
07:37,"MISS JUMPER by JONES,DREW",,,,,,,"MISS JUMPER by JONES,DREW",1
--,,,,,"REBOUND DEF by SIGLER,EVAN",,,"REBOUND DEF by SIGLER,EVAN",1
07:20,,,,,"MISS JUMPER by SIGLER,EVAN",,,"MISS JUMPER by SIGLER,EVAN",1
--,"REBOUND DEF by CLARK,ETHAN",,,,,,,"REBOUND DEF by CLARK,ETHAN",1
06:58,"MISS JUMPER by JOHNSON,MICAH",,,,,,,"MISS JUMPER by JOHNSON,MICAH",1
--,"REBOUND OFF by JOHNSON,MICAH",,,,,,,"REBOUND OFF by JOHNSON,MICAH",1
06:47,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",26 (+9),,17,,Berry 26-17 (-9),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"ASSIST  by JONES,DREW",,,,,,,"ASSIST  by JONES,DREW",1
06:22,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",1
--,"REBOUND DEF by WEHUNT,DAWSON",,,,,,,"REBOUND DEF by WEHUNT,DAWSON",1
06:07,"MISS 3PTR by JOHNSON,MICAH",,,,,,,"MISS 3PTR by JOHNSON,MICAH",1
--,"REBOUND OFF by JOHNSON,MICAH",,,,,,,"REBOUND OFF by JOHNSON,MICAH",1
05:59,"MISS LAYUP by JOHNSON,MICAH",,,,,,,"MISS LAYUP by JOHNSON,MICAH",1
--,,,,,"REBOUND DEF by SIGLER,EVAN",,,"REBOUND DEF by SIGLER,EVAN",1
05:34,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",1
--,"REBOUND DEF by CLARK,ETHAN",,,,,,,"REBOUND DEF by CLARK,ETHAN",1
05:15,"MISS JUMPER by JONES,DREW",,,,,,,"MISS JUMPER by JONES,DREW",1
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",1
05:05,,,,,"MISS JUMPER by O'SULLIVAN,CONOR",,,"MISS JUMPER by O'SULLIVAN,CONOR",1
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",1
04:46,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",28 (+11),,17,,Berry 28-17 (-11),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
04:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
04:34,"SUB IN by SOWADA,COLLIN",,,,,,,"SUB IN by SOWADA,COLLIN",1
04:34,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",1
04:34,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
04:34,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
04:31,,,,,"MISS 3PTR by KANE,DENMAN",,,"MISS 3PTR by KANE,DENMAN",1
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",1
04:21,"MISS 3PTR by WEHUNT,DAWSON",,,,,,,"MISS 3PTR by WEHUNT,DAWSON",1
--,,,,,"REBOUND DEF by KANE,DENMAN",,,"REBOUND DEF by KANE,DENMAN",1
04:08,,28 (+8),,20,"GOOD 3PTR by KANE,DENMAN",BSC 28-20 (-8),,"GOOD 3PTR by KANE,DENMAN",1
--,,,,,"ASSIST  by SPENCE,BEN",,,"ASSIST  by SPENCE,BEN",1
03:36,"MISS LAYUP by BROOKS,AUSTIN",,,,,,,"MISS LAYUP by BROOKS,AUSTIN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
03:34,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
03:24,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",1
03:24,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",1
03:24,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",1
03:24,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",1
03:07,,,,,"MISS JUMPER by BAK,CALVIN",,,"MISS JUMPER by BAK,CALVIN",1
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",1
02:49,"MISS JUMPER by HAYNES,CALEB",,,,,,,"MISS JUMPER by HAYNES,CALEB",1
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",1
02:22,,28 (+6),,22,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 28-22 (-6),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
01:49,"MISS LAYUP by SOWADA,COLLIN",,,,,,,"MISS LAYUP by SOWADA,COLLIN",1
--,"REBOUND OFF by HAYNES,CALEB",,,,,,,"REBOUND OFF by HAYNES,CALEB",1
01:44,"GOOD LAYUP by HAYNES,CALEB(in the paint)",30 (+8),,22,,Berry 30-22 (-8),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",1
01:31,,30 (+6),,24,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 30-24 (-6),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
01:09,"GOOD 3PTR by SOWADA,COLLIN",33 (+9),,24,,Berry 33-24 (-9),,"GOOD 3PTR by SOWADA,COLLIN",1
--,"ASSIST  by BROOKS,AUSTIN",,,,,,,"ASSIST  by BROOKS,AUSTIN",1
00:59,,33 (+6),,27,"GOOD 3PTR by KANE,DENMAN",BSC 33-27 (-6),,"GOOD 3PTR by KANE,DENMAN",1
--,,,,,"ASSIST  by GONDA,MATT",,,"ASSIST  by GONDA,MATT",1
00:25,"MISS JUMPER by JONES,DREW",,,,,,,"MISS JUMPER by JONES,DREW",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
00:21,"FOUL  by JONES,DREW",,,,,,,"FOUL  by JONES,DREW",1
00:21,"SUB IN by HASLAM,ETHAN",,,,,,,"SUB IN by HASLAM,ETHAN",1
00:21,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",1
00:00,,,,,"MISS 3PTR by SPENCE,BEN",,,"MISS 3PTR by SPENCE,BEN",1
--,"REBOUND DEF by WEHUNT,DAWSON",,,,,,,"REBOUND DEF by WEHUNT,DAWSON",1
20:00,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
20:00,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",2
20:00,"SUB OUT by HASLAM,ETHAN",,,,,,,"SUB OUT by HASLAM,ETHAN",2
20:00,"SUB OUT by SOWADA,COLLIN",,,,,,,"SUB OUT by SOWADA,COLLIN",2
20:00,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",2
20:00,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
20:00,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",2
20:00,,,,,"SUB OUT by GONDA,MATT",,,"SUB OUT by GONDA,MATT",2
19:51,"GOOD JUMPER by HAYNES,CALEB(in the paint)",35 (+8),,27,,Berry 35-27 (-8),,"GOOD JUMPER by HAYNES,CALEB(in the paint)",2
19:39,,35 (+5),,30,"GOOD 3PTR by O'SULLIVAN,CONOR",BSC 35-30 (-5),,"GOOD 3PTR by O'SULLIVAN,CONOR",2
--,,,,,"ASSIST  by BAK,CALVIN",,,"ASSIST  by BAK,CALVIN",2
19:16,"TURNOVER  by JONES,DREW",,,,,,,"TURNOVER  by JONES,DREW",2
19:16,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",2
19:05,,,,,"MISS 3PTR by JR,BRUCE BRIGHT",,,"MISS 3PTR by JR,BRUCE BRIGHT",2
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",2
18:55,"MISS JUMPER by JOHNSON,MICAH",,,,,,,"MISS JUMPER by JOHNSON,MICAH",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
18:47,,35 (+3),,32,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",BSC 35-32 (-3),,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",2
18:24,"GOOD JUMPER by HAYNES,CALEB(in the paint)",37 (+5),,32,,Berry 37-32 (-5),,"GOOD JUMPER by HAYNES,CALEB(in the paint)",2
18:07,,37 (+3),,34,"GOOD JUMPER by BAK,CALVIN(in the paint)",BSC 37-34 (-3),,"GOOD JUMPER by BAK,CALVIN(in the paint)",2
17:49,"SUB IN by SOWADA,COLLIN",,,,,,,"SUB IN by SOWADA,COLLIN",2
17:49,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",2
17:38,"MISS JUMPER by WEHUNT,DAWSON",,,,,,,"MISS JUMPER by WEHUNT,DAWSON",2
--,"REBOUND OFF by BROOKS,AUSTIN",,,,,,,"REBOUND OFF by BROOKS,AUSTIN",2
17:37,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
17:26,"GOOD JUMPER by HAYNES,CALEB(in the paint)",39 (+5),,34,,Berry 39-34 (-5),,"GOOD JUMPER by HAYNES,CALEB(in the paint)",2
--,"ASSIST  by SOWADA,COLLIN",,,,,,,"ASSIST  by SOWADA,COLLIN",2
16:58,,,,,"MISS 3PTR by SPENCE,BEN",,,"MISS 3PTR by SPENCE,BEN",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
16:39,"GOOD LAYUP by SOWADA,COLLIN(in the paint)",41 (+7),,34,,Berry 41-34 (-7),,"GOOD LAYUP by SOWADA,COLLIN(in the paint)",2
16:25,,41 (+5),,36,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 41-36 (-5),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
16:25,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",2
16:24,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
16:24,"SUB IN by HASLAM,ETHAN",,,,,,,"SUB IN by HASLAM,ETHAN",2
16:24,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",2
16:24,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
16:24,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",2
16:24,,,,,"SUB IN by GONDA,MATT",,,"SUB IN by GONDA,MATT",2
16:24,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
16:24,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
16:23,,41 (+4),,37,"GOOD FT by STEWART,CHRISTIAN",BSC 41-37 (-4),,"GOOD FT by STEWART,CHRISTIAN",2
16:11,"GOOD JUMPER by COSTAS,RILEY(in the paint)",43 (+6),,37,,Berry 43-37 (-6),,"GOOD JUMPER by COSTAS,RILEY(in the paint)",2
15:55,,43 (+4),,39,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 43-39 (-4),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
15:34,"MISS JUMPER by BROOKS,AUSTIN",,,,,,,"MISS JUMPER by BROOKS,AUSTIN",2
--,"REBOUND OFF by COSTAS,RILEY",,,,,,,"REBOUND OFF by COSTAS,RILEY",2
15:29,"MISS JUMPER by COSTAS,RILEY",,,,,,,"MISS JUMPER by COSTAS,RILEY",2
15:29,,,,,"BLOCK  by JR,BRUCE BRIGHT",,,"BLOCK  by JR,BRUCE BRIGHT",2
--,"REBOUND OFF by COSTAS,RILEY",,,,,,,"REBOUND OFF by COSTAS,RILEY",2
15:22,"GOOD LAYUP by COSTAS,RILEY(in the paint)",45 (+6),,39,,Berry 45-39 (-6),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
15:16,,45 (+3),,42,"GOOD 3PTR by KANE,DENMAN",BSC 45-42 (-3),,"GOOD 3PTR by KANE,DENMAN",2
14:52,"GOOD JUMPER by COSTAS,RILEY(in the paint)",47 (+5),,42,,Berry 47-42 (-5),,"GOOD JUMPER by COSTAS,RILEY(in the paint)",2
14:16,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
14:09,"GOOD JUMPER by BROOKS,AUSTIN(in the paint)",49 (+7),,42,,Berry 49-42 (-7),,"GOOD JUMPER by BROOKS,AUSTIN(in the paint)",2
13:59,,,,,"MISS 3PTR by GONDA,MATT",,,"MISS 3PTR by GONDA,MATT",2
--,"REBOUND DEF by HASLAM,ETHAN",,,,,,,"REBOUND DEF by HASLAM,ETHAN",2
13:48,"TURNOVER  by SOWADA,COLLIN",,,,,,,"TURNOVER  by SOWADA,COLLIN",2
13:48,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
13:35,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",2
13:35,"SUB IN by ESTES,DJ",,,,,,,"SUB IN by ESTES,DJ",2
13:35,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
13:35,"SUB OUT by WEHUNT,DAWSON",,,,,,,"SUB OUT by WEHUNT,DAWSON",2
13:35,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
13:35,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
13:35,,,,,"SUB IN by MORRISON,JASON",,,"SUB IN by MORRISON,JASON",2
13:35,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
