Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
17:26,,,,,"STEAL  by BATES,JACOB",,,"STEAL  by BATES,JACOB",2
17:20,,,,,"MISS DUNK by BATES,JACOB(in the paint)",,,"MISS DUNK by BATES,JACOB(in the paint)",2
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",2
17:15,"MISS 3PTR by BRIGHT JR.,BRUCE",,,,,,,"MISS 3PTR by BRIGHT JR.,BRUCE",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
17:06,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:02,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
17:02,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
16:47,"GOOD 3PTR by SIGLER,EVAN",23,,36 (+13),,BSC 23-36 (-13),,"GOOD 3PTR by SIGLER,EVAN",2
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",2
16:24,,23,,39 (+16),"GOOD 3PTR by BAUGHMAN,CARTER",Centre 23-39 (-16),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
16:07,"GOOD 3PTR by SIGLER,EVAN",26,,39 (+13),,BSC 26-39 (-13),,"GOOD 3PTR by SIGLER,EVAN",2
--,"ASSIST  by BAK,CALVIN",,,,,,,"ASSIST  by BAK,CALVIN",2
15:40,,26,,42 (+16),"GOOD 3PTR by BAUGHMAN,CARTER",Centre 26-42 (-16),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
15:18,"GOOD JUMPER by SPENCE,BEN",28,,42 (+14),,BSC 28-42 (-14),,"GOOD JUMPER by SPENCE,BEN",2
15:00,,28,,44 (+16),"GOOD JUMPER by AYERS,PERRY",Centre 28-44 (-16),,"GOOD JUMPER by AYERS,PERRY",2
14:41,"GOOD LAYUP by SPENCE,BEN(in the paint)",30,,44 (+14),,BSC 30-44 (-14),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",2
14:17,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
14:17,"STEAL  by BRIGHT JR.,BRUCE",,,,,,,"STEAL  by BRIGHT JR.,BRUCE",2
14:11,"GOOD 3PTR by SIGLER,EVAN(fastbreak)",33,,44 (+11),,BSC 33-44 (-11),,"GOOD 3PTR by SIGLER,EVAN(fastbreak)",2
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",2
14:00,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:00,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
14:00,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
14:00,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
14:00,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
14:00,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
14:00,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
13:49,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:27,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
12:59,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",2
--,"REBOUND DEF by BRIGHT JR.,BRUCE",,,,,,,"REBOUND DEF by BRIGHT JR.,BRUCE",2
12:36,"GOOD 3PTR by SPENCE,BEN",36,,44 (+8),,BSC 36-44 (-8),,"GOOD 3PTR by SPENCE,BEN",2
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",2
12:10,,,,,"TURNOVER  by SPITZER,JAKOB",,,"TURNOVER  by SPITZER,JAKOB",2
12:10,"STEAL  by SPENCE,BEN",,,,,,,"STEAL  by SPENCE,BEN",2
11:57,"MISS LAYUP by O'SULLIVAN,CONOR(in the paint)",,,,,,,"MISS LAYUP by O'SULLIVAN,CONOR(in the paint)",2
11:57,,,,,"BLOCK  by SPITZER,JAKOB",,,"BLOCK  by SPITZER,JAKOB",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
11:54,,,,,"TURNOVER  by SPITZER,JAKOB",,,"TURNOVER  by SPITZER,JAKOB",2
11:54,"STEAL  by O'SULLIVAN,CONOR",,,,,,,"STEAL  by O'SULLIVAN,CONOR",2
11:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:54,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
11:54,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
11:54,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
11:54,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
11:54,"SUB OUT by BRIGHT JR.,BRUCE",,,,,,,"SUB OUT by BRIGHT JR.,BRUCE",2
11:54,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
11:54,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
11:33,,36,,47 (+11),"GOOD 3PTR by BATES,JACOB",Centre 36-47 (-11),,"GOOD 3PTR by BATES,JACOB",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
11:18,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",38,,47 (+9),,BSC 38-47 (-9),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
11:02,,38,,50 (+12),"GOOD 3PTR by CRUMP,DAWSON",Centre 38-50 (-12),,"GOOD 3PTR by CRUMP,DAWSON",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
10:48,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",2
10:48,,,,,"STEAL  by CRUMP,DAWSON",,,"STEAL  by CRUMP,DAWSON",2
10:42,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND OFF by WILSON,DREW",,,"REBOUND OFF by WILSON,DREW",2
10:36,,38,,53 (+15),"GOOD 3PTR by AYERS,PERRY",Centre 38-53 (-15),,"GOOD 3PTR by AYERS,PERRY",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
10:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:32,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
10:32,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
10:32,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
10:32,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
10:32,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
10:32,"SUB IN by MORRISON,JASON",,,,,,,"SUB IN by MORRISON,JASON",2
10:20,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
10:02,,38,,55 (+17),"GOOD LAYUP by PURVIS,KC(in the paint)",Centre 38-55 (-17),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
09:39,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",40,,55 (+15),,BSC 40-55 (-15),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",2
09:39,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
09:39,"GOOD FT by STEWART,CHRISTIAN",41,,55 (+14),,BSC 41-55 (-14),,"GOOD FT by STEWART,CHRISTIAN",2
09:38,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
09:38,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
09:38,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
09:38,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
09:38,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
09:38,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
09:22,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
09:22,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
09:20,,,,,"MISS LAYUP by BATES,JACOB(in the paint)",,,"MISS LAYUP by BATES,JACOB(in the paint)",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
08:53,"MISS 3PTR by FITZGERALD,PAUL",,,,,,,"MISS 3PTR by FITZGERALD,PAUL",2
--,"REBOUND OFF by O'SULLIVAN,CONOR",,,,,,,"REBOUND OFF by O'SULLIVAN,CONOR",2
08:44,"MISS LAYUP by FITZGERALD,PAUL(in the paint)",,,,,,,"MISS LAYUP by FITZGERALD,PAUL(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
08:16,,,,,"MISS LAYUP by WALKER,ART(in the paint)",,,"MISS LAYUP by WALKER,ART(in the paint)",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
07:52,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",43,,55 (+12),,BSC 43-55 (-12),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
07:52,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
07:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:50,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
07:50,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
07:50,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
07:50,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
07:50,"GOOD FT by STEWART,CHRISTIAN",44,,55 (+11),,BSC 44-55 (-11),,"GOOD FT by STEWART,CHRISTIAN",2
07:30,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",2
07:30,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
07:30,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
07:11,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
07:00,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
07:00,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
07:00,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
07:00,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
07:00,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
07:00,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
06:40,,,,,"MISS LAYUP by RAKES,BAILEY(in the paint)",,,"MISS LAYUP by RAKES,BAILEY(in the paint)",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
06:35,,44,,57 (+13),"GOOD JUMPER by WALKER,ART(in the paint)",Centre 44-57 (-13),,"GOOD JUMPER by WALKER,ART(in the paint)",2
06:04,"MISS JUMPER by GONDA,MATT(in the paint)",,,,,,,"MISS JUMPER by GONDA,MATT(in the paint)",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
05:41,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
05:41,,44,,58 (+14),"GOOD FT by BATES,JACOB",Centre 44-58 (-14),,"GOOD FT by BATES,JACOB",2
05:41,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
05:41,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
05:41,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
05:41,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
05:41,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",2
05:41,"SUB OUT by MORRISON,JASON",,,,,,,"SUB OUT by MORRISON,JASON",2
05:41,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
05:41,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
05:41,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
05:41,"SUB IN by BRIGHT JR.,BRUCE",,,,,,,"SUB IN by BRIGHT JR.,BRUCE",2
05:41,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
05:41,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
05:41,,44,,59 (+15),"GOOD FT by BATES,JACOB",Centre 44-59 (-15),,"GOOD FT by BATES,JACOB",2
05:41,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
05:41,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
05:20,"GOOD 3PTR by O'SULLIVAN,CONOR",47,,59 (+12),,BSC 47-59 (-12),,"GOOD 3PTR by O'SULLIVAN,CONOR",2
--,"ASSIST  by SPENCE,BEN",,,,,,,"ASSIST  by SPENCE,BEN",2
04:59,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
04:59,,47,,60 (+13),"GOOD FT by CRUMP,DAWSON",Centre 47-60 (-13),,"GOOD FT by CRUMP,DAWSON",2
04:59,,47,,61 (+14),"GOOD FT by CRUMP,DAWSON",Centre 47-61 (-14),,"GOOD FT by CRUMP,DAWSON",2
04:59,,47,,62 (+15),"GOOD FT by CRUMP,DAWSON",Centre 47-62 (-15),,"GOOD FT by CRUMP,DAWSON",2
04:42,"MISS LAYUP by SIGLER,EVAN(in the paint)",,,,,,,"MISS LAYUP by SIGLER,EVAN(in the paint)",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
04:19,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",2
04:10,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",2
--,"REBOUND OFF by SIGLER,EVAN",,,,,,,"REBOUND OFF by SIGLER,EVAN",2
04:03,"TURNOVER  by O'SULLIVAN,CONOR",,,,,,,"TURNOVER  by O'SULLIVAN,CONOR",2
04:03,,,,,"STEAL  by RAKES,BAILEY",,,"STEAL  by RAKES,BAILEY",2
03:55,,47,,65 (+18),"GOOD 3PTR by WALKER,ART(fastbreak)",Centre 47-65 (-18),,"GOOD 3PTR by WALKER,ART(fastbreak)",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
03:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:53,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
03:53,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
03:53,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
03:53,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
03:53,"SUB OUT by BRIGHT JR.,BRUCE",,,,,,,"SUB OUT by BRIGHT JR.,BRUCE",2
03:53,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
03:53,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
03:53,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
03:53,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
03:53,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
03:53,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
03:53,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
03:27,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",2
03:27,"MISS FT by STEWART,CHRISTIAN",,,,,,,"MISS FT by STEWART,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:27,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
03:27,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
03:27,"GOOD FT by STEWART,CHRISTIAN",48,,65 (+17),,BSC 48-65 (-17),,"GOOD FT by STEWART,CHRISTIAN",2
03:08,,48,,67 (+19),"GOOD DUNK by BATES,JACOB(in the paint)",Centre 48-67 (-19),,"GOOD DUNK by BATES,JACOB(in the paint)",2
02:55,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
02:55,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
02:48,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",50,,67 (+17),,BSC 50-67 (-17),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by CHILDERS,JOSH",,,,,,,"ASSIST  by CHILDERS,JOSH",2
02:24,,50,,70 (+20),"GOOD 3PTR by AYERS,PERRY",Centre 50-70 (-20),,"GOOD 3PTR by AYERS,PERRY",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
02:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:22,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
02:22,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
02:22,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
02:22,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
02:22,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
02:22,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
02:22,,,,,"SUB IN by BREWER,KEEGAN",,,"SUB IN by BREWER,KEEGAN",2
02:22,,,,,"SUB IN by BRITT,WILL",,,"SUB IN by BRITT,WILL",2
02:22,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
02:22,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
01:53,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
01:43,,,,,"MISS LAYUP by WILLIAMS,JALEN(in the paint)",,,"MISS LAYUP by WILLIAMS,JALEN(in the paint)",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
01:37,"GOOD 3PTR by STEPHENS,TROY",53,,70 (+17),,BSC 53-70 (-17),,"GOOD 3PTR by STEPHENS,TROY",2
01:21,,,,,"MISS JUMPER by SPITZER,JAKOB(in the paint)",,,"MISS JUMPER by SPITZER,JAKOB(in the paint)",2
--,,,,,"REBOUND OFF by BREWER,KEEGAN",,,"REBOUND OFF by BREWER,KEEGAN",2
01:08,,,,,"MISS 3PTR by SMITH,RJ",,,"MISS 3PTR by SMITH,RJ",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
00:59,,,,,"FOUL  by BREWER,KEEGAN",,,"FOUL  by BREWER,KEEGAN",2
00:59,"GOOD FT by STEWART,CHRISTIAN",54,,70 (+16),,BSC 54-70 (-16),,"GOOD FT by STEWART,CHRISTIAN",2
00:59,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
00:59,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
00:59,"GOOD FT by STEWART,CHRISTIAN",55,,70 (+15),,BSC 55-70 (-15),,"GOOD FT by STEWART,CHRISTIAN",2
00:59,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
00:59,"SUB IN by LARSON,CLARK",,,,,,,"SUB IN by LARSON,CLARK",2
00:47,,,,,"MISS LAYUP by SPITZER,JAKOB(in the paint)",,,"MISS LAYUP by SPITZER,JAKOB(in the paint)",2
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",2
00:40,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",2
--,,,,,"REBOUND DEF by BRITT,WILL",,,"REBOUND DEF by BRITT,WILL",2
00:33,,,,,"MISS LAYUP by BREWER,KEEGAN(in the paint)",,,"MISS LAYUP by BREWER,KEEGAN(in the paint)",2
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",2
00:25,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
--,"REBOUND OFF by GONDA,MATT",,,,,,,"REBOUND OFF by GONDA,MATT",2
00:19,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
