Time Remaining,BUMBB,Away Team Score,Play Team Indicator,Home Team Score,MILMB,Game Score,Team Indicator,Play,Period
09:54,"FOUL  by HODUM,RICK",,,,,,,"FOUL  by HODUM,RICK",2
09:54,,45,,73 (+28),"GOOD FT by MILLER,JOSHUA",MILMB 45-73 (+28),,"GOOD FT by MILLER,JOSHUA",2
09:54,,45,,74 (+29),"GOOD FT by MILLER,JOSHUA",MILMB 45-74 (+29),,"GOOD FT by MILLER,JOSHUA",2
09:35,"MISS 3PTR by HODUM,RICK",,,,,,,"MISS 3PTR by HODUM,RICK",2
--,,,,,"REBOUND DEF by MILLER,JOSHUA",,,"REBOUND DEF by MILLER,JOSHUA",2
09:28,"FOUL  by ,KYLE PATTERSON SR",,,,,,,"FOUL  by ,KYLE PATTERSON SR",2
09:28,,45,,75 (+30),"GOOD FT by MILLER,JOSHUA",MILMB 45-75 (+30),,"GOOD FT by MILLER,JOSHUA",2
09:28,,,,,"MISS FT by MILLER,JOSHUA",,,"MISS FT by MILLER,JOSHUA",2
--,"REBOUND DEF by HODUM,RICK",,,,,,,"REBOUND DEF by HODUM,RICK",2
09:08,"TURNOVER  by HODUM,RICK",,,,,,,"TURNOVER  by HODUM,RICK",2
09:07,,,,,"STEAL  by SULLIVAN,MICHAEL",,,"STEAL  by SULLIVAN,MICHAEL",2
08:58,"FOUL  by ,KYLE PATTERSON SR",,,,,,,"FOUL  by ,KYLE PATTERSON SR",2
08:58,"FOUL TECH by ,KYLE PATTERSON SR",,,,,,,"FOUL TECH by ,KYLE PATTERSON SR",2
08:58,,45,,76 (+31),"GOOD FT by SULLIVAN,MICHAEL",MILMB 45-76 (+31),,"GOOD FT by SULLIVAN,MICHAEL",2
08:58,,45,,77 (+32),"GOOD FT by SULLIVAN,MICHAEL",MILMB 45-77 (+32),,"GOOD FT by SULLIVAN,MICHAEL",2
08:58,,45,,78 (+33),"GOOD FT by MEADS,TYSIN",MILMB 45-78 (+33),,"GOOD FT by MEADS,TYSIN",2
08:58,,45,,79 (+34),"GOOD FT by MEADS,TYSIN",MILMB 45-79 (+34),,"GOOD FT by MEADS,TYSIN",2
08:58,"SUB IN by HEERINGEN,GIAN VAN",,,,,,,"SUB IN by HEERINGEN,GIAN VAN",2
08:58,"SUB IN by WEBBER,BRENT",,,,,,,"SUB IN by WEBBER,BRENT",2
08:58,"SUB IN by MCCOY,TOMMY",,,,,,,"SUB IN by MCCOY,TOMMY",2
08:58,"SUB IN by DURHAM,JONSTHAN",,,,,,,"SUB IN by DURHAM,JONSTHAN",2
08:58,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
08:58,"SUB OUT by RICHARDSON,TERIK",,,,,,,"SUB OUT by RICHARDSON,TERIK",2
08:58,"SUB OUT by ,KYLE PATTERSON SR",,,,,,,"SUB OUT by ,KYLE PATTERSON SR",2
08:58,"SUB OUT by BROWN,ISIAH",,,,,,,"SUB OUT by BROWN,ISIAH",2
08:58,"SUB OUT by HODUM,RICK",,,,,,,"SUB OUT by HODUM,RICK",2
08:58,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
08:58,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
08:58,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
08:58,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
08:46,,,,,"SUB IN by ,RONALD WILLIAMS JR",,,"SUB IN by ,RONALD WILLIAMS JR",2
08:46,,,,,"SUB OUT by MEADS,TYSIN",,,"SUB OUT by MEADS,TYSIN",2
08:45,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",2
08:45,"MISS FT by JONES,JUSTIN",,,,,,,"MISS FT by JONES,JUSTIN",2
--,,,,,"REBOUND DEF by ,RONALD WILLIAMS JR",,,"REBOUND DEF by ,RONALD WILLIAMS JR",2
08:45,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
08:45,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
08:39,,,,,"TURNOVER  by COLEMAN,DANIEL",,,"TURNOVER  by COLEMAN,DANIEL",2
08:39,,,,,"FOUL  by COLEMAN,DANIEL",,,"FOUL  by COLEMAN,DANIEL",2
08:35,"MISS LAYUP by HEERINGEN,GIAN VAN",,,,,,,"MISS LAYUP by HEERINGEN,GIAN VAN",2
--,"REBOUND OFF by MCCOY,TOMMY",,,,,,,"REBOUND OFF by MCCOY,TOMMY",2
08:31,"GOOD DUNK by MCCOY,TOMMY(in the paint)",47,,79 (+32),,BUMBB 47-79 (+32),,"GOOD DUNK by MCCOY,TOMMY(in the paint)",2
08:13,"FOUL  by JONES,JUSTIN",,,,,,,"FOUL  by JONES,JUSTIN",2
08:13,,,,,"MISS FT by COLEMAN,DANIEL",,,"MISS FT by COLEMAN,DANIEL",2
08:13,,47,,80 (+33),"GOOD FT by COLEMAN,DANIEL",MILMB 47-80 (+33),,"GOOD FT by COLEMAN,DANIEL",2
08:02,,,,,"FOUL  by COLEMAN,DANIEL",,,"FOUL  by COLEMAN,DANIEL",2
08:02,"GOOD FT by JONES,JUSTIN",48,,80 (+32),,BUMBB 48-80 (+32),,"GOOD FT by JONES,JUSTIN",2
08:02,"GOOD FT by JONES,JUSTIN",49,,80 (+31),,BUMBB 49-80 (+31),,"GOOD FT by JONES,JUSTIN",2
08:02,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
08:02,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
08:02,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
08:02,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
07:41,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
07:41,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:28,"GOOD 3PTR by WEBBER,BRENT",52,,80 (+28),,BUMBB 52-80 (+28),,"GOOD 3PTR by WEBBER,BRENT",2
06:53,,52,,82 (+30),"GOOD LAYUP by ,RONALD WILLIAMS JR(in the paint)",MILMB 52-82 (+30),,"GOOD LAYUP by ,RONALD WILLIAMS JR(in the paint)",2
--,,,,,"ASSIST  by BURNETT,DREW",,,"ASSIST  by BURNETT,DREW",2
06:43,"MISS LAYUP by JONES,JUSTIN",,,,,,,"MISS LAYUP by JONES,JUSTIN",2
06:43,,,,,"BLOCK  by ,RONALD WILLIAMS JR",,,"BLOCK  by ,RONALD WILLIAMS JR",2
--,,,,,"REBOUND DEF by ,RONALD WILLIAMS JR",,,"REBOUND DEF by ,RONALD WILLIAMS JR",2
06:38,,52,,84 (+32),"GOOD LAYUP by BURNETT,DREW(fastbreak)(in the paint)",MILMB 52-84 (+32),,"GOOD LAYUP by BURNETT,DREW(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by COLEMAN,DANIEL",,,"ASSIST  by COLEMAN,DANIEL",2
06:27,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
06:27,"GOOD FT by MCCOY,TOMMY",53,,84 (+31),,BUMBB 53-84 (+31),,"GOOD FT by MCCOY,TOMMY",2
06:27,"MISS FT by MCCOY,TOMMY",,,,,,,"MISS FT by MCCOY,TOMMY",2
--,"REBOUND OFF by MCCOY,TOMMY",,,,,,,"REBOUND OFF by MCCOY,TOMMY",2
06:27,,,,,"SUB IN by LEONCE,JOSH",,,"SUB IN by LEONCE,JOSH",2
06:27,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
06:27,,,,,"SUB IN by MANNING,JOHNATHAN",,,"SUB IN by MANNING,JOHNATHAN",2
06:27,,,,,"SUB IN by SULLIVAN,MICHAEL",,,"SUB IN by SULLIVAN,MICHAEL",2
06:27,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
06:27,,,,,"SUB OUT by COLEMAN,DANIEL",,,"SUB OUT by COLEMAN,DANIEL",2
06:27,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
06:27,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
06:25,,,,,"FOUL  by ,RONALD WILLIAMS JR",,,"FOUL  by ,RONALD WILLIAMS JR",2
06:25,"GOOD FT by MCCOY,TOMMY",54,,84 (+30),,BUMBB 54-84 (+30),,"GOOD FT by MCCOY,TOMMY",2
06:25,"MISS FT by MCCOY,TOMMY",,,,,,,"MISS FT by MCCOY,TOMMY",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
06:25,"SUB IN by HODUM,RICK",,,,,,,"SUB IN by HODUM,RICK",2
06:25,"SUB IN by COLE,DAVID",,,,,,,"SUB IN by COLE,DAVID",2
06:25,"SUB IN by PRICE,VICTOR",,,,,,,"SUB IN by PRICE,VICTOR",2
06:25,"SUB OUT by HEERINGEN,GIAN VAN",,,,,,,"SUB OUT by HEERINGEN,GIAN VAN",2
06:25,"SUB OUT by WEBBER,BRENT",,,,,,,"SUB OUT by WEBBER,BRENT",2
06:25,"SUB OUT by DURHAM,JONSTHAN",,,,,,,"SUB OUT by DURHAM,JONSTHAN",2
06:25,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",2
06:07,"FOUL  by HODUM,RICK",,,,,,,"FOUL  by HODUM,RICK",2
06:07,,54,,85 (+31),"GOOD FT by LEONCE,JOSH",MILMB 54-85 (+31),,"GOOD FT by LEONCE,JOSH",2
06:07,,54,,86 (+32),"GOOD FT by LEONCE,JOSH",MILMB 54-86 (+32),,"GOOD FT by LEONCE,JOSH",2
06:07,"SUB IN by WORKS,JOHN",,,,,,,"SUB IN by WORKS,JOHN",2
06:07,"SUB OUT by MCCOY,TOMMY",,,,,,,"SUB OUT by MCCOY,TOMMY",2
05:57,,,,,"FOUL  by MANNING,JOHNATHAN",,,"FOUL  by MANNING,JOHNATHAN",2
05:57,"MISS FT by ROBERTS,JOSHUA",,,,,,,"MISS FT by ROBERTS,JOSHUA",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:57,"GOOD FT by ROBERTS,JOSHUA",55,,86 (+31),,BUMBB 55-86 (+31),,"GOOD FT by ROBERTS,JOSHUA",2
05:57,,,,,"SUB IN by II,DERRICK BURT",,,"SUB IN by II,DERRICK BURT",2
05:57,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
05:44,,,,,"MISS JUMPER by MANNING,JOHNATHAN",,,"MISS JUMPER by MANNING,JOHNATHAN",2
--,"REBOUND DEF by ROBERTS,JOSHUA",,,,,,,"REBOUND DEF by ROBERTS,JOSHUA",2
05:36,"MISS 3PTR by PRICE,VICTOR",,,,,,,"MISS 3PTR by PRICE,VICTOR",2
--,,,,,"REBOUND DEF by LEONCE,JOSH",,,"REBOUND DEF by LEONCE,JOSH",2
05:32,"FOUL  by WORKS,JOHN",,,,,,,"FOUL  by WORKS,JOHN",2
05:32,,55,,87 (+32),"GOOD FT by ,RONALD WILLIAMS JR",MILMB 55-87 (+32),,"GOOD FT by ,RONALD WILLIAMS JR",2
05:32,,,,,"MISS FT by ,RONALD WILLIAMS JR",,,"MISS FT by ,RONALD WILLIAMS JR",2
--,"REBOUND DEF by HODUM,RICK",,,,,,,"REBOUND DEF by HODUM,RICK",2
05:32,,,,,"SUB IN by CARVELLI,CAMERON",,,"SUB IN by CARVELLI,CAMERON",2
05:32,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
05:14,,,,,"FOUL  by LEONCE,JOSH",,,"FOUL  by LEONCE,JOSH",2
05:14,"GOOD FT by PRICE,VICTOR",56,,87 (+31),,BUMBB 56-87 (+31),,"GOOD FT by PRICE,VICTOR",2
05:14,"GOOD FT by PRICE,VICTOR",57,,87 (+30),,BUMBB 57-87 (+30),,"GOOD FT by PRICE,VICTOR",2
04:58,,,,,"TURNOVER  by MANNING,JOHNATHAN",,,"TURNOVER  by MANNING,JOHNATHAN",2
04:58,"STEAL  by HODUM,RICK",,,,,,,"STEAL  by HODUM,RICK",2
04:58,,,,,"FOUL  by II,DERRICK BURT",,,"FOUL  by II,DERRICK BURT",2
04:58,"MISS FT by HODUM,RICK",,,,,,,"MISS FT by HODUM,RICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:58,"GOOD FT by HODUM,RICK",58,,87 (+29),,BUMBB 58-87 (+29),,"GOOD FT by HODUM,RICK",2
04:44,,,,,"TURNOVER  by ,RONALD WILLIAMS JR",,,"TURNOVER  by ,RONALD WILLIAMS JR",2
04:35,,,,,"BLOCK  by ,RONALD WILLIAMS JR",,,"BLOCK  by ,RONALD WILLIAMS JR",2
--,"REBOUND OFF by HODUM,RICK",,,,,,,"REBOUND OFF by HODUM,RICK",2
04:33,"MISS JUMPER by PRICE,VICTOR",,,,,,,"MISS JUMPER by PRICE,VICTOR",2
--,"REBOUND OFF by WORKS,JOHN",,,,,,,"REBOUND OFF by WORKS,JOHN",2
04:25,"GOOD FT by HODUM,RICK",59,,87 (+28),,BUMBB 59-87 (+28),,"GOOD FT by HODUM,RICK",2
04:22,"MISS FT by HODUM,RICK",,,,,,,"MISS FT by HODUM,RICK",2
--,,,,,"REBOUND DEF by LEONCE,JOSH",,,"REBOUND DEF by LEONCE,JOSH",2
04:22,,,,,"TURNOVER  by LEONCE,JOSH",,,"TURNOVER  by LEONCE,JOSH",2
04:11,,,,,"SUB IN by GONZALES,THADDEUS",,,"SUB IN by GONZALES,THADDEUS",2
04:11,,,,,"SUB OUT by CARVELLI,CAMERON",,,"SUB OUT by CARVELLI,CAMERON",2
04:10,"SUB IN by ,KYLE PATTERSON SR",,,,,,,"SUB IN by ,KYLE PATTERSON SR",2
04:10,"SUB IN by RICHARDSON,TERIK",,,,,,,"SUB IN by RICHARDSON,TERIK",2
04:10,"SUB IN by BROWN,ISIAH",,,,,,,"SUB IN by BROWN,ISIAH",2
04:10,"SUB OUT by COLE,DAVID",,,,,,,"SUB OUT by COLE,DAVID",2
04:10,"SUB OUT by WORKS,JOHN",,,,,,,"SUB OUT by WORKS,JOHN",2
04:10,"SUB OUT by PRICE,VICTOR",,,,,,,"SUB OUT by PRICE,VICTOR",2
04:08,"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",61,,87 (+26),,BUMBB 61-87 (+26),,"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",2
--,"ASSIST  by BROWN,ISIAH",,,,,,,"ASSIST  by BROWN,ISIAH",2
03:42,,,,,"FOUL  by WINTERS,KYLE",,,"FOUL  by WINTERS,KYLE",2
03:42,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
03:42,,61,,88 (+27),"GOOD FT by GONZALES,THADDEUS",MILMB 61-88 (+27),,"GOOD FT by GONZALES,THADDEUS",2
03:42,,61,,89 (+28),"GOOD FT by GONZALES,THADDEUS",MILMB 61-89 (+28),,"GOOD FT by GONZALES,THADDEUS",2
03:42,"SUB IN by MCCOY,TOMMY",,,,,,,"SUB IN by MCCOY,TOMMY",2
03:42,"SUB OUT by ,KYLE PATTERSON SR",,,,,,,"SUB OUT by ,KYLE PATTERSON SR",2
03:30,"TURNOVER  by HODUM,RICK",,,,,,,"TURNOVER  by HODUM,RICK",2
03:30,"FOUL  by HODUM,RICK",,,,,,,"FOUL  by HODUM,RICK",2
03:25,"FOUL  by HODUM,RICK",,,,,,,"FOUL  by HODUM,RICK",2
03:25,,,,,"MISS FT by WINTERS,KYLE",,,"MISS FT by WINTERS,KYLE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:25,,,,,"MISS FT by WINTERS,KYLE",,,"MISS FT by WINTERS,KYLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:25,"SUB IN by WEBBER,BRENT",,,,,,,"SUB IN by WEBBER,BRENT",2
03:25,"SUB OUT by HODUM,RICK",,,,,,,"SUB OUT by HODUM,RICK",2
03:25,,,,,"SUB IN by WINTERS,KYLE",,,"SUB IN by WINTERS,KYLE",2
03:25,,,,,"SUB OUT by ,RONALD WILLIAMS JR",,,"SUB OUT by ,RONALD WILLIAMS JR",2
03:21,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
03:21,"SUB OUT by ROBERTS,JOSHUA",,,,,,,"SUB OUT by ROBERTS,JOSHUA",2
03:13,,61,,91 (+30),"GOOD LAYUP by II,DERRICK BURT(in the paint)",MILMB 61-91 (+30),,"GOOD LAYUP by II,DERRICK BURT(in the paint)",2
03:03,"MISS 3PTR by WEBBER,BRENT",,,,,,,"MISS 3PTR by WEBBER,BRENT",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:00,,,,,"FOUL  by GONZALES,THADDEUS",,,"FOUL  by GONZALES,THADDEUS",2
03:00,"GOOD FT by MCCOY,TOMMY",62,,91 (+29),,BUMBB 62-91 (+29),,"GOOD FT by MCCOY,TOMMY",2
03:00,"GOOD FT by MCCOY,TOMMY",63,,91 (+28),,BUMBB 63-91 (+28),,"GOOD FT by MCCOY,TOMMY",2
02:53,,,,,"TURNOVER  by MANNING,JOHNATHAN",,,"TURNOVER  by MANNING,JOHNATHAN",2
02:52,,,,,"FOUL  by MANNING,JOHNATHAN",,,"FOUL  by MANNING,JOHNATHAN",2
02:43,"TURNOVER  by RICHARDSON,TERIK",,,,,,,"TURNOVER  by RICHARDSON,TERIK",2
02:34,,,,,"TURNOVER  by GONZALES,THADDEUS",,,"TURNOVER  by GONZALES,THADDEUS",2
02:25,"MISS JUMPER by JONES,JUSTIN",,,,,,,"MISS JUMPER by JONES,JUSTIN",2
--,,,,,"REBOUND DEF by MANNING,JOHNATHAN",,,"REBOUND DEF by MANNING,JOHNATHAN",2
02:12,,,,,"TURNOVER  by WINTERS,KYLE",,,"TURNOVER  by WINTERS,KYLE",2
02:10,"STEAL  by BROWN,ISIAH",,,,,,,"STEAL  by BROWN,ISIAH",2
02:09,"GOOD DUNK by BROWN,ISIAH(fastbreak)(in the paint)",65,,91 (+26),,BUMBB 65-91 (+26),,"GOOD DUNK by BROWN,ISIAH(fastbreak)(in the paint)",2
01:46,"TURNOVER  by MCCOY,TOMMY",,,,,,,"TURNOVER  by MCCOY,TOMMY",2
01:46,,65,,92 (+27),"GOOD FT by LEONCE,JOSH",MILMB 65-92 (+27),,"GOOD FT by LEONCE,JOSH",2
01:46,,65,,93 (+28),"GOOD FT by LEONCE,JOSH",MILMB 65-93 (+28),,"GOOD FT by LEONCE,JOSH",2
01:33,"MISS 3PTR by JONES,JUSTIN",,,,,,,"MISS 3PTR by JONES,JUSTIN",2
--,"REBOUND OFF by MCCOY,TOMMY",,,,,,,"REBOUND OFF by MCCOY,TOMMY",2
01:30,,,,,"FOUL  by LEONCE,JOSH",,,"FOUL  by LEONCE,JOSH",2
01:30,"MISS FT by MCCOY,TOMMY",,,,,,,"MISS FT by MCCOY,TOMMY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:30,"GOOD FT by MCCOY,TOMMY",66,,93 (+27),,BUMBB 66-93 (+27),,"GOOD FT by MCCOY,TOMMY",2
01:30,"SUB IN by DURHAM,JONSTHAN",,,,,,,"SUB IN by DURHAM,JONSTHAN",2
01:30,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",2
01:23,,,,,"TURNOVER  by GONZALES,THADDEUS",,,"TURNOVER  by GONZALES,THADDEUS",2
01:23,"SUB IN by HEERINGEN,GIAN VAN",,,,,,,"SUB IN by HEERINGEN,GIAN VAN",2
01:23,"SUB OUT by RICHARDSON,TERIK",,,,,,,"SUB OUT by RICHARDSON,TERIK",2
01:12,"MISS 3PTR by BROWN,ISIAH",,,,,,,"MISS 3PTR by BROWN,ISIAH",2
--,,,,,"REBOUND DEF by GONZALES,THADDEUS",,,"REBOUND DEF by GONZALES,THADDEUS",2
01:06,,66,,96 (+30),"GOOD 3PTR by MANNING,JOHNATHAN",MILMB 66-96 (+30),,"GOOD 3PTR by MANNING,JOHNATHAN",2
--,,,,,"ASSIST  by LEONCE,JOSH",,,"ASSIST  by LEONCE,JOSH",2
00:56,"GOOD LAYUP by MCCOY,TOMMY(fastbreak)(in the paint)",68,,96 (+28),,BUMBB 68-96 (+28),,"GOOD LAYUP by MCCOY,TOMMY(fastbreak)(in the paint)",2
00:56,,,,,"FOUL  by LEONCE,JOSH",,,"FOUL  by LEONCE,JOSH",2
00:56,"MISS FT by MCCOY,TOMMY",,,,,,,"MISS FT by MCCOY,TOMMY",2
--,"REBOUND OFF by DURHAM,JONSTHAN",,,,,,,"REBOUND OFF by DURHAM,JONSTHAN",2
00:54,,,,,"FOUL  by II,DERRICK BURT",,,"FOUL  by II,DERRICK BURT",2
00:54,"MISS FT by DURHAM,JONSTHAN",,,,,,,"MISS FT by DURHAM,JONSTHAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:54,"MISS FT by DURHAM,JONSTHAN",,,,,,,"MISS FT by DURHAM,JONSTHAN",2
--,,,,,"REBOUND DEF by LEONCE,JOSH",,,"REBOUND DEF by LEONCE,JOSH",2
00:50,"SUB IN by PRICE,VICTOR",,,,,,,"SUB IN by PRICE,VICTOR",2
00:50,"SUB OUT by WEBBER,BRENT",,,,,,,"SUB OUT by WEBBER,BRENT",2
00:29,,68,,98 (+30),"GOOD JUMPER by WINTERS,KYLE",MILMB 68-98 (+30),,"GOOD JUMPER by WINTERS,KYLE",2
00:00,"MISS 3PTR by PRICE,VICTOR",,,,,,,"MISS 3PTR by PRICE,VICTOR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
