Time Remaining,ACM,Away Team Score,Play Team Indicator,Home Team Score,MILMB,Game Score,Team Indicator,Play,Period
19:23,,,,,"STEAL  by MILLER,JOSHUA",,,"STEAL  by MILLER,JOSHUA",2
19:18,,,,,"MISS LAYUP by MILLER,JOSHUA",,,"MISS LAYUP by MILLER,JOSHUA",2
--,"REBOUND DEF by NICKENS,ZACHARY",,,,,,,"REBOUND DEF by NICKENS,ZACHARY",2
19:12,"TURNOVER  by HOLLAND,MICHAEL",,,,,,,"TURNOVER  by HOLLAND,MICHAEL",2
19:11,,,,,"STEAL  by SULLIVAN,MICHAEL",,,"STEAL  by SULLIVAN,MICHAEL",2
18:48,,27,,51 (+24),"GOOD LAYUP by MILLER,JOSHUA(in the paint)",MILMB 27-51 (+24),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",2
18:37,"GOOD 3PTR by GARRETT,JOSH",30,,51 (+21),,ACM 30-51 (+21),,"GOOD 3PTR by GARRETT,JOSH",2
--,"ASSIST  by NICKENS,ZACHARY",,,,,,,"ASSIST  by NICKENS,ZACHARY",2
18:10,,30,,54 (+24),"GOOD 3PTR by KOHNKE,SAM",MILMB 30-54 (+24),,"GOOD 3PTR by KOHNKE,SAM",2
17:52,"GOOD JUMPER by HOGAN,KAM",32,,54 (+22),,ACM 32-54 (+22),,"GOOD JUMPER by HOGAN,KAM",2
--,"ASSIST  by NICKENS,ZACHARY",,,,,,,"ASSIST  by NICKENS,ZACHARY",2
17:41,"FOUL  by NICKENS,ZACHARY",,,,,,,"FOUL  by NICKENS,ZACHARY",2
17:41,,32,,55 (+23),"GOOD FT by BLANZ,BUCK",MILMB 32-55 (+23),,"GOOD FT by BLANZ,BUCK",2
17:41,,32,,56 (+24),"GOOD FT by BLANZ,BUCK",MILMB 32-56 (+24),,"GOOD FT by BLANZ,BUCK",2
17:41,"SUB IN by FEIDER,JP",,,,,,,"SUB IN by FEIDER,JP",2
17:41,"SUB OUT by GARRETT,JOSH",,,,,,,"SUB OUT by GARRETT,JOSH",2
17:34,"GOOD 3PTR by QUINN,JOSH",35,,56 (+21),,ACM 35-56 (+21),,"GOOD 3PTR by QUINN,JOSH",2
17:15,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",2
17:15,"SUB IN by MERCADEL,JUSTICE",,,,,,,"SUB IN by MERCADEL,JUSTICE",2
17:15,"SUB OUT by NICKENS,ZACHARY",,,,,,,"SUB OUT by NICKENS,ZACHARY",2
16:57,"MISS 3PTR by HOGAN,KAM",,,,,,,"MISS 3PTR by HOGAN,KAM",2
--,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",,,"REBOUND DEF by SULLIVAN,MICHAEL",2
16:47,"FOUL  by QUINN,JOSH",,,,,,,"FOUL  by QUINN,JOSH",2
16:47,,35,,57 (+22),"GOOD FT by SULLIVAN,MICHAEL",MILMB 35-57 (+22),,"GOOD FT by SULLIVAN,MICHAEL",2
16:47,,35,,58 (+23),"GOOD FT by SULLIVAN,MICHAEL",MILMB 35-58 (+23),,"GOOD FT by SULLIVAN,MICHAEL",2
16:34,,,,,"FOUL  by COLEMAN,DANIEL",,,"FOUL  by COLEMAN,DANIEL",2
16:27,"MISS LAYUP by FEIDER,JP",,,,,,,"MISS LAYUP by FEIDER,JP",2
--,"REBOUND OFF by HOLLAND,MICHAEL",,,,,,,"REBOUND OFF by HOLLAND,MICHAEL",2
16:22,"MISS LAYUP by HOLLAND,MICHAEL",,,,,,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,,,,,"REBOUND DEF by BLANZ,BUCK",,,"REBOUND DEF by BLANZ,BUCK",2
16:14,"FOUL  by MERCADEL,JUSTICE",,,,,,,"FOUL  by MERCADEL,JUSTICE",2
15:55,,,,,"MISS LAYUP by SULLIVAN,MICHAEL",,,"MISS LAYUP by SULLIVAN,MICHAEL",2
15:55,"BLOCK  by QUINN,JOSH",,,,,,,"BLOCK  by QUINN,JOSH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:55,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:49,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",2
15:47,"STEAL  by MERCADEL,JUSTICE",,,,,,,"STEAL  by MERCADEL,JUSTICE",2
15:43,"MISS LAYUP by MERCADEL,JUSTICE",,,,,,,"MISS LAYUP by MERCADEL,JUSTICE",2
--,"REBOUND OFF by FEIDER,JP",,,,,,,"REBOUND OFF by FEIDER,JP",2
15:40,"GOOD LAYUP by FEIDER,JP(in the paint)",37,,58 (+21),,ACM 37-58 (+21),,"GOOD LAYUP by FEIDER,JP(in the paint)",2
15:14,,37,,60 (+23),"GOOD LAYUP by BLANZ,BUCK(in the paint)",MILMB 37-60 (+23),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
14:55,"TURNOVER  by HOGAN,KAM",,,,,,,"TURNOVER  by HOGAN,KAM",2
14:53,,,,,"STEAL  by BLANZ,BUCK",,,"STEAL  by BLANZ,BUCK",2
14:44,,,,,"MISS 3PTR by BLANZ,BUCK",,,"MISS 3PTR by BLANZ,BUCK",2
--,,,,,"REBOUND OFF by SULLIVAN,MICHAEL",,,"REBOUND OFF by SULLIVAN,MICHAEL",2
14:29,,37,,63 (+26),"GOOD 3PTR by BLANZ,BUCK",MILMB 37-63 (+26),,"GOOD 3PTR by BLANZ,BUCK",2
--,,,,,"ASSIST  by COLEMAN,DANIEL",,,"ASSIST  by COLEMAN,DANIEL",2
14:01,"TURNOVER  by QUINN,JOSH",,,,,,,"TURNOVER  by QUINN,JOSH",2
14:01,"FOUL  by QUINN,JOSH",,,,,,,"FOUL  by QUINN,JOSH",2
14:01,"SUB IN by GARRETT,JOSH",,,,,,,"SUB IN by GARRETT,JOSH",2
14:01,"SUB OUT by FEIDER,JP",,,,,,,"SUB OUT by FEIDER,JP",2
14:01,,,,,"SUB IN by MEADS,TYSIN",,,"SUB IN by MEADS,TYSIN",2
14:01,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
14:01,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
14:01,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
14:01,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
14:01,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
14:01,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
14:01,,,,,"SUB OUT by COLEMAN,DANIEL",,,"SUB OUT by COLEMAN,DANIEL",2
13:46,,37,,65 (+28),"GOOD LAYUP by MEADS,TYSIN(in the paint)",MILMB 37-65 (+28),,"GOOD LAYUP by MEADS,TYSIN(in the paint)",2
13:32,"MISS 3PTR by MERCADEL,JUSTICE",,,,,,,"MISS 3PTR by MERCADEL,JUSTICE",2
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",2
13:19,,,,,"TURNOVER  by MEADS,TYSIN",,,"TURNOVER  by MEADS,TYSIN",2
13:12,"SUB IN by HILL,KAMERON",,,,,,,"SUB IN by HILL,KAMERON",2
13:12,"SUB OUT by QUINN,JOSH",,,,,,,"SUB OUT by QUINN,JOSH",2
13:12,,,,,"SUB IN by CARVELLI,CAMERON",,,"SUB IN by CARVELLI,CAMERON",2
13:12,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
12:52,"GOOD JUMPER by GARRETT,JOSH",39,,65 (+26),,ACM 39-65 (+26),,"GOOD JUMPER by GARRETT,JOSH",2
12:30,,,,,"MISS LAYUP by BECKER,SAXTON",,,"MISS LAYUP by BECKER,SAXTON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:16,"TURNOVER  by HOLLAND,MICHAEL",,,,,,,"TURNOVER  by HOLLAND,MICHAEL",2
12:09,,,,,"MISS LAYUP by CARVELLI,CAMERON",,,"MISS LAYUP by CARVELLI,CAMERON",2
--,,,,,"REBOUND OFF by TURNER,JAMES",,,"REBOUND OFF by TURNER,JAMES",2
12:05,"FOUL  by HOGAN,KAM",,,,,,,"FOUL  by HOGAN,KAM",2
12:05,,39,,66 (+27),"GOOD FT by TURNER,JAMES",MILMB 39-66 (+27),,"GOOD FT by TURNER,JAMES",2
12:05,,39,,67 (+28),"GOOD FT by TURNER,JAMES",MILMB 39-67 (+28),,"GOOD FT by TURNER,JAMES",2
11:54,"MISS LAYUP by HOLLAND,MICHAEL",,,,,,,"MISS LAYUP by HOLLAND,MICHAEL",2
11:54,,,,,"BLOCK  by MEADS,TYSIN",,,"BLOCK  by MEADS,TYSIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:36,"GOOD LAYUP by GARRETT,JOSH(in the paint)",41,,67 (+26),,ACM 41-67 (+26),,"GOOD LAYUP by GARRETT,JOSH(in the paint)",2
--,"ASSIST  by HOGAN,KAM",,,,,,,"ASSIST  by HOGAN,KAM",2
11:36,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",2
11:36,"GOOD FT by GARRETT,JOSH",42,,67 (+25),,ACM 42-67 (+25),,"GOOD FT by GARRETT,JOSH",2
11:34,"FOUL  by HILL,KAMERON",,,,,,,"FOUL  by HILL,KAMERON",2
11:25,,42,,69 (+27),"GOOD LAYUP by TURNER,JAMES(in the paint)",MILMB 42-69 (+27),,"GOOD LAYUP by TURNER,JAMES(in the paint)",2
--,,,,,"ASSIST  by CARVELLI,CAMERON",,,"ASSIST  by CARVELLI,CAMERON",2
11:08,"MISS JUMPER by HOGAN,KAM",,,,,,,"MISS JUMPER by HOGAN,KAM",2
--,,,,,"REBOUND DEF by BECKER,SAXTON",,,"REBOUND DEF by BECKER,SAXTON",2
10:56,,,,,"MISS 3PTR by GRANT,SHE'CHEM",,,"MISS 3PTR by GRANT,SHE'CHEM",2
--,"REBOUND DEF by HOGAN,KAM",,,,,,,"REBOUND DEF by HOGAN,KAM",2
10:47,"MISS LAYUP by HOGAN,KAM",,,,,,,"MISS LAYUP by HOGAN,KAM",2
--,,,,,"REBOUND DEF by MEADS,TYSIN",,,"REBOUND DEF by MEADS,TYSIN",2
10:20,,,,,"TURNOVER  by CARVELLI,CAMERON",,,"TURNOVER  by CARVELLI,CAMERON",2
10:20,,,,,"FOUL  by CARVELLI,CAMERON",,,"FOUL  by CARVELLI,CAMERON",2
10:20,,,,,"SUB IN by OWENS,MATT",,,"SUB IN by OWENS,MATT",2
10:20,,,,,"SUB IN by SULLIVAN,MICHAEL",,,"SUB IN by SULLIVAN,MICHAEL",2
10:20,,,,,"SUB OUT by MEADS,TYSIN",,,"SUB OUT by MEADS,TYSIN",2
10:20,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",2
10:07,"SUB IN by QUINN,JOSH",,,,,,,"SUB IN by QUINN,JOSH",2
10:07,"SUB OUT by MERCADEL,JUSTICE",,,,,,,"SUB OUT by MERCADEL,JUSTICE",2
10:00,"MISS JUMPER by HOGAN,KAM",,,,,,,"MISS JUMPER by HOGAN,KAM",2
--,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",,,"REBOUND DEF by SULLIVAN,MICHAEL",2
09:49,,42,,71 (+29),"GOOD LAYUP by OWENS,MATT(in the paint)",MILMB 42-71 (+29),,"GOOD LAYUP by OWENS,MATT(in the paint)",2
09:34,"MISS 3PTR by GARRETT,JOSH",,,,,,,"MISS 3PTR by GARRETT,JOSH",2
--,"REBOUND OFF by HOGAN,KAM",,,,,,,"REBOUND OFF by HOGAN,KAM",2
09:29,"TURNOVER  by HOGAN,KAM",,,,,,,"TURNOVER  by HOGAN,KAM",2
09:29,"SUB IN by MCCLURE,LOGAN",,,,,,,"SUB IN by MCCLURE,LOGAN",2
09:29,"SUB OUT by HOGAN,KAM",,,,,,,"SUB OUT by HOGAN,KAM",2
09:29,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
09:29,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
09:29,,,,,"SUB OUT by CARVELLI,CAMERON",,,"SUB OUT by CARVELLI,CAMERON",2
09:29,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
09:14,,42,,73 (+31),"GOOD LAYUP by OWENS,MATT(in the paint)",MILMB 42-73 (+31),,"GOOD LAYUP by OWENS,MATT(in the paint)",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
08:59,"MISS LAYUP by GARRETT,JOSH",,,,,,,"MISS LAYUP by GARRETT,JOSH",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
08:50,,,,,"TURNOVER  by OWENS,MATT",,,"TURNOVER  by OWENS,MATT",2
08:28,"TURNOVER  by GARRETT,JOSH",,,,,,,"TURNOVER  by GARRETT,JOSH",2
08:27,,,,,"STEAL  by KOHNKE,SAM",,,"STEAL  by KOHNKE,SAM",2
08:24,,42,,75 (+33),"GOOD LAYUP by TURNER,JAMES(fastbreak)(in the paint)",MILMB 42-75 (+33),,"GOOD LAYUP by TURNER,JAMES(fastbreak)(in the paint)",2
08:09,"GOOD 3PTR by MCCLURE,LOGAN",45,,75 (+30),,ACM 45-75 (+30),,"GOOD 3PTR by MCCLURE,LOGAN",2
--,"ASSIST  by HOLLAND,MICHAEL",,,,,,,"ASSIST  by HOLLAND,MICHAEL",2
08:04,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:44,,,,,"MISS JUMPER by KOHNKE,SAM",,,"MISS JUMPER by KOHNKE,SAM",2
--,"REBOUND DEF by FEIDER,JP",,,,,,,"REBOUND DEF by FEIDER,JP",2
07:40,,,,,"FOUL  by SULLIVAN,MICHAEL",,,"FOUL  by SULLIVAN,MICHAEL",2
07:19,"MISS 3PTR by QUINN,JOSH",,,,,,,"MISS 3PTR by QUINN,JOSH",2
--,,,,,"REBOUND DEF by OWENS,MATT",,,"REBOUND DEF by OWENS,MATT",2
07:10,,,,,"MISS 3PTR by LEONCE,JOSH",,,"MISS 3PTR by LEONCE,JOSH",2
--,"REBOUND DEF by FEIDER,JP",,,,,,,"REBOUND DEF by FEIDER,JP",2
06:57,"TURNOVER  by HOLLAND,MICHAEL",,,,,,,"TURNOVER  by HOLLAND,MICHAEL",2
06:57,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
06:57,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
06:45,,,,,"MISS LAYUP by MILLER,JOSHUA",,,"MISS LAYUP by MILLER,JOSHUA",2
--,"REBOUND DEF by HILL,KAMERON",,,,,,,"REBOUND DEF by HILL,KAMERON",2
06:35,"TURNOVER  by QUINN,JOSH",,,,,,,"TURNOVER  by QUINN,JOSH",2
06:35,"FOUL  by QUINN,JOSH",,,,,,,"FOUL  by QUINN,JOSH",2
06:35,,,,,"SUB IN by MEADS,TYSIN",,,"SUB IN by MEADS,TYSIN",2
06:35,,,,,"SUB IN by MANNING,JOHNATHAN",,,"SUB IN by MANNING,JOHNATHAN",2
06:35,,,,,"SUB OUT by OWENS,MATT",,,"SUB OUT by OWENS,MATT",2
06:35,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
06:11,,,,,"TURNOVER  by MANNING,JOHNATHAN",,,"TURNOVER  by MANNING,JOHNATHAN",2
06:11,"SUB IN by HARDWICK,JOSH",,,,,,,"SUB IN by HARDWICK,JOSH",2
06:11,"SUB OUT by MCCLURE,LOGAN",,,,,,,"SUB OUT by MCCLURE,LOGAN",2
05:56,"MISS JUMPER by WELLS,AUSTIN",,,,,,,"MISS JUMPER by WELLS,AUSTIN",2
--,,,,,"REBOUND DEF by LEONCE,JOSH",,,"REBOUND DEF by LEONCE,JOSH",2
05:31,,,,,"MISS JUMPER by LEONCE,JOSH",,,"MISS JUMPER by LEONCE,JOSH",2
--,,,,,"REBOUND OFF by MEADS,TYSIN",,,"REBOUND OFF by MEADS,TYSIN",2
05:14,,,,,"TURNOVER  by BLANZ,BUCK",,,"TURNOVER  by BLANZ,BUCK",2
05:12,"STEAL  by WELLS,AUSTIN",,,,,,,"STEAL  by WELLS,AUSTIN",2
05:07,"GOOD LAYUP by FEIDER,JP(fastbreak)(in the paint)",47,,75 (+28),,ACM 47-75 (+28),,"GOOD LAYUP by FEIDER,JP(fastbreak)(in the paint)",2
--,"ASSIST  by WELLS,AUSTIN",,,,,,,"ASSIST  by WELLS,AUSTIN",2
04:45,"FOUL  by WELLS,AUSTIN",,,,,,,"FOUL  by WELLS,AUSTIN",2
04:45,"SUB IN by WELLS,AUSTIN",,,,,,,"SUB IN by WELLS,AUSTIN",2
04:45,"SUB OUT by HILL,KAMERON",,,,,,,"SUB OUT by HILL,KAMERON",2
04:45,"SUB OUT by GARRETT,JOSH",,,,,,,"SUB OUT by GARRETT,JOSH",2
04:45,"SUB OUT by HOLLAND,MICHAEL",,,,,,,"SUB OUT by HOLLAND,MICHAEL",2
04:45,"SUB OUT by HARDWICK,JOSH",,,,,,,"SUB OUT by HARDWICK,JOSH",2
04:45,"SUB OUT by QUINN,JOSH",,,,,,,"SUB OUT by QUINN,JOSH",2
04:43,,,,,"MISS FT by LEONCE,JOSH",,,"MISS FT by LEONCE,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:43,,47,,76 (+29),"GOOD FT by LEONCE,JOSH",MILMB 47-76 (+29),,"GOOD FT by LEONCE,JOSH",2
04:43,"SUB IN by FEIDER,JP",,,,,,,"SUB IN by FEIDER,JP",2
04:43,"SUB IN by GARRETT,JOSH",,,,,,,"SUB IN by GARRETT,JOSH",2
04:43,"SUB IN by HARDWICK,JOSH",,,,,,,"SUB IN by HARDWICK,JOSH",2
04:43,"SUB IN by QUINN,JOSH",,,,,,,"SUB IN by QUINN,JOSH",2
04:43,,,,,"SUB IN by II,DERRICK BURT",,,"SUB IN by II,DERRICK BURT",2
04:43,,,,,"SUB IN by CARVELLI,CAMERON",,,"SUB IN by CARVELLI,CAMERON",2
04:43,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
04:43,,,,,"SUB IN by LEONCE,JOSH",,,"SUB IN by LEONCE,JOSH",2
04:43,,,,,"SUB OUT by LEONCE,JOSH",,,"SUB OUT by LEONCE,JOSH",2
04:43,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
04:43,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
04:43,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
04:33,,,,,"FOUL  by II,DERRICK BURT",,,"FOUL  by II,DERRICK BURT",2
04:33,,,,,"SUB IN by WINTERS,KYLE",,,"SUB IN by WINTERS,KYLE",2
04:33,,,,,"SUB OUT by MEADS,TYSIN",,,"SUB OUT by MEADS,TYSIN",2
04:26,"MISS JUMPER by WELLS,AUSTIN",,,,,,,"MISS JUMPER by WELLS,AUSTIN",2
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",2
04:19,,,,,"MISS 3PTR by MANNING,JOHNATHAN",,,"MISS 3PTR by MANNING,JOHNATHAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:15,"MISS 3PTR by HARDWICK,JOSH",,,,,,,"MISS 3PTR by HARDWICK,JOSH",2
--,,,,,"REBOUND DEF by II,DERRICK BURT",,,"REBOUND DEF by II,DERRICK BURT",2
04:11,,,,,"TURNOVER  by II,DERRICK BURT",,,"TURNOVER  by II,DERRICK BURT",2
03:54,,,,,"SUB IN by JR,RONALD WILLIAMS",,,"SUB IN by JR,RONALD WILLIAMS",2
03:54,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
03:40,"MISS JUMPER by FEIDER,JP",,,,,,,"MISS JUMPER by FEIDER,JP",2
--,,,,,"REBOUND DEF by WINTERS,KYLE",,,"REBOUND DEF by WINTERS,KYLE",2
03:29,,,,,"TURNOVER  by CARVELLI,CAMERON",,,"TURNOVER  by CARVELLI,CAMERON",2
03:14,"MISS JUMPER by WELLS,AUSTIN",,,,,,,"MISS JUMPER by WELLS,AUSTIN",2
--,,,,,"REBOUND DEF by II,DERRICK BURT",,,"REBOUND DEF by II,DERRICK BURT",2
03:10,"FOUL  by WELLS,AUSTIN",,,,,,,"FOUL  by WELLS,AUSTIN",2
03:10,,,,,"MISS FT by II,DERRICK BURT",,,"MISS FT by II,DERRICK BURT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:10,,,,,"MISS FT by II,DERRICK BURT",,,"MISS FT by II,DERRICK BURT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:00,,,,,"TURNOVER  by CARVELLI,CAMERON",,,"TURNOVER  by CARVELLI,CAMERON",2
02:59,"STEAL  by HARDWICK,JOSH",,,,,,,"STEAL  by HARDWICK,JOSH",2
02:56,"TURNOVER  by QUINN,JOSH",,,,,,,"TURNOVER  by QUINN,JOSH",2
02:49,"FOUL  by HARDWICK,JOSH",,,,,,,"FOUL  by HARDWICK,JOSH",2
02:49,,47,,77 (+30),"GOOD FT by CARVELLI,CAMERON",MILMB 47-77 (+30),,"GOOD FT by CARVELLI,CAMERON",2
02:49,,,,,"MISS FT by CARVELLI,CAMERON",,,"MISS FT by CARVELLI,CAMERON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:49,"SUB IN by MCCLURE,LOGAN",,,,,,,"SUB IN by MCCLURE,LOGAN",2
02:49,"SUB OUT by QUINN,JOSH",,,,,,,"SUB OUT by QUINN,JOSH",2
02:33,"TURNOVER  by WELLS,AUSTIN",,,,,,,"TURNOVER  by WELLS,AUSTIN",2
02:32,,,,,"STEAL  by II,DERRICK BURT",,,"STEAL  by II,DERRICK BURT",2
02:30,"FOUL  by MCCLURE,LOGAN",,,,,,,"FOUL  by MCCLURE,LOGAN",2
02:30,,,,,"MISS FT by II,DERRICK BURT",,,"MISS FT by II,DERRICK BURT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:30,,47,,78 (+31),"GOOD FT by II,DERRICK BURT",MILMB 47-78 (+31),,"GOOD FT by II,DERRICK BURT",2
02:17,"TURNOVER  by HARDWICK,JOSH",,,,,,,"TURNOVER  by HARDWICK,JOSH",2
01:51,,,,,"MISS 3PTR by CARVELLI,CAMERON",,,"MISS 3PTR by CARVELLI,CAMERON",2
--,"REBOUND DEF by HARDWICK,JOSH",,,,,,,"REBOUND DEF by HARDWICK,JOSH",2
01:42,"GOOD 3PTR by MCCLURE,LOGAN",50,,78 (+28),,ACM 50-78 (+28),,"GOOD 3PTR by MCCLURE,LOGAN",2
--,"ASSIST  by WELLS,AUSTIN",,,,,,,"ASSIST  by WELLS,AUSTIN",2
01:27,,,,,"MISS 3PTR by WINTERS,KYLE",,,"MISS 3PTR by WINTERS,KYLE",2
--,"REBOUND DEF by FEIDER,JP",,,,,,,"REBOUND DEF by FEIDER,JP",2
01:22,,,,,"FOUL  by JR,RONALD WILLIAMS",,,"FOUL  by JR,RONALD WILLIAMS",2
01:22,"SUB IN by HILL,KAMERON",,,,,,,"SUB IN by HILL,KAMERON",2
01:22,"SUB OUT by GARRETT,JOSH",,,,,,,"SUB OUT by GARRETT,JOSH",2
01:21,"GOOD FT by FEIDER,JP",51,,78 (+27),,ACM 51-78 (+27),,"GOOD FT by FEIDER,JP",2
01:21,"GOOD FT by FEIDER,JP",52,,78 (+26),,ACM 52-78 (+26),,"GOOD FT by FEIDER,JP",2
00:57,,52,,81 (+29),"GOOD 3PTR by MANNING,JOHNATHAN",MILMB 52-81 (+29),,"GOOD 3PTR by MANNING,JOHNATHAN",2
--,,,,,"ASSIST  by II,DERRICK BURT",,,"ASSIST  by II,DERRICK BURT",2
00:44,,,,,"FOUL  by II,DERRICK BURT",,,"FOUL  by II,DERRICK BURT",2
00:44,"GOOD FT by WELLS,AUSTIN",53,,81 (+28),,ACM 53-81 (+28),,"GOOD FT by WELLS,AUSTIN",2
00:44,"MISS FT by WELLS,AUSTIN",,,,,,,"MISS FT by WELLS,AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:37,,,,,"MISS 3PTR by WINTERS,KYLE",,,"MISS 3PTR by WINTERS,KYLE",2
--,"REBOUND DEF by FEIDER,JP",,,,,,,"REBOUND DEF by FEIDER,JP",2
00:26,,,,,"FOUL  by CARVELLI,CAMERON",,,"FOUL  by CARVELLI,CAMERON",2
00:26,"GOOD FT by HARDWICK,JOSH",54,,81 (+27),,ACM 54-81 (+27),,"GOOD FT by HARDWICK,JOSH",2
00:26,"GOOD FT by HARDWICK,JOSH",55,,81 (+26),,ACM 55-81 (+26),,"GOOD FT by HARDWICK,JOSH",2
