Time Remaining,IWU,Away Team Score,Play Team Indicator,Home Team Score,MILMB,Game Score,Team Indicator,Play,Period
17:25,"MISS JUMPER by BEASLEY,JAYLEN",,,,,,,"MISS JUMPER by BEASLEY,JAYLEN",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
16:55,,38 (+5),,33,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",MILMB 38-33 (-5),,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",2
16:45,"MISS JUMPER by BONNETT,COLIN",,,,,,,"MISS JUMPER by BONNETT,COLIN",2
--,,,,,"REBOUND DEF by BLANZ,BUCK",,,"REBOUND DEF by BLANZ,BUCK",2
16:25,,,,,"MISS JUMPER by SULLIVAN,MICHAEL",,,"MISS JUMPER by SULLIVAN,MICHAEL",2
--,"REBOUND DEF by BEASLEY,JAYLEN",,,,,,,"REBOUND DEF by BEASLEY,JAYLEN",2
16:18,"GOOD LAYUP by O'NEILL,ALEX(fastbreak)(in the paint)",40 (+7),,33,,IWU 40-33 (-7),,"GOOD LAYUP by O'NEILL,ALEX(fastbreak)(in the paint)",2
--,"ASSIST  by ROSE,BRADY",,,,,,,"ASSIST  by ROSE,BRADY",2
16:00,,,,,"MISS JUMPER by MILLER,JOSHUA",,,"MISS JUMPER by MILLER,JOSHUA",2
--,"REBOUND DEF by ROSE,BRADY",,,,,,,"REBOUND DEF by ROSE,BRADY",2
15:51,"MISS JUMPER by BONNETT,COLIN",,,,,,,"MISS JUMPER by BONNETT,COLIN",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
15:45,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,"REBOUND DEF by BONNETT,COLIN",,,,,,,"REBOUND DEF by BONNETT,COLIN",2
15:37,"MISS 3PTR by BEASLEY,JAYLEN",,,,,,,"MISS 3PTR by BEASLEY,JAYLEN",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
15:16,,40 (+5),,35,"GOOD LAYUP by KOHNKE,SAM(in the paint)",MILMB 40-35 (-5),,"GOOD LAYUP by KOHNKE,SAM(in the paint)",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
15:03,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:03,"SUB IN by BURDINE,TYLER",,,,,,,"SUB IN by BURDINE,TYLER",2
15:03,"SUB IN by WOLFE,GRANT",,,,,,,"SUB IN by WOLFE,GRANT",2
15:03,"SUB IN by KNOBLOCH,ZACH",,,,,,,"SUB IN by KNOBLOCH,ZACH",2
15:03,"SUB OUT by O'NEILL,ALEX",,,,,,,"SUB OUT by O'NEILL,ALEX",2
15:03,"SUB OUT by BONNETT,COLIN",,,,,,,"SUB OUT by BONNETT,COLIN",2
15:03,"SUB OUT by COLEMAN,NICK",,,,,,,"SUB OUT by COLEMAN,NICK",2
15:03,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
15:03,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
15:03,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
15:03,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
14:50,"GOOD 3PTR by KNOBLOCH,ZACH",43 (+8),,35,,IWU 43-35 (-8),,"GOOD 3PTR by KNOBLOCH,ZACH",2
14:35,,,,,"MISS JUMPER by BLANZ,BUCK",,,"MISS JUMPER by BLANZ,BUCK",2
--,"REBOUND DEF by BURDINE,TYLER",,,,,,,"REBOUND DEF by BURDINE,TYLER",2
14:26,"GOOD LAYUP by ROSE,BRADY(in the paint)",45 (+10),,35,,IWU 45-35 (-10),,"GOOD LAYUP by ROSE,BRADY(in the paint)",2
--,"ASSIST  by WOLFE,GRANT",,,,,,,"ASSIST  by WOLFE,GRANT",2
14:11,,45 (+8),,37,"GOOD LAYUP by TURNER,JAMES(in the paint)",MILMB 45-37 (-8),,"GOOD LAYUP by TURNER,JAMES(in the paint)",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
13:58,"GOOD LAYUP by ROSE,BRADY(in the paint)",47 (+10),,37,,IWU 47-37 (-10),,"GOOD LAYUP by ROSE,BRADY(in the paint)",2
13:32,,,,,"MISS 3PTR by BLANZ,BUCK",,,"MISS 3PTR by BLANZ,BUCK",2
--,"REBOUND DEF by BURDINE,TYLER",,,,,,,"REBOUND DEF by BURDINE,TYLER",2
13:10,"GOOD 3PTR by BEASLEY,JAYLEN",50 (+13),,37,,IWU 50-37 (-13),,"GOOD 3PTR by BEASLEY,JAYLEN",2
--,"ASSIST  by ROSE,BRADY",,,,,,,"ASSIST  by ROSE,BRADY",2
12:47,"FOUL  by BEASLEY,JAYLEN",,,,,,,"FOUL  by BEASLEY,JAYLEN",2
12:47,"SUB IN by BAKER,DANNY",,,,,,,"SUB IN by BAKER,DANNY",2
12:47,"SUB IN by GREGOIRE,JASON",,,,,,,"SUB IN by GREGOIRE,JASON",2
12:47,"SUB IN by CURRY,MILES",,,,,,,"SUB IN by CURRY,MILES",2
12:47,"SUB OUT by BURDINE,TYLER",,,,,,,"SUB OUT by BURDINE,TYLER",2
12:47,"SUB OUT by ROSE,BRADY",,,,,,,"SUB OUT by ROSE,BRADY",2
12:47,"SUB OUT by BEASLEY,JAYLEN",,,,,,,"SUB OUT by BEASLEY,JAYLEN",2
12:47,,,,,"SUB IN by MEADS,TYSIN",,,"SUB IN by MEADS,TYSIN",2
12:47,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
12:47,,,,,"SUB IN by SULLIVAN,MICHAEL",,,"SUB IN by SULLIVAN,MICHAEL",2
12:47,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
12:47,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
12:47,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
12:33,,,,,"TURNOVER  by MEADS,TYSIN",,,"TURNOVER  by MEADS,TYSIN",2
12:24,"MISS JUMPER by CURRY,MILES",,,,,,,"MISS JUMPER by CURRY,MILES",2
12:24,,,,,"BLOCK  by MEADS,TYSIN",,,"BLOCK  by MEADS,TYSIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:21,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
12:21,,,,,"SUB OUT by COLEMAN,DANIEL",,,"SUB OUT by COLEMAN,DANIEL",2
11:58,,50 (+11),,39,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",MILMB 50-39 (-11),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",2
--,,,,,"ASSIST  by MEADS,TYSIN",,,"ASSIST  by MEADS,TYSIN",2
11:41,"TURNOVER  by BAKER,DANNY",,,,,,,"TURNOVER  by BAKER,DANNY",2
11:40,,,,,"STEAL  by MEADS,TYSIN",,,"STEAL  by MEADS,TYSIN",2
11:31,,50 (+9),,41,"GOOD JUMPER by SULLIVAN,MICHAEL",MILMB 50-41 (-9),,"GOOD JUMPER by SULLIVAN,MICHAEL",2
10:59,"GOOD JUMPER by WOLFE,GRANT(in the paint)",52 (+11),,41,,IWU 52-41 (-11),,"GOOD JUMPER by WOLFE,GRANT(in the paint)",2
10:43,"FOUL  by WOLFE,GRANT",,,,,,,"FOUL  by WOLFE,GRANT",2
10:43,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
10:43,,,,,"MISS FT by MILLER,JOSHUA",,,"MISS FT by MILLER,JOSHUA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:43,,52 (+10),,42,"GOOD FT by MILLER,JOSHUA",MILMB 52-42 (-10),,"GOOD FT by MILLER,JOSHUA",2
10:43,"SUB IN by GREGOIRE,JASON",,,,,,,"SUB IN by GREGOIRE,JASON",2
10:43,"SUB IN by WOLFE,GRANT",,,,,,,"SUB IN by WOLFE,GRANT",2
10:43,"SUB IN by COLEMAN,NICK",,,,,,,"SUB IN by COLEMAN,NICK",2
10:43,"SUB OUT by WOLFE,GRANT",,,,,,,"SUB OUT by WOLFE,GRANT",2
10:43,"SUB OUT by WOLFE,GRANT",,,,,,,"SUB OUT by WOLFE,GRANT",2
10:43,"SUB OUT by GREGOIRE,JASON",,,,,,,"SUB OUT by GREGOIRE,JASON",2
10:35,"FOUL  by BAKER,DANNY",,,,,,,"FOUL  by BAKER,DANNY",2
10:35,"SUB IN by ROSE,BRADY",,,,,,,"SUB IN by ROSE,BRADY",2
10:35,"SUB IN by BONNETT,COLIN",,,,,,,"SUB IN by BONNETT,COLIN",2
10:35,"SUB OUT by GREGOIRE,JASON",,,,,,,"SUB OUT by GREGOIRE,JASON",2
10:35,"SUB OUT by KNOBLOCH,ZACH",,,,,,,"SUB OUT by KNOBLOCH,ZACH",2
10:16,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,"REBOUND DEF by COLEMAN,NICK",,,,,,,"REBOUND DEF by COLEMAN,NICK",2
10:08,,,,,"FOUL  by MEADS,TYSIN",,,"FOUL  by MEADS,TYSIN",2
10:08,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
10:08,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
10:06,"MISS JUMPER by GREGOIRE,JASON",,,,,,,"MISS JUMPER by GREGOIRE,JASON",2
--,,,,,"REBOUND DEF by MEADS,TYSIN",,,"REBOUND DEF by MEADS,TYSIN",2
09:56,"FOUL  by CURRY,MILES",,,,,,,"FOUL  by CURRY,MILES",2
09:56,,52 (+9),,43,"GOOD FT by BECKER,SAXTON",MILMB 52-43 (-9),,"GOOD FT by BECKER,SAXTON",2
09:56,,52 (+8),,44,"GOOD FT by BECKER,SAXTON",MILMB 52-44 (-8),,"GOOD FT by BECKER,SAXTON",2
09:43,"TURNOVER  by CURRY,MILES",,,,,,,"TURNOVER  by CURRY,MILES",2
09:43,"FOUL  by CURRY,MILES",,,,,,,"FOUL  by CURRY,MILES",2
09:43,"SUB IN by O'NEILL,ALEX",,,,,,,"SUB IN by O'NEILL,ALEX",2
09:43,"SUB IN by BEASLEY,JAYLEN",,,,,,,"SUB IN by BEASLEY,JAYLEN",2
09:43,"SUB OUT by BAKER,DANNY",,,,,,,"SUB OUT by BAKER,DANNY",2
09:43,"SUB OUT by CURRY,MILES",,,,,,,"SUB OUT by CURRY,MILES",2
09:29,,52 (+6),,46,"GOOD JUMPER by BECKER,SAXTON(in the paint)",MILMB 52-46 (-6),,"GOOD JUMPER by BECKER,SAXTON(in the paint)",2
09:11,"MISS JUMPER by ROSE,BRADY",,,,,,,"MISS JUMPER by ROSE,BRADY",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
09:02,,52 (+3),,49,"GOOD 3PTR by BECKER,SAXTON",MILMB 52-49 (-3),,"GOOD 3PTR by BECKER,SAXTON",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
08:46,,,,,"FOUL  by BURNETT,DREW",,,"FOUL  by BURNETT,DREW",2
08:46,"SUB IN by GREGOIRE,JASON",,,,,,,"SUB IN by GREGOIRE,JASON",2
08:46,"SUB OUT by COLEMAN,NICK",,,,,,,"SUB OUT by COLEMAN,NICK",2
08:46,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
08:46,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
08:36,"GOOD LAYUP by ROSE,BRADY(in the paint)",54 (+5),,49,,IWU 54-49 (-5),,"GOOD LAYUP by ROSE,BRADY(in the paint)",2
08:36,,,,,"FOUL  by MEADS,TYSIN",,,"FOUL  by MEADS,TYSIN",2
08:36,"GOOD FT by ROSE,BRADY",55 (+6),,49,,IWU 55-49 (-6),,"GOOD FT by ROSE,BRADY",2
08:16,,,,,"MISS 3PTR by MEADS,TYSIN",,,"MISS 3PTR by MEADS,TYSIN",2
--,"REBOUND DEF by BEASLEY,JAYLEN",,,,,,,"REBOUND DEF by BEASLEY,JAYLEN",2
08:08,"GOOD JUMPER by ROSE,BRADY",57 (+8),,49,,IWU 57-49 (-8),,"GOOD JUMPER by ROSE,BRADY",2
07:48,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
07:48,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:48,"SUB IN by KNOBLOCH,ZACH",,,,,,,"SUB IN by KNOBLOCH,ZACH",2
07:48,"SUB OUT by BONNETT,COLIN",,,,,,,"SUB OUT by BONNETT,COLIN",2
07:48,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
07:48,,,,,"SUB OUT by MEADS,TYSIN",,,"SUB OUT by MEADS,TYSIN",2
07:34,"GOOD 3PTR by ROSE,BRADY",60 (+11),,49,,IWU 60-49 (-11),,"GOOD 3PTR by ROSE,BRADY",2
--,"ASSIST  by KNOBLOCH,ZACH",,,,,,,"ASSIST  by KNOBLOCH,ZACH",2
07:06,,,,,"MISS JUMPER by KOHNKE,SAM",,,"MISS JUMPER by KOHNKE,SAM",2
07:06,"BLOCK  by GREGOIRE,JASON",,,,,,,"BLOCK  by GREGOIRE,JASON",2
--,"REBOUND DEF by BEASLEY,JAYLEN",,,,,,,"REBOUND DEF by BEASLEY,JAYLEN",2
06:56,"GOOD LAYUP by O'NEILL,ALEX(in the paint)",62 (+13),,49,,IWU 62-49 (-13),,"GOOD LAYUP by O'NEILL,ALEX(in the paint)",2
--,"ASSIST  by GREGOIRE,JASON",,,,,,,"ASSIST  by GREGOIRE,JASON",2
06:55,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
06:55,"GOOD FT by O'NEILL,ALEX",63 (+14),,49,,IWU 63-49 (-14),,"GOOD FT by O'NEILL,ALEX",2
06:55,,,,,"SUB IN by SULLIVAN,MICHAEL",,,"SUB IN by SULLIVAN,MICHAEL",2
06:55,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
06:39,,,,,"MISS JUMPER by MILLER,JOSHUA",,,"MISS JUMPER by MILLER,JOSHUA",2
--,"REBOUND DEF by BEASLEY,JAYLEN",,,,,,,"REBOUND DEF by BEASLEY,JAYLEN",2
06:25,"GOOD DUNK by O'NEILL,ALEX(in the paint)",65 (+16),,49,,IWU 65-49 (-16),,"GOOD DUNK by O'NEILL,ALEX(in the paint)",2
--,"ASSIST  by BEASLEY,JAYLEN",,,,,,,"ASSIST  by BEASLEY,JAYLEN",2
06:17,,,,,"MISS 3PTR by BLANZ,BUCK",,,"MISS 3PTR by BLANZ,BUCK",2
--,,,,,"REBOUND OFF by SULLIVAN,MICHAEL",,,"REBOUND OFF by SULLIVAN,MICHAEL",2
06:12,,,,,"TURNOVER  by BLANZ,BUCK",,,"TURNOVER  by BLANZ,BUCK",2
06:12,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
06:12,,,,,"SUB IN by MEADS,TYSIN",,,"SUB IN by MEADS,TYSIN",2
06:12,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
06:12,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
05:42,"MISS 3PTR by ROSE,BRADY",,,,,,,"MISS 3PTR by ROSE,BRADY",2
--,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",,,"REBOUND DEF by SULLIVAN,MICHAEL",2
05:23,,65 (+14),,51,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",MILMB 65-51 (-14),,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
05:09,"MISS JUMPER by O'NEILL,ALEX",,,,,,,"MISS JUMPER by O'NEILL,ALEX",2
--,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",,,"REBOUND DEF by SULLIVAN,MICHAEL",2
05:04,"FOUL  by GREGOIRE,JASON",,,,,,,"FOUL  by GREGOIRE,JASON",2
05:04,"SUB IN by BAKER,DANNY",,,,,,,"SUB IN by BAKER,DANNY",2
05:04,"SUB IN by WOLFE,GRANT",,,,,,,"SUB IN by WOLFE,GRANT",2
05:04,"SUB IN by BONNETT,COLIN",,,,,,,"SUB IN by BONNETT,COLIN",2
05:04,"SUB OUT by O'NEILL,ALEX",,,,,,,"SUB OUT by O'NEILL,ALEX",2
05:04,"SUB OUT by ROSE,BRADY",,,,,,,"SUB OUT by ROSE,BRADY",2
05:04,"SUB OUT by GREGOIRE,JASON",,,,,,,"SUB OUT by GREGOIRE,JASON",2
04:50,,,,,"MISS JUMPER by BURNETT,DREW",,,"MISS JUMPER by BURNETT,DREW",2
--,"REBOUND DEF by BEASLEY,JAYLEN",,,,,,,"REBOUND DEF by BEASLEY,JAYLEN",2
04:41,"GOOD 3PTR by BEASLEY,JAYLEN",68 (+17),,51,,IWU 68-51 (-17),,"GOOD 3PTR by BEASLEY,JAYLEN",2
04:25,"FOUL  by BAKER,DANNY",,,,,,,"FOUL  by BAKER,DANNY",2
04:25,,68 (+16),,52,"GOOD FT by MEADS,TYSIN",MILMB 68-52 (-16),,"GOOD FT by MEADS,TYSIN",2
04:25,,,,,"MISS FT by MEADS,TYSIN",,,"MISS FT by MEADS,TYSIN",2
--,"REBOUND DEF by KNOBLOCH,ZACH",,,,,,,"REBOUND DEF by KNOBLOCH,ZACH",2
04:25,,,,,"SUB IN by GONZALES,THADDEUS",,,"SUB IN by GONZALES,THADDEUS",2
04:25,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
04:25,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
04:25,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
04:11,,,,,"FOUL  by GONZALES,THADDEUS",,,"FOUL  by GONZALES,THADDEUS",2
04:11,"GOOD FT by KNOBLOCH,ZACH",69 (+17),,52,,IWU 69-52 (-17),,"GOOD FT by KNOBLOCH,ZACH",2
04:11,"MISS FT by KNOBLOCH,ZACH",,,,,,,"MISS FT by KNOBLOCH,ZACH",2
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",2
04:11,"SUB IN by CURRY,MILES",,,,,,,"SUB IN by CURRY,MILES",2
04:11,"SUB OUT by BEASLEY,JAYLEN",,,,,,,"SUB OUT by BEASLEY,JAYLEN",2
04:11,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
04:11,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
04:01,,,,,"MISS JUMPER by BECKER,SAXTON",,,"MISS JUMPER by BECKER,SAXTON",2
--,"REBOUND DEF by CURRY,MILES",,,,,,,"REBOUND DEF by CURRY,MILES",2
03:58,,,,,"FOUL  by BURNETT,DREW",,,"FOUL  by BURNETT,DREW",2
03:58,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:58,"GOOD FT by CURRY,MILES",70 (+18),,52,,IWU 70-52 (-18),,"GOOD FT by CURRY,MILES",2
03:58,"GOOD FT by CURRY,MILES",71 (+19),,52,,IWU 71-52 (-19),,"GOOD FT by CURRY,MILES",2
03:58,"SUB IN by ROSE,BRADY",,,,,,,"SUB IN by ROSE,BRADY",2
03:58,"SUB OUT by KNOBLOCH,ZACH",,,,,,,"SUB OUT by KNOBLOCH,ZACH",2
03:47,,71 (+17),,54,"GOOD LAYUP by MEADS,TYSIN(in the paint)",MILMB 71-54 (-17),,"GOOD LAYUP by MEADS,TYSIN(in the paint)",2
03:30,"GOOD JUMPER by BONNETT,COLIN",73 (+19),,54,,IWU 73-54 (-19),,"GOOD JUMPER by BONNETT,COLIN",2
03:07,,,,,"MISS JUMPER by BECKER,SAXTON",,,"MISS JUMPER by BECKER,SAXTON",2
--,"REBOUND DEF by BONNETT,COLIN",,,,,,,"REBOUND DEF by BONNETT,COLIN",2
02:58,"MISS 3PTR by ROSE,BRADY",,,,,,,"MISS 3PTR by ROSE,BRADY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:55,"FOUL  by CURRY,MILES",,,,,,,"FOUL  by CURRY,MILES",2
02:55,,,,,"MISS FT by BECKER,SAXTON",,,"MISS FT by BECKER,SAXTON",2
--,"REBOUND DEF by CURRY,MILES",,,,,,,"REBOUND DEF by CURRY,MILES",2
02:55,"SUB IN by GREGOIRE,JASON",,,,,,,"SUB IN by GREGOIRE,JASON",2
02:55,"SUB OUT by BONNETT,COLIN",,,,,,,"SUB OUT by BONNETT,COLIN",2
02:55,,,,,"SUB IN by II,DERRICK BURT",,,"SUB IN by II,DERRICK BURT",2
02:55,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
02:55,,,,,"SUB OUT by MEADS,TYSIN",,,"SUB OUT by MEADS,TYSIN",2
02:55,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
02:44,,,,,"FOUL  by JR,RONALD WILLIAMS",,,"FOUL  by JR,RONALD WILLIAMS",2
02:44,"GOOD FT by CURRY,MILES",74 (+20),,54,,IWU 74-54 (-20),,"GOOD FT by CURRY,MILES",2
02:44,"GOOD FT by CURRY,MILES",75 (+21),,54,,IWU 75-54 (-21),,"GOOD FT by CURRY,MILES",2
02:44,,,,,"SUB IN by JR,RONALD WILLIAMS",,,"SUB IN by JR,RONALD WILLIAMS",2
02:44,,,,,"SUB IN by LEONCE,JOSH",,,"SUB IN by LEONCE,JOSH",2
02:44,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
02:44,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
02:24,,75 (+19),,56,"GOOD JUMPER by II,DERRICK BURT(in the paint)",MILMB 75-56 (-19),,"GOOD JUMPER by II,DERRICK BURT(in the paint)",2
02:13,,,,,"FOUL  by LEONCE,JOSH",,,"FOUL  by LEONCE,JOSH",2
02:13,"MISS FT by CURRY,MILES",,,,,,,"MISS FT by CURRY,MILES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:13,"GOOD FT by CURRY,MILES",76 (+20),,56,,IWU 76-56 (-20),,"GOOD FT by CURRY,MILES",2
02:13,"SUB IN by STREETY,DERRICK",,,,,,,"SUB IN by STREETY,DERRICK",2
02:13,"SUB OUT by BAKER,DANNY",,,,,,,"SUB OUT by BAKER,DANNY",2
02:13,,,,,"SUB IN by WINTERS,KYLE",,,"SUB IN by WINTERS,KYLE",2
02:13,,,,,"SUB OUT by GONZALES,THADDEUS",,,"SUB OUT by GONZALES,THADDEUS",2
02:10,"SUB IN by BURDINE,TYLER",,,,,,,"SUB IN by BURDINE,TYLER",2
02:10,"SUB OUT by WOLFE,GRANT",,,,,,,"SUB OUT by WOLFE,GRANT",2
01:57,,,,,"MISS 3PTR by COLEMAN,DANIEL",,,"MISS 3PTR by COLEMAN,DANIEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:55,"FOUL  by BURDINE,TYLER",,,,,,,"FOUL  by BURDINE,TYLER",2
01:55,,76 (+19),,57,"GOOD FT by JR,RONALD WILLIAMS",MILMB 76-57 (-19),,"GOOD FT by JR,RONALD WILLIAMS",2
01:55,,,,,"MISS FT by JR,RONALD WILLIAMS",,,"MISS FT by JR,RONALD WILLIAMS",2
--,"REBOUND DEF by KNOBLOCH,ZACH",,,,,,,"REBOUND DEF by KNOBLOCH,ZACH",2
01:55,"SUB IN by KNOBLOCH,ZACH",,,,,,,"SUB IN by KNOBLOCH,ZACH",2
01:55,"SUB OUT by ROSE,BRADY",,,,,,,"SUB OUT by ROSE,BRADY",2
01:38,"MISS 3PTR by KNOBLOCH,ZACH",,,,,,,"MISS 3PTR by KNOBLOCH,ZACH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:34,"FOUL  by GREGOIRE,JASON",,,,,,,"FOUL  by GREGOIRE,JASON",2
01:34,,76 (+18),,58,"GOOD FT by JR,RONALD WILLIAMS",MILMB 76-58 (-18),,"GOOD FT by JR,RONALD WILLIAMS",2
01:34,,76 (+17),,59,"GOOD FT by JR,RONALD WILLIAMS",MILMB 76-59 (-17),,"GOOD FT by JR,RONALD WILLIAMS",2
01:09,"GOOD 3PTR by KNOBLOCH,ZACH",79 (+20),,59,,IWU 79-59 (-20),,"GOOD 3PTR by KNOBLOCH,ZACH",2
--,"ASSIST  by GREGOIRE,JASON",,,,,,,"ASSIST  by GREGOIRE,JASON",2
00:47,,,,,"MISS JUMPER by LEONCE,JOSH",,,"MISS JUMPER by LEONCE,JOSH",2
--,"REBOUND DEF by CURRY,MILES",,,,,,,"REBOUND DEF by CURRY,MILES",2
00:08,,,,,"FOUL  by JR,RONALD WILLIAMS",,,"FOUL  by JR,RONALD WILLIAMS",2
00:08,"GOOD FT by CURRY,MILES",80 (+21),,59,,IWU 80-59 (-21),,"GOOD FT by CURRY,MILES",2
00:08,"MISS FT by CURRY,MILES",,,,,,,"MISS FT by CURRY,MILES",2
--,,,,,"REBOUND DEF by LEONCE,JOSH",,,"REBOUND DEF by LEONCE,JOSH",2
00:03,,,,,"TURNOVER  by COLEMAN,DANIEL",,,"TURNOVER  by COLEMAN,DANIEL",2
00:01,"STEAL  by KNOBLOCH,ZACH",,,,,,,"STEAL  by KNOBLOCH,ZACH",2
