Time Remaining,MILMB,Away Team Score,Play Team Indicator,Home Team Score,ACM,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by MERCADEL,JUSTICE",,,"ASSIST  by MERCADEL,JUSTICE",2
02:33,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
02:23,"MISS LAYUP by TURNER,JAMES",,,,,,,"MISS LAYUP by TURNER,JAMES",2
--,"REBOUND OFF by MILLER,JOSHUA",,,,,,,"REBOUND OFF by MILLER,JOSHUA",2
02:07,"MISS JUMPER by SULLIVAN,MICHAEL",,,,,,,"MISS JUMPER by SULLIVAN,MICHAEL",2
--,"REBOUND OFF by BLANZ,BUCK",,,,,,,"REBOUND OFF by BLANZ,BUCK",2
02:03,,,,,"FOUL  by GARRETT,JOSH",,,"FOUL  by GARRETT,JOSH",2
02:03,"MISS FT by BLANZ,BUCK",,,,,,,"MISS FT by BLANZ,BUCK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:03,"GOOD FT by BLANZ,BUCK",74 (+1),,73,,MILMB 74-73 (+1),,"GOOD FT by BLANZ,BUCK",2
01:47,,,,,"TURNOVER  by HARDWICK,JOSH",,,"TURNOVER  by HARDWICK,JOSH",2
01:32,"MISS 3PTR by GRANT,SHE'CHEM",,,,,,,"MISS 3PTR by GRANT,SHE'CHEM",2
--,"REBOUND OFF by TURNER,JAMES",,,,,,,"REBOUND OFF by TURNER,JAMES",2
01:14,"GOOD JUMPER by SULLIVAN,MICHAEL",76 (+3),,73,,MILMB 76-73 (+3),,"GOOD JUMPER by SULLIVAN,MICHAEL",2
00:53,,,,,"TURNOVER  by MERCADEL,JUSTICE",,,"TURNOVER  by MERCADEL,JUSTICE",2
00:52,"STEAL  by TURNER,JAMES",,,,,,,"STEAL  by TURNER,JAMES",2
00:42,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:42,,,,,"SUB IN by HOGAN,KAM",,,"SUB IN by HOGAN,KAM",2
00:42,,,,,"SUB OUT by MERCADEL,JUSTICE",,,"SUB OUT by MERCADEL,JUSTICE",2
00:27,,,,,"FOUL  by QUINN,JOSH",,,"FOUL  by QUINN,JOSH",2
00:25,,,,,"FOUL  by HOLLAND,MICHAEL",,,"FOUL  by HOLLAND,MICHAEL",2
00:24,,,,,"FOUL  by HOGAN,KAM",,,"FOUL  by HOGAN,KAM",2
00:24,"GOOD FT by GRANT,SHE'CHEM",77 (+4),,73,,MILMB 77-73 (+4),,"GOOD FT by GRANT,SHE'CHEM",2
00:24,"GOOD FT by GRANT,SHE'CHEM",78 (+5),,73,,MILMB 78-73 (+5),,"GOOD FT by GRANT,SHE'CHEM",2
00:18,,78 (+3),,75,"GOOD JUMPER by HOGAN,KAM",ACM 78-75 (+3),,"GOOD JUMPER by HOGAN,KAM",2
00:18,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:16,,,,,"FOUL  by HARDWICK,JOSH",,,"FOUL  by HARDWICK,JOSH",2
00:16,"GOOD FT by GRANT,SHE'CHEM",79 (+4),,75,,MILMB 79-75 (+4),,"GOOD FT by GRANT,SHE'CHEM",2
00:16,"GOOD FT by GRANT,SHE'CHEM",80 (+5),,75,,MILMB 80-75 (+5),,"GOOD FT by GRANT,SHE'CHEM",2
00:13,,80 (+2),,78,"GOOD 3PTR by QUINN,JOSH",ACM 80-78 (+2),,"GOOD 3PTR by QUINN,JOSH",2
--,,,,,"ASSIST  by HOGAN,KAM",,,"ASSIST  by HOGAN,KAM",2
00:10,,,,,"FOUL  by HOLLAND,MICHAEL",,,"FOUL  by HOLLAND,MICHAEL",2
00:10,"GOOD FT by MILLER,JOSHUA",81 (+3),,78,,MILMB 81-78 (+3),,"GOOD FT by MILLER,JOSHUA",2
00:10,"MISS FT by MILLER,JOSHUA",,,,,,,"MISS FT by MILLER,JOSHUA",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
00:01,,,,,"MISS 3PTR by HOLLAND,MICHAEL",,,"MISS 3PTR by HOLLAND,MICHAEL",2
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",2
