Time Remaining,MILMB,Away Team Score,Play Team Indicator,Home Team Score,ACM,Game Score,Team Indicator,Play,Period
02:21,"FOUL  by JR,RONALD WILLIAMS",,,,,,,"FOUL  by JR,RONALD WILLIAMS",1
02:21,"TURNOVER  by JR,RONALD WILLIAMS",,,,,,,"TURNOVER  by JR,RONALD WILLIAMS",1
02:21,"SUB IN by CARVELLI,CAMERON",,,,,,,"SUB IN by CARVELLI,CAMERON",1
02:21,"SUB IN by MEADS,TYSIN",,,,,,,"SUB IN by MEADS,TYSIN",1
02:21,"SUB OUT by JR,RONALD WILLIAMS",,,,,,,"SUB OUT by JR,RONALD WILLIAMS",1
02:21,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",1
02:21,,,,,"SUB IN by QUINN,JOSH",,,"SUB IN by QUINN,JOSH",1
02:21,,,,,"SUB OUT by MCCLURE,LOGAN",,,"SUB OUT by MCCLURE,LOGAN",1
02:14,,,,,"MISS JUMPER by HOGAN,KAM",,,"MISS JUMPER by HOGAN,KAM",1
--,"REBOUND DEF by MEADS,TYSIN",,,,,,,"REBOUND DEF by MEADS,TYSIN",1
02:06,"GOOD 3PTR by KOHNKE,SAM",27,,28 (+1),,MILMB 27-28 (-1),,"GOOD 3PTR by KOHNKE,SAM",1
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",1
02:00,,,,,"FOUL  by QUINN,JOSH",,,"FOUL  by QUINN,JOSH",1
01:49,,27,,31 (+4),"GOOD 3PTR by QUINN,JOSH",ACM 27-31 (-4),,"GOOD 3PTR by QUINN,JOSH",1
--,,,,,"ASSIST  by HOGAN,KAM",,,"ASSIST  by HOGAN,KAM",1
01:24,"GOOD LAYUP by BLANZ,BUCK(in the paint)",29,,31 (+2),,MILMB 29-31 (-2),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",1
--,"ASSIST  by CARVELLI,CAMERON",,,,,,,"ASSIST  by CARVELLI,CAMERON",1
01:10,,,,,"FOUL  by RICKMAN,MASON",,,"FOUL  by RICKMAN,MASON",1
01:10,,,,,"TURNOVER  by QUINN,JOSH",,,"TURNOVER  by QUINN,JOSH",1
01:10,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",1
01:10,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",1
01:10,,,,,"SUB IN by HARDWICK,JOSH",,,"SUB IN by HARDWICK,JOSH",1
01:10,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",1
00:46,"GOOD LAYUP by MEADS,TYSIN(in the paint)",31,,31,,MILMB 31-31 (0),,"GOOD LAYUP by MEADS,TYSIN(in the paint)",1
--,"ASSIST  by TURNER,JAMES",,,,,,,"ASSIST  by TURNER,JAMES",1
00:35,,,,,"MISS 3PTR by QUINN,JOSH",,,"MISS 3PTR by QUINN,JOSH",1
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",1
00:08,"FOUL  by CARVELLI,CAMERON",,,,,,,"FOUL  by CARVELLI,CAMERON",1
00:08,"TURNOVER  by CARVELLI,CAMERON",,,,,,,"TURNOVER  by CARVELLI,CAMERON",1
00:08,"SUB IN by II,DERRICK BURT",,,,,,,"SUB IN by II,DERRICK BURT",1
00:08,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",1
00:01,,,,,"MISS JUMPER by GARRETT,JOSH",,,"MISS JUMPER by GARRETT,JOSH",1
00:01,"BLOCK  by MEADS,TYSIN",,,,,,,"BLOCK  by MEADS,TYSIN",1
--,"REBOUND DEF by KOHNKE,SAM",,,,,,,"REBOUND DEF by KOHNKE,SAM",1
19:52,"GOOD LAYUP by TURNER,JAMES(in the paint)",33 (+2),,31,,MILMB 33-31 (+2),,"GOOD LAYUP by TURNER,JAMES(in the paint)",2
19:25,,33,,33,"GOOD LAYUP by HOGAN,KAM(in the paint)",ACM 33-33 (0),,"GOOD LAYUP by HOGAN,KAM(in the paint)",2
18:58,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",2
18:41,,33,,35 (+2),"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",ACM 33-35 (-2),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by MERCADEL,JUSTICE",,,"ASSIST  by MERCADEL,JUSTICE",2
18:27,"GOOD LAYUP by KOHNKE,SAM(in the paint)",35,,35,,MILMB 35-35 (0),,"GOOD LAYUP by KOHNKE,SAM(in the paint)",2
--,"ASSIST  by BLANZ,BUCK",,,,,,,"ASSIST  by BLANZ,BUCK",2
18:02,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
18:02,,35,,36 (+1),"GOOD FT by HOGAN,KAM",ACM 35-36 (-1),,"GOOD FT by HOGAN,KAM",2
18:02,,35,,37 (+2),"GOOD FT by HOGAN,KAM",ACM 35-37 (-2),,"GOOD FT by HOGAN,KAM",2
17:59,"TURNOVER  by SULLIVAN,MICHAEL",,,,,,,"TURNOVER  by SULLIVAN,MICHAEL",2
17:58,,,,,"STEAL  by HOGAN,KAM",,,"STEAL  by HOGAN,KAM",2
17:57,,35,,39 (+4),"GOOD JUMPER by HOGAN,KAM(in the paint)",ACM 35-39 (-4),,"GOOD JUMPER by HOGAN,KAM(in the paint)",2
17:42,"GOOD LAYUP by BLANZ,BUCK(in the paint)",37,,39 (+2),,MILMB 37-39 (-2),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
17:32,,,,,"MISS 3PTR by HOLLAND,MICHAEL",,,"MISS 3PTR by HOLLAND,MICHAEL",2
--,"REBOUND DEF by MILLER,JOSHUA",,,,,,,"REBOUND DEF by MILLER,JOSHUA",2
17:14,"GOOD LAYUP by MILLER,JOSHUA(fastbreak)(in the paint)",39,,39,,MILMB 39-39 (0),,"GOOD LAYUP by MILLER,JOSHUA(fastbreak)(in the paint)",2
17:10,,,,,"MISS LAYUP by MERCADEL,JUSTICE",,,"MISS LAYUP by MERCADEL,JUSTICE",2
--,"REBOUND DEF by MILLER,JOSHUA",,,,,,,"REBOUND DEF by MILLER,JOSHUA",2
17:07,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,"REBOUND OFF by KOHNKE,SAM",,,,,,,"REBOUND OFF by KOHNKE,SAM",2
17:01,"GOOD LAYUP by TURNER,JAMES(in the paint)",41 (+2),,39,,MILMB 41-39 (+2),,"GOOD LAYUP by TURNER,JAMES(in the paint)",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
16:44,,,,,"FOUL  by MERCADEL,JUSTICE",,,"FOUL  by MERCADEL,JUSTICE",2
16:44,,,,,"TURNOVER  by MERCADEL,JUSTICE",,,"TURNOVER  by MERCADEL,JUSTICE",2
16:44,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",2
16:44,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
16:44,,,,,"SUB IN by HILL,KAMERON",,,"SUB IN by HILL,KAMERON",2
16:44,,,,,"SUB OUT by MERCADEL,JUSTICE",,,"SUB OUT by MERCADEL,JUSTICE",2
16:26,"GOOD 3PTR by GRANT,SHE'CHEM",44 (+5),,39,,MILMB 44-39 (+5),,"GOOD 3PTR by GRANT,SHE'CHEM",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
16:13,,,,,"MISS LAYUP by HOLLAND,MICHAEL",,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,,,,,"REBOUND OFF by HOLLAND,MICHAEL",,,"REBOUND OFF by HOLLAND,MICHAEL",2
16:07,,44 (+3),,41,"GOOD JUMPER by HOGAN,KAM",ACM 44-41 (+3),,"GOOD JUMPER by HOGAN,KAM",2
--,,,,,"ASSIST  by HILL,KAMERON",,,"ASSIST  by HILL,KAMERON",2
15:55,"GOOD 3PTR by GRANT,SHE'CHEM",47 (+6),,41,,MILMB 47-41 (+6),,"GOOD 3PTR by GRANT,SHE'CHEM",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
15:41,,,,,"TURNOVER  by GARRETT,JOSH",,,"TURNOVER  by GARRETT,JOSH",2
15:40,"STEAL  by BLANZ,BUCK",,,,,,,"STEAL  by BLANZ,BUCK",2
15:35,"MISS LAYUP by TURNER,JAMES",,,,,,,"MISS LAYUP by TURNER,JAMES",2
15:35,,,,,"BLOCK  by HILL,KAMERON",,,"BLOCK  by HILL,KAMERON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:35,"MISS JUMPER by SULLIVAN,MICHAEL",,,,,,,"MISS JUMPER by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by HOGAN,KAM",,,"REBOUND DEF by HOGAN,KAM",2
15:35,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
15:35,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
15:35,,,,,"SUB IN by NICKENS,ZACHARY",,,"SUB IN by NICKENS,ZACHARY",2
15:35,,,,,"SUB OUT by GARRETT,JOSH",,,"SUB OUT by GARRETT,JOSH",2
15:27,,,,,"MISS LAYUP by HOGAN,KAM",,,"MISS LAYUP by HOGAN,KAM",2
--,"REBOUND DEF by BECKER,SAXTON",,,,,,,"REBOUND DEF by BECKER,SAXTON",2
15:14,"GOOD 3PTR by GRANT,SHE'CHEM",50 (+9),,41,,MILMB 50-41 (+9),,"GOOD 3PTR by GRANT,SHE'CHEM",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
15:08,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
15:08,"SUB IN by MEADS,TYSIN",,,,,,,"SUB IN by MEADS,TYSIN",2
15:08,"SUB IN by CARVELLI,CAMERON",,,,,,,"SUB IN by CARVELLI,CAMERON",2
15:08,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
15:08,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
15:08,,,,,"SUB IN by HARDWICK,JOSH",,,"SUB IN by HARDWICK,JOSH",2
15:08,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",2
14:55,,50 (+6),,44,"GOOD 3PTR by QUINN,JOSH",ACM 50-44 (+6),,"GOOD 3PTR by QUINN,JOSH",2
--,,,,,"ASSIST  by NICKENS,ZACHARY",,,"ASSIST  by NICKENS,ZACHARY",2
14:35,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
14:23,,,,,"MISS 3PTR by QUINN,JOSH",,,"MISS 3PTR by QUINN,JOSH",2
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",2
14:09,"TURNOVER  by MEADS,TYSIN",,,,,,,"TURNOVER  by MEADS,TYSIN",2
14:09,"FOUL  by MEADS,TYSIN",,,,,,,"FOUL  by MEADS,TYSIN",2
13:58,"FOUL  by BECKER,SAXTON",,,,,,,"FOUL  by BECKER,SAXTON",2
13:58,,,,,"MISS FT by HOLLAND,MICHAEL",,,"MISS FT by HOLLAND,MICHAEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:58,,50 (+5),,45,"GOOD FT by HOLLAND,MICHAEL",ACM 50-45 (+5),,"GOOD FT by HOLLAND,MICHAEL",2
13:32,,,,,"FOUL  by HOLLAND,MICHAEL",,,"FOUL  by HOLLAND,MICHAEL",2
13:32,"MISS FT by MEADS,TYSIN",,,,,,,"MISS FT by MEADS,TYSIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:32,"GOOD FT by MEADS,TYSIN",51 (+6),,45,,MILMB 51-45 (+6),,"GOOD FT by MEADS,TYSIN",2
13:27,,,,,"TURNOVER  by HARDWICK,JOSH",,,"TURNOVER  by HARDWICK,JOSH",2
13:27,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
13:27,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
13:16,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
13:16,"TURNOVER  by TURNER,JAMES",,,,,,,"TURNOVER  by TURNER,JAMES",2
12:59,"FOUL  by CARVELLI,CAMERON",,,,,,,"FOUL  by CARVELLI,CAMERON",2
12:55,,51 (+4),,47,"GOOD LAYUP by HARDWICK,JOSH(in the paint)",ACM 51-47 (+4),,"GOOD LAYUP by HARDWICK,JOSH(in the paint)",2
12:42,"TURNOVER  by MEADS,TYSIN",,,,,,,"TURNOVER  by MEADS,TYSIN",2
12:41,,,,,"STEAL  by HOLLAND,MICHAEL",,,"STEAL  by HOLLAND,MICHAEL",2
12:37,,51 (+2),,49,"GOOD LAYUP by HOLLAND,MICHAEL(fastbreak)(in the paint)",ACM 51-49 (+2),,"GOOD LAYUP by HOLLAND,MICHAEL(fastbreak)(in the paint)",2
12:36,"SUB IN by JR,RONALD WILLIAMS",,,,,,,"SUB IN by JR,RONALD WILLIAMS",2
12:36,"SUB OUT by MEADS,TYSIN",,,,,,,"SUB OUT by MEADS,TYSIN",2
12:27,"MISS LAYUP by GRANT,SHE'CHEM",,,,,,,"MISS LAYUP by GRANT,SHE'CHEM",2
--,"REBOUND OFF by JR,RONALD WILLIAMS",,,,,,,"REBOUND OFF by JR,RONALD WILLIAMS",2
12:24,,,,,"FOUL  by HARDWICK,JOSH",,,"FOUL  by HARDWICK,JOSH",2
12:23,"GOOD LAYUP by TURNER,JAMES(in the paint)",53 (+4),,49,,MILMB 53-49 (+4),,"GOOD LAYUP by TURNER,JAMES(in the paint)",2
--,"ASSIST  by CARVELLI,CAMERON",,,,,,,"ASSIST  by CARVELLI,CAMERON",2
12:02,,53 (+1),,52,"GOOD 3PTR by HILL,KAMERON",ACM 53-52 (+1),,"GOOD 3PTR by HILL,KAMERON",2
--,,,,,"ASSIST  by HOLLAND,MICHAEL",,,"ASSIST  by HOLLAND,MICHAEL",2
11:49,"GOOD JUMPER by CARVELLI,CAMERON",55 (+3),,52,,MILMB 55-52 (+3),,"GOOD JUMPER by CARVELLI,CAMERON",2
11:26,,,,,"MISS LAYUP by HOLLAND,MICHAEL",,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,"REBOUND DEF by JR,RONALD WILLIAMS",,,,,,,"REBOUND DEF by JR,RONALD WILLIAMS",2
11:14,"TURNOVER  by CARVELLI,CAMERON",,,,,,,"TURNOVER  by CARVELLI,CAMERON",2
11:11,,,,,"STEAL  by NICKENS,ZACHARY",,,"STEAL  by NICKENS,ZACHARY",2
11:09,,,,,"MISS 3PTR by HARDWICK,JOSH",,,"MISS 3PTR by HARDWICK,JOSH",2
--,"REBOUND DEF by BECKER,SAXTON",,,,,,,"REBOUND DEF by BECKER,SAXTON",2
10:59,"MISS 3PTR by TURNER,JAMES",,,,,,,"MISS 3PTR by TURNER,JAMES",2
--,,,,,"REBOUND DEF by QUINN,JOSH",,,"REBOUND DEF by QUINN,JOSH",2
10:50,,,,,"MISS 3PTR by HARDWICK,JOSH",,,"MISS 3PTR by HARDWICK,JOSH",2
--,"REBOUND DEF by JR,RONALD WILLIAMS",,,,,,,"REBOUND DEF by JR,RONALD WILLIAMS",2
10:29,"GOOD 3PTR by GRANT,SHE'CHEM",58 (+6),,52,,MILMB 58-52 (+6),,"GOOD 3PTR by GRANT,SHE'CHEM",2
--,"ASSIST  by TURNER,JAMES",,,,,,,"ASSIST  by TURNER,JAMES",2
10:20,"FOUL  by CARVELLI,CAMERON",,,,,,,"FOUL  by CARVELLI,CAMERON",2
10:20,"FOUL TECH by CARVELLI,CAMERON",,,,,,,"FOUL TECH by CARVELLI,CAMERON",2
10:20,,58 (+5),,53,"GOOD FT by QUINN,JOSH",ACM 58-53 (+5),,"GOOD FT by QUINN,JOSH",2
10:20,,58 (+4),,54,"GOOD FT by QUINN,JOSH",ACM 58-54 (+4),,"GOOD FT by QUINN,JOSH",2
10:20,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
10:20,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
10:20,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
10:20,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
10:20,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",2
10:20,"SUB OUT by JR,RONALD WILLIAMS",,,,,,,"SUB OUT by JR,RONALD WILLIAMS",2
10:20,"SUB OUT by CARVELLI,CAMERON",,,,,,,"SUB OUT by CARVELLI,CAMERON",2
10:20,"SUB OUT by GRANT,SHE'CHEM",,,,,,,"SUB OUT by GRANT,SHE'CHEM",2
10:20,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
10:20,,,,,"SUB IN by RICKMAN,MASON",,,"SUB IN by RICKMAN,MASON",2
10:20,,,,,"SUB IN by HOGAN,KAM",,,"SUB IN by HOGAN,KAM",2
10:20,,,,,"SUB IN by GARRETT,JOSH",,,"SUB IN by GARRETT,JOSH",2
10:20,,,,,"SUB OUT by HILL,KAMERON",,,"SUB OUT by HILL,KAMERON",2
10:20,,,,,"SUB OUT by HOLLAND,MICHAEL",,,"SUB OUT by HOLLAND,MICHAEL",2
10:20,,,,,"SUB OUT by NICKENS,ZACHARY",,,"SUB OUT by NICKENS,ZACHARY",2
09:57,,,,,"MISS 3PTR by GARRETT,JOSH",,,"MISS 3PTR by GARRETT,JOSH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:57,,,,,"SUB IN by HOLLAND,MICHAEL",,,"SUB IN by HOLLAND,MICHAEL",2
09:57,,,,,"SUB OUT by RICKMAN,MASON",,,"SUB OUT by RICKMAN,MASON",2
09:42,"GOOD LAYUP by BLANZ,BUCK(in the paint)",60 (+6),,54,,MILMB 60-54 (+6),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
--,"ASSIST  by MILLER,JOSHUA",,,,,,,"ASSIST  by MILLER,JOSHUA",2
09:25,,,,,"TURNOVER  by GARRETT,JOSH",,,"TURNOVER  by GARRETT,JOSH",2
09:06,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
09:06,"TURNOVER  by BLANZ,BUCK",,,,,,,"TURNOVER  by BLANZ,BUCK",2
09:06,,,,,"SUB IN by NICKENS,ZACHARY",,,"SUB IN by NICKENS,ZACHARY",2
09:06,,,,,"SUB IN by MERCADEL,JUSTICE",,,"SUB IN by MERCADEL,JUSTICE",2
09:06,,,,,"SUB OUT by GARRETT,JOSH",,,"SUB OUT by GARRETT,JOSH",2
09:06,,,,,"SUB OUT by HARDWICK,JOSH",,,"SUB OUT by HARDWICK,JOSH",2
08:51,,,,,"MISS JUMPER by HOGAN,KAM",,,"MISS JUMPER by HOGAN,KAM",2
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",2
08:41,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,"REBOUND OFF by BLANZ,BUCK",,,,,,,"REBOUND OFF by BLANZ,BUCK",2
08:37,"GOOD LAYUP by BLANZ,BUCK(in the paint)",62 (+8),,54,,MILMB 62-54 (+8),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
08:27,,,,,"MISS 3PTR by NICKENS,ZACHARY",,,"MISS 3PTR by NICKENS,ZACHARY",2
--,"REBOUND DEF by SULLIVAN,MICHAEL",,,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",2
08:19,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:19,,,,,"SUB IN by HILL,KAMERON",,,"SUB IN by HILL,KAMERON",2
08:19,,,,,"SUB OUT by QUINN,JOSH",,,"SUB OUT by QUINN,JOSH",2
08:00,"GOOD 3PTR by KOHNKE,SAM",65 (+11),,54,,MILMB 65-54 (+11),,"GOOD 3PTR by KOHNKE,SAM",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
07:38,,65 (+9),,56,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",ACM 65-56 (+9),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by HOGAN,KAM",,,"ASSIST  by HOGAN,KAM",2
07:03,"MISS 3PTR by KOHNKE,SAM",,,,,,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
06:58,,,,,"TURNOVER  by HOLLAND,MICHAEL",,,"TURNOVER  by HOLLAND,MICHAEL",2
06:54,"STEAL  by SULLIVAN,MICHAEL",,,,,,,"STEAL  by SULLIVAN,MICHAEL",2
06:54,"GOOD LAYUP by TURNER,JAMES(in the paint)",67 (+11),,56,,MILMB 67-56 (+11),,"GOOD LAYUP by TURNER,JAMES(in the paint)",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
06:49,,67 (+8),,59,"GOOD 3PTR by HILL,KAMERON",ACM 67-59 (+8),,"GOOD 3PTR by HILL,KAMERON",2
--,,,,,"ASSIST  by MERCADEL,JUSTICE",,,"ASSIST  by MERCADEL,JUSTICE",2
06:31,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",69 (+10),,59,,MILMB 69-59 (+10),,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",2
06:23,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
06:23,,,,,"MISS FT by MERCADEL,JUSTICE",,,"MISS FT by MERCADEL,JUSTICE",2
--,,,,,"REBOUND OFF by HOLLAND,MICHAEL",,,"REBOUND OFF by HOLLAND,MICHAEL",2
06:23,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",2
06:23,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
06:20,,,,,"MISS LAYUP by HOLLAND,MICHAEL",,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:16,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:15,,69 (+8),,61,"GOOD JUMPER by HOGAN,KAM",ACM 69-61 (+8),,"GOOD JUMPER by HOGAN,KAM",2
--,,,,,"ASSIST  by MERCADEL,JUSTICE",,,"ASSIST  by MERCADEL,JUSTICE",2
05:51,"MISS 3PTR by GRANT,SHE'CHEM",,,,,,,"MISS 3PTR by GRANT,SHE'CHEM",2
--,,,,,"REBOUND DEF by HOGAN,KAM",,,"REBOUND DEF by HOGAN,KAM",2
05:35,,,,,"MISS 3PTR by NICKENS,ZACHARY",,,"MISS 3PTR by NICKENS,ZACHARY",2
--,"REBOUND DEF by GRANT,SHE'CHEM",,,,,,,"REBOUND DEF by GRANT,SHE'CHEM",2
05:28,"GOOD LAYUP by TURNER,JAMES(in the paint)",71 (+10),,61,,MILMB 71-61 (+10),,"GOOD LAYUP by TURNER,JAMES(in the paint)",2
05:19,,71 (+8),,63,"GOOD JUMPER by MERCADEL,JUSTICE",ACM 71-63 (+8),,"GOOD JUMPER by MERCADEL,JUSTICE",2
05:01,"TURNOVER  by TURNER,JAMES",,,,,,,"TURNOVER  by TURNER,JAMES",2
05:00,,,,,"STEAL  by HOLLAND,MICHAEL",,,"STEAL  by HOLLAND,MICHAEL",2
04:58,,71 (+6),,65,"GOOD LAYUP by HOLLAND,MICHAEL(fastbreak)(in the paint)",ACM 71-65 (+6),,"GOOD LAYUP by HOLLAND,MICHAEL(fastbreak)(in the paint)",2
04:40,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",73 (+8),,65,,MILMB 73-65 (+8),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",2
04:30,,,,,"MISS 3PTR by HOGAN,KAM",,,"MISS 3PTR by HOGAN,KAM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:27,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
04:27,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
04:27,,,,,"SUB IN by GARRETT,JOSH",,,"SUB IN by GARRETT,JOSH",2
04:27,,,,,"SUB IN by QUINN,JOSH",,,"SUB IN by QUINN,JOSH",2
04:27,,,,,"SUB IN by HARDWICK,JOSH",,,"SUB IN by HARDWICK,JOSH",2
04:27,,,,,"SUB OUT by HILL,KAMERON",,,"SUB OUT by HILL,KAMERON",2
04:27,,,,,"SUB OUT by NICKENS,ZACHARY",,,"SUB OUT by NICKENS,ZACHARY",2
04:27,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",2
04:03,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
03:46,,,,,"TURNOVER  by GARRETT,JOSH",,,"TURNOVER  by GARRETT,JOSH",2
03:38,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",2
03:19,,73 (+6),,67,"GOOD JUMPER by HOLLAND,MICHAEL",ACM 73-67 (+6),,"GOOD JUMPER by HOLLAND,MICHAEL",2
03:19,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
03:19,,73 (+5),,68,"GOOD FT by HOLLAND,MICHAEL",ACM 73-68 (+5),,"GOOD FT by HOLLAND,MICHAEL",2
03:19,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
03:19,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
03:12,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",2
03:12,,,,,"STEAL  by HARDWICK,JOSH",,,"STEAL  by HARDWICK,JOSH",2
03:09,,73 (+3),,70,"GOOD LAYUP by HARDWICK,JOSH(fastbreak)(in the paint)",ACM 73-70 (+3),,"GOOD LAYUP by HARDWICK,JOSH(fastbreak)(in the paint)",2
02:54,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by MERCADEL,JUSTICE",,,"REBOUND DEF by MERCADEL,JUSTICE",2
02:40,,73,,73,"GOOD 3PTR by HARDWICK,JOSH",ACM 73-73 (0),,"GOOD 3PTR by HARDWICK,JOSH",2
