Time Remaining,MILMB,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
11:49,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
11:49,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
11:49,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
11:44,"GOOD LAYUP by BURNETT,DREW(fastbreak)(in the paint)",75,,78 (+3),,MILMB 75-78 (-3),,"GOOD LAYUP by BURNETT,DREW(fastbreak)(in the paint)",2
11:34,,75,,81 (+6),"GOOD 3PTR by MCINTYRE,WILLIAM",RHODES 75-81 (-6),,"GOOD 3PTR by MCINTYRE,WILLIAM",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
11:18,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",77,,81 (+4),,MILMB 77-81 (-4),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",2
11:06,,77,,84 (+7),"GOOD 3PTR by SAMSON,VAUGHN",RHODES 77-84 (-7),,"GOOD 3PTR by SAMSON,VAUGHN",2
--,,,,,"ASSIST  by MCINTYRE,WILLIAM",,,"ASSIST  by MCINTYRE,WILLIAM",2
10:54,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",2
10:54,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
10:54,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
10:54,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
10:54,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
10:54,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
10:54,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
10:54,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
10:54,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
10:54,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
10:54,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
10:54,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
10:54,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
10:54,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
10:54,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
10:54,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
10:54,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:47,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
10:36,,77,,86 (+9),"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 77-86 (-9),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
10:25,"GOOD LAYUP by TURNER,JAMES(fastbreak)(in the paint)",79,,86 (+7),,MILMB 79-86 (-7),,"GOOD LAYUP by TURNER,JAMES(fastbreak)(in the paint)",2
--,"ASSIST  by GRANT,SHE'CHEM",,,,,,,"ASSIST  by GRANT,SHE'CHEM",2
10:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:22,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
10:22,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
10:22,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
10:22,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
10:22,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
10:22,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
10:22,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
10:22,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
10:22,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
10:22,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
09:56,,,,,"MISS LAYUP by GIROUX,PRESTON",,,"MISS LAYUP by GIROUX,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:56,,,,,"TURNOVER  by EVANS,ANDREW",,,"TURNOVER  by EVANS,ANDREW",2
09:41,"GOOD 3PTR by SULLIVAN,MICHAEL",82,,86 (+4),,MILMB 82-86 (-4),,"GOOD 3PTR by SULLIVAN,MICHAEL",2
--,"ASSIST  by GRANT,SHE'CHEM",,,,,,,"ASSIST  by GRANT,SHE'CHEM",2
09:18,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
09:15,,,,,"MISS 3PTR by SWIFT,DJ",,,"MISS 3PTR by SWIFT,DJ",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
09:11,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
09:11,,82,,87 (+5),"GOOD FT by GIROUX,PRESTON",RHODES 82-87 (-5),,"GOOD FT by GIROUX,PRESTON",2
09:11,,82,,88 (+6),"GOOD FT by GIROUX,PRESTON",RHODES 82-88 (-6),,"GOOD FT by GIROUX,PRESTON",2
09:11,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",2
09:11,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
09:11,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
09:11,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
09:11,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
09:11,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
09:11,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
09:11,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
09:11,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
09:11,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
09:11,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
09:11,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
09:03,"MISS LAYUP by MILLER,JOSHUA",,,,,,,"MISS LAYUP by MILLER,JOSHUA",2
--,"REBOUND OFF by KOHNKE,SAM",,,,,,,"REBOUND OFF by KOHNKE,SAM",2
09:00,"GOOD 3PTR by SULLIVAN,MICHAEL",85,,88 (+3),,MILMB 85-88 (-3),,"GOOD 3PTR by SULLIVAN,MICHAEL",2
--,"ASSIST  by KOHNKE,SAM",,,,,,,"ASSIST  by KOHNKE,SAM",2
08:47,,85,,90 (+5),"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 85-90 (-5),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
08:34,"MISS LAYUP by SULLIVAN,MICHAEL",,,,,,,"MISS LAYUP by SULLIVAN,MICHAEL",2
--,"REBOUND OFF by TURNER,JAMES",,,,,,,"REBOUND OFF by TURNER,JAMES",2
08:31,"MISS JUMPER by TURNER,JAMES",,,,,,,"MISS JUMPER by TURNER,JAMES",2
08:31,,,,,"BLOCK  by BERRY,BRYCE",,,"BLOCK  by BERRY,BRYCE",2
--,"REBOUND OFF by TURNER,JAMES",,,,,,,"REBOUND OFF by TURNER,JAMES",2
08:28,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
08:28,"GOOD FT by TURNER,JAMES",86,,90 (+4),,MILMB 86-90 (-4),,"GOOD FT by TURNER,JAMES",2
08:28,"MISS FT by TURNER,JAMES",,,,,,,"MISS FT by TURNER,JAMES",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
08:28,"SUB IN by CARVELLI,CAMERON",,,,,,,"SUB IN by CARVELLI,CAMERON",2
08:28,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
08:28,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
08:28,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
08:28,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
08:28,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
08:28,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
08:28,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
08:28,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
08:28,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
08:28,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
08:28,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
08:13,,86,,92 (+6),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 86-92 (-6),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,,,,,"ASSIST  by DALTON,PRICE",,,"ASSIST  by DALTON,PRICE",2
08:00,"GOOD LAYUP by TURNER,JAMES(fastbreak)(in the paint)",88,,92 (+4),,MILMB 88-92 (-4),,"GOOD LAYUP by TURNER,JAMES(fastbreak)(in the paint)",2
--,"ASSIST  by MILLER,JOSHUA",,,,,,,"ASSIST  by MILLER,JOSHUA",2
07:52,,88,,94 (+6),"GOOD LAYUP by LOVE,KERRY(in the paint)",RHODES 88-94 (-6),,"GOOD LAYUP by LOVE,KERRY(in the paint)",2
07:52,"FOUL  by MILLER,JOSHUA",,,,,,,"FOUL  by MILLER,JOSHUA",2
07:52,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:52,,,,,"MISS FT by LOVE,KERRY",,,"MISS FT by LOVE,KERRY",2
--,"REBOUND DEF by OWENS,MATT",,,,,,,"REBOUND DEF by OWENS,MATT",2
07:52,"SUB IN by OWENS,MATT",,,,,,,"SUB IN by OWENS,MATT",2
07:52,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
07:52,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
07:52,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
07:52,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
07:52,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
07:52,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
07:52,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
07:52,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
07:52,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
07:50,"TURNOVER  by OWENS,MATT",,,,,,,"TURNOVER  by OWENS,MATT",2
07:49,,,,,"STEAL  by LOVE,KERRY",,,"STEAL  by LOVE,KERRY",2
07:48,,,,,"MISS 3PTR by SAMSON,VAUGHN",,,"MISS 3PTR by SAMSON,VAUGHN",2
--,,,,,"REBOUND OFF by LOVE,KERRY",,,"REBOUND OFF by LOVE,KERRY",2
07:44,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",2
--,"REBOUND DEF by CARVELLI,CAMERON",,,,,,,"REBOUND DEF by CARVELLI,CAMERON",2
07:33,"TURNOVER  by OWENS,MATT",,,,,,,"TURNOVER  by OWENS,MATT",2
07:33,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
07:33,,88,,95 (+7),"GOOD FT by MCINTYRE,WILLIAM",RHODES 88-95 (-7),,"GOOD FT by MCINTYRE,WILLIAM",2
07:33,,,,,"MISS FT by MCINTYRE,WILLIAM",,,"MISS FT by MCINTYRE,WILLIAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:33,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
07:33,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
07:08,,88,,98 (+10),"GOOD 3PTR by NESTLEHUTT,JAKE",RHODES 88-98 (-10),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
06:41,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",2
06:40,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
06:32,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by MILLER,JOSHUA",,,,,,,"REBOUND DEF by MILLER,JOSHUA",2
06:26,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",2
06:25,,,,,"STEAL  by MCINTYRE,WILLIAM",,,"STEAL  by MCINTYRE,WILLIAM",2
06:23,,88,,100 (+12),"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",RHODES 88-100 (-12),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
--,,,,,"ASSIST  by MCINTYRE,WILLIAM",,,"ASSIST  by MCINTYRE,WILLIAM",2
06:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:20,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
06:20,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
06:20,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
06:20,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
06:20,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
06:20,"SUB OUT by OWENS,MATT",,,,,,,"SUB OUT by OWENS,MATT",2
06:20,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
06:20,"SUB OUT by CARVELLI,CAMERON",,,,,,,"SUB OUT by CARVELLI,CAMERON",2
06:20,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
06:20,"SUB OUT by GRANT,SHE'CHEM",,,,,,,"SUB OUT by GRANT,SHE'CHEM",2
06:20,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
06:20,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
06:20,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
06:20,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
06:20,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
06:20,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
06:20,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
06:20,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
06:20,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
06:20,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
06:19,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
06:06,"MISS 3PTR by BLANZ,BUCK",,,,,,,"MISS 3PTR by BLANZ,BUCK",2
--,"REBOUND OFF by BECKER,SAXTON",,,,,,,"REBOUND OFF by BECKER,SAXTON",2
06:03,"MISS LAYUP by BECKER,SAXTON",,,,,,,"MISS LAYUP by BECKER,SAXTON",2
--,,,,,"REBOUND DEF by ASHBY,KENDRICK",,,"REBOUND DEF by ASHBY,KENDRICK",2
05:57,,,,,"MISS LAYUP by WEATHERFORD,MITCH",,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",2
05:47,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:45,"FOUL  by BURNETT,DREW",,,,,,,"FOUL  by BURNETT,DREW",2
05:45,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",2
05:45,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
05:45,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
05:45,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
05:45,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
05:45,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
05:45,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
05:45,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
05:45,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
05:45,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
05:45,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
05:45,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
05:38,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",2
05:27,"MISS JUMPER by BLANZ,BUCK",,,,,,,"MISS JUMPER by BLANZ,BUCK",2
05:27,,,,,"BLOCK  by GIROUX,PRESTON",,,"BLOCK  by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by LOVE,KERRY",,,"REBOUND DEF by LOVE,KERRY",2
05:18,,,,,"TURNOVER  by LOVE,KERRY",,,"TURNOVER  by LOVE,KERRY",2
05:15,"TURNOVER  by BURNETT,DREW",,,,,,,"TURNOVER  by BURNETT,DREW",2
05:13,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
05:10,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
05:08,"STEAL  by MILLER,JOSHUA",,,,,,,"STEAL  by MILLER,JOSHUA",2
05:05,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
05:05,"GOOD FT by MILLER,JOSHUA",89,,100 (+11),,MILMB 89-100 (-11),,"GOOD FT by MILLER,JOSHUA",2
05:05,"GOOD FT by MILLER,JOSHUA",90,,100 (+10),,MILMB 90-100 (-10),,"GOOD FT by MILLER,JOSHUA",2
04:56,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by GRANT,SHE'CHEM",,,,,,,"REBOUND DEF by GRANT,SHE'CHEM",2
04:37,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",2
04:36,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
04:35,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
04:34,"STEAL  by TURNER,JAMES",,,,,,,"STEAL  by TURNER,JAMES",2
04:33,"GOOD LAYUP by TURNER,JAMES(fastbreak)(in the paint)",92,,100 (+8),,MILMB 92-100 (-8),,"GOOD LAYUP by TURNER,JAMES(fastbreak)(in the paint)",2
04:32,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
04:32,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",2
04:32,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
04:32,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
04:32,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
04:32,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
04:32,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
04:32,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
04:32,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
04:32,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
04:17,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
04:08,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
04:02,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",2
04:02,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
04:02,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
04:02,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
04:02,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
03:45,,92,,103 (+11),"GOOD 3PTR by MCINTYRE,WILLIAM",RHODES 92-103 (-11),,"GOOD 3PTR by MCINTYRE,WILLIAM",2
--,,,,,"ASSIST  by SWIFT,DJ",,,"ASSIST  by SWIFT,DJ",2
03:25,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
03:25,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
03:25,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
03:24,"GOOD LAYUP by BECKER,SAXTON(in the paint)",94,,103 (+9),,MILMB 94-103 (-9),,"GOOD LAYUP by BECKER,SAXTON(in the paint)",2
--,"ASSIST  by CARVELLI,CAMERON",,,,,,,"ASSIST  by CARVELLI,CAMERON",2
03:13,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,"REBOUND DEF by SULLIVAN,MICHAEL",,,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",2
03:00,"GOOD 3PTR by CARVELLI,CAMERON",97,,103 (+6),,MILMB 97-103 (-6),,"GOOD 3PTR by CARVELLI,CAMERON",2
--,"ASSIST  by BECKER,SAXTON",,,,,,,"ASSIST  by BECKER,SAXTON",2
02:57,"SUB IN by CARVELLI,CAMERON",,,,,,,"SUB IN by CARVELLI,CAMERON",2
02:57,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
02:57,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
02:57,"SUB OUT by KOHNKE,SAM",,,,,,,"SUB OUT by KOHNKE,SAM",2
02:57,"SUB OUT by GRANT,SHE'CHEM",,,,,,,"SUB OUT by GRANT,SHE'CHEM",2
02:57,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
02:40,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
02:40,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",2
02:40,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
02:40,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
02:40,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
02:40,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
02:40,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
02:40,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
02:40,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
02:40,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
02:40,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
02:35,"TURNOVER  by SULLIVAN,MICHAEL",,,,,,,"TURNOVER  by SULLIVAN,MICHAEL",2
02:34,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
02:17,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",2
--,"REBOUND DEF by BECKER,SAXTON",,,,,,,"REBOUND DEF by BECKER,SAXTON",2
02:09,"GOOD LAYUP by SULLIVAN,MICHAEL(fastbreak)(in the paint)",99,,103 (+4),,MILMB 99-103 (-4),,"GOOD LAYUP by SULLIVAN,MICHAEL(fastbreak)(in the paint)",2
01:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:51,,,,,"TURNOVER  by SAMSON,VAUGHN",,,"TURNOVER  by SAMSON,VAUGHN",2
01:51,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",2
01:51,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
01:51,"SUB IN by KOHNKE,SAM",,,,,,,"SUB IN by KOHNKE,SAM",2
01:51,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
01:51,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
01:51,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
01:51,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
01:51,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
01:51,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
