,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway
0,0,5301,Rhodes,Berry,0,102-114,"59,55","54,48",7-6; 1-1 SAA,5-8; 0-2 SAA,,,01/05/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,127,False,19:56,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",1,layup,missed,berry,"atkinson,quinn",,"['johnson,caleb', 'hirsh,elijah', 'atkinson,quinn', 'mccloud,alton', 'marder,nick']","['berry,bryce', 'darst,daniel', 'love,kerry', 'ashby,kendrick', 'de,nick']",1196.0,berry,1,0,0.0
1,1,5301,Rhodes,Berry,0,102-114,"59,55","54,48",7-6; 1-1 SAA,5-8; 0-2 SAA,,,01/05/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,127,False,--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",1,offensive rebound,,berry,"marder,nick",,"['johnson,caleb', 'hirsh,elijah', 'atkinson,quinn', 'mccloud,alton', 'marder,nick']","['berry,bryce', 'darst,daniel', 'love,kerry', 'ashby,kendrick', 'de,nick']",,berry,1,0,0.0
2,2,5301,Rhodes,Berry,0,102-114,"59,55","54,48",7-6; 1-1 SAA,5-8; 0-2 SAA,,,01/05/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,127,False,19:52,"GOOD LAYUP by MARDER,NICK(in the paint)",2.0,,0.0,,BCM 2-0 (-2),,"GOOD LAYUP by MARDER,NICK(in the paint)",1,layup,good,berry,"marder,nick",2.0,"['johnson,caleb', 'hirsh,elijah', 'atkinson,quinn', 'mccloud,alton', 'marder,nick']","['berry,bryce', 'darst,daniel', 'love,kerry', 'ashby,kendrick', 'de,nick']",1192.0,berry,1,0,0.0
3,3,5301,Rhodes,Berry,0,102-114,"59,55","54,48",7-6; 1-1 SAA,5-8; 0-2 SAA,,,01/05/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,127,False,19:31,,2.0,,0.0,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",1,layup,missed,rhodes,"darst,daniel",,"['johnson,caleb', 'hirsh,elijah', 'atkinson,quinn', 'mccloud,alton', 'marder,nick']","['berry,bryce', 'darst,daniel', 'love,kerry', 'ashby,kendrick', 'de,nick']",1171.0,berry,1,0,0.0
4,4,5301,Rhodes,Berry,0,102-114,"59,55","54,48",7-6; 1-1 SAA,5-8; 0-2 SAA,,,01/05/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,127,False,--,"REBOUND DEF by ATKINSON,QUINN",2.0,,0.0,,,,"REBOUND DEF by ATKINSON,QUINN",1,defensive rebound,,berry,"atkinson,quinn",,"['johnson,caleb', 'hirsh,elijah', 'atkinson,quinn', 'mccloud,alton', 'marder,nick']","['berry,bryce', 'darst,daniel', 'love,kerry', 'ashby,kendrick', 'de,nick']",,berry,1,0,0.0
5,5,5301,Rhodes,Berry,0,102-114,"59,55","54,48",7-6; 1-1 SAA,5-8; 0-2 SAA,,,01/05/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,127,False,19:18,,2.0,,0.0,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",1,foul,,rhodes,"darst,daniel",,"['johnson,caleb', 'hirsh,elijah', 'atkinson,quinn', 'mccloud,alton', 'marder,nick']","['berry,bryce', 'darst,daniel', 'love,kerry', 'ashby,kendrick', 'de,nick']",1158.0,berry,1,0,0.0
6,6,5301,Rhodes,Berry,0,102-114,"59,55","54,48",7-6; 1-1 SAA,5-8; 0-2 SAA,,,01/05/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,127,False,19:18,"GOOD FT by JOHNSON,CALEB",3.0,,0.0,,BCM 3-0 (-3),,"GOOD FT by JOHNSON,CALEB",1,free throw,good,berry,"johnson,caleb",1.0,"['johnson,caleb', 'hirsh,elijah', 'atkinson,quinn', 'mccloud,alton', 'marder,nick']","['berry,bryce', 'darst,daniel', 'love,kerry', 'ashby,kendrick', 'de,nick']",1158.0,berry,1,0,0.0
7,7,5301,Rhodes,Berry,0,102-114,"59,55","54,48",7-6; 1-1 SAA,5-8; 0-2 SAA,,,01/05/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,127,False,19:18,"GOOD FT by JOHNSON,CALEB",4.0,,0.0,,BCM 4-0 (-4),,"GOOD FT by JOHNSON,CALEB",1,free throw,good,berry,"johnson,caleb",1.0,"['johnson,caleb', 'hirsh,elijah', 'atkinson,quinn', 'mccloud,alton', 'marder,nick']","['berry,bryce', 'darst,daniel', 'love,kerry', 'ashby,kendrick', 'de,nick']",1158.0,berry,1,0,0.0
8,8,5301,Rhodes,Berry,0,102-114,"59,55","54,48",7-6; 1-1 SAA,5-8; 0-2 SAA,,,01/05/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,127,False,19:18,,4.0,,0.0,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1,subbing in,,rhodes,"nestlehutt,jake",,"['johnson,caleb', 'hirsh,elijah', 'atkinson,quinn', 'mccloud,alton', 'marder,nick']","['berry,bryce', 'darst,daniel', 'love,kerry', 'ashby,kendrick', 'de,nick', 'nestlehutt,jake']",1158.0,berry,1,0,0.0
9,9,5301,Rhodes,Berry,0,102-114,"59,55","54,48",7-6; 1-1 SAA,5-8; 0-2 SAA,,,01/05/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,127,False,19:18,,4.0,,0.0,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1,subbing in,,rhodes,"mcintyre,william",,"['johnson,caleb', 'hirsh,elijah', 'atkinson,quinn', 'mccloud,alton', 'marder,nick']","['berry,bryce', 'darst,daniel', 'love,kerry', 'ashby,kendrick', 'de,nick', 'nestlehutt,jake', 'mcintyre,william']",1158.0,berry,1,0,0.0
