,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,PlayOfPoss
0,0,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,19:45,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",1,three pointer,missed,centre college,"mullaney,jeff",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1185.0,centre college,1,0,0.0,1
1,1,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,--,,,,,"REBOUND OFF by ROSS,GREG",,,"REBOUND OFF by ROSS,GREG",1,offensive rebound,,centre college,"ross,greg",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",,centre college,1,0,0.0,0
2,2,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,19:40,,0.0,,2.0,"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 0-2 (+2),,"GOOD LAYUP by ROSS,GREG(in the paint)",1,layup,good,centre college,"ross,greg",2.0,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1180.0,centre college,1,0,0.0,0
3,3,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,19:27,"MISS 3PTR by JONUS,JASEN",0.0,,2.0,,,,"MISS 3PTR by JONUS,JASEN",1,three pointer,missed,birmingham southern,"jonus,jasen",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1167.0,centre college,1,0,0.0,0
4,4,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,--,"REBOUND OFF by WHITE,BLAISE",0.0,,2.0,,,,"REBOUND OFF by WHITE,BLAISE",1,offensive rebound,,birmingham southern,"white,blaise",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",,centre college,1,0,0.0,0
5,5,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,19:20,"TURNOVER  by WHITE,BLAISE",0.0,,2.0,,,,"TURNOVER  by WHITE,BLAISE",1,turnover,,birmingham southern,"white,blaise",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1160.0,centre college,1,0,0.0,0
6,6,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,19:19,,0.0,,2.0,"STEAL  by TAYLOR,CHRIS",,,"STEAL  by TAYLOR,CHRIS",1,steal,,centre college,,,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1159.0,centre college,1,0,0.0,0
7,7,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,19:10,,0.0,,2.0,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1,timeout,,centre college,,,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1150.0,centre college,1,0,0.0,0
8,8,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,18:53,,0.0,,4.0,"GOOD JUMPER by MULLANEY,JEFF",CENTRE_M 0-4 (+4),,"GOOD JUMPER by MULLANEY,JEFF",1,jumper,good,centre college,"mullaney,jeff",2.0,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1133.0,centre college,1,0,0.0,0
9,9,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,18:29,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2.0,,4.0,,BSC_M 2-4 (+2),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1,layup,good,birmingham southern,"richards,zac",2.0,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1109.0,centre college,1,0,0.0,0
10,10,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,--,"ASSIST  by JONUS,JASEN",2.0,,4.0,,,,"ASSIST  by JONUS,JASEN",1,assist,,birmingham southern,"jonus,jasen",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",,centre college,1,0,0.0,0
11,11,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,18:09,,2.0,,4.0,"TURNOVER  by MULLANEY,JEFF",,,"TURNOVER  by MULLANEY,JEFF",1,turnover,,centre college,"mullaney,jeff",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1089.0,centre college,1,0,0.0,0
12,12,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,17:53,"GOOD LAYUP by JONUS,JASEN(in the paint)",4.0,,4.0,,BSC_M 4-4 (0),,"GOOD LAYUP by JONUS,JASEN(in the paint)",1,layup,good,birmingham southern,"jonus,jasen",2.0,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1073.0,birmingham southern,2,0,0.0,1
13,13,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,--,"ASSIST  by RICHARDS,ZAC",4.0,,4.0,,,,"ASSIST  by RICHARDS,ZAC",1,assist,,birmingham southern,"richards,zac",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",,birmingham southern,2,0,0.0,0
14,14,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,17:37,,4.0,,7.0,"GOOD 3PTR by ROSS,GREG",CENTRE_M 4-7 (+3),,"GOOD 3PTR by ROSS,GREG",1,three pointer,good,centre college,"ross,greg",3.0,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1057.0,birmingham southern,2,0,0.0,0
15,15,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,17:18,"TURNOVER  by HENRY,COLIN",4.0,,7.0,,,,"TURNOVER  by HENRY,COLIN",1,turnover,,birmingham southern,"henry,colin",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1038.0,birmingham southern,2,0,0.0,0
16,16,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,17:18,"FOUL  by HENRY,COLIN",4.0,,7.0,,,,"FOUL  by HENRY,COLIN",1,foul,,birmingham southern,"henry,colin",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1038.0,centre college,3,0,0.0,1
17,17,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,17:05,,4.0,,10.0,"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 4-10 (+6),,"GOOD 3PTR by KARSNER,JOSH",1,three pointer,good,centre college,"karsner,josh",3.0,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1025.0,centre college,3,0,0.0,0
18,18,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,--,,4.0,,10.0,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",1,assist,,centre college,"mullaney,jeff",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",,centre college,3,0,0.0,0
19,19,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,16:43,"MISS JUMPER by KEGARISE,KEVIN",4.0,,10.0,,,,"MISS JUMPER by KEGARISE,KEVIN",1,jumper,missed,birmingham southern,"kegarise,kevin",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",1003.0,centre college,3,0,0.0,0
20,20,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,--,"REBOUND OFF by RICHARDS,ZAC",4.0,,10.0,,,,"REBOUND OFF by RICHARDS,ZAC",1,offensive rebound,,birmingham southern,"richards,zac",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",,centre college,3,0,0.0,0
21,21,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,16:28,"GOOD 3PTR by JONUS,JASEN",7.0,,10.0,,BSC_M 7-10 (+3),,"GOOD 3PTR by JONUS,JASEN",1,three pointer,good,birmingham southern,"jonus,jasen",3.0,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",988.0,centre college,3,0,0.0,0
22,22,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,16:03,,7.0,,12.0,"GOOD JUMPER by ROSS,GREG",CENTRE_M 7-12 (+5),,"GOOD JUMPER by ROSS,GREG",1,jumper,good,centre college,"ross,greg",2.0,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",963.0,centre college,3,0,0.0,0
23,23,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,--,,7.0,,12.0,"ASSIST  by MULLANEY,JEFF",,,"ASSIST  by MULLANEY,JEFF",1,assist,,centre college,"mullaney,jeff",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",,centre college,3,0,0.0,0
24,24,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,15:49,"MISS 3PTR by JONUS,JASEN",7.0,,12.0,,,,"MISS 3PTR by JONUS,JASEN",1,three pointer,missed,birmingham southern,"jonus,jasen",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",949.0,centre college,3,0,0.0,0
25,25,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,--,,7.0,,12.0,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1,defensive rebound,,centre college,"ross,greg",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",,centre college,3,0,0.0,0
26,26,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,15:31,"SUB IN by HOLLAND,JASON",7.0,,12.0,,,,"SUB IN by HOLLAND,JASON",1,subbing in,,birmingham southern,"holland,jason",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin', 'holland,jason']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",931.0,centre college,3,0,0.0,0
27,27,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,15:31,"SUB IN by MURPHY,NICK",7.0,,12.0,,,,"SUB IN by MURPHY,NICK",1,subbing in,,birmingham southern,"murphy,nick",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin', 'holland,jason', 'murphy,nick']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",931.0,centre college,3,0,0.0,0
28,28,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,15:31,"SUB IN by SCHAMP,GRIFFIN",7.0,,12.0,,,,"SUB IN by SCHAMP,GRIFFIN",1,subbing in,,birmingham southern,"schamp,griffin",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin', 'holland,jason', 'murphy,nick', 'schamp,griffin']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",931.0,centre college,3,0,0.0,0
29,29,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,15:31,"SUB IN by LEE,CALEB",7.0,,12.0,,,,"SUB IN by LEE,CALEB",1,subbing in,,birmingham southern,"lee,caleb",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin', 'holland,jason', 'murphy,nick', 'schamp,griffin', 'lee,caleb']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",931.0,centre college,3,0,0.0,0
30,30,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,15:31,"SUB IN by THOMAS,LARRY",7.0,,12.0,,,,"SUB IN by THOMAS,LARRY",1,subbing in,,birmingham southern,"thomas,larry",,"['richards,zac', 'jonus,jasen', 'white,blaise', 'kegarise,kevin', 'henry,colin', 'holland,jason', 'murphy,nick', 'schamp,griffin', 'lee,caleb', 'thomas,larry']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",931.0,centre college,3,0,0.0,0
31,31,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,15:31,"SUB OUT by WHITE,BLAISE",7.0,,12.0,,,,"SUB OUT by WHITE,BLAISE",1,subbing out,,birmingham southern,"white,blaise",,"['richards,zac', 'jonus,jasen', 'kegarise,kevin', 'henry,colin', 'holland,jason', 'murphy,nick', 'schamp,griffin', 'lee,caleb', 'thomas,larry']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",931.0,centre college,3,0,0.0,0
32,32,707,Centre College,Birmingham Southern,1,65-72,"38,34","28,37",5-3,7-1,2-1,1-1,12/16/11,8:00 AM,,"Alumni Gymnasium, Danville, KY",Win,2,False,273,False,15:31,"SUB OUT by HENRY,COLIN",7.0,,12.0,,,,"SUB OUT by HENRY,COLIN",1,subbing out,,birmingham southern,"henry,colin",,"['richards,zac', 'jonus,jasen', 'kegarise,kevin', 'holland,jason', 'murphy,nick', 'schamp,griffin', 'lee,caleb', 'thomas,larry']","['ross,greg', 'mullaney,jeff', 'karsner,josh', 'taylor,chris', 'ellis,bryon']",931.0,centre college,3,0,0.0,0
