,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,PlayOfPoss
0,0,700,Centre College,Maryville College,0,50-70,"31,39","24,26",1-0,0-1,,,11/15/11,8:00 AM,,Centre College,Win,2,False,323,False,19:38,"MISS 3PTR by SIBLEY,RANDE",,,,,,,"MISS 3PTR by SIBLEY,RANDE",1,three pointer,missed,centre college,"sibley,rande",,"['stanley,milton', 'willett,maverick', 'sibley,rande', 'butler,oscar', 'ford,christian']","['ross,greg', 'mullaney,jeff', 'ellis,bryon', 'karsner,josh', 'griggs,matt']",1178.0,maryville college,1,0,0.0,1
1,1,700,Centre College,Maryville College,0,50-70,"31,39","24,26",1-0,0-1,,,11/15/11,8:00 AM,,Centre College,Win,2,False,323,False,--,,,,,"REBOUND DEF by GRIGGS,MATT",,,"REBOUND DEF by GRIGGS,MATT",1,defensive rebound,,maryville college,"griggs,matt",,"['stanley,milton', 'willett,maverick', 'sibley,rande', 'butler,oscar', 'ford,christian']","['ross,greg', 'mullaney,jeff', 'ellis,bryon', 'karsner,josh', 'griggs,matt']",,maryville college,1,0,0.0,0
2,2,700,Centre College,Maryville College,0,50-70,"31,39","24,26",1-0,0-1,,,11/15/11,8:00 AM,,Centre College,Win,2,False,323,False,19:20,,0.0,,2.0,"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 0-2 (+2),,"GOOD LAYUP by ROSS,GREG(in the paint)",1,layup,good,maryville college,"ross,greg",2.0,"['stanley,milton', 'willett,maverick', 'sibley,rande', 'butler,oscar', 'ford,christian']","['ross,greg', 'mullaney,jeff', 'ellis,bryon', 'karsner,josh', 'griggs,matt']",1160.0,maryville college,1,0,0.0,0
3,3,700,Centre College,Maryville College,0,50-70,"31,39","24,26",1-0,0-1,,,11/15/11,8:00 AM,,Centre College,Win,2,False,323,False,18:58,"MISS JUMPER by STANLEY,MILTON",0.0,,2.0,,,,"MISS JUMPER by STANLEY,MILTON",1,jumper,missed,centre college,"stanley,milton",,"['stanley,milton', 'willett,maverick', 'sibley,rande', 'butler,oscar', 'ford,christian']","['ross,greg', 'mullaney,jeff', 'ellis,bryon', 'karsner,josh', 'griggs,matt']",1138.0,maryville college,1,0,0.0,0
4,4,700,Centre College,Maryville College,0,50-70,"31,39","24,26",1-0,0-1,,,11/15/11,8:00 AM,,Centre College,Win,2,False,323,False,--,,0.0,,2.0,"REBOUND DEF by MULLANEY,JEFF",,,"REBOUND DEF by MULLANEY,JEFF",1,defensive rebound,,maryville college,"mullaney,jeff",,"['stanley,milton', 'willett,maverick', 'sibley,rande', 'butler,oscar', 'ford,christian']","['ross,greg', 'mullaney,jeff', 'ellis,bryon', 'karsner,josh', 'griggs,matt']",,maryville college,1,0,0.0,0
5,5,700,Centre College,Maryville College,0,50-70,"31,39","24,26",1-0,0-1,,,11/15/11,8:00 AM,,Centre College,Win,2,False,323,False,18:47,,0.0,,4.0,"GOOD JUMPER by ROSS,GREG",CENTRE_M 0-4 (+4),,"GOOD JUMPER by ROSS,GREG",1,jumper,good,maryville college,"ross,greg",2.0,"['stanley,milton', 'willett,maverick', 'sibley,rande', 'butler,oscar', 'ford,christian']","['ross,greg', 'mullaney,jeff', 'ellis,bryon', 'karsner,josh', 'griggs,matt']",1127.0,maryville college,1,0,0.0,0
6,6,700,Centre College,Maryville College,0,50-70,"31,39","24,26",1-0,0-1,,,11/15/11,8:00 AM,,Centre College,Win,2,False,323,False,18:20,"MISS JUMPER by FORD,CHRISTIAN",0.0,,4.0,,,,"MISS JUMPER by FORD,CHRISTIAN",1,jumper,missed,centre college,"ford,christian",,"['stanley,milton', 'willett,maverick', 'sibley,rande', 'butler,oscar', 'ford,christian']","['ross,greg', 'mullaney,jeff', 'ellis,bryon', 'karsner,josh', 'griggs,matt']",1100.0,maryville college,1,0,0.0,0
7,7,700,Centre College,Maryville College,0,50-70,"31,39","24,26",1-0,0-1,,,11/15/11,8:00 AM,,Centre College,Win,2,False,323,False,--,,0.0,,4.0,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1,defensive rebound,,maryville college,"karsner,josh",,"['stanley,milton', 'willett,maverick', 'sibley,rande', 'butler,oscar', 'ford,christian']","['ross,greg', 'mullaney,jeff', 'ellis,bryon', 'karsner,josh', 'griggs,matt']",,maryville college,1,0,0.0,0
8,8,700,Centre College,Maryville College,0,50-70,"31,39","24,26",1-0,0-1,,,11/15/11,8:00 AM,,Centre College,Win,2,False,323,False,17:45,,0.0,,6.0,"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 0-6 (+6),,"GOOD LAYUP by ROSS,GREG(in the paint)",1,layup,good,maryville college,"ross,greg",2.0,"['stanley,milton', 'willett,maverick', 'sibley,rande', 'butler,oscar', 'ford,christian']","['ross,greg', 'mullaney,jeff', 'ellis,bryon', 'karsner,josh', 'griggs,matt']",1065.0,maryville college,1,0,0.0,0
9,9,700,Centre College,Maryville College,0,50-70,"31,39","24,26",1-0,0-1,,,11/15/11,8:00 AM,,Centre College,Win,2,False,323,False,17:24,"MISS JUMPER by STANLEY,MILTON",0.0,,6.0,,,,"MISS JUMPER by STANLEY,MILTON",1,jumper,missed,centre college,"stanley,milton",,"['stanley,milton', 'willett,maverick', 'sibley,rande', 'butler,oscar', 'ford,christian']","['ross,greg', 'mullaney,jeff', 'ellis,bryon', 'karsner,josh', 'griggs,matt']",1044.0,maryville college,1,0,0.0,0
