,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,PlayOfPoss
0,0,726,Trinity University,Centre College,0,50-61,"28,33","18,32",,,,,02/26/12,12:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,,False,19:43,,0,,3,"GOOD 3PTR by BEALL,RYAN",TRINITY 0-3 (-3),,"GOOD 3PTR by BEALL,RYAN",1,three pointer,good,trinity university,"beall,ryan",3.0,"['mullaney,jeff', 'ross,greg', 'lopez,collin', 'karsner,josh', 'ellis,bryon']","['lambert,zach', 'wilt,jonathan', 'kitzinger,robert', 'beall,ryan', 'young,william']",1183.0,trinity university,1,0,0.0,1
1,1,726,Trinity University,Centre College,0,50-61,"28,33","18,32",,,,,02/26/12,12:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,,False,--,,0,,3,"ASSIST  by KITZINGER,ROBERT",,,"ASSIST  by KITZINGER,ROBERT",1,assist,,trinity university,"kitzinger,robert",,"['mullaney,jeff', 'ross,greg', 'lopez,collin', 'karsner,josh', 'ellis,bryon']","['lambert,zach', 'wilt,jonathan', 'kitzinger,robert', 'beall,ryan', 'young,william']",,trinity university,1,0,0.0,0
2,2,726,Trinity University,Centre College,0,50-61,"28,33","18,32",,,,,02/26/12,12:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,,False,19:16,"TURNOVER  by ROSS,GREG",0,,3,,,,"TURNOVER  by ROSS,GREG",1,turnover,,centre college,"ross,greg",,"['mullaney,jeff', 'ross,greg', 'lopez,collin', 'karsner,josh', 'ellis,bryon']","['lambert,zach', 'wilt,jonathan', 'kitzinger,robert', 'beall,ryan', 'young,william']",1156.0,trinity university,1,0,0.0,0
3,3,726,Trinity University,Centre College,0,50-61,"28,33","18,32",,,,,02/26/12,12:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,,False,19:15,,0,,3,"STEAL  by YOUNG,WILLIAM",,,"STEAL  by YOUNG,WILLIAM",1,steal,,trinity university,,,"['mullaney,jeff', 'ross,greg', 'lopez,collin', 'karsner,josh', 'ellis,bryon']","['lambert,zach', 'wilt,jonathan', 'kitzinger,robert', 'beall,ryan', 'young,william']",1155.0,trinity university,1,0,0.0,0
4,4,726,Trinity University,Centre College,0,50-61,"28,33","18,32",,,,,02/26/12,12:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,,False,19:11,,0,,5,"GOOD LAYUP by BEALL,RYAN(in the paint)",TRINITY 0-5 (-5),,"GOOD LAYUP by BEALL,RYAN(in the paint)",1,layup,good,trinity university,"beall,ryan",2.0,"['mullaney,jeff', 'ross,greg', 'lopez,collin', 'karsner,josh', 'ellis,bryon']","['lambert,zach', 'wilt,jonathan', 'kitzinger,robert', 'beall,ryan', 'young,william']",1151.0,trinity university,1,0,0.0,0
5,5,726,Trinity University,Centre College,0,50-61,"28,33","18,32",,,,,02/26/12,12:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,,False,--,,0,,5,"ASSIST  by YOUNG,WILLIAM",,,"ASSIST  by YOUNG,WILLIAM",1,assist,,trinity university,"young,william",,"['mullaney,jeff', 'ross,greg', 'lopez,collin', 'karsner,josh', 'ellis,bryon']","['lambert,zach', 'wilt,jonathan', 'kitzinger,robert', 'beall,ryan', 'young,william']",,trinity university,1,0,0.0,0
6,6,726,Trinity University,Centre College,0,50-61,"28,33","18,32",,,,,02/26/12,12:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,,False,18:48,"GOOD LAYUP by ROSS,GREG(in the paint)",2,,5,,CENTRE 2-5 (-3),,"GOOD LAYUP by ROSS,GREG(in the paint)",1,layup,good,centre college,"ross,greg",2.0,"['mullaney,jeff', 'ross,greg', 'lopez,collin', 'karsner,josh', 'ellis,bryon']","['lambert,zach', 'wilt,jonathan', 'kitzinger,robert', 'beall,ryan', 'young,william']",1128.0,trinity university,1,0,0.0,0
7,7,726,Trinity University,Centre College,0,50-61,"28,33","18,32",,,,,02/26/12,12:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,,False,--,"ASSIST  by MULLANEY,JEFF",2,,5,,,,"ASSIST  by MULLANEY,JEFF",1,assist,,centre college,"mullaney,jeff",,"['mullaney,jeff', 'ross,greg', 'lopez,collin', 'karsner,josh', 'ellis,bryon']","['lambert,zach', 'wilt,jonathan', 'kitzinger,robert', 'beall,ryan', 'young,william']",,trinity university,1,0,0.0,0
8,8,726,Trinity University,Centre College,0,50-61,"28,33","18,32",,,,,02/26/12,12:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,,False,18:30,,2,,7,"GOOD LAYUP by YOUNG,WILLIAM(in the paint)",TRINITY 2-7 (-5),,"GOOD LAYUP by YOUNG,WILLIAM(in the paint)",1,layup,good,trinity university,"young,william",2.0,"['mullaney,jeff', 'ross,greg', 'lopez,collin', 'karsner,josh', 'ellis,bryon']","['lambert,zach', 'wilt,jonathan', 'kitzinger,robert', 'beall,ryan', 'young,william']",1110.0,trinity university,1,0,0.0,0
9,9,726,Trinity University,Centre College,0,50-61,"28,33","18,32",,,,,02/26/12,12:00 PM,,"Birmingham, Ala. (Bill Battle Coliseum)",Win,2,False,,False,18:16,"TURNOVER  by LOPEZ,COLLIN",2,,7,,,,"TURNOVER  by LOPEZ,COLLIN",1,turnover,,centre college,"lopez,collin",,"['mullaney,jeff', 'ross,greg', 'lopez,collin', 'karsner,josh', 'ellis,bryon']","['lambert,zach', 'wilt,jonathan', 'kitzinger,robert', 'beall,ryan', 'young,william']",1096.0,trinity university,1,0,0.0,0
