,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,PlayOfPoss
0,0,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,19:26,,0,,2,"GOOD JUMPER by MULLANEY,JEFF",CENTRE_M 0-2 (+2),,"GOOD JUMPER by MULLANEY,JEFF",1,jumper,good,centre college,"mullaney,jeff",2.0,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",1166.0,southwestern univ.,1,0,0.0,1
1,1,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,19:09,"GOOD JUMPER by KURTZ,TRAVIS",2,,2,,SUM 2-2 (0),,"GOOD JUMPER by KURTZ,TRAVIS",1,jumper,good,southwestern univ.,"kurtz,travis",2.0,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",1149.0,southwestern univ.,1,0,0.0,0
2,2,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,--,"ASSIST  by HURLEY,LOGAN",2,,2,,,,"ASSIST  by HURLEY,LOGAN",1,assist,,southwestern univ.,"hurley,logan",,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",,southwestern univ.,1,0,0.0,0
3,3,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,18:53,,2,,2,"TURNOVER  by MULLANEY,JEFF",,,"TURNOVER  by MULLANEY,JEFF",1,turnover,,centre college,"mullaney,jeff",,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",1133.0,southwestern univ.,1,0,0.0,0
4,4,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,18:51,"STEAL  by KURTZ,TRAVIS",2,,2,,,,"STEAL  by KURTZ,TRAVIS",1,steal,,southwestern univ.,,,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",1131.0,southwestern univ.,1,0,0.0,0
5,5,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,18:47,"GOOD JUMPER by HURLEY,LOGAN",4,,2,,SUM 4-2 (-2),,"GOOD JUMPER by HURLEY,LOGAN",1,jumper,good,southwestern univ.,"hurley,logan",2.0,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",1127.0,southwestern univ.,1,0,0.0,0
6,6,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,--,"ASSIST  by CANTU,MICHAEL",4,,2,,,,"ASSIST  by CANTU,MICHAEL",1,assist,,southwestern univ.,"cantu,michael",,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",,southwestern univ.,1,0,0.0,0
7,7,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,18:29,,4,,4,"GOOD JUMPER by ROSS,GREG",CENTRE_M 4-4 (0),,"GOOD JUMPER by ROSS,GREG",1,jumper,good,centre college,"ross,greg",2.0,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",1109.0,southwestern univ.,1,0,0.0,0
8,8,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,--,,4,,4,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",1,assist,,centre college,"ellis,bryon",,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",,southwestern univ.,1,0,0.0,0
9,9,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,18:05,"MISS 3PTR by HURLEY,LOGAN",4,,4,,,,"MISS 3PTR by HURLEY,LOGAN",1,three pointer,missed,southwestern univ.,"hurley,logan",,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",1085.0,southwestern univ.,1,0,0.0,0
10,10,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,--,,4,,4,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",1,defensive rebound,,centre college,"ross,greg",,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",,southwestern univ.,1,0,0.0,0
11,11,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,17:51,,4,,4,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",1,three pointer,missed,centre college,"ellis,bryon",,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",1071.0,centre college,2,0,0.0,1
12,12,715,Centre College,Southwestern Univ.,1,49-64,"28,36","25,24",11-5,1-15,5-3,1-6,01/20/12,8:00 p.m.,,"Alumni Gymnasium, Danville, Ky.",Win,2,False,368,False,--,"REBOUND DEF by CANTU,MICHAEL",4,,4,,,,"REBOUND DEF by CANTU,MICHAEL",1,defensive rebound,,southwestern univ.,"cantu,michael",,"['hurley,logan', 'spearman,demetrice', 'cantu,michael', 'kurtz,travis', 'davenport,james']","['mullaney,jeff', 'ross,greg', 'karsner,josh', 'lopez,collin', 'ellis,bryon']",,centre college,2,0,0.0,0
