,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway
0,0,719,Young Harris,Berry,0,74-89,"44,45","33,41",20-4,3-21,,,02/18/12,4:05 p.m.,,"YHC Basketball Arena; Young Harris, Ga.",Win,2,False,801,False,19:38,,,,,"MISS JUMPER by ROBERTSON,BRYSON",,,"MISS JUMPER by ROBERTSON,BRYSON",1,jumper,missed,young harris,"robertson,bryson",,"['graham,lake', 'whalen,mac', 'schulte,michael', 'almulla,nasser', 'marsh,cody']","['adams,frank', 'martin,vince', 'robertson,bryson', 'viterbo,steve', 'jackson,malcolm']",1178.0,berry,1,0,0.0
1,1,719,Young Harris,Berry,0,74-89,"44,45","33,41",20-4,3-21,,,02/18/12,4:05 p.m.,,"YHC Basketball Arena; Young Harris, Ga.",Win,2,False,801,False,--,"REBOUND DEF by ALMULLA,NASSER",,,,,,,"REBOUND DEF by ALMULLA,NASSER",1,defensive rebound,,berry,"almulla,nasser",,"['graham,lake', 'whalen,mac', 'schulte,michael', 'almulla,nasser', 'marsh,cody']","['adams,frank', 'martin,vince', 'robertson,bryson', 'viterbo,steve', 'jackson,malcolm']",,berry,1,0,0.0
2,2,719,Young Harris,Berry,0,74-89,"44,45","33,41",20-4,3-21,,,02/18/12,4:05 p.m.,,"YHC Basketball Arena; Young Harris, Ga.",Win,2,False,801,False,19:25,"TURNOVER  by MARSH,CODY",,,,,,,"TURNOVER  by MARSH,CODY",1,turnover,,berry,"marsh,cody",,"['graham,lake', 'whalen,mac', 'schulte,michael', 'almulla,nasser', 'marsh,cody']","['adams,frank', 'martin,vince', 'robertson,bryson', 'viterbo,steve', 'jackson,malcolm']",1165.0,berry,1,0,0.0
3,3,719,Young Harris,Berry,0,74-89,"44,45","33,41",20-4,3-21,,,02/18/12,4:05 p.m.,,"YHC Basketball Arena; Young Harris, Ga.",Win,2,False,801,False,19:24,,,,,"STEAL  by VITERBO,STEVE",,,"STEAL  by VITERBO,STEVE",1,steal,,young harris,,,"['graham,lake', 'whalen,mac', 'schulte,michael', 'almulla,nasser', 'marsh,cody']","['adams,frank', 'martin,vince', 'robertson,bryson', 'viterbo,steve', 'jackson,malcolm']",1164.0,berry,1,0,0.0
4,4,719,Young Harris,Berry,0,74-89,"44,45","33,41",20-4,3-21,,,02/18/12,4:05 p.m.,,"YHC Basketball Arena; Young Harris, Ga.",Win,2,False,801,False,19:20,,,,,"MISS LAYUP by MARTIN,VINCE",,,"MISS LAYUP by MARTIN,VINCE",1,layup,missed,young harris,"martin,vince",,"['graham,lake', 'whalen,mac', 'schulte,michael', 'almulla,nasser', 'marsh,cody']","['adams,frank', 'martin,vince', 'robertson,bryson', 'viterbo,steve', 'jackson,malcolm']",1160.0,young harris,2,0,0.0
5,5,719,Young Harris,Berry,0,74-89,"44,45","33,41",20-4,3-21,,,02/18/12,4:05 p.m.,,"YHC Basketball Arena; Young Harris, Ga.",Win,2,False,801,False,--,"REBOUND DEF by GRAHAM,LAKE",,,,,,,"REBOUND DEF by GRAHAM,LAKE",1,defensive rebound,,berry,"graham,lake",,"['graham,lake', 'whalen,mac', 'schulte,michael', 'almulla,nasser', 'marsh,cody']","['adams,frank', 'martin,vince', 'robertson,bryson', 'viterbo,steve', 'jackson,malcolm']",,young harris,2,0,0.0
6,6,719,Young Harris,Berry,0,74-89,"44,45","33,41",20-4,3-21,,,02/18/12,4:05 p.m.,,"YHC Basketball Arena; Young Harris, Ga.",Win,2,False,801,False,19:12,"TURNOVER  by ALMULLA,NASSER",,,,,,,"TURNOVER  by ALMULLA,NASSER",1,turnover,,berry,"almulla,nasser",,"['graham,lake', 'whalen,mac', 'schulte,michael', 'almulla,nasser', 'marsh,cody']","['adams,frank', 'martin,vince', 'robertson,bryson', 'viterbo,steve', 'jackson,malcolm']",1152.0,berry,3,0,0.0
7,7,719,Young Harris,Berry,0,74-89,"44,45","33,41",20-4,3-21,,,02/18/12,4:05 p.m.,,"YHC Basketball Arena; Young Harris, Ga.",Win,2,False,801,False,18:48,"FOUL  by MARSH,CODY",,,,,,,"FOUL  by MARSH,CODY",1,foul,,berry,"marsh,cody",,"['graham,lake', 'whalen,mac', 'schulte,michael', 'almulla,nasser', 'marsh,cody']","['adams,frank', 'martin,vince', 'robertson,bryson', 'viterbo,steve', 'jackson,malcolm']",1128.0,young harris,4,0,0.0
8,8,719,Young Harris,Berry,0,74-89,"44,45","33,41",20-4,3-21,,,02/18/12,4:05 p.m.,,"YHC Basketball Arena; Young Harris, Ga.",Win,2,False,801,False,18:48,,0.0,,1.0,"GOOD FT by MARTIN,VINCE",YHC 0-1 (-1),,"GOOD FT by MARTIN,VINCE",1,free throw,good,young harris,"martin,vince",1.0,"['graham,lake', 'whalen,mac', 'schulte,michael', 'almulla,nasser', 'marsh,cody']","['adams,frank', 'martin,vince', 'robertson,bryson', 'viterbo,steve', 'jackson,malcolm']",1128.0,young harris,4,0,0.0
9,9,719,Young Harris,Berry,0,74-89,"44,45","33,41",20-4,3-21,,,02/18/12,4:05 p.m.,,"YHC Basketball Arena; Young Harris, Ga.",Win,2,False,801,False,18:48,,0.0,,2.0,"GOOD FT by MARTIN,VINCE",YHC 0-2 (-2),,"GOOD FT by MARTIN,VINCE",1,free throw,good,young harris,"martin,vince",1.0,"['graham,lake', 'whalen,mac', 'schulte,michael', 'almulla,nasser', 'marsh,cody']","['adams,frank', 'martin,vince', 'robertson,bryson', 'viterbo,steve', 'jackson,malcolm']",1128.0,young harris,4,0,0.0
