,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,PlayOfPoss
0,0,751,Centre College,Oglethorpe University,1,80-89,"41,48","29,51",20-5,17-10,,,02/23/13,6:00 PM,,"Alumni Gymnasium-Danville, KY",Win,2,False,538,False,19:35,"GOOD JUMPER by DAVIS,ALEX(in the paint)",2,,0,,OUM 2-0 (-2),,"GOOD JUMPER by DAVIS,ALEX(in the paint)",1,jumper,good,oglethorpe university,"davis,alex",2.0,"['jovaag,branden', 'molinet,christian', 'davis,alex', 'purdy,sam', 'kinney,jordan']","['scinta,blake', 'karsner,josh', 'ellis,bryon', 'taylor,chris', 'wesley,tyler']",1175.0,centre college,1,0,0.0,1
1,1,751,Centre College,Oglethorpe University,1,80-89,"41,48","29,51",20-5,17-10,,,02/23/13,6:00 PM,,"Alumni Gymnasium-Danville, KY",Win,2,False,538,False,19:08,,2,,0,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",1,layup,missed,centre college,"scinta,blake",,"['jovaag,branden', 'molinet,christian', 'davis,alex', 'purdy,sam', 'kinney,jordan']","['scinta,blake', 'karsner,josh', 'ellis,bryon', 'taylor,chris', 'wesley,tyler']",1148.0,centre college,1,0,0.0,0
2,2,751,Centre College,Oglethorpe University,1,80-89,"41,48","29,51",20-5,17-10,,,02/23/13,6:00 PM,,"Alumni Gymnasium-Danville, KY",Win,2,False,538,False,--,"REBOUND DEF by JOVAAG,BRANDEN",2,,0,,,,"REBOUND DEF by JOVAAG,BRANDEN",1,defensive rebound,,oglethorpe university,"jovaag,branden",,"['jovaag,branden', 'molinet,christian', 'davis,alex', 'purdy,sam', 'kinney,jordan']","['scinta,blake', 'karsner,josh', 'ellis,bryon', 'taylor,chris', 'wesley,tyler']",,centre college,1,0,0.0,0
3,3,751,Centre College,Oglethorpe University,1,80-89,"41,48","29,51",20-5,17-10,,,02/23/13,6:00 PM,,"Alumni Gymnasium-Danville, KY",Win,2,False,538,False,18:58,,2,,0,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",1,foul,,centre college,"wesley,tyler",,"['jovaag,branden', 'molinet,christian', 'davis,alex', 'purdy,sam', 'kinney,jordan']","['scinta,blake', 'karsner,josh', 'ellis,bryon', 'taylor,chris', 'wesley,tyler']",1138.0,oglethorpe university,2,0,0.0,1
4,4,751,Centre College,Oglethorpe University,1,80-89,"41,48","29,51",20-5,17-10,,,02/23/13,6:00 PM,,"Alumni Gymnasium-Danville, KY",Win,2,False,538,False,18:58,"MISS FT by DAVIS,ALEX",2,,0,,,,"MISS FT by DAVIS,ALEX",1,free throw,missed,oglethorpe university,"davis,alex",,"['jovaag,branden', 'molinet,christian', 'davis,alex', 'purdy,sam', 'kinney,jordan']","['scinta,blake', 'karsner,josh', 'ellis,bryon', 'taylor,chris', 'wesley,tyler']",1138.0,oglethorpe university,2,0,0.0,0
5,5,751,Centre College,Oglethorpe University,1,80-89,"41,48","29,51",20-5,17-10,,,02/23/13,6:00 PM,,"Alumni Gymnasium-Danville, KY",Win,2,False,538,False,--,REBOUND DEADB by TEAM,2,,0,,,,REBOUND DEADB by TEAM,1,deadball rebound,,oglethorpe university,,,"['jovaag,branden', 'molinet,christian', 'davis,alex', 'purdy,sam', 'kinney,jordan']","['scinta,blake', 'karsner,josh', 'ellis,bryon', 'taylor,chris', 'wesley,tyler']",,oglethorpe university,2,0,0.0,0
6,6,751,Centre College,Oglethorpe University,1,80-89,"41,48","29,51",20-5,17-10,,,02/23/13,6:00 PM,,"Alumni Gymnasium-Danville, KY",Win,2,False,538,False,18:58,"GOOD FT by DAVIS,ALEX",3,,0,,OUM 3-0 (-3),,"GOOD FT by DAVIS,ALEX",1,free throw,good,oglethorpe university,"davis,alex",1.0,"['jovaag,branden', 'molinet,christian', 'davis,alex', 'purdy,sam', 'kinney,jordan']","['scinta,blake', 'karsner,josh', 'ellis,bryon', 'taylor,chris', 'wesley,tyler']",1138.0,oglethorpe university,2,0,0.0,0
7,7,751,Centre College,Oglethorpe University,1,80-89,"41,48","29,51",20-5,17-10,,,02/23/13,6:00 PM,,"Alumni Gymnasium-Danville, KY",Win,2,False,538,False,18:38,,3,,0,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1,three pointer,missed,centre college,"karsner,josh",,"['jovaag,branden', 'molinet,christian', 'davis,alex', 'purdy,sam', 'kinney,jordan']","['scinta,blake', 'karsner,josh', 'ellis,bryon', 'taylor,chris', 'wesley,tyler']",1118.0,oglethorpe university,2,0,0.0,0
8,8,751,Centre College,Oglethorpe University,1,80-89,"41,48","29,51",20-5,17-10,,,02/23/13,6:00 PM,,"Alumni Gymnasium-Danville, KY",Win,2,False,538,False,--,"REBOUND DEF by KINNEY,JORDAN",3,,0,,,,"REBOUND DEF by KINNEY,JORDAN",1,defensive rebound,,oglethorpe university,"kinney,jordan",,"['jovaag,branden', 'molinet,christian', 'davis,alex', 'purdy,sam', 'kinney,jordan']","['scinta,blake', 'karsner,josh', 'ellis,bryon', 'taylor,chris', 'wesley,tyler']",,oglethorpe university,2,0,0.0,0
9,9,751,Centre College,Oglethorpe University,1,80-89,"41,48","29,51",20-5,17-10,,,02/23/13,6:00 PM,,"Alumni Gymnasium-Danville, KY",Win,2,False,538,False,18:25,"GOOD JUMPER by KINNEY,JORDAN",5,,0,,OUM 5-0 (-5),,"GOOD JUMPER by KINNEY,JORDAN",1,jumper,good,oglethorpe university,"kinney,jordan",2.0,"['jovaag,branden', 'molinet,christian', 'davis,alex', 'purdy,sam', 'kinney,jordan']","['scinta,blake', 'karsner,josh', 'ellis,bryon', 'taylor,chris', 'wesley,tyler']",1105.0,oglethorpe university,2,0,0.0,0
