,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,PlayOfPoss
0,0,731,Centre College,Transylvania Univers,0,64-70,"25,31,14","34,22,8",3-2,2-2,,,11/28/12,7:00 p.m.,,"Alumni Gymnasium @ Danville, Ky.",Win,3,True,413,False,19:42,"MISS 3PTR by FUDGE,NICK",,,,,,,"MISS 3PTR by FUDGE,NICK",1,three pointer,missed,transylvania univers,"fudge,nick",,"['spurlin,ethan', 'rash,brandon', 'meyer,barrett', 'stansberry,parker', 'fudge,nick']","['karsner,josh', 'ellis,bryon', 'whiteside,donovan', 'wesley,tyler', 'taylor,chris']",1182.0,centre college,1,0,0.0,1
1,1,731,Centre College,Transylvania Univers,0,64-70,"25,31,14","34,22,8",3-2,2-2,,,11/28/12,7:00 p.m.,,"Alumni Gymnasium @ Danville, Ky.",Win,3,True,413,False,--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1,defensive rebound,,centre college,"wesley,tyler",,"['spurlin,ethan', 'rash,brandon', 'meyer,barrett', 'stansberry,parker', 'fudge,nick']","['karsner,josh', 'ellis,bryon', 'whiteside,donovan', 'wesley,tyler', 'taylor,chris']",,centre college,1,0,0.0,0
2,2,731,Centre College,Transylvania Univers,0,64-70,"25,31,14","34,22,8",3-2,2-2,,,11/28/12,7:00 p.m.,,"Alumni Gymnasium @ Danville, Ky.",Win,3,True,413,False,19:17,,0.0,,2.0,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 0-2 (+2),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",1,layup,good,centre college,"whiteside,donovan",2.0,"['spurlin,ethan', 'rash,brandon', 'meyer,barrett', 'stansberry,parker', 'fudge,nick']","['karsner,josh', 'ellis,bryon', 'whiteside,donovan', 'wesley,tyler', 'taylor,chris']",1157.0,centre college,1,0,0.0,0
3,3,731,Centre College,Transylvania Univers,0,64-70,"25,31,14","34,22,8",3-2,2-2,,,11/28/12,7:00 p.m.,,"Alumni Gymnasium @ Danville, Ky.",Win,3,True,413,False,18:48,"GOOD 3PTR by MEYER,BARRETT",3.0,,2.0,,TRANSY 3-2 (-1),,"GOOD 3PTR by MEYER,BARRETT",1,three pointer,good,transylvania univers,"meyer,barrett",3.0,"['spurlin,ethan', 'rash,brandon', 'meyer,barrett', 'stansberry,parker', 'fudge,nick']","['karsner,josh', 'ellis,bryon', 'whiteside,donovan', 'wesley,tyler', 'taylor,chris']",1128.0,centre college,1,0,0.0,0
4,4,731,Centre College,Transylvania Univers,0,64-70,"25,31,14","34,22,8",3-2,2-2,,,11/28/12,7:00 p.m.,,"Alumni Gymnasium @ Danville, Ky.",Win,3,True,413,False,--,"ASSIST  by FUDGE,NICK",3.0,,2.0,,,,"ASSIST  by FUDGE,NICK",1,assist,,transylvania univers,"fudge,nick",,"['spurlin,ethan', 'rash,brandon', 'meyer,barrett', 'stansberry,parker', 'fudge,nick']","['karsner,josh', 'ellis,bryon', 'whiteside,donovan', 'wesley,tyler', 'taylor,chris']",,centre college,1,0,0.0,0
5,5,731,Centre College,Transylvania Univers,0,64-70,"25,31,14","34,22,8",3-2,2-2,,,11/28/12,7:00 p.m.,,"Alumni Gymnasium @ Danville, Ky.",Win,3,True,413,False,18:25,,3.0,,2.0,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1,three pointer,missed,centre college,"karsner,josh",,"['spurlin,ethan', 'rash,brandon', 'meyer,barrett', 'stansberry,parker', 'fudge,nick']","['karsner,josh', 'ellis,bryon', 'whiteside,donovan', 'wesley,tyler', 'taylor,chris']",1105.0,centre college,1,0,0.0,0
6,6,731,Centre College,Transylvania Univers,0,64-70,"25,31,14","34,22,8",3-2,2-2,,,11/28/12,7:00 p.m.,,"Alumni Gymnasium @ Danville, Ky.",Win,3,True,413,False,--,,3.0,,2.0,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",1,offensive rebound,,centre college,"wesley,tyler",,"['spurlin,ethan', 'rash,brandon', 'meyer,barrett', 'stansberry,parker', 'fudge,nick']","['karsner,josh', 'ellis,bryon', 'whiteside,donovan', 'wesley,tyler', 'taylor,chris']",,centre college,1,0,0.0,0
7,7,731,Centre College,Transylvania Univers,0,64-70,"25,31,14","34,22,8",3-2,2-2,,,11/28/12,7:00 p.m.,,"Alumni Gymnasium @ Danville, Ky.",Win,3,True,413,False,18:21,,3.0,,2.0,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",1,layup,missed,centre college,"wesley,tyler",,"['spurlin,ethan', 'rash,brandon', 'meyer,barrett', 'stansberry,parker', 'fudge,nick']","['karsner,josh', 'ellis,bryon', 'whiteside,donovan', 'wesley,tyler', 'taylor,chris']",1101.0,centre college,1,0,0.0,0
8,8,731,Centre College,Transylvania Univers,0,64-70,"25,31,14","34,22,8",3-2,2-2,,,11/28/12,7:00 p.m.,,"Alumni Gymnasium @ Danville, Ky.",Win,3,True,413,False,--,,3.0,,2.0,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",1,offensive rebound,,centre college,"wesley,tyler",,"['spurlin,ethan', 'rash,brandon', 'meyer,barrett', 'stansberry,parker', 'fudge,nick']","['karsner,josh', 'ellis,bryon', 'whiteside,donovan', 'wesley,tyler', 'taylor,chris']",,centre college,1,0,0.0,0
9,9,731,Centre College,Transylvania Univers,0,64-70,"25,31,14","34,22,8",3-2,2-2,,,11/28/12,7:00 p.m.,,"Alumni Gymnasium @ Danville, Ky.",Win,3,True,413,False,18:16,,3.0,,5.0,"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 3-5 (+2),,"GOOD 3PTR by ELLIS,BRYON",1,three pointer,good,centre college,"ellis,bryon",3.0,"['spurlin,ethan', 'rash,brandon', 'meyer,barrett', 'stansberry,parker', 'fudge,nick']","['karsner,josh', 'ellis,bryon', 'whiteside,donovan', 'wesley,tyler', 'taylor,chris']",1096.0,centre college,1,0,0.0,0
