Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
17:47,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",2
17:47,"BLOCK  by KINNEY,JORDAN",,,,,,,"BLOCK  by KINNEY,JORDAN",2
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",2
17:45,"TURNOVER  by KINNEY,JORDAN",,,,,,,"TURNOVER  by KINNEY,JORDAN",2
17:32,,36 (+9),,27,"GOOD 3PTR by STEELE,AARON",HC 36-27 (-9),,"GOOD 3PTR by STEELE,AARON",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
17:23,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",38 (+11),,27,,OUM 38-27 (-11),,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",2
17:01,,38 (+9),,29,"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 38-29 (-9),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
16:54,"GOOD 3PTR by PATRICK,DREW(fastbreak)",41 (+12),,29,,OUM 41-29 (-12),,"GOOD 3PTR by PATRICK,DREW(fastbreak)",2
--,"ASSIST  by DAVIS,ALEX",,,,,,,"ASSIST  by DAVIS,ALEX",2
16:29,,41 (+9),,32,"GOOD 3PTR by NIKOLOVSKI,DREW",HC 41-32 (-9),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
15:59,"MISS LAYUP by LAWRENCE,CHRIS",,,,,,,"MISS LAYUP by LAWRENCE,CHRIS",2
15:59,,,,,"BLOCK  by NIKOLOVSKI,DREW",,,"BLOCK  by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by LAWRENCE,CHRIS",,,,,,,"REBOUND OFF by LAWRENCE,CHRIS",2
15:57,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
15:57,"MISS FT by LAWRENCE,CHRIS",,,,,,,"MISS FT by LAWRENCE,CHRIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:57,"GOOD FT by LAWRENCE,CHRIS",42 (+10),,32,,OUM 42-32 (-10),,"GOOD FT by LAWRENCE,CHRIS",2
15:57,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
15:57,"SUB IN by WARDLAW,CHASE",,,,,,,"SUB IN by WARDLAW,CHASE",2
15:57,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
15:57,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
15:57,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
15:57,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
15:48,"FOUL  by BATES,ROMELLO",,,,,,,"FOUL  by BATES,ROMELLO",2
15:31,,42 (+8),,34,"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 42-34 (-8),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
--,,,,,"ASSIST  by VANCE,LUKE",,,"ASSIST  by VANCE,LUKE",2
15:29,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",2
15:29,,42 (+7),,35,"GOOD FT by OGLE,JOHN",HC 42-35 (-7),,"GOOD FT by OGLE,JOHN",2
15:26,"TURNOVER  by LAWRENCE,CHRIS",,,,,,,"TURNOVER  by LAWRENCE,CHRIS",2
15:25,,,,,"STEAL  by ALDOUS,HANK",,,"STEAL  by ALDOUS,HANK",2
15:24,,42 (+5),,37,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",HC 42-37 (-5),,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",2
15:01,"GOOD 3PTR by SMITH,CONNOR",45 (+8),,37,,OUM 45-37 (-8),,"GOOD 3PTR by SMITH,CONNOR",2
--,"ASSIST  by LAWRENCE,CHRIS",,,,,,,"ASSIST  by LAWRENCE,CHRIS",2
14:43,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
14:43,"BLOCK  by SIGRIST,CONNOR",,,,,,,"BLOCK  by SIGRIST,CONNOR",2
--,"REBOUND DEF by SIGRIST,CONNOR",,,,,,,"REBOUND DEF by SIGRIST,CONNOR",2
14:38,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
14:38,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
14:38,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
14:13,"GOOD LAYUP by BATES,ROMELLO(in the paint)",47 (+10),,37,,OUM 47-37 (-10),,"GOOD LAYUP by BATES,ROMELLO(in the paint)",2
13:56,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",2
--,"REBOUND DEF by SIGRIST,CONNOR",,,,,,,"REBOUND DEF by SIGRIST,CONNOR",2
13:32,"GOOD LAYUP by PATRICK,DREW(in the paint)",49 (+12),,37,,OUM 49-37 (-12),,"GOOD LAYUP by PATRICK,DREW(in the paint)",2
13:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:10,,49 (+9),,40,"GOOD 3PTR by NIKOLOVSKI,DREW",HC 49-40 (-9),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
13:06,"GOOD 3PTR by PATRICK,DREW",52 (+12),,40,,OUM 52-40 (-12),,"GOOD 3PTR by PATRICK,DREW",2
--,"ASSIST  by SMITH,CONNOR",,,,,,,"ASSIST  by SMITH,CONNOR",2
12:37,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,"REBOUND DEF by SIGRIST,CONNOR",,,,,,,"REBOUND DEF by SIGRIST,CONNOR",2
12:30,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
12:30,"SUB OUT by WARDLAW,CHASE",,,,,,,"SUB OUT by WARDLAW,CHASE",2
12:14,"GOOD 3PTR by SMITH,CONNOR",55 (+15),,40,,OUM 55-40 (-15),,"GOOD 3PTR by SMITH,CONNOR",2
--,"ASSIST  by SIGRIST,CONNOR",,,,,,,"ASSIST  by SIGRIST,CONNOR",2
11:49,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
11:39,"GOOD LAYUP by PATRICK,DREW(in the paint)",57 (+17),,40,,OUM 57-40 (-17),,"GOOD LAYUP by PATRICK,DREW(in the paint)",2
11:09,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by SIGRIST,CONNOR",,,,,,,"REBOUND DEF by SIGRIST,CONNOR",2
10:50,"GOOD 3PTR by SMITH,CONNOR",60 (+20),,40,,OUM 60-40 (-20),,"GOOD 3PTR by SMITH,CONNOR",2
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",2
10:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:37,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
10:37,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
10:20,"FOUL  by BATES,ROMELLO",,,,,,,"FOUL  by BATES,ROMELLO",2
10:20,,60 (+19),,41,"GOOD FT by VANCE,LUKE",HC 60-41 (-19),,"GOOD FT by VANCE,LUKE",2
10:20,,,,,"MISS FT by VANCE,LUKE",,,"MISS FT by VANCE,LUKE",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
10:20,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
10:20,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
10:00,"TURNOVER  by PATRICK,DREW",,,,,,,"TURNOVER  by PATRICK,DREW",2
09:59,,,,,"STEAL  by STEELE,AARON",,,"STEAL  by STEELE,AARON",2
09:56,,,,,"MISS JUMPER by STEELE,AARON",,,"MISS JUMPER by STEELE,AARON",2
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",2
09:53,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
09:36,"MISS JUMPER by BATES,ROMELLO",,,,,,,"MISS JUMPER by BATES,ROMELLO",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
09:14,,60 (+17),,43,"GOOD LAYUP by ALDOUS,HANK(in the paint)",HC 60-43 (-17),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
09:03,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",62 (+19),,43,,OUM 62-43 (-19),,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",2
--,"ASSIST  by DAVIS,ALEX",,,,,,,"ASSIST  by DAVIS,ALEX",2
08:51,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",2
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",2
08:45,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",64 (+21),,43,,OUM 64-43 (-21),,"GOOD LAYUP by DAVIS,ALEX(fastbreak)(in the paint)",2
08:29,"FOUL  by SMITH,CONNOR",,,,,,,"FOUL  by SMITH,CONNOR",2
08:29,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
08:29,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
08:29,"SUB IN by WARDLAW,CHASE",,,,,,,"SUB IN by WARDLAW,CHASE",2
08:29,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
08:29,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
08:29,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
08:16,,64 (+19),,45,"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 64-45 (-19),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by CONARD,ALEC",,,"ASSIST  by CONARD,ALEC",2
08:14,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
08:14,,64 (+18),,46,"GOOD FT by VANCE,LUKE",HC 64-46 (-18),,"GOOD FT by VANCE,LUKE",2
08:00,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
07:57,"FOUL  by WARDLAW,CHASE",,,,,,,"FOUL  by WARDLAW,CHASE",2
07:57,,,,,"MISS FT by CONARD,ALEC",,,"MISS FT by CONARD,ALEC",2
--,"REBOUND DEF by WARDLAW,CHASE",,,,,,,"REBOUND DEF by WARDLAW,CHASE",2
07:57,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
07:57,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
07:44,"MISS 3PTR by ANDINO,GEORGE",,,,,,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:21,,,,,"MISS JUMPER by ALDOUS,HANK",,,"MISS JUMPER by ALDOUS,HANK",2
07:21,"BLOCK  by KINNEY,JORDAN",,,,,,,"BLOCK  by KINNEY,JORDAN",2
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",2
07:18,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",2
07:08,,,,,"TURNOVER  by CONARD,ALEC",,,"TURNOVER  by CONARD,ALEC",2
07:07,"STEAL  by LAWRENCE,CHRIS",,,,,,,"STEAL  by LAWRENCE,CHRIS",2
06:41,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
06:41,,,,,"BLOCK  by VANCE,LUKE",,,"BLOCK  by VANCE,LUKE",2
--,"REBOUND OFF by WARDLAW,CHASE",,,,,,,"REBOUND OFF by WARDLAW,CHASE",2
06:35,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",66 (+20),,46,,OUM 66-46 (-20),,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",2
06:25,"FOUL  by LAWRENCE,CHRIS",,,,,,,"FOUL  by LAWRENCE,CHRIS",2
06:25,,66 (+19),,47,"GOOD FT by CONARD,ALEC",HC 66-47 (-19),,"GOOD FT by CONARD,ALEC",2
06:25,,66 (+18),,48,"GOOD FT by CONARD,ALEC",HC 66-48 (-18),,"GOOD FT by CONARD,ALEC",2
06:25,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
06:25,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
06:25,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
06:25,"SUB OUT by WARDLAW,CHASE",,,,,,,"SUB OUT by WARDLAW,CHASE",2
06:12,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
05:54,,,,,"TURNOVER  by CONARD,ALEC",,,"TURNOVER  by CONARD,ALEC",2
05:54,,,,,"FOUL  by CONARD,ALEC",,,"FOUL  by CONARD,ALEC",2
05:54,"SUB IN by WARDLAW,CHASE",,,,,,,"SUB IN by WARDLAW,CHASE",2
05:54,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
05:42,,,,,"BLOCK  by VANCE,LUKE",,,"BLOCK  by VANCE,LUKE",2
05:42,"MISS LAYUP by WARDLAW,CHASE",,,,,,,"MISS LAYUP by WARDLAW,CHASE",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
05:29,,66 (+16),,50,"GOOD LAYUP by CONARD,ALEC(in the paint)",HC 66-50 (-16),,"GOOD LAYUP by CONARD,ALEC(in the paint)",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
05:02,"MISS JUMPER by DAVIS,ALEX",,,,,,,"MISS JUMPER by DAVIS,ALEX",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
04:52,,66 (+14),,52,"GOOD LAYUP by CONARD,ALEC(in the paint)",HC 66-52 (-14),,"GOOD LAYUP by CONARD,ALEC(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
04:52,"FOUL  by WARDLAW,CHASE",,,,,,,"FOUL  by WARDLAW,CHASE",2
04:52,,,,,"MISS FT by CONARD,ALEC",,,"MISS FT by CONARD,ALEC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:52,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
04:52,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
04:52,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
04:52,"SUB OUT by WARDLAW,CHASE",,,,,,,"SUB OUT by WARDLAW,CHASE",2
04:45,"GOOD 3PTR by LAWRENCE,CHRIS(fastbreak)",69 (+17),,52,,OUM 69-52 (-17),,"GOOD 3PTR by LAWRENCE,CHRIS(fastbreak)",2
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",2
04:26,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
04:19,"MISS LAYUP by LAWRENCE,CHRIS",,,,,,,"MISS LAYUP by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
04:09,,69 (+15),,54,"GOOD JUMPER by ALDOUS,HANK(fastbreak)",HC 69-54 (-15),,"GOOD JUMPER by ALDOUS,HANK(fastbreak)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
03:57,"GOOD 3PTR by SMITH,CONNOR(fastbreak)",72 (+18),,54,,OUM 72-54 (-18),,"GOOD 3PTR by SMITH,CONNOR(fastbreak)",2
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",2
03:40,,,,,"MISS JUMPER by ALDOUS,HANK",,,"MISS JUMPER by ALDOUS,HANK",2
--,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",,,"REBOUND OFF by NIKOLOVSKI,DREW",2
03:32,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
03:25,"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",74 (+20),,54,,OUM 74-54 (-20),,"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",2
03:06,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
02:42,"MISS LAYUP by BATES,ROMELLO",,,,,,,"MISS LAYUP by BATES,ROMELLO",2
02:42,,,,,"BLOCK  by NIKOLOVSKI,DREW",,,"BLOCK  by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by BATES,ROMELLO",,,,,,,"REBOUND OFF by BATES,ROMELLO",2
02:34,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
02:25,,,,,"MISS JUMPER by VANCE,LUKE",,,"MISS JUMPER by VANCE,LUKE",2
--,,,,,"REBOUND OFF by ALDOUS,HANK",,,"REBOUND OFF by ALDOUS,HANK",2
02:22,,74 (+18),,56,"GOOD LAYUP by ALDOUS,HANK(in the paint)",HC 74-56 (-18),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
02:20,"FOUL  by SMITH,CONNOR",,,,,,,"FOUL  by SMITH,CONNOR",2
02:20,,74 (+17),,57,"GOOD FT by ALDOUS,HANK",HC 74-57 (-17),,"GOOD FT by ALDOUS,HANK",2
02:20,"SUB IN by JOHNSON,JONATHAN",,,,,,,"SUB IN by JOHNSON,JONATHAN",2
02:20,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
02:20,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
02:20,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
02:20,"SUB IN by OVERSTREET,SEAN",,,,,,,"SUB IN by OVERSTREET,SEAN",2
02:20,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
02:20,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
02:20,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
02:20,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
02:20,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
02:20,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
02:20,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
02:20,,,,,"SUB IN by BAKER,BRUCE",,,"SUB IN by BAKER,BRUCE",2
02:20,,,,,"SUB IN by SHEPPARD,MARK",,,"SUB IN by SHEPPARD,MARK",2
02:20,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",2
02:20,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
02:20,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
02:20,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
02:20,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
02:20,,,,,"SUB OUT by CONARD,ALEC",,,"SUB OUT by CONARD,ALEC",2
02:09,"MISS JUMPER by EDWARDS,JUSTIN",,,,,,,"MISS JUMPER by EDWARDS,JUSTIN",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
01:58,"FOUL  by OVERSTREET,SEAN",,,,,,,"FOUL  by OVERSTREET,SEAN",2
01:58,,74 (+16),,58,"GOOD FT by PARKER,BRYCE",HC 74-58 (-16),,"GOOD FT by PARKER,BRYCE",2
01:58,,,,,"MISS FT by PARKER,BRYCE",,,"MISS FT by PARKER,BRYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:55,"TURNOVER  by EDWARDS,JUSTIN",,,,,,,"TURNOVER  by EDWARDS,JUSTIN",2
01:54,,,,,"STEAL  by SHEPPARD,MARK",,,"STEAL  by SHEPPARD,MARK",2
01:44,"FOUL  by JOHNSON,JONATHAN",,,,,,,"FOUL  by JOHNSON,JONATHAN",2
01:44,,74 (+15),,59,"GOOD FT by LITTLEFIELD,GEAREN",HC 74-59 (-15),,"GOOD FT by LITTLEFIELD,GEAREN",2
01:44,,74 (+14),,60,"GOOD FT by LITTLEFIELD,GEAREN",HC 74-60 (-14),,"GOOD FT by LITTLEFIELD,GEAREN",2
01:33,"MISS LAYUP by EDWARDS,JUSTIN",,,,,,,"MISS LAYUP by EDWARDS,JUSTIN",2
--,,,,,"REBOUND DEF by CRISWELL,SEAN",,,"REBOUND DEF by CRISWELL,SEAN",2
01:17,"FOUL  by OVERSTREET,SEAN",,,,,,,"FOUL  by OVERSTREET,SEAN",2
01:17,,74 (+13),,61,"GOOD FT by LITTLEFIELD,GEAREN",HC 74-61 (-13),,"GOOD FT by LITTLEFIELD,GEAREN",2
01:17,,74 (+12),,62,"GOOD FT by LITTLEFIELD,GEAREN",HC 74-62 (-12),,"GOOD FT by LITTLEFIELD,GEAREN",2
01:17,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
01:17,"SUB IN by WARDLAW,CHASE",,,,,,,"SUB IN by WARDLAW,CHASE",2
01:17,"SUB OUT by JOHNSON,JONATHAN",,,,,,,"SUB OUT by JOHNSON,JONATHAN",2
01:17,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
01:12,"GOOD LAYUP by ROMAGUERA,COLE(fastbreak)(in the paint)",76 (+14),,62,,OUM 76-62 (-14),,"GOOD LAYUP by ROMAGUERA,COLE(fastbreak)(in the paint)",2
--,"ASSIST  by WARDLAW,CHASE",,,,,,,"ASSIST  by WARDLAW,CHASE",2
01:00,,,,,"MISS JUMPER by CRISWELL,SEAN",,,"MISS JUMPER by CRISWELL,SEAN",2
--,"REBOUND DEF by OVERSTREET,SEAN",,,,,,,"REBOUND DEF by OVERSTREET,SEAN",2
00:51,"GOOD LAYUP by WARDLAW,CHASE(fastbreak)(in the paint)",78 (+16),,62,,OUM 78-62 (-16),,"GOOD LAYUP by WARDLAW,CHASE(fastbreak)(in the paint)",2
--,"ASSIST  by WARDLAW,CHASE",,,,,,,"ASSIST  by WARDLAW,CHASE",2
00:41,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
00:37,,78 (+14),,64,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 78-64 (-14),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
00:35,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",2
00:23,"MISS 3PTR by OVERSTREET,SEAN",,,,,,,"MISS 3PTR by OVERSTREET,SEAN",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
00:14,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
00:11,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND OFF by CRISWELL,SEAN",,,"REBOUND OFF by CRISWELL,SEAN",2
00:04,,,,,"MISS LAYUP by CRISWELL,SEAN",,,"MISS LAYUP by CRISWELL,SEAN",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
00:02,,78 (+12),,66,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 78-66 (-12),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
