Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
16:43,"MISS 3PTR by HARVILLE,TYLER",,,,,,,"MISS 3PTR by HARVILLE,TYLER",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
16:32,"FOUL  by CHAYKOWSKY,ZACK",,,,,,,"FOUL  by CHAYKOWSKY,ZACK",1
16:32,,4,,5 (+1),"GOOD FT by OGLE,JOHN",HC 4-5 (+1),,"GOOD FT by OGLE,JOHN",1
16:32,,4,,6 (+2),"GOOD FT by OGLE,JOHN",HC 4-6 (+2),,"GOOD FT by OGLE,JOHN",1
16:32,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",1
16:32,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",1
16:32,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",1
16:32,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",1
16:15,,,,,"FOUL  by GUMM,GABE",,,"FOUL  by GUMM,GABE",1
16:07,"MISS 3PTR by MARDER,NICK",,,,,,,"MISS 3PTR by MARDER,NICK",1
--,,,,,"REBOUND DEF by GUMM,GABE",,,"REBOUND DEF by GUMM,GABE",1
15:55,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",1
15:55,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",1
15:55,,,,,"SUB OUT by GUMM,GABE",,,"SUB OUT by GUMM,GABE",1
15:46,,,,,"MISS JUMPER by VANCE,LUKE",,,"MISS JUMPER by VANCE,LUKE",1
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",1
15:42,,4,,8 (+4),"GOOD TIPIN by LITTLEFIELD,GEAREN(in the paint)",HC 4-8 (+4),,"GOOD TIPIN by LITTLEFIELD,GEAREN(in the paint)",1
15:32,"GOOD JUMPER by KORN,LUKAS(in the paint)",6,,8 (+2),,BCM 6-8 (+2),,"GOOD JUMPER by KORN,LUKAS(in the paint)",1
--,"ASSIST  by CHAYKOWSKY,ZACK",,,,,,,"ASSIST  by CHAYKOWSKY,ZACK",1
15:15,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",1
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",1
15:06,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",1
15:06,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",1
15:03,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",1
15:03,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",1
15:03,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",1
14:56,"MISS LAYUP by KORN,LUKAS",,,,,,,"MISS LAYUP by KORN,LUKAS",1
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",1
14:45,,,,,"TURNOVER  by VANCE,LUKE",,,"TURNOVER  by VANCE,LUKE",1
14:23,"MISS LAYUP by HARVILLE,TYLER",,,,,,,"MISS LAYUP by HARVILLE,TYLER",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
14:21,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",1
14:09,,6,,10 (+4),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 6-10 (+4),,"GOOD LAYUP by VANCE,LUKE(in the paint)",1
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",1
13:55,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",1
13:55,"GOOD FT by MARDER,NICK",7,,10 (+3),,BCM 7-10 (+3),,"GOOD FT by MARDER,NICK",1
13:55,"GOOD FT by MARDER,NICK",8,,10 (+2),,BCM 8-10 (+2),,"GOOD FT by MARDER,NICK",1
13:41,,8,,12 (+4),"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 8-12 (+4),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",1
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",1
13:24,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
13:11,,8,,14 (+6),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 8-14 (+6),,"GOOD LAYUP by VANCE,LUKE(in the paint)",1
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",1
13:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
13:09,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",1
13:09,"SUB OUT by CHAYKOWSKY,ZACK",,,,,,,"SUB OUT by CHAYKOWSKY,ZACK",1
13:09,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",1
13:09,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",1
13:09,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",1
13:09,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",1
13:09,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",1
13:09,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",1
12:56,"GOOD JUMPER by JACOBS,OWEN(in the paint)",10,,14 (+4),,BCM 10-14 (+4),,"GOOD JUMPER by JACOBS,OWEN(in the paint)",1
12:39,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
12:14,"GOOD JUMPER by CHAYKOWSKY,ZACK",12,,14 (+2),,BCM 12-14 (+2),,"GOOD JUMPER by CHAYKOWSKY,ZACK",1
12:01,,12,,16 (+4),"GOOD LAYUP by STEELE,AARON(fastbreak)(in the paint)",HC 12-16 (+4),,"GOOD LAYUP by STEELE,AARON(fastbreak)(in the paint)",1
11:45,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",1
11:45,"GOOD FT by JACOBS,OWEN",13,,16 (+3),,BCM 13-16 (+3),,"GOOD FT by JACOBS,OWEN",1
11:45,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
11:45,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",1
11:45,,,,,"SUB IN by GUMM,GABE",,,"SUB IN by GUMM,GABE",1
11:45,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
11:25,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",1
11:25,"BLOCK  by MARDER,NICK",,,,,,,"BLOCK  by MARDER,NICK",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
11:16,"MISS 3PTR by KORN,LUKAS",,,,,,,"MISS 3PTR by KORN,LUKAS",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
10:58,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",1
--,"REBOUND DEF by HARVILLE,TYLER",,,,,,,"REBOUND DEF by HARVILLE,TYLER",1
10:48,,,,,"FOUL  by GUMM,GABE",,,"FOUL  by GUMM,GABE",1
10:48,"GOOD FT by MARDER,NICK",14,,16 (+2),,BCM 14-16 (+2),,"GOOD FT by MARDER,NICK",1
10:48,"GOOD FT by MARDER,NICK",15,,16 (+1),,BCM 15-16 (+1),,"GOOD FT by MARDER,NICK",1
10:48,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",1
10:48,,,,,"SUB OUT by GUMM,GABE",,,"SUB OUT by GUMM,GABE",1
10:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
10:27,,15,,18 (+3),"GOOD LAYUP by VANCE,LUKE(fastbreak)(in the paint)",HC 15-18 (+3),,"GOOD LAYUP by VANCE,LUKE(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by OGLE,JOHN",,,"ASSIST  by OGLE,JOHN",1
10:10,"GOOD LAYUP by JACOBS,OWEN(in the paint)",17,,18 (+1),,BCM 17-18 (+1),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
--,"ASSIST  by HARVILLE,TYLER",,,,,,,"ASSIST  by HARVILLE,TYLER",1
09:55,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",1
09:42,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",1
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",1
09:38,"MISS JUMPER by JACOBS,OWEN",,,,,,,"MISS JUMPER by JACOBS,OWEN",1
09:38,,,,,"BLOCK  by ALDOUS,HANK",,,"BLOCK  by ALDOUS,HANK",1
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",1
09:31,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",1
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",1
09:28,,17,,20 (+3),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 17-20 (+3),,"GOOD LAYUP by VANCE,LUKE(in the paint)",1
09:27,"FOUL  by CHAYKOWSKY,ZACK",,,,,,,"FOUL  by CHAYKOWSKY,ZACK",1
09:27,,17,,21 (+4),"GOOD FT by VANCE,LUKE",HC 17-21 (+4),,"GOOD FT by VANCE,LUKE",1
09:01,"MISS JUMPER by HARVILLE,TYLER",,,,,,,"MISS JUMPER by HARVILLE,TYLER",1
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",1
08:59,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",1
08:59,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:59,"GOOD FT by JACOBS,OWEN",18,,21 (+3),,BCM 18-21 (+3),,"GOOD FT by JACOBS,OWEN",1
08:59,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",1
08:41,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",1
08:41,,18,,22 (+4),"GOOD FT by GARRETT,TRAVIS",HC 18-22 (+4),,"GOOD FT by GARRETT,TRAVIS",1
08:41,,18,,23 (+5),"GOOD FT by GARRETT,TRAVIS",HC 18-23 (+5),,"GOOD FT by GARRETT,TRAVIS",1
08:41,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",1
08:30,"MISS JUMPER by MARDER,NICK",,,,,,,"MISS JUMPER by MARDER,NICK",1
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",1
08:11,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",1
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",1
08:00,"MISS LAYUP by HARVILLE,TYLER",,,,,,,"MISS LAYUP by HARVILLE,TYLER",1
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",1
07:52,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",1
--,"REBOUND DEF by KORN,LUKAS",,,,,,,"REBOUND DEF by KORN,LUKAS",1
07:33,"MISS JUMPER by PARK,BRANDON",,,,,,,"MISS JUMPER by PARK,BRANDON",1
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",1
07:16,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
07:13,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
06:57,"MISS 3PTR by HARVILLE,TYLER",,,,,,,"MISS 3PTR by HARVILLE,TYLER",1
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",1
06:53,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",1
06:53,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",1
06:53,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",1
06:53,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",1
06:41,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",1
06:41,,18,,24 (+6),"GOOD FT by PARKER,BRYCE",HC 18-24 (+6),,"GOOD FT by PARKER,BRYCE",1
06:41,,18,,25 (+7),"GOOD FT by PARKER,BRYCE",HC 18-25 (+7),,"GOOD FT by PARKER,BRYCE",1
06:28,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",1
06:28,"MISS FT by MARDER,NICK",,,,,,,"MISS FT by MARDER,NICK",1
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",1
06:07,,,,,"TURNOVER  by PARKER,BRYCE",,,"TURNOVER  by PARKER,BRYCE",1
05:48,"MISS JUMPER by MARDER,NICK",,,,,,,"MISS JUMPER by MARDER,NICK",1
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",1
05:33,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",1
--,"REBOUND DEF by HARVILLE,TYLER",,,,,,,"REBOUND DEF by HARVILLE,TYLER",1
05:29,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",1
05:29,"GOOD FT by HARVILLE,TYLER",19,,25 (+6),,BCM 19-25 (+6),,"GOOD FT by HARVILLE,TYLER",1
05:29,"GOOD FT by HARVILLE,TYLER",20,,25 (+5),,BCM 20-25 (+5),,"GOOD FT by HARVILLE,TYLER",1
05:29,"SUB IN by POWELL,SAMUEL",,,,,,,"SUB IN by POWELL,SAMUEL",1
05:29,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",1
05:29,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",1
05:29,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",1
05:29,"SUB OUT by PARK,BRANDON",,,,,,,"SUB OUT by PARK,BRANDON",1
05:13,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",1
05:13,,,,,"MISS FT by OGLE,JOHN",,,"MISS FT by OGLE,JOHN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:13,,20,,26 (+6),"GOOD FT by OGLE,JOHN",HC 20-26 (+6),,"GOOD FT by OGLE,JOHN",1
05:13,,,,,"SUB IN by VANCE,LUKE",,,"SUB IN by VANCE,LUKE",1
05:13,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",1
05:13,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",1
05:13,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
04:59,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
04:51,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",1
--,,,,,"REBOUND OFF by STEELE,AARON",,,"REBOUND OFF by STEELE,AARON",1
04:46,,20,,28 (+8),"GOOD JUMPER by STEELE,AARON(fastbreak)(in the paint)",HC 20-28 (+8),,"GOOD JUMPER by STEELE,AARON(fastbreak)(in the paint)",1
04:37,"MISS LAYUP by HARVILLE,TYLER",,,,,,,"MISS LAYUP by HARVILLE,TYLER",1
--,,,,,"REBOUND DEF by PARKER,BRYCE",,,"REBOUND DEF by PARKER,BRYCE",1
04:30,,20,,30 (+10),"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",HC 20-30 (+10),,"GOOD LAYUP by ALDOUS,HANK(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by PARKER,BRYCE",,,"ASSIST  by PARKER,BRYCE",1
04:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
04:25,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",1
04:25,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",1
04:14,"MISS LAYUP by FORTE,MCCARTY",,,,,,,"MISS LAYUP by FORTE,MCCARTY",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
03:50,,,,,"MISS JUMPER by PARKER,BRYCE",,,"MISS JUMPER by PARKER,BRYCE",1
--,"REBOUND DEF by HARVILLE,TYLER",,,,,,,"REBOUND DEF by HARVILLE,TYLER",1
03:42,"TURNOVER  by HARVILLE,TYLER",,,,,,,"TURNOVER  by HARVILLE,TYLER",1
03:41,,,,,"STEAL  by ALDOUS,HANK",,,"STEAL  by ALDOUS,HANK",1
03:38,"FOUL  by HARVILLE,TYLER",,,,,,,"FOUL  by HARVILLE,TYLER",1
03:38,,20,,31 (+11),"GOOD FT by ALDOUS,HANK",HC 20-31 (+11),,"GOOD FT by ALDOUS,HANK",1
03:38,,,,,"MISS FT by ALDOUS,HANK",,,"MISS FT by ALDOUS,HANK",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
03:38,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",1
03:38,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",1
03:38,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",1
03:28,"MISS LAYUP by POWELL,SAMUEL",,,,,,,"MISS LAYUP by POWELL,SAMUEL",1
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",1
03:22,,20,,33 (+13),"GOOD LAYUP by GARRETT,TRAVIS(fastbreak)(in the paint)",HC 20-33 (+13),,"GOOD LAYUP by GARRETT,TRAVIS(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",1
03:12,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",1
03:12,"GOOD FT by JACOBS,OWEN",21,,33 (+12),,BCM 21-33 (+12),,"GOOD FT by JACOBS,OWEN",1
03:12,"GOOD FT by JACOBS,OWEN",22,,33 (+11),,BCM 22-33 (+11),,"GOOD FT by JACOBS,OWEN",1
02:54,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",1
02:54,"BLOCK  by KORN,LUKAS",,,,,,,"BLOCK  by KORN,LUKAS",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
02:38,"GOOD LAYUP by JACOBS,OWEN(in the paint)",24,,33 (+9),,BCM 24-33 (+9),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
--,"ASSIST  by PARK,BRANDON",,,,,,,"ASSIST  by PARK,BRANDON",1
02:14,,24,,36 (+12),"GOOD 3PTR by ALDOUS,HANK",HC 24-36 (+12),,"GOOD 3PTR by ALDOUS,HANK",1
--,,,,,"ASSIST  by OGLE,JOHN",,,"ASSIST  by OGLE,JOHN",1
02:01,"MISS JUMPER by PARK,BRANDON",,,,,,,"MISS JUMPER by PARK,BRANDON",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
01:51,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",1
01:51,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",1
01:36,"TURNOVER  by KORN,LUKAS",,,,,,,"TURNOVER  by KORN,LUKAS",1
01:36,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",1
01:36,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",1
01:21,,24,,38 (+14),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 24-38 (+14),,"GOOD LAYUP by VANCE,LUKE(in the paint)",1
00:58,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",1
00:58,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:58,"GOOD FT by JACOBS,OWEN",25,,38 (+13),,BCM 25-38 (+13),,"GOOD FT by JACOBS,OWEN",1
00:58,"SUB IN by THIGPEN,LOGAN",,,,,,,"SUB IN by THIGPEN,LOGAN",1
00:58,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",1
00:49,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",1
00:48,"STEAL  by PARK,BRANDON",,,,,,,"STEAL  by PARK,BRANDON",1
00:46,"MISS LAYUP by KORN,LUKAS",,,,,,,"MISS LAYUP by KORN,LUKAS",1
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",1
00:24,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
00:04,"MISS JUMPER by POWELL,SAMUEL",,,,,,,"MISS JUMPER by POWELL,SAMUEL",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
20:00,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
20:00,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
19:47,,,,,"TURNOVER  by NIKOLOVSKI,DREW",,,"TURNOVER  by NIKOLOVSKI,DREW",2
19:46,"STEAL  by HARVILLE,TYLER",,,,,,,"STEAL  by HARVILLE,TYLER",2
19:41,"MISS JUMPER by KORN,LUKAS",,,,,,,"MISS JUMPER by KORN,LUKAS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
19:10,,25,,40 (+15),"GOOD JUMPER by NIKOLOVSKI,DREW",HC 25-40 (+15),,"GOOD JUMPER by NIKOLOVSKI,DREW",2
18:57,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
18:55,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
18:55,"GOOD LAYUP by JACOBS,OWEN(in the paint)",27,,40 (+13),,BCM 27-40 (+13),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
