Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
17:21,,,,,"TURNOVER  by BATES,ROMELLO",,,"TURNOVER  by BATES,ROMELLO",2
17:12,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
16:51,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
16:47,,,,,"TURNOVER  by BATES,ROMELLO",,,"TURNOVER  by BATES,ROMELLO",2
16:47,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",2
16:47,,,,,"SUB OUT by BATES,ROMELLO",,,"SUB OUT by BATES,ROMELLO",2
16:24,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:12,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
15:54,"TURNOVER  by GUMM,GABE",,,,,,,"TURNOVER  by GUMM,GABE",2
15:53,,,,,"STEAL  by KINNEY,JORDAN",,,"STEAL  by KINNEY,JORDAN",2
15:48,,30,,46 (+16),"GOOD JUMPER by DAVIS,ALEX(fastbreak)(in the paint)",OUM 30-46 (-16),,"GOOD JUMPER by DAVIS,ALEX(fastbreak)(in the paint)",2
15:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:11,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
15:11,,,,,"BLOCK  by PATRICK,DREW",,,"BLOCK  by PATRICK,DREW",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
15:09,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
15:09,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
14:57,,,,,"TURNOVER  by SMITH,CONNOR",,,"TURNOVER  by SMITH,CONNOR",2
14:57,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
14:57,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",2
14:32,"GOOD JUMPER by OGLE,JOHN(in the paint)",32,,46 (+14),,HC 32-46 (-14),,"GOOD JUMPER by OGLE,JOHN(in the paint)",2
--,"ASSIST  by VANCE,LUKE",,,,,,,"ASSIST  by VANCE,LUKE",2
14:21,,,,,"MISS LAYUP by DAVIS,ALEX",,,"MISS LAYUP by DAVIS,ALEX",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
14:05,"GOOD 3PTR by ALDOUS,HANK",35,,46 (+11),,HC 35-46 (-11),,"GOOD 3PTR by ALDOUS,HANK",2
--,"ASSIST  by GUMM,GABE",,,,,,,"ASSIST  by GUMM,GABE",2
13:50,,35,,49 (+14),"GOOD 3PTR by PATRICK,DREW",OUM 35-49 (-14),,"GOOD 3PTR by PATRICK,DREW",2
--,,,,,"ASSIST  by WARDLAW,CHASE",,,"ASSIST  by WARDLAW,CHASE",2
13:46,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
13:46,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
13:46,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",2
13:46,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
13:33,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
13:20,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",2
13:00,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
12:54,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",2
12:54,,35,,50 (+15),"GOOD FT by BATES,ROMELLO",OUM 35-50 (-15),,"GOOD FT by BATES,ROMELLO",2
12:54,,35,,51 (+16),"GOOD FT by BATES,ROMELLO",OUM 35-51 (-16),,"GOOD FT by BATES,ROMELLO",2
12:31,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
12:30,,,,,"STEAL  by LAWRENCE,CHRIS",,,"STEAL  by LAWRENCE,CHRIS",2
12:19,,,,,"MISS LAYUP by PATRICK,DREW",,,"MISS LAYUP by PATRICK,DREW",2
--,,,,,"REBOUND OFF by BATES,ROMELLO",,,"REBOUND OFF by BATES,ROMELLO",2
12:12,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
12:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:03,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
12:03,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
11:51,"GOOD 3PTR by ALDOUS,HANK",38,,51 (+13),,HC 38-51 (-13),,"GOOD 3PTR by ALDOUS,HANK",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
11:24,,38,,53 (+15),"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",OUM 38-53 (-15),,"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",2
10:53,"MISS 3PTR by GUMM,GABE",,,,,,,"MISS 3PTR by GUMM,GABE",2
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",2
10:49,"GOOD LAYUP by VANCE,LUKE(in the paint)",40,,53 (+13),,HC 40-53 (-13),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
10:33,,40,,55 (+15),"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 40-55 (-15),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
10:09,"GOOD JUMPER by CONARD,ALEC",42,,55 (+13),,HC 42-55 (-13),,"GOOD JUMPER by CONARD,ALEC",2
09:48,,42,,57 (+15),"GOOD JUMPER by BATES,ROMELLO(in the paint)",OUM 42-57 (-15),,"GOOD JUMPER by BATES,ROMELLO(in the paint)",2
09:28,"MISS JUMPER by CONARD,ALEC",,,,,,,"MISS JUMPER by CONARD,ALEC",2
--,,,,,"REBOUND DEF by BATES,ROMELLO",,,"REBOUND DEF by BATES,ROMELLO",2
09:21,,42,,60 (+18),"GOOD 3PTR by PATRICK,DREW(fastbreak)",OUM 42-60 (-18),,"GOOD 3PTR by PATRICK,DREW(fastbreak)",2
--,,,,,"ASSIST  by BATES,ROMELLO",,,"ASSIST  by BATES,ROMELLO",2
09:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:12,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
09:12,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",2
09:12,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
09:12,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
09:12,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",2
09:12,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
08:58,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
08:58,,,,,"BLOCK  by DAVIS,ALEX",,,"BLOCK  by DAVIS,ALEX",2
--,"REBOUND OFF by GUMM,GABE",,,,,,,"REBOUND OFF by GUMM,GABE",2
08:56,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",2
08:44,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",2
08:40,"GOOD TIPIN by VANCE,LUKE(in the paint)",44,,60 (+16),,HC 44-60 (-16),,"GOOD TIPIN by VANCE,LUKE(in the paint)",2
08:27,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,"REBOUND DEF by GUMM,GABE",,,,,,,"REBOUND DEF by GUMM,GABE",2
08:14,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
08:04,,44,,62 (+18),"GOOD LAYUP by PATRICK,DREW(fastbreak)(in the paint)",OUM 44-62 (-18),,"GOOD LAYUP by PATRICK,DREW(fastbreak)(in the paint)",2
07:33,"MISS JUMPER by VANCE,LUKE",,,,,,,"MISS JUMPER by VANCE,LUKE",2
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",2
07:23,,44,,65 (+21),"GOOD 3PTR by PATRICK,DREW",OUM 44-65 (-21),,"GOOD 3PTR by PATRICK,DREW",2
--,,,,,"ASSIST  by LAWRENCE,CHRIS",,,"ASSIST  by LAWRENCE,CHRIS",2
07:06,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
06:46,,44,,68 (+24),"GOOD 3PTR by PATRICK,DREW",OUM 44-68 (-24),,"GOOD 3PTR by PATRICK,DREW",2
--,,,,,"ASSIST  by LAWRENCE,CHRIS",,,"ASSIST  by LAWRENCE,CHRIS",2
06:17,"MISS 3PTR by GUMM,GABE",,,,,,,"MISS 3PTR by GUMM,GABE",2
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",2
06:00,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
06:00,"BLOCK  by BARRETT,JORDAN",,,,,,,"BLOCK  by BARRETT,JORDAN",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
05:42,"MISS LAYUP by BARRETT,JORDAN",,,,,,,"MISS LAYUP by BARRETT,JORDAN",2
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",2
05:38,"GOOD LAYUP by VANCE,LUKE(in the paint)",46,,68 (+22),,HC 46-68 (-22),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
05:14,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
05:14,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
05:14,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
05:14,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
05:14,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
05:14,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",2
05:14,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
05:14,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
05:14,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
05:14,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
05:14,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
05:11,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
04:49,"GOOD LAYUP by VANCE,LUKE(in the paint)",48,,68 (+20),,HC 48-68 (-20),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
04:28,,,,,"MISS LAYUP by BATES,ROMELLO",,,"MISS LAYUP by BATES,ROMELLO",2
04:28,"BLOCK  by GARRETT,TRAVIS",,,,,,,"BLOCK  by GARRETT,TRAVIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:12,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by GUMM,GABE",,,,,,,"REBOUND OFF by GUMM,GABE",2
04:02,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",2
04:02,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
04:02,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
04:02,,,,,"SUB OUT by BATES,ROMELLO",,,"SUB OUT by BATES,ROMELLO",2
04:02,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",2
03:52,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",2
03:19,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
03:19,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
03:19,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
03:04,,48,,70 (+22),"GOOD LAYUP by SMITH,CONNOR(in the paint)",OUM 48-70 (-22),,"GOOD LAYUP by SMITH,CONNOR(in the paint)",2
02:48,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",2
02:48,,,,,"SUB IN by ROMAGUERA,COLE",,,"SUB IN by ROMAGUERA,COLE",2
02:48,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
02:37,,,,,"TURNOVER  by WARDLAW,CHASE",,,"TURNOVER  by WARDLAW,CHASE",2
02:29,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
02:16,,48,,73 (+25),"GOOD 3PTR by SMITH,CONNOR",OUM 48-73 (-25),,"GOOD 3PTR by SMITH,CONNOR",2
--,,,,,"ASSIST  by ROMAGUERA,COLE",,,"ASSIST  by ROMAGUERA,COLE",2
02:13,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:13,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
02:13,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
02:13,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
02:13,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
02:13,"SUB IN by BAKER,BRUCE",,,,,,,"SUB IN by BAKER,BRUCE",2
02:13,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
02:13,"SUB OUT by GUMM,GABE",,,,,,,"SUB OUT by GUMM,GABE",2
02:13,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
02:13,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
02:13,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
02:13,,,,,"SUB IN by MARCO,JOE",,,"SUB IN by MARCO,JOE",2
02:13,,,,,"SUB IN by JOHNSON,JONATHAN",,,"SUB IN by JOHNSON,JONATHAN",2
02:13,,,,,"SUB IN by EDWARDS,JUSTIN",,,"SUB IN by EDWARDS,JUSTIN",2
02:13,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
02:13,,,,,"SUB IN by OVERSTREET,SEAN",,,"SUB IN by OVERSTREET,SEAN",2
02:13,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
02:13,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
02:13,,,,,"SUB OUT by ROMAGUERA,COLE",,,"SUB OUT by ROMAGUERA,COLE",2
02:13,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
02:13,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
01:59,"GOOD LAYUP by STEELE,AARON(in the paint)",50,,73 (+23),,HC 50-73 (-23),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
01:46,,50,,75 (+25),"GOOD JUMPER by EDWARDS,JUSTIN",OUM 50-75 (-25),,"GOOD JUMPER by EDWARDS,JUSTIN",2
01:30,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND OFF by PARKER,BRYCE",,,,,,,"REBOUND OFF by PARKER,BRYCE",2
01:23,"TURNOVER  by PARKER,BRYCE",,,,,,,"TURNOVER  by PARKER,BRYCE",2
01:22,,,,,"STEAL  by ANDINO,GEORGE",,,"STEAL  by ANDINO,GEORGE",2
01:18,,,,,"MISS JUMPER by JOHNSON,JONATHAN",,,"MISS JUMPER by JOHNSON,JONATHAN",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
01:06,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",52,,75 (+23),,HC 52-75 (-23),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
01:05,,,,,"FOUL  by ANDINO,GEORGE",,,"FOUL  by ANDINO,GEORGE",2
01:05,"GOOD FT by LITTLEFIELD,GEAREN",53,,75 (+22),,HC 53-75 (-22),,"GOOD FT by LITTLEFIELD,GEAREN",2
00:47,"FOUL  by CRISWELL,SEAN",,,,,,,"FOUL  by CRISWELL,SEAN",2
00:47,,,,,"MISS FT by EDWARDS,JUSTIN",,,"MISS FT by EDWARDS,JUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:47,,,,,"MISS FT by EDWARDS,JUSTIN",,,"MISS FT by EDWARDS,JUSTIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:33,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
00:33,,,,,"BLOCK  by JOHNSON,JONATHAN",,,"BLOCK  by JOHNSON,JONATHAN",2
--,,,,,"REBOUND DEF by JOHNSON,JONATHAN",,,"REBOUND DEF by JOHNSON,JONATHAN",2
00:18,,53,,77 (+24),"GOOD JUMPER by EDWARDS,JUSTIN",OUM 53-77 (-24),,"GOOD JUMPER by EDWARDS,JUSTIN",2
00:04,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND DEF by OVERSTREET,SEAN",,,"REBOUND DEF by OVERSTREET,SEAN",2
