Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",1
16:50,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",1
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",1
16:45,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",1
--,"REBOUND OFF by ALDOUS,HANK",,,,,,,"REBOUND OFF by ALDOUS,HANK",1
16:41,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",1
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",1
16:34,"GOOD LAYUP by VANCE,LUKE(in the paint)",3,,4 (+1),,HC 3-4 (-1),,"GOOD LAYUP by VANCE,LUKE(in the paint)",1
16:33,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",1
16:33,"GOOD FT by VANCE,LUKE",4,,4,,HC 4-4 (0),,"GOOD FT by VANCE,LUKE",1
16:33,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",1
16:33,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",1
16:33,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
16:33,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
16:33,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
16:33,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
16:22,,4,,6 (+2),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 4-6 (-2),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
15:49,"MISS 3PTR by VANCE,LUKE",,,,,,,"MISS 3PTR by VANCE,LUKE",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
15:34,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",1
15:02,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",1
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",1
14:43,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",1
--,"REBOUND OFF by PARKER,BRYCE",,,,,,,"REBOUND OFF by PARKER,BRYCE",1
14:36,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",1
14:36,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",1
14:36,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",1
14:36,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",1
14:36,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",1
14:36,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
14:36,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
14:21,,4,,8 (+4),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 4-8 (-4),,"GOOD JUMPER by CARTER,KESHONN",1
--,,,,,"ASSIST ASSIST by WILLIAMS,JORDEN",,,"ASSIST ASSIST by WILLIAMS,JORDEN",1
14:04,"GOOD JUMPER by VANCE,LUKE(in the paint)",6,,8 (+2),,HC 6-8 (-2),,"GOOD JUMPER by VANCE,LUKE(in the paint)",1
13:42,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",1
13:41,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",1
13:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
13:41,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",1
13:41,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",1
13:41,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
13:41,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
13:23,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
13:13,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",1
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",1
13:10,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
13:10,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",1
13:10,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
12:55,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",1
12:55,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",1
12:40,,,,,"MISS FT by TURNER,BYRON",,,"MISS FT by TURNER,BYRON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
12:40,,6,,9 (+3),"GOOD FT by TURNER,BYRON",SEWANEE 6-9 (-3),,"GOOD FT by TURNER,BYRON",1
12:30,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",1
12:28,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",1
12:28,"SUB OUT by GUMM,GABE",,,,,,,"SUB OUT by GUMM,GABE",1
12:06,,6,,11 (+5),"GOOD JUMPER by CALDWELL,MARCELLUS",SEWANEE 6-11 (-5),,"GOOD JUMPER by CALDWELL,MARCELLUS",1
11:43,"MISS LAYUP by ALDOUS,HANK",,,,,,,"MISS LAYUP by ALDOUS,HANK",1
--,"REBOUND OFF by CONARD,ALEC",,,,,,,"REBOUND OFF by CONARD,ALEC",1
11:41,"GOOD LAYUP by CONARD,ALEC(in the paint)",8,,11 (+3),,HC 8-11 (-3),,"GOOD LAYUP by CONARD,ALEC(in the paint)",1
11:30,,8,,14 (+6),"GOOD 3PTR by BORN,LEO",SEWANEE 8-14 (-6),,"GOOD 3PTR by BORN,LEO",1
11:05,"GOOD 3PTR by GARRETT,TRAVIS",11,,14 (+3),,HC 11-14 (-3),,"GOOD 3PTR by GARRETT,TRAVIS",1
--,"ASSIST ASSIST by BARRETT,JORDAN",,,,,,,"ASSIST ASSIST by BARRETT,JORDAN",1
10:46,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",1
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",1
10:37,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",1
10:37,"GOOD FT by BARRETT,JORDAN",12,,14 (+2),,HC 12-14 (-2),,"GOOD FT by BARRETT,JORDAN",1
10:37,"GOOD FT by BARRETT,JORDAN",13,,14 (+1),,HC 13-14 (-1),,"GOOD FT by BARRETT,JORDAN",1
10:37,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
10:37,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
10:37,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
10:37,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
10:37,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",1
10:37,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
10:37,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
10:37,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
10:20,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",1
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",1
10:04,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",1
10:04,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",1
10:04,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",1
10:04,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
10:04,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
10:03,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",1
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",1
09:51,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",1
09:34,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
09:25,"FOUL  by ALDOUS,HANK",,,,,,,"FOUL  by ALDOUS,HANK",1
09:03,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",1
09:03,"SUB IN by GUMM,GABE",,,,,,,"SUB IN by GUMM,GABE",1
09:03,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",1
09:01,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",1
08:40,"MISS 3PTR by GUMM,GABE",,,,,,,"MISS 3PTR by GUMM,GABE",1
--,"REBOUND OFF by CONARD,ALEC",,,,,,,"REBOUND OFF by CONARD,ALEC",1
08:36,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
08:36,"GOOD FT by CONARD,ALEC",14,,14,,HC 14-14 (0),,"GOOD FT by CONARD,ALEC",1
08:36,"GOOD FT by CONARD,ALEC",15 (+1),,14,,HC 15-14 (+1),,"GOOD FT by CONARD,ALEC",1
08:36,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
08:36,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
08:10,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",1
08:10,,15,,15,"GOOD FT by TOME,MATT",SEWANEE 15-15 (0),,"GOOD FT by TOME,MATT",1
08:10,,15,,16 (+1),"GOOD FT by TOME,MATT",SEWANEE 15-16 (-1),,"GOOD FT by TOME,MATT",1
08:10,"SUB IN by VANCE,LUKE",,,,,,,"SUB IN by VANCE,LUKE",1
08:10,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",1
08:10,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",1
08:10,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",1
07:49,"GOOD LAYUP by VANCE,LUKE(in the paint)",17 (+1),,16,,HC 17-16 (+1),,"GOOD LAYUP by VANCE,LUKE(in the paint)",1
07:35,,17,,18 (+1),"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 17-18 (-1),,"GOOD JUMPER by WILLIAMS,JORDEN",1
07:16,"MISS JUMPER by CONARD,ALEC",,,,,,,"MISS JUMPER by CONARD,ALEC",1
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",1
07:05,,17,,20 (+3),"GOOD JUMPER by STONE,BRODY",SEWANEE 17-20 (-3),,"GOOD JUMPER by STONE,BRODY",1
--,,,,,"ASSIST ASSIST by WILLIAMS,JORDEN",,,"ASSIST ASSIST by WILLIAMS,JORDEN",1
06:47,"MISS JUMPER by VANCE,LUKE",,,,,,,"MISS JUMPER by VANCE,LUKE",1
--,"REBOUND OFF by ALDOUS,HANK",,,,,,,"REBOUND OFF by ALDOUS,HANK",1
06:41,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",1
06:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
06:39,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
06:39,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
06:38,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",1
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",1
06:19,"MISS 3PTR by GUMM,GABE",,,,,,,"MISS 3PTR by GUMM,GABE",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
06:16,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",1
06:16,,17,,21 (+4),"GOOD FT by BORN,LEO",SEWANEE 17-21 (-4),,"GOOD FT by BORN,LEO",1
06:16,,17,,22 (+5),"GOOD FT by BORN,LEO",SEWANEE 17-22 (-5),,"GOOD FT by BORN,LEO",1
05:58,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
05:41,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",1
05:41,,17,,23 (+6),"GOOD FT by CALDWELL,MARCELLUS",SEWANEE 17-23 (-6),,"GOOD FT by CALDWELL,MARCELLUS",1
05:41,,17,,24 (+7),"GOOD FT by CALDWELL,MARCELLUS",SEWANEE 17-24 (-7),,"GOOD FT by CALDWELL,MARCELLUS",1
05:27,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",1
05:27,"GOOD FT by CONARD,ALEC",18,,24 (+6),,HC 18-24 (-6),,"GOOD FT by CONARD,ALEC",1
05:27,"GOOD FT by CONARD,ALEC",19,,24 (+5),,HC 19-24 (-5),,"GOOD FT by CONARD,ALEC",1
05:07,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",1
04:58,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",1
04:56,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
04:56,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
04:38,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",1
04:23,"MISS LAYUP by ALDOUS,HANK",,,,,,,"MISS LAYUP by ALDOUS,HANK",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
04:16,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by GUMM,GABE",,,,,,,"REBOUND DEF by GUMM,GABE",1
03:59,"MISS DUNK by CONARD,ALEC",,,,,,,"MISS DUNK by CONARD,ALEC",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
03:36,,19,,26 (+7),"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 19-26 (-7),,"GOOD JUMPER by WILLIAMS,JORDEN",1
03:21,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
03:16,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,1
03:16,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",1
03:16,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",1
03:16,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",1
03:16,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",1
03:16,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
03:16,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
03:07,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",1
03:07,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",1
03:07,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
03:07,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
02:48,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",1
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",1
02:39,,19,,29 (+10),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 19-29 (-10),,"GOOD 3PTR by WILLIAMS,JORDEN",1
02:15,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,1
02:15,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",1
02:15,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
02:13,"GOOD 3PTR by GUMM,GABE",22,,29 (+7),,HC 22-29 (-7),,"GOOD 3PTR by GUMM,GABE",1
--,"ASSIST ASSIST by BARRETT,JORDAN",,,,,,,"ASSIST ASSIST by BARRETT,JORDAN",1
01:37,,22,,31 (+9),"GOOD JUMPER by STONE,BRODY(in the paint)",SEWANEE 22-31 (-9),,"GOOD JUMPER by STONE,BRODY(in the paint)",1
01:17,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",1
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",1
01:14,"MISS JUMPER by VANCE,LUKE",,,,,,,"MISS JUMPER by VANCE,LUKE",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
01:08,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by BARRETT,JORDAN",,,,,,,"REBOUND DEF by BARRETT,JORDAN",1
00:44,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",24,,31 (+7),,HC 24-31 (-7),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",1
00:04,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",1
00:04,,24,,32 (+8),"GOOD FT by BORN,CLAY",SEWANEE 24-32 (-8),,"GOOD FT by BORN,CLAY",1
00:04,,24,,33 (+9),"GOOD FT by BORN,CLAY",SEWANEE 24-33 (-9),,"GOOD FT by BORN,CLAY",1
20:00,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
20:00,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
19:41,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
19:27,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
19:23,"GOOD LAYUP by GUMM,GABE(fastbreak)(in the paint)",26,,33 (+7),,HC 26-33 (-7),,"GOOD LAYUP by GUMM,GABE(fastbreak)(in the paint)",2
18:57,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
18:45,"TURNOVER  by GUMM,GABE",,,,,,,"TURNOVER  by GUMM,GABE",2
18:41,,,,,"STEAL  by BROWN,SETH",,,"STEAL  by BROWN,SETH",2
18:30,,26,,35 (+9),"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 26-35 (-9),,"GOOD JUMPER by WILLIAMS,JORDEN",2
18:15,"GOOD JUMPER by NIKOLOVSKI,DREW",28,,35 (+7),,HC 28-35 (-7),,"GOOD JUMPER by NIKOLOVSKI,DREW",2
17:53,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
17:39,,28,,37 (+9),"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",SEWANEE 28-37 (-9),,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",2
17:17,"GOOD 3PTR by STEELE,AARON",31,,37 (+6),,HC 31-37 (-6),,"GOOD 3PTR by STEELE,AARON",2
--,"ASSIST ASSIST by CONARD,ALEC",,,,,,,"ASSIST ASSIST by CONARD,ALEC",2
16:47,,31,,39 (+8),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 31-39 (-8),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST ASSIST by TOME,MATT",,,"ASSIST ASSIST by TOME,MATT",2
16:34,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
16:33,"GOOD LAYUP by STEELE,AARON(in the paint)",33,,39 (+6),,HC 33-39 (-6),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
--,"ASSIST ASSIST by GUMM,GABE",,,,,,,"ASSIST ASSIST by GUMM,GABE",2
16:11,,33,,41 (+8),"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEWANEE 33-41 (-8),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
15:50,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",2
15:50,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",2
15:50,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",2
15:50,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
15:50,"SUB OUT by GUMM,GABE",,,,,,,"SUB OUT by GUMM,GABE",2
15:50,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
15:50,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
15:50,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
15:38,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
15:14,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
15:12,,,,,"STEAL  by CALDWELL,MARCELLUS",,,"STEAL  by CALDWELL,MARCELLUS",2
15:11,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",2
15:10,"STEAL  by BARRETT,JORDAN",,,,,,,"STEAL  by BARRETT,JORDAN",2
15:07,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
15:07,"GOOD FT by NIKOLOVSKI,DREW",34,,41 (+7),,HC 34-41 (-7),,"GOOD FT by NIKOLOVSKI,DREW",2
15:07,"GOOD FT by NIKOLOVSKI,DREW",35,,41 (+6),,HC 35-41 (-6),,"GOOD FT by NIKOLOVSKI,DREW",2
15:07,"MISS FT by NIKOLOVSKI,DREW",,,,,,,"MISS FT by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
15:07,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
15:07,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
15:07,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
15:07,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
15:07,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
15:07,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
14:50,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
14:49,"STEAL  by BARRETT,JORDAN",,,,,,,"STEAL  by BARRETT,JORDAN",2
14:45,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",2
14:45,"GOOD FT by BARRETT,JORDAN",36,,41 (+5),,HC 36-41 (-5),,"GOOD FT by BARRETT,JORDAN",2
14:45,"MISS FT by BARRETT,JORDAN",,,,,,,"MISS FT by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
14:45,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
14:45,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
14:17,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",2
