Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
16:30,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
16:10,"MISS JUMPER by PRATER,DALLAS",,,,,,,"MISS JUMPER by PRATER,DALLAS",2
16:10,,,,,"BLOCK  by ALDOUS,HANK",,,"BLOCK  by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
15:57,,22,,39 (+17),"GOOD JUMPER by OGLE,JOHN(in the paint)",HC 22-39 (+17),,"GOOD JUMPER by OGLE,JOHN(in the paint)",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
15:43,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
15:43,"MISS FT by AUBERT,DUSTIN",,,,,,,"MISS FT by AUBERT,DUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:43,"GOOD FT by AUBERT,DUSTIN",23,,39 (+16),,MILLSAPS 23-39 (+16),,"GOOD FT by AUBERT,DUSTIN",2
15:43,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
15:43,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
15:43,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
15:43,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
15:43,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
15:43,"SUB OUT by PRATER,DALLAS",,,,,,,"SUB OUT by PRATER,DALLAS",2
15:24,,23,,41 (+18),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 23-41 (+18),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by OGLE,JOHN",,,"ASSIST  by OGLE,JOHN",2
15:14,"MISS LAYUP by MOORE,MYLES",,,,,,,"MISS LAYUP by MOORE,MYLES",2
15:14,,,,,"BLOCK  by ALDOUS,HANK",,,"BLOCK  by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
14:48,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND DEF by MOORE,MYLES",,,,,,,"REBOUND DEF by MOORE,MYLES",2
14:34,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
14:16,,23,,43 (+20),"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 23-43 (+20),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
13:56,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",25,,43 (+18),,MILLSAPS 25-43 (+18),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
--,"ASSIST  by DETILLIEU,RYAN",,,,,,,"ASSIST  by DETILLIEU,RYAN",2
13:37,,25,,45 (+20),"GOOD LAYUP by STEELE,AARON(in the paint)",HC 25-45 (+20),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
--,,,,,"ASSIST  by VANCE,LUKE",,,"ASSIST  by VANCE,LUKE",2
13:11,"MISS JUMPER by MCSWAIN,JOSH",,,,,,,"MISS JUMPER by MCSWAIN,JOSH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:09,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
13:09,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
13:09,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
13:09,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
12:55,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
12:55,,25,,46 (+21),"GOOD FT by ALDOUS,HANK",HC 25-46 (+21),,"GOOD FT by ALDOUS,HANK",2
12:55,,,,,"MISS FT by ALDOUS,HANK",,,"MISS FT by ALDOUS,HANK",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
12:37,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
12:37,"GOOD FT by MOORE,MYLES",26,,46 (+20),,MILLSAPS 26-46 (+20),,"GOOD FT by MOORE,MYLES",2
12:37,"GOOD FT by MOORE,MYLES",27,,46 (+19),,MILLSAPS 27-46 (+19),,"GOOD FT by MOORE,MYLES",2
12:37,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
12:37,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
12:18,,27,,48 (+21),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 27-48 (+21),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",2
11:57,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,"REBOUND OFF by MOORE,MYLES",,,,,,,"REBOUND OFF by MOORE,MYLES",2
11:52,"GOOD LAYUP by MOORE,MYLES(in the paint)",29,,48 (+19),,MILLSAPS 29-48 (+19),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
11:40,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
11:30,,,,,"MISS 3PTR by OGLE,JOHN",,,"MISS 3PTR by OGLE,JOHN",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
11:17,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",31,,48 (+17),,MILLSAPS 31-48 (+17),,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",2
10:52,,,,,"MISS JUMPER by ALDOUS,HANK",,,"MISS JUMPER by ALDOUS,HANK",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
10:41,"GOOD LAYUP by MOORE,MYLES(in the paint)",33,,48 (+15),,MILLSAPS 33-48 (+15),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
10:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:29,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
10:29,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
10:29,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
10:29,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
10:07,,,,,"TURNOVER  by NIKOLOVSKI,DREW",,,"TURNOVER  by NIKOLOVSKI,DREW",2
09:57,"MISS LAYUP by AUBERT,DUSTIN",,,,,,,"MISS LAYUP by AUBERT,DUSTIN",2
09:57,,,,,"BLOCK  by OGLE,JOHN",,,"BLOCK  by OGLE,JOHN",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
09:34,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",2
09:31,"STEAL  by GAGEN,BRENNAN",,,,,,,"STEAL  by GAGEN,BRENNAN",2
09:24,"MISS LAYUP by MANCUSO,LOGAN",,,,,,,"MISS LAYUP by MANCUSO,LOGAN",2
09:24,,,,,"BLOCK  by VANCE,LUKE",,,"BLOCK  by VANCE,LUKE",2
--,"REBOUND OFF by GAGEN,BRENNAN",,,,,,,"REBOUND OFF by GAGEN,BRENNAN",2
09:16,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",2
--,"REBOUND OFF by ROBERTSON,MARC",,,,,,,"REBOUND OFF by ROBERTSON,MARC",2
09:12,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
09:11,,,,,"STEAL  by STEELE,AARON",,,"STEAL  by STEELE,AARON",2
08:48,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND DEF by DETILLIEU,RYAN",,,,,,,"REBOUND DEF by DETILLIEU,RYAN",2
08:42,"GOOD LAYUP by AUBERT,DUSTIN(fastbreak)(in the paint)",35,,48 (+13),,MILLSAPS 35-48 (+13),,"GOOD LAYUP by AUBERT,DUSTIN(fastbreak)(in the paint)",2
--,"ASSIST  by DETILLIEU,RYAN",,,,,,,"ASSIST  by DETILLIEU,RYAN",2
08:25,,,,,"MISS JUMPER by OGLE,JOHN",,,"MISS JUMPER by OGLE,JOHN",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
08:06,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
08:03,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
08:03,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
08:03,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
08:03,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
07:39,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
07:32,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
07:04,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
06:47,"MISS JUMPER by DETILLIEU,RYAN",,,,,,,"MISS JUMPER by DETILLIEU,RYAN",2
--,"REBOUND OFF by MANCUSO,LOGAN",,,,,,,"REBOUND OFF by MANCUSO,LOGAN",2
06:43,"MISS LAYUP by MANCUSO,LOGAN",,,,,,,"MISS LAYUP by MANCUSO,LOGAN",2
--,"REBOUND OFF by MANCUSO,LOGAN",,,,,,,"REBOUND OFF by MANCUSO,LOGAN",2
06:43,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
06:43,"MISS FT by MANCUSO,LOGAN",,,,,,,"MISS FT by MANCUSO,LOGAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:43,"MISS FT by MANCUSO,LOGAN",,,,,,,"MISS FT by MANCUSO,LOGAN",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
06:43,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
06:43,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",2
06:43,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
06:43,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
06:43,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
06:43,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
06:24,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
06:24,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
06:22,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
06:17,,,,,"MISS JUMPER by VANCE,LUKE",,,"MISS JUMPER by VANCE,LUKE",2
06:17,"BLOCK  by MCSWAIN,JOSH",,,,,,,"BLOCK  by MCSWAIN,JOSH",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
06:14,"FOUL  by MCSWAIN,JOSH",,,,,,,"FOUL  by MCSWAIN,JOSH",2
06:11,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
06:04,,35,,50 (+15),"GOOD LAYUP by NIKOLOVSKI,DREW(in the paint)",HC 35-50 (+15),,"GOOD LAYUP by NIKOLOVSKI,DREW(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
05:53,"MISS 3PTR by MOORE,MYLES",,,,,,,"MISS 3PTR by MOORE,MYLES",2
--,"REBOUND OFF by DETILLIEU,RYAN",,,,,,,"REBOUND OFF by DETILLIEU,RYAN",2
05:47,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
05:36,,,,,"FOUL  by VANCE,LUKE",,,"FOUL  by VANCE,LUKE",2
05:36,"GOOD FT by ATKINSON,QUINN",36,,50 (+14),,MILLSAPS 36-50 (+14),,"GOOD FT by ATKINSON,QUINN",2
05:36,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
05:17,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
05:14,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by DETILLIEU,RYAN",,,,,,,"REBOUND DEF by DETILLIEU,RYAN",2
05:07,"GOOD 3PTR by DETILLIEU,RYAN",39,,50 (+11),,MILLSAPS 39-50 (+11),,"GOOD 3PTR by DETILLIEU,RYAN",2
05:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:47,,39,,53 (+14),"GOOD 3PTR by ALDOUS,HANK",HC 39-53 (+14),,"GOOD 3PTR by ALDOUS,HANK",2
--,,,,,"ASSIST  by VANCE,LUKE",,,"ASSIST  by VANCE,LUKE",2
04:31,"GOOD LAYUP by MOORE,MYLES(in the paint)",41,,53 (+12),,MILLSAPS 41-53 (+12),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",2
04:03,,,,,"MISS JUMPER by ALDOUS,HANK",,,"MISS JUMPER by ALDOUS,HANK",2
04:03,"BLOCK  by PRATER,DALLAS",,,,,,,"BLOCK  by PRATER,DALLAS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:59,,41,,55 (+14),"GOOD JUMPER by NIKOLOVSKI,DREW(in the paint)",HC 41-55 (+14),,"GOOD JUMPER by NIKOLOVSKI,DREW(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
03:32,"MISS LAYUP by AUBERT,DUSTIN",,,,,,,"MISS LAYUP by AUBERT,DUSTIN",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
03:19,,,,,"MISS JUMPER by STEELE,AARON",,,"MISS JUMPER by STEELE,AARON",2
03:19,"BLOCK  by PRATER,DALLAS",,,,,,,"BLOCK  by PRATER,DALLAS",2
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",2
03:14,"MISS LAYUP by MOORE,MYLES",,,,,,,"MISS LAYUP by MOORE,MYLES",2
03:14,,,,,"BLOCK  by VANCE,LUKE",,,"BLOCK  by VANCE,LUKE",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
02:53,,,,,"MISS JUMPER by ALDOUS,HANK",,,"MISS JUMPER by ALDOUS,HANK",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
02:44,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",2
--,"REBOUND OFF by ATKINSON,QUINN",,,,,,,"REBOUND OFF by ATKINSON,QUINN",2
02:38,"GOOD 3PTR by PRATER,DALLAS",44,,55 (+11),,MILLSAPS 44-55 (+11),,"GOOD 3PTR by PRATER,DALLAS",2
--,"ASSIST  by ATKINSON,QUINN",,,,,,,"ASSIST  by ATKINSON,QUINN",2
02:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:34,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
02:34,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
02:34,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
02:34,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
02:34,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
02:34,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
02:34,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
02:17,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
01:49,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
01:22,,44,,57 (+13),"GOOD LAYUP by VANCE,LUKE(in the paint)",HC 44-57 (+13),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
01:07,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
00:54,,44,,59 (+15),"GOOD LAYUP by STEELE,AARON(in the paint)",HC 44-59 (+15),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
00:53,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:53,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
00:53,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
00:53,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
00:53,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
00:53,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
00:46,"MISS LAYUP by DETILLIEU,RYAN",,,,,,,"MISS LAYUP by DETILLIEU,RYAN",2
00:46,,,,,"BLOCK  by ALDOUS,HANK",,,"BLOCK  by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
00:07,,,,,"MISS 3PTR by VANCE,LUKE",,,"MISS 3PTR by VANCE,LUKE",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
