Time Remaining,FUM,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
16:51,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:40,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",2
--,"REBOUND DEF by JOHNSON,EVAN",,,,,,,"REBOUND DEF by JOHNSON,EVAN",2
16:36,"TURNOVER  by JOHNSON,EVAN",,,,,,,"TURNOVER  by JOHNSON,EVAN",2
16:35,,,,,"STEAL  by ALDOUS,HANK",,,"STEAL  by ALDOUS,HANK",2
16:33,"FOUL  by JOHNSON,EVAN",,,,,,,"FOUL  by JOHNSON,EVAN",2
16:33,,,,,"MISS FT by BARRETT,JORDAN",,,"MISS FT by BARRETT,JORDAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:33,,,,,"MISS FT by BARRETT,JORDAN",,,"MISS FT by BARRETT,JORDAN",2
--,,,,,"REBOUND OFF by VANCE,LUKE",,,"REBOUND OFF by VANCE,LUKE",2
16:33,"SUB IN by WELCH,BLAKE",,,,,,,"SUB IN by WELCH,BLAKE",2
16:33,"SUB OUT by JOHNSON,EVAN",,,,,,,"SUB OUT by JOHNSON,EVAN",2
16:30,"FOUL  by SCHIRMER,COLIN",,,,,,,"FOUL  by SCHIRMER,COLIN",2
16:30,,,,,"MISS FT by VANCE,LUKE",,,"MISS FT by VANCE,LUKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:30,,,,,"MISS FT by VANCE,LUKE",,,"MISS FT by VANCE,LUKE",2
--,"REBOUND DEF by LAKE,JACK",,,,,,,"REBOUND DEF by LAKE,JACK",2
16:30,"SUB IN by LAKE,JACK",,,,,,,"SUB IN by LAKE,JACK",2
16:30,"SUB OUT by SCHIRMER,COLIN",,,,,,,"SUB OUT by SCHIRMER,COLIN",2
16:08,"TURNOVER  by LAKE,JACK",,,,,,,"TURNOVER  by LAKE,JACK",2
16:07,,,,,"STEAL  by BARRETT,JORDAN",,,"STEAL  by BARRETT,JORDAN",2
16:01,,33,,41 (+8),"GOOD LAYUP by BARRETT,JORDAN(fastbreak)(in the paint)",HC 33-41 (+8),,"GOOD LAYUP by BARRETT,JORDAN(fastbreak)(in the paint)",2
15:40,,,,,"FOUL  by BARRETT,JORDAN",,,"FOUL  by BARRETT,JORDAN",2
15:40,"MISS FT by DJONA,LELIS",,,,,,,"MISS FT by DJONA,LELIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:40,"GOOD FT by DJONA,LELIS",34,,41 (+7),,FUM 34-41 (+7),,"GOOD FT by DJONA,LELIS",2
15:24,,,,,"MISS 3PTR by BARRETT,JORDAN",,,"MISS 3PTR by BARRETT,JORDAN",2
--,"REBOUND DEF by BAKIS,ORKAN",,,,,,,"REBOUND DEF by BAKIS,ORKAN",2
15:12,"GOOD LAYUP by WELCH,BLAKE(in the paint)",36,,41 (+5),,FUM 36-41 (+5),,"GOOD LAYUP by WELCH,BLAKE(in the paint)",2
15:00,,,,,"MISS JUMPER by GUMM,GABE",,,"MISS JUMPER by GUMM,GABE",2
--,"REBOUND DEF by LAKE,JACK",,,,,,,"REBOUND DEF by LAKE,JACK",2
14:34,"GOOD 3PTR by BAKIS,ORKAN",39,,41 (+2),,FUM 39-41 (+2),,"GOOD 3PTR by BAKIS,ORKAN",2
14:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:22,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
14:22,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",2
14:14,"FOUL  by LAKE,JACK",,,,,,,"FOUL  by LAKE,JACK",2
14:14,,,,,"MISS FT by VANCE,LUKE",,,"MISS FT by VANCE,LUKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:14,,39,,42 (+3),"GOOD FT by VANCE,LUKE",HC 39-42 (+3),,"GOOD FT by VANCE,LUKE",2
13:58,,,,,"FOUL  by GUMM,GABE",,,"FOUL  by GUMM,GABE",2
13:58,"MISS FT by WILLIAMS,K TYLER",,,,,,,"MISS FT by WILLIAMS,K TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:58,"GOOD FT by WILLIAMS,K TYLER",40,,42 (+2),,FUM 40-42 (+2),,"GOOD FT by WILLIAMS,K TYLER",2
13:48,,40,,44 (+4),"GOOD LAYUP by ALDOUS,HANK(in the paint)",HC 40-44 (+4),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,,,,,"ASSIST  by VANCE,LUKE",,,"ASSIST  by VANCE,LUKE",2
13:18,"GOOD LAYUP by DJONA,LELIS(in the paint)",42,,44 (+2),,FUM 42-44 (+2),,"GOOD LAYUP by DJONA,LELIS(in the paint)",2
--,"ASSIST  by WILLIAMS,K TYLER",,,,,,,"ASSIST  by WILLIAMS,K TYLER",2
13:07,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:50,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by BAKIS,ORKAN",,,,,,,"REBOUND DEF by BAKIS,ORKAN",2
12:29,"MISS 3PTR by BAKIS,ORKAN",,,,,,,"MISS 3PTR by BAKIS,ORKAN",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
12:22,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
12:21,"STEAL  by BAKIS,ORKAN",,,,,,,"STEAL  by BAKIS,ORKAN",2
12:18,"MISS LAYUP by WILLIAMS,K TYLER",,,,,,,"MISS LAYUP by WILLIAMS,K TYLER",2
--,"REBOUND OFF by DJONA,LELIS",,,,,,,"REBOUND OFF by DJONA,LELIS",2
12:12,"TURNOVER  by DJONA,LELIS",,,,,,,"TURNOVER  by DJONA,LELIS",2
12:11,,,,,"STEAL  by VANCE,LUKE",,,"STEAL  by VANCE,LUKE",2
12:04,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",2
--,"REBOUND DEF by LAKE,JACK",,,,,,,"REBOUND DEF by LAKE,JACK",2
11:57,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:57,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",2
11:57,"SUB IN by SCHIRMER,COLIN",,,,,,,"SUB IN by SCHIRMER,COLIN",2
11:57,"SUB OUT by LAKE,JACK",,,,,,,"SUB OUT by LAKE,JACK",2
11:57,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",2
11:57,,,,,"SUB IN by BARRETT,JORDAN",,,"SUB IN by BARRETT,JORDAN",2
11:57,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
11:53,"GOOD JUMPER by WELCH,BLAKE",44,,44,,FUM 44-44 (0),,"GOOD JUMPER by WELCH,BLAKE",2
11:35,,44,,47 (+3),"GOOD 3PTR by NIKOLOVSKI,DREW",HC 44-47 (+3),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
11:35,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
11:35,,,,,"SUB OUT by GUMM,GABE",,,"SUB OUT by GUMM,GABE",2
11:35,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",2
11:35,,,,,"SUB OUT by VANCE,LUKE",,,"SUB OUT by VANCE,LUKE",2
11:32,"TURNOVER  by RUCKER,DARIUS",,,,,,,"TURNOVER  by RUCKER,DARIUS",2
11:21,"SUB IN by MCDOWELL,GARRETT",,,,,,,"SUB IN by MCDOWELL,GARRETT",2
11:21,"SUB OUT by BAKIS,ORKAN",,,,,,,"SUB OUT by BAKIS,ORKAN",2
11:06,,,,,"MISS JUMPER by CONARD,ALEC",,,"MISS JUMPER by CONARD,ALEC",2
--,"REBOUND DEF by SCHIRMER,COLIN",,,,,,,"REBOUND DEF by SCHIRMER,COLIN",2
10:59,"MISS LAYUP by WELCH,BLAKE",,,,,,,"MISS LAYUP by WELCH,BLAKE",2
--,"REBOUND OFF by WELCH,BLAKE",,,,,,,"REBOUND OFF by WELCH,BLAKE",2
10:53,"MISS LAYUP by SCHIRMER,COLIN",,,,,,,"MISS LAYUP by SCHIRMER,COLIN",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
10:37,,,,,"MISS LAYUP by BARRETT,JORDAN",,,"MISS LAYUP by BARRETT,JORDAN",2
--,,,,,"REBOUND OFF by ALDOUS,HANK",,,"REBOUND OFF by ALDOUS,HANK",2
10:33,,,,,"MISS TIPIN by ALDOUS,HANK",,,"MISS TIPIN by ALDOUS,HANK",2
--,"REBOUND DEF by WELCH,BLAKE",,,,,,,"REBOUND DEF by WELCH,BLAKE",2
10:20,"MISS JUMPER by WELCH,BLAKE",,,,,,,"MISS JUMPER by WELCH,BLAKE",2
--,"REBOUND OFF by MCDOWELL,GARRETT",,,,,,,"REBOUND OFF by MCDOWELL,GARRETT",2
10:16,"GOOD LAYUP by MCDOWELL,GARRETT(in the paint)",46,,47 (+1),,FUM 46-47 (+1),,"GOOD LAYUP by MCDOWELL,GARRETT(in the paint)",2
10:01,,46,,50 (+4),"GOOD 3PTR by ALDOUS,HANK",HC 46-50 (+4),,"GOOD 3PTR by ALDOUS,HANK",2
--,,,,,"ASSIST  by CONARD,ALEC",,,"ASSIST  by CONARD,ALEC",2
09:52,"TURNOVER  by RUCKER,DARIUS",,,,,,,"TURNOVER  by RUCKER,DARIUS",2
09:51,,,,,"STEAL  by ALDOUS,HANK",,,"STEAL  by ALDOUS,HANK",2
09:42,,46,,52 (+6),"GOOD LAYUP by CONARD,ALEC(in the paint)",HC 46-52 (+6),,"GOOD LAYUP by CONARD,ALEC(in the paint)",2
--,,,,,"ASSIST  by BARRETT,JORDAN",,,"ASSIST  by BARRETT,JORDAN",2
09:07,"GOOD JUMPER by SCHIRMER,COLIN",48,,52 (+4),,FUM 48-52 (+4),,"GOOD JUMPER by SCHIRMER,COLIN",2
--,"ASSIST  by RUCKER,DARIUS",,,,,,,"ASSIST  by RUCKER,DARIUS",2
08:47,,,,,"MISS JUMPER by VANCE,LUKE",,,"MISS JUMPER by VANCE,LUKE",2
--,,,,,"REBOUND OFF by CONARD,ALEC",,,"REBOUND OFF by CONARD,ALEC",2
08:36,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",2
--,,,,,"REBOUND OFF by CONARD,ALEC",,,"REBOUND OFF by CONARD,ALEC",2
08:33,"FOUL  by RUCKER,DARIUS",,,,,,,"FOUL  by RUCKER,DARIUS",2
08:18,,48,,53 (+5),"GOOD FT by CONARD,ALEC",HC 48-53 (+5),,"GOOD FT by CONARD,ALEC",2
08:18,,48,,54 (+6),"GOOD FT by CONARD,ALEC",HC 48-54 (+6),,"GOOD FT by CONARD,ALEC",2
08:18,"SUB IN by DORHAUER,RICHARD",,,,,,,"SUB IN by DORHAUER,RICHARD",2
08:18,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",2
08:18,"SUB IN by LAKE,JACK",,,,,,,"SUB IN by LAKE,JACK",2
08:18,"SUB OUT by WILLIAMS,K TYLER",,,,,,,"SUB OUT by WILLIAMS,K TYLER",2
08:18,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",2
08:18,"SUB OUT by SCHIRMER,COLIN",,,,,,,"SUB OUT by SCHIRMER,COLIN",2
08:18,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
08:18,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
07:49,"MISS JUMPER by LAKE,JACK",,,,,,,"MISS JUMPER by LAKE,JACK",2
--,,,,,"REBOUND DEF by CONARD,ALEC",,,"REBOUND DEF by CONARD,ALEC",2
07:32,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
07:32,"BLOCK  by LAKE,JACK",,,,,,,"BLOCK  by LAKE,JACK",2
--,,,,,"REBOUND OFF by BARRETT,JORDAN",,,"REBOUND OFF by BARRETT,JORDAN",2
07:23,,,,,"TURNOVER  by BARRETT,JORDAN",,,"TURNOVER  by BARRETT,JORDAN",2
07:22,,,,,"STEAL  by CONARD,ALEC",,,"STEAL  by CONARD,ALEC",2
07:22,"FOUL  by LAKE,JACK",,,,,,,"FOUL  by LAKE,JACK",2
07:22,,48,,55 (+7),"GOOD FT by VANCE,LUKE",HC 48-55 (+7),,"GOOD FT by VANCE,LUKE",2
07:22,,48,,56 (+8),"GOOD FT by VANCE,LUKE",HC 48-56 (+8),,"GOOD FT by VANCE,LUKE",2
07:22,"SUB IN by JOHNSON,EVAN",,,,,,,"SUB IN by JOHNSON,EVAN",2
07:22,"SUB OUT by WELCH,BLAKE",,,,,,,"SUB OUT by WELCH,BLAKE",2
07:10,"GOOD JUMPER by JOHNSON,EVAN",50,,56 (+6),,FUM 50-56 (+6),,"GOOD JUMPER by JOHNSON,EVAN",2
--,"ASSIST  by MCDOWELL,GARRETT",,,,,,,"ASSIST  by MCDOWELL,GARRETT",2
06:54,"SUB IN by BAKIS,ORKAN",,,,,,,"SUB IN by BAKIS,ORKAN",2
06:54,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",2
06:50,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND OFF by BARRETT,JORDAN",,,"REBOUND OFF by BARRETT,JORDAN",2
06:34,,,,,"MISS LAYUP by GARRETT,TRAVIS",,,"MISS LAYUP by GARRETT,TRAVIS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:31,,,,,"MISS 3PTR by CONARD,ALEC",,,"MISS 3PTR by CONARD,ALEC",2
--,"REBOUND DEF by MCDOWELL,GARRETT",,,,,,,"REBOUND DEF by MCDOWELL,GARRETT",2
06:13,"MISS LAYUP by BAKIS,ORKAN",,,,,,,"MISS LAYUP by BAKIS,ORKAN",2
--,"REBOUND OFF by MCDOWELL,GARRETT",,,,,,,"REBOUND OFF by MCDOWELL,GARRETT",2
06:12,,,,,"FOUL  by CONARD,ALEC",,,"FOUL  by CONARD,ALEC",2
06:12,"GOOD FT by MCDOWELL,GARRETT",51,,56 (+5),,FUM 51-56 (+5),,"GOOD FT by MCDOWELL,GARRETT",2
06:07,"MISS FT by MCDOWELL,GARRETT",,,,,,,"MISS FT by MCDOWELL,GARRETT",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
05:58,,,,,"TURNOVER  by CONARD,ALEC",,,"TURNOVER  by CONARD,ALEC",2
05:58,,,,,"FOUL  by CONARD,ALEC",,,"FOUL  by CONARD,ALEC",2
05:58,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
05:58,,,,,"SUB OUT by CONARD,ALEC",,,"SUB OUT by CONARD,ALEC",2
05:41,"MISS LAYUP by DORHAUER,RICHARD",,,,,,,"MISS LAYUP by DORHAUER,RICHARD",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
05:19,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND OFF by GARRETT,TRAVIS",,,"REBOUND OFF by GARRETT,TRAVIS",2
05:14,"FOUL  by LAKE,JACK",,,,,,,"FOUL  by LAKE,JACK",2
05:14,,51,,57 (+6),"GOOD FT by GARRETT,TRAVIS",HC 51-57 (+6),,"GOOD FT by GARRETT,TRAVIS",2
05:01,,,,,"MISS FT by GARRETT,TRAVIS",,,"MISS FT by GARRETT,TRAVIS",2
--,"REBOUND DEF by MCDOWELL,GARRETT",,,,,,,"REBOUND DEF by MCDOWELL,GARRETT",2
04:33,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
04:33,"GOOD FT by BAKIS,ORKAN",52,,57 (+5),,FUM 52-57 (+5),,"GOOD FT by BAKIS,ORKAN",2
04:33,"GOOD FT by BAKIS,ORKAN",53,,57 (+4),,FUM 53-57 (+4),,"GOOD FT by BAKIS,ORKAN",2
04:33,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
04:33,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
04:20,,53,,60 (+7),"GOOD 3PTR by GARRETT,TRAVIS",HC 53-60 (+7),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,,,,,"ASSIST  by BARRETT,JORDAN",,,"ASSIST  by BARRETT,JORDAN",2
03:55,"GOOD 3PTR by DORHAUER,RICHARD",56,,60 (+4),,FUM 56-60 (+4),,"GOOD 3PTR by DORHAUER,RICHARD",2
03:52,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:52,"SUB IN by WELCH,BLAKE",,,,,,,"SUB IN by WELCH,BLAKE",2
03:52,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",2
03:52,"SUB OUT by JOHNSON,EVAN",,,,,,,"SUB OUT by JOHNSON,EVAN",2
03:52,"SUB OUT by LAKE,JACK",,,,,,,"SUB OUT by LAKE,JACK",2
03:29,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
03:26,,56,,62 (+6),"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 56-62 (+6),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
03:01,"TURNOVER  by MCDOWELL,GARRETT",,,,,,,"TURNOVER  by MCDOWELL,GARRETT",2
03:01,,,,,"STEAL  by NIKOLOVSKI,DREW",,,"STEAL  by NIKOLOVSKI,DREW",2
03:01,,,,,"TURNOVER  by NIKOLOVSKI,DREW",,,"TURNOVER  by NIKOLOVSKI,DREW",2
03:01,"SUB IN by SCHIRMER,COLIN",,,,,,,"SUB IN by SCHIRMER,COLIN",2
03:01,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",2
03:01,"SUB OUT by BAKIS,ORKAN",,,,,,,"SUB OUT by BAKIS,ORKAN",2
03:01,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",2
03:01,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",2
03:01,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
03:00,,,,,"FOUL  by BARRETT,JORDAN",,,"FOUL  by BARRETT,JORDAN",2
03:00,"GOOD FT by DORHAUER,RICHARD",57,,62 (+5),,FUM 57-62 (+5),,"GOOD FT by DORHAUER,RICHARD",2
03:00,"MISS FT by DORHAUER,RICHARD",,,,,,,"MISS FT by DORHAUER,RICHARD",2
--,,,,,"REBOUND DEF by VANCE,LUKE",,,"REBOUND DEF by VANCE,LUKE",2
03:00,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",2
03:00,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",2
02:41,,,,,"TURNOVER  by NIKOLOVSKI,DREW",,,"TURNOVER  by NIKOLOVSKI,DREW",2
02:40,"STEAL  by DJONA,LELIS",,,,,,,"STEAL  by DJONA,LELIS",2
02:07,,,,,"FOUL  by BARRETT,JORDAN",,,"FOUL  by BARRETT,JORDAN",2
02:07,"GOOD FT by DORHAUER,RICHARD",58,,62 (+4),,FUM 58-62 (+4),,"GOOD FT by DORHAUER,RICHARD",2
02:07,"GOOD FT by DORHAUER,RICHARD",59,,62 (+3),,FUM 59-62 (+3),,"GOOD FT by DORHAUER,RICHARD",2
01:59,"FOUL  by MCDOWELL,GARRETT",,,,,,,"FOUL  by MCDOWELL,GARRETT",2
01:59,,59,,63 (+4),"GOOD FT by ALDOUS,HANK",HC 59-63 (+4),,"GOOD FT by ALDOUS,HANK",2
01:59,,59,,64 (+5),"GOOD FT by ALDOUS,HANK",HC 59-64 (+5),,"GOOD FT by ALDOUS,HANK",2
01:59,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",2
01:59,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",2
01:42,"MISS JUMPER by SCHIRMER,COLIN",,,,,,,"MISS JUMPER by SCHIRMER,COLIN",2
--,"REBOUND OFF by MCDOWELL,GARRETT",,,,,,,"REBOUND OFF by MCDOWELL,GARRETT",2
01:35,"GOOD TIPIN by MCDOWELL,GARRETT(in the paint)",61,,64 (+3),,FUM 61-64 (+3),,"GOOD TIPIN by MCDOWELL,GARRETT(in the paint)",2
01:19,,61,,66 (+5),"GOOD LAYUP by BARRETT,JORDAN(in the paint)",HC 61-66 (+5),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
01:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:06,"GOOD 3PTR by MCDOWELL,GARRETT",64,,66 (+2),,FUM 64-66 (+2),,"GOOD 3PTR by MCDOWELL,GARRETT",2
01:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:03,"SUB IN by BAKIS,ORKAN",,,,,,,"SUB IN by BAKIS,ORKAN",2
01:03,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",2
01:03,"SUB IN by LAKE,JACK",,,,,,,"SUB IN by LAKE,JACK",2
01:03,"SUB OUT by MCDOWELL,GARRETT",,,,,,,"SUB OUT by MCDOWELL,GARRETT",2
01:03,"SUB OUT by SCHIRMER,COLIN",,,,,,,"SUB OUT by SCHIRMER,COLIN",2
01:03,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",2
00:40,,,,,"MISS LAYUP by VANCE,LUKE",,,"MISS LAYUP by VANCE,LUKE",2
00:40,"BLOCK  by LAKE,JACK",,,,,,,"BLOCK  by LAKE,JACK",2
--,"REBOUND DEF by LAKE,JACK",,,,,,,"REBOUND DEF by LAKE,JACK",2
00:32,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:32,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",2
00:32,"SUB IN by MCDOWELL,GARRETT",,,,,,,"SUB IN by MCDOWELL,GARRETT",2
00:32,"SUB OUT by BAKIS,ORKAN",,,,,,,"SUB OUT by BAKIS,ORKAN",2
00:32,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",2
00:08,"TURNOVER  by RUCKER,DARIUS",,,,,,,"TURNOVER  by RUCKER,DARIUS",2
00:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:08,"SUB IN by BAKIS,ORKAN",,,,,,,"SUB IN by BAKIS,ORKAN",2
00:08,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",2
00:08,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",2
00:08,"SUB OUT by LAKE,JACK",,,,,,,"SUB OUT by LAKE,JACK",2
00:08,,,,,"SUB IN by CONARD,ALEC",,,"SUB IN by CONARD,ALEC",2
00:08,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
00:07,"FOUL  by DORHAUER,RICHARD",,,,,,,"FOUL  by DORHAUER,RICHARD",2
00:07,,,,,"MISS FT by NIKOLOVSKI,DREW",,,"MISS FT by NIKOLOVSKI,DREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:07,,64,,67 (+3),"GOOD FT by NIKOLOVSKI,DREW",HC 64-67 (+3),,"GOOD FT by NIKOLOVSKI,DREW",2
00:07,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",2
00:07,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",2
00:05,"GOOD FT by DORHAUER,RICHARD",65,,67 (+2),,FUM 65-67 (+2),,"GOOD FT by DORHAUER,RICHARD",2
00:05,"GOOD FT by DORHAUER,RICHARD",66,,67 (+1),,FUM 66-67 (+1),,"GOOD FT by DORHAUER,RICHARD",2
00:05,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",2
00:05,"SUB IN by LAKE,JACK",,,,,,,"SUB IN by LAKE,JACK",2
00:05,"SUB OUT by BAKIS,ORKAN",,,,,,,"SUB OUT by BAKIS,ORKAN",2
00:05,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",2
00:05,,,,,"SUB IN by GUMM,GABE",,,"SUB IN by GUMM,GABE",2
00:04,"FOUL  by DORHAUER,RICHARD",,,,,,,"FOUL  by DORHAUER,RICHARD",2
00:04,,,,,"FOUL  by BARRETT,JORDAN",,,"FOUL  by BARRETT,JORDAN",2
00:04,,66,,68 (+2),"GOOD FT by NIKOLOVSKI,DREW",HC 66-68 (+2),,"GOOD FT by NIKOLOVSKI,DREW",2
00:04,,,,,"MISS FT by NIKOLOVSKI,DREW",,,"MISS FT by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by RUCKER,DARIUS",,,,,,,"REBOUND DEF by RUCKER,DARIUS",2
00:04,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",2
00:04,"SUB IN by GENTRY,GREG",,,,,,,"SUB IN by GENTRY,GREG",2
00:04,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",2
00:04,"SUB OUT by LAKE,JACK",,,,,,,"SUB OUT by LAKE,JACK",2
00:00,"MISS 3PTR by DORHAUER,RICHARD",,,,,,,"MISS 3PTR by DORHAUER,RICHARD",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
