Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,UCA,Game Score,Team Indicator,Play,Period
01:43,,,,,"SUB IN by REEVES,VJ",,,"SUB IN by REEVES,VJ",1
01:43,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",1
01:43,"SUB OUT by INGRAM,KYLE",,,,,,,"SUB OUT by INGRAM,KYLE",1
01:43,"SUB IN by MCMULLIN,COLTON",,,,,,,"SUB IN by MCMULLIN,COLTON",1
01:43,"SUB IN by BERRY,COLTEN",,,,,,,"SUB IN by BERRY,COLTEN",1
01:43,,17,,45 (+28),"GOOD FT by DAUGHERTY JR.,CARL(fastbreak)",UCA 17-45 (-28),,"GOOD FT by DAUGHERTY JR.,CARL(fastbreak)",1
01:27,"MISS 3PTR by SQUIRES,CALEB",,,,,,,"MISS 3PTR by SQUIRES,CALEB",1
--,,,,,"REBOUND DEF by KLINTMAN,IBBE",,,"REBOUND DEF by KLINTMAN,IBBE",1
01:23,,,,,"TURNOVER  by DAUGHERTY JR.,CARL",,,"TURNOVER  by DAUGHERTY JR.,CARL",1
01:01,"MISS LAYUP by WEAVER,BRADEN(in the paint)",,,,,,,"MISS LAYUP by WEAVER,BRADEN(in the paint)",1
--,,,,,"REBOUND DEF by KLINTMAN,IBBE",,,"REBOUND DEF by KLINTMAN,IBBE",1
00:53,"FOUL  by WEAVER,BRADEN",,,,,,,"FOUL  by WEAVER,BRADEN",1
00:53,,,,,"MISS FT by SIMMONS,BRENDAN(fastbreak)",,,"MISS FT by SIMMONS,BRENDAN(fastbreak)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:53,,,,,"MISS FT by SIMMONS,BRENDAN(fastbreak)",,,"MISS FT by SIMMONS,BRENDAN(fastbreak)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:53,,,,,"SUB OUT by BOUNDS,CHURCHILLL",,,"SUB OUT by BOUNDS,CHURCHILLL",1
00:53,,,,,"SUB IN by MUNSON,JONAS",,,"SUB IN by MUNSON,JONAS",1
00:53,"SUB OUT by WEAVER,BRADEN",,,,,,,"SUB OUT by WEAVER,BRADEN",1
00:53,"SUB IN by RYAN,GRAYSON",,,,,,,"SUB IN by RYAN,GRAYSON",1
00:53,,17,,46 (+29),"GOOD FT by SIMMONS,BRENDAN(fastbreak)",UCA 17-46 (-29),,"GOOD FT by SIMMONS,BRENDAN(fastbreak)",1
00:37,"GOOD 3PTR by MCMULLIN,COLTON",20,,46 (+26),,Hend 20-46 (-26),,"GOOD 3PTR by MCMULLIN,COLTON",1
00:23,,20,,48 (+28),"GOOD JUMPER by DAUGHERTY JR.,CARL(in the paint)",UCA 20-48 (-28),,"GOOD JUMPER by DAUGHERTY JR.,CARL(in the paint)",1
00:23,"FOUL  by SQUIRES,CALEB",,,,,,,"FOUL  by SQUIRES,CALEB",1
00:23,,,,,"MISS FT by DAUGHERTY JR.,CARL",,,"MISS FT by DAUGHERTY JR.,CARL",1
--,"REBOUND DEF by KRONENBERGER,BEAU",,,,,,,"REBOUND DEF by KRONENBERGER,BEAU",1
00:14,"MISS 3PTR by RYAN,GRAYSON",,,,,,,"MISS 3PTR by RYAN,GRAYSON",1
--,,,,,"REBOUND DEF by DAUGHERTY JR.,CARL",,,"REBOUND DEF by DAUGHERTY JR.,CARL",1
00:07,"FOUL  by RYAN,GRAYSON",,,,,,,"FOUL  by RYAN,GRAYSON",1
00:07,,20,,49 (+29),"GOOD FT by KLINTMAN,IBBE(fastbreak)",UCA 20-49 (-29),,"GOOD FT by KLINTMAN,IBBE(fastbreak)",1
00:07,,20,,50 (+30),"GOOD FT by KLINTMAN,IBBE(fastbreak)",UCA 20-50 (-30),,"GOOD FT by KLINTMAN,IBBE(fastbreak)",1
00:00,"GOOD 3PTR by SQUIRES,CALEB(fastbreak)",23,,50 (+27),,Hend 23-50 (-27),,"GOOD 3PTR by SQUIRES,CALEB(fastbreak)",1
--,"ASSIST  by RYAN,GRAYSON",,,,,,,"ASSIST  by RYAN,GRAYSON",1
20:00,,,,,"SUB OUT by REEVES,VJ",,,"SUB OUT by REEVES,VJ",2
20:00,,,,,"SUB OUT by DAUGHERTY JR.,CARL",,,"SUB OUT by DAUGHERTY JR.,CARL",2
20:00,,,,,"SUB OUT by SIMMONS,BRENDAN",,,"SUB OUT by SIMMONS,BRENDAN",2
20:00,,,,,"SUB OUT by MUNSON,JONAS",,,"SUB OUT by MUNSON,JONAS",2
20:00,,,,,"SUB IN by OLOWOKERE,MASAI",,,"SUB IN by OLOWOKERE,MASAI",2
20:00,,,,,"SUB IN by KAYOULOUD,EDDY",,,"SUB IN by KAYOULOUD,EDDY",2
20:00,,,,,"SUB IN by COOPER,COLLIN",,,"SUB IN by COOPER,COLLIN",2
20:00,,,,,"SUB IN by HUNTER,CAMREN",,,"SUB IN by HUNTER,CAMREN",2
20:00,"SUB OUT by KRONENBERGER,BEAU",,,,,,,"SUB OUT by KRONENBERGER,BEAU",2
20:00,"SUB OUT by SQUIRES,CALEB",,,,,,,"SUB OUT by SQUIRES,CALEB",2
20:00,"SUB OUT by RYAN,GRAYSON",,,,,,,"SUB OUT by RYAN,GRAYSON",2
20:00,"SUB OUT by MCMULLIN,COLTON",,,,,,,"SUB OUT by MCMULLIN,COLTON",2
20:00,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",2
20:00,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",2
20:00,"SUB IN by COLLIER II,CRAIG",,,,,,,"SUB IN by COLLIER II,CRAIG",2
20:00,"SUB IN by MAYO,DREW",,,,,,,"SUB IN by MAYO,DREW",2
19:49,"TURNOVER  by BERRY,COLTEN",,,,,,,"TURNOVER  by BERRY,COLTEN",2
19:49,,,,,"STEAL  by HUNTER,CAMREN",,,"STEAL  by HUNTER,CAMREN",2
19:39,,,,,"MISS 3PTR by KAYOULOUD,EDDY",,,"MISS 3PTR by KAYOULOUD,EDDY",2
--,,,,,"REBOUND OFF by KLINTMAN,IBBE",,,"REBOUND OFF by KLINTMAN,IBBE",2
19:30,,23,,52 (+29),"GOOD LAYUP by KLINTMAN,IBBE(in the paint)",UCA 23-52 (-29),,"GOOD LAYUP by KLINTMAN,IBBE(in the paint)",2
19:12,"TURNOVER  by MAYO,DREW",,,,,,,"TURNOVER  by MAYO,DREW",2
19:12,,,,,"STEAL  by KAYOULOUD,EDDY",,,"STEAL  by KAYOULOUD,EDDY",2
19:06,,,,,"MISS LAYUP by HUNTER,CAMREN(in the paint)",,,"MISS LAYUP by HUNTER,CAMREN(in the paint)",2
--,,,,,"REBOUND OFF by COOPER,COLLIN",,,"REBOUND OFF by COOPER,COLLIN",2
18:31,"MISS JUMPER by MAYO,DREW",,,,,,,"MISS JUMPER by MAYO,DREW",2
18:31,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
--,,,,,"REBOUND DEF by KAYOULOUD,EDDY",,,"REBOUND DEF by KAYOULOUD,EDDY",2
18:25,"FOUL  by RYAN,JONATHAN",,,,,,,"FOUL  by RYAN,JONATHAN",2
18:25,"SUB OUT by COLLIER II,CRAIG",,,,,,,"SUB OUT by COLLIER II,CRAIG",2
18:25,"SUB IN by MCMULLIN,COLTON",,,,,,,"SUB IN by MCMULLIN,COLTON",2
18:20,,23,,54 (+31),"GOOD JUMPER by OLOWOKERE,MASAI(in the paint)",UCA 23-54 (-31),,"GOOD JUMPER by OLOWOKERE,MASAI(in the paint)",2
17:57,"MISS JUMPER by RYAN,JONATHAN",,,,,,,"MISS JUMPER by RYAN,JONATHAN",2
--,"REBOUND OFF by MAYO,DREW",,,,,,,"REBOUND OFF by MAYO,DREW",2
17:46,"GOOD JUMPER by BERRY,COLTEN",25,,54 (+29),,Hend 25-54 (-29),,"GOOD JUMPER by BERRY,COLTEN",2
--,"ASSIST  by RYAN,JONATHAN",,,,,,,"ASSIST  by RYAN,JONATHAN",2
17:21,,25,,57 (+32),"GOOD 3PTR by COOPER,COLLIN",UCA 25-57 (-32),,"GOOD 3PTR by COOPER,COLLIN",2
--,,,,,"ASSIST  by KLINTMAN,IBBE",,,"ASSIST  by KLINTMAN,IBBE",2
17:00,"MISS 3PTR by RYAN,JONATHAN",,,,,,,"MISS 3PTR by RYAN,JONATHAN",2
--,,,,,"REBOUND DEF by HUNTER,CAMREN",,,"REBOUND DEF by HUNTER,CAMREN",2
16:56,,,,,"TURNOVER  by HUNTER,CAMREN",,,"TURNOVER  by HUNTER,CAMREN",2
16:56,"STEAL  by PARKS,JACKSON",,,,,,,"STEAL  by PARKS,JACKSON",2
16:47,"GOOD 3PTR by PARKS,JACKSON",28,,57 (+29),,Hend 28-57 (-29),,"GOOD 3PTR by PARKS,JACKSON",2
--,"ASSIST  by MCMULLIN,COLTON",,,,,,,"ASSIST  by MCMULLIN,COLTON",2
16:28,,,,,"MISS 3PTR by KAYOULOUD,EDDY",,,"MISS 3PTR by KAYOULOUD,EDDY",2
--,"REBOUND DEF by MAYO,DREW",,,,,,,"REBOUND DEF by MAYO,DREW",2
16:20,"MISS JUMPER by MAYO,DREW",,,,,,,"MISS JUMPER by MAYO,DREW",2
--,,,,,"REBOUND DEF by HUNTER,CAMREN",,,"REBOUND DEF by HUNTER,CAMREN",2
16:12,,,,,"MISS 3PTR by OLOWOKERE,MASAI",,,"MISS 3PTR by OLOWOKERE,MASAI",2
--,"REBOUND DEF by MAYO,DREW",,,,,,,"REBOUND DEF by MAYO,DREW",2
15:49,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",30,,57 (+27),,Hend 30-57 (-27),,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",2
--,"ASSIST  by RYAN,JONATHAN",,,,,,,"ASSIST  by RYAN,JONATHAN",2
15:36,,,,,"MISS JUMPER by OLOWOKERE,MASAI",,,"MISS JUMPER by OLOWOKERE,MASAI",2
--,,,,,"REBOUND OFF by KAYOULOUD,EDDY",,,"REBOUND OFF by KAYOULOUD,EDDY",2
15:29,,,,,"MISS 3PTR by KLINTMAN,IBBE",,,"MISS 3PTR by KLINTMAN,IBBE",2
--,"REBOUND DEF by RYAN,JONATHAN",,,,,,,"REBOUND DEF by RYAN,JONATHAN",2
15:18,,,,,"FOUL  by KAYOULOUD,EDDY",,,"FOUL  by KAYOULOUD,EDDY",2
15:18,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:18,,,,,"SUB OUT by KLINTMAN,IBBE",,,"SUB OUT by KLINTMAN,IBBE",2
15:18,,,,,"SUB OUT by KAYOULOUD,EDDY",,,"SUB OUT by KAYOULOUD,EDDY",2
15:18,,,,,"SUB IN by REEVES,VJ",,,"SUB IN by REEVES,VJ",2
15:18,,,,,"SUB IN by BOUNDS,CHURCHILLL",,,"SUB IN by BOUNDS,CHURCHILLL",2
15:18,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",2
15:18,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",2
15:18,"SUB OUT by MAYO,DREW",,,,,,,"SUB OUT by MAYO,DREW",2
15:18,"SUB IN by KRONENBERGER,BEAU",,,,,,,"SUB IN by KRONENBERGER,BEAU",2
15:18,"SUB IN by WEAVER,BRADEN",,,,,,,"SUB IN by WEAVER,BRADEN",2
15:18,"SUB IN by SQUIRES,CALEB",,,,,,,"SUB IN by SQUIRES,CALEB",2
15:08,"MISS LAYUP by SQUIRES,CALEB(in the paint)",,,,,,,"MISS LAYUP by SQUIRES,CALEB(in the paint)",2
--,,,,,"REBOUND DEF by BOUNDS,CHURCHILLL",,,"REBOUND DEF by BOUNDS,CHURCHILLL",2
14:48,,,,,"MISS 3PTR by OLOWOKERE,MASAI",,,"MISS 3PTR by OLOWOKERE,MASAI",2
--,,,,,"REBOUND OFF by HUNTER,CAMREN",,,"REBOUND OFF by HUNTER,CAMREN",2
14:42,,,,,"MISS LAYUP by HUNTER,CAMREN(in the paint)",,,"MISS LAYUP by HUNTER,CAMREN(in the paint)",2
--,"REBOUND DEF by SQUIRES,CALEB",,,,,,,"REBOUND DEF by SQUIRES,CALEB",2
14:36,"MISS 3PTR by MCMULLIN,COLTON",,,,,,,"MISS 3PTR by MCMULLIN,COLTON",2
--,,,,,"REBOUND DEF by OLOWOKERE,MASAI",,,"REBOUND DEF by OLOWOKERE,MASAI",2
14:29,,,,,"MISS JUMPER by REEVES,VJ(in the paint)",,,"MISS JUMPER by REEVES,VJ(in the paint)",2
--,,,,,"REBOUND OFF by OLOWOKERE,MASAI",,,"REBOUND OFF by OLOWOKERE,MASAI",2
14:08,,,,,"MISS JUMPER by HUNTER,CAMREN(in the paint)",,,"MISS JUMPER by HUNTER,CAMREN(in the paint)",2
--,"REBOUND DEF by WEAVER,BRADEN",,,,,,,"REBOUND DEF by WEAVER,BRADEN",2
14:00,"GOOD 3PTR by SQUIRES,CALEB(fastbreak)",33,,57 (+24),,Hend 33-57 (-24),,"GOOD 3PTR by SQUIRES,CALEB(fastbreak)",2
--,"ASSIST  by WEAVER,BRADEN",,,,,,,"ASSIST  by WEAVER,BRADEN",2
13:40,,33,,60 (+27),"GOOD 3PTR by OLOWOKERE,MASAI",UCA 33-60 (-27),,"GOOD 3PTR by OLOWOKERE,MASAI",2
--,,,,,"ASSIST  by HUNTER,CAMREN",,,"ASSIST  by HUNTER,CAMREN",2
13:13,,,,,"FOUL  by REEVES,VJ",,,"FOUL  by REEVES,VJ",2
13:13,"MISS FT by WEAVER,BRADEN",,,,,,,"MISS FT by WEAVER,BRADEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:13,,,,,"SUB OUT by HUNTER,CAMREN",,,"SUB OUT by HUNTER,CAMREN",2
13:13,,,,,"SUB IN by KIRSIPUU,JOHANNES",,,"SUB IN by KIRSIPUU,JOHANNES",2
13:13,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
13:13,"SUB IN by INGRAM,KYLE",,,,,,,"SUB IN by INGRAM,KYLE",2
13:13,"GOOD FT by WEAVER,BRADEN",34,,60 (+26),,Hend 34-60 (-26),,"GOOD FT by WEAVER,BRADEN",2
13:05,,34,,63 (+29),"GOOD 3PTR by COOPER,COLLIN(fastbreak)",UCA 34-63 (-29),,"GOOD 3PTR by COOPER,COLLIN(fastbreak)",2
--,,,,,"ASSIST  by KIRSIPUU,JOHANNES",,,"ASSIST  by KIRSIPUU,JOHANNES",2
12:52,,,,,"FOUL  by KIRSIPUU,JOHANNES",,,"FOUL  by KIRSIPUU,JOHANNES",2
12:52,"GOOD FT by MCMULLIN,COLTON",35,,63 (+28),,Hend 35-63 (-28),,"GOOD FT by MCMULLIN,COLTON",2
12:52,"MISS FT by MCMULLIN,COLTON",,,,,,,"MISS FT by MCMULLIN,COLTON",2
--,,,,,"REBOUND DEF by KIRSIPUU,JOHANNES",,,"REBOUND DEF by KIRSIPUU,JOHANNES",2
12:42,,35,,65 (+30),"GOOD JUMPER by OLOWOKERE,MASAI",UCA 35-65 (-30),,"GOOD JUMPER by OLOWOKERE,MASAI",2
12:21,"MISS JUMPER by WEAVER,BRADEN(in the paint)",,,,,,,"MISS JUMPER by WEAVER,BRADEN(in the paint)",2
--,,,,,"REBOUND DEF by REEVES,VJ",,,"REBOUND DEF by REEVES,VJ",2
12:13,,35,,67 (+32),"GOOD JUMPER by OLOWOKERE,MASAI(fastbreak)(in the paint)",UCA 35-67 (-32),,"GOOD JUMPER by OLOWOKERE,MASAI(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by KIRSIPUU,JOHANNES",,,"ASSIST  by KIRSIPUU,JOHANNES",2
11:56,,,,,"FOUL  by KIRSIPUU,JOHANNES",,,"FOUL  by KIRSIPUU,JOHANNES",2
11:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:56,,,,,"SUB OUT by OLOWOKERE,MASAI",,,"SUB OUT by OLOWOKERE,MASAI",2
11:56,,,,,"SUB OUT by COOPER,COLLIN",,,"SUB OUT by COOPER,COLLIN",2
11:56,,,,,"SUB OUT by KIRSIPUU,JOHANNES",,,"SUB OUT by KIRSIPUU,JOHANNES",2
11:56,,,,,"SUB IN by MCDANIEL,LEWIS",,,"SUB IN by MCDANIEL,LEWIS",2
11:56,,,,,"SUB IN by HUNTER,CAMREN",,,"SUB IN by HUNTER,CAMREN",2
11:56,,,,,"SUB IN by CATO,ELIAS",,,"SUB IN by CATO,ELIAS",2
11:56,"SUB OUT by KRONENBERGER,BEAU",,,,,,,"SUB OUT by KRONENBERGER,BEAU",2
11:56,"SUB IN by MAYO,DREW",,,,,,,"SUB IN by MAYO,DREW",2
11:56,"MISS FT by INGRAM,KYLE",,,,,,,"MISS FT by INGRAM,KYLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:56,"GOOD FT by INGRAM,KYLE",36,,67 (+31),,Hend 36-67 (-31),,"GOOD FT by INGRAM,KYLE",2
11:41,,,,,"MISS JUMPER by BOUNDS,CHURCHILLL",,,"MISS JUMPER by BOUNDS,CHURCHILLL",2
--,,,,,"REBOUND OFF by MCDANIEL,LEWIS",,,"REBOUND OFF by MCDANIEL,LEWIS",2
11:22,,36,,69 (+33),"GOOD JUMPER by REEVES,VJ",UCA 36-69 (-33),,"GOOD JUMPER by REEVES,VJ",2
11:10,"TURNOVER  by INGRAM,KYLE",,,,,,,"TURNOVER  by INGRAM,KYLE",2
11:10,,,,,"STEAL  by MCDANIEL,LEWIS",,,"STEAL  by MCDANIEL,LEWIS",2
11:05,,36,,71 (+35),"GOOD JUMPER by HUNTER,CAMREN(fastbreak)(in the paint)",UCA 36-71 (-35),,"GOOD JUMPER by HUNTER,CAMREN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MCDANIEL,LEWIS",,,"ASSIST  by MCDANIEL,LEWIS",2
10:39,"TURNOVER  by SQUIRES,CALEB",,,,,,,"TURNOVER  by SQUIRES,CALEB",2
10:39,"SUB OUT by WEAVER,BRADEN",,,,,,,"SUB OUT by WEAVER,BRADEN",2
10:39,"SUB OUT by SQUIRES,CALEB",,,,,,,"SUB OUT by SQUIRES,CALEB",2
10:39,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",2
10:39,"SUB IN by COLLIER II,CRAIG",,,,,,,"SUB IN by COLLIER II,CRAIG",2
10:27,"FOUL  by COLLIER II,CRAIG",,,,,,,"FOUL  by COLLIER II,CRAIG",2
10:27,,36,,72 (+36),"GOOD FT by CATO,ELIAS",UCA 36-72 (-36),,"GOOD FT by CATO,ELIAS",2
10:27,,,,,"SUB OUT by HUNTER,CAMREN",,,"SUB OUT by HUNTER,CAMREN",2
10:27,,,,,"SUB IN by DAUGHERTY JR.,CARL",,,"SUB IN by DAUGHERTY JR.,CARL",2
10:27,,36,,73 (+37),"GOOD FT by CATO,ELIAS",UCA 36-73 (-37),,"GOOD FT by CATO,ELIAS",2
10:14,"MISS JUMPER by MCMULLIN,COLTON(in the paint)",,,,,,,"MISS JUMPER by MCMULLIN,COLTON(in the paint)",2
--,"REBOUND OFF by MCMULLIN,COLTON",,,,,,,"REBOUND OFF by MCMULLIN,COLTON",2
10:04,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",38,,73 (+35),,Hend 38-73 (-35),,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",2
--,"ASSIST  by INGRAM,KYLE",,,,,,,"ASSIST  by INGRAM,KYLE",2
09:52,,,,,"MISS JUMPER by REEVES,VJ",,,"MISS JUMPER by REEVES,VJ",2
--,"REBOUND DEF by MAYO,DREW",,,,,,,"REBOUND DEF by MAYO,DREW",2
09:40,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",40,,73 (+33),,Hend 40-73 (-33),,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",2
09:40,,,,,"FOUL  by REEVES,VJ",,,"FOUL  by REEVES,VJ",2
09:40,"SUB OUT by INGRAM,KYLE",,,,,,,"SUB OUT by INGRAM,KYLE",2
09:40,"SUB IN by BERRY,COLTEN",,,,,,,"SUB IN by BERRY,COLTEN",2
09:40,"MISS FT by RYAN,JONATHAN",,,,,,,"MISS FT by RYAN,JONATHAN",2
--,,,,,"REBOUND DEF by CATO,ELIAS",,,"REBOUND DEF by CATO,ELIAS",2
09:29,,40,,75 (+35),"GOOD LAYUP by BOUNDS,CHURCHILLL(in the paint)",UCA 40-75 (-35),,"GOOD LAYUP by BOUNDS,CHURCHILLL(in the paint)",2
--,,,,,"ASSIST  by CATO,ELIAS",,,"ASSIST  by CATO,ELIAS",2
09:15,"SUB OUT by MAYO,DREW",,,,,,,"SUB OUT by MAYO,DREW",2
09:15,"SUB IN by KRONENBERGER,BEAU",,,,,,,"SUB IN by KRONENBERGER,BEAU",2
09:10,"GOOD 3PTR by COLLIER II,CRAIG",43,,75 (+32),,Hend 43-75 (-32),,"GOOD 3PTR by COLLIER II,CRAIG",2
--,"ASSIST  by KRONENBERGER,BEAU",,,,,,,"ASSIST  by KRONENBERGER,BEAU",2
08:59,,,,,"MISS JUMPER by BOUNDS,CHURCHILLL(in the paint)",,,"MISS JUMPER by BOUNDS,CHURCHILLL(in the paint)",2
--,,,,,"REBOUND OFF by BOUNDS,CHURCHILLL",,,"REBOUND OFF by BOUNDS,CHURCHILLL",2
08:54,,,,,"MISS LAYUP by BOUNDS,CHURCHILLL(in the paint)",,,"MISS LAYUP by BOUNDS,CHURCHILLL(in the paint)",2
--,,,,,"REBOUND OFF by REEVES,VJ",,,"REBOUND OFF by REEVES,VJ",2
08:50,,43,,77 (+34),"GOOD LAYUP by REEVES,VJ(in the paint)",UCA 43-77 (-34),,"GOOD LAYUP by REEVES,VJ(in the paint)",2
08:40,"MISS JUMPER by COLLIER II,CRAIG",,,,,,,"MISS JUMPER by COLLIER II,CRAIG",2
--,,,,,"REBOUND DEF by DAUGHERTY JR.,CARL",,,"REBOUND DEF by DAUGHERTY JR.,CARL",2
08:22,,,,,"MISS 3PTR by MCDANIEL,LEWIS",,,"MISS 3PTR by MCDANIEL,LEWIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:22,,,,,"SUB OUT by REEVES,VJ",,,"SUB OUT by REEVES,VJ",2
08:22,,,,,"SUB OUT by BOUNDS,CHURCHILLL",,,"SUB OUT by BOUNDS,CHURCHILLL",2
08:22,,,,,"SUB IN by KLINTMAN,IBBE",,,"SUB IN by KLINTMAN,IBBE",2
08:22,,,,,"SUB IN by KAYOULOUD,EDDY",,,"SUB IN by KAYOULOUD,EDDY",2
08:22,,,,,"FOUL  by BOUNDS,CHURCHILLL",,,"FOUL  by BOUNDS,CHURCHILLL",2
07:57,"MISS 3PTR by MCMULLIN,COLTON",,,,,,,"MISS 3PTR by MCMULLIN,COLTON",2
--,"REBOUND OFF by BERRY,COLTEN",,,,,,,"REBOUND OFF by BERRY,COLTEN",2
07:57,,,,,"FOUL  by MCDANIEL,LEWIS",,,"FOUL  by MCDANIEL,LEWIS",2
07:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:57,"GOOD FT by BERRY,COLTEN",44,,77 (+33),,Hend 44-77 (-33),,"GOOD FT by BERRY,COLTEN",2
07:57,"GOOD FT by BERRY,COLTEN",45,,77 (+32),,Hend 45-77 (-32),,"GOOD FT by BERRY,COLTEN",2
07:56,,,,,"FOUL  by KLINTMAN,IBBE",,,"FOUL  by KLINTMAN,IBBE",2
07:56,"GOOD FT by BERRY,COLTEN",46,,77 (+31),,Hend 46-77 (-31),,"GOOD FT by BERRY,COLTEN",2
07:56,"MISS FT by BERRY,COLTEN",,,,,,,"MISS FT by BERRY,COLTEN",2
07:56,,,,,"TURNOVER  by KLINTMAN,IBBE",,,"TURNOVER  by KLINTMAN,IBBE",2
--,"REBOUND OFF by RYAN,JONATHAN",,,,,,,"REBOUND OFF by RYAN,JONATHAN",2
07:51,"MISS LAYUP by RYAN,JONATHAN(in the paint)",,,,,,,"MISS LAYUP by RYAN,JONATHAN(in the paint)",2
--,,,,,"REBOUND DEF by DAUGHERTY JR.,CARL",,,"REBOUND DEF by DAUGHERTY JR.,CARL",2
07:44,,46,,80 (+34),"GOOD 3PTR by DAUGHERTY JR.,CARL(fastbreak)",UCA 46-80 (-34),,"GOOD 3PTR by DAUGHERTY JR.,CARL(fastbreak)",2
07:27,"MISS JUMPER by KRONENBERGER,BEAU",,,,,,,"MISS JUMPER by KRONENBERGER,BEAU",2
--,,,,,"REBOUND DEF by CATO,ELIAS",,,"REBOUND DEF by CATO,ELIAS",2
07:19,,,,,"TURNOVER  by CATO,ELIAS",,,"TURNOVER  by CATO,ELIAS",2
07:19,"STEAL  by MCMULLIN,COLTON",,,,,,,"STEAL  by MCMULLIN,COLTON",2
07:11,"GOOD 3PTR by COLLIER II,CRAIG(fastbreak)",49,,80 (+31),,Hend 49-80 (-31),,"GOOD 3PTR by COLLIER II,CRAIG(fastbreak)",2
06:49,,49,,82 (+33),"GOOD JUMPER by KAYOULOUD,EDDY",UCA 49-82 (-33),,"GOOD JUMPER by KAYOULOUD,EDDY",2
06:26,"MISS LAYUP by RYAN,JONATHAN(in the paint)",,,,,,,"MISS LAYUP by RYAN,JONATHAN(in the paint)",2
--,,,,,"REBOUND DEF by CATO,ELIAS",,,"REBOUND DEF by CATO,ELIAS",2
06:23,,,,,"MISS JUMPER by DAUGHERTY JR.,CARL(in the paint)",,,"MISS JUMPER by DAUGHERTY JR.,CARL(in the paint)",2
--,"REBOUND DEF by KRONENBERGER,BEAU",,,,,,,"REBOUND DEF by KRONENBERGER,BEAU",2
06:17,"TURNOVER  by COLLIER II,CRAIG",,,,,,,"TURNOVER  by COLLIER II,CRAIG",2
06:17,,,,,"STEAL  by DAUGHERTY JR.,CARL",,,"STEAL  by DAUGHERTY JR.,CARL",2
06:13,,,,,"TURNOVER  by CATO,ELIAS",,,"TURNOVER  by CATO,ELIAS",2
06:13,"STEAL  by MCMULLIN,COLTON",,,,,,,"STEAL  by MCMULLIN,COLTON",2
05:59,"MISS JUMPER by COLLIER II,CRAIG(in the paint)",,,,,,,"MISS JUMPER by COLLIER II,CRAIG(in the paint)",2
--,,,,,"REBOUND DEF by CATO,ELIAS",,,"REBOUND DEF by CATO,ELIAS",2
05:52,,,,,"MISS 3PTR by MCDANIEL,LEWIS",,,"MISS 3PTR by MCDANIEL,LEWIS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
05:38,,,,,"SUB OUT by CATO,ELIAS",,,"SUB OUT by CATO,ELIAS",2
05:38,,,,,"SUB IN by OLOWOKERE,MASAI",,,"SUB IN by OLOWOKERE,MASAI",2
05:38,"SUB OUT by KRONENBERGER,BEAU",,,,,,,"SUB OUT by KRONENBERGER,BEAU",2
05:38,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
05:38,"SUB IN by CARLOS,MASON",,,,,,,"SUB IN by CARLOS,MASON",2
05:38,"SUB IN by GIBSON,JASON",,,,,,,"SUB IN by GIBSON,JASON",2
05:32,,,,,"MISS JUMPER by KAYOULOUD,EDDY",,,"MISS JUMPER by KAYOULOUD,EDDY",2
--,"REBOUND DEF by RYAN,JONATHAN",,,,,,,"REBOUND DEF by RYAN,JONATHAN",2
