Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Hend,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",1
16:48,"TURNOVER  by BENHAM,BRAXTON",,,,,,,"TURNOVER  by BENHAM,BRAXTON",1
16:48,,,,,"STEAL  by WEAVER,BRADEN",,,"STEAL  by WEAVER,BRADEN",1
16:48,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
16:48,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
16:48,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",1
16:48,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",1
16:21,,,,,"TURNOVER  by COBB,DANIEL",,,"TURNOVER  by COBB,DANIEL",1
16:21,"STEAL  by CAMPBELL,BLAKE",,,,,,,"STEAL  by CAMPBELL,BLAKE",1
16:13,"GOOD JUMPER by COSTAS,RILEY(in the paint)",8 (+8),,0,,Berry 8-0 (-8),,"GOOD JUMPER by COSTAS,RILEY(in the paint)",1
--,"ASSIST  by BENHAM,BRAXTON",,,,,,,"ASSIST  by BENHAM,BRAXTON",1
15:54,,,,,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",,,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",1
--,,,,,"REBOUND OFF by BERRY,COLTEN",,,"REBOUND OFF by BERRY,COLTEN",1
15:52,,,,,"MISS LAYUP by BERRY,COLTEN(in the paint)",,,"MISS LAYUP by BERRY,COLTEN(in the paint)",1
--,,,,,"REBOUND OFF by BERRY,COLTEN",,,"REBOUND OFF by BERRY,COLTEN",1
15:52,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",1
15:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:52,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",1
15:52,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
15:52,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
15:52,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
15:52,,8 (+7),,1,"GOOD FT by BERRY,COLTEN",Hend 8-1 (-7),,"GOOD FT by BERRY,COLTEN",1
15:52,,8 (+6),,2,"GOOD FT by BERRY,COLTEN",Hend 8-2 (-6),,"GOOD FT by BERRY,COLTEN",1
15:43,"GOOD JUMPER by SEGALL,RYAN(in the paint)",10 (+8),,2,,Berry 10-2 (-8),,"GOOD JUMPER by SEGALL,RYAN(in the paint)",1
--,"ASSIST  by CAMPBELL,BLAKE",,,,,,,"ASSIST  by CAMPBELL,BLAKE",1
15:15,,10 (+6),,4,"GOOD JUMPER by SQUIRES,CALEB",Hend 10-4 (-6),,"GOOD JUMPER by SQUIRES,CALEB",1
--,,,,,"ASSIST  by WEAVER,BRADEN",,,"ASSIST  by WEAVER,BRADEN",1
15:00,"GOOD 3PTR by ELLIS,CHASE",13 (+9),,4,,Berry 13-4 (-9),,"GOOD 3PTR by ELLIS,CHASE",1
14:41,,,,,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",,,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",1
--,"REBOUND DEF by SEGALL,RYAN",,,,,,,"REBOUND DEF by SEGALL,RYAN",1
14:28,,,,,"SUB OUT by WEAVER,BRADEN",,,"SUB OUT by WEAVER,BRADEN",1
14:28,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",1
14:28,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",1
14:28,"TURNOVER  by SEGALL,RYAN",,,,,,,"TURNOVER  by SEGALL,RYAN",1
14:28,,,,,"SUB OUT by COBB,DANIEL",,,"SUB OUT by COBB,DANIEL",1
14:28,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",1
14:05,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",1
14:05,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
13:59,,13 (+7),,6,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",Hend 13-6 (-7),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",1
13:50,"GOOD 3PTR by ELLIS,CHASE",16 (+10),,6,,Berry 16-6 (-10),,"GOOD 3PTR by ELLIS,CHASE",1
13:36,,,,,"MISS JUMPER by MCMULLIN,COLTON(in the paint)",,,"MISS JUMPER by MCMULLIN,COLTON(in the paint)",1
--,"REBOUND DEF by KRUEGER,JORDAN",,,,,,,"REBOUND DEF by KRUEGER,JORDAN",1
13:29,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",1
--,"REBOUND OFF by JOHNSON,MICHAEL",,,,,,,"REBOUND OFF by JOHNSON,MICHAEL",1
13:14,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",1
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",1
12:54,,,,,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",,,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",1
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",1
12:48,,,,,"FOUL  by BERRY,COLTEN",,,"FOUL  by BERRY,COLTEN",1
12:48,"MISS FT by CAMPBELL,BLAKE(fastbreak)",,,,,,,"MISS FT by CAMPBELL,BLAKE(fastbreak)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
12:48,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",1
12:48,,,,,"SUB IN by PATTON,LUKE",,,"SUB IN by PATTON,LUKE",1
12:48,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",1
12:48,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",1
12:48,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",17 (+11),,6,,Berry 17-6 (-11),,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",1
12:48,,,,,"SUB OUT by SQUIRES,CALEB",,,"SUB OUT by SQUIRES,CALEB",1
12:48,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",1
12:48,,,,,"SUB IN by KRONENBERGER,BEAU",,,"SUB IN by KRONENBERGER,BEAU",1
12:48,,,,,"SUB IN by MAYO,DREW",,,"SUB IN by MAYO,DREW",1
12:48,,,,,"SUB OUT by COBB,DANIEL",,,"SUB OUT by COBB,DANIEL",1
12:48,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",1
12:32,,,,,"MISS JUMPER by MAYO,DREW(in the paint)",,,"MISS JUMPER by MAYO,DREW(in the paint)",1
--,,,,,"REBOUND OFF by PATTON,LUKE",,,"REBOUND OFF by PATTON,LUKE",1
12:27,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",1
12:27,,,,,"MISS LAYUP by MAYO,DREW(in the paint)",,,"MISS LAYUP by MAYO,DREW(in the paint)",1
--,"REBOUND DEF by KRUEGER,JORDAN",,,,,,,"REBOUND DEF by KRUEGER,JORDAN",1
12:27,"GOOD 3PTR by HONROTH,OWEN",20 (+14),,6,,Berry 20-6 (-14),,"GOOD 3PTR by HONROTH,OWEN",1
11:52,,20 (+12),,8,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",Hend 20-8 (-12),,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",1
--,,,,,"ASSIST  by MAYO,DREW",,,"ASSIST  by MAYO,DREW",1
11:42,"TURNOVER  by CAMPBELL,BLAKE",,,,,,,"TURNOVER  by CAMPBELL,BLAKE",1
11:42,,,,,"STEAL  by TORRES,JADEN",,,"STEAL  by TORRES,JADEN",1
11:30,,,,,"TURNOVER  by TORRES,JADEN",,,"TURNOVER  by TORRES,JADEN",1
11:30,"STEAL  by JOHNSON,MICHAEL",,,,,,,"STEAL  by JOHNSON,MICHAEL",1
11:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:30,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
11:30,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
11:18,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
11:18,"SUB IN by BENHAM,BRAXTON",,,,,,,"SUB IN by BENHAM,BRAXTON",1
11:10,"MISS JUMPER by BENHAM,BRAXTON",,,,,,,"MISS JUMPER by BENHAM,BRAXTON",1
--,,,,,"REBOUND DEF by TORRES,JADEN",,,"REBOUND DEF by TORRES,JADEN",1
11:00,,20 (+10),,10,"GOOD LAYUP by KRONENBERGER,BEAU(in the paint)",Hend 20-10 (-10),,"GOOD LAYUP by KRONENBERGER,BEAU(in the paint)",1
--,,,,,"ASSIST  by MCMULLIN,COLTON",,,"ASSIST  by MCMULLIN,COLTON",1
10:37,"GOOD 3PTR by HONROTH,OWEN",23 (+13),,10,,Berry 23-10 (-13),,"GOOD 3PTR by HONROTH,OWEN",1
--,"ASSIST  by BENHAM,BRAXTON",,,,,,,"ASSIST  by BENHAM,BRAXTON",1
10:13,,,,,"MISS JUMPER by PATTON,LUKE(in the paint)",,,"MISS JUMPER by PATTON,LUKE(in the paint)",1
--,"REBOUND DEF by BENHAM,BRAXTON",,,,,,,"REBOUND DEF by BENHAM,BRAXTON",1
09:53,"GOOD JUMPER by COSTAS,RILEY(in the paint)",25 (+15),,10,,Berry 25-10 (-15),,"GOOD JUMPER by COSTAS,RILEY(in the paint)",1
--,"ASSIST  by CAMPBELL,BLAKE",,,,,,,"ASSIST  by CAMPBELL,BLAKE",1
09:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
09:48,,,,,"SUB OUT by PATTON,LUKE",,,"SUB OUT by PATTON,LUKE",1
09:48,,,,,"SUB IN by BERRY,COLTEN",,,"SUB IN by BERRY,COLTEN",1
09:48,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",1
09:48,"SUB OUT by CAMPBELL,BLAKE",,,,,,,"SUB OUT by CAMPBELL,BLAKE",1
09:48,"SUB IN by CRAFT,JAKE",,,,,,,"SUB IN by CRAFT,JAKE",1
09:48,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",1
09:30,,,,,"TURNOVER  by MCMULLIN,COLTON",,,"TURNOVER  by MCMULLIN,COLTON",1
09:30,"STEAL  by BENHAM,BRAXTON",,,,,,,"STEAL  by BENHAM,BRAXTON",1
09:25,"GOOD DUNK by BENHAM,BRAXTON(fastbreak)(in the paint)",27 (+17),,10,,Berry 27-10 (-17),,"GOOD DUNK by BENHAM,BRAXTON(fastbreak)(in the paint)",1
09:02,,,,,"MISS 3PTR by KRONENBERGER,BEAU",,,"MISS 3PTR by KRONENBERGER,BEAU",1
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",1
08:38,"GOOD 3PTR by COSTAS,RILEY",30 (+20),,10,,Berry 30-10 (-20),,"GOOD 3PTR by COSTAS,RILEY",1
08:24,,30 (+18),,12,"GOOD DUNK by BERRY,COLTEN(in the paint)",Hend 30-12 (-18),,"GOOD DUNK by BERRY,COLTEN(in the paint)",1
--,,,,,"ASSIST  by MAYO,DREW",,,"ASSIST  by MAYO,DREW",1
08:03,"MISS JUMPER by ELLIS,CHASE",,,,,,,"MISS JUMPER by ELLIS,CHASE",1
--,"REBOUND OFF by COSTAS,RILEY",,,,,,,"REBOUND OFF by COSTAS,RILEY",1
08:00,,,,,"SUB OUT by KRONENBERGER,BEAU",,,"SUB OUT by KRONENBERGER,BEAU",1
08:00,,,,,"SUB OUT by TORRES,JADEN",,,"SUB OUT by TORRES,JADEN",1
08:00,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",1
08:00,,,,,"SUB OUT by MAYO,DREW",,,"SUB OUT by MAYO,DREW",1
08:00,,,,,"SUB IN by COBB,DANIEL",,,"SUB IN by COBB,DANIEL",1
08:00,,,,,"SUB IN by WEAVER,BRADEN",,,"SUB IN by WEAVER,BRADEN",1
08:00,,,,,"SUB IN by SQUIRES,CALEB",,,"SUB IN by SQUIRES,CALEB",1
08:00,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",1
07:55,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",1
--,"REBOUND OFF by COSTAS,RILEY",,,,,,,"REBOUND OFF by COSTAS,RILEY",1
07:51,"MISS 3PTR by CRAFT,JAKE",,,,,,,"MISS 3PTR by CRAFT,JAKE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:25,,30 (+16),,14,"GOOD JUMPER by BERRY,COLTEN(in the paint)",Hend 30-14 (-16),,"GOOD JUMPER by BERRY,COLTEN(in the paint)",1
--,,,,,"ASSIST  by COBB,DANIEL",,,"ASSIST  by COBB,DANIEL",1
07:06,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
07:06,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
07:05,"MISS JUMPER by CLARK,BRYCE",,,,,,,"MISS JUMPER by CLARK,BRYCE",1
07:05,,,,,"BLOCK  by BERRY,COLTEN",,,"BLOCK  by BERRY,COLTEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:58,"FOUL  by CLARK,BRYCE",,,,,,,"FOUL  by CLARK,BRYCE",1
06:47,,,,,"TURNOVER  by COBB,DANIEL",,,"TURNOVER  by COBB,DANIEL",1
06:37,"TURNOVER  by BENHAM,BRAXTON",,,,,,,"TURNOVER  by BENHAM,BRAXTON",1
06:37,,,,,"STEAL  by BERRY,COLTEN",,,"STEAL  by BERRY,COLTEN",1
06:29,,30 (+13),,17,"GOOD 3PTR by SQUIRES,CALEB(fastbreak)",Hend 30-17 (-13),,"GOOD 3PTR by SQUIRES,CALEB(fastbreak)",1
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",1
05:57,,,,,"FOUL  by COBB,DANIEL",,,"FOUL  by COBB,DANIEL",1
05:57,,,,,"SUB OUT by COBB,DANIEL",,,"SUB OUT by COBB,DANIEL",1
05:57,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",1
05:57,"SUB OUT by CRAFT,JAKE",,,,,,,"SUB OUT by CRAFT,JAKE",1
05:57,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
05:48,"MISS 3PTR by BENHAM,BRAXTON",,,,,,,"MISS 3PTR by BENHAM,BRAXTON",1
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",1
05:34,"FOUL  by BENHAM,BRAXTON",,,,,,,"FOUL  by BENHAM,BRAXTON",1
05:26,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",1
05:26,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
05:24,,30 (+11),,19,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",Hend 30-19 (-11),,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",1
05:08,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",1
05:08,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
05:08,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
05:08,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",1
04:52,,30 (+9),,21,"GOOD JUMPER by BERRY,COLTEN(in the paint)",Hend 30-21 (-9),,"GOOD JUMPER by BERRY,COLTEN(in the paint)",1
04:40,"GOOD 3PTR by KRUEGER,JORDAN",33 (+12),,21,,Berry 33-21 (-12),,"GOOD 3PTR by KRUEGER,JORDAN",1
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",1
04:38,,,,,"MISS LAYUP by BERRY,COLTEN(in the paint)",,,"MISS LAYUP by BERRY,COLTEN(in the paint)",1
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",1
04:16,"MISS LAYUP by CLARK,BRYCE(in the paint)",,,,,,,"MISS LAYUP by CLARK,BRYCE(in the paint)",1
--,,,,,"REBOUND DEF by WEAVER,BRADEN",,,"REBOUND DEF by WEAVER,BRADEN",1
04:02,,33 (+10),,23,"GOOD JUMPER by WEAVER,BRADEN(in the paint)",Hend 33-23 (-10),,"GOOD JUMPER by WEAVER,BRADEN(in the paint)",1
04:02,"FOUL  by CAMPBELL,BLAKE",,,,,,,"FOUL  by CAMPBELL,BLAKE",1
04:02,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
04:02,,33 (+9),,24,"GOOD FT by WEAVER,BRADEN",Hend 33-24 (-9),,"GOOD FT by WEAVER,BRADEN",1
04:02,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",1
04:02,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
04:02,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",1
04:02,,,,,"SUB IN by PATTON,LUKE",,,"SUB IN by PATTON,LUKE",1
03:25,"MISS JUMPER by CLARK,BRYCE(in the paint)",,,,,,,"MISS JUMPER by CLARK,BRYCE(in the paint)",1
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",1
03:16,,33 (+7),,26,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",Hend 33-26 (-7),,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",1
02:47,,,,,"FOUL  by SQUIRES,CALEB",,,"FOUL  by SQUIRES,CALEB",1
02:47,"GOOD FT by CAMPBELL,BLAKE",34 (+8),,26,,Berry 34-26 (-8),,"GOOD FT by CAMPBELL,BLAKE",1
02:47,,,,,"SUB OUT by WEAVER,BRADEN",,,"SUB OUT by WEAVER,BRADEN",1
02:47,,,,,"SUB OUT by SQUIRES,CALEB",,,"SUB OUT by SQUIRES,CALEB",1
02:47,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",1
02:47,,,,,"SUB IN by MAYO,DREW",,,"SUB IN by MAYO,DREW",1
02:47,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
02:47,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",1
02:47,"GOOD FT by CAMPBELL,BLAKE",35 (+9),,26,,Berry 35-26 (-9),,"GOOD FT by CAMPBELL,BLAKE",1
02:28,,,,,"TURNOVER  by MCMULLIN,COLTON",,,"TURNOVER  by MCMULLIN,COLTON",1
02:13,"GOOD JUMPER by ELLIS,CHASE(in the paint)",37 (+11),,26,,Berry 37-26 (-11),,"GOOD JUMPER by ELLIS,CHASE(in the paint)",1
01:56,,,,,"TURNOVER  by DEITHLOFF,TYLER",,,"TURNOVER  by DEITHLOFF,TYLER",1
01:56,"STEAL  by ELLIS,CHASE",,,,,,,"STEAL  by ELLIS,CHASE",1
01:51,"GOOD JUMPER by JOHNSON,MICHAEL(fastbreak)(in the paint)",39 (+13),,26,,Berry 39-26 (-13),,"GOOD JUMPER by JOHNSON,MICHAEL(fastbreak)(in the paint)",1
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",1
01:31,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",1
01:31,,39 (+12),,27,"GOOD FT by TORRES,JADEN",Hend 39-27 (-12),,"GOOD FT by TORRES,JADEN",1
01:31,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",1
01:31,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
01:31,"SUB IN by BENHAM,BRAXTON",,,,,,,"SUB IN by BENHAM,BRAXTON",1
01:31,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",1
01:31,,39 (+11),,28,"GOOD FT by TORRES,JADEN",Hend 39-28 (-11),,"GOOD FT by TORRES,JADEN",1
01:14,"GOOD 3PTR by BENHAM,BRAXTON",42 (+14),,28,,Berry 42-28 (-14),,"GOOD 3PTR by BENHAM,BRAXTON",1
--,"ASSIST  by CAMPBELL,BLAKE",,,,,,,"ASSIST  by CAMPBELL,BLAKE",1
00:56,,,,,"MISS JUMPER by MAYO,DREW",,,"MISS JUMPER by MAYO,DREW",1
--,"REBOUND DEF by BENHAM,BRAXTON",,,,,,,"REBOUND DEF by BENHAM,BRAXTON",1
00:49,,,,,"FOUL  by MAYO,DREW",,,"FOUL  by MAYO,DREW",1
00:49,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
00:49,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
00:49,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",43 (+15),,28,,Berry 43-28 (-15),,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",1
00:49,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",44 (+16),,28,,Berry 44-28 (-16),,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",1
00:27,,44 (+14),,30,"GOOD JUMPER by TORRES,JADEN(in the paint)",Hend 44-30 (-14),,"GOOD JUMPER by TORRES,JADEN(in the paint)",1
00:01,"MISS 3PTR by BENHAM,BRAXTON",,,,,,,"MISS 3PTR by BENHAM,BRAXTON",1
--,,,,,"REBOUND DEF by MCMULLIN,COLTON",,,"REBOUND DEF by MCMULLIN,COLTON",1
20:00,,,,,"SUB OUT by TORRES,JADEN",,,"SUB OUT by TORRES,JADEN",2
20:00,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",2
20:00,,,,,"SUB OUT by MAYO,DREW",,,"SUB OUT by MAYO,DREW",2
20:00,,,,,"SUB OUT by PATTON,LUKE",,,"SUB OUT by PATTON,LUKE",2
20:00,,,,,"SUB IN by COBB,DANIEL",,,"SUB IN by COBB,DANIEL",2
20:00,,,,,"SUB IN by WEAVER,BRADEN",,,"SUB IN by WEAVER,BRADEN",2
20:00,,,,,"SUB IN by SQUIRES,CALEB",,,"SUB IN by SQUIRES,CALEB",2
20:00,,,,,"SUB IN by BERRY,COLTEN",,,"SUB IN by BERRY,COLTEN",2
20:00,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
20:00,"SUB OUT by CAMPBELL,BLAKE",,,,,,,"SUB OUT by CAMPBELL,BLAKE",2
20:00,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
20:00,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
19:51,"GOOD JUMPER by ELLIS,CHASE(in the paint)",46 (+16),,30,,Berry 46-30 (-16),,"GOOD JUMPER by ELLIS,CHASE(in the paint)",2
19:34,,,,,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",,,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
19:07,,,,,"FOUL  by COBB,DANIEL",,,"FOUL  by COBB,DANIEL",2
18:57,"MISS 3PTR by COSTAS,RILEY",,,,,,,"MISS 3PTR by COSTAS,RILEY",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
