Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
17:15,"GOOD LAYUP by BERRY,COLTEN(in the paint)",39,,41 (+2),,Hend 39-41 (-2),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
17:15,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
17:15,"GOOD FT by BERRY,COLTEN",40,,41 (+1),,Hend 40-41 (-1),,"GOOD FT by BERRY,COLTEN",2
17:15,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
17:15,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
17:15,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
17:15,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
17:15,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
17:11,"GOOD LAYUP by WEAVER,BRADEN(in the paint)",42 (+1),,41,,Hend 42-41 (+1),,"GOOD LAYUP by WEAVER,BRADEN(in the paint)",2
--,"ASSIST  by TORRES,JADEN",,,,,,,"ASSIST  by TORRES,JADEN",2
16:49,,42,,43 (+1),"GOOD JUMPER by GASCA,DAKOTA(in the paint)",Mill 42-43 (-1),,"GOOD JUMPER by GASCA,DAKOTA(in the paint)",2
16:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:38,"MISS 3PTR by WEAVER,BRADEN",,,,,,,"MISS 3PTR by WEAVER,BRADEN",2
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
16:20,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,"REBOUND DEF by BERRY,COLTEN",,,,,,,"REBOUND DEF by BERRY,COLTEN",2
16:10,"MISS LAYUP by BERRY,COLTEN(in the paint)",,,,,,,"MISS LAYUP by BERRY,COLTEN(in the paint)",2
--,"REBOUND OFF by BERRY,COLTEN",,,,,,,"REBOUND OFF by BERRY,COLTEN",2
16:03,"GOOD LAYUP by BERRY,COLTEN(in the paint)",44 (+1),,43,,Hend 44-43 (+1),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
15:54,,44,,45 (+1),"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 44-45 (-1),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
15:54,"FOUL  by BERRY,COLTEN",,,,,,,"FOUL  by BERRY,COLTEN",2
15:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:54,,,,,"MISS FT by PHILLIPS JR,RODNEY",,,"MISS FT by PHILLIPS JR,RODNEY",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
15:44,"MISS 3PTR by DEITHLOFF,TYLER",,,,,,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,"REBOUND OFF by DEITHLOFF,TYLER",,,,,,,"REBOUND OFF by DEITHLOFF,TYLER",2
15:26,"MISS 3PTR by DEITHLOFF,TYLER",,,,,,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,,,,,"REBOUND DEF by GORTON,MACK",,,"REBOUND DEF by GORTON,MACK",2
15:17,"FOUL  by DEITHLOFF,TYLER",,,,,,,"FOUL  by DEITHLOFF,TYLER",2
15:17,,44,,46 (+2),"GOOD FT by WATSON,DOUG",Mill 44-46 (-2),,"GOOD FT by WATSON,DOUG",2
15:17,"SUB OUT by WEAVER,BRADEN",,,,,,,"SUB OUT by WEAVER,BRADEN",2
15:17,"SUB OUT by TORRES,JADEN",,,,,,,"SUB OUT by TORRES,JADEN",2
15:17,"SUB IN by COBB,DANIEL",,,,,,,"SUB IN by COBB,DANIEL",2
15:17,"SUB IN by MCMULLIN,COLTON",,,,,,,"SUB IN by MCMULLIN,COLTON",2
15:17,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
15:17,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
15:17,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
15:17,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
15:17,,44,,47 (+3),"GOOD FT by WATSON,DOUG",Mill 44-47 (-3),,"GOOD FT by WATSON,DOUG",2
14:59,,,,,"FOUL  by GORTON,MACK",,,"FOUL  by GORTON,MACK",2
14:59,"MISS FT by BERRY,COLTEN",,,,,,,"MISS FT by BERRY,COLTEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:59,"MISS FT by BERRY,COLTEN",,,,,,,"MISS FT by BERRY,COLTEN",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
14:45,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",2
--,,,,,"REBOUND OFF by GORTON,MACK",,,"REBOUND OFF by GORTON,MACK",2
14:35,,44,,49 (+5),"GOOD LAYUP by GORTON,MACK(in the paint)",Mill 44-49 (-5),,"GOOD LAYUP by GORTON,MACK(in the paint)",2
--,,,,,"ASSIST  by BUSH,RODREEKAS",,,"ASSIST  by BUSH,RODREEKAS",2
14:13,"MISS LAYUP by DEITHLOFF,TYLER(in the paint)",,,,,,,"MISS LAYUP by DEITHLOFF,TYLER(in the paint)",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
14:05,,,,,"MISS LAYUP by RUCKER,CAM(in the paint)",,,"MISS LAYUP by RUCKER,CAM(in the paint)",2
14:05,"BLOCK  by BERRY,COLTEN",,,,,,,"BLOCK  by BERRY,COLTEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:05,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
14:05,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
14:05,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
14:05,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
14:05,"SUB IN by KRONENBERGER,BEAU",,,,,,,"SUB IN by KRONENBERGER,BEAU",2
14:05,"SUB IN by PATTON,LUKE",,,,,,,"SUB IN by PATTON,LUKE",2
14:00,,44,,51 (+7),"GOOD JUMPER by UGHOVWA,NICHOLAS",Mill 44-51 (-7),,"GOOD JUMPER by UGHOVWA,NICHOLAS",2
13:46,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",2
13:46,"GOOD FT by COBB,DANIEL",45,,51 (+6),,Hend 45-51 (-6),,"GOOD FT by COBB,DANIEL",2
13:46,"GOOD FT by COBB,DANIEL",46,,51 (+5),,Hend 46-51 (-5),,"GOOD FT by COBB,DANIEL",2
13:29,,46,,53 (+7),"GOOD JUMPER by WATSON,DOUG",Mill 46-53 (-7),,"GOOD JUMPER by WATSON,DOUG",2
13:11,"MISS 3PTR by COBB,DANIEL",,,,,,,"MISS 3PTR by COBB,DANIEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:11,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
13:11,,,,,"SUB IN by LITTLE ,JAMES",,,"SUB IN by LITTLE ,JAMES",2
12:47,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",2
12:47,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",,,"TURNOVER  by UGHOVWA,NICHOLAS",2
12:40,"TURNOVER  by COBB,DANIEL",,,,,,,"TURNOVER  by COBB,DANIEL",2
12:26,,,,,"MISS JUMPER by LITTLE ,JAMES(in the paint)",,,"MISS JUMPER by LITTLE ,JAMES(in the paint)",2
--,"REBOUND DEF by SQUIRES,CALEB",,,,,,,"REBOUND DEF by SQUIRES,CALEB",2
11:55,"MISS JUMPER by PATTON,LUKE(in the paint)",,,,,,,"MISS JUMPER by PATTON,LUKE(in the paint)",2
--,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",,,"REBOUND DEF by UGHOVWA,NICHOLAS",2
11:48,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",,,"MISS JUMPER by WATSON,DOUG(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:48,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
11:48,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
11:48,"SUB OUT by COBB,DANIEL",,,,,,,"SUB OUT by COBB,DANIEL",2
11:48,"SUB IN by TORRES,JADEN",,,,,,,"SUB IN by TORRES,JADEN",2
11:34,"TURNOVER  by PATTON,LUKE",,,,,,,"TURNOVER  by PATTON,LUKE",2
11:34,,,,,"STEAL  by URSIN,AARON",,,"STEAL  by URSIN,AARON",2
11:28,,46,,55 (+9),"GOOD DUNK by LITTLE ,JAMES(fastbreak)(in the paint)",Mill 46-55 (-9),,"GOOD DUNK by LITTLE ,JAMES(fastbreak)(in the paint)",2
11:04,"MISS LAYUP by SQUIRES,CALEB(in the paint)",,,,,,,"MISS LAYUP by SQUIRES,CALEB(in the paint)",2
--,"REBOUND OFF by PATTON,LUKE",,,,,,,"REBOUND OFF by PATTON,LUKE",2
10:58,"GOOD LAYUP by PATTON,LUKE(in the paint)",48,,55 (+7),,Hend 48-55 (-7),,"GOOD LAYUP by PATTON,LUKE(in the paint)",2
10:45,"FOUL  by PATTON,LUKE",,,,,,,"FOUL  by PATTON,LUKE",2
10:39,,,,,"MISS JUMPER by URSIN,AARON",,,"MISS JUMPER by URSIN,AARON",2
--,"REBOUND DEF by TORRES,JADEN",,,,,,,"REBOUND DEF by TORRES,JADEN",2
10:17,,,,,"FOUL  by LITTLE ,JAMES",,,"FOUL  by LITTLE ,JAMES",2
10:17,"GOOD FT by KRONENBERGER,BEAU",49,,55 (+6),,Hend 49-55 (-6),,"GOOD FT by KRONENBERGER,BEAU",2
10:17,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
10:17,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
10:17,"MISS FT by KRONENBERGER,BEAU",,,,,,,"MISS FT by KRONENBERGER,BEAU",2
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
10:05,,49,,57 (+8),"GOOD JUMPER by URSIN,AARON(in the paint)",Mill 49-57 (-8),,"GOOD JUMPER by URSIN,AARON(in the paint)",2
--,,,,,"ASSIST  by RUCKER,CAM",,,"ASSIST  by RUCKER,CAM",2
09:44,"MISS 3PTR by SQUIRES,CALEB",,,,,,,"MISS 3PTR by SQUIRES,CALEB",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
09:38,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",2
09:19,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",51,,57 (+6),,Hend 51-57 (-6),,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",2
09:02,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",2
09:02,"STEAL  by SQUIRES,CALEB",,,,,,,"STEAL  by SQUIRES,CALEB",2
08:55,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
08:55,"GOOD FT by SQUIRES,CALEB(fastbreak)",52,,57 (+5),,Hend 52-57 (-5),,"GOOD FT by SQUIRES,CALEB(fastbreak)",2
08:55,,,,,"SUB OUT by LITTLE ,JAMES",,,"SUB OUT by LITTLE ,JAMES",2
08:55,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
08:55,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
08:55,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
08:55,"SUB OUT by KRONENBERGER,BEAU",,,,,,,"SUB OUT by KRONENBERGER,BEAU",2
08:55,"SUB OUT by PATTON,LUKE",,,,,,,"SUB OUT by PATTON,LUKE",2
08:55,"SUB IN by BERRY,COLTEN",,,,,,,"SUB IN by BERRY,COLTEN",2
08:55,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
08:55,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
08:55,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
08:55,"GOOD FT by SQUIRES,CALEB(fastbreak)",53,,57 (+4),,Hend 53-57 (-4),,"GOOD FT by SQUIRES,CALEB(fastbreak)",2
08:37,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",2
--,"REBOUND DEF by SQUIRES,CALEB",,,,,,,"REBOUND DEF by SQUIRES,CALEB",2
08:22,"MISS JUMPER by BERRY,COLTEN(in the paint)",,,,,,,"MISS JUMPER by BERRY,COLTEN(in the paint)",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
08:10,,53,,59 (+6),"GOOD JUMPER by URSIN,AARON",Mill 53-59 (-6),,"GOOD JUMPER by URSIN,AARON",2
07:46,"MISS 3PTR by SQUIRES,CALEB",,,,,,,"MISS 3PTR by SQUIRES,CALEB",2
--,"REBOUND OFF by DEITHLOFF,TYLER",,,,,,,"REBOUND OFF by DEITHLOFF,TYLER",2
07:39,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",55,,59 (+4),,Hend 55-59 (-4),,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",2
07:19,,55,,62 (+7),"GOOD 3PTR by URSIN,AARON",Mill 55-62 (-7),,"GOOD 3PTR by URSIN,AARON",2
--,,,,,"ASSIST  by BUSH,RODREEKAS",,,"ASSIST  by BUSH,RODREEKAS",2
07:16,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:06,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",57,,62 (+5),,Hend 57-62 (-5),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
06:45,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",2
06:45,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
06:45,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
06:31,"GOOD 3PTR by MCMULLIN,COLTON",60,,62 (+2),,Hend 60-62 (-2),,"GOOD 3PTR by MCMULLIN,COLTON",2
--,"ASSIST  by TORRES,JADEN",,,,,,,"ASSIST  by TORRES,JADEN",2
06:00,,60,,65 (+5),"GOOD 3PTR by GASCA,DAKOTA",Mill 60-65 (-5),,"GOOD 3PTR by GASCA,DAKOTA",2
05:36,"TURNOVER  by DEITHLOFF,TYLER",,,,,,,"TURNOVER  by DEITHLOFF,TYLER",2
05:36,,,,,"STEAL  by STEPHEN,SETH",,,"STEAL  by STEPHEN,SETH",2
05:33,"FOUL  by BERRY,COLTEN",,,,,,,"FOUL  by BERRY,COLTEN",2
05:33,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
05:33,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
05:33,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
05:33,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
05:22,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,"REBOUND DEF by BERRY,COLTEN",,,,,,,"REBOUND DEF by BERRY,COLTEN",2
04:52,"TURNOVER  by SQUIRES,CALEB",,,,,,,"TURNOVER  by SQUIRES,CALEB",2
04:52,,,,,"STEAL  by ROTH,DREW",,,"STEAL  by ROTH,DREW",2
04:38,"FOUL  by MCMULLIN,COLTON",,,,,,,"FOUL  by MCMULLIN,COLTON",2
04:38,,60,,66 (+6),"GOOD FT by WATSON,DOUG",Mill 60-66 (-6),,"GOOD FT by WATSON,DOUG",2
04:38,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
04:38,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
04:38,,60,,67 (+7),"GOOD FT by WATSON,DOUG",Mill 60-67 (-7),,"GOOD FT by WATSON,DOUG",2
04:20,"TURNOVER  by BERRY,COLTEN",,,,,,,"TURNOVER  by BERRY,COLTEN",2
04:01,,,,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",2
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",2
03:55,,60,,69 (+9),"GOOD LAYUP by STEPHEN,SETH(in the paint)",Mill 60-69 (-9),,"GOOD LAYUP by STEPHEN,SETH(in the paint)",2
03:46,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",2
03:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:46,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
03:46,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
03:46,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
03:46,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
03:46,"SUB OUT by TORRES,JADEN",,,,,,,"SUB OUT by TORRES,JADEN",2
03:46,"SUB OUT by MCMULLIN,COLTON",,,,,,,"SUB OUT by MCMULLIN,COLTON",2
03:46,"SUB IN by COBB,DANIEL",,,,,,,"SUB IN by COBB,DANIEL",2
03:46,"SUB IN by WEAVER,BRADEN",,,,,,,"SUB IN by WEAVER,BRADEN",2
03:46,"GOOD FT by SQUIRES,CALEB",61,,69 (+8),,Hend 61-69 (-8),,"GOOD FT by SQUIRES,CALEB",2
03:46,"MISS FT by SQUIRES,CALEB",,,,,,,"MISS FT by SQUIRES,CALEB",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
03:18,"FOUL  by COBB,DANIEL",,,,,,,"FOUL  by COBB,DANIEL",2
03:18,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
03:18,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
03:18,,61,,70 (+9),"GOOD FT by GASCA,DAKOTA",Mill 61-70 (-9),,"GOOD FT by GASCA,DAKOTA",2
03:18,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
03:18,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
03:18,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
03:18,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
03:18,,61,,71 (+10),"GOOD FT by GASCA,DAKOTA",Mill 61-71 (-10),,"GOOD FT by GASCA,DAKOTA",2
03:02,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",63,,71 (+8),,Hend 63-71 (-8),,"GOOD JUMPER by SQUIRES,CALEB(in the paint)",2
02:41,,63,,73 (+10),"GOOD JUMPER by WATSON,DOUG(in the paint)",Mill 63-73 (-10),,"GOOD JUMPER by WATSON,DOUG(in the paint)",2
02:41,"FOUL  by BERRY,COLTEN",,,,,,,"FOUL  by BERRY,COLTEN",2
02:41,,63,,74 (+11),"GOOD FT by WATSON,DOUG",Mill 63-74 (-11),,"GOOD FT by WATSON,DOUG",2
02:27,"GOOD LAYUP by SQUIRES,CALEB(in the paint)",65,,74 (+9),,Hend 65-74 (-9),,"GOOD LAYUP by SQUIRES,CALEB(in the paint)",2
02:26,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:26,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
02:26,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
01:54,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",,,"MISS LAYUP by URSIN,AARON(in the paint)",2
01:54,,,,,"MISS JUMPER by GASCA,DAKOTA",,,"MISS JUMPER by GASCA,DAKOTA",2
01:54,"BLOCK  by COBB,DANIEL",,,,,,,"BLOCK  by COBB,DANIEL",2
--,,,,,"REBOUND OFF by URSIN,AARON",,,"REBOUND OFF by URSIN,AARON",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
01:49,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
01:49,"MISS FT by DEITHLOFF,TYLER(fastbreak)",,,,,,,"MISS FT by DEITHLOFF,TYLER(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:49,"GOOD FT by DEITHLOFF,TYLER(fastbreak)",66,,74 (+8),,Hend 66-74 (-8),,"GOOD FT by DEITHLOFF,TYLER(fastbreak)",2
01:21,"FOUL  by WEAVER,BRADEN",,,,,,,"FOUL  by WEAVER,BRADEN",2
01:21,,66,,75 (+9),"GOOD FT by GASCA,DAKOTA",Mill 66-75 (-9),,"GOOD FT by GASCA,DAKOTA",2
01:21,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
01:21,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
01:21,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
01:21,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
01:21,,66,,76 (+10),"GOOD FT by GASCA,DAKOTA",Mill 66-76 (-10),,"GOOD FT by GASCA,DAKOTA",2
01:15,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:02,"MISS 3PTR by WEAVER,BRADEN",,,,,,,"MISS 3PTR by WEAVER,BRADEN",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
00:54,"FOUL  by WEAVER,BRADEN",,,,,,,"FOUL  by WEAVER,BRADEN",2
00:54,,66,,77 (+11),"GOOD FT by BONNECAZE,STEWART(fastbreak)",Mill 66-77 (-11),,"GOOD FT by BONNECAZE,STEWART(fastbreak)",2
00:54,,,,,"MISS FT by BONNECAZE,STEWART(fastbreak)",,,"MISS FT by BONNECAZE,STEWART(fastbreak)",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
00:42,"MISS 3PTR by SQUIRES,CALEB",,,,,,,"MISS 3PTR by SQUIRES,CALEB",2
--,"REBOUND OFF by DEITHLOFF,TYLER",,,,,,,"REBOUND OFF by DEITHLOFF,TYLER",2
00:37,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",,,,,,,"MISS JUMPER by DEITHLOFF,TYLER(in the paint)",2
--,"REBOUND OFF by DEITHLOFF,TYLER",,,,,,,"REBOUND OFF by DEITHLOFF,TYLER",2
00:32,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",68,,77 (+9),,Hend 68-77 (-9),,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",2
00:31,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:31,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
00:31,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
00:31,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
00:31,"SUB IN by KRONENBERGER,BEAU",,,,,,,"SUB IN by KRONENBERGER,BEAU",2
00:31,"FOUL  by COBB,DANIEL",,,,,,,"FOUL  by COBB,DANIEL",2
00:31,,68,,78 (+10),"GOOD FT by WATSON,DOUG",Mill 68-78 (-10),,"GOOD FT by WATSON,DOUG",2
00:31,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
00:31,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
00:31,,68,,79 (+11),"GOOD FT by WATSON,DOUG",Mill 68-79 (-11),,"GOOD FT by WATSON,DOUG",2
00:18,"MISS JUMPER by WEAVER,BRADEN",,,,,,,"MISS JUMPER by WEAVER,BRADEN",2
--,"REBOUND OFF by SQUIRES,CALEB",,,,,,,"REBOUND OFF by SQUIRES,CALEB",2
00:11,"MISS 3PTR by SQUIRES,CALEB",,,,,,,"MISS 3PTR by SQUIRES,CALEB",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
