Time Remaining,AUSTIN,Away Team Score,Play Team Indicator,Home Team Score,HC-MBK,Game Score,Team Indicator,Play,Period
19:21,"MISS LAYUP by JOE,JOSHUA",,,,,,,"MISS LAYUP by JOE,JOSHUA",2
--,"REBOUND OFF by WILLIAMS,NATE",,,,,,,"REBOUND OFF by WILLIAMS,NATE",2
19:17,"GOOD TIPIN by WILLIAMS,NATE(in the paint)",32,,32,,AUSTIN 32-32 (0),,"GOOD TIPIN by WILLIAMS,NATE(in the paint)",2
19:01,,,,,"MISS LAYUP by BERRY,COLTEN",,,"MISS LAYUP by BERRY,COLTEN",2
--,,,,,"REBOUND OFF by BERRY,COLTEN",,,"REBOUND OFF by BERRY,COLTEN",2
18:54,,,,,"TURNOVER  by COBB,DANIEL",,,"TURNOVER  by COBB,DANIEL",2
18:53,"STEAL  by GETENET,KIDUS",,,,,,,"STEAL  by GETENET,KIDUS",2
18:46,"MISS 3PTR by WILLIAMS,NATE",,,,,,,"MISS 3PTR by WILLIAMS,NATE",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
18:37,,,,,"MISS LAYUP by SQUIRES,CALEB",,,"MISS LAYUP by SQUIRES,CALEB",2
--,,,,,"REBOUND OFF by DEITHLOFF,TYLER",,,"REBOUND OFF by DEITHLOFF,TYLER",2
18:35,,32,,34 (+2),"GOOD TIPIN by DEITHLOFF,TYLER(in the paint)",HC-MBK 32-34 (+2),,"GOOD TIPIN by DEITHLOFF,TYLER(in the paint)",2
18:05,"GOOD LAYUP by JONES,JASON(in the paint)",34,,34,,AUSTIN 34-34 (0),,"GOOD LAYUP by JONES,JASON(in the paint)",2
--,"ASSIST  by HUGGINS,JORDAN",,,,,,,"ASSIST  by HUGGINS,JORDAN",2
17:38,"FOUL  by JOE,JOSHUA",,,,,,,"FOUL  by JOE,JOSHUA",2
17:20,,,,,"MISS LAYUP by COBB,DANIEL",,,"MISS LAYUP by COBB,DANIEL",2
--,"REBOUND DEF by WILLIAMS,NATE",,,,,,,"REBOUND DEF by WILLIAMS,NATE",2
16:53,"MISS LAYUP by HUGGINS,JORDAN",,,,,,,"MISS LAYUP by HUGGINS,JORDAN",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
16:39,,34,,36 (+2),"GOOD LAYUP by BERRY,COLTEN(in the paint)",HC-MBK 34-36 (+2),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
--,,,,,"ASSIST  by MCMULLIN,COLTON",,,"ASSIST  by MCMULLIN,COLTON",2
16:13,"FOUL  by JONES,JASON",,,,,,,"FOUL  by JONES,JASON",2
16:13,"TURNOVER  by JONES,JASON",,,,,,,"TURNOVER  by JONES,JASON",2
16:13,"SUB IN by PEARCE,ETHAN",,,,,,,"SUB IN by PEARCE,ETHAN",2
16:13,"SUB IN by BERRY,OCIE",,,,,,,"SUB IN by BERRY,OCIE",2
16:13,"SUB OUT by HUGGINS,JORDAN",,,,,,,"SUB OUT by HUGGINS,JORDAN",2
16:13,"SUB OUT by JONES,JASON",,,,,,,"SUB OUT by JONES,JASON",2
16:13,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",2
16:13,,,,,"SUB OUT by COBB,DANIEL",,,"SUB OUT by COBB,DANIEL",2
15:54,,34,,38 (+4),"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",HC-MBK 34-38 (+4),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
15:35,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
15:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:35,"MISS FT by GETENET,KIDUS",,,,,,,"MISS FT by GETENET,KIDUS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:35,"MISS FT by GETENET,KIDUS",,,,,,,"MISS FT by GETENET,KIDUS",2
--,,,,,"REBOUND DEF by MCMULLIN,COLTON",,,"REBOUND DEF by MCMULLIN,COLTON",2
15:20,,,,,"MISS JUMPER by DEITHLOFF,TYLER",,,"MISS JUMPER by DEITHLOFF,TYLER",2
--,"REBOUND DEF by JOE,JOSHUA",,,,,,,"REBOUND DEF by JOE,JOSHUA",2
15:14,,,,,"FOUL  by TORRES,JADEN",,,"FOUL  by TORRES,JADEN",2
15:14,"GOOD FT by JOE,JOSHUA",35,,38 (+3),,AUSTIN 35-38 (+3),,"GOOD FT by JOE,JOSHUA",2
15:14,"GOOD FT by JOE,JOSHUA",36,,38 (+2),,AUSTIN 36-38 (+2),,"GOOD FT by JOE,JOSHUA",2
15:14,"SUB IN by HUGGINS,JORDAN",,,,,,,"SUB IN by HUGGINS,JORDAN",2
15:14,"SUB OUT by BERRY,OCIE",,,,,,,"SUB OUT by BERRY,OCIE",2
15:14,,,,,"SUB IN by SCIFRES,COLIN",,,"SUB IN by SCIFRES,COLIN",2
15:14,,,,,"SUB IN by RYAN,JONATHAN",,,"SUB IN by RYAN,JONATHAN",2
15:14,,,,,"SUB OUT by SQUIRES,CALEB",,,"SUB OUT by SQUIRES,CALEB",2
15:14,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",2
14:56,,36,,40 (+4),"GOOD LAYUP by RYAN,JONATHAN(in the paint)",HC-MBK 36-40 (+4),,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",2
14:48,"GOOD JUMPER by GETENET,KIDUS(fastbreak)(in the paint)",38,,40 (+2),,AUSTIN 38-40 (+2),,"GOOD JUMPER by GETENET,KIDUS(fastbreak)(in the paint)",2
--,"ASSIST  by JOE,JOSHUA",,,,,,,"ASSIST  by JOE,JOSHUA",2
14:23,,,,,"TURNOVER  by SCIFRES,COLIN",,,"TURNOVER  by SCIFRES,COLIN",2
13:54,"TURNOVER  by WILLIAMS,NATE",,,,,,,"TURNOVER  by WILLIAMS,NATE",2
13:54,,,,,"STEAL  by RYAN,JONATHAN",,,"STEAL  by RYAN,JONATHAN",2
13:54,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:54,,,,,"SUB IN by KRONENBERGER,BEAU",,,"SUB IN by KRONENBERGER,BEAU",2
13:54,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
13:29,"FOUL  by JOE,JOSHUA",,,,,,,"FOUL  by JOE,JOSHUA",2
13:29,,38,,41 (+3),"GOOD FT by RYAN,JONATHAN",HC-MBK 38-41 (+3),,"GOOD FT by RYAN,JONATHAN",2
13:29,,38,,42 (+4),"GOOD FT by RYAN,JONATHAN",HC-MBK 38-42 (+4),,"GOOD FT by RYAN,JONATHAN",2
13:21,"MISS 3PTR by PEARCE,ETHAN",,,,,,,"MISS 3PTR by PEARCE,ETHAN",2
--,,,,,"REBOUND DEF by SCIFRES,COLIN",,,"REBOUND DEF by SCIFRES,COLIN",2
13:02,,,,,"MISS LAYUP by TORRES,JADEN",,,"MISS LAYUP by TORRES,JADEN",2
--,"REBOUND DEF by HUGGINS,JORDAN",,,,,,,"REBOUND DEF by HUGGINS,JORDAN",2
12:44,"MISS 3PTR by WILLIAMS,NATE",,,,,,,"MISS 3PTR by WILLIAMS,NATE",2
--,,,,,"REBOUND DEF by KRONENBERGER,BEAU",,,"REBOUND DEF by KRONENBERGER,BEAU",2
12:17,,,,,"TURNOVER  by SCIFRES,COLIN",,,"TURNOVER  by SCIFRES,COLIN",2
12:16,"STEAL  by PEARCE,ETHAN",,,,,,,"STEAL  by PEARCE,ETHAN",2
12:13,,,,,"FOUL  by KRONENBERGER,BEAU",,,"FOUL  by KRONENBERGER,BEAU",2
12:13,"GOOD FT by GETENET,KIDUS",39,,42 (+3),,AUSTIN 39-42 (+3),,"GOOD FT by GETENET,KIDUS",2
12:13,"MISS FT by GETENET,KIDUS",,,,,,,"MISS FT by GETENET,KIDUS",2
--,"REBOUND OFF by JOE,JOSHUA",,,,,,,"REBOUND OFF by JOE,JOSHUA",2
12:13,"SUB IN by JONES,JASON",,,,,,,"SUB IN by JONES,JASON",2
12:13,"SUB IN by BERRY,OCIE",,,,,,,"SUB IN by BERRY,OCIE",2
12:13,"SUB IN by RENNIE,JACKSON",,,,,,,"SUB IN by RENNIE,JACKSON",2
12:13,"SUB OUT by WILLIAMS,NATE",,,,,,,"SUB OUT by WILLIAMS,NATE",2
12:13,"SUB OUT by PEARCE,ETHAN",,,,,,,"SUB OUT by PEARCE,ETHAN",2
12:13,"SUB OUT by HUGGINS,JORDAN",,,,,,,"SUB OUT by HUGGINS,JORDAN",2
12:13,,,,,"SUB IN by BERRY,COLTEN",,,"SUB IN by BERRY,COLTEN",2
12:13,,,,,"SUB IN by MAYO,DREW",,,"SUB IN by MAYO,DREW",2
12:13,,,,,"SUB IN by COBB,DANIEL",,,"SUB IN by COBB,DANIEL",2
12:13,,,,,"SUB IN by SQUIRES,CALEB",,,"SUB IN by SQUIRES,CALEB",2
12:13,,,,,"SUB OUT by TORRES,JADEN",,,"SUB OUT by TORRES,JADEN",2
12:13,,,,,"SUB OUT by SCIFRES,COLIN",,,"SUB OUT by SCIFRES,COLIN",2
12:13,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",2
12:13,,,,,"SUB OUT by RYAN,JONATHAN",,,"SUB OUT by RYAN,JONATHAN",2
12:07,"MISS 3PTR by RENNIE,JACKSON",,,,,,,"MISS 3PTR by RENNIE,JACKSON",2
--,,,,,"REBOUND DEF by KRONENBERGER,BEAU",,,"REBOUND DEF by KRONENBERGER,BEAU",2
11:48,,,,,"MISS LAYUP by SQUIRES,CALEB",,,"MISS LAYUP by SQUIRES,CALEB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:42,"SUB IN by ANTOSCA,CHASE",,,,,,,"SUB IN by ANTOSCA,CHASE",2
11:42,"SUB OUT by JOE,JOSHUA",,,,,,,"SUB OUT by JOE,JOSHUA",2
11:42,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
11:42,,,,,"SUB OUT by KRONENBERGER,BEAU",,,"SUB OUT by KRONENBERGER,BEAU",2
11:26,"GOOD LAYUP by ANTOSCA,CHASE(in the paint)",41,,42 (+1),,AUSTIN 41-42 (+1),,"GOOD LAYUP by ANTOSCA,CHASE(in the paint)",2
11:10,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:48,"MISS JUMPER by ANTOSCA,CHASE",,,,,,,"MISS JUMPER by ANTOSCA,CHASE",2
--,,,,,"REBOUND DEF by SQUIRES,CALEB",,,"REBOUND DEF by SQUIRES,CALEB",2
10:37,,41,,44 (+3),"GOOD LAYUP by BERRY,COLTEN(in the paint)",HC-MBK 41-44 (+3),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
--,,,,,"ASSIST  by SQUIRES,CALEB",,,"ASSIST  by SQUIRES,CALEB",2
10:16,"GOOD JUMPER by JONES,JASON(in the paint)",43,,44 (+1),,AUSTIN 43-44 (+1),,"GOOD JUMPER by JONES,JASON(in the paint)",2
--,"ASSIST  by RENNIE,JACKSON",,,,,,,"ASSIST  by RENNIE,JACKSON",2
10:03,,,,,"MISS 3PTR by MAYO,DREW",,,"MISS 3PTR by MAYO,DREW",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:50,,,,,"MISS JUMPER by MAYO,DREW",,,"MISS JUMPER by MAYO,DREW",2
--,"REBOUND DEF by GETENET,KIDUS",,,,,,,"REBOUND DEF by GETENET,KIDUS",2
09:37,"MISS 3PTR by ANTOSCA,CHASE",,,,,,,"MISS 3PTR by ANTOSCA,CHASE",2
--,,,,,"REBOUND DEF by MAYO,DREW",,,"REBOUND DEF by MAYO,DREW",2
09:13,,,,,"TURNOVER  by BERRY,COLTEN",,,"TURNOVER  by BERRY,COLTEN",2
08:54,"MISS JUMPER by ANTOSCA,CHASE",,,,,,,"MISS JUMPER by ANTOSCA,CHASE",2
--,"REBOUND OFF by BERRY,OCIE",,,,,,,"REBOUND OFF by BERRY,OCIE",2
08:51,,,,,"FOUL  by BERRY,COLTEN",,,"FOUL  by BERRY,COLTEN",2
08:51,"GOOD FT by BERRY,OCIE",44,,44,,AUSTIN 44-44 (0),,"GOOD FT by BERRY,OCIE",2
08:51,"MISS FT by BERRY,OCIE",,,,,,,"MISS FT by BERRY,OCIE",2
--,"REBOUND OFF by GETENET,KIDUS",,,,,,,"REBOUND OFF by GETENET,KIDUS",2
08:51,"MISS LAYUP by GETENET,KIDUS",,,,,,,"MISS LAYUP by GETENET,KIDUS",2
08:51,,,,,"BLOCK  by DEITHLOFF,TYLER",,,"BLOCK  by DEITHLOFF,TYLER",2
--,,,,,"REBOUND DEF by COBB,DANIEL",,,"REBOUND DEF by COBB,DANIEL",2
08:51,"FOUL  by BERRY,OCIE",,,,,,,"FOUL  by BERRY,OCIE",2
08:39,"FOUL  by JONES,JASON",,,,,,,"FOUL  by JONES,JASON",2
08:39,,,,,"MISS FT by DEITHLOFF,TYLER",,,"MISS FT by DEITHLOFF,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:39,,,,,"MISS FT by DEITHLOFF,TYLER",,,"MISS FT by DEITHLOFF,TYLER",2
--,,,,,"REBOUND OFF by BERRY,COLTEN",,,"REBOUND OFF by BERRY,COLTEN",2
08:35,,,,,"TURNOVER  by BERRY,COLTEN",,,"TURNOVER  by BERRY,COLTEN",2
08:29,"STEAL  by GETENET,KIDUS",,,,,,,"STEAL  by GETENET,KIDUS",2
08:20,"GOOD 3PTR by RENNIE,JACKSON",47 (+3),,44,,AUSTIN 47-44 (-3),,"GOOD 3PTR by RENNIE,JACKSON",2
--,"ASSIST  by GETENET,KIDUS",,,,,,,"ASSIST  by GETENET,KIDUS",2
08:01,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,"REBOUND DEF by RENNIE,JACKSON",,,,,,,"REBOUND DEF by RENNIE,JACKSON",2
07:47,"TURNOVER  by RENNIE,JACKSON",,,,,,,"TURNOVER  by RENNIE,JACKSON",2
07:46,,,,,"STEAL  by SQUIRES,CALEB",,,"STEAL  by SQUIRES,CALEB",2
07:42,,,,,"MISS LAYUP by SQUIRES,CALEB",,,"MISS LAYUP by SQUIRES,CALEB",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:41,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
07:41,,,,,"SUB IN by RYAN,JONATHAN",,,"SUB IN by RYAN,JONATHAN",2
07:41,,,,,"SUB OUT by MAYO,DREW",,,"SUB OUT by MAYO,DREW",2
07:41,,,,,"SUB OUT by SQUIRES,CALEB",,,"SUB OUT by SQUIRES,CALEB",2
07:32,"FOUL  by JONES,JASON",,,,,,,"FOUL  by JONES,JASON",2
07:32,,,,,"MISS FT by DEITHLOFF,TYLER",,,"MISS FT by DEITHLOFF,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:32,,47 (+2),,45,"GOOD FT by DEITHLOFF,TYLER",HC-MBK 47-45 (-2),,"GOOD FT by DEITHLOFF,TYLER",2
07:32,"SUB IN by HUGGINS,JORDAN",,,,,,,"SUB IN by HUGGINS,JORDAN",2
07:32,"SUB OUT by JONES,JASON",,,,,,,"SUB OUT by JONES,JASON",2
07:13,"GOOD 3PTR by RENNIE,JACKSON",50 (+5),,45,,AUSTIN 50-45 (-5),,"GOOD 3PTR by RENNIE,JACKSON",2
--,"ASSIST  by BERRY,OCIE",,,,,,,"ASSIST  by BERRY,OCIE",2
06:56,,50 (+2),,48,"GOOD 3PTR by DEITHLOFF,TYLER",HC-MBK 50-48 (-2),,"GOOD 3PTR by DEITHLOFF,TYLER",2
--,,,,,"ASSIST  by MCMULLIN,COLTON",,,"ASSIST  by MCMULLIN,COLTON",2
06:22,"GOOD JUMPER by RENNIE,JACKSON",52 (+4),,48,,AUSTIN 52-48 (-4),,"GOOD JUMPER by RENNIE,JACKSON",2
06:05,,52 (+2),,50,"GOOD LAYUP by BERRY,COLTEN(in the paint)",HC-MBK 52-50 (-2),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
--,,,,,"ASSIST  by COBB,DANIEL",,,"ASSIST  by COBB,DANIEL",2
05:37,"MISS LAYUP by HUGGINS,JORDAN",,,,,,,"MISS LAYUP by HUGGINS,JORDAN",2
--,"REBOUND OFF by BERRY,OCIE",,,,,,,"REBOUND OFF by BERRY,OCIE",2
05:32,"MISS LAYUP by BERRY,OCIE",,,,,,,"MISS LAYUP by BERRY,OCIE",2
05:32,,,,,"BLOCK  by BERRY,COLTEN",,,"BLOCK  by BERRY,COLTEN",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
05:25,,,,,"TURNOVER  by RYAN,JONATHAN",,,"TURNOVER  by RYAN,JONATHAN",2
05:25,,,,,"FOUL  by RYAN,JONATHAN",,,"FOUL  by RYAN,JONATHAN",2
05:05,"MISS LAYUP by BERRY,OCIE",,,,,,,"MISS LAYUP by BERRY,OCIE",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
04:56,,,,,"TURNOVER  by DEITHLOFF,TYLER",,,"TURNOVER  by DEITHLOFF,TYLER",2
04:56,"SUB IN by PEARCE,ETHAN",,,,,,,"SUB IN by PEARCE,ETHAN",2
04:56,"SUB OUT by BERRY,OCIE",,,,,,,"SUB OUT by BERRY,OCIE",2
04:38,"MISS LAYUP by HUGGINS,JORDAN",,,,,,,"MISS LAYUP by HUGGINS,JORDAN",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
04:13,,,,,"MISS LAYUP by RYAN,JONATHAN",,,"MISS LAYUP by RYAN,JONATHAN",2
--,"REBOUND DEF by HUGGINS,JORDAN",,,,,,,"REBOUND DEF by HUGGINS,JORDAN",2
04:04,"GOOD 3PTR by GETENET,KIDUS",55 (+5),,50,,AUSTIN 55-50 (-5),,"GOOD 3PTR by GETENET,KIDUS",2
--,"ASSIST  by HUGGINS,JORDAN",,,,,,,"ASSIST  by HUGGINS,JORDAN",2
03:51,"FOUL  by PEARCE,ETHAN",,,,,,,"FOUL  by PEARCE,ETHAN",2
03:51,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:51,,,,,"MISS FT by BERRY,COLTEN",,,"MISS FT by BERRY,COLTEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:51,,55 (+4),,51,"GOOD FT by BERRY,COLTEN",HC-MBK 55-51 (-4),,"GOOD FT by BERRY,COLTEN",2
03:20,"GOOD JUMPER by ANTOSCA,CHASE(in the paint)",57 (+6),,51,,AUSTIN 57-51 (-6),,"GOOD JUMPER by ANTOSCA,CHASE(in the paint)",2
02:58,,57 (+4),,53,"GOOD LAYUP by BERRY,COLTEN(in the paint)",HC-MBK 57-53 (-4),,"GOOD LAYUP by BERRY,COLTEN(in the paint)",2
--,,,,,"ASSIST  by COBB,DANIEL",,,"ASSIST  by COBB,DANIEL",2
02:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:31,"MISS JUMPER by GETENET,KIDUS",,,,,,,"MISS JUMPER by GETENET,KIDUS",2
02:31,,,,,"BLOCK  by BERRY,COLTEN",,,"BLOCK  by BERRY,COLTEN",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
02:16,,57 (+1),,56,"GOOD 3PTR by COBB,DANIEL",HC-MBK 57-56 (-1),,"GOOD 3PTR by COBB,DANIEL",2
--,,,,,"ASSIST  by BERRY,COLTEN",,,"ASSIST  by BERRY,COLTEN",2
01:51,,,,,"FOUL  by COBB,DANIEL",,,"FOUL  by COBB,DANIEL",2
01:49,"GOOD 3PTR by RENNIE,JACKSON",60 (+4),,56,,AUSTIN 60-56 (-4),,"GOOD 3PTR by RENNIE,JACKSON",2
--,"ASSIST  by PEARCE,ETHAN",,,,,,,"ASSIST  by PEARCE,ETHAN",2
01:17,,,,,"MISS LAYUP by COBB,DANIEL",,,"MISS LAYUP by COBB,DANIEL",2
--,"REBOUND DEF by PEARCE,ETHAN",,,,,,,"REBOUND DEF by PEARCE,ETHAN",2
00:56,"MISS 3PTR by RENNIE,JACKSON",,,,,,,"MISS 3PTR by RENNIE,JACKSON",2
--,,,,,"REBOUND DEF by BERRY,COLTEN",,,"REBOUND DEF by BERRY,COLTEN",2
00:43,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,"REBOUND DEF by ANTOSCA,CHASE",,,,,,,"REBOUND DEF by ANTOSCA,CHASE",2
00:36,,,,,"FOUL  by RYAN,JONATHAN",,,"FOUL  by RYAN,JONATHAN",2
00:36,"GOOD FT by ANTOSCA,CHASE",61 (+5),,56,,AUSTIN 61-56 (-5),,"GOOD FT by ANTOSCA,CHASE",2
00:36,"GOOD FT by ANTOSCA,CHASE",62 (+6),,56,,AUSTIN 62-56 (-6),,"GOOD FT by ANTOSCA,CHASE",2
00:23,"FOUL  by RENNIE,JACKSON",,,,,,,"FOUL  by RENNIE,JACKSON",2
00:23,,,,,"MISS FT by MCMULLIN,COLTON",,,"MISS FT by MCMULLIN,COLTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:23,,62 (+5),,57,"GOOD FT by MCMULLIN,COLTON",HC-MBK 62-57 (-5),,"GOOD FT by MCMULLIN,COLTON",2
00:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:23,,62 (+4),,58,"GOOD FT by MCMULLIN,COLTON",HC-MBK 62-58 (-4),,"GOOD FT by MCMULLIN,COLTON",2
00:23,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
00:23,,,,,"SUB IN by SCIFRES,COLIN",,,"SUB IN by SCIFRES,COLIN",2
00:23,,,,,"SUB IN by TORRES,JADEN",,,"SUB IN by TORRES,JADEN",2
00:23,,,,,"SUB OUT by BERRY,COLTEN",,,"SUB OUT by BERRY,COLTEN",2
00:23,,,,,"SUB OUT by COBB,DANIEL",,,"SUB OUT by COBB,DANIEL",2
00:22,,,,,"MISS LAYUP by SCIFRES,COLIN",,,"MISS LAYUP by SCIFRES,COLIN",2
--,"REBOUND DEF by GETENET,KIDUS",,,,,,,"REBOUND DEF by GETENET,KIDUS",2
00:19,,,,,"FOUL  by SCIFRES,COLIN",,,"FOUL  by SCIFRES,COLIN",2
00:19,"GOOD FT by GETENET,KIDUS",63 (+5),,58,,AUSTIN 63-58 (-5),,"GOOD FT by GETENET,KIDUS",2
00:19,"GOOD FT by GETENET,KIDUS",64 (+6),,58,,AUSTIN 64-58 (-6),,"GOOD FT by GETENET,KIDUS",2
00:19,"SUB IN by WILLIAMS,NATE",,,,,,,"SUB IN by WILLIAMS,NATE",2
00:19,"SUB OUT by RENNIE,JACKSON",,,,,,,"SUB OUT by RENNIE,JACKSON",2
00:19,,,,,"SUB IN by KRONENBERGER,BEAU",,,"SUB IN by KRONENBERGER,BEAU",2
00:19,,,,,"SUB OUT by SCIFRES,COLIN",,,"SUB OUT by SCIFRES,COLIN",2
00:13,,64 (+4),,60,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",HC-MBK 64-60 (-4),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
00:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:10,"SUB IN by RENNIE,JACKSON",,,,,,,"SUB IN by RENNIE,JACKSON",2
00:10,"SUB OUT by PEARCE,ETHAN",,,,,,,"SUB OUT by PEARCE,ETHAN",2
00:10,,,,,"SUB IN by SCIFRES,COLIN",,,"SUB IN by SCIFRES,COLIN",2
00:10,,,,,"SUB OUT by KRONENBERGER,BEAU",,,"SUB OUT by KRONENBERGER,BEAU",2
00:09,,,,,"FOUL  by SCIFRES,COLIN",,,"FOUL  by SCIFRES,COLIN",2
00:09,"GOOD FT by GETENET,KIDUS",65 (+5),,60,,AUSTIN 65-60 (-5),,"GOOD FT by GETENET,KIDUS",2
00:09,"GOOD FT by GETENET,KIDUS",66 (+6),,60,,AUSTIN 66-60 (-6),,"GOOD FT by GETENET,KIDUS",2
00:09,"SUB IN by PEARCE,ETHAN",,,,,,,"SUB IN by PEARCE,ETHAN",2
00:09,"SUB OUT by RENNIE,JACKSON",,,,,,,"SUB OUT by RENNIE,JACKSON",2
00:06,,,,,"MISS 3PTR by RYAN,JONATHAN",,,"MISS 3PTR by RYAN,JONATHAN",2
--,"REBOUND DEF by PEARCE,ETHAN",,,,,,,"REBOUND DEF by PEARCE,ETHAN",2
00:02,,,,,"FOUL  by SCIFRES,COLIN",,,"FOUL  by SCIFRES,COLIN",2
00:02,"MISS FT by PEARCE,ETHAN",,,,,,,"MISS FT by PEARCE,ETHAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:02,"MISS FT by PEARCE,ETHAN",,,,,,,"MISS FT by PEARCE,ETHAN",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
