Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by COBB,DANIEL",,,,,,,"REBOUND DEF by COBB,DANIEL",2
16:31,"MISS LAYUP by COBB,DANIEL(in the paint)",,,,,,,"MISS LAYUP by COBB,DANIEL(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:03,,40,,50 (+10),"GOOD 3PTR by TAYLOR,MARSHALL",Centre 40-50 (-10),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,,,,,"ASSIST  by STINNETT,CADE",,,"ASSIST  by STINNETT,CADE",2
15:45,"GOOD 3PTR by MCMULLIN,COLTON",43,,50 (+7),,Hend 43-50 (-7),,"GOOD 3PTR by MCMULLIN,COLTON",2
--,"ASSIST  by BERRY,COLTEN",,,,,,,"ASSIST  by BERRY,COLTEN",2
15:24,,43,,53 (+10),"GOOD 3PTR by WILSON,DREW",Centre 43-53 (-10),,"GOOD 3PTR by WILSON,DREW",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
15:07,"MISS 3PTR by MCMULLIN,COLTON",,,,,,,"MISS 3PTR by MCMULLIN,COLTON",2
--,,,,,"REBOUND DEF by STINNETT,CADE",,,"REBOUND DEF by STINNETT,CADE",2
14:55,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by MCMULLIN,COLTON",,,,,,,"REBOUND DEF by MCMULLIN,COLTON",2
14:46,"FOUL  by DEITHLOFF,TYLER",,,,,,,"FOUL  by DEITHLOFF,TYLER",2
14:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:46,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
14:46,,,,,"SUB IN by COLEMAN,HUNTER",,,"SUB IN by COLEMAN,HUNTER",2
14:46,"SUB OUT by COBB,DANIEL",,,,,,,"SUB OUT by COBB,DANIEL",2
14:46,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
14:46,"SUB IN by TORRES,JADEN",,,,,,,"SUB IN by TORRES,JADEN",2
14:46,"SUB IN by PATTON,LUKE",,,,,,,"SUB IN by PATTON,LUKE",2
14:17,,,,,"MISS LAYUP by RING,NOAH(in the paint)",,,"MISS LAYUP by RING,NOAH(in the paint)",2
--,,,,,"REBOUND OFF by RING,NOAH",,,"REBOUND OFF by RING,NOAH",2
14:11,,,,,"MISS 3PTR by COLEMAN,HUNTER",,,"MISS 3PTR by COLEMAN,HUNTER",2
--,"REBOUND DEF by TORRES,JADEN",,,,,,,"REBOUND DEF by TORRES,JADEN",2
14:04,"GOOD LAYUP by PATTON,LUKE(fastbreak)(in the paint)",45,,53 (+8),,Hend 45-53 (-8),,"GOOD LAYUP by PATTON,LUKE(fastbreak)(in the paint)",2
--,"ASSIST  by TORRES,JADEN",,,,,,,"ASSIST  by TORRES,JADEN",2
13:44,,45,,55 (+10),"GOOD LAYUP by RING,NOAH(in the paint)",Centre 45-55 (-10),,"GOOD LAYUP by RING,NOAH(in the paint)",2
13:27,"MISS LAYUP by MCMULLIN,COLTON(in the paint)",,,,,,,"MISS LAYUP by MCMULLIN,COLTON(in the paint)",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
12:59,,,,,"MISS LAYUP by COLEMAN,HUNTER(in the paint)",,,"MISS LAYUP by COLEMAN,HUNTER(in the paint)",2
--,"REBOUND DEF by SQUIRES,CALEB",,,,,,,"REBOUND DEF by SQUIRES,CALEB",2
12:45,"GOOD 3PTR by SQUIRES,CALEB",48,,55 (+7),,Hend 48-55 (-7),,"GOOD 3PTR by SQUIRES,CALEB",2
--,"ASSIST  by DEITHLOFF,TYLER",,,,,,,"ASSIST  by DEITHLOFF,TYLER",2
12:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:41,,,,,"SUB OUT by COLEMAN,HUNTER",,,"SUB OUT by COLEMAN,HUNTER",2
12:41,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
12:41,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
12:41,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
12:41,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
12:41,,,,,"SUB IN by BUSH,TYLER",,,"SUB IN by BUSH,TYLER",2
12:41,,,,,"SUB IN by MARKHAM,DRU",,,"SUB IN by MARKHAM,DRU",2
12:41,,,,,"SUB IN by RAYMER,COLBY",,,"SUB IN by RAYMER,COLBY",2
12:41,"SUB OUT by SQUIRES,CALEB",,,,,,,"SUB OUT by SQUIRES,CALEB",2
12:41,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
12:41,"SUB IN by COBB,DANIEL",,,,,,,"SUB IN by COBB,DANIEL",2
12:41,"SUB IN by MAYO,DREW",,,,,,,"SUB IN by MAYO,DREW",2
12:28,"FOUL  by PATTON,LUKE",,,,,,,"FOUL  by PATTON,LUKE",2
12:16,,,,,"MISS 3PTR by BUSH,TYLER",,,"MISS 3PTR by BUSH,TYLER",2
--,"REBOUND DEF by COBB,DANIEL",,,,,,,"REBOUND DEF by COBB,DANIEL",2
12:16,,,,,"FOUL  by MARKHAM,DRU",,,"FOUL  by MARKHAM,DRU",2
12:01,"MISS LAYUP by TORRES,JADEN(in the paint)",,,,,,,"MISS LAYUP by TORRES,JADEN(in the paint)",2
--,,,,,"REBOUND DEF by RAYMER,COLBY",,,"REBOUND DEF by RAYMER,COLBY",2
12:01,,,,,"BLOCK  by BUSH,TYLER",,,"BLOCK  by BUSH,TYLER",2
11:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:47,,,,,"MISS 3PTR by MARKHAM,DRU",,,"MISS 3PTR by MARKHAM,DRU",2
--,,,,,"REBOUND OFF by STINNETT,CADE",,,"REBOUND OFF by STINNETT,CADE",2
11:31,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,"REBOUND DEF by MAYO,DREW",,,,,,,"REBOUND DEF by MAYO,DREW",2
11:27,"GOOD LAYUP by PATTON,LUKE(in the paint)",50,,55 (+5),,Hend 50-55 (-5),,"GOOD LAYUP by PATTON,LUKE(in the paint)",2
11:16,,,,,"TURNOVER  by TAYLOR,MARSHALL",,,"TURNOVER  by TAYLOR,MARSHALL",2
11:16,"STEAL  by COBB,DANIEL",,,,,,,"STEAL  by COBB,DANIEL",2
11:16,,,,,"FOUL  by RAYMER,COLBY",,,"FOUL  by RAYMER,COLBY",2
11:16,,,,,"SUB OUT by BUSH,TYLER",,,"SUB OUT by BUSH,TYLER",2
11:16,,,,,"SUB OUT by MARKHAM,DRU",,,"SUB OUT by MARKHAM,DRU",2
11:16,,,,,"SUB OUT by RAYMER,COLBY",,,"SUB OUT by RAYMER,COLBY",2
11:16,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
11:16,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
11:16,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
11:16,"GOOD FT by COBB,DANIEL(fastbreak)",51,,55 (+4),,Hend 51-55 (-4),,"GOOD FT by COBB,DANIEL(fastbreak)",2
11:16,"GOOD FT by COBB,DANIEL(fastbreak)",52,,55 (+3),,Hend 52-55 (-3),,"GOOD FT by COBB,DANIEL(fastbreak)",2
10:58,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by MCMULLIN,COLTON",,,,,,,"REBOUND DEF by MCMULLIN,COLTON",2
10:41,"MISS LAYUP by PATTON,LUKE(in the paint)",,,,,,,"MISS LAYUP by PATTON,LUKE(in the paint)",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
10:36,"FOUL  by PATTON,LUKE",,,,,,,"FOUL  by PATTON,LUKE",2
10:14,,,,,"MISS LAYUP by RING,NOAH(in the paint)",,,"MISS LAYUP by RING,NOAH(in the paint)",2
--,"REBOUND DEF by MCMULLIN,COLTON",,,,,,,"REBOUND DEF by MCMULLIN,COLTON",2
09:54,"GOOD 3PTR by COBB,DANIEL",55,,55,,Hend 55-55 (0),,"GOOD 3PTR by COBB,DANIEL",2
--,"ASSIST  by MCMULLIN,COLTON",,,,,,,"ASSIST  by MCMULLIN,COLTON",2
09:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:21,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,"REBOUND DEF by TORRES,JADEN",,,,,,,"REBOUND DEF by TORRES,JADEN",2
09:15,"GOOD 3PTR by COBB,DANIEL(fastbreak)",58 (+3),,55,,Hend 58-55 (+3),,"GOOD 3PTR by COBB,DANIEL(fastbreak)",2
--,"ASSIST  by TORRES,JADEN",,,,,,,"ASSIST  by TORRES,JADEN",2
08:57,"FOUL  by MAYO,DREW",,,,,,,"FOUL  by MAYO,DREW",2
08:57,,58 (+2),,56,"GOOD FT by WILSON,DREW",Centre 58-56 (+2),,"GOOD FT by WILSON,DREW",2
08:57,,58 (+1),,57,"GOOD FT by WILSON,DREW",Centre 58-57 (+1),,"GOOD FT by WILSON,DREW",2
08:35,"MISS LAYUP by PATTON,LUKE(in the paint)",,,,,,,"MISS LAYUP by PATTON,LUKE(in the paint)",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
08:24,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",2
08:24,"BLOCK  by PATTON,LUKE",,,,,,,"BLOCK  by PATTON,LUKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:24,"SUB OUT by COBB,DANIEL",,,,,,,"SUB OUT by COBB,DANIEL",2
08:24,"SUB OUT by MAYO,DREW",,,,,,,"SUB OUT by MAYO,DREW",2
08:24,"SUB IN by KRONENBERGER,BEAU",,,,,,,"SUB IN by KRONENBERGER,BEAU",2
08:24,"SUB IN by SQUIRES,CALEB",,,,,,,"SUB IN by SQUIRES,CALEB",2
08:15,,,,,"MISS JUMPER by BAUGHMAN,CARTER",,,"MISS JUMPER by BAUGHMAN,CARTER",2
--,"REBOUND DEF by MCMULLIN,COLTON",,,,,,,"REBOUND DEF by MCMULLIN,COLTON",2
07:51,"MISS LAYUP by TORRES,JADEN(in the paint)",,,,,,,"MISS LAYUP by TORRES,JADEN(in the paint)",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
07:33,,58,,59 (+1),"GOOD LAYUP by WILSON,DREW(in the paint)",Centre 58-59 (-1),,"GOOD LAYUP by WILSON,DREW(in the paint)",2
07:08,"MISS 3PTR by SQUIRES,CALEB",,,,,,,"MISS 3PTR by SQUIRES,CALEB",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
06:59,"FOUL  by TORRES,JADEN",,,,,,,"FOUL  by TORRES,JADEN",2
06:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:59,"SUB OUT by KRONENBERGER,BEAU",,,,,,,"SUB OUT by KRONENBERGER,BEAU",2
06:59,"SUB OUT by MCMULLIN,COLTON",,,,,,,"SUB OUT by MCMULLIN,COLTON",2
06:59,"SUB OUT by PATTON,LUKE",,,,,,,"SUB OUT by PATTON,LUKE",2
06:59,"SUB IN by COBB,DANIEL",,,,,,,"SUB IN by COBB,DANIEL",2
06:59,"SUB IN by BERRY,COLTEN",,,,,,,"SUB IN by BERRY,COLTEN",2
06:59,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
06:59,,58,,60 (+2),"GOOD FT by STINNETT,CADE",Centre 58-60 (-2),,"GOOD FT by STINNETT,CADE",2
06:59,,58,,61 (+3),"GOOD FT by STINNETT,CADE",Centre 58-61 (-3),,"GOOD FT by STINNETT,CADE",2
06:41,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
06:41,"GOOD FT by SQUIRES,CALEB",59,,61 (+2),,Hend 59-61 (-2),,"GOOD FT by SQUIRES,CALEB",2
06:41,"GOOD FT by SQUIRES,CALEB",60,,61 (+1),,Hend 60-61 (-1),,"GOOD FT by SQUIRES,CALEB",2
06:27,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by COBB,DANIEL",,,,,,,"REBOUND DEF by COBB,DANIEL",2
06:05,"GOOD 3PTR by SQUIRES,CALEB",63 (+2),,61,,Hend 63-61 (+2),,"GOOD 3PTR by SQUIRES,CALEB",2
--,"ASSIST  by TORRES,JADEN",,,,,,,"ASSIST  by TORRES,JADEN",2
05:39,,,,,"MISS 3PTR by STINNETT,CADE",,,"MISS 3PTR by STINNETT,CADE",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
05:17,"MISS LAYUP by SQUIRES,CALEB(in the paint)",,,,,,,"MISS LAYUP by SQUIRES,CALEB(in the paint)",2
05:17,,,,,"BLOCK  by RING,NOAH",,,"BLOCK  by RING,NOAH",2
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",2
05:00,,,,,"MISS JUMPER by RING,NOAH",,,"MISS JUMPER by RING,NOAH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:58,,,,,"SUB OUT by STINNETT,CADE",,,"SUB OUT by STINNETT,CADE",2
04:58,,,,,"SUB IN by MARKHAM,DRU",,,"SUB IN by MARKHAM,DRU",2
04:58,"SUB OUT by TORRES,JADEN",,,,,,,"SUB OUT by TORRES,JADEN",2
04:58,"SUB IN by MCMULLIN,COLTON",,,,,,,"SUB IN by MCMULLIN,COLTON",2
04:43,,,,,"FOUL  by WILSON,DREW",,,"FOUL  by WILSON,DREW",2
04:43,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
04:43,,,,,"SUB IN by STINNETT,CADE",,,"SUB IN by STINNETT,CADE",2
04:38,"GOOD 3PTR by MCMULLIN,COLTON",66 (+5),,61,,Hend 66-61 (+5),,"GOOD 3PTR by MCMULLIN,COLTON",2
--,"ASSIST  by BERRY,COLTEN",,,,,,,"ASSIST  by BERRY,COLTEN",2
04:16,"FOUL  by COBB,DANIEL",,,,,,,"FOUL  by COBB,DANIEL",2
04:16,,,,,"SUB OUT by MARKHAM,DRU",,,"SUB OUT by MARKHAM,DRU",2
04:16,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
04:16,,,,,"MISS FT by WILSON,DREW",,,"MISS FT by WILSON,DREW",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
04:03,"GOOD 3PTR by DEITHLOFF,TYLER",69 (+8),,61,,Hend 69-61 (+8),,"GOOD 3PTR by DEITHLOFF,TYLER",2
--,"ASSIST  by COBB,DANIEL",,,,,,,"ASSIST  by COBB,DANIEL",2
03:40,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",2
--,"REBOUND DEF by COBB,DANIEL",,,,,,,"REBOUND DEF by COBB,DANIEL",2
03:40,"BLOCK  by BERRY,COLTEN",,,,,,,"BLOCK  by BERRY,COLTEN",2
03:24,"TURNOVER  by COBB,DANIEL",,,,,,,"TURNOVER  by COBB,DANIEL",2
03:24,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",2
03:18,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:13,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:06,,69 (+6),,63,"GOOD LAYUP by STINNETT,CADE(in the paint)",Centre 69-63 (+6),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
02:40,"MISS 3PTR by SQUIRES,CALEB",,,,,,,"MISS 3PTR by SQUIRES,CALEB",2
--,"REBOUND OFF by BERRY,COLTEN",,,,,,,"REBOUND OFF by BERRY,COLTEN",2
02:24,"MISS 3PTR by COBB,DANIEL",,,,,,,"MISS 3PTR by COBB,DANIEL",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
02:07,"FOUL  by SQUIRES,CALEB",,,,,,,"FOUL  by SQUIRES,CALEB",2
02:07,,69 (+5),,64,"GOOD FT by STINNETT,CADE",Centre 69-64 (+5),,"GOOD FT by STINNETT,CADE",2
02:07,,69 (+4),,65,"GOOD FT by STINNETT,CADE",Centre 69-65 (+4),,"GOOD FT by STINNETT,CADE",2
02:07,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
02:07,,,,,"SUB IN by MARKHAM,DRU",,,"SUB IN by MARKHAM,DRU",2
02:05,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:34,"MISS LAYUP by BERRY,COLTEN(in the paint)",,,,,,,"MISS LAYUP by BERRY,COLTEN(in the paint)",2
01:34,,,,,"BLOCK  by MARKHAM,DRU",,,"BLOCK  by MARKHAM,DRU",2
--,"REBOUND OFF by MCMULLIN,COLTON",,,,,,,"REBOUND OFF by MCMULLIN,COLTON",2
01:30,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",71 (+6),,65,,Hend 71-65 (+6),,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",2
01:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:10,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND DEF by COBB,DANIEL",,,,,,,"REBOUND DEF by COBB,DANIEL",2
00:47,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
00:43,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
00:41,,,,,"SUB OUT by MARKHAM,DRU",,,"SUB OUT by MARKHAM,DRU",2
00:41,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
00:41,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",2
00:41,"GOOD FT by MCMULLIN,COLTON",72 (+7),,65,,Hend 72-65 (+7),,"GOOD FT by MCMULLIN,COLTON",2
00:41,"GOOD FT by MCMULLIN,COLTON",73 (+8),,65,,Hend 73-65 (+8),,"GOOD FT by MCMULLIN,COLTON",2
00:29,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by SQUIRES,CALEB",,,,,,,"REBOUND DEF by SQUIRES,CALEB",2
00:27,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
00:27,"GOOD FT by SQUIRES,CALEB(fastbreak)",74 (+9),,65,,Hend 74-65 (+9),,"GOOD FT by SQUIRES,CALEB(fastbreak)",2
00:27,"MISS FT by SQUIRES,CALEB(fastbreak)",,,,,,,"MISS FT by SQUIRES,CALEB(fastbreak)",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
00:21,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND OFF by TAYLOR,MARSHALL",,,"REBOUND OFF by TAYLOR,MARSHALL",2
00:15,,74 (+6),,68,"GOOD 3PTR by STINNETT,CADE",Centre 74-68 (+6),,"GOOD 3PTR by STINNETT,CADE",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
00:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:15,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
00:15,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
00:15,,,,,"SUB IN by MARKHAM,DRU",,,"SUB IN by MARKHAM,DRU",2
00:15,,,,,"SUB IN by WOOLDRIDGE,CARSON",,,"SUB IN by WOOLDRIDGE,CARSON",2
00:15,"SUB OUT by BERRY,COLTEN",,,,,,,"SUB OUT by BERRY,COLTEN",2
00:15,"SUB IN by TORRES,JADEN",,,,,,,"SUB IN by TORRES,JADEN",2
00:09,"TURNOVER  by DEITHLOFF,TYLER",,,,,,,"TURNOVER  by DEITHLOFF,TYLER",2
00:09,,,,,"STEAL  by MARKHAM,DRU",,,"STEAL  by MARKHAM,DRU",2
00:09,,,,,"MISS 3PTR by WOOLDRIDGE,CARSON",,,"MISS 3PTR by WOOLDRIDGE,CARSON",2
--,"REBOUND DEF by MCMULLIN,COLTON",,,,,,,"REBOUND DEF by MCMULLIN,COLTON",2
00:09,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
00:09,"GOOD FT by MCMULLIN,COLTON(fastbreak)",75 (+7),,68,,Hend 75-68 (+7),,"GOOD FT by MCMULLIN,COLTON(fastbreak)",2
00:08,"GOOD FT by MCMULLIN,COLTON(fastbreak)",76 (+8),,68,,Hend 76-68 (+8),,"GOOD FT by MCMULLIN,COLTON(fastbreak)",2
00:00,,,,,"MISS 3PTR by MARKHAM,DRU",,,"MISS 3PTR by MARKHAM,DRU",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
