Time Remaining,COV,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by CRUMLY,WILL",,,,,,,"REBOUND DEF by CRUMLY,WILL",2
16:53,"MISS 3PTR by CRUMLY,WILL",,,,,,,"MISS 3PTR by CRUMLY,WILL",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
16:43,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",2
--,"REBOUND DEF by CRUMLY,WILL",,,,,,,"REBOUND DEF by CRUMLY,WILL",2
16:34,"TURNOVER  by BARNETTE,CHRIS",,,,,,,"TURNOVER  by BARNETTE,CHRIS",2
16:34,,,,,"STEAL  by WALKER,ART",,,"STEAL  by WALKER,ART",2
16:29,"FOUL  by OETJEN,NOAH",,,,,,,"FOUL  by OETJEN,NOAH",2
16:29,,35,,45 (+10),"GOOD FT by WALKER,ART(fastbreak)",Centre 35-45 (+10),,"GOOD FT by WALKER,ART(fastbreak)",2
16:29,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
16:29,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
16:29,"SUB OUT by CRUMLY,WILL",,,,,,,"SUB OUT by CRUMLY,WILL",2
16:29,"SUB IN by ALLEN,ZACK",,,,,,,"SUB IN by ALLEN,ZACK",2
16:29,,,,,"MISS FT by WALKER,ART(fastbreak)",,,"MISS FT by WALKER,ART(fastbreak)",2
--,"REBOUND DEF by ALLEN,ZACK",,,,,,,"REBOUND DEF by ALLEN,ZACK",2
16:29,"MISS 3PTR by OETJEN,NOAH",,,,,,,"MISS 3PTR by OETJEN,NOAH",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
16:29,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",2
16:29,"STEAL  by OETJEN,NOAH",,,,,,,"STEAL  by OETJEN,NOAH",2
16:29,"MISS 3PTR by ALLEN,ZACK",,,,,,,"MISS 3PTR by ALLEN,ZACK",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
16:29,,35,,48 (+13),"GOOD 3PTR by CRUMP,DAWSON",Centre 35-48 (+13),,"GOOD 3PTR by CRUMP,DAWSON",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
16:01,"FOUL  by MITCHELL,JAMES",,,,,,,"FOUL  by MITCHELL,JAMES",2
15:32,,35,,49 (+14),"GOOD FT by CRUMP,DAWSON",Centre 35-49 (+14),,"GOOD FT by CRUMP,DAWSON",2
15:05,"MISS 3PTR by JAUCH,JARED",,,,,,,"MISS 3PTR by JAUCH,JARED",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
14:53,"SUB OUT by MITCHELL,JAMES",,,,,,,"SUB OUT by MITCHELL,JAMES",2
14:53,"SUB IN by JAUCH,JARED",,,,,,,"SUB IN by JAUCH,JARED",2
14:41,,,,,"MISS LAYUP by PURVIS,KC(in the paint)",,,"MISS LAYUP by PURVIS,KC(in the paint)",2
14:41,"BLOCK  by ALLEN,ZACK",,,,,,,"BLOCK  by ALLEN,ZACK",2
14:33,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
14:33,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
14:33,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
14:33,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
--,"REBOUND DEF by HOLLIS,MITCHELL",,,,,,,"REBOUND DEF by HOLLIS,MITCHELL",2
14:19,"GOOD 3PTR by ALLEN,ZACK",38,,49 (+11),,COV 38-49 (+11),,"GOOD 3PTR by ALLEN,ZACK",2
--,"ASSIST  by OETJEN,NOAH",,,,,,,"ASSIST  by OETJEN,NOAH",2
14:17,"FOUL  by ALLEN,ZACK",,,,,,,"FOUL  by ALLEN,ZACK",2
14:17,,38,,50 (+12),"GOOD FT by BATES,JACOB",Centre 38-50 (+12),,"GOOD FT by BATES,JACOB",2
14:17,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
14:17,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
14:17,"SUB OUT by HOLLIS,MITCHELL",,,,,,,"SUB OUT by HOLLIS,MITCHELL",2
14:17,"SUB OUT by ALLEN,ZACK",,,,,,,"SUB OUT by ALLEN,ZACK",2
14:17,"SUB IN by PALMER,BRADY",,,,,,,"SUB IN by PALMER,BRADY",2
14:17,"SUB IN by CRUMLY,WILL",,,,,,,"SUB IN by CRUMLY,WILL",2
14:17,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by OETJEN,NOAH",,,,,,,"REBOUND DEF by OETJEN,NOAH",2
13:59,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",2
13:59,"MISS FT by CRUMLY,WILL",,,,,,,"MISS FT by CRUMLY,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:59,"GOOD FT by CRUMLY,WILL",39,,50 (+11),,COV 39-50 (+11),,"GOOD FT by CRUMLY,WILL",2
13:50,,,,,"TURNOVER  by PURVIS,KC",,,"TURNOVER  by PURVIS,KC",2
13:50,"STEAL  by OETJEN,NOAH",,,,,,,"STEAL  by OETJEN,NOAH",2
13:39,"MISS LAYUP by OETJEN,NOAH(in the paint)",,,,,,,"MISS LAYUP by OETJEN,NOAH(in the paint)",2
--,"REBOUND OFF by PALMER,BRADY",,,,,,,"REBOUND OFF by PALMER,BRADY",2
13:29,"MISS 3PTR by PALMER,BRADY",,,,,,,"MISS 3PTR by PALMER,BRADY",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
13:16,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
13:16,"STEAL  by OETJEN,NOAH",,,,,,,"STEAL  by OETJEN,NOAH",2
13:10,"GOOD 3PTR by BARNETTE,CHRIS(fastbreak)",42,,50 (+8),,COV 42-50 (+8),,"GOOD 3PTR by BARNETTE,CHRIS(fastbreak)",2
13:00,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:56,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
12:56,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
12:55,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",2
12:55,"STEAL  by BARNETTE,CHRIS",,,,,,,"STEAL  by BARNETTE,CHRIS",2
12:46,"MISS 3PTR by BARNETTE,CHRIS",,,,,,,"MISS 3PTR by BARNETTE,CHRIS",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
12:24,,,,,"MISS JUMPER by AYERS,PERRY(in the paint)",,,"MISS JUMPER by AYERS,PERRY(in the paint)",2
--,,,,,"REBOUND OFF by AYERS,PERRY",,,"REBOUND OFF by AYERS,PERRY",2
12:22,"FOUL  by JAUCH,JARED",,,,,,,"FOUL  by JAUCH,JARED",2
12:19,,,,,"MISS LAYUP by BATES,JACOB(in the paint)",,,"MISS LAYUP by BATES,JACOB(in the paint)",2
--,"REBOUND DEF by BARNETTE,CHRIS",,,,,,,"REBOUND DEF by BARNETTE,CHRIS",2
12:00,"GOOD JUMPER by BARNETTE,CHRIS(in the paint)",44,,50 (+6),,COV 44-50 (+6),,"GOOD JUMPER by BARNETTE,CHRIS(in the paint)",2
11:39,,44,,52 (+8),"GOOD JUMPER by BATES,JACOB(in the paint)",Centre 44-52 (+8),,"GOOD JUMPER by BATES,JACOB(in the paint)",2
11:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:35,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
11:35,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
11:35,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
11:35,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
11:35,"SUB OUT by PALMER,BRADY",,,,,,,"SUB OUT by PALMER,BRADY",2
11:35,"SUB OUT by JAUCH,JARED",,,,,,,"SUB OUT by JAUCH,JARED",2
11:35,"SUB OUT by CRUMLY,WILL",,,,,,,"SUB OUT by CRUMLY,WILL",2
11:35,"SUB IN by HOLLIS,MITCHELL",,,,,,,"SUB IN by HOLLIS,MITCHELL",2
11:35,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
11:35,"SUB IN by ALLEN,ZACK",,,,,,,"SUB IN by ALLEN,ZACK",2
11:35,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
11:35,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
11:24,"MISS 3PTR by OETJEN,NOAH",,,,,,,"MISS 3PTR by OETJEN,NOAH",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
11:06,,,,,"MISS LAYUP by WILLIAMS,JALEN(in the paint)",,,"MISS LAYUP by WILLIAMS,JALEN(in the paint)",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
10:53,"TURNOVER  by BARNETTE,CHRIS",,,,,,,"TURNOVER  by BARNETTE,CHRIS",2
10:53,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
10:53,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
10:42,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
10:42,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
10:42,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
10:42,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
10:21,"TURNOVER  by OETJEN,NOAH",,,,,,,"TURNOVER  by OETJEN,NOAH",2
10:09,,44,,54 (+10),"GOOD JUMPER by BAUGHMAN,CARTER",Centre 44-54 (+10),,"GOOD JUMPER by BAUGHMAN,CARTER",2
09:53,"TURNOVER  by ALLEN,ZACK",,,,,,,"TURNOVER  by ALLEN,ZACK",2
09:53,,,,,"STEAL  by WALKER,ART",,,"STEAL  by WALKER,ART",2
09:49,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
09:49,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
09:49,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
09:45,"MISS JUMPER by BARNETTE,CHRIS",,,,,,,"MISS JUMPER by BARNETTE,CHRIS",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
09:35,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
09:29,,44,,56 (+12),"GOOD LAYUP by PURVIS,KC(in the paint)",Centre 44-56 (+12),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
09:20,"MISS 3PTR by HOLLIS,MITCHELL",,,,,,,"MISS 3PTR by HOLLIS,MITCHELL",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
08:56,"FOUL  by BARNETTE,CHRIS",,,,,,,"FOUL  by BARNETTE,CHRIS",2
08:53,,44,,57 (+13),"GOOD FT by CRUMP,DAWSON",Centre 44-57 (+13),,"GOOD FT by CRUMP,DAWSON",2
08:53,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
08:53,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
08:53,"SUB OUT by BARNETTE,CHRIS",,,,,,,"SUB OUT by BARNETTE,CHRIS",2
08:53,"SUB OUT by HOLLIS,MITCHELL",,,,,,,"SUB OUT by HOLLIS,MITCHELL",2
08:53,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
08:53,"SUB IN by JAUCH,JARED",,,,,,,"SUB IN by JAUCH,JARED",2
08:53,"SUB IN by MITCHELL,JAMES",,,,,,,"SUB IN by MITCHELL,JAMES",2
08:53,"SUB IN by CRUMLY,WILL",,,,,,,"SUB IN by CRUMLY,WILL",2
08:53,,,,,"MISS FT by CRUMP,DAWSON",,,"MISS FT by CRUMP,DAWSON",2
--,"REBOUND DEF by CRUMLY,WILL",,,,,,,"REBOUND DEF by CRUMLY,WILL",2
08:37,"GOOD LAYUP by CRUMLY,WILL(in the paint)",46,,57 (+11),,COV 46-57 (+11),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
08:10,,46,,59 (+13),"GOOD LAYUP by PURVIS,KC(in the paint)",Centre 46-59 (+13),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
07:53,"MISS LAYUP by CRUMLY,WILL(in the paint)",,,,,,,"MISS LAYUP by CRUMLY,WILL(in the paint)",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
07:30,,46,,62 (+16),"GOOD 3PTR by AYERS,PERRY",Centre 46-62 (+16),,"GOOD 3PTR by AYERS,PERRY",2
06:59,"GOOD LAYUP by CRUMLY,WILL(in the paint)",48,,62 (+14),,COV 48-62 (+14),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
06:29,,48,,65 (+17),"GOOD 3PTR by CRUMP,DAWSON",Centre 48-65 (+17),,"GOOD 3PTR by CRUMP,DAWSON",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
06:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:22,"SUB OUT by OETJEN,NOAH",,,,,,,"SUB OUT by OETJEN,NOAH",2
06:22,"SUB OUT by JAUCH,JARED",,,,,,,"SUB OUT by JAUCH,JARED",2
06:22,"SUB IN by BARNETTE,CHRIS",,,,,,,"SUB IN by BARNETTE,CHRIS",2
06:22,"SUB IN by HOLLIS,MITCHELL",,,,,,,"SUB IN by HOLLIS,MITCHELL",2
06:17,"GOOD LAYUP by CRUMLY,WILL(in the paint)",50,,65 (+15),,COV 50-65 (+15),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
06:01,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
06:01,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
05:53,,50,,68 (+18),"GOOD 3PTR by RAKES,BAILEY",Centre 50-68 (+18),,"GOOD 3PTR by RAKES,BAILEY",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
05:34,"TURNOVER  by HOLLIS,MITCHELL",,,,,,,"TURNOVER  by HOLLIS,MITCHELL",2
05:34,,,,,"STEAL  by BATES,JACOB",,,"STEAL  by BATES,JACOB",2
05:14,,,,,"MISS 3PTR by BATES,JACOB",,,"MISS 3PTR by BATES,JACOB",2
--,,,,,"REBOUND OFF by RAKES,BAILEY",,,"REBOUND OFF by RAKES,BAILEY",2
05:04,,50,,70 (+20),"GOOD JUMPER by BATES,JACOB(in the paint)",Centre 50-70 (+20),,"GOOD JUMPER by BATES,JACOB(in the paint)",2
04:48,"MISS LAYUP by CRUMLY,WILL(in the paint)",,,,,,,"MISS LAYUP by CRUMLY,WILL(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
04:46,"FOUL  by CRUMLY,WILL",,,,,,,"FOUL  by CRUMLY,WILL",2
04:46,,50,,71 (+21),"GOOD FT by BATES,JACOB",Centre 50-71 (+21),,"GOOD FT by BATES,JACOB",2
04:46,,50,,72 (+22),"GOOD FT by BATES,JACOB",Centre 50-72 (+22),,"GOOD FT by BATES,JACOB",2
04:46,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
04:46,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
04:28,"GOOD LAYUP by CRUMLY,WILL(in the paint)",52,,72 (+20),,COV 52-72 (+20),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
04:28,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",2
04:28,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
04:28,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
04:28,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
04:28,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
04:28,"GOOD FT by CRUMLY,WILL",53,,72 (+19),,COV 53-72 (+19),,"GOOD FT by CRUMLY,WILL",2
04:15,"SUB OUT by MITCHELL,JAMES",,,,,,,"SUB OUT by MITCHELL,JAMES",2
04:15,"SUB OUT by ALLEN,ZACK",,,,,,,"SUB OUT by ALLEN,ZACK",2
04:15,"SUB IN by OETJEN,NOAH",,,,,,,"SUB IN by OETJEN,NOAH",2
04:15,"SUB IN by JAUCH,JARED",,,,,,,"SUB IN by JAUCH,JARED",2
03:59,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",2
--,"REBOUND DEF by JAUCH,JARED",,,,,,,"REBOUND DEF by JAUCH,JARED",2
03:50,"MISS LAYUP by CRUMLY,WILL(in the paint)",,,,,,,"MISS LAYUP by CRUMLY,WILL(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
03:21,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by HOLLIS,MITCHELL",,,,,,,"REBOUND DEF by HOLLIS,MITCHELL",2
03:11,"GOOD 3PTR by OETJEN,NOAH",56,,72 (+16),,COV 56-72 (+16),,"GOOD 3PTR by OETJEN,NOAH",2
--,"ASSIST  by BARNETTE,CHRIS",,,,,,,"ASSIST  by BARNETTE,CHRIS",2
03:11,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:58,"FOUL  by OETJEN,NOAH",,,,,,,"FOUL  by OETJEN,NOAH",2
02:58,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
02:58,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
02:58,,56,,73 (+17),"GOOD FT by CRUMP,DAWSON",Centre 56-73 (+17),,"GOOD FT by CRUMP,DAWSON",2
02:58,,,,,"MISS FT by CRUMP,DAWSON",,,"MISS FT by CRUMP,DAWSON",2
--,"REBOUND DEF by OETJEN,NOAH",,,,,,,"REBOUND DEF by OETJEN,NOAH",2
02:46,"MISS LAYUP by CRUMLY,WILL(in the paint)",,,,,,,"MISS LAYUP by CRUMLY,WILL(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
02:31,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:09,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:56,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",58,,73 (+15),,COV 58-73 (+15),,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",2
01:38,,58,,75 (+17),"GOOD LAYUP by WALKER,ART(in the paint)",Centre 58-75 (+17),,"GOOD LAYUP by WALKER,ART(in the paint)",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
01:18,"MISS 3PTR by CRUMLY,WILL",,,,,,,"MISS 3PTR by CRUMLY,WILL",2
--,"REBOUND OFF by OETJEN,NOAH",,,,,,,"REBOUND OFF by OETJEN,NOAH",2
01:11,"MISS 3PTR by OETJEN,NOAH",,,,,,,"MISS 3PTR by OETJEN,NOAH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:09,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
01:09,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
01:09,"SUB OUT by HOLLIS,MITCHELL",,,,,,,"SUB OUT by HOLLIS,MITCHELL",2
01:09,"SUB OUT by JAUCH,JARED",,,,,,,"SUB OUT by JAUCH,JARED",2
01:09,"SUB OUT by CRUMLY,WILL",,,,,,,"SUB OUT by CRUMLY,WILL",2
01:09,"SUB IN by MITCHELL,JAMES",,,,,,,"SUB IN by MITCHELL,JAMES",2
01:09,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
01:09,"SUB IN by ALLEN,ZACK",,,,,,,"SUB IN by ALLEN,ZACK",2
01:09,"FOUL  by IGBANU,PROMISE",,,,,,,"FOUL  by IGBANU,PROMISE",2
01:09,,58,,76 (+18),"GOOD FT by BATES,JACOB",Centre 58-76 (+18),,"GOOD FT by BATES,JACOB",2
01:09,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
01:09,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
01:09,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by OETJEN,NOAH",,,,,,,"REBOUND DEF by OETJEN,NOAH",2
01:09,"MISS 3PTR by ALLEN,ZACK",,,,,,,"MISS 3PTR by ALLEN,ZACK",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
00:53,"FOUL  by BARNETTE,CHRIS",,,,,,,"FOUL  by BARNETTE,CHRIS",2
00:53,,58,,77 (+19),"GOOD FT by CRUMP,DAWSON",Centre 58-77 (+19),,"GOOD FT by CRUMP,DAWSON",2
00:53,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
00:53,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
00:53,"SUB OUT by OETJEN,NOAH",,,,,,,"SUB OUT by OETJEN,NOAH",2
00:53,"SUB OUT by BARNETTE,CHRIS",,,,,,,"SUB OUT by BARNETTE,CHRIS",2
00:53,"SUB OUT by MITCHELL,JAMES",,,,,,,"SUB OUT by MITCHELL,JAMES",2
00:53,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
00:53,"SUB OUT by ALLEN,ZACK",,,,,,,"SUB OUT by ALLEN,ZACK",2
00:53,"SUB IN by PALMER,BRADY",,,,,,,"SUB IN by PALMER,BRADY",2
00:53,"SUB IN by BILLIG,RYAN",,,,,,,"SUB IN by BILLIG,RYAN",2
00:53,"SUB IN by PEARLMAN,LOGAN",,,,,,,"SUB IN by PEARLMAN,LOGAN",2
00:53,"SUB IN by BRYAN,WILLIAM",,,,,,,"SUB IN by BRYAN,WILLIAM",2
00:53,"SUB IN by ROUNDTREE,TAVIAN",,,,,,,"SUB IN by ROUNDTREE,TAVIAN",2
00:53,,58,,78 (+20),"GOOD FT by CRUMP,DAWSON",Centre 58-78 (+20),,"GOOD FT by CRUMP,DAWSON",2
00:50,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
00:50,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
00:50,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
00:50,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
00:50,,,,,"SUB IN by BREWER,KEEGAN",,,"SUB IN by BREWER,KEEGAN",2
00:50,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
00:41,"TURNOVER  by PEARLMAN,LOGAN",,,,,,,"TURNOVER  by PEARLMAN,LOGAN",2
00:41,,,,,"STEAL  by WILLIAMS,JALEN",,,"STEAL  by WILLIAMS,JALEN",2
00:37,,,,,"TURNOVER  by WILLIAMS,JALEN",,,"TURNOVER  by WILLIAMS,JALEN",2
00:37,"STEAL  by PALMER,BRADY",,,,,,,"STEAL  by PALMER,BRADY",2
00:19,"MISS 3PTR by PEARLMAN,LOGAN",,,,,,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
