Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
17:38,,34,,37 (+3),"GOOD JUMPER by WALKER,ART(in the paint)",Centre 34-37 (+3),,"GOOD JUMPER by WALKER,ART(in the paint)",2
17:19,"MISS JUMPER by CHAMBERS,DIMETRI",,,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
17:06,,,,,"MISS JUMPER by AYERS,PERRY(in the paint)",,,"MISS JUMPER by AYERS,PERRY(in the paint)",2
--,"REBOUND DEF by CAMMON,JOSH",,,,,,,"REBOUND DEF by CAMMON,JOSH",2
16:49,"MISS LAYUP by SONE,CARLOS(in the paint)",,,,,,,"MISS LAYUP by SONE,CARLOS(in the paint)",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
16:40,"FOUL  by DAY,JUSTIN",,,,,,,"FOUL  by DAY,JUSTIN",2
16:40,,34,,38 (+4),"GOOD FT by BATES,JACOB",Centre 34-38 (+4),,"GOOD FT by BATES,JACOB",2
16:40,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
16:40,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
16:40,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
16:22,"GOOD LAYUP by SONE,CARLOS(in the paint)",36,,38 (+2),,OU 36-38 (+2),,"GOOD LAYUP by SONE,CARLOS(in the paint)",2
16:08,"FOUL  by CAMMON,JOSH",,,,,,,"FOUL  by CAMMON,JOSH",2
16:08,"SUB OUT by CAMMON,JOSH",,,,,,,"SUB OUT by CAMMON,JOSH",2
16:08,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
16:00,,,,,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",2
16:00,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
16:00,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
16:00,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
15:41,"MISS 3PTR by DAY,JUSTIN",,,,,,,"MISS 3PTR by DAY,JUSTIN",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
15:20,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",2
--,,,,,"REBOUND OFF by WALKER,ART",,,"REBOUND OFF by WALKER,ART",2
15:11,,36,,40 (+4),"GOOD JUMPER by BATES,JACOB(in the paint)",Centre 36-40 (+4),,"GOOD JUMPER by BATES,JACOB(in the paint)",2
14:47,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
14:32,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",38,,40 (+2),,OU 38-40 (+2),,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",2
14:16,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
14:02,"FOUL  by CHAMBERS,DIMETRI",,,,,,,"FOUL  by CHAMBERS,DIMETRI",2
14:02,"TURNOVER  by CHAMBERS,DIMETRI",,,,,,,"TURNOVER  by CHAMBERS,DIMETRI",2
14:02,"SUB OUT by DAY,JUSTIN",,,,,,,"SUB OUT by DAY,JUSTIN",2
14:02,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",2
13:40,,38,,43 (+5),"GOOD 3PTR by WALKER,ART",Centre 38-43 (+5),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
13:27,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
13:27,"MISS FT by CHAMBERS,DIMETRI",,,,,,,"MISS FT by CHAMBERS,DIMETRI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:27,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
13:27,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
13:27,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
13:27,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
13:27,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
13:27,"SUB IN by GULLEY,TREVOR",,,,,,,"SUB IN by GULLEY,TREVOR",2
13:27,"GOOD FT by CHAMBERS,DIMETRI",39,,43 (+4),,OU 39-43 (+4),,"GOOD FT by CHAMBERS,DIMETRI",2
13:10,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:54,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
12:32,,,,,"MISS 3PTR by AYERS,PERRY",,,"MISS 3PTR by AYERS,PERRY",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
12:20,"TURNOVER  by ETIWE,TOJU",,,,,,,"TURNOVER  by ETIWE,TOJU",2
12:20,,,,,"STEAL  by AYERS,PERRY",,,"STEAL  by AYERS,PERRY",2
12:12,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",2
12:12,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
12:12,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
12:12,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
12:12,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
12:12,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",2
12:12,"SUB IN by DAY,JUSTIN",,,,,,,"SUB IN by DAY,JUSTIN",2
11:59,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
11:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:59,"GOOD FT by SONE,CARLOS",40,,43 (+3),,OU 40-43 (+3),,"GOOD FT by SONE,CARLOS",2
11:59,"GOOD FT by SONE,CARLOS",41,,43 (+2),,OU 41-43 (+2),,"GOOD FT by SONE,CARLOS",2
11:41,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
11:41,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
11:41,"SUB OUT by GULLEY,TREVOR",,,,,,,"SUB OUT by GULLEY,TREVOR",2
11:41,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
11:41,"SUB IN by CAMMON,JOSH",,,,,,,"SUB IN by CAMMON,JOSH",2
11:41,"SUB IN by CHAMBERS,DIMETRI",,,,,,,"SUB IN by CHAMBERS,DIMETRI",2
11:36,,41,,46 (+5),"GOOD 3PTR by WALKER,ART",Centre 41-46 (+5),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by PURVIS,KC",,,"ASSIST  by PURVIS,KC",2
11:18,"MISS 3PTR by CAMMON,JOSH",,,,,,,"MISS 3PTR by CAMMON,JOSH",2
--,"REBOUND OFF by SONE,CARLOS",,,,,,,"REBOUND OFF by SONE,CARLOS",2
11:10,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",43,,46 (+3),,OU 43-46 (+3),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
10:40,,43,,49 (+6),"GOOD 3PTR by WALKER,ART",Centre 43-49 (+6),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
10:23,"TURNOVER  by SONE,CARLOS",,,,,,,"TURNOVER  by SONE,CARLOS",2
10:23,,,,,"STEAL  by RAKES,BAILEY",,,"STEAL  by RAKES,BAILEY",2
10:17,,43,,51 (+8),"GOOD JUMPER by RAKES,BAILEY(fastbreak)(in the paint)",Centre 43-51 (+8),,"GOOD JUMPER by RAKES,BAILEY(fastbreak)(in the paint)",2
10:01,"MISS JUMPER by DAY,JUSTIN",,,,,,,"MISS JUMPER by DAY,JUSTIN",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
09:51,,43,,54 (+11),"GOOD 3PTR by WALKER,ART",Centre 43-54 (+11),,"GOOD 3PTR by WALKER,ART",2
09:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:44,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
09:44,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
09:44,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
09:44,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
09:44,"SUB OUT by DAY,JUSTIN",,,,,,,"SUB OUT by DAY,JUSTIN",2
09:44,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
09:34,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",45,,54 (+9),,OU 45-54 (+9),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
09:12,,45,,56 (+11),"GOOD LAYUP by BATES,JACOB(in the paint)",Centre 45-56 (+11),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
08:50,"GOOD LAYUP by SONE,CARLOS(in the paint)",47,,56 (+9),,OU 47-56 (+9),,"GOOD LAYUP by SONE,CARLOS(in the paint)",2
08:50,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
08:50,"GOOD FT by SONE,CARLOS",48,,56 (+8),,OU 48-56 (+8),,"GOOD FT by SONE,CARLOS",2
08:30,,48,,58 (+10),"GOOD LAYUP by AYERS,PERRY(in the paint)",Centre 48-58 (+10),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
08:12,"MISS LAYUP by CHAMBERS,DIMETRI(in the paint)",,,,,,,"MISS LAYUP by CHAMBERS,DIMETRI(in the paint)",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
08:00,,48,,60 (+12),"GOOD JUMPER by WALKER,ART(in the paint)",Centre 48-60 (+12),,"GOOD JUMPER by WALKER,ART(in the paint)",2
07:49,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
07:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:49,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
07:49,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
07:49,"GOOD FT by FOSTER,LANE",49,,60 (+11),,OU 49-60 (+11),,"GOOD FT by FOSTER,LANE",2
07:49,"MISS FT by FOSTER,LANE",,,,,,,"MISS FT by FOSTER,LANE",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
07:27,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
07:16,"MISS LAYUP by SONE,CARLOS(in the paint)",,,,,,,"MISS LAYUP by SONE,CARLOS(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
06:49,,49,,62 (+13),"GOOD JUMPER by WALKER,ART",Centre 49-62 (+13),,"GOOD JUMPER by WALKER,ART",2
06:29,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
06:29,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
06:29,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
06:29,"GOOD FT by CHAMBERS,DIMETRI",50,,62 (+12),,OU 50-62 (+12),,"GOOD FT by CHAMBERS,DIMETRI",2
06:29,"GOOD FT by CHAMBERS,DIMETRI",51,,62 (+11),,OU 51-62 (+11),,"GOOD FT by CHAMBERS,DIMETRI",2
05:58,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:42,"TURNOVER  by CHAMBERS,DIMETRI",,,,,,,"TURNOVER  by CHAMBERS,DIMETRI",2
05:42,,,,,"STEAL  by CRUMP,DAWSON",,,"STEAL  by CRUMP,DAWSON",2
05:38,"FOUL  by CAMMON,JOSH",,,,,,,"FOUL  by CAMMON,JOSH",2
05:38,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
05:38,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
05:36,,51,,65 (+14),"GOOD 3PTR by WALKER,ART",Centre 51-65 (+14),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
05:22,"TURNOVER  by SONE,CARLOS",,,,,,,"TURNOVER  by SONE,CARLOS",2
05:22,,,,,"STEAL  by WALKER,ART",,,"STEAL  by WALKER,ART",2
05:15,,51,,67 (+16),"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",Centre 51-67 (+16),,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
05:04,"GOOD 3PTR by SONE,CARLOS",54,,67 (+13),,OU 54-67 (+13),,"GOOD 3PTR by SONE,CARLOS",2
05:01,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:38,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by CHAMBERS,DIMETRI",,,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",2
04:14,"GOOD 3PTR by SONE,CARLOS",57,,67 (+10),,OU 57-67 (+10),,"GOOD 3PTR by SONE,CARLOS",2
04:01,,57,,69 (+12),"GOOD LAYUP by BATES,JACOB(in the paint)",Centre 57-69 (+12),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
04:00,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:00,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
04:00,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
03:50,"GOOD JUMPER by FOSTER,LANE(in the paint)",59,,69 (+10),,OU 59-69 (+10),,"GOOD JUMPER by FOSTER,LANE(in the paint)",2
03:34,,59,,71 (+12),"GOOD LAYUP by AYERS,PERRY(in the paint)",Centre 59-71 (+12),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
03:22,"MISS JUMPER by CHAMBERS,DIMETRI",,,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
02:59,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
02:59,,59,,72 (+13),"GOOD FT by RAKES,BAILEY",Centre 59-72 (+13),,"GOOD FT by RAKES,BAILEY",2
02:59,,59,,73 (+14),"GOOD FT by RAKES,BAILEY",Centre 59-73 (+14),,"GOOD FT by RAKES,BAILEY",2
02:47,"GOOD JUMPER by FOSTER,LANE(in the paint)",61,,73 (+12),,OU 61-73 (+12),,"GOOD JUMPER by FOSTER,LANE(in the paint)",2
02:21,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
02:02,,61,,76 (+15),"GOOD 3PTR by BATES,JACOB",Centre 61-76 (+15),,"GOOD 3PTR by BATES,JACOB",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
02:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:51,"MISS LAYUP by FOSTER,LANE(in the paint)",,,,,,,"MISS LAYUP by FOSTER,LANE(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
01:35,"FOUL  by CAMMON,JOSH",,,,,,,"FOUL  by CAMMON,JOSH",2
01:35,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:35,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
01:35,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
01:35,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
01:35,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
01:35,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
01:35,,,,,"SUB IN by BREWER,KEEGAN",,,"SUB IN by BREWER,KEEGAN",2
01:35,,,,,"SUB IN by BRITT,WILL",,,"SUB IN by BRITT,WILL",2
01:35,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
01:35,"SUB OUT by CAMMON,JOSH",,,,,,,"SUB OUT by CAMMON,JOSH",2
01:35,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
01:35,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",2
01:35,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",2
01:35,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
01:35,"SUB IN by KRIVITZKIN,TYLER",,,,,,,"SUB IN by KRIVITZKIN,TYLER",2
01:35,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
01:35,"SUB IN by GULLEY,TREVOR",,,,,,,"SUB IN by GULLEY,TREVOR",2
01:35,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
01:35,"SUB IN by FISCHER,DAVID",,,,,,,"SUB IN by FISCHER,DAVID",2
01:35,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by KRIVITZKIN,TYLER",,,,,,,"REBOUND DEF by KRIVITZKIN,TYLER",2
01:25,"MISS LAYUP by GULLEY,TREVOR(in the paint)",,,,,,,"MISS LAYUP by GULLEY,TREVOR(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
01:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:18,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
01:18,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
01:17,,,,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",2
--,"REBOUND DEF by FISCHER,DAVID",,,,,,,"REBOUND DEF by FISCHER,DAVID",2
01:09,"MISS 3PTR by KRIVITZKIN,TYLER",,,,,,,"MISS 3PTR by KRIVITZKIN,TYLER",2
--,"REBOUND OFF by MURRAH,JACK",,,,,,,"REBOUND OFF by MURRAH,JACK",2
00:59,"MISS 3PTR by FISCHER,DAVID",,,,,,,"MISS 3PTR by FISCHER,DAVID",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
00:42,,61,,79 (+18),"GOOD 3PTR by WILLIAMS,JALEN",Centre 61-79 (+18),,"GOOD 3PTR by WILLIAMS,JALEN",2
--,,,,,"ASSIST  by BREWER,KEEGAN",,,"ASSIST  by BREWER,KEEGAN",2
00:33,"GOOD JUMPER by KRIVITZKIN,TYLER(in the paint)",63,,79 (+16),,OU 63-79 (+16),,"GOOD JUMPER by KRIVITZKIN,TYLER(in the paint)",2
00:19,,63,,81 (+18),"GOOD JUMPER by WILLIAMS,JALEN",Centre 63-81 (+18),,"GOOD JUMPER by WILLIAMS,JALEN",2
--,,,,,"ASSIST  by BRITT,WILL",,,"ASSIST  by BRITT,WILL",2
00:09,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
