Time Remaining,GUMBB,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
--,"ASSIST  by JOHNSON,HENRY",,,,,,,"ASSIST  by JOHNSON,HENRY",1
09:32,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",1
--,"REBOUND DEF by JOHNSON,HENRY",,,,,,,"REBOUND DEF by JOHNSON,HENRY",1
09:19,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",1
09:19,"GOOD FT by JACKSON,CHRIS",37 (+7),,30,,GUMBB 37-30 (-7),,"GOOD FT by JACKSON,CHRIS",1
09:19,"MISS FT by JACKSON,CHRIS",,,,,,,"MISS FT by JACKSON,CHRIS",1
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",1
09:19,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
09:19,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",1
09:07,,37 (+5),,32,"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 37-32 (-5),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",1
09:00,"TURNOVER  by JOHNSON,HENRY",,,,,,,"TURNOVER  by JOHNSON,HENRY",1
08:52,"FOUL  by JACKSON,CHRIS",,,,,,,"FOUL  by JACKSON,CHRIS",1
08:52,,,,,"MISS FT by SMITH,RJ",,,"MISS FT by SMITH,RJ",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:52,,37 (+4),,33,"GOOD FT by SMITH,RJ",CENTRE-M 37-33 (-4),,"GOOD FT by SMITH,RJ",1
08:52,"SUB IN by CROSS,JUSTIN",,,,,,,"SUB IN by CROSS,JUSTIN",1
08:52,"SUB IN by MURPHY,RAKIM",,,,,,,"SUB IN by MURPHY,RAKIM",1
08:52,"SUB IN by VINSEL,KAMERON",,,,,,,"SUB IN by VINSEL,KAMERON",1
08:52,"SUB IN by NIXON,BARRY",,,,,,,"SUB IN by NIXON,BARRY",1
08:52,"SUB IN by BANKOWSKI,DUSTIN",,,,,,,"SUB IN by BANKOWSKI,DUSTIN",1
08:52,"SUB OUT by PINKARD,QUINCY",,,,,,,"SUB OUT by PINKARD,QUINCY",1
08:52,"SUB OUT by JOHNSON,HENRY",,,,,,,"SUB OUT by JOHNSON,HENRY",1
08:52,"SUB OUT by SIMMONS,RILEY",,,,,,,"SUB OUT by SIMMONS,RILEY",1
08:52,"SUB OUT by GRADY,SONTIAGO",,,,,,,"SUB OUT by GRADY,SONTIAGO",1
08:52,"SUB OUT by JACKSON,CHRIS",,,,,,,"SUB OUT by JACKSON,CHRIS",1
08:52,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",1
08:52,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",1
08:52,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",1
08:52,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
08:38,"MISS LAYUP by MURPHY,RAKIM",,,,,,,"MISS LAYUP by MURPHY,RAKIM",1
--,"REBOUND OFF by CROSS,JUSTIN",,,,,,,"REBOUND OFF by CROSS,JUSTIN",1
08:34,"MISS 3PTR by VINSEL,KAMERON",,,,,,,"MISS 3PTR by VINSEL,KAMERON",1
--,"REBOUND OFF by NIXON,BARRY",,,,,,,"REBOUND OFF by NIXON,BARRY",1
08:29,"MISS 3PTR by VINSEL,KAMERON",,,,,,,"MISS 3PTR by VINSEL,KAMERON",1
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",1
08:09,,,,,"MISS JUMPER by SPITZER,JAKOB",,,"MISS JUMPER by SPITZER,JAKOB",1
--,,,,,"REBOUND OFF by WALKER,ART",,,"REBOUND OFF by WALKER,ART",1
07:59,,,,,"MISS JUMPER by RAKES,BAILEY",,,"MISS JUMPER by RAKES,BAILEY",1
--,"REBOUND DEF by NIXON,BARRY",,,,,,,"REBOUND DEF by NIXON,BARRY",1
07:42,"MISS 3PTR by CROSS,JUSTIN",,,,,,,"MISS 3PTR by CROSS,JUSTIN",1
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",1
07:37,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",1
07:37,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",1
07:37,"SUB IN by PINKARD,QUINCY",,,,,,,"SUB IN by PINKARD,QUINCY",1
07:37,"SUB IN by JOHNSON,HENRY",,,,,,,"SUB IN by JOHNSON,HENRY",1
07:37,"SUB IN by SIMMONS,RILEY",,,,,,,"SUB IN by SIMMONS,RILEY",1
07:37,"SUB IN by GRADY,SONTIAGO",,,,,,,"SUB IN by GRADY,SONTIAGO",1
07:37,"SUB IN by JACKSON,CHRIS",,,,,,,"SUB IN by JACKSON,CHRIS",1
07:37,"SUB OUT by CROSS,JUSTIN",,,,,,,"SUB OUT by CROSS,JUSTIN",1
07:37,"SUB OUT by MURPHY,RAKIM",,,,,,,"SUB OUT by MURPHY,RAKIM",1
07:37,"SUB OUT by VINSEL,KAMERON",,,,,,,"SUB OUT by VINSEL,KAMERON",1
07:37,"SUB OUT by NIXON,BARRY",,,,,,,"SUB OUT by NIXON,BARRY",1
07:37,"SUB OUT by BANKOWSKI,DUSTIN",,,,,,,"SUB OUT by BANKOWSKI,DUSTIN",1
07:37,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
07:37,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",1
07:37,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",1
07:37,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",1
07:32,"GOOD JUMPER by GRADY,SONTIAGO",39 (+6),,33,,GUMBB 39-33 (-6),,"GOOD JUMPER by GRADY,SONTIAGO",1
07:19,,,,,"MISS LAYUP by RAKES,BAILEY",,,"MISS LAYUP by RAKES,BAILEY",1
07:19,"BLOCK  by SIMMONS,RILEY",,,,,,,"BLOCK  by SIMMONS,RILEY",1
--,"REBOUND DEF by JOHNSON,HENRY",,,,,,,"REBOUND DEF by JOHNSON,HENRY",1
06:59,"MISS 3PTR by SIMMONS,RILEY",,,,,,,"MISS 3PTR by SIMMONS,RILEY",1
--,"REBOUND OFF by JACKSON,CHRIS",,,,,,,"REBOUND OFF by JACKSON,CHRIS",1
06:54,"GOOD LAYUP by JACKSON,CHRIS(in the paint)",41 (+8),,33,,GUMBB 41-33 (-8),,"GOOD LAYUP by JACKSON,CHRIS(in the paint)",1
06:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
06:50,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",1
06:50,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",1
06:47,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",1
06:45,"STEAL  by SIMMONS,RILEY",,,,,,,"STEAL  by SIMMONS,RILEY",1
06:42,"MISS JUMPER by SIMMONS,RILEY",,,,,,,"MISS JUMPER by SIMMONS,RILEY",1
--,"REBOUND OFF by PINKARD,QUINCY",,,,,,,"REBOUND OFF by PINKARD,QUINCY",1
06:36,"MISS 3PTR by PINKARD,QUINCY",,,,,,,"MISS 3PTR by PINKARD,QUINCY",1
--,"REBOUND OFF by JOHNSON,HENRY",,,,,,,"REBOUND OFF by JOHNSON,HENRY",1
06:29,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",1
06:29,"MISS FT by JACKSON,CHRIS",,,,,,,"MISS FT by JACKSON,CHRIS",1
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",1
06:22,,,,,"MISS LAYUP by CRUMP,DAWSON",,,"MISS LAYUP by CRUMP,DAWSON",1
--,,,,,"REBOUND OFF by WALKER,ART",,,"REBOUND OFF by WALKER,ART",1
06:19,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",1
06:19,"BLOCK  by JOHNSON,HENRY",,,,,,,"BLOCK  by JOHNSON,HENRY",1
--,"REBOUND DEF by JOHNSON,HENRY",,,,,,,"REBOUND DEF by JOHNSON,HENRY",1
06:12,"MISS LAYUP by PINKARD,QUINCY",,,,,,,"MISS LAYUP by PINKARD,QUINCY",1
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",1
06:08,,41 (+6),,35,"GOOD LAYUP by CRUMP,DAWSON(fastbreak)(in the paint)",CENTRE-M 41-35 (-6),,"GOOD LAYUP by CRUMP,DAWSON(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",1
06:03,"TURNOVER  by SIMMONS,RILEY",,,,,,,"TURNOVER  by SIMMONS,RILEY",1
06:02,,,,,"STEAL  by WALKER,ART",,,"STEAL  by WALKER,ART",1
05:53,"FOUL  by PINKARD,QUINCY",,,,,,,"FOUL  by PINKARD,QUINCY",1
05:53,,41 (+5),,36,"GOOD FT by RAKES,BAILEY",CENTRE-M 41-36 (-5),,"GOOD FT by RAKES,BAILEY",1
05:53,,41 (+4),,37,"GOOD FT by RAKES,BAILEY",CENTRE-M 41-37 (-4),,"GOOD FT by RAKES,BAILEY",1
05:53,"SUB IN by CROSS,JUSTIN",,,,,,,"SUB IN by CROSS,JUSTIN",1
05:53,"SUB IN by MURPHY,RAKIM",,,,,,,"SUB IN by MURPHY,RAKIM",1
05:53,"SUB IN by VINSEL,KAMERON",,,,,,,"SUB IN by VINSEL,KAMERON",1
05:53,"SUB IN by NIXON,BARRY",,,,,,,"SUB IN by NIXON,BARRY",1
05:53,"SUB IN by BANKOWSKI,DUSTIN",,,,,,,"SUB IN by BANKOWSKI,DUSTIN",1
05:53,"SUB OUT by PINKARD,QUINCY",,,,,,,"SUB OUT by PINKARD,QUINCY",1
05:53,"SUB OUT by JOHNSON,HENRY",,,,,,,"SUB OUT by JOHNSON,HENRY",1
05:53,"SUB OUT by SIMMONS,RILEY",,,,,,,"SUB OUT by SIMMONS,RILEY",1
05:53,"SUB OUT by GRADY,SONTIAGO",,,,,,,"SUB OUT by GRADY,SONTIAGO",1
05:53,"SUB OUT by JACKSON,CHRIS",,,,,,,"SUB OUT by JACKSON,CHRIS",1
05:53,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",1
05:53,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",1
05:53,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",1
05:53,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
05:53,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",1
05:53,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",1
05:47,"MISS 3PTR by BANKOWSKI,DUSTIN",,,,,,,"MISS 3PTR by BANKOWSKI,DUSTIN",1
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",1
05:27,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",1
05:26,"STEAL  by BANKOWSKI,DUSTIN",,,,,,,"STEAL  by BANKOWSKI,DUSTIN",1
05:20,"MISS 3PTR by BANKOWSKI,DUSTIN",,,,,,,"MISS 3PTR by BANKOWSKI,DUSTIN",1
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",1
05:16,"FOUL  by VINSEL,KAMERON",,,,,,,"FOUL  by VINSEL,KAMERON",1
05:16,,41 (+3),,38,"GOOD FT by CRUMP,DAWSON",CENTRE-M 41-38 (-3),,"GOOD FT by CRUMP,DAWSON",1
05:16,,41 (+2),,39,"GOOD FT by CRUMP,DAWSON",CENTRE-M 41-39 (-2),,"GOOD FT by CRUMP,DAWSON",1
05:16,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",1
05:16,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",1
05:07,"TURNOVER  by MURPHY,RAKIM",,,,,,,"TURNOVER  by MURPHY,RAKIM",1
04:56,,,,,"MISS LAYUP by RAKES,BAILEY",,,"MISS LAYUP by RAKES,BAILEY",1
--,,,,,"REBOUND OFF by SPITZER,JAKOB",,,"REBOUND OFF by SPITZER,JAKOB",1
04:46,,41,,41,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",CENTRE-M 41-41 (0),,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",1
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",1
04:36,"MISS 3PTR by NIXON,BARRY",,,,,,,"MISS 3PTR by NIXON,BARRY",1
--,"REBOUND OFF by CROSS,JUSTIN",,,,,,,"REBOUND OFF by CROSS,JUSTIN",1
04:31,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",1
04:31,"MISS FT by CROSS,JUSTIN",,,,,,,"MISS FT by CROSS,JUSTIN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:31,"MISS FT by CROSS,JUSTIN",,,,,,,"MISS FT by CROSS,JUSTIN",1
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",1
04:31,"SUB IN by PINKARD,QUINCY",,,,,,,"SUB IN by PINKARD,QUINCY",1
04:31,"SUB IN by JOHNSON,HENRY",,,,,,,"SUB IN by JOHNSON,HENRY",1
04:31,"SUB IN by SIMMONS,RILEY",,,,,,,"SUB IN by SIMMONS,RILEY",1
04:31,"SUB IN by GRADY,SONTIAGO",,,,,,,"SUB IN by GRADY,SONTIAGO",1
04:31,"SUB OUT by MURPHY,RAKIM",,,,,,,"SUB OUT by MURPHY,RAKIM",1
04:31,"SUB OUT by VINSEL,KAMERON",,,,,,,"SUB OUT by VINSEL,KAMERON",1
04:31,"SUB OUT by NIXON,BARRY",,,,,,,"SUB OUT by NIXON,BARRY",1
04:31,"SUB OUT by BANKOWSKI,DUSTIN",,,,,,,"SUB OUT by BANKOWSKI,DUSTIN",1
04:31,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",1
04:31,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
04:31,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",1
04:31,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",1
04:14,,41,,43 (+2),"GOOD JUMPER by WILLIAMS,JALEN(in the paint)",CENTRE-M 41-43 (+2),,"GOOD JUMPER by WILLIAMS,JALEN(in the paint)",1
04:04,"GOOD JUMPER by GRADY,SONTIAGO",43,,43,,GUMBB 43-43 (0),,"GOOD JUMPER by GRADY,SONTIAGO",1
03:49,,43,,45 (+2),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 43-45 (+2),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",1
03:49,"FOUL  by CROSS,JUSTIN",,,,,,,"FOUL  by CROSS,JUSTIN",1
03:49,,43,,46 (+3),"GOOD FT by BATES,JACOB",CENTRE-M 43-46 (+3),,"GOOD FT by BATES,JACOB",1
03:49,"SUB IN by JACKSON,CHRIS",,,,,,,"SUB IN by JACKSON,CHRIS",1
03:49,"SUB OUT by CROSS,JUSTIN",,,,,,,"SUB OUT by CROSS,JUSTIN",1
03:49,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",1
03:49,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",1
03:49,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",1
03:49,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",1
03:40,"MISS 3PTR by GRADY,SONTIAGO",,,,,,,"MISS 3PTR by GRADY,SONTIAGO",1
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",1
03:35,"FOUL  by SIMMONS,RILEY",,,,,,,"FOUL  by SIMMONS,RILEY",1
03:35,,43,,47 (+4),"GOOD FT by AYERS,PERRY",CENTRE-M 43-47 (+4),,"GOOD FT by AYERS,PERRY",1
03:35,,,,,"MISS FT by AYERS,PERRY",,,"MISS FT by AYERS,PERRY",1
--,"REBOUND DEF by JOHNSON,HENRY",,,,,,,"REBOUND DEF by JOHNSON,HENRY",1
03:24,"TURNOVER  by GRADY,SONTIAGO",,,,,,,"TURNOVER  by GRADY,SONTIAGO",1
03:23,,,,,"STEAL  by WILLIAMS,JALEN",,,"STEAL  by WILLIAMS,JALEN",1
03:12,,,,,"MISS 3PTR by AYERS,PERRY",,,"MISS 3PTR by AYERS,PERRY",1
--,"REBOUND DEF by SIMMONS,RILEY",,,,,,,"REBOUND DEF by SIMMONS,RILEY",1
03:03,"GOOD LAYUP by SIMMONS,RILEY(fastbreak)(in the paint)",45,,47 (+2),,GUMBB 45-47 (+2),,"GOOD LAYUP by SIMMONS,RILEY(fastbreak)(in the paint)",1
02:43,,45,,49 (+4),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 45-49 (+4),,"GOOD LAYUP by AYERS,PERRY(in the paint)",1
02:36,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",1
02:36,"GOOD FT by GRADY,SONTIAGO",46,,49 (+3),,GUMBB 46-49 (+3),,"GOOD FT by GRADY,SONTIAGO",1
02:36,"GOOD FT by GRADY,SONTIAGO",47,,49 (+2),,GUMBB 47-49 (+2),,"GOOD FT by GRADY,SONTIAGO",1
02:36,"SUB IN by VINSEL,KAMERON",,,,,,,"SUB IN by VINSEL,KAMERON",1
02:36,"SUB IN by CROSS,JUSTIN",,,,,,,"SUB IN by CROSS,JUSTIN",1
02:36,"SUB IN by MURPHY,RAKIM",,,,,,,"SUB IN by MURPHY,RAKIM",1
02:36,"SUB IN by NIXON,BARRY",,,,,,,"SUB IN by NIXON,BARRY",1
02:36,"SUB IN by BANKOWSKI,DUSTIN",,,,,,,"SUB IN by BANKOWSKI,DUSTIN",1
02:36,"SUB OUT by GRADY,SONTIAGO",,,,,,,"SUB OUT by GRADY,SONTIAGO",1
02:36,"SUB OUT by PINKARD,QUINCY",,,,,,,"SUB OUT by PINKARD,QUINCY",1
02:36,"SUB OUT by JOHNSON,HENRY",,,,,,,"SUB OUT by JOHNSON,HENRY",1
02:36,"SUB OUT by SIMMONS,RILEY",,,,,,,"SUB OUT by SIMMONS,RILEY",1
02:36,"SUB OUT by JACKSON,CHRIS",,,,,,,"SUB OUT by JACKSON,CHRIS",1
02:36,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",1
02:36,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",1
02:36,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",1
02:36,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",1
02:36,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",1
02:36,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",1
02:28,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",1
02:21,"TURNOVER  by MURPHY,RAKIM",,,,,,,"TURNOVER  by MURPHY,RAKIM",1
02:21,"FOUL  by MURPHY,RAKIM",,,,,,,"FOUL  by MURPHY,RAKIM",1
02:14,,,,,"MISS LAYUP by RAKES,BAILEY",,,"MISS LAYUP by RAKES,BAILEY",1
02:14,"BLOCK  by CROSS,JUSTIN",,,,,,,"BLOCK  by CROSS,JUSTIN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
02:09,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",1
02:03,"MISS 3PTR by MURPHY,RAKIM",,,,,,,"MISS 3PTR by MURPHY,RAKIM",1
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",1
01:48,,,,,"MISS JUMPER by RAKES,BAILEY",,,"MISS JUMPER by RAKES,BAILEY",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
01:46,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",1
01:46,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",1
01:38,"GOOD LAYUP by NIXON,BARRY(in the paint)",49,,49,,GUMBB 49-49 (0),,"GOOD LAYUP by NIXON,BARRY(in the paint)",1
01:16,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",1
01:16,"STEAL  by CROSS,JUSTIN",,,,,,,"STEAL  by CROSS,JUSTIN",1
01:03,"GOOD 3PTR by NIXON,BARRY",52 (+3),,49,,GUMBB 52-49 (-3),,"GOOD 3PTR by NIXON,BARRY",1
--,"ASSIST  by BANKOWSKI,DUSTIN",,,,,,,"ASSIST  by BANKOWSKI,DUSTIN",1
00:36,,52 (+1),,51,"GOOD DUNK by BATES,JACOB(in the paint)",CENTRE-M 52-51 (-1),,"GOOD DUNK by BATES,JACOB(in the paint)",1
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",1
00:28,"GOOD 3PTR by NIXON,BARRY",55 (+4),,51,,GUMBB 55-51 (-4),,"GOOD 3PTR by NIXON,BARRY",1
--,"ASSIST  by BANKOWSKI,DUSTIN",,,,,,,"ASSIST  by BANKOWSKI,DUSTIN",1
00:08,,55 (+2),,53,"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 55-53 (-2),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",1
00:01,"MISS 3PTR by BANKOWSKI,DUSTIN",,,,,,,"MISS 3PTR by BANKOWSKI,DUSTIN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
19:52,,55,,56 (+1),"GOOD 3PTR by WALKER,ART",CENTRE-M 55-56 (+1),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
19:41,"GOOD LAYUP by GRADY,SONTIAGO(in the paint)",57 (+1),,56,,GUMBB 57-56 (-1),,"GOOD LAYUP by GRADY,SONTIAGO(in the paint)",2
19:41,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
19:41,"GOOD FT by GRADY,SONTIAGO",58 (+2),,56,,GUMBB 58-56 (-2),,"GOOD FT by GRADY,SONTIAGO",2
19:31,,58,,58,"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 58-58 (0),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
19:24,"GOOD LAYUP by PINKARD,QUINCY(in the paint)",60 (+2),,58,,GUMBB 60-58 (-2),,"GOOD LAYUP by PINKARD,QUINCY(in the paint)",2
--,"ASSIST  by JOHNSON,HENRY",,,,,,,"ASSIST  by JOHNSON,HENRY",2
19:14,"FOUL  by JACKSON,CHRIS",,,,,,,"FOUL  by JACKSON,CHRIS",2
19:08,,60,,60,"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 60-60 (0),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
18:58,"GOOD 3PTR by JACKSON,CHRIS",63 (+3),,60,,GUMBB 63-60 (-3),,"GOOD 3PTR by JACKSON,CHRIS",2
--,"ASSIST  by GRADY,SONTIAGO",,,,,,,"ASSIST  by GRADY,SONTIAGO",2
18:45,,63 (+1),,62,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 63-62 (-1),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
18:36,"GOOD LAYUP by JOHNSON,HENRY(in the paint)",65 (+3),,62,,GUMBB 65-62 (-3),,"GOOD LAYUP by JOHNSON,HENRY(in the paint)",2
18:25,"FOUL  by SIMMONS,RILEY",,,,,,,"FOUL  by SIMMONS,RILEY",2
18:25,"SUB IN by CROSS,JUSTIN",,,,,,,"SUB IN by CROSS,JUSTIN",2
18:25,"SUB IN by MURPHY,RAKIM",,,,,,,"SUB IN by MURPHY,RAKIM",2
18:25,"SUB IN by VINSEL,KAMERON",,,,,,,"SUB IN by VINSEL,KAMERON",2
18:25,"SUB IN by NIXON,BARRY",,,,,,,"SUB IN by NIXON,BARRY",2
18:25,"SUB IN by BANKOWSKI,DUSTIN",,,,,,,"SUB IN by BANKOWSKI,DUSTIN",2
18:25,"SUB OUT by PINKARD,QUINCY",,,,,,,"SUB OUT by PINKARD,QUINCY",2
18:25,"SUB OUT by JOHNSON,HENRY",,,,,,,"SUB OUT by JOHNSON,HENRY",2
18:25,"SUB OUT by SIMMONS,RILEY",,,,,,,"SUB OUT by SIMMONS,RILEY",2
18:25,"SUB OUT by GRADY,SONTIAGO",,,,,,,"SUB OUT by GRADY,SONTIAGO",2
18:25,"SUB OUT by JACKSON,CHRIS",,,,,,,"SUB OUT by JACKSON,CHRIS",2
18:13,,65 (+1),,64,"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 65-64 (-1),,"GOOD LAYUP by WALKER,ART(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
18:06,"MISS 3PTR by VINSEL,KAMERON",,,,,,,"MISS 3PTR by VINSEL,KAMERON",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
17:58,,65,,66 (+1),"GOOD LAYUP by BAUGHMAN,CARTER(fastbreak)(in the paint)",CENTRE-M 65-66 (+1),,"GOOD LAYUP by BAUGHMAN,CARTER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",2
17:54,"TURNOVER  by BANKOWSKI,DUSTIN",,,,,,,"TURNOVER  by BANKOWSKI,DUSTIN",2
17:48,,65,,68 (+3),"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 65-68 (+3),,"GOOD LAYUP by WALKER,ART(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
17:48,"FOUL  by BANKOWSKI,DUSTIN",,,,,,,"FOUL  by BANKOWSKI,DUSTIN",2
17:48,,,,,"MISS FT by WALKER,ART",,,"MISS FT by WALKER,ART",2
--,"REBOUND DEF by NIXON,BARRY",,,,,,,"REBOUND DEF by NIXON,BARRY",2
17:48,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
