Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
18:05,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
17:47,"GOOD LAYUP by FITCH,CARL(in the paint)",28,,45 (+17),,Hend 28-45 (+17),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
17:28,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
17:18,"MISS LAYUP by FITCH,CARL(in the paint)",,,,,,,"MISS LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
16:58,,,,,"MISS JUMPER by BATES,JACOB(in the paint)",,,"MISS JUMPER by BATES,JACOB(in the paint)",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
16:49,"MISS 3PTR by CUMMINGS II,ROD",,,,,,,"MISS 3PTR by CUMMINGS II,ROD",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
16:41,,28,,48 (+20),"GOOD 3PTR by BAUGHMAN,CARTER(fastbreak)",Centre 28-48 (+20),,"GOOD 3PTR by BAUGHMAN,CARTER(fastbreak)",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
16:23,"MISS 3PTR by EATON,JACK",,,,,,,"MISS 3PTR by EATON,JACK",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:16,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
16:16,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
16:07,"GOOD JUMPER by STANLEY,SETH(in the paint)",30,,48 (+18),,Hend 30-48 (+18),,"GOOD JUMPER by STANLEY,SETH(in the paint)",2
15:50,,30,,51 (+21),"GOOD 3PTR by RAKES,BAILEY",Centre 30-51 (+21),,"GOOD 3PTR by RAKES,BAILEY",2
15:34,"MISS JUMPER by STANLEY,SETH(in the paint)",,,,,,,"MISS JUMPER by STANLEY,SETH(in the paint)",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
15:28,,30,,53 (+23),"GOOD JUMPER by BAUGHMAN,CARTER(fastbreak)(in the paint)",Centre 30-53 (+23),,"GOOD JUMPER by BAUGHMAN,CARTER(fastbreak)(in the paint)",2
15:28,"FOUL  by CUMMINGS II,ROD",,,,,,,"FOUL  by CUMMINGS II,ROD",2
15:28,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:28,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
15:28,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
15:28,,30,,54 (+24),"GOOD FT by BAUGHMAN,CARTER(fastbreak)",Centre 30-54 (+24),,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",2
15:28,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
15:28,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
15:16,"GOOD 3PTR by COMAN,SEAN",33,,54 (+21),,Hend 33-54 (+21),,"GOOD 3PTR by COMAN,SEAN",2
--,"ASSIST  by CUMMINGS II,ROD",,,,,,,"ASSIST  by CUMMINGS II,ROD",2
14:48,,,,,"MISS LAYUP by BATES,JACOB(in the paint)",,,"MISS LAYUP by BATES,JACOB(in the paint)",2
14:48,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
14:29,"GOOD JUMPER by STANLEY,SETH(in the paint)",35,,54 (+19),,Hend 35-54 (+19),,"GOOD JUMPER by STANLEY,SETH(in the paint)",2
14:03,,35,,56 (+21),"GOOD JUMPER by AYERS,PERRY",Centre 35-56 (+21),,"GOOD JUMPER by AYERS,PERRY",2
13:46,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
13:46,"GOOD FT by STANLEY,SETH",36,,56 (+20),,Hend 36-56 (+20),,"GOOD FT by STANLEY,SETH",2
13:46,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
13:46,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
13:46,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
13:46,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
13:46,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
13:46,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
13:46,"SUB OUT by CUMMINGS II,ROD",,,,,,,"SUB OUT by CUMMINGS II,ROD",2
13:46,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",2
13:46,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
13:29,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
13:29,"STEAL  by EATON,JACK",,,,,,,"STEAL  by EATON,JACK",2
13:16,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
12:57,,36,,58 (+22),"GOOD LAYUP by SPITZER,JAKOB(in the paint)",Centre 36-58 (+22),,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",2
12:45,"GOOD 3PTR by COMAN,SEAN",39,,58 (+19),,Hend 39-58 (+19),,"GOOD 3PTR by COMAN,SEAN",2
12:31,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
12:31,,,,,"TURNOVER  by SPITZER,JAKOB",,,"TURNOVER  by SPITZER,JAKOB",2
12:16,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
12:16,"GOOD FT by CONRAD,ALEX",40,,58 (+18),,Hend 40-58 (+18),,"GOOD FT by CONRAD,ALEX",2
12:16,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
12:16,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
12:16,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
12:04,,,,,"MISS JUMPER by CRUMP,DAWSON",,,"MISS JUMPER by CRUMP,DAWSON",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
11:46,"GOOD LAYUP by CONRAD,ALEX(in the paint)",42,,58 (+16),,Hend 42-58 (+16),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
11:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:39,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
11:39,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
11:39,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
11:39,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
11:30,,,,,"MISS LAYUP by PURVIS,KC(in the paint)",,,"MISS LAYUP by PURVIS,KC(in the paint)",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
11:15,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",2
11:15,"SUB IN by CUMMINGS II,ROD",,,,,,,"SUB IN by CUMMINGS II,ROD",2
11:12,"MISS 3PTR by CUMMINGS II,ROD",,,,,,,"MISS 3PTR by CUMMINGS II,ROD",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
10:58,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
10:58,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",2
10:57,,42,,60 (+18),"GOOD LAYUP by WALKER,ART(in the paint)",Centre 42-60 (+18),,"GOOD LAYUP by WALKER,ART(in the paint)",2
10:38,"MISS 3PTR by CARTWRIGHT,BROOKS",,,,,,,"MISS 3PTR by CARTWRIGHT,BROOKS",2
--,,,,,"REBOUND DEF by PURVIS,KC",,,"REBOUND DEF by PURVIS,KC",2
10:29,,42,,63 (+21),"GOOD 3PTR by WALKER,ART",Centre 42-63 (+21),,"GOOD 3PTR by WALKER,ART",2
10:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:25,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
10:25,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
10:00,"MISS LAYUP by CONRAD,ALEX(in the paint)",,,,,,,"MISS LAYUP by CONRAD,ALEX(in the paint)",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
09:55,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
09:55,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",2
09:55,"SUB OUT by CUMMINGS II,ROD",,,,,,,"SUB OUT by CUMMINGS II,ROD",2
09:55,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
09:45,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
09:32,"GOOD LAYUP by EATON,JACK(in the paint)",44,,63 (+19),,Hend 44-63 (+19),,"GOOD LAYUP by EATON,JACK(in the paint)",2
09:09,,,,,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",2
09:09,"STEAL  by STANLEY,SETH",,,,,,,"STEAL  by STANLEY,SETH",2
09:00,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
09:00,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
09:00,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
09:00,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
09:00,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
09:00,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
08:51,"GOOD LAYUP by FITCH,CARL(in the paint)",46,,63 (+17),,Hend 46-63 (+17),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
08:32,,46,,65 (+19),"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 46-65 (+19),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
08:18,"MISS LAYUP by STANLEY,SETH(in the paint)",,,,,,,"MISS LAYUP by STANLEY,SETH(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
08:07,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
08:07,"STEAL  by EATON,JACK",,,,,,,"STEAL  by EATON,JACK",2
08:01,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
07:59,"GOOD JUMPER by COMAN,SEAN",48,,65 (+17),,Hend 48-65 (+17),,"GOOD JUMPER by COMAN,SEAN",2
07:38,,48,,67 (+19),"GOOD JUMPER by BAUGHMAN,CARTER",Centre 48-67 (+19),,"GOOD JUMPER by BAUGHMAN,CARTER",2
07:23,"GOOD JUMPER by COMAN,SEAN",50,,67 (+17),,Hend 50-67 (+17),,"GOOD JUMPER by COMAN,SEAN",2
06:43,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
06:43,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
06:43,,50,,69 (+19),"GOOD LAYUP by PURVIS,KC(in the paint)",Centre 50-69 (+19),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
06:39,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
06:29,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
06:29,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:29,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
06:29,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
06:18,,,,,"MISS LAYUP by AYERS,PERRY(in the paint)",,,"MISS LAYUP by AYERS,PERRY(in the paint)",2
--,,,,,"REBOUND OFF by PURVIS,KC",,,"REBOUND OFF by PURVIS,KC",2
06:13,,50,,71 (+21),"GOOD LAYUP by PURVIS,KC(in the paint)",Centre 50-71 (+21),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
06:02,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
05:50,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
05:50,,,,,"MISS FT by CRUMP,DAWSON",,,"MISS FT by CRUMP,DAWSON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:50,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
05:50,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
05:50,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
05:50,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
05:50,,50,,72 (+22),"GOOD FT by CRUMP,DAWSON",Centre 50-72 (+22),,"GOOD FT by CRUMP,DAWSON",2
05:42,"MISS JUMPER by CARTWRIGHT,BROOKS",,,,,,,"MISS JUMPER by CARTWRIGHT,BROOKS",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
05:33,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND OFF by SMITH,RJ",,,"REBOUND OFF by SMITH,RJ",2
05:30,"FOUL  by CARTWRIGHT,BROOKS",,,,,,,"FOUL  by CARTWRIGHT,BROOKS",2
05:30,,50,,73 (+23),"GOOD FT by SMITH,RJ",Centre 50-73 (+23),,"GOOD FT by SMITH,RJ",2
05:30,,,,,"MISS FT by SMITH,RJ",,,"MISS FT by SMITH,RJ",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
05:13,"GOOD LAYUP by CONRAD,ALEX(in the paint)",52,,73 (+21),,Hend 52-73 (+21),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
04:51,,52,,75 (+23),"GOOD JUMPER by PURVIS,KC(in the paint)",Centre 52-75 (+23),,"GOOD JUMPER by PURVIS,KC(in the paint)",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
04:37,"MISS 3PTR by CARTWRIGHT,BROOKS",,,,,,,"MISS 3PTR by CARTWRIGHT,BROOKS",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
04:32,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
04:22,"MISS 3PTR by CARTWRIGHT,BROOKS",,,,,,,"MISS 3PTR by CARTWRIGHT,BROOKS",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
04:00,,,,,"MISS JUMPER by PURVIS,KC(in the paint)",,,"MISS JUMPER by PURVIS,KC(in the paint)",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
03:51,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",2
03:51,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
03:51,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
03:51,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
03:51,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
03:51,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",2
03:51,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
03:51,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
03:51,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
03:51,"SUB IN by WARREN,JOSH",,,,,,,"SUB IN by WARREN,JOSH",2
03:51,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",2
03:51,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",2
03:51,"SUB IN by PRINS,ZACHARY",,,,,,,"SUB IN by PRINS,ZACHARY",2
03:51,"GOOD FT by CONRAD,ALEX",53,,75 (+22),,Hend 53-75 (+22),,"GOOD FT by CONRAD,ALEX",2
03:51,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
03:51,,,,,"SUB IN by BREWER,KEEGAN",,,"SUB IN by BREWER,KEEGAN",2
03:51,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
03:31,,53,,77 (+24),"GOOD JUMPER by BREWER,KEEGAN",Centre 53-77 (+24),,"GOOD JUMPER by BREWER,KEEGAN",2
03:25,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
03:25,"SUB IN by MAXWELL,PEYTON",,,,,,,"SUB IN by MAXWELL,PEYTON",2
03:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:21,"MISS 3PTR by JOHNSON,DAMECKO",,,,,,,"MISS 3PTR by JOHNSON,DAMECKO",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
02:53,,,,,"MISS JUMPER by SPITZER,JAKOB(in the paint)",,,"MISS JUMPER by SPITZER,JAKOB(in the paint)",2
--,"REBOUND DEF by WARREN,JOSH",,,,,,,"REBOUND DEF by WARREN,JOSH",2
02:43,"MISS 3PTR by PRINS,ZACHARY",,,,,,,"MISS 3PTR by PRINS,ZACHARY",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
02:29,,,,,"MISS LAYUP by SPITZER,JAKOB(in the paint)",,,"MISS LAYUP by SPITZER,JAKOB(in the paint)",2
--,"REBOUND DEF by WARREN,JOSH",,,,,,,"REBOUND DEF by WARREN,JOSH",2
02:21,"MISS LAYUP by WARREN,JOSH(in the paint)",,,,,,,"MISS LAYUP by WARREN,JOSH(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
02:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:15,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
02:15,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
02:15,"SUB OUT by PHILLIP,ADAM",,,,,,,"SUB OUT by PHILLIP,ADAM",2
02:15,"SUB IN by ALLEN,GRAYSON",,,,,,,"SUB IN by ALLEN,GRAYSON",2
02:05,,,,,"MISS JUMPER by KNOCHELMANN,PETE(in the paint)",,,"MISS JUMPER by KNOCHELMANN,PETE(in the paint)",2
--,,,,,"REBOUND OFF by SMITH,RJ",,,"REBOUND OFF by SMITH,RJ",2
02:01,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",,,"MISS LAYUP by SMITH,RJ(in the paint)",2
--,"REBOUND DEF by MAXWELL,PEYTON",,,,,,,"REBOUND DEF by MAXWELL,PEYTON",2
01:57,"TURNOVER  by MAXWELL,PEYTON",,,,,,,"TURNOVER  by MAXWELL,PEYTON",2
01:57,,,,,"STEAL  by WILLIAMS,JALEN",,,"STEAL  by WILLIAMS,JALEN",2
01:50,,,,,"MISS LAYUP by WILLIAMS,JALEN(in the paint)",,,"MISS LAYUP by WILLIAMS,JALEN(in the paint)",2
--,,,,,"REBOUND OFF by KNOCHELMANN,PETE",,,"REBOUND OFF by KNOCHELMANN,PETE",2
01:50,,,,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",2
--,,,,,"REBOUND OFF by KNOCHELMANN,PETE",,,"REBOUND OFF by KNOCHELMANN,PETE",2
01:50,"FOUL  by JOHNSON,DAMECKO",,,,,,,"FOUL  by JOHNSON,DAMECKO",2
01:50,,53,,78 (+25),"GOOD FT by KNOCHELMANN,PETE",Centre 53-78 (+25),,"GOOD FT by KNOCHELMANN,PETE",2
01:46,,,,,"MISS FT by KNOCHELMANN,PETE",,,"MISS FT by KNOCHELMANN,PETE",2
--,"REBOUND DEF by MAXWELL,PEYTON",,,,,,,"REBOUND DEF by MAXWELL,PEYTON",2
01:39,"MISS 3PTR by MAXWELL,PEYTON",,,,,,,"MISS 3PTR by MAXWELL,PEYTON",2
--,,,,,"REBOUND DEF by KNOCHELMANN,PETE",,,"REBOUND DEF by KNOCHELMANN,PETE",2
01:31,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",2
01:20,"MISS LAYUP by ALLEN,GRAYSON(in the paint)",,,,,,,"MISS LAYUP by ALLEN,GRAYSON(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:20,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
01:20,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
01:20,"SUB OUT by ALLEN,GRAYSON",,,,,,,"SUB OUT by ALLEN,GRAYSON",2
01:20,"SUB OUT by PRINS,ZACHARY",,,,,,,"SUB OUT by PRINS,ZACHARY",2
01:20,"SUB IN by GIBSON,JASON",,,,,,,"SUB IN by GIBSON,JASON",2
01:20,"SUB IN by WILLIAMS,TYLER",,,,,,,"SUB IN by WILLIAMS,TYLER",2
01:15,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
01:13,"MISS FT by WARREN,JOSH",,,,,,,"MISS FT by WARREN,JOSH",2
--,,,,,"REBOUND DEF by KNOCHELMANN,PETE",,,"REBOUND DEF by KNOCHELMANN,PETE",2
01:04,,53,,80 (+27),"GOOD JUMPER by BREWER,KEEGAN(in the paint)",Centre 53-80 (+27),,"GOOD JUMPER by BREWER,KEEGAN(in the paint)",2
00:54,"MISS 3PTR by JOHNSON,DAMECKO",,,,,,,"MISS 3PTR by JOHNSON,DAMECKO",2
--,"REBOUND OFF by MAXWELL,PEYTON",,,,,,,"REBOUND OFF by MAXWELL,PEYTON",2
00:48,"MISS LAYUP by MAXWELL,PEYTON(in the paint)",,,,,,,"MISS LAYUP by MAXWELL,PEYTON(in the paint)",2
--,"REBOUND OFF by WARREN,JOSH",,,,,,,"REBOUND OFF by WARREN,JOSH",2
00:41,"GOOD JUMPER by JOHNSON,DAMECKO",55,,80 (+25),,Hend 55-80 (+25),,"GOOD JUMPER by JOHNSON,DAMECKO",2
00:25,,,,,"MISS 3PTR by SMITH,RJ",,,"MISS 3PTR by SMITH,RJ",2
--,"REBOUND DEF by MAXWELL,PEYTON",,,,,,,"REBOUND DEF by MAXWELL,PEYTON",2
00:16,"GOOD 3PTR by JOHNSON,DAMECKO",58,,80 (+22),,Hend 58-80 (+22),,"GOOD 3PTR by JOHNSON,DAMECKO",2
