Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
10:08,,13,,19 (+6),"GOOD LAYUP by DAY,JUSTIN(fastbreak)(in the paint)",OUM 13-19 (-6),,"GOOD LAYUP by DAY,JUSTIN(fastbreak)(in the paint)",1
09:47,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",15,,19 (+4),,CCM 15-19 (-4),,"GOOD JUMPER by SPITZER,JAKOB(in the paint)",1
09:36,"FOUL  by WILSON,DREW",,,,,,,"FOUL  by WILSON,DREW",1
09:36,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
09:36,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",1
09:36,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
09:36,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",1
09:36,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",1
09:36,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
09:36,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",1
09:36,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",1
09:36,,,,,"SUB IN by KRIVITZKIN,TYLER",,,"SUB IN by KRIVITZKIN,TYLER",1
09:36,,,,,"SUB IN by CAMMON,JOSH",,,"SUB IN by CAMMON,JOSH",1
09:36,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",1
09:36,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",1
09:36,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",1
09:29,,15,,22 (+7),"GOOD 3PTR by DAY,JUSTIN",OUM 15-22 (-7),,"GOOD 3PTR by DAY,JUSTIN",1
--,,,,,"ASSIST  by KRIVITZKIN,TYLER",,,"ASSIST  by KRIVITZKIN,TYLER",1
09:02,"GOOD JUMPER by BAUGHMAN,CARTER",17,,22 (+5),,CCM 17-22 (-5),,"GOOD JUMPER by BAUGHMAN,CARTER",1
08:40,,,,,"TURNOVER  by CAMMON,JOSH",,,"TURNOVER  by CAMMON,JOSH",1
08:39,"STEAL  by AYERS,PERRY",,,,,,,"STEAL  by AYERS,PERRY",1
08:33,"GOOD 3PTR by RAKES,BAILEY(fastbreak)",20,,22 (+2),,CCM 20-22 (-2),,"GOOD 3PTR by RAKES,BAILEY(fastbreak)",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
08:12,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
08:09,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",1
08:09,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",1
07:42,"GOOD JUMPER by RAKES,BAILEY(in the paint)",22,,22,,CCM 22-22 (0),,"GOOD JUMPER by RAKES,BAILEY(in the paint)",1
07:29,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",1
--,,,,,"REBOUND OFF by CAMMON,JOSH",,,"REBOUND OFF by CAMMON,JOSH",1
07:24,,,,,"MISS JUMPER by CAMMON,JOSH",,,"MISS JUMPER by CAMMON,JOSH",1
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",1
07:05,"MISS LAYUP by AYERS,PERRY",,,,,,,"MISS LAYUP by AYERS,PERRY",1
--,,,,,"REBOUND DEF by CAMMON,JOSH",,,"REBOUND DEF by CAMMON,JOSH",1
06:53,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",1
06:53,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
06:53,,22,,23 (+1),"GOOD FT by DAY,JUSTIN",OUM 22-23 (-1),,"GOOD FT by DAY,JUSTIN",1
06:53,,22,,24 (+2),"GOOD FT by DAY,JUSTIN",OUM 22-24 (-2),,"GOOD FT by DAY,JUSTIN",1
06:53,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",1
06:53,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
06:53,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
06:53,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
06:53,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",1
06:53,,,,,"SUB OUT by KRIVITZKIN,TYLER",,,"SUB OUT by KRIVITZKIN,TYLER",1
06:35,"GOOD LAYUP by BATES,JACOB(in the paint)",24,,24,,CCM 24-24 (0),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
--,"ASSIST  by RAKES,BAILEY",,,,,,,"ASSIST  by RAKES,BAILEY",1
06:18,,24,,26 (+2),"GOOD LAYUP by SONE,CARLOS(in the paint)",OUM 24-26 (-2),,"GOOD LAYUP by SONE,CARLOS(in the paint)",1
06:18,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",1
06:18,,24,,27 (+3),"GOOD FT by SONE,CARLOS",OUM 24-27 (-3),,"GOOD FT by SONE,CARLOS",1
06:00,"MISS JUMPER by RAKES,BAILEY",,,,,,,"MISS JUMPER by RAKES,BAILEY",1
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",1
05:50,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",1
05:50,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",1
05:50,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
05:50,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
05:50,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
05:50,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",1
05:19,"MISS JUMPER by AYERS,PERRY",,,,,,,"MISS JUMPER by AYERS,PERRY",1
--,"REBOUND OFF by PURVIS,KC",,,,,,,"REBOUND OFF by PURVIS,KC",1
05:16,"GOOD LAYUP by WALKER,ART(in the paint)",26,,27 (+1),,CCM 26-27 (-1),,"GOOD LAYUP by WALKER,ART(in the paint)",1
--,"ASSIST  by PURVIS,KC",,,,,,,"ASSIST  by PURVIS,KC",1
04:54,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",1
04:54,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",1
04:38,"TURNOVER  by PURVIS,KC",,,,,,,"TURNOVER  by PURVIS,KC",1
04:37,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",1
04:32,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",1
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",1
04:23,,26,,29 (+3),"GOOD LAYUP by CAMMON,JOSH(in the paint)",OUM 26-29 (-3),,"GOOD LAYUP by CAMMON,JOSH(in the paint)",1
04:05,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",1
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",1
03:58,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",1
03:58,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
03:58,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",1
03:58,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",1
03:58,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",1
03:58,,,,,"SUB OUT by CAMMON,JOSH",,,"SUB OUT by CAMMON,JOSH",1
03:52,,26,,32 (+6),"GOOD 3PTR by CHAMBERS,DIMETRI",OUM 26-32 (-6),,"GOOD 3PTR by CHAMBERS,DIMETRI",1
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",1
03:31,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",1
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",1
03:17,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND OFF by ETIWE,TOJU",,,"REBOUND OFF by ETIWE,TOJU",1
03:14,,26,,34 (+8),"GOOD LAYUP by ETIWE,TOJU(in the paint)",OUM 26-34 (-8),,"GOOD LAYUP by ETIWE,TOJU(in the paint)",1
02:45,"GOOD LAYUP by PURVIS,KC(in the paint)",28,,34 (+6),,CCM 28-34 (-6),,"GOOD LAYUP by PURVIS,KC(in the paint)",1
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",1
02:34,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",1
--,"REBOUND DEF by PURVIS,KC",,,,,,,"REBOUND DEF by PURVIS,KC",1
02:26,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",1
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",1
02:16,,28,,36 (+8),"GOOD LAYUP by FOSTER,LANE(in the paint)",OUM 28-36 (-8),,"GOOD LAYUP by FOSTER,LANE(in the paint)",1
01:50,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
01:47,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",1
01:47,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
01:47,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",1
01:47,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",1
01:47,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",1
01:47,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
01:39,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",1
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",1
01:17,"MISS LAYUP by AYERS,PERRY",,,,,,,"MISS LAYUP by AYERS,PERRY",1
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",1
01:12,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",1
01:11,"STEAL  by CRUMP,DAWSON",,,,,,,"STEAL  by CRUMP,DAWSON",1
01:07,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",1
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",1
00:50,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",1
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",1
00:38,"GOOD LAYUP by BATES,JACOB(in the paint)",30,,36 (+6),,CCM 30-36 (-6),,"GOOD LAYUP by BATES,JACOB(in the paint)",1
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",1
00:35,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",1
00:35,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",1
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",1
00:35,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
00:35,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",1
00:35,,,,,"SUB IN by KRIVITZKIN,TYLER",,,"SUB IN by KRIVITZKIN,TYLER",1
00:35,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",1
00:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:28,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",1
00:28,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
00:28,,,,,"SUB IN by FISCHER,DAVID",,,"SUB IN by FISCHER,DAVID",1
00:28,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",1
00:09,,30,,39 (+9),"GOOD 3PTR by KRIVITZKIN,TYLER",OUM 30-39 (-9),,"GOOD 3PTR by KRIVITZKIN,TYLER",1
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",1
00:01,"GOOD 3PTR by CRUMP,DAWSON",33,,39 (+6),,CCM 33-39 (-6),,"GOOD 3PTR by CRUMP,DAWSON",1
19:50,,33,,42 (+9),"GOOD 3PTR by CHAMBERS,DIMETRI",OUM 33-42 (-9),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
19:22,"GOOD LAYUP by AYERS,PERRY(in the paint)",35,,42 (+7),,CCM 35-42 (-7),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
19:08,,,,,"MISS LAYUP by CAMMON,JOSH",,,"MISS LAYUP by CAMMON,JOSH",2
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",2
18:51,"GOOD 3PTR by RAKES,BAILEY",38,,42 (+4),,CCM 38-42 (-4),,"GOOD 3PTR by RAKES,BAILEY",2
--,"ASSIST  by WALKER,ART",,,,,,,"ASSIST  by WALKER,ART",2
18:33,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",2
18:13,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
17:58,,38,,45 (+7),"GOOD 3PTR by CHAMBERS,DIMETRI",OUM 38-45 (-7),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
17:32,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
17:32,"GOOD FT by WALKER,ART",39,,45 (+6),,CCM 39-45 (-6),,"GOOD FT by WALKER,ART",2
17:32,"MISS FT by WALKER,ART",,,,,,,"MISS FT by WALKER,ART",2
--,,,,,"REBOUND DEF by CAMMON,JOSH",,,"REBOUND DEF by CAMMON,JOSH",2
17:25,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
17:25,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:25,,39,,46 (+7),"GOOD FT by FOSTER,LANE",OUM 39-46 (-7),,"GOOD FT by FOSTER,LANE",2
17:25,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
17:25,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
17:17,"GOOD LAYUP by BATES,JACOB(in the paint)",41,,46 (+5),,CCM 41-46 (-5),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
17:02,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
16:55,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
16:44,"GOOD LAYUP by BATES,JACOB(in the paint)",43,,46 (+3),,CCM 43-46 (-3),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
16:28,,43,,49 (+6),"GOOD 3PTR by CHAMBERS,DIMETRI",OUM 43-49 (-6),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
16:27,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",2
16:27,,43,,50 (+7),"GOOD FT by CHAMBERS,DIMETRI",OUM 43-50 (-7),,"GOOD FT by CHAMBERS,DIMETRI",2
16:27,,,,,"SUB IN by DAY,JUSTIN",,,"SUB IN by DAY,JUSTIN",2
16:27,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
16:04,"GOOD 3PTR by AYERS,PERRY",46,,50 (+4),,CCM 46-50 (-4),,"GOOD 3PTR by AYERS,PERRY",2
--,"ASSIST  by WALKER,ART",,,,,,,"ASSIST  by WALKER,ART",2
15:48,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
15:38,"GOOD 3PTR by AYERS,PERRY",49,,50 (+1),,CCM 49-50 (-1),,"GOOD 3PTR by AYERS,PERRY",2
15:25,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",2
15:19,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
