,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway
0,0,1191,Rhodes,Sewanee,1,104-124,"56,68","48,56",9-8; 3-3 SAA,8-8; 4-2 SAA,,,01/19/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,230,False,19:53,,0,,2,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 0-2 (-2),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",1,layup,good,rhodes,"berry,bryce",2.0,"['thomas,adrian', 'buescher,hunter', 'smith,luke', 'lee,matt', 'caldwell,cam']","['darst,daniel', 'berry,bryce', 'love,kerry', 'nestlehutt,jake', 'ashby,kendrick']",1193.0,sewanee,1,0,0.0
1,1,1191,Rhodes,Sewanee,1,104-124,"56,68","48,56",9-8; 3-3 SAA,8-8; 4-2 SAA,,,01/19/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,230,False,19:36,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",2,,2,,SEWANEE 2-2 (0),,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",1,layup,good,sewanee,"thomas,adrian(fastbreak)",2.0,"['thomas,adrian', 'buescher,hunter', 'smith,luke', 'lee,matt', 'caldwell,cam']","['darst,daniel', 'berry,bryce', 'love,kerry', 'nestlehutt,jake', 'ashby,kendrick']",1176.0,sewanee,1,0,0.0
2,2,1191,Rhodes,Sewanee,1,104-124,"56,68","48,56",9-8; 3-3 SAA,8-8; 4-2 SAA,,,01/19/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,230,False,--,"ASSIST  by CALDWELL,CAM",2,,2,,,,"ASSIST  by CALDWELL,CAM",1,assist,,sewanee,"caldwell,cam",,"['thomas,adrian', 'buescher,hunter', 'smith,luke', 'lee,matt', 'caldwell,cam']","['darst,daniel', 'berry,bryce', 'love,kerry', 'nestlehutt,jake', 'ashby,kendrick']",,sewanee,1,0,0.0
3,3,1191,Rhodes,Sewanee,1,104-124,"56,68","48,56",9-8; 3-3 SAA,8-8; 4-2 SAA,,,01/19/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,230,False,19:17,,2,,4,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 2-4 (-2),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1,layup,good,rhodes,"darst,daniel",2.0,"['thomas,adrian', 'buescher,hunter', 'smith,luke', 'lee,matt', 'caldwell,cam']","['darst,daniel', 'berry,bryce', 'love,kerry', 'nestlehutt,jake', 'ashby,kendrick']",1157.0,sewanee,1,0,0.0
4,4,1191,Rhodes,Sewanee,1,104-124,"56,68","48,56",9-8; 3-3 SAA,8-8; 4-2 SAA,,,01/19/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,230,False,--,,2,,4,"ASSIST  by BERRY,BRYCE",,,"ASSIST  by BERRY,BRYCE",1,assist,,rhodes,"berry,bryce",,"['thomas,adrian', 'buescher,hunter', 'smith,luke', 'lee,matt', 'caldwell,cam']","['darst,daniel', 'berry,bryce', 'love,kerry', 'nestlehutt,jake', 'ashby,kendrick']",,sewanee,1,0,0.0
5,5,1191,Rhodes,Sewanee,1,104-124,"56,68","48,56",9-8; 3-3 SAA,8-8; 4-2 SAA,,,01/19/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,230,False,19:03,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",4,,4,,SEWANEE 4-4 (0),,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",1,layup,good,sewanee,"thomas,adrian(fastbreak)",2.0,"['thomas,adrian', 'buescher,hunter', 'smith,luke', 'lee,matt', 'caldwell,cam']","['darst,daniel', 'berry,bryce', 'love,kerry', 'nestlehutt,jake', 'ashby,kendrick']",1143.0,sewanee,1,0,0.0
6,6,1191,Rhodes,Sewanee,1,104-124,"56,68","48,56",9-8; 3-3 SAA,8-8; 4-2 SAA,,,01/19/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,230,False,--,"ASSIST  by CALDWELL,CAM",4,,4,,,,"ASSIST  by CALDWELL,CAM",1,assist,,sewanee,"caldwell,cam",,"['thomas,adrian', 'buescher,hunter', 'smith,luke', 'lee,matt', 'caldwell,cam']","['darst,daniel', 'berry,bryce', 'love,kerry', 'nestlehutt,jake', 'ashby,kendrick']",,sewanee,1,0,0.0
7,7,1191,Rhodes,Sewanee,1,104-124,"56,68","48,56",9-8; 3-3 SAA,8-8; 4-2 SAA,,,01/19/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,230,False,18:51,,4,,4,"TURNOVER  by LOVE,KERRY",,,"TURNOVER  by LOVE,KERRY",1,turnover,,rhodes,"love,kerry",,"['thomas,adrian', 'buescher,hunter', 'smith,luke', 'lee,matt', 'caldwell,cam']","['darst,daniel', 'berry,bryce', 'love,kerry', 'nestlehutt,jake', 'ashby,kendrick']",1131.0,sewanee,1,0,0.0
8,8,1191,Rhodes,Sewanee,1,104-124,"56,68","48,56",9-8; 3-3 SAA,8-8; 4-2 SAA,,,01/19/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,230,False,18:51,,4,,4,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1,subbing in,,rhodes,"evans,andrew",,"['thomas,adrian', 'buescher,hunter', 'smith,luke', 'lee,matt', 'caldwell,cam']","['darst,daniel', 'berry,bryce', 'love,kerry', 'nestlehutt,jake', 'ashby,kendrick', 'evans,andrew']",1131.0,sewanee,1,0,0.0
9,9,1191,Rhodes,Sewanee,1,104-124,"56,68","48,56",9-8; 3-3 SAA,8-8; 4-2 SAA,,,01/19/18,8:00 PM,,"Memphis, Tenn.",Win,2,False,230,False,18:51,,4,,4,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1,subbing in,,rhodes,"giroux,preston",,"['thomas,adrian', 'buescher,hunter', 'smith,luke', 'lee,matt', 'caldwell,cam']","['darst,daniel', 'berry,bryce', 'love,kerry', 'nestlehutt,jake', 'ashby,kendrick', 'evans,andrew', 'giroux,preston']",1131.0,sewanee,1,0,0.0
