,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway
11,11,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,18:23,,0,,3,"MISS FT by REALI,FRANK",,,"MISS FT by REALI,FRANK",1,free throw,missed,st. joseph's (bkyln),"reali,frank",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1103.0,st. joseph's (bkyln),3,0,0.0
12,12,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,--,,0,,3,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,st. joseph's (bkyln),,,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",,st. joseph's (bkyln),3,0,0.0
13,13,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,18:23,,0,,4,"GOOD FT by REALI,FRANK",SJCBK 0-4 (-4),,"GOOD FT by REALI,FRANK",1,free throw,good,st. joseph's (bkyln),"reali,frank",1.0,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1103.0,st. joseph's (bkyln),3,0,0.0
14,14,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,17:59,"TURNOVER  by JOHNSON,MICAH",0,,4,,,,"TURNOVER  by JOHNSON,MICAH",1,turnover,,berry,"johnson,micah",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1079.0,st. joseph's (bkyln),3,0,0.0
15,15,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,17:58,,0,,4,"STEAL  by ETHEART,STEPHANE",,,"STEAL  by ETHEART,STEPHANE",1,steal,,st. joseph's (bkyln),,,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1078.0,st. joseph's (bkyln),3,0,0.0
16,16,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,17:55,,0,,6,"GOOD DUNK by ETHEART,STEPHANE(fastbreak)(in the paint)",SJCBK 0-6 (-6),,"GOOD DUNK by ETHEART,STEPHANE(fastbreak)(in the paint)",1,dunk,good,st. joseph's (bkyln),,2.0,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1075.0,st. joseph's (bkyln),3,0,0.0
17,17,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,--,,0,,6,"ASSIST  by ETHEART,SEBASTIEN",,,"ASSIST  by ETHEART,SEBASTIEN",1,assist,,st. joseph's (bkyln),"etheart,sebastien",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",,st. joseph's (bkyln),3,0,0.0
18,18,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,17:45,"MISS 3PTR by HASLAM,ETHAN",0,,6,,,,"MISS 3PTR by HASLAM,ETHAN",1,three pointer,missed,berry,"haslam,ethan",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1065.0,berry,4,0,0.0
19,19,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,--,,0,,6,"REBOUND DEF by ETHEART,SEBASTIEN",,,"REBOUND DEF by ETHEART,SEBASTIEN",1,defensive rebound,,st. joseph's (bkyln),"etheart,sebastien",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",,berry,4,0,0.0
20,20,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,17:39,,0,,6,"TURNOVER  by ETHEART,SEBASTIEN",,,"TURNOVER  by ETHEART,SEBASTIEN",1,turnover,,st. joseph's (bkyln),"etheart,sebastien",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1059.0,st. joseph's (bkyln),5,0,0.0
21,21,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,17:38,"STEAL  by WEHUNT,DAWSON",0,,6,,,,"STEAL  by WEHUNT,DAWSON",1,steal,,berry,,,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1058.0,st. joseph's (bkyln),5,0,0.0
22,22,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,17:31,"MISS LAYUP by HAYNES,CALEB",0,,6,,,,"MISS LAYUP by HAYNES,CALEB",1,layup,missed,berry,"haynes,caleb",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1051.0,berry,6,0,0.0
23,23,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,17:31,,0,,6,"BLOCK  by MEINER,KAVAN",,,"BLOCK  by MEINER,KAVAN",1,block,,st. joseph's (bkyln),"meiner,kavan",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1051.0,berry,6,0,0.0
24,24,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,--,"REBOUND OFF by HAYNES,CALEB",0,,6,,,,"REBOUND OFF by HAYNES,CALEB",1,offensive rebound,,berry,"haynes,caleb",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",,berry,6,0,0.0
25,25,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,17:27,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2,,6,,BERRY 2-6 (-4),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",1,layup,good,berry,"haynes,caleb",2.0,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1047.0,berry,6,0,0.0
26,26,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,17:16,,2,,6,"TURNOVER  by ETHEART,SEBASTIEN",,,"TURNOVER  by ETHEART,SEBASTIEN",1,turnover,,st. joseph's (bkyln),"etheart,sebastien",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1036.0,berry,6,0,0.0
27,27,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,16:59,"MISS LAYUP by HASLAM,ETHAN",2,,6,,,,"MISS LAYUP by HASLAM,ETHAN",1,layup,missed,berry,"haslam,ethan",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1019.0,berry,6,0,0.0
28,28,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,16:59,,2,,6,"BLOCK  by ETHEART,STEPHANE",,,"BLOCK  by ETHEART,STEPHANE",1,block,,st. joseph's (bkyln),"etheart,stephane",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1019.0,berry,6,0,0.0
29,29,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,--,,2,,6,"REBOUND DEF by ETHEART,SEBASTIEN",,,"REBOUND DEF by ETHEART,SEBASTIEN",1,defensive rebound,,st. joseph's (bkyln),"etheart,sebastien",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",,berry,6,0,0.0
30,30,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,16:41,,2,,8,"GOOD JUMPER by REALI,FRANK(in the paint)",SJCBK 2-8 (-6),,"GOOD JUMPER by REALI,FRANK(in the paint)",1,jumper,good,st. joseph's (bkyln),"reali,frank",2.0,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",1001.0,st. joseph's (bkyln),7,0,0.0
31,31,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,--,,2,,8,"ASSIST  by SIRAKIS,DIMITRI",,,"ASSIST  by SIRAKIS,DIMITRI",1,assist,,st. joseph's (bkyln),"sirakis,dimitri",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",,st. joseph's (bkyln),7,0,0.0
32,32,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,16:29,,2,,8,"FOUL  by MEINER,KAVAN",,,"FOUL  by MEINER,KAVAN",1,foul,,st. joseph's (bkyln),"meiner,kavan",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",989.0,st. joseph's (bkyln),7,0,0.0
33,33,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,16:27,"GOOD 3PTR by JONES,DREW",5,,8,,BERRY 5-8 (-3),,"GOOD 3PTR by JONES,DREW",1,three pointer,good,berry,"jones,drew",3.0,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",987.0,berry,8,0,0.0
34,34,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,--,"ASSIST  by WEHUNT,DAWSON",5,,8,,,,"ASSIST  by WEHUNT,DAWSON",1,assist,,berry,"wehunt,dawson",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",,berry,8,0,0.0
35,35,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,16:04,,5,,8,"MISS 3PTR by REALI,FRANK",,,"MISS 3PTR by REALI,FRANK",1,three pointer,missed,st. joseph's (bkyln),"reali,frank",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",964.0,berry,8,0,0.0
36,36,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,--,"REBOUND DEF by JOHNSON,MICAH",5,,8,,,,"REBOUND DEF by JOHNSON,MICAH",1,defensive rebound,,berry,"johnson,micah",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",,berry,8,0,0.0
37,37,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,15:49,"MISS 3PTR by WEHUNT,DAWSON",5,,8,,,,"MISS 3PTR by WEHUNT,DAWSON",1,three pointer,missed,berry,"wehunt,dawson",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",949.0,berry,8,0,0.0
38,38,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,--,"REBOUND OFF by JONES,DREW",5,,8,,,,"REBOUND OFF by JONES,DREW",1,offensive rebound,,berry,"jones,drew",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",,berry,8,0,0.0
39,39,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,15:42,"FOUL TECH by JONES,DREW",5,,8,,,,"FOUL TECH by JONES,DREW",1,foul,,berry,"jones,drew",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",942.0,berry,8,0,0.0
40,40,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,15:42,,5,,8,"FOUL  by ETHEART,STEPHANE",,,"FOUL  by ETHEART,STEPHANE",1,foul,,st. joseph's (bkyln),"etheart,stephane",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",942.0,st. joseph's (bkyln),9,0,0.0
41,41,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,15:42,,5,,8,"FOUL TECH by ETHEART,STEPHANE",,,"FOUL TECH by ETHEART,STEPHANE",1,foul,,st. joseph's (bkyln),"etheart,stephane",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",942.0,berry,10,0,0.0
42,42,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,15:42,TIMEOUT 20SEC by TEAM,5,,8,,,,TIMEOUT 20SEC by TEAM,1,timeout,,berry,,,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",942.0,berry,10,0,0.0
43,43,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,15:42,,5,,8,"FOUL  by ETHEART,SEBASTIEN",,,"FOUL  by ETHEART,SEBASTIEN",1,foul,,st. joseph's (bkyln),"etheart,sebastien",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",942.0,berry,10,0,0.0
44,44,3908,St. Joseph's (Bkyln),Berry,0,84-55,"28,27","43,41",4-5,10-2,,,12/30/19,2 p.m.,,"Dorough Field House; Atlanta, Ga.",Lose,2,False,124,False,15:42,,5,,8,"FOUL TECH by ETHEART,SEBASTIEN",,,"FOUL TECH by ETHEART,SEBASTIEN",1,foul,,st. joseph's (bkyln),"etheart,sebastien",,"['wehunt,dawson', 'johnson,micah', 'haynes,caleb', 'jones,drew', 'haslam,ethan']","['reali,frank', 'meiner,kavan', 'etheart,stephane', 'etheart,sebastien', 'sirakis,dimitri']",942.0,berry,10,0,0.0
